Date,Season,Surajgarha,Lakhisarai,Surajgarha_Trend,Surajgarha_SMA,Surajgarha_EWMA,Surajgarha_DES,Surajgarha_TES,Surajgarha_ARIMA,Lakhisarai_Trend,Lakhisarai_SMA,Lakhisarai_EWMA,Lakhisarai_DES,Lakhisarai_TES,Lakhisarai_ARIMA
2004-02-29,POMRB,3.86,5.433333333333334,4.155833333333334,4.642500000000001,4.3135372322892955,4.616321641028635,4.044702500157669,3.677359004234391,5.410208333333333,5.256458333333331,5.188681200586092,5.103606097921637,5.671708780478933,5.708955538411758
2004-05-31,PREMON,4.91,7.22,3.645,4.314166666666668,4.552122339373577,4.648163612725583,6.248372089285467,6.176618157548918,5.56640625,5.278958333333331,6.001208720351655,6.157822117472618,7.099418921273889,7.1415419952459205
2004-08-31,MONSOON,2.15,4.4625,3.3470833333333334,3.997500000000001,3.591273403624146,4.1827370390097425,2.8829915927841734,2.735064121120244,5.672743055555555,5.541458333333331,5.3857252322109925,5.574967866501088,3.671535333387659,3.531959949855121
2004-11-30,POMKH,2.25,5.249583333333334,3.720416666666667,3.2925000000000004,3.0547640421744875,3.7689579658180894,4.151378106714406,4.570690398059738,5.78329861111111,5.591354166666664,5.331268472659929,5.452695978185731,5.125533313914347,5.163140758065069
2005-02-28,POMRB,4.296666666666667,6.0844444444444425,4.3654166666666665,3.4016666666666673,3.5515250919713592,3.7581768690042776,2.343374475117506,2.4454333953956806,5.898402777777777,5.754131944444442,5.632538861373734,5.772321781345607,5.934269314736549,5.598815367066142
2005-05-31,PREMON,7.46,7.453333333333332,4.789791666666666,4.0391666666666675,5.1149150551828155,4.341738968414797,4.921683426748044,5.855839297457202,6.06876736111111,5.812465277777775,6.360856650157574,6.745821116085978,7.489946649044294,7.175000665211383
2005-08-31,MONSOON,4.76,5.15,5.095833333333334,4.691666666666668,4.972949033109689,4.416447913513269,3.3498112553925092,3.7309393025678914,6.176388888888889,5.984340277777775,5.876513990094544,6.29042773565912,4.010291874228052,3.9297417855575474
2005-11-30,POMKH,3.035,5.925,5.2524999999999995,4.887916666666668,4.197769419865813,4.173194021395748,4.988822348802768,4.176273243940518,6.296666666666667,6.153194444444442,5.895908394056727,6.238708027601572,5.579146771059751,5.228424786089743
2006-02-28,POMRB,5.96,6.27,5.0512500000000005,5.303750000000002,4.902661651919487,4.476976691097291,4.7522497137318815,4.120078219998755,6.2875,6.199583333333331,6.045545036434037,6.33873276247502,6.460932552310757,5.831076909853452
2006-05-31,PREMON,7.05,8.23,4.803125,5.201250000000002,5.761596991151693,4.97760318386048,7.275399971402368,7.50812764689357,6.065625,6.393749999999997,6.919327021860422,7.4240925143528695,7.904267775409321,7.268528245959184
2006-08-31,MONSOON,3.56,4.3,4.495625,4.901250000000001,4.880958194691016,4.80999059018156,4.137189703141828,4.015051605703584,5.984999999999999,6.181249999999997,5.871596213116253,6.241485919566388,4.54394969796354,4.247477851338114
2006-11-30,POMKH,2.25,5.0,4.1525,4.705000000000001,3.8285749168146093,4.398258207060551,3.5953354838428173,2.4431224560669023,5.945937499999999,5.949999999999997,5.522957727869752,5.599560793819884,5.657103799003243,5.4891167478136715
2007-02-28,POMRB,4.285,6.55,3.9678125000000004,4.286250000000001,4.011144950088766,4.370797693975131,4.907022696354668,5.098683595065178,5.835,6.019999999999997,5.933774636721852,5.892603965687867,6.208570690256735,5.92472378601272
2007-05-31,PREMON,5.98,7.6374999999999975,4.113125,4.018750000000001,4.798686970053259,4.657719892009891,6.109667206627066,6.526480171005412,5.709375,5.871874999999997,6.61526478203311,6.7328769772779715,7.8272366349016576,7.5781104258436
2007-08-31,MONSOON,3.1525000000000003,4.005,4.255833333333333,3.9168750000000006,4.140212182031956,4.4146102099468205,2.864251771363841,3.341771440974756,5.396874999999999,5.798124999999996,5.571158869219866,5.576379485049591,4.297151461242908,4.013285051860267
2007-11-30,POMKH,3.82,4.29,4.043541666666667,4.309375,4.012127309219173,4.301142485146789,2.3496457939531745,2.1836190084385896,5.02625,5.620624999999996,5.0586953215319195,4.811960504316661,5.394430551005251,5.182031520058152
2008-02-29,POMRB,3.856666666666667,4.76,3.779479166666667,4.2022916666666665,3.949943052198171,4.200956152715588,5.081139811924687,5.4697428303784354,4.624583333333334,5.173124999999996,4.939217192919152,4.513330486523062,5.798572611462678,6.059219850795038
2008-05-31,PREMON,4.71,6.4625,3.4966666666666666,3.8847916666666666,4.253965831318903,4.2641155417978664,6.247314692509382,5.885863795408675,4.4757291666666665,4.879374999999998,5.548530315751492,5.215162351658393,6.96274181229556,7.416375778407972
2008-08-31,MONSOON,2.31,1.9666666666666668,3.1633333333333336,3.6741666666666664,3.4763794987913412,3.8938670870329806,2.614104717640807,2.620536107965876,4.460104166666667,4.369791666666665,4.115784856117562,3.6671549519871482,3.3303933070957115,3.929337688581632
2008-11-30,POMKH,2.4,5.137500000000001,3.0062499999999996,3.319166666666666,3.045827699274805,3.566515732518549,2.351975589887493,3.0973357045388017,4.533854166666667,4.581666666666665,4.524470913670537,4.050055455194428,4.074754458926513,4.90189154088042
2009-02-28,POMRB,2.61,3.7875,2.9637499999999997,3.007499999999999,2.8714966195648826,3.3078916150723767,3.403998783800602,3.755531841087023,4.898750000000001,4.338541666666666,4.229682548202323,3.77068662744956,5.192645141749822,5.444881310258393
2009-05-31,PREMON,4.7,8.025,2.8850000000000002,3.004999999999999,3.60289797173893,3.453167657718043,4.612328813588047,4.725169540478672,5.215729166666668,4.729166666666666,5.747809528921394,5.871176314309537,6.236085509992489,7.004244343941288
2009-08-31,MONSOON,1.98,3.3233333333333333,2.8962499999999998,2.922499999999999,2.9537387830433577,3.1181457284862173,2.135499720520625,2.733318032915455,5.838125,5.068333333333333,4.77801905068617,5.105550251561827,3.3576591996952763,3.188774364491455
2009-11-30,POMKH,2.1,6.316666666666666,3.0324999999999998,2.847499999999999,2.6122432698260147,2.840080895860863,2.0779946554374282,2.916231388550151,6.224166666666666,5.363125,5.3934780970783684,5.9315582003176175,4.5398518629978595,5.1598313642148925
2010-02-28,POMRB,3.0,7.587499999999999,3.3275,2.944999999999999,2.767345961895609,2.755872473914229,2.771830745533072,3.044989729919534,6.607604166666666,6.313124999999999,6.2710868582470205,7.254014111603822,5.89291768822086,5.03626799046631
2010-05-31,PREMON,5.4,7.313333333333333,3.84125,3.119999999999999,3.820407577137366,3.125998932965592,4.751324256716491,5.153016210134963,7.024791666666665,6.135208333333333,6.687985448281545,8.077151840470856,7.957237822819611,7.525973975158407
2010-08-31,MONSOON,3.64,7.1025,4.495,3.5349999999999993,3.74824454628242,3.171631554072605,2.3973985433440435,2.8153158124295006,7.028645833333332,7.079999999999999,6.853791268968926,8.427718184715252,4.277574729090016,3.5808026000109865
2010-11-30,POMKH,4.55,5.875,5.133750000000001,4.147499999999999,4.068946727769452,3.388354728178784,2.9698472604602975,3.269018428941547,7.276041666666666,6.969583333333332,6.462274761381355,7.839539767907362,6.401447482587677,5.585028741958172
2011-02-28,POMRB,5.78,8.059999999999999,5.3100000000000005,4.842499999999999,4.753368036661671,3.8316015769464333,4.369195234710897,4.2290812987587465,7.3753125,7.087708333333332,7.101364856828813,8.325113588261278,6.995945377878622,6.303156817704594
2011-05-31,PREMON,7.73,8.82,4.98625,5.424999999999999,5.944020821997003,4.639938301289807,6.993239249875514,6.626931461784876,7.0375,7.464374999999999,7.788818914097288,9.013889811673819,8.852604363973722,7.308805043629339
2011-08-31,MONSOON,2.72,6.39,4.508750000000001,5.1949999999999985,4.654412493198201,4.476301378027553,4.919725461885192,4.247497911883375,6.864166666666667,7.286249999999999,7.229291348458372,8.189360928244081,5.374269922308931,4.917721637014882
2011-11-30,POMKH,2.88,3.885,4.183333333333333,4.777499999999998,3.944647495918921,4.321390730484648,4.261111205866664,3.4340663548069728,6.867708333333334,6.7887499999999985,5.891574809075023,6.240771097751957,6.902293268485985,5.483133760618132
2012-02-29,POMRB,3.63,8.663333333333334,4.184166666666667,4.2399999999999975,3.818788497551352,4.292134500845573,4.4115297613688735,4.364638021834417,6.5958854166666665,6.939583333333332,7.000278218778348,7.096622203815178,6.676443545466403,6.567749686382961
2012-05-31,PREMON,7.276666666666666,8.245,4.346041666666666,4.126666666666664,5.201939765197478,4.939192872355518,5.884296892314455,6.3330520017885235,6.547499999999999,6.7958333333333325,7.498166931267009,7.645368183725856,8.837033682833434,7.845498794823976
2012-08-31,MONSOON,3.18,4.790416666666666,4.584791666666667,4.2416666666666645,4.393163859118487,4.789063068650294,2.8587804326161885,3.0442188611883774,6.341145833333334,6.395937499999999,6.415066825426871,6.363940508283307,5.174453990284033,4.827936009622268
2012-11-30,POMKH,3.715,5.0975,4.897083333333333,4.450416666666665,4.121898315471092,4.719578695723929,3.5419933939091828,3.398646408730241,5.800416666666667,6.699062499999998,5.888040095256123,5.538247704467023,6.241470924364324,4.803127483893477
2013-02-28,POMRB,4.705,5.8000000000000025,4.9575000000000005,4.719166666666665,4.355138989282655,4.8194546028922245,4.558834842347407,4.346266238217362,5.444635416666667,5.983229166666666,5.852824057153676,5.325514629249195,6.63259056948777,6.889541967616717
2013-05-31,PREMON,8.7,6.7825000000000015,4.874375,5.074999999999998,6.093083393569593,5.66264586894148,7.298954752075442,7.532351126930533,5.015312500000001,5.617604166666666,6.224694434292206,5.746392852646508,7.864598924641228,7.712432158156273
2013-08-31,MONSOON,2.24,3.4066666666666663,5.0171875,4.839999999999998,4.551850036141755,5.256799407193465,3.8344150133150343,3.520857477473625,4.887708333333334,5.2716666666666665,5.09748332724199,4.52321340881672,4.040618690298453,4.37527302555762
2013-11-30,POMKH,3.99,3.046666666666667,5.203750000000001,4.908749999999999,4.327110021685053,5.159028224261104,3.693727712646411,2.9243059514684946,4.862708333333334,4.758958333333333,4.277156663011861,3.5217030889504386,5.025327462300147,5.165017435197327
2014-02-28,POMRB,5.572500000000002,6.83,5.2825,5.125624999999999,4.825266013011032,5.34113887433115,4.748557351836485,4.492757200587152,4.5659375,5.016458333333333,5.298293997807116,4.73045783475021,5.141546164450873,6.007147423075191
2014-05-31,PREMON,9.325,5.5525,5.421875000000001,5.281874999999999,6.625159607806619,6.218463278929834,8.276895737845859,8.653909672171523,4.664583333333333,4.7089583333333325,5.39997639868427,5.141070779725763,7.203847902989947,7.234996889653266
2014-08-31,MONSOON,2.245,2.2625,5.6075,5.283125,4.873095764683971,5.728331673573885,3.4344558724872307,2.7327702698781473,4.651875,4.422916666666666,4.144985839210562,3.8511431013073585,3.192388359631357,3.917474216435564
2014-11-30,POMKH,5.1,4.98,5.585833333333333,5.560625,4.9638574588103825,5.752527211602855,4.236012438129123,3.4918643970720655,4.578687500000001,4.906249999999999,4.478991503526337,4.187378962548317,4.079631972984872,4.4382833975560505
2015-02-28,POMRB,5.947500000000002,4.795,5.456666666666666,5.654375,5.3573144752862305,5.915355025065061,5.734841023995017,5.576378873084118,5.076062500000001,4.397499999999999,4.605394902115802,4.414150604667791,5.144044447236841,6.352976974286728
2015-05-31,PREMON,8.776666666666666,7.0020000000000024,5.396041666666667,5.517291666666666,6.725055351838405,6.5920030548210065,9.112405828318616,9.072299747428271,5.6122499999999995,4.759874999999999,5.564036941269482,5.798521397903281,6.535306293870407,6.772693307224308
2015-08-31,MONSOON,1.76,4.792,5.5919791666666665,5.396041666666666,4.739033211103043,5.922192633922122,2.7947085308626365,1.6892573200371905,5.961625,5.39225,5.255222164761689,5.725328271849674,3.2214131786797253,3.4814329658930587
2015-11-30,POMKH,5.1,6.7399999999999975,5.934583333333332,5.396041666666665,4.8834199266618254,5.865704377007343,4.5061239194375915,4.205543195716356,6.3678333333333335,5.832249999999999,5.849133298857012,6.5883683882574084,4.932175810851975,5.018722458261713
2016-02-29,POMRB,7.5150000000000015,5.830000000000001,6.2025,5.787916666666665,5.936051955997096,6.24800157336507,5.628357676924838,5.656745399246427,6.488416666666666,6.090999999999999,5.841479979314208,6.7085349532471605,6.29545444021814,5.675502598555613
2016-05-31,PREMON,9.95,9.216666666666667,6.23,6.081249999999999,7.541631173598257,7.072160013061115,9.44585327579668,9.340718684478148,6.1459166666666665,6.644666666666666,7.191554654255192,8.52783985408396,7.648377240576048,7.195066290841109
2016-08-31,MONSOON,2.73,3.5420000000000003,5.744375000000001,6.323749999999999,5.616978704158955,6.506828377222721,3.1738069470855685,1.9079687787922872,5.883916666666668,6.332166666666666,5.731732792553116,6.882502175420414,4.69728917933375,4.280500338636096
2016-11-30,POMKH,4.35,5.25,5.06875,6.136249999999999,5.110187222495373,6.230993221137342,5.7932248726511455,4.966180890100011,5.565083333333333,5.959666666666666,5.539039675531869,6.252858543722951,5.510298164826649,5.6290969845325645
2017-02-28,POMRB,4.38,5.224,4.684374999999999,5.352499999999998,4.818112333497224,5.956599852337619,6.638447193707673,6.178115612171209,5.262583333333334,5.808166666666666,5.413023805319122,5.716841550463137,6.192451020401244,5.976200388188389
2017-05-31,PREMON,7.68,7.272,4.49,4.784999999999998,5.962867400098334,6.293695424047565,8.234560032246595,7.914119222891571,5.146380952380952,5.321999999999999,6.156614283191473,6.347751937400084,7.379714412241323,7.95057928870274
2017-08-31,MONSOON,1.925,3.0666666666666664,4.4712499999999995,4.583749999999998,4.347720440059001,5.56245942978295,1.1494221094625638,1.26683810021679,5.041126488095238,5.203166666666665,4.92063523658155,4.822416656200755,3.8766428499854646,3.8800697754120153
2017-11-30,POMKH,3.6,4.795714285714285,4.688125,4.396249999999998,4.0486322640354,5.16842754838057,3.841470579189817,4.135204885689626,5.114199404761905,5.089595238095237,4.870666856234644,4.51277080997514,4.803378946622547,5.184861483063039
2018-02-28,POMRB,4.98,4.83625,4.898125,4.546249999999999,4.421179358421241,5.0522286713115925,4.828392804278017,4.687958798870063,5.324907738095238,4.992657738095237,4.856900113740786,4.385651158615221,5.5687353826272314,5.756637896898262
2018-05-31,PREMON,8.815,8.244333333333334,4.96625,4.829999999999998,6.178707615052744,5.655802824099931,8.087877675163984,8.103054049988812,5.442467261904762,5.235741071428571,6.2118734015778045,6.155132455857049,6.833712879474433,7.359403981864865
2018-08-31,MONSOON,2.47,3.78,,4.966249999999998,4.695224569031646,5.086865007907939,2.062480083913899,2.2986693756450984,,5.414074404761904,5.239124040946683,5.303246157126948,3.8306973216398363,3.6934124069588963
2018-11-30,POMKH,3.6,5.022857142857143,,4.966249999999998,4.257134741418988,,4.187864285118786,3.8508181625912314,,5.470860119047619,5.152617281710867,,5.007498121511199,5.031554748696734
