Date,Season,Kalamb,Lohara,Washi,Tuljapur,Paranda,Bhum,Umarga,Osmanabad,Kalamb_Trend,Kalamb_SMA,Kalamb_EWMA,Kalamb_DES,Kalamb_TES,Kalamb_ARIMA,Lohara_Trend,Lohara_SMA,Lohara_EWMA,Lohara_DES,Lohara_TES,Lohara_ARIMA,Washi_Trend,Washi_SMA,Washi_EWMA,Washi_DES,Washi_TES,Washi_ARIMA,Tuljapur_Trend,Tuljapur_SMA,Tuljapur_EWMA,Tuljapur_DES,Tuljapur_TES,Tuljapur_ARIMA,Paranda_Trend,Paranda_SMA,Paranda_EWMA,Paranda_DES,Paranda_TES,Paranda_ARIMA,Bhum_Trend,Bhum_SMA,Bhum_EWMA,Bhum_DES,Bhum_TES,Bhum_ARIMA,Umarga_Trend,Umarga_SMA,Umarga_EWMA,Umarga_DES,Umarga_TES,Umarga_ARIMA,Osmanabad_Trend,Osmanabad_SMA,Osmanabad_EWMA,Osmanabad_DES,Osmanabad_TES,Osmanabad_ARIMA
1996-02-29,POMRB,7.0025,5.16,8.233333333333333,7.774999999999999,5.276000000000002,5.34,7.636666666666666,9.755454545454548,,,7.0025,5.3844110196694475,6.161980166368393,0.0,,,5.16,4.177262488298298,5.0095803230325355,0.0,,,8.233333333333333,8.169265521403162,8.406596048741704,0.0,,,7.774999999999999,9.228827622278613,8.29150007638452,0.0,,,5.276000000000002,5.606748562772691,5.707269410210831,0.0,,,5.34,5.146422039288244,5.037703573878035,0.0,,,7.636666666666666,5.945253746578923,6.520863269504691,0.0,,,9.755454545454548,8.987138688064878,8.302813957996758,0.0
1996-05-31,PREMON,8.418333333333335,8.35,10.77,10.2,9.15,7.5,7.8,8.8,,,7.568833333333334,5.670395381630378,9.633721901285588,1.0372156834928372e-05,,,6.436,4.646482749909709,6.068077617527171,5.159985776446632,,,9.248,8.34550167194192,10.616247315288563,3.849579533185401,,,8.745,9.34565112613627,12.379962819805334,7.774868656064808,,,6.825600000000001,6.561812944137904,7.311435319395134,4.300167139903529,,,6.204,5.648152612212116,6.440892298639247,4.34173777407724,,,7.701999999999999,6.226744013487508,9.489895067587334,4.918802603677401,,,9.37327272727273,8.937987337137985,11.790761215067963,9.75532813121731
1996-08-31,MONSOON,3.605,1.2,8.02,9.56,4.95,3.675,4.95,10.551428571428572,5.516979166666667,,5.983300000000001,5.4466372296187044,3.9772732127881585,1.5717084333824008e-05,3.9575,,4.3416,4.290187934623954,3.545067379792549,7.226959374649725,8.237916666666667,,8.756799999999998,8.294984102121646,7.929641091561476,4.140984969324558,8.396458333333333,,9.071,9.326461420917685,6.557640468948186,9.036042698677006,5.343249999999999,,6.075360000000001,6.109010563839412,5.70418290217887,6.505076510930735,4.584999999999999,,5.192399999999999,5.160724023500484,4.381524053489616,5.773748661640427,5.198333333333333,,6.6011999999999995,6.031772207750434,5.96718190129799,5.433714430769141,8.238300865800866,,9.844535064935066,8.990032976156504,7.21935724134215,9.378305316709133
1996-11-30,POMKH,3.93,1.8,5.928333333333334,5.683333333333334,2.27,2.775,2.55,6.155714285714284,5.258333333333334,5.738958333333334,5.16198,5.26290199946991,4.513725054350828,6.855315605910064e-06,3.41875,4.1274999999999995,3.32496,4.036356041525869,3.3044191143565396,3.4643018923340847,8.237916666666665,8.237916666666665,7.6254133333333325,8.074530989017342,5.99291041708562,4.967176054873643,8.938333333333333,8.304583333333333,7.715933333333333,8.617803914632072,7.716186361203577,9.233224776823697,5.039583333333333,5.4115,4.553216000000001,5.049694912761483,4.759586582378795,6.0731260473976665,4.15375,4.8225,4.22544,4.582563859010095,4.1199030862725,4.994601680670635,4.425,5.734166666666667,4.98072,5.501347114171246,4.238263549345596,4.669243369673797,7.66782738095238,8.81564935064935,8.369006753246753,8.792402006190965,7.425094865685094,9.469638565420901
1997-02-28,POMRB,5.226666666666668,3.8,8.233333333333333,8.51,4.73,3.44,3.35,5.136666666666667,5.396041666666667,5.295000000000001,5.1878546666666665,5.221811806510378,5.666601260072335,7.002495501455195,3.580625,3.7874999999999996,3.514976,4.026274613666516,4.706653160149892,4.226859392204554,8.237916666666667,8.237916666666665,7.868581333333332,8.049303694257214,8.407138410270926,7.908330992353006,9.790833333333335,8.488333333333333,8.03356,8.545503002906745,7.847015781107229,7.98516338736014,4.966166666666667,5.275,4.6239296,4.952337186423776,4.953837084554534,4.043251878381679,3.996875,4.3475,3.911264,4.291519625908763,4.893252462024062,4.297483703712511,4.580625,4.6625000000000005,4.328432,5.17339658947991,4.710805689277919,5.271795112973628,8.026398809523808,7.660952380952379,7.0760707186147185,8.549551913281329,8.37381679275727,9.302991606360438
1997-05-31,PREMON,8.125000000000002,5.4,10.77,13.8,7.2666666666666675,5.95,5.9,8.855,5.780416666666667,5.221666666666668,6.362712800000001,5.490498008119218,8.531668513504513,7.59039582307906,4.233750000000001,3.0499999999999994,4.268985600000001,4.190983594648719,5.484621088373974,6.552164054053272,8.237916666666667,8.237916666666667,9.029148799999998,8.236672214168221,10.616742775400281,10.24376459995066,11.001041666666666,9.388333333333332,10.340136000000001,9.432244294992813,12.239054369236475,8.649089399139672,5.371604166666668,4.804166666666667,5.681024426666667,5.5735545437407765,6.657143311071746,6.96506894451554,4.09,3.96,4.7267584000000005,4.640612091147198,5.828142216726033,4.030560701957257,5.47375,4.187500000000001,4.9570592,5.283339670356496,6.299120203640525,4.589334485292261,8.924880952380953,7.674702380952378,7.78764243116883,8.529909463974146,11.226980594177327,7.673779776955632
1997-08-31,MONSOON,5.0,5.445,8.02,12.78,6.246,3.97,8.095,13.365,6.0663333333333345,5.5704166666666675,5.81762768,5.427698111910451,3.25838833527681,3.617711206485017,4.628125,4.111249999999999,4.739391360000001,4.343329966418658,2.333569984563567,1.5744011054303657,8.237916666666667,8.237916666666667,8.62548928,8.197032622667653,7.930093706116673,7.8273797504166875,11.81375,10.193333333333332,11.3160816,9.972668476466685,7.379567596102479,9.808505315679113,5.828791666666667,5.128166666666668,5.907014656,5.745729111159547,4.462482222006564,4.511323847874222,4.2787500000000005,4.0337499999999995,4.424055040000001,4.456707389188019,3.5187591902781863,4.482910901230805,6.317500000000001,4.973750000000002,6.21223552,5.71049336073957,3.496018046319787,4.206784030016877,9.655833333333334,8.378095238095234,10.018585458701299,8.764396634216519,6.739331253613464,8.655492307804048
1997-11-30,POMKH,5.609999999999999,2.78,5.928333333333334,12.145,4.2175,3.225,6.55,10.53,6.182874999999999,5.990416666666667,5.734576607999999,5.43143296435115,4.796390847640553,4.935207086232466,4.975,4.356249999999999,3.955634816,4.190345326428262,3.5409844283300425,4.0250131725271,8.237916666666665,8.237916666666667,7.546626901333333,7.987089745985541,5.99332389120943,5.7365150117352135,11.7625,11.808749999999996,11.647648960000001,10.299641257095187,9.155329843812467,9.70712858108039,5.892333333333334,5.615041666666668,5.2312087936000005,5.317365716849724,4.730755929849499,3.6569826279693247,4.701875,4.14625,3.9444330240000003,4.146196658954724,3.565976157836702,4.318030347143169,6.83,5.973750000000002,6.347341312,5.837551053840739,4.898128544555876,5.190177805804482,10.070625,9.471666666666664,10.22315127522078,8.82572294297879,7.390871532518774,8.168820121283678
1998-02-28,POMRB,5.8340000000000005,5.975,8.233333333333333,8.55,6.44,4.5,6.1,6.609999999999999,6.045249999999999,6.142250000000001,5.7743459648,5.460088881390319,6.611318724617959,6.5907473919938875,4.756875,4.8999999999999995,4.7633808896000005,4.400308141589518,5.140513545959024,4.413229189013077,8.237916666666667,8.237916666666667,7.821309474133333,7.972030217488971,8.40751612868298,8.057436414465725,10.602500000000001,11.818749999999996,10.408589376000002,9.92348648057331,10.578857033643166,10.757342658660344,5.232,6.0425416666666685,5.714725276160001,5.612836369508613,5.869574966903135,5.4321185013109625,4.849375,4.41125,4.1666598144,4.199007968210379,4.607126646833082,4.016642374561872,6.2368749999999995,6.661250000000001,6.2484047872,5.87679957610124,7.232806358302636,6.3185943612978654,9.298874999999999,9.839999999999996,8.777890765132469,8.66349266792586,8.936304225238931,9.093448305636393
1998-05-31,PREMON,8.45,6.0,10.77,13.35,6.065,8.275,7.25,10.7,5.5945,6.223500000000001,6.84460757888,5.766776671294701,9.31653465161842,8.207415946911691,4.30375,5.049999999999999,5.258028533760001,4.5909975258746565,6.38055066696409,6.916703611098486,8.237916666666667,8.237916666666667,9.00078568448,8.169300203654052,10.617087830122182,10.518662832995076,8.463125,11.706249999999997,11.5851536256,10.47496705007648,14.278069116721738,11.573989617591078,4.4136875,5.7421250000000015,5.8548351656960005,5.724854250992448,7.952491257057613,8.291316149049809,5.228541666666667,4.992500000000001,5.8099958886400005,5.09952260900366,5.90110029665222,4.097558731777101,4.83125,6.998750000000001,6.649042872320001,6.085034780825552,8.948231210364003,6.645029296547918,7.585964285714286,10.301249999999996,9.546734459079481,8.740446644071678,11.912754958597755,9.361836151931161
