Date,Season,Shitalpur,Marehra,Awagarh,Aliganj,Jalesar,Jaithara,Sakit,Nidhauli Kalan,Shitalpur_Trend,Shitalpur_SMA,Shitalpur_EWMA,Shitalpur_DES,Shitalpur_TES,Shitalpur_ARIMA,Marehra_Trend,Marehra_SMA,Marehra_EWMA,Marehra_DES,Marehra_TES,Marehra_ARIMA,Awagarh_Trend,Awagarh_SMA,Awagarh_EWMA,Awagarh_DES,Awagarh_TES,Awagarh_ARIMA,Aliganj_Trend,Aliganj_SMA,Aliganj_EWMA,Aliganj_DES,Aliganj_TES,Aliganj_ARIMA,Jalesar_Trend,Jalesar_SMA,Jalesar_EWMA,Jalesar_DES,Jalesar_TES,Jalesar_ARIMA,Jaithara_Trend,Jaithara_SMA,Jaithara_EWMA,Jaithara_DES,Jaithara_TES,Jaithara_ARIMA,Sakit_Trend,Sakit_SMA,Sakit_EWMA,Sakit_DES,Sakit_TES,Sakit_ARIMA,Nidhauli Kalan_Trend,Nidhauli Kalan_SMA,Nidhauli Kalan_EWMA,Nidhauli Kalan_DES,Nidhauli Kalan_TES
1996-02-29,POMRB,5.533333333333334,8.49,9.32,4.5950000000000015,10.32,5.685,7.21,9.83,,,5.533333333333334,5.552415693112929,5.466958114808934,0.0,,,8.49,8.206046577293922,8.42438748780863,0.0,,,9.32,8.96380021393407,9.297170084953345,0.0,,,4.5950000000000015,5.8945361312531706,4.483356072735121,0.0,,,10.32,10.346249747820643,10.025482814280412,0.0,,,5.685,5.445921956045567,5.108095541840443,0.0,,,7.21,6.428224652460124,6.356685039028414,0.0,,,9.83,9.10073000447764,9.83
1996-05-31,PREMON,6.580000000000001,8.594999999999999,9.198,5.365,10.075,5.8900000000000015,6.625,9.3,,,5.952000000000001,5.911358273024853,6.472326493681493,5.533329046243881,,,8.532,8.264859370445196,8.408052568300597,2.0620604005441185,,,9.2712,8.997203655694943,9.103443963742908,9.319990196907455,,,4.903000000000001,6.532301837192991,5.666448693133153,2.8941165189924662,,,10.222000000000001,10.25459500300386,11.179394594652777,10.319989419671145,,,5.767,5.497796923430489,6.380222188148378,5.478178608686039,,,6.976,6.492648987215997,7.626789449588566,7.209997318242552,,,9.618,8.811293372185034,9.3
1996-08-31,MONSOON,3.8600000000000008,8.04,8.738,3.48,10.765,3.1,4.300000000000002,9.63,5.763333333333334,,5.1152000000000015,4.787174696300282,5.402697231390328,6.230314482271006,8.7875,,8.3352,8.23306906416696,7.915902005816423,2.402912060109237,8.866857142857143,,9.05792,8.965658549735355,8.835204290166343,9.258863725342637,4.309375,,4.333800000000001,6.055131416346251,3.686034883255041,3.6156094921530144,10.423125,,10.4392,10.413553900688482,10.137115454786901,10.184340049745941,4.974375000000001,,4.700200000000001,4.59748699187985,5.13738706221595,5.679640034269869,5.7875000000000005,,5.905600000000001,5.812796898881815,5.904422605810229,6.786187075693784,9.639999999999999,,9.622800000000002,8.928527932326334,9.63
1996-11-30,POMKH,6.793333333333332,9.91,8.211428571428572,4.165,10.63,5.445,5.84,9.8,5.84375,5.691666666666667,5.786453333333334,5.63097422779256,4.562673492130242,4.751401406502447,8.871875,8.75875,8.96512,8.482021984323525,9.119111673250003,3.5830204107129013,8.866857142857143,8.866857142857143,8.719323428571428,8.868932615173625,8.216495024015106,9.08399399704076,4.3618749999999995,4.40125,4.266280000000001,5.75057234517337,3.627876203888467,3.2677570296462246,10.510625000000001,10.4475,10.51552,10.478207317724166,9.623712938414027,10.4413839827322,4.962500000000001,5.03,4.99812,4.789859496311647,4.000149154653963,4.483839123103685,5.541875000000001,5.99375,5.87936,5.824099798950353,5.1669778305419305,5.312673180549604,9.64,9.64,9.69368,9.221367120104645,9.8
1997-02-28,POMRB,6.1066666666666665,8.72,9.32,3.86,10.125,5.24,5.5600000000000005,9.83,6.065833333333333,5.835,5.914538666666667,5.736611708877716,6.318616422658554,5.9888271506890804,8.827916666666667,8.816249999999998,8.867072,8.51859417207822,8.603923924688845,8.354714031912904,8.866857142857143,8.866857142857143,8.959594057142857,8.930860160681139,9.315585305636835,9.053623294488844,4.665,4.217499999999999,4.1037680000000005,5.251546529470014,4.5284133324746705,4.458716842527645,10.58,10.39875,10.359312,10.360219795471755,10.427168013276493,10.487720411853818,5.3475,4.91875,5.0948720000000005,4.85036620708608,4.883162002047475,5.081956028127749,5.58375,5.581250000000001,5.751616,5.744667090990912,5.850571732431407,6.396418338884651,9.64,9.64,9.748208000000002,9.51210135669161,9.83
1997-05-31,PREMON,6.65,9.04,9.198,6.52,10.97,6.24,6.3100000000000005,9.3,6.168749999999999,5.8525,6.2087232,6.057888135883385,7.148176027104427,6.231845041075042,8.643333333333333,8.927499999999998,8.9362432,8.597013132263049,8.624988780297173,8.454786745164704,8.866857142857143,8.866857142857143,9.054956434285714,8.968590819488302,9.118720826022878,9.029071153284498,4.810625,4.50625,5.0702608,5.898319348994268,5.497564719445149,4.8267581450778305,10.493125000000003,10.622499999999999,10.6035872,10.550987018277429,10.97377888233085,10.211369960378459,5.64625,5.00625,5.5529232,5.229113851735493,6.0532894116858325,5.215424747140308,5.5025,5.502500000000001,5.9749696000000005,5.92356473976581,6.547676091317516,5.7603533420449455,9.64,9.64,9.568924800000001,9.419678964058898,9.3
1997-08-31,MONSOON,5.566666666666667,7.243333333333332,8.738,4.75,10.425,5.83,4.95,9.63,5.91625,6.279166666666667,5.9519005866666665,5.7009893133431655,5.6958514489636425,6.049550332201546,8.402083333333334,8.728333333333332,8.259079253333333,8.39863902197074,8.146892202302391,7.966824477714618,8.866857142857143,8.866857142857143,8.928173860571428,8.940804479539972,8.847877639301405,8.849794222038199,4.871249999999999,4.8237499999999995,4.9421564799999995,5.664674346420542,3.8802439603393606,4.165925055187608,10.414375,10.537499999999998,10.532152320000002,10.505805545346949,10.816440409691452,10.84932866627747,5.652500000000001,5.688749999999999,5.66375392,5.344632995420291,5.124207805226389,4.703215373970385,5.253749999999999,5.665000000000001,5.56498176,5.623181489655773,5.208071802780392,5.298383062613176,9.639999999999999,9.64,9.59335488,9.542715296742873,9.63
1997-11-30,POMKH,5.91,9.23,8.211428571428572,4.0600000000000005,10.275,5.105,4.54,9.8,5.684583333333334,6.058333333333334,5.935140352,5.685804766842381,5.748697247953194,6.22680571009951,8.209583333333333,8.558333333333334,8.647447552,8.522794214973246,9.384032598819427,9.494293531722374,8.866857142857143,8.866857142857143,8.641475744914285,8.847343535334915,8.227008555874965,8.615653280238572,4.865625,4.797499999999999,4.589293888,5.129012543027632,4.117135463631217,4.858362178213383,10.511875000000002,10.448749999999997,10.429291392000001,10.42704333860353,10.033464492804992,10.618152955889162,5.675,5.603749999999999,5.440252352,5.178797265459516,5.258413941701991,5.88416419114204,5.14125,5.340000000000001,5.154989056,5.288506328029054,5.145046167241208,5.981546009322406,9.64,9.64,9.676012928,9.732341574366666,9.8
1998-02-28,POMRB,4.97,7.47,9.32,4.449999999999998,9.85,5.63,4.87,9.83,5.203333333333333,5.774166666666667,5.5490842112,5.22492082952452,6.197495052738385,5.869257040854596,8.192916666666667,8.245833333333334,8.1764685312,8.368825228395131,8.573496039698028,8.402998673285087,8.866857142857143,8.866857142857143,8.912885446948572,8.912107161087183,9.32430710056178,9.09252897137678,4.466249999999999,4.944999999999999,4.533576332799999,4.822511031690779,4.854688968319101,4.165127613284957,10.5,10.379999999999997,10.197574835200001,10.237324829871598,10.192956726915064,10.27884771167877,5.53,5.701249999999998,5.5161514112,5.246979286276461,5.4006424459128946,5.539646576229282,4.8525,5.1675,5.0409934336,5.160715175299635,5.188425240918678,5.355173626106996,9.64,9.64,9.7376077568,9.873320966741682,9.83
1998-05-31,PREMON,5.933333333333334,8.75,9.198,5.885,12.025,6.029999999999999,6.1,9.3,4.250416666666667,5.595000000000001,5.702783860053334,5.45683524821713,6.385567940713707,5.706561287615089,7.82,8.173333333333334,8.40588111872,8.42651736691226,8.509987257276197,8.461671180560367,8.866857142857143,8.866857142857143,9.026931268169143,8.952301334415376,9.125956235372156,9.04545556822583,4.024374999999999,4.78625,5.07414579968,5.172599401657701,5.8961703222568165,5.738197255396676,10.043125,10.643749999999997,10.928544901120002,10.805741063679212,10.80735255893157,10.231666534777517,5.165625,5.648749999999998,5.72169084672,5.428940014231218,6.51168357795134,5.834496089521948,4.25375,5.115,5.46459606016,5.4558149626146095,5.87157711492207,5.51273791591271,9.64,9.64,9.56256465408,9.630167127104277,9.3
