Date,Season,Sihora,Shahpur,Panagar,Majhauli,Kundam,Patan,Jabalpur,Sihora_Trend,Sihora_SMA,Sihora_EWMA,Sihora_TES,Sihora_ARIMA,Shahpur_Trend,Shahpur_SMA,Shahpur_EWMA,Shahpur_DES,Shahpur_TES,Shahpur_ARIMA,Panagar_Trend,Panagar_SMA,Panagar_EWMA,Panagar_DES,Panagar_TES,Panagar_ARIMA,Majhauli_Trend,Majhauli_SMA,Majhauli_EWMA,Majhauli_DES,Majhauli_TES,Majhauli_ARIMA,Kundam_Trend,Kundam_SMA,Kundam_EWMA,Kundam_DES,Kundam_TES,Kundam_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA,Jabalpur_Trend,Jabalpur_SMA,Jabalpur_EWMA,Jabalpur_DES,Jabalpur_TES,Jabalpur_ARIMA
1996-02-29,POMRB,6.803333333333334,6.753636363636364,1.86,7.296666666666668,2.33,7.895652173913042,3.0685714285714285,,,6.803333333333334,7.0112324590267745,0.0,,,6.753636363636364,6.207024203234675,6.648927645744334,0.0,,,1.86,1.6963822784070104,2.755234613767016,0.0,,,7.296666666666668,7.332399538491169,7.349998999242534,0.0,,,2.33,5.0149393118487025,3.774829035917168,0.0,,,7.895652173913042,8.016422771207441,7.9678548764092865,0.0,,,3.0685714285714285,8.480592827978272,3.7081827397839686,0.0
1996-05-31,PREMON,8.193333333333333,8.51818181818182,4.02,8.675714285714285,5.13,10.175454545454542,6.495714285714286,,,7.359333333333334,8.74524441248617,-5.438216163715575e-20,,,7.4594545454545464,6.962156787448787,8.331063567417614,3.320597604809094,,,2.724,3.03727429408713,5.201509345559677,1.8599849711913041,,,7.848285714285714,7.635353816133838,8.618486637620041,6.416161828805357,,,3.45,5.025802787448968,6.123159873548185,-2.6256260030757355e-12,,,8.807573122529643,8.283744907284623,11.106369056313806,7.895620873365807,,,4.4394285714285715,12.568861938994692,5.238705865930777,3.068565789290748
1996-08-31,MONSOON,3.8166666666666655,5.767272727272728,0.88,6.25,0.98,6.308695652173915,1.51,5.924166666666666,,5.942266666666667,0.8141227182161606,1.6243003420014973e-20,6.720151515151516,,6.78258181818182,6.496914249503505,6.254184813889936,4.566722087190395,2.2587499999999996,,1.9864000000000002,3.134554063011259,0.4717969294533271,3.0166795481109983,7.237976190476191,,7.208971428571428,7.290893045627053,5.844899471030617,7.54399370654856,2.89875,,2.4619999999999997,5.036689717894122,-0.09148683254023204,-8.281062038425076e-12,9.56658308629776,,7.808022134387352,8.139669155540744,6.836336444231939,9.728447384469543,3.587321428571429,,3.267657142857143,8.626607256945434,1.7436235463774308,5.312915762071608
1996-11-30,POMKH,4.763333333333333,5.8525,1.8,6.59857142857143,2.52,13.724583333333333,2.615714285714286,6.0841666666666665,5.894166666666666,5.470693333333333,3.9298152346703814,4.529049762406638e-20,6.820549242424242,6.722897727272728,6.410549090909091,6.14794726720447,5.940302421720233,4.495241946134769,2.59,2.14,1.9118400000000002,3.44472589284065,1.513409291335984,2.09179800546831,7.41875,7.205238095238095,6.964811428571428,7.111427669014764,6.830967045831814,6.315496161517758,3.42875,2.7399999999999998,2.4852,5.047600260463824,1.7686136974672495,-9.131800420019524e-12,9.513944746376813,9.52609642621871,10.174646613965745,8.7521850386235,7.00159937598339,6.331341668797844,3.7680357142857144,3.4225000000000003,3.0068799999999998,5.635513972335016,3.0428893214010446,2.6116220142184083
1997-02-28,POMRB,7.043333333333334,6.7316666666666665,2.81,7.55857142857143,3.6,8.219545454545456,4.387142857142857,5.98625,5.954166666666666,6.0997493333333335,7.382528118291021,6.803260844762482,7.069261363636364,6.717405303030303,6.538996121212121,6.244018555604842,6.568048972960615,6.648772483352323,2.78875,2.3775000000000004,2.2711040000000002,4.011574669168335,2.8083310055623345,1.9236947529908028,7.445119047619047,7.270714285714286,7.202315428571429,7.202428094391234,7.4711677234289615,6.98111941791986,3.8899999999999997,3.0574999999999997,2.93112,5.058534457699192,3.8345190195545844,1.9651100323283,9.347389039855072,9.607069746376812,9.39260615019763,8.759386462587695,9.793318118559228,11.516645004150112,3.79,3.752142857142858,3.558985142857143,4.820569408091075,3.8361365873753304,2.9026004932126646
1997-05-31,PREMON,9.233333333333334,9.343333333333334,5.72,9.86,8.1,9.430454545454547,6.622857142857143,5.6825,6.2141666666666655,7.353182933333334,9.118106707378418,8.193246034505723,7.136642045454545,6.923693181818183,7.660731006060606,7.473220490066667,8.267027205211697,8.347038148436551,2.7424999999999997,2.8025,3.6506624,5.583084558862542,5.241559103421731,3.606197993772457,7.229672619047619,7.5667857142857144,8.265389257142857,7.817174790247398,8.83621642228528,8.453223903151734,3.94875,3.8,4.998672,5.069492424836335,6.363109726750482,4.326615650578857,8.466102807971014,9.420819746376813,9.407745508300398,8.887073590429152,12.504889940504942,8.150109981794516,3.86875,3.7839285714285724,4.784533942857143,6.164694192263691,5.865378222607692,6.7566859580626115
1997-08-31,MONSOON,1.9933333333333327,6.9318181818181825,0.77,5.276666666666666,1.7,5.721249999999999,1.5585714285714285,5.0275,5.758333333333332,5.209243093333334,1.273259645624834,3.8166260006139336,6.884155303030303,7.214829545454546,7.369165876363637,7.502102594322399,6.444370802308512,6.062044876436683,2.5112499999999995,2.775,2.4983974399999997,5.1586565802371105,0.943702132497898,1.493597502742853,6.991785714285714,7.32345238095238,7.0699002209523805,7.198524504650957,6.725797459998089,7.224157210370864,3.78,3.9799999999999995,3.6792032,5.080474009404111,0.5550683339406648,0.8265269663857059,7.550866600790513,9.273958333333333,7.933147304980238,8.630933743881153,7.625388649584098,8.618513541266863,3.6692857142857136,3.79607142857143,3.4941489371428576,3.1696240146427797,2.1610560839540325,2.393948759155478
1997-11-30,POMKH,4.156666666666667,5.226999999999999,1.54,5.848333333333333,2.27,7.2617391304347825,3.1971428571428566,4.197916666666666,5.606666666666666,4.788212522666667,4.163218535501746,4.763282580678876,6.500689393939394,7.058454545454547,6.512299525818182,6.759448543564694,6.409061657625538,6.25681254866738,2.11,2.71,2.115038464,4.825332575016993,1.9293950356341796,1.9170116710417622,6.595803571428571,7.135892857142857,6.581273465904761,6.863318882588907,6.439649722330818,5.756651035221829,3.1475,3.9174999999999995,3.11552192,5.091479392985827,2.426107512667387,2.125355056423542,7.541206878568291,7.658247282608695,7.664584035162056,8.55073760730683,7.399271055567123,9.310913490689673,3.321428571428571,3.941428571428572,3.375346505142857,2.704695946385641,3.3058156050169245,2.7054030413218766
1998-02-28,POMRB,2.41,5.337272727272726,1.22,6.405714285714287,2.5,7.360499999999997,2.21,3.98,4.448333333333332,3.8369275136,7.532850408437654,6.904682621516541,6.245170454545454,6.709856060606062,6.0422888064,6.155946317543365,6.72395514076949,6.340967662971092,1.9587499999999998,2.3125,1.7570230783999998,4.26049013571266,3.1265550220308795,2.3661006152618382,6.367380952380953,6.847678571428571,6.511049793828571,6.740389547380348,6.833589591890543,6.826163474803272,2.625,3.6424999999999996,2.869313152,5.102508620772887,4.3568534833923795,2.761193905199708,7.702521588164251,7.44348591897233,7.542950421097233,8.486798270668725,8.240334881790611,7.370185853565779,3.307857142857143,3.397142857142858,2.909207903085714,1.9711048856704876,4.2324751342255045,4.338559193880597
1998-05-31,PREMON,7.229999999999999,7.669999999999999,4.1,7.845,4.14,10.212222222222222,6.017142857142857,3.9541666666666666,3.947499999999998,5.194156508159999,8.759410719594342,8.63251358212723,6.0220056818181815,6.291522727272728,6.69337328384,6.629309602361853,7.979696406295513,8.557218005370704,2.0625,1.9075,2.6942138470399994,4.616009470218461,5.550384650493797,4.421716041586024,6.423385416666667,6.343928571428572,7.044629876297142,6.988011277860554,7.845097800100736,8.266523629419394,2.64125,2.6524999999999994,3.3775878912,5.113561770800719,6.643818660857552,6.16887481247411,7.5854088164251205,7.63892783816425,8.610659141547227,8.71413628962278,11.149214482002941,9.181478053122936,3.3364285714285713,3.2457142857142864,4.152381884708571,5.18694515400064,5.1837528376300845,5.452390544540039
