Date,Season,Sanchore,Ahore,Jaswantpura,Chitalwana,Jalor,Bhinmal,Sayla,Raniwara,Sanchore_Trend,Sanchore_SMA,Sanchore_EWMA,Sanchore_DES,Sanchore_TES,Sanchore_ARIMA,Ahore_Trend,Ahore_SMA,Ahore_EWMA,Ahore_DES,Ahore_TES,Ahore_ARIMA,Jaswantpura_Trend,Jaswantpura_SMA,Jaswantpura_EWMA,Jaswantpura_DES,Jaswantpura_TES,Jaswantpura_ARIMA,Chitalwana_Trend,Chitalwana_SMA,Chitalwana_EWMA,Chitalwana_DES,Chitalwana_TES,Chitalwana_ARIMA,Jalor_Trend,Jalor_SMA,Jalor_EWMA,Jalor_DES,Jalor_TES,Jalor_ARIMA,Bhinmal_Trend,Bhinmal_SMA,Bhinmal_EWMA,Bhinmal_DES,Bhinmal_TES,Bhinmal_ARIMA,Sayla_Trend,Sayla_SMA,Sayla_EWMA,Sayla_DES,Sayla_TES,Sayla_ARIMA,Raniwara_Trend,Raniwara_SMA,Raniwara_EWMA,Raniwara_DES,Raniwara_TES,Raniwara_ARIMA
1996-02-29,POMRB,34.52200000000001,25.610000000000007,14.55047619047619,17.640486111111112,35.01041666666667,27.849038461538463,6.595,32.12340476190476,,,34.52200000000001,33.71655286418067,34.53199995845613,0.0,,,25.610000000000007,25.067057599681043,25.34411365582024,0.0,,,14.55047619047619,13.942063954498561,13.98833998922778,0.0,,,17.640486111111112,17.882960614838435,17.781818834386844,0.0,,,35.01041666666667,35.16970807863841,34.905506406750064,0.0,,,27.849038461538463,28.542074238989592,27.5725995578057,0.0,,,6.595,7.226459642881214,7.546569815008324,0.0,,,32.12340476190476,32.55516512306513,32.044009569335024,0.0
1996-05-31,PREMON,30.19466666666667,24.792222222222218,14.739230769230769,18.903125,35.890384615384605,28.989564102564106,12.4325,32.918076923076924,,,32.79106666666668,32.12608103440035,30.21411252586588,-4.533999192871015e-14,,,25.28288888888889,24.96257346248721,25.334792281538892,25.609793851421195,,,14.625978021978021,14.19478073621125,15.001644759522483,14.549949261499592,,,18.145541666666666,18.779194502303433,18.548472444671155,17.512256985824564,,,35.362403846153846,35.59655757266438,36.00546343695555,35.00964560055817,,,28.30524871794872,28.681077506032274,29.268948932284886,27.848539663377018,,,8.93,10.08994307122197,9.67851813630724,6.594936158486132,,,32.44127362637363,32.63114924639847,33.10616600025941,31.34750345574158
1996-08-31,MONSOON,33.56111111111111,23.53916666666667,12.813472222222225,19.168333333333337,35.399166666666666,29.26983333333333,7.0825,34.381388888888885,33.22958333333333,,33.09908444444445,31.94444671025275,33.58945180659258,-6.32738472096805e-14,24.518295940170944,,24.5854,24.493350670671102,23.443172155521026,25.035446409713142,13.249288385225885,,13.900975702075703,13.833224716252502,12.925635926666914,14.649954884608357,18.65530753968254,,18.554658333333336,19.35310658612219,19.2787721694019,18.32274769216184,35.81400984432234,,35.377108974358976,35.60025056564859,35.64585896634164,35.52674131215033,29.176400641025648,,28.691082564102565,28.860447573442578,29.422916519575708,28.44800165213622,9.035625,,8.190999999999999,8.252074318702753,5.839508612725648,10.914532138915197,33.596634310134306,,33.21731973137973,33.31237329484323,34.30199241058127,32.12318027391694
1996-11-30,POMKH,34.64055555555555,24.131794871794877,10.893974358974356,18.90928571428572,36.95607142857143,30.597166666666674,7.7600000000000025,34.96366666666666,33.22958333333333,33.22958333333334,33.71567288888889,32.279696203875886,34.677244385301776,-5.698063916867085e-14,24.518295940170944,24.518295940170944,24.403957948717952,24.361715754582363,23.67670929865902,24.28723962683866,13.249288385225885,13.249288385225885,12.698175164835163,13.031290574133907,10.874384604868327,13.927460274548562,18.655307539682543,18.655307539682543,18.69650928571429,19.31482042086119,19.178415142566422,19.029149787650443,35.81400984432234,35.81400984432234,36.008693956043956,36.32178687216751,35.95760805779237,35.46266431936281,29.176400641025648,29.176400641025644,29.45351620512821,29.367472123918404,30.399581790640084,28.76628785866118,9.359270833333333,8.467500000000001,8.0186,7.866362357961887,9.333810223073531,7.468158663950753,33.596634310134306,33.596634310134306,33.915858505494505,33.94869296850509,34.851086174887115,33.25356967823352
1997-02-28,POMRB,34.52200000000001,25.610000000000007,14.55047619047619,17.640486111111112,35.01041666666667,27.849038461538463,11.14,32.12340476190476,33.22958333333334,33.22958333333334,34.03820373333333,32.6493622768484,34.557022262658286,24.056341339330196,24.51829594017094,24.518295940170944,24.886374769230773,24.741489985096393,25.571595046675156,24.57988970702672,13.249288385225885,13.249288385225885,13.439095575091574,13.485951458598215,14.62162687087533,12.898081402590915,18.65530753968254,18.655307539682543,18.274100015873017,18.186691639220868,17.771310224245887,18.770817531285836,35.81400984432234,35.81400984432234,35.60938304029304,35.81257623869018,35.969552567832366,36.17998472148296,29.17640064102564,29.176400641025644,28.81172510769231,28.945805374211318,27.730778228151802,29.227500843291402,8.935729166666668,9.603750000000002,9.26716,9.624184400963715,8.558017136324489,8.031007877273861,33.596634310134306,33.596634310134306,33.19887700805861,33.06621612630099,32.18751211959965,34.24237952504864
1997-05-31,PREMON,30.19466666666667,24.792222222222218,14.739230769230769,18.903125,35.890384615384605,28.989564102564106,10.476666666666663,32.918076923076924,33.22958333333334,33.22958333333334,32.50078890666667,31.623188665246367,30.228537950442366,21.040878511112613,24.518295940170944,24.518295940170944,24.84871375042735,24.74063620275342,25.48662440424243,25.037515883253434,13.249288385225885,13.249288385225885,13.959149652747252,13.866477381869814,15.45013184298075,13.418358620241994,18.655307539682543,18.655307539682543,18.52571000952381,18.71629169131366,18.50990706398114,18.369959679824298,35.81400984432234,35.81400984432234,35.721783670329664,35.94403155012588,36.57850667000851,35.625223931491455,29.176400641025644,29.176400641025648,28.88286070564103,28.969759647815263,29.37953664886788,28.97865486088392,8.739791666666665,9.114791666666667,9.750962666666666,9.984384661381265,13.118627282361459,12.543862203521957,33.596634310134306,33.596634310134306,33.086556974065935,32.91788334654756,33.18476451653982,33.04669628302152
1997-08-31,MONSOON,33.56111111111111,23.53916666666667,12.813472222222225,19.168333333333337,35.399166666666666,29.26983333333333,5.65,34.381388888888885,33.22958333333333,33.22958333333334,32.924917788444446,31.886254226112218,33.59432021927366,23.386754667055083,24.518295940170944,24.518295940170944,24.32489491692308,24.34205752893468,23.5445122844785,24.523570230381797,13.249288385225885,13.249288385225887,13.500878680537241,13.59691658297262,13.243249744129262,13.818816927331387,18.65530753968254,18.655307539682543,18.782759339047622,19.16347672868448,19.237825506309957,18.588924898674783,35.81400984432234,35.81400984432234,35.59273686886446,35.78806227031162,35.954472031223865,35.75055684119623,29.176400641025648,29.176400641025644,29.03764975671795,29.066865587100715,29.500231893590936,29.01737123970002,8.428541666666666,8.756666666666668,8.1105776,7.394298185303358,5.570908507834364,8.613667214898813,33.596634310134306,33.596634310134306,33.60448973999512,33.473250474748426,34.34504200621627,32.12318027391694
1997-11-30,POMKH,34.64055555555555,24.131794871794877,10.893974358974356,18.90928571428572,36.95607142857143,30.597166666666674,7.625,34.96366666666666,33.22958333333333,33.22958333333334,33.61117289528889,32.55408676050215,34.67356326467947,24.138955698640686,24.518295940170944,24.518295940170944,24.247654898871797,24.258580234373035,23.744348619997947,24.099262026736536,13.249288385225885,13.249288385225887,12.458116951912086,12.861199306055823,11.099315357087844,13.519770460306868,18.655307539682543,18.655307539682543,18.833369889142862,19.113579593955368,19.14560609376385,18.895964284711745,35.81400984432234,35.81400984432234,36.13807069274725,36.42330019027589,36.12381196409901,35.584628560631025,29.176400641025648,29.176400641025644,29.66145652069744,29.51506835588276,30.453635416520207,29.256908292216313,8.216583333333332,8.722916666666666,7.916346559999999,7.430099944618922,8.265244899008096,7.403492140145079,33.596634310134306,33.596634310134306,34.148160510663736,34.038955922931486,34.874665089248865,33.25356967823352
1998-02-28,POMRB,34.52200000000001,25.610000000000007,14.55047619047619,17.640486111111112,35.01041666666667,27.849038461538463,8.785,32.12340476190476,33.22958333333334,33.22958333333334,33.97550373717334,33.15237293881138,34.5547394302779,18.399811058654688,24.51829594017094,24.518295940170944,24.79259293932308,24.67118319255599,25.616740813098154,24.347952267142368,13.249288385225885,13.249288385225888,13.295060647337728,13.36352215802842,14.780920454820356,12.746153727438369,18.65530753968254,18.655307539682543,18.35621637793016,18.02243996726783,17.74893086367064,18.39246821854951,35.81400984432234,35.81400984432234,35.687009082315015,35.8674447772185,36.059061864796604,36.23205431506203,29.17640064102564,29.176400641025644,28.936489297033848,29.051341937149843,27.768568829413237,29.381564379815828,8.496812499999999,8.134166666666665,8.263807936,8.103878675976771,8.131104751841834,8.805666892245323,33.596634310134306,33.596634310134306,33.338258211160145,33.116859734963086,32.20042664746636,34.24237952504864
1998-05-31,PREMON,30.19466666666667,24.792222222222218,14.739230769230769,18.903125,35.890384615384605,28.989564102564106,11.136,32.918076923076924,33.22958333333334,33.22958333333334,32.46316890897067,32.25215008135406,30.22709767917617,16.093394404893232,24.518295940170944,24.518295940170944,24.792444652482736,24.692708533728368,25.516756880227913,25.136724482244674,13.249288385225885,13.249288385225888,13.872728696094944,13.778354494625958,15.562941877338735,13.27519631558593,18.655307539682543,18.655307539682543,18.574979826758096,18.5943371797371,18.49654055973798,18.296435502107858,35.81400984432234,35.81400984432234,35.76835929554285,35.973688314147914,36.62671200056342,35.65539194599264,29.176400641025644,29.176400641025648,28.957719219245952,29.04522204931862,29.405957254709712,28.97590252914646,8.5,8.299,9.412684761599998,9.721483902019958,11.36651241404303,9.166123538014638,33.596634310134306,33.596634310134306,33.17018569592686,32.94629782859746,33.191837998696855,33.04669628302152
