Date,Season,Sonhat,Manendragarh,Baikunthpur,Khadgawan,Bharatpur (janakpur),Sonhat_Trend,Sonhat_SMA,Sonhat_EWMA,Sonhat_DES,Sonhat_TES,Sonhat_ARIMA,Manendragarh_Trend,Manendragarh_SMA,Manendragarh_EWMA,Manendragarh_DES,Manendragarh_TES,Manendragarh_ARIMA,Baikunthpur_Trend,Baikunthpur_SMA,Baikunthpur_EWMA,Baikunthpur_DES,Baikunthpur_TES,Baikunthpur_ARIMA,Khadgawan_Trend,Khadgawan_SMA,Khadgawan_EWMA,Khadgawan_DES,Khadgawan_TES,Khadgawan_ARIMA,Bharatpur (janakpur)_Trend,Bharatpur (janakpur)_SMA,Bharatpur (janakpur)_EWMA,Bharatpur (janakpur)_DES,Bharatpur (janakpur)_TES,Bharatpur (janakpur)_ARIMA
1999-02-28,POMRB,1.46,3.852857142857143,2.418,5.41,3.31,2.4525,1.9150000000000018,1.6833051314585599,1.0602439547959863,2.367912236417637,2.9196093658541766,3.654428571428572,3.4233482142857152,3.4124879902880916,3.5023768575362038,4.4077925551406665,3.853873735595002,3.532041666666667,3.2535,2.919995402674176,4.366085243075377,4.878416146905462,4.904878662919038,7.0396875,6.844375000000004,6.1374031783321605,6.061049992096602,6.817397424524591,6.824526677972399,2.9031249999999997,2.6937499999999983,2.87941307296768,3.399644339704496,2.5857467290842804,3.148002324907705
1999-05-31,PREMON,5.68,5.98,7.467500000000001,11.97,4.055,3.0,2.2600000000000016,3.2819830788751356,5.381804868245578,4.314901212491881,4.751066928889391,3.9374285714285717,3.5717857142857152,4.439492794172855,3.6747842317346304,5.370090903144179,5.419848085052397,3.756708333333334,3.4853750000000003,4.7389972416045065,4.757891119810122,6.0574926253262795,5.300119595746331,7.323125000000001,6.8700000000000045,8.470441906999296,7.678864873043138,10.504094226658612,10.549824320460422,2.864375,2.8899999999999983,3.349647843780608,3.409253630158314,5.1115059316718146,5.403192913900389
1999-08-31,MONSOON,2.59,2.454,2.6633333333333336,6.5575,1.56,3.60609375,2.6450000000000014,3.0051898473250813,5.942309845567376,0.8574880271857644,2.2032208161376703,4.186595238095238,3.7370714285714297,3.645295676503713,3.586340484390936,2.3247873759413453,2.5835479396652024,4.5137083333333345,3.578708333333334,3.9087316782960375,4.483798276204086,2.497053165199317,3.0894052512667782,7.628958333333333,7.209375000000004,7.705265144199577,7.394587861928951,6.282891480591338,7.354685265561287,2.8,2.9162499999999985,2.6337887062683647,3.4188900636555233,1.136242200477317,1.3741599818302301
1999-11-30,POMKH,3.69,4.264285714285714,3.1900000000000004,5.81,2.325,4.0315625,3.3550000000000013,3.2791139083950487,6.529932631038213,2.218613172543181,2.3824500206529,4.168261904761905,4.137785714285715,3.892891691616513,3.6320972174273365,3.36761375775221,3.27752857607682,5.038270833333335,3.9347083333333344,3.6212390069776226,4.312591149925641,2.5957476108904856,3.032259680209944,7.692291666666666,7.436875000000004,6.947159086519746,6.888530354346778,5.49248445722554,5.666741038928366,2.6181249999999996,2.8124999999999987,2.5102732237610192,3.4285537405489666,2.551373888874056,2.8117302130016837
2000-02-29,POMRB,3.4687500000000004,4.243333333333333,7.0500000000000025,6.946666666666666,3.21,4.5703125,3.857187500000001,3.3549683450370296,6.088129597221593,3.948760734549474,3.8053754835573628,4.0106190476190475,4.235404761904762,4.033068348303241,3.6761823192562084,4.7123999871178945,4.511622045864381,5.4396666666666675,5.092708333333335,4.992743404186575,4.657846845700412,4.811937382251207,4.881419103080329,7.493854166666667,7.8210416666666704,6.946962118578513,6.8141458183341115,6.747029146208184,6.770336947019004,2.46625,2.7874999999999983,2.7901639342566114,3.438244738713314,2.6972882322422485,3.0698977654889315
2000-05-31,PREMON,7.075,5.442857142857144,7.032000000000001,10.94,2.7,4.7209375,4.205937500000001,4.8429810070222175,8.14246923221682,6.080516627511292,5.8938776477640005,3.879761904761905,4.101119047619048,4.596983866124802,3.8087321990326557,5.689501139408515,5.699241310698269,6.101125000000001,4.983833333333335,5.808446042511946,4.956157688786792,7.209971801666144,8.091479766988316,7.520416666666666,7.563541666666671,8.544177271147108,8.101690639435565,11.431554130570529,11.81219507079493,2.581875,2.4487499999999986,2.754098360553967,3.4479631252611376,4.738324342330807,4.771547235978977
2000-08-31,MONSOON,5.505,1.73,6.31,6.0,1.7,4.834218750000001,4.934687500000001,5.10778860421333,7.939466704938595,2.463072532057822,2.9323147756295143,3.8713095238095243,3.920119047619048,3.4501903196748813,3.666082346787192,2.4965375315804854,2.3939607328464816,6.511125000000001,5.895500000000001,6.009067625507168,5.123436408717632,3.237552225519738,2.754741812146902,7.652083333333334,7.424166666666671,7.526506362688265,7.6266260603374185,6.420921531057875,6.5238063545531695,2.663125,2.4837499999999983,2.3324590163323804,3.4577089740550373,0.7173954554690112,0.9421171498635117
2000-11-30,POMKH,1.98,3.9414285714285713,4.835,6.58,3.1100000000000003,5.165625,4.507187500000001,3.856673162527998,4.900679588585696,4.3896003720145655,4.020972341097755,3.8978571428571422,3.839404761904762,3.646685620376357,3.6871527285123915,3.3849467018725186,3.0687522443286293,7.064250000000001,6.306750000000001,5.539440575304301,5.080192635125112,4.090213276029879,4.796279323281793,7.895,7.616666666666672,7.147903817612958,7.3549998647971915,5.436037345169056,5.407255588801696,2.831875,2.679999999999999,2.6434754097994286,3.4674823801884576,2.202040620602998,2.4219981930419054
2001-02-28,POMRB,6.085,4.4985714285714264,8.685,7.23,3.075,4.624375,5.161250000000001,4.748003897516799,5.514888099765693,4.443946304977143,2.9629508785660885,3.8742187499999994,3.9032142857142853,3.987439943654385,3.7491597529480187,4.671088001860575,4.361891746127381,7.3851875,6.7155000000000005,6.7976643451825804,5.535586072074859,6.34545718231438,6.159921857822985,8.133750000000001,7.687500000000005,7.180742290567775,7.314380836928893,6.9093212610982855,7.210469788899074,3.04875,2.6462499999999984,2.8160852458796573,3.477283411078779,2.9546655683776404,3.430281453260294
2001-05-31,PREMON,7.109999999999999,5.4,9.822,12.6,4.1850000000000005,4.0649999999999995,5.170000000000001,5.692802338510079,6.74246899859519,7.491573095207334,7.316407806694599,3.7024776785714284,3.8925,4.552463966192631,3.8773764734813745,5.699311039218638,5.845823065306743,7.01625,7.412999999999999,8.007398607109547,6.077708246472661,8.769819292566863,8.607583468687515,8.08625,8.102500000000006,9.348445374340665,9.100867685551993,11.501527320392885,11.622103247914126,2.98,3.0174999999999983,3.3636511475277944,3.4871121531088196,4.266692798693183,4.142555053978559
2001-08-31,MONSOON,1.14,1.58375,6.0875,6.25,1.95,3.755625,4.078750000000001,3.8716814031060474,3.5767669459924347,3.2799508831804607,3.4455422232442476,3.4379464285714283,3.8559374999999996,3.364978379715579,3.722437075378058,2.497268227980517,2.3575480271477276,5.915750000000001,7.357375,7.239439164265728,6.071482299997775,5.116546454224902,4.921906944453736,8.12875,8.165000000000006,8.109067224604399,8.573089669620847,6.966615087090413,7.224038908494317,2.873125,3.0799999999999983,2.7981906885166765,3.4969686603576062,1.6871944718841683,1.762246640445345
2001-11-30,POMKH,1.87,2.71375,2.106,5.95,2.31,3.45875,4.051250000000001,3.0710088418636285,2.1624192079538775,2.9689551903087708,1.5981343160275423,3.4504464285714285,3.5490178571428572,3.1044870278293475,3.6513672380063515,3.3603395860016203,3.2439334521691787,5.524875,6.6751249999999995,5.186063498559436,5.556174908278706,5.424002725606892,4.6646391726038505,8.317499999999999,8.007500000000007,7.245440334762639,7.925476407317369,6.184443980420122,5.911783439363827,2.895,2.879999999999998,2.602914413110006,3.5068530301160123,2.8760358948882563,3.0528823553266102
2002-02-28,POMRB,3.72,3.61,2.6100000000000003,8.2,3.02,3.605,3.460000000000001,3.330605305118177,2.63160796185764,3.589234795114356,3.4604892627601953,3.820870535714286,3.3268750000000002,3.3066922166976083,3.6468341710307906,4.4390849528093455,3.828646595244218,6.1718125,5.156374999999999,4.155638099135662,5.172038194365456,6.62520984475635,5.368526944514998,8.76,8.250000000000007,7.627264200857583,8.049781186472298,7.104705713582476,6.860154793047093,3.3,2.866249999999998,2.7697486478660034,3.5167653436759307,2.879353516648373,3.0537318589758735
2002-05-31,PREMON,7.1,6.38857142857143,12.77,13.14,4.415,3.8093749999999997,3.4575000000000014,4.838363183070906,5.9498972968882935,5.984722378004385,6.199649448960975,4.162968750000001,3.574017857142857,4.539443901447137,3.8479287938896896,5.354123015876486,5.317565682263117,7.203458333333334,5.893375,7.601382859481397,6.1386975355214926,7.400915739060323,5.897169166531089,9.63125,8.385000000000007,9.83235852051455,9.836689337437964,12.065840884789154,12.401599615353401,3.82625,2.923749999999998,3.427849188719602,3.5267056849874407,4.153559525750224,3.9628035173530893
2002-08-31,MONSOON,2.3200000000000003,3.5585714285714287,8.315000000000001,9.25,4.96,3.80875,3.7525000000000013,3.8310179098425436,4.575468325362968,2.4194369705573995,3.0524039240887544,4.4469642857142855,4.0677232142857145,4.147094912296854,3.838520825189583,2.3820052725879988,2.4746304509083936,8.624166666666667,6.4502500000000005,7.8868297156888385,6.409848344512184,4.867606218629891,6.605730342646591,10.283125000000002,9.135000000000007,9.59941511230873,10.123510844210344,7.188927237393758,7.191572591196639,4.128125,3.676249999999998,4.040709513231761,3.5366741271107136,1.784939534088941,1.9259996180429448
2002-11-30,POMKH,2.325,3.475714285714286,8.131666666666666,9.92,3.51,3.70125,3.866250000000001,3.2286107459055264,3.3767623642066247,2.989530640621525,2.1802497855872707,4.60125,4.258214285714286,3.8785426616638268,3.8222859009083403,3.605383575998842,4.0697265244566685,8.916458333333333,7.956666666666667,7.984764496079969,6.622462431830988,5.817542033214359,5.209597152082184,10.400625000000002,10.127500000000007,9.727649067385236,10.51311134302096,7.304016307634505,7.493831948005762,4.365,3.976249999999997,3.8284257079390565,3.5466707350123365,3.9148192628465353,3.9807105825265716
2003-02-28,POMRB,3.26,5.119999999999999,7.95,9.445,4.234999999999999,3.673125,3.75125,3.241166447543316,3.1710724579930782,3.7973937989753477,3.70670316483376,4.3846428571428575,4.635714285714286,4.375125596998295,3.927165637342089,4.773240164434242,4.213281887627706,8.163333333333334,9.291666666666668,7.970858697647982,6.78432172023855,8.479929826605206,7.6913662810399295,10.133750000000001,10.438750000000006,9.614589440431143,10.612114987795376,9.299101063421919,9.363387303532601,4.095625,4.279999999999997,3.9910554247634336,3.5566956040708098,4.140437196038404,4.094390601419935
2003-05-31,PREMON,6.7,6.112857142857143,9.768333333333333,12.835,5.0950000000000015,3.685,3.6512500000000006,4.6246998685259895,5.777869522032998,5.904371812696871,6.121083684054735,4.018928571428572,4.5667857142857144,5.070218215341834,4.104799170300463,5.890980590718272,5.95030156553538,7.500833333333333,8.541250000000002,8.689848551922122,7.1581163363423475,10.15984535310425,9.830545739118932,9.617500000000001,10.362500000000006,10.902753664258686,11.765058905497739,13.980068706484943,13.245154284923387,3.6056250000000003,4.4499999999999975,4.432633254858061,3.5667488151462896,5.424105577339545,4.80250473713024
2003-08-31,MONSOON,2.495,2.1014285714285714,5.291666666666667,7.42,2.125,3.673125,3.6950000000000003,3.7728199211155937,4.396006244909144,2.201062490711558,2.763374856677658,3.6303571428571426,4.2025,3.882702357776529,3.98343862064467,2.7787846346874643,2.502122747816353,7.28075,7.785416666666667,7.3305757978199395,6.910281919093805,6.132025602525534,5.484573805485645,9.343124999999999,9.905000000000006,9.509652198555212,10.904733646859428,8.639483601938752,7.68346713106743,3.321875000000001,3.7412499999999973,3.5095799529148364,3.576830420585248,3.4856175729090246,3.4675510870054858
2003-11-30,POMKH,2.245,2.007142857142857,5.855,7.62,2.425,3.5300000000000002,3.6750000000000007,3.161691952669356,3.129628536827934,2.941014384695263,2.28358602538945,3.2310714285714286,3.8353571428571422,3.13247855752306,3.854316529151939,3.6825676830309293,3.5563461890926886,7.290666666666667,7.2162500000000005,6.740345478691964,6.76663382244614,5.969560896666657,4.3134688399413275,9.351875,9.330000000000005,8.753791319133128,10.095629827343695,7.902347174447586,7.28000990519825,2.9981250000000004,3.4699999999999975,3.0757479717489016,3.586940524349935,3.0482719888000607,2.90064035471602
2004-02-29,POMRB,3.245,3.48,8.466000000000001,9.55,3.05,3.2875,3.671250000000001,3.1950151716016135,2.975337650019971,3.7352829325300285,3.610080938803282,3.0101785714285714,3.4253571428571425,3.271487134513836,3.833901106442461,4.583953472667041,3.7090928742023577,7.495874999999999,7.345250000000001,7.430607287215178,6.975933499865981,8.001858471211364,6.612270805992992,9.346250000000001,9.356250000000005,9.072274791479877,9.961159714643175,8.598248688112223,8.14507450581231,2.7649999999999997,3.1737499999999974,3.065448783049341,3.5970792093481827,3.302184020659866,3.1619373973427733
2004-05-31,PREMON,5.57,4.558571428571429,9.331666666666663,12.8,3.69,3.33875,3.388750000000001,4.145009102960968,4.697200537969842,5.862603314066192,6.189176577277589,3.104285714285714,3.0367857142857138,3.786320852136873,3.8928773901487306,5.451607306880217,5.480993782871106,8.046291666666667,7.236083333333333,8.191031038995773,7.269032507296576,9.939672614056866,10.034917099083847,9.288750000000002,9.347500000000005,10.563364874887927,10.91228692789438,13.275500037039606,13.11886873347197,2.7337499999999997,2.822499999999997,3.3152692698296047,3.607246556474982,4.355668076068025,4.222970702818007
2004-08-31,MONSOON,1.685,1.8885714285714288,7.369999999999999,7.41,1.665,3.8356250000000003,3.186250000000001,3.1610054617765804,3.1279796932317496,1.6893980533539414,2.2129084770696856,3.3010937500000006,2.9835714285714285,3.027221082710695,3.7540721147003486,2.1472130380566803,2.0178452109651515,8.450916666666666,7.755666666666666,7.862618623397463,7.273016703101296,5.8556863879904935,5.229161002219724,9.63875,9.345000000000006,9.302018924932757,9.98136120130396,8.116023567063333,7.57563669394424,2.7931250000000003,2.707499999999997,2.6551615618977626,3.6174426274266875,2.0534673091205953,2.264719987380211
2004-11-30,POMKH,3.465,2.9728571428571438,8.180000000000001,7.17,2.635,4.15625,3.491250000000001,3.2826032770659483,3.2204991656800526,2.3005293152826027,1.910552800196513,3.3721875,3.2250000000000005,3.005475506769274,3.6959869870869073,3.1231777298718395,3.1072134197401753,8.173958333333333,8.336916666666667,7.989571174038478,7.380217524621319,6.304110215274145,5.601246976785294,10.045,9.232500000000007,8.449211354959655,9.056051931384806,7.701224204721928,7.360811794536943,2.9237499999999996,2.759999999999997,2.6470969371386577,3.627667525103316,2.159593031499628,2.2915122507003236
2005-02-28,POMRB,6.0,4.08875,9.377999999999998,12.8,3.315,4.12625,4.180000000000001,4.369561966239569,5.305152997175192,3.898151172190318,4.117962988982237,3.400282738095238,3.3771875000000007,3.4387853040615646,3.7207448328545736,4.287474267956664,4.023471814497423,8.0201875,8.564916666666667,8.544942704423086,7.626978411969952,8.852803794983256,8.06070172135404,9.965,10.045000000000009,10.189526812975792,10.091053621514163,8.552424356099683,8.325055168910989,3.0212499999999998,2.8262499999999973,2.9142581622831947,3.637921328882809,2.9231703101577695,3.1050391810321694
2005-05-31,PREMON,5.38,4.518571428571429,6.2040000000000015,12.8,4.47,4.114375,4.1325,4.773737179743742,6.26444114578564,7.144748274535534,7.371614551268187,3.561927083333333,3.367187500000001,3.8706997538655106,3.7772639762635105,5.311179394705649,5.555787115251167,8.4005,7.783000000000001,7.6085656226538525,7.435359619682661,10.806457763135784,10.312863054028885,10.00375,10.045000000000009,11.233716087785476,11.05872625553206,13.925376777549003,14.688750309791054,3.1012499999999994,3.021249999999997,3.536554897369917,3.6482041239129495,4.132692106825148,4.170976036767934
2005-08-31,MONSOON,1.635,2.1533333333333333,9.267499999999998,6.77,1.665,3.8349999999999995,4.120000000000001,3.5182423078462453,3.98394754137454,2.3358740992285996,2.059502046894192,3.6324181547619045,3.433377976190477,3.1837531856526398,3.6591701027047185,2.0240977638525584,1.8813079187720838,8.665125,8.257375000000001,8.27213937359231,7.6608398698573215,5.686164041768825,4.104809254288067,10.1225,9.885000000000009,9.448229652671285,9.921260553622735,8.53425358748149,7.517952951866735,3.154375,3.0212499999999975,2.78793293842195,3.6585159634329325,2.2818374839064983,2.4274992848552923
2005-11-30,POMKH,3.42,4.00125,9.325,8.12,3.2750000000000004,3.731875,4.1087500000000015,3.478945384707747,3.5213340499716366,2.646268556507671,2.063231092707012,3.6816815476190476,3.6904761904761907,3.5107519113915835,3.678310404393803,3.0669281011946214,2.841522574421768,9.493625,8.543625,8.693283624155386,7.864530412149736,6.670849376079046,6.986868992972788,10.1225,10.122500000000008,8.916937791602772,9.315567914134654,7.8437710719867955,6.939266532374155,3.11375,3.1812499999999977,2.98275976305317,3.668856961542713,2.4948508248568344,2.569114709839331
2006-02-28,POMRB,3.81,3.624285714285714,10.35,12.8,3.1,3.94125,3.561250000000001,3.6113672308246483,3.5294258983415245,4.075170079868158,4.302262735574267,3.677336309523809,3.5743601190476193,3.5561654325492356,3.669878364305174,4.4182047554432415,4.296980798363284,9.714437499999999,8.786625,9.355970174493232,8.173150363839556,9.42145239878073,8.831155869023595,9.951250000000002,10.12250000000001,10.470162674961664,10.325931458091507,9.811735429096283,10.212255774261378,3.1275,3.1274999999999977,3.0296558578319024,3.679227187721027,3.3576128812176185,3.410822088360954
2006-05-31,PREMON,6.745,5.377142857142856,11.86,12.8,4.359999999999999,3.999375,3.9025000000000016,4.8648203384947895,5.87145501056929,6.299693688143321,6.152071402500367,3.5936383928571427,3.7890029761904764,4.284556402386684,3.7911809687041456,5.339305024565723,5.161024867007808,8.776874999999999,10.200625,10.35758210469594,8.635243909845583,11.479750532059018,10.000426336764235,9.755,10.12250000000001,11.402097604976998,11.26069774569322,13.826800948810119,14.042913766903029,3.15,3.099999999999998,3.561793514699141,3.6896267349847403,4.30314525112462,4.305099270176201
2006-08-31,MONSOON,1.945,1.26,5.377999999999999,5.4,1.885,3.9762500000000003,3.9800000000000018,3.6968922030968736,3.9622164579288572,2.445116161103372,2.6370163285977952,3.626428571428571,3.5656696428571433,3.0747338414320105,3.608428624024192,2.1953828715505352,2.191510850597086,7.9117500000000005,9.228250000000001,8.365749262817564,8.207481034431071,7.652154054113655,7.785763124357397,9.463333333333335,9.780000000000008,9.001258562986198,9.646518049475487,8.346474875134598,7.277168452945364,3.1618749999999998,3.1549999999999976,2.8910761088194845,3.7000556591363623,2.1278180467453005,2.1086253450285737
2006-11-30,POMKH,3.575,4.225,5.714,7.92,3.2350000000000003,3.8375000000000004,4.0187500000000025,3.648135321858124,3.650480741721947,2.8421974496384546,2.352548976173074,3.55125,3.621607142857144,3.5348403048592063,3.6457122962377877,3.054685011927581,2.566070859008054,7.558937499999999,8.325500000000002,7.305049557690538,7.878055066674773,7.1177102392778195,5.511575457962375,8.975416666666666,9.73000000000001,8.568755137791719,9.001306750032638,7.688490960155044,6.564894423141869,3.2275,3.1449999999999974,3.028645665291691,3.7105140709384847,2.8017173961019335,2.869779643333602
2007-02-28,POMRB,3.47,3.6628571428571433,7.040000000000001,10.666666666666666,3.2350000000000003,3.6956249999999997,3.933750000000002,3.5768811931148745,3.4057284078383114,4.253425967662505,4.319061992715865,3.7885714285714283,3.631250000000001,3.586047040058381,3.6417312121068925,4.446644209799409,4.3371056245732955,7.968562500000001,7.498000000000001,7.1990297346143235,7.761034837083143,8.815555131056579,7.330824683151239,8.657083333333334,9.196666666666676,9.407919749341698,9.347396153429912,10.143876419804371,10.885393895330253,3.3431250000000006,3.1787499999999977,3.111187399175015,3.72100204395326,3.295360307938456,3.331489024339265
2007-05-31,PREMON,5.975,4.7371428571428575,12.3475,11.03,4.75,3.435625,3.7412500000000017,4.536128715868925,5.163768698876624,6.254167838272448,6.055844842636173,3.996517857142857,3.4712500000000013,4.046485366892171,3.717349606568937,5.369491116860623,4.958335306431712,8.1139375,7.619875,9.258417840768594,8.338843854001336,10.17230970860075,8.703165113122799,8.3634375,8.754166666666677,10.056751849605018,9.812506421261826,12.700631763761063,12.47519664851914,3.3781250000000003,3.2762499999999974,3.7667124395050093,3.73151967271912,4.388450404161034,4.352086555331674
2007-08-31,MONSOON,1.58,3.798571428571428,8.1675,4.623333333333333,2.42,3.1112499999999996,3.650000000000002,3.353677229521355,3.2689205042527587,2.086763986366957,2.2154664114959015,3.9694642857142854,4.105892857142858,3.9473197915638742,3.7233901819573445,2.110036449651126,2.0049882841806212,7.658125,8.317250000000001,8.822050704461157,8.3066381650342,6.810386798488679,7.576143128479509,7.954375,8.560000000000011,7.883384443096343,8.185875736468885,6.678730364385796,5.744423189546267,3.38625,3.4099999999999975,3.2280274637030053,3.7420670131871354,2.2634157070436745,2.2304667544607333
