Date,Season,Dediapada,Sagbara,Nandod,Tilakwada,Dediapada_Trend,Dediapada_SMA,Dediapada_EWMA,Dediapada_DES,Dediapada_TES,Dediapada_ARIMA,Sagbara_Trend,Sagbara_SMA,Sagbara_EWMA,Sagbara_DES,Sagbara_TES,Sagbara_ARIMA,Nandod_Trend,Nandod_SMA,Nandod_EWMA,Nandod_DES,Nandod_TES,Nandod_ARIMA,Tilakwada_Trend,Tilakwada_SMA,Tilakwada_EWMA,Tilakwada_DES,Tilakwada_TES,Tilakwada_ARIMA
2002-11-30,POMKH,6.0566666666666675,3.09,12.963333333333333,30.545,5.433333333333334,5.2283333333333335,5.3251711893139895,4.986293317786397,5.618878328511693,5.495573855597286,3.4612499999999997,3.274999999999999,3.155153127153427,3.478269862081251,2.908640625680814,3.0811839240040113,11.833047619047619,9.615916666666664,10.899252461876895,10.633014051572118,10.355745529048605,10.188163380527612,28.976805555555558,28.81088888888889,30.02812912957385,29.40125608305896,29.198776488661334,32.08250178700555
2003-02-28,POMRB,6.633333333333333,3.86,12.692857142857141,22.56888888888889,5.403333333333333,5.345833333333333,5.8484360469217265,5.37814691797382,6.3957702159221625,6.513876666920218,3.4525,3.3449999999999993,3.4370918762920564,3.519894340716121,3.7436507947554705,3.918216862749208,11.662297619047619,11.447880952380949,11.616694334268992,10.811968148010417,10.753743212263707,11.837938943851507,28.132638888888888,28.470555555555556,27.044433033299867,26.580307615428108,30.13543119491239,30.884561480109134
2003-05-31,PREMON,5.38,5.01,13.103333333333332,30.615,5.175416666666667,5.520833333333333,5.6610616281530355,5.3340362131472965,5.766618489215305,5.868492773644917,3.28,3.5774999999999992,4.066255125775234,3.8272397489414804,5.852831909084648,4.288942514886393,10.653880952380952,12.218214285714282,12.211349933894727,11.010223427258557,12.234286456732603,11.459809186048528,25.75951388888889,29.48305555555556,28.472659819979917,27.92118839119941,27.929299067045832,27.30346048012684
2003-08-31,MONSOON,3.0733333333333333,1.35,5.666,23.4,4.922499999999999,5.285833333333334,4.625970310225155,4.554965344039266,4.523808290387251,4.540297196077635,3.18125,3.3274999999999992,2.97975307546514,3.284757318509769,2.662579964113621,2.89003693343027,9.756773809523809,11.106380952380947,9.593209960336836,10.714489086891026,9.395703923315448,10.223563027709794,24.196944444444444,26.782222222222227,26.44359589198795,25.991875886577372,27.983681676470436,26.402628907170254
2003-11-30,POMKH,5.173333333333333,2.71,9.343333333333334,22.36333333333333,4.938125,5.0649999999999995,4.844915519468426,4.583665969055542,5.749102904912092,5.492285740286347,3.1825,3.232499999999999,2.871851845279084,3.1018094165479355,2.763728149086254,2.8659793396668034,9.27425,10.201380952380948,9.493259309535436,10.66835161450499,10.516589194640506,9.131180089908508,22.594583333333333,24.73680555555556,24.8114908685261,24.416979855487668,25.931537756201546,24.57213431296254
2004-02-29,POMRB,5.493333333333332,3.45,9.136,18.25,5.189583333333333,4.779999999999999,5.104282645014388,4.752070546176397,6.382318521578972,6.321119272388847,3.300625,3.129999999999999,3.10311110716745,3.1112413825903014,3.563189031682876,3.586725432273806,9.642705357142859,9.312166666666661,9.35035558572126,10.60932500193226,10.893074618045645,9.579768950231323,21.2309375,23.657083333333336,22.18689452111566,21.886441493621728,24.890363334694033,25.164868506336752
2004-05-31,PREMON,6.6450000000000005,5.43,12.8,22.115,5.269583333333333,5.0962499999999995,5.720569587008633,5.319926467341288,5.421915076808964,5.387782996825735,3.38,3.234999999999999,4.03386666430047,3.582690681898171,5.6376600073199095,4.478632614722802,10.474553571428572,9.236333333333329,10.730213351432756,10.790628694977276,12.352466853533766,10.479677778324241,21.87770833333333,21.532083333333336,22.158136712669396,21.811680826090264,23.056975251818447,21.461673099943095
2004-08-31,MONSOON,3.82,1.875,8.916976190476191,20.99083333333333,5.2825,5.282916666666666,4.96034175220518,4.884619450839251,3.8111991631071263,4.221844380925419,3.38375,3.366249999999999,3.170319998580282,3.2124615524235214,2.543457004340971,2.4359086533862016,11.511988095238095,10.049077380952376,10.00491848705013,10.71088472253799,9.511293638582966,10.814404748832125,22.963124999999998,20.929791666666667,21.69121536093497,21.337589655396652,21.651386584753617,24.32893620316636
2004-11-30,POMKH,5.066666666666666,2.82,12.747142857142858,29.94666666666667,5.392708333333333,5.25625,5.002871717989775,4.908295007896619,5.480949704716378,5.490637480731847,3.3850000000000002,3.393749999999999,3.030191999148169,3.089984864327416,2.7420076855938795,2.838934486080728,12.216803571428573,10.900029761904758,11.101808235087223,10.883044414950154,10.649863762561234,10.446613628649455,23.345,22.825625000000002,24.99339588322765,24.46034206214763,21.178119753513403,23.571004479814007
2005-02-28,POMRB,5.703333333333332,3.37,14.031666666666668,19.35,5.61125,5.30875,5.283056364127198,5.151736107969441,5.99058661760895,5.930292906517561,3.455625,3.3737499999999994,3.1661151994889014,3.108373988460729,3.561386973148276,3.6394103460352785,12.643074404761906,12.123946428571426,12.273751607719001,11.131886381389808,11.044905815431038,10.97351692308013,23.415520833333336,23.100625,22.73603752993659,22.33212212603554,25.101915102843627,25.602309815890873
2005-05-31,PREMON,7.316666666666666,5.52,13.542857142857144,24.07,5.715416666666665,5.476666666666667,6.096500485142986,5.93289865591754,5.952615063563496,5.912031437639622,3.45875,3.3962499999999993,4.107669119693341,3.6270636851331717,5.624033071893175,4.570644858462875,12.780059523809525,12.309660714285712,12.781393821774259,11.33878894653117,12.531363825969725,11.798434235336757,21.847708333333337,23.589375,23.269622517961952,22.82920208881881,23.6260861936876,23.230215737375115
2005-08-31,MONSOON,4.8966666666666665,2.35,11.584285714285715,19.6,5.636666666666667,5.745833333333334,5.616566957752458,5.790274603919898,3.8399005402181134,4.236070290232057,3.6825,3.5149999999999992,3.4046014718160045,3.380340366859199,2.5455002480924502,2.609737288540111,12.059047619047618,12.976488095238093,12.302550578778842,11.40908882812625,9.693566362838153,10.233718519725063,20.65791666666667,23.24166666666667,21.80177351077717,21.429866070981138,22.778253542930177,21.80624954472242
2005-11-30,POMKH,4.823333333333333,2.37,11.175714285714287,18.795,5.48,5.6850000000000005,5.299273507984808,5.596567030521277,5.391429123150111,5.547029082884254,3.9475,3.402499999999999,2.9907608830896026,3.155822447870724,2.8155701447254273,3.124236830914769,11.163482142857143,12.58363095238095,11.85181606155302,11.448835154332093,10.846488492598105,10.89147641725438,19.39333333333333,20.453750000000003,20.5990641064663,20.267354239859216,21.291729209864755,19.292822622676518
2006-02-28,POMRB,5.316666666666666,5.61,9.835,20.983333333333327,5.171666666666667,5.588333333333334,5.306230771457551,5.565340756309952,5.9507933184403194,5.781108172326806,3.8200000000000003,3.9624999999999986,4.038456529853762,3.6968056214383678,3.555777762175017,3.303424392871128,10.3825,11.534464285714284,11.045089636931813,11.398222069051938,11.231702231226544,10.323441730584786,16.319583333333334,20.862083333333338,20.75277179721311,20.39030200169716,20.68177382632479,20.897028411143495
2006-05-31,PREMON,6.45,5.4,10.575,12.32,4.9975000000000005,5.371666666666667,5.763738462874531,5.9106298275720786,6.59322714995463,6.373118467152156,3.74875,3.9324999999999983,4.583073917912257,4.155939420248315,5.957998688210621,5.70850560719281,10.069910714285713,10.792499999999997,10.857053782159088,11.396423826745233,12.69335635535829,11.477471918411148,13.587708333333332,17.924583333333338,17.379663078327866,17.164267706631296,21.642187460105713,20.192963221032276
2006-08-31,MONSOON,3.296666666666667,1.45,8.304285714285713,6.76,5.25375,4.971666666666668,4.776909744391385,5.151139407273909,4.270999130141942,4.345203671181723,3.5562500000000004,3.7074999999999982,3.3298443507473543,3.659390780478297,2.8108184367971,2.427222787016222,10.460089285714284,9.972499999999997,9.835946555009738,11.24517957969135,9.8377647838699,9.322351475508588,11.834791666666666,14.714583333333339,13.13179784699672,13.072716875168489,16.86395236821882,18.899409351570988
2006-11-30,POMKH,5.03,2.7,11.955,9.78,5.6375,5.023333333333334,4.878145846634831,5.045866098775302,5.025049412420469,4.890307823302438,3.30875,3.7899999999999983,3.0779066104484123,3.4756899466291182,2.90467213306252,2.4034689915550365,11.088124999999998,10.167321428571425,10.683567933005843,11.336562358727788,10.971113104265173,10.82882347301398,11.693124999999998,12.460833333333337,11.791078708198032,11.721329202025268,12.59015573202422,15.292495216781473
2007-02-28,POMRB,7.16,3.74,12.177142857142856,15.975,5.702916666666667,5.484166666666668,5.790887507980899,5.689613472374109,5.58193287218564,5.59921976066249,3.3825000000000003,3.322499999999998,3.3427439662690475,3.541024052053408,3.6813076829882374,4.571736173874647,11.810982142857142,10.752857142857138,11.280997902660648,11.438010099514596,11.359909302014726,11.393129980833397,13.747916666666667,11.208750000000004,13.46464722491882,13.255538220778751,11.854060721809864,11.449026807226105
2007-05-31,PREMON,7.676666666666668,5.29,13.257142857142856,16.195,5.552083333333333,5.790833333333334,6.545199171455207,6.4637338443486,6.548781839962077,6.757790943725781,3.47375,3.2949999999999977,4.121646379761429,3.9601235162643724,5.781770081804454,4.64431649878875,11.531279761904761,11.42339285714285,12.071455884453531,11.60517358128367,12.834061284374016,12.428253185394576,16.095833333333335,12.177500000000004,14.556788334951293,14.27761308339058,14.351597427196866,14.967944900492869
2007-08-31,MONSOON,2.5933333333333333,2.15,11.405,19.323333333333334,5.3425,5.615000000000001,4.9644528362064575,5.414667711811768,3.9483258145538502,4.23457431031964,3.4475000000000002,3.469999999999998,3.332987827856857,3.621434403572874,2.644604737469236,2.1219403042046006,10.43080357142857,12.198571428571423,11.804873530672118,11.644126788641037,9.992906917916153,10.541279348435985,16.833333333333332,15.318333333333337,16.46340633430411,16.094733780154243,14.066994044096411,14.81261532364392
2007-11-30,POMKH,4.526666666666666,2.73,6.616666666666666,16.0,5.185416666666667,5.489166666666668,4.789338368390541,5.098345681420523,5.098427048311736,4.803798548077849,3.4312500000000004,3.4774999999999983,3.0917926967141143,3.4357250452138706,2.8694448787085864,3.0562624464278905,9.553184523809524,10.86398809523809,9.729590785069938,11.36785306250086,11.14307944726361,11.389006293291525,17.508958333333332,16.873333333333335,16.278043800582466,15.939611159704787,15.975001812748744,15.281335994731602
2008-02-29,POMRB,5.986666666666667,3.5,8.711666666666666,15.655,5.330416666666667,5.195833333333335,5.268269687700991,5.315255587448263,6.2894806044538605,6.097111206224075,3.40625,3.417499999999998,3.2550756180284686,3.4398640759893513,3.6559439140188714,3.430287685849918,8.636666666666667,9.997619047619043,9.322421137708629,11.237268852809516,11.500561049590955,9.965847090161358,17.60291666666667,16.793333333333337,16.028826280349477,15.713281619704391,16.379924654112035,15.93909620066051
2008-05-31,PREMON,7.593333333333334,5.4,9.701666666666666,21.92,5.585416666666666,5.175000000000001,6.198295145953928,6.076745434556944,6.964733638742588,6.830069960255066,3.43875,3.4449999999999985,4.1130453708170815,3.88411311480035,5.723949614347034,5.055419549761572,8.723749999999999,9.108749999999997,9.474119349291843,11.17509500859081,12.954082845512097,11.20094283739238,16.729375,18.224583333333335,18.385295768209687,17.962191592350223,16.927226059933357,14.553194309806944
2008-08-31,MONSOON,3.8366666666666656,1.84,7.628333333333334,14.35,5.730416666666667,5.485833333333334,5.2536437542390235,5.481955320470433,3.2881426121685964,3.5949286180462585,3.5037499999999997,3.3674999999999984,3.203827222490249,3.4775257663919428,2.612161617937816,2.385929905981583,9.591101190476191,8.16458333333333,8.735804942908441,10.979172061152047,10.091786582863126,9.106178107400543,15.557500000000001,16.98125,16.771177460925813,16.45290727216527,17.91009846601809,17.594476776380173
2008-11-30,POMKH,5.323333333333333,3.3,11.090000000000002,13.985,5.7475000000000005,5.6850000000000005,5.281519585876747,5.428297748178886,4.869048950479884,4.95070413002937,3.4924999999999997,3.509999999999998,3.2422963334941493,3.4323202172800307,2.795030373734008,2.498939327468269,10.309434523809525,9.282916666666663,9.677482965745066,11.01548464515235,11.219557863169722,11.400720765542216,13.588125000000002,16.4775,15.656706476555488,15.390821810206488,16.269899275719894,17.718335192844975
2009-02-28,POMRB,6.3500000000000005,3.45,11.177142857142858,8.295,5.616666666666667,5.775833333333334,5.708911751526049,5.728401998009687,6.231025786915702,6.204003792625993,3.4112500000000003,3.497499999999998,3.3253778000964895,3.426055296212854,3.6789759919853764,4.425804786977209,11.198363095238097,9.899285714285712,10.277346922304183,11.055386982057616,11.601700558503781,11.081701496096773,12.440624999999999,14.6375,12.712023885933291,12.573092014343548,15.745195608044291,15.985428018194469
2009-05-31,PREMON,7.366666666666667,5.36,12.982857142857144,13.525,5.474166666666666,5.719166666666667,6.372013717582297,6.348680634646992,7.325501063124187,7.184158694958216,3.2862500000000003,3.4874999999999976,4.139226680057893,3.862785169258525,5.7359379830425885,4.783168582161569,11.87089285714286,10.71958333333333,11.359551010525369,11.21082465216297,13.068431109698789,12.115163473836787,12.161874999999998,12.53875,13.037214331559975,12.8428426569158,13.585887625584386,12.982997822802284
2009-08-31,MONSOON,3.016666666666667,1.23,11.45857142857143,13.565,5.439166666666667,5.514166666666667,5.029874897216045,5.421375905794821,3.587497857131842,3.7108723892354605,3.2412500000000004,3.3349999999999977,2.975536008034736,3.322301001779141,2.616288449000441,2.0365416935987164,12.458875,11.677142857142854,11.399159177743794,11.260280833004135,10.223997278639,10.334540546001353,12.531458333333333,12.3425,13.248328598935984,13.023050379088584,12.534895830139899,14.156326484296414
2009-11-30,POMKH,5.003333333333333,2.91,12.64,12.54,5.49125,5.434166666666667,5.0192582716629595,5.239772123976212,5.069931656010251,4.927900800977283,3.66,3.237499999999998,2.9493216048208417,3.20636420267525,2.70629064031443,2.9458061090664986,12.913843750000002,12.064642857142854,11.895495506646277,11.384131660145671,11.372762832381571,10.9026005071801,13.151041666666666,11.98125,12.964997159361591,12.742672739646837,12.74204013477062,12.911152923797642
2010-02-28,POMRB,6.39,3.48,14.331,12.696666666666667,5.734999999999999,5.444166666666667,5.567554962997775,5.5556360906518085,6.261988251707834,6.1674735187656164,4.7775,3.2449999999999983,3.161592962892505,3.233697600725361,3.544680512493106,3.207260674745592,12.989758928571428,12.85310714285714,12.869697303987767,11.61291431540883,11.762892195305872,11.17097301660397,13.128958333333333,13.081666666666665,12.857664962283621,12.630907285343913,13.055590590085327,13.678959523121714
2010-05-31,PREMON,7.743333333333332,8.68,13.46875,14.08,5.972083333333333,5.538333333333333,6.437866311131998,6.318270235581627,7.322880570457276,7.218007925334254,5.4825,4.074999999999998,5.368955777735502,4.495484165289368,5.626486812524741,5.1605497201768635,12.748965277777776,12.974580357142855,13.10931838239266,11.776106249719051,13.246757436533004,12.40920317420079,12.935833333333335,13.220416666666667,13.346598977370174,13.089686032950352,13.750190301149397,12.51276125174803
2010-08-31,MONSOON,4.59,6.85,11.580000000000002,12.833333333333336,6.061249999999999,5.931666666666667,5.698719786679199,5.91763776561779,3.3469105454516352,3.5709078899653486,5.465,5.479999999999998,5.961373466641302,5.264084144177842,3.0254294196440457,3.179868618854133,12.048024305555556,13.004937499999997,12.497591029435597,11.808977848660053,10.40423836425923,10.108603850117998,12.793333333333335,13.037500000000001,13.14129271975544,12.895200319750156,12.856436043573,12.439390880055239
2010-11-30,POMKH,5.326666666666666,2.93,10.59222222222222,11.726666666666668,6.073151041666666,6.0125,5.549898538674185,5.776859534986468,5.141900698352516,5.304483035449433,5.351406249999999,5.484999999999998,4.7488240799847805,5.030579722514621,3.9034033320764223,4.587917755507533,11.253747519841271,12.492993055555552,11.735443506550247,11.775047710808032,11.552838690320371,11.261153129908648,12.039375,12.834166666666668,12.575442298519931,12.354560040550687,12.639713466258444,13.473715608416255
