Date,Season,Dediapada,Sagbara,Nandod,Tilakwada,Dediapada_Trend,Dediapada_SMA,Dediapada_EWMA,Dediapada_DES,Dediapada_TES,Dediapada_ARIMA,Sagbara_Trend,Sagbara_SMA,Sagbara_EWMA,Sagbara_DES,Sagbara_TES,Sagbara_ARIMA,Nandod_Trend,Nandod_SMA,Nandod_EWMA,Nandod_DES,Nandod_TES,Nandod_ARIMA,Tilakwada_Trend,Tilakwada_SMA,Tilakwada_EWMA,Tilakwada_DES,Tilakwada_TES,Tilakwada_ARIMA
1996-02-29,POMRB,5.413333333333334,3.655,9.061666666666666,11.63,,,5.413333333333334,4.4358025383049595,5.423333333333334,0.0,,,3.655,2.819505151628032,3.369022386504396,0.0,,,9.061666666666666,9.068538036306808,9.684025059658513,0.0,,,11.63,14.807219780640052,16.43197755374467,0.0
1996-05-31,PREMON,8.066666666666668,6.5600000000000005,10.586666666666666,12.933333333333332,,,6.474666666666668,5.118964230980903,8.086112650046172,5.4133193918498455,,,4.817,3.7169171777176855,5.503854240576705,3.654993050264375,,,9.671666666666667,9.1926238928477,11.149887298831542,9.061625781073833,,,12.151333333333334,13.983660215630097,15.338454414316598,11.629851043500544
1996-08-31,MONSOON,3.92,2.56,9.028333333333332,26.82,5.9750000000000005,,5.4528,4.476778980764738,3.94834094274906,6.967154130768744,3.8443750000000003,,3.9142,3.613096643517254,2.600760457703264,5.487199390609957,9.743749999999999,,9.414333333333333,9.209800306066352,8.30298250863117,9.95445363206637,20.38583333333333,,18.018800000000002,18.771623900178085,13.344017466674082,12.360116974967598
1996-11-30,POMKH,5.656666666666666,2.83,9.715,23.86,6.1120833333333335,5.764166666666667,5.534346666666666,4.549298082194182,5.693355906262373,5.275182057626282,3.6500000000000004,3.90125,3.4805200000000003,3.5572372446270517,2.89422967837697,3.4883851379256363,10.046875,9.597916666666666,9.534600000000001,9.27043170315977,9.449081618684247,9.40952277417892,23.599375000000002,18.810833333333335,20.35528,20.57176482470122,18.560050105278407,18.9367032042927
1997-02-28,POMRB,7.1,3.2,10.228333333333332,24.23,5.840833333333333,6.185833333333333,6.160608,5.15946319972863,5.4536193271726905,5.46896791767801,3.4325,3.7875,3.3683120000000004,3.5745289321284774,3.6921025486971204,3.5413424043147606,10.127916666666666,9.889583333333333,9.812093333333333,9.36160392115818,9.833721168859952,9.558579538904251,24.810208333333335,21.960833333333337,21.905168,21.813628325367695,21.087896158504474,21.865868217406994
1997-05-31,PREMON,7.4766666666666675,5.46,11.845,26.04166666666667,5.61125,6.038333333333332,6.687031466666667,5.880901718128292,8.203925923157378,8.037957539759008,3.355,3.5124999999999997,4.2049872,4.111225911817405,5.709275268043845,5.610455828799496,10.027083333333334,10.204166666666666,10.625256,9.55420615021598,11.305378110159678,9.896076332163826,22.90625,25.23791666666667,23.55976746666667,23.263435420744404,23.191497035775747,22.670043171471768
1997-08-31,MONSOON,2.3400000000000003,1.92,8.418333333333335,23.39833333333333,5.4087499999999995,5.643333333333333,4.94821888,4.8195335810207505,4.027521543341447,4.190653049173495,3.39625,3.3524999999999996,3.29099232,3.7712255150945464,2.608779320191002,2.8017363209253894,10.097208333333334,10.051666666666666,9.742486933333334,9.515322599742294,8.464790565994857,10.281223552437494,21.23375,24.3825,23.495193813333334,23.14280160404267,23.31207066188403,21.56397433091601
1997-11-30,POMKH,5.4,2.85,9.518333333333333,12.05,5.050416666666668,5.579166666666666,5.128931328,4.891884860485575,5.6794659752798395,5.15800290118665,3.219375,3.3574999999999995,3.114595392,3.650315552943675,2.804256916928047,2.7504104854147946,10.009625000000002,10.002499999999998,9.652825493333333,9.548787549039364,9.606549112542025,9.514280834941447,18.960416666666667,21.43,18.917116288000003,18.744667784106372,23.139362574224975,22.848300779618256
1998-02-28,POMRB,5.736666666666667,3.51,10.986,22.66,5.195833333333334,5.238333333333333,5.372025463466667,5.093180777167073,6.132710012832858,6.271683707857762,3.095625,3.4349999999999996,3.2727572352,3.6789710912374045,3.6187595647238227,3.310230048173789,10.006083333333333,10.191916666666666,10.186095296,9.67598358389176,9.989205743986867,9.555954519779618,15.748541666666664,21.037499999999998,20.4142697728,20.098011615327795,19.07127111061561,17.79961507595513
1998-05-31,PREMON,5.973333333333334,3.735,10.386666666666667,9.425,5.5008333333333335,4.8625,5.612548611413334,5.3674190318371915,7.767532908710914,7.384958117040333,3.1624999999999996,3.0037499999999993,3.4576543411199996,3.7490552214503996,5.693900352129646,5.351082440943631,10.225458333333332,9.827333333333332,10.266323844266665,9.758558903225133,11.464323345623693,10.481333532574242,16.03125,16.88333333333333,16.018561863680002,15.88235846698984,21.35461783841663,19.660778512729628
1998-08-31,MONSOON,5.006666666666667,2.655,9.848333333333333,14.32,5.4525,5.529166666666667,5.370195833514667,5.286898762722776,3.119136938589367,2.937953329589804,3.024375,3.187499999999999,3.136592604672,3.5576312621965758,2.3348796174067483,1.858727083331015,10.145333333333333,10.18483333333333,10.099127639893332,9.802068290037784,8.614555696680771,9.580328992484178,17.7590625,14.61375,15.339137118208,15.169557923203747,15.52701304981891,17.711259384667215
1998-11-30,POMKH,5.173333333333333,2.65,9.843333333333334,23.39,5.622916666666667,5.4725,5.291450833442133,5.263943258270174,5.550494781424088,5.83254890535759,2.981875,3.1374999999999993,2.9419555628031997,3.3744967369404715,2.6829202427653778,3.0737382862189486,10.024583333333334,10.26608333333333,9.996809917269333,9.842724440200639,9.763609961810477,9.860376114293409,19.441875,17.44875,18.5594822709248,18.18983210041416,14.833821515054424,17.74815694941989
1999-02-28,POMRB,5.576666666666667,2.605,10.02,25.1425,5.8845833333333335,5.4325,5.405537166731946,5.376591976859225,5.947628433936413,5.969250581843308,3.1425,2.9112499999999994,2.80717333768192,3.195628430983833,3.4855276395286965,3.3802594136908555,9.843333333333332,10.024583333333329,10.0060859503616,9.892483815857329,10.147258796263499,9.832802179966146,21.614375,18.069375,21.19268936255488,20.7046766985782,18.672148429655575,18.8956731050144
1999-05-31,PREMON,7.496666666666666,4.3,10.386666666666667,20.405,6.020416666666667,5.8133333333333335,6.241988966705835,6.137755524661657,6.993260222047822,6.689509907024254,3.303125,3.0524999999999993,3.404304002609152,3.420219441478682,5.443963788643175,4.335987499404294,9.672708333333333,10.024583333333329,10.158318236883627,9.96341413498297,11.616004285487508,10.70033649373245,20.5375,20.814375000000002,20.87761361753293,20.43736775222958,22.11521452864568,23.449524794967825
1999-08-31,MONSOON,5.576666666666667,3.375,8.398333333333332,20.72,6.251250000000001,5.9558333333333335,5.975860046690167,6.149457713765368,4.020543424952341,4.225533115223205,3.6587499999999995,3.2324999999999995,3.392582401565491,3.417449605818765,2.208175511930575,2.4992648374960993,9.681458333333332,9.662083333333328,9.45432427546351,9.901009312994557,8.765374918942985,9.244366215205003,18.4470625,22.414375,20.814568170519756,20.39392843565952,20.400445212451583,19.917307487628307
1999-11-30,POMKH,5.69,3.215,9.928333333333333,8.375,6.352083333333334,6.085000000000001,5.8615160280141,6.156612422612556,5.484537346602938,5.676997423384546,3.9875,3.373749999999999,3.3215494409392945,3.3774090286743332,2.6842523953248536,3.03577708577075,9.984642857142857,9.683333333333328,9.64392789861144,9.939781737601368,9.905296483530531,9.551607842493572,18.745375,18.660625,15.838740902311853,15.663216065089745,20.321626372671336,17.90398413078702
2000-02-29,POMRB,6.906666666666666,4.885,10.005,23.434,6.346666666666667,6.4175,6.2795762834751265,6.547334998953729,5.920192439518374,5.927325748814665,3.96625,3.9437499999999988,3.9469296645635765,3.725039087301595,3.5720960883273487,3.0995191791615984,10.553452380952379,9.67958333333333,9.788356739166865,9.981216650085107,10.288569082623265,10.115965364501388,20.37725,18.2335,18.876844541387115,18.50849421782164,15.908526022282192,14.644018471930357
2000-05-31,PREMON,6.973333333333334,4.65,12.827142857142857,24.5,6.487916666666667,6.286666666666668,6.55707910341841,6.892700434399694,7.414430096515896,7.305006289312091,4.029375,4.031249999999999,4.228157798738146,3.992379377208429,5.8622169030254545,5.299934647225221,10.95032738095238,10.289702380952377,11.003871186357262,10.204492864398956,11.756368243838995,10.566643871483905,24.206208333333336,19.25725,21.12610672483227,20.654724813396367,19.776229914031102,17.402048707535116
2000-08-31,MONSOON,6.0566666666666675,2.855,10.508333333333333,29.680000000000003,6.622916666666667,6.406666666666668,6.356914128717713,6.844684048043005,4.8416422622164355,4.743343862125009,4.195625,3.901249999999999,3.6788946792428874,3.8168414742211896,2.616107578725785,2.887765974706014,11.47970238095238,10.817202380952377,10.805656045147689,10.267304720278018,8.918799324835984,9.929509388345855,27.74925,21.49725,24.547664034899363,23.941122314325014,20.650840755344365,21.90275737468917
2000-11-30,POMKH,6.34,4.24,10.993333333333334,30.04666666666667,6.571562500000001,6.569166666666668,6.350148477230627,6.84987985649778,5.7244300264974255,5.818631919672669,4.195416666666667,4.1575,3.9033368075457324,3.963456883861887,2.9518651359524783,3.115090193662745,11.571809523809524,11.083452380952377,10.880726960421947,10.358450055154673,10.069895749844276,10.024152998195559,29.149583333333336,26.915166666666668,26.747265087606287,26.09063275821713,24.07723343095132,28.469875241757272
2001-02-28,POMRB,7.336666666666668,5.19,13.175,30.106666666666666,6.283125,6.676666666666668,6.744755753005043,7.1593008824609825,6.517098333080756,6.492673993449752,4.128958333333334,4.233750000000001,4.418002084527439,4.314538742317805,3.9542388400258166,4.557844322234191,11.261625000000002,11.875952380952375,11.798436176253169,10.5877779010354,10.458381574387634,10.425831094119156,29.3809375,28.583333333333336,28.091025719230437,27.42802483340747,26.874515453143385,26.576161103264887
2001-05-31,PREMON,6.1324999999999985,4.343333333333333,10.393999999999998,29.03,5.998958333333333,6.4664583333333345,6.499853451803025,6.99347554543692,7.4075882433757325,7.280815361858165,3.9850520833333327,4.157083333333334,4.388134584049796,4.43417914092398,6.232694340716156,5.029266022208136,11.160375,11.26766666666666,11.236661705751901,10.626065490922215,11.94340042835532,11.133231013994466,29.004583333333333,29.715833333333336,28.466615431538262,27.835632951088854,29.01435621787642,28.44844790098873
2001-08-31,MONSOON,4.59,2.63,10.46,27.00083333333333,5.751458333333334,6.099791666666667,5.735912071081815,6.298084130404554,5.492029367039367,5.162343119291902,3.6680208333333333,4.100833333333334,3.6848807504298775,4.133604691133163,2.884189153786224,2.789235499574292,10.088916666666664,11.255583333333327,10.92599702345114,10.666034180240096,9.091088327044925,9.344523766705617,28.191069444444445,29.046041666666667,27.880302592256292,27.311676938834424,27.994164761633083,26.787034717518935
2001-11-30,POMKH,5.533333333333334,3.31375,10.231666666666666,29.715,5.423229166666666,5.898125000000001,5.654880575982423,5.988193529447458,6.008936038617661,5.739382873068614,3.4338541666666664,3.8692708333333337,3.536428450257927,3.999939654443423,3.1453842760740214,3.44201460914193,9.066166666666668,11.065166666666661,10.64826488073735,10.688396938063315,10.241044685543224,10.171370845468637,27.11088888888889,28.963125,28.614181555353774,28.025504597735686,27.386970160950295,24.32076056187088
2002-02-28,POMRB,6.163333333333334,3.58,5.365,23.930222222222227,5.169583333333334,5.604791666666667,5.858261678922787,5.940921098723729,6.824990267233132,6.650138545786991,3.3659375000000002,3.4667708333333334,3.5538570701547565,3.93145716590714,3.978429581197022,3.906170729022299,8.976333333333333,9.112666666666662,8.53495892844241,10.3910272840828,10.624320888135781,10.108038157501042,27.70307638888889,27.419013888888887,26.74059782210115,26.25771507086529,28.718756341049676,28.34410804344762
2002-05-31,PREMON,4.68,4.08,10.022,26.565,5.162916666666667,5.241666666666667,5.386957007353672,5.436868003026317,6.746379188525344,6.544575787813425,3.30296875,3.4009374999999995,3.764314242092854,3.979583549288136,6.009767268163766,4.374074365784907,9.274458333333335,9.019666666666662,9.129775357065446,10.407331069813205,12.063925071115209,10.26952719624019,28.707138888888892,26.80276388888889,26.67035869326069,26.18062723651568,27.630643560164312,26.378749321264134
2002-08-31,MONSOON,4.013333333333333,2.35,10.113333333333337,34.20333333333333,5.287083333333333,5.0975,4.8375075377455365,4.815807503249602,4.934877799863594,4.622993987285483,3.31,3.330937499999999,3.198588545255712,3.629417074803363,2.6551519579946232,2.6834649771295846,10.53189880952381,8.932999999999996,9.523198547572601,10.428000358075332,9.208628227474803,9.225041567742204,28.640722222222223,28.603388888888887,29.68354854928975,29.044123776394493,26.17528413937155,28.116640187802624
