Date,Season,Sabour,Kahalgaon,Jagdishpur,Piroainti,Rangra Chowk,Naugachhia,Bihpur,Sultanganj,Shahkund,Sabour_Trend,Sabour_SMA,Sabour_EWMA,Sabour_DES,Sabour_TES,Sabour_ARIMA,Kahalgaon_Trend,Kahalgaon_SMA,Kahalgaon_EWMA,Kahalgaon_DES,Kahalgaon_TES,Kahalgaon_ARIMA,Jagdishpur_Trend,Jagdishpur_SMA,Jagdishpur_EWMA,Jagdishpur_DES,Jagdishpur_TES,Jagdishpur_ARIMA,Piroainti_Trend,Piroainti_SMA,Piroainti_EWMA,Piroainti_DES,Piroainti_TES,Piroainti_ARIMA,Rangra Chowk_Trend,Rangra Chowk_SMA,Rangra Chowk_EWMA,Rangra Chowk_DES,Rangra Chowk_TES,Rangra Chowk_ARIMA,Naugachhia_Trend,Naugachhia_SMA,Naugachhia_EWMA,Naugachhia_DES,Naugachhia_TES,Naugachhia_ARIMA,Bihpur_Trend,Bihpur_SMA,Bihpur_EWMA,Bihpur_DES,Bihpur_TES,Bihpur_ARIMA,Sultanganj_Trend,Sultanganj_SMA,Sultanganj_EWMA,Sultanganj_DES,Sultanganj_TES,Sultanganj_ARIMA,Shahkund_Trend,Shahkund_SMA,Shahkund_EWMA,Shahkund_DES,Shahkund_TES,Shahkund_ARIMA
1999-11-30,POMKH,1.83,1.945,3.684285714285714,2.41,1.66,1.66,2.41,2.9166666666666665,1.61,3.155,2.835,2.533897629890642,2.1574324739965394,2.5291967192324876,2.873405462560048,3.3831249999999997,3.5331249999999983,2.99486935548117,4.195289941587704,3.055448346525861,3.452703483810235,4.540729166666667,4.61377976190476,4.353987892960911,4.497930246614568,4.582227093605627,4.513178490446739,3.4825,3.5424999999999995,3.1981470746224225,3.756656211967398,3.272726827738322,3.361610415764911,2.8625,2.9124999999999996,2.3538942138587546,1.9718150452378942,2.3391368324864112,2.5432097440881876,2.8625,2.9124999999999996,2.3538942138587546,1.8765048587630646,1.9711998450090111,2.2270867774173713,4.01,4.047499999999999,3.20661250468053,3.304681933492286,3.075155698684899,3.4056525414447387,4.6674999999999995,4.69916666666667,4.183366210337942,4.334592463210622,3.8756525602757392,4.135493852411107,2.9291666666666667,2.9541666666666666,2.5500936457823844,2.831020888895107,2.658757056427062,2.880575167653202
2000-02-29,POMRB,3.61,3.865,3.968571428571429,3.16,3.23,3.23,5.06,5.055,2.88,3.4637499999999997,2.8699999999999997,2.9643385779343854,2.6161392692999095,3.4100152321896293,3.057611020363071,3.3934375,3.4081249999999987,3.342921613288702,4.209909218461736,4.354960905266545,4.116506576262692,4.33907738095238,4.535505952380951,4.199821307205118,4.519937311044269,4.577906015045461,4.021360124870555,3.5175,3.3924999999999996,3.1828882447734537,3.682996823433642,3.766066369494611,3.6500736914617042,2.68375,2.8724999999999996,2.7043365283152525,2.194163206152087,3.6041248479653145,2.80297539897713,2.68375,2.8724999999999996,2.7043365283152525,2.0970335574367907,3.649650991116901,3.4867437886866552,3.9512499999999995,4.017499999999999,3.947967502808318,3.963365645206379,4.510681701994351,4.957776863188434,4.285416666666666,4.832083333333337,4.5320197262027655,4.680562927205017,4.91476322354463,4.711682234544921,3.0283333333333333,2.8816666666666664,2.6820561874694304,2.7990239754448205,3.8145120157632872,3.0168687580679903
2000-05-31,PREMON,5.95,5.205,6.1342857142857135,5.4,4.72,4.72,6.64,5.19,5.3,3.6137500000000005,3.44,4.1586031467606315,4.256465710109133,4.895817723367727,4.220247870251245,3.389375,3.358124999999999,4.087752967973222,4.2245794502453204,6.417711060130802,5.3728325774006045,4.057380952380953,4.545952380952379,4.973607070037357,4.542052065980932,5.588289277232835,5.994517964148294,3.53625,3.5725,4.069732946864072,4.145269255108489,5.115535816790832,4.732180540805313,2.5762499999999995,2.852499999999999,3.5106019169891516,2.672550812045678,4.8682999080685025,5.2097266756599465,2.5762499999999995,2.852499999999999,3.5106019169891516,2.5660469703049467,5.223052084938011,4.760633051594474,4.05125,4.0024999999999995,5.02478050168499,5.271281989633953,6.580407819494824,6.34067578445253,4.151666666666666,4.50291666666667,4.795211835721659,5.035390967562879,6.339848356582197,6.611899938114502,3.3162499999999997,2.976666666666666,3.7292337124816584,3.3527879946230033,4.613003212895022,4.322743643088955
2000-08-31,MONSOON,2.56,2.7,2.7416666666666667,2.88,0.45,0.45,1.49,3.1100000000000003,2.53,3.795,3.4875,3.5191618880563786,3.840408331530462,2.5149639699213076,2.984891316013437,3.3081250000000004,3.428749999999999,3.532651780783933,4.2393007817766755,2.177823203252255,2.3555773950374674,3.859613095238095,4.1322023809523785,4.08083090868908,4.564274996001607,3.5786925093134485,3.840285557189673,3.68375,3.4624999999999995,3.5938397681184426,3.9665364643905208,2.6569792605595683,2.8423018379577614,2.7171875,2.514999999999999,2.286361150193491,2.4060505991463703,1.26438848113306,0.9268467093359526,2.7171875,2.514999999999999,2.286361150193491,2.3160862840221035,1.2840480990096643,1.1737152655065808,4.214375,3.899999999999999,3.6108683010109943,4.149757840081579,1.9028205506853633,1.6926824230863748,4.553541666666667,4.067916666666671,4.121127101432996,4.051213090235559,3.015948689558778,3.2701773972412016,3.5549999999999997,3.079999999999999,3.249540227488995,3.222051906513844,1.8351829360693048,2.241222923435551
2000-11-30,POMKH,2.84,1.63,3.085714285714286,3.0,2.15,2.15,3.62,3.5866666666666664,3.5,3.6175,3.7399999999999998,3.2474971328338267,3.567828613415918,2.791796927744729,2.435595341793216,3.340625,3.3499999999999988,2.77159106847036,4.254073403334827,3.141429411892482,3.096541907807391,3.5441666666666665,3.9825595238095213,3.6827842594991624,4.586606658825368,3.595651054265854,3.448451102714176,3.59125,3.6099999999999994,3.3563038608710656,3.8080640714710476,3.046435072002427,2.987606990908384,2.8128125,2.637499999999999,2.2318166901160943,2.421300528464992,2.1862983484096756,1.850854019725844,2.8128125,2.637499999999999,2.2318166901160943,2.3398197807880527,2.0227908905061236,2.017292813340506,4.243124999999999,4.202499999999999,3.6145209806065965,4.0017432225246266,3.0358828987827167,2.963502527649779,5.029999999999999,4.23541666666667,3.907342927526464,3.622121888798742,3.875652560275733,3.826631826875851,3.4362500000000002,3.5524999999999993,3.349724136493397,3.3190038303256606,2.352470096670955,2.386358481042155
2001-02-28,POMRB,4.05,3.53,2.9850000000000003,3.75,3.8675,3.8675,5.1549999999999985,7.6,2.9,3.35875,3.8499999999999996,3.5684982797002958,3.907511007106004,3.833142491758225,3.6526850013364083,3.380000000000001,3.266249999999999,3.0749546410822157,4.26889751892567,4.440945529108896,4.02846396503849,3.506815476190476,3.7366666666666637,3.403670555699498,4.609047583063096,3.8133393644511258,3.6783439367260042,3.1149999999999998,3.7574999999999994,3.513782316522639,3.8270023654915994,3.6871915832051334,3.512730512488312,2.9204166666666667,2.7968749999999987,2.886090014069657,2.7247817545871067,3.5434366408021765,3.62136611048567,2.9204166666666667,2.7968749999999987,2.886090014069657,2.6434047355098467,3.701027070504901,3.396549645345125,4.325,4.2262499999999985,4.230712588363957,4.513143015790704,4.591138771189275,5.252688217172941,5.234583333333333,4.87166666666667,5.3844057565158785,5.945097412134643,4.914763223544626,4.781854170617784,3.175,3.557499999999999,3.1698344818960384,3.262821405026884,3.9007804524784344,3.520021828197579
2001-05-31,PREMON,4.09,5.8000000000000025,4.5942857142857125,4.07,4.8475,4.8475,6.775,6.456666666666666,4.33,3.3349999999999995,3.385,3.7770989678201774,4.1674938024265265,5.322568921952089,5.196465002811906,3.7018750000000007,3.4149999999999996,4.164972784649331,4.283773311138373,6.503689363618726,5.289036086148247,3.7424999999999993,3.351666666666664,3.879916619133984,4.631598316318131,4.698411958878627,5.465093133074196,2.6612500000000003,3.4249999999999994,3.7362693899135837,3.91574045230712,5.288979255754428,5.000355293990589,3.05125,2.8287499999999994,3.670654008441794,3.193085152702217,4.875839296144672,4.749876933271307,3.035833333333333,2.8287499999999994,3.670654008441794,3.107727181206774,5.274262967801208,4.746358652596691,4.409375,4.259999999999998,5.248427553018375,5.673741618557877,6.662258678102043,6.347149297813419,5.310833333333333,5.188333333333336,5.813310120576194,7.01969702376431,6.339848356582202,6.318869182027382,2.8825000000000003,3.3149999999999986,3.633900689137623,3.5440586369466858,4.812259007168923,4.731922612914008
2001-08-31,MONSOON,2.35,2.42,3.982857142857143,0.4,1.1833333333333331,1.1833333333333331,2.01,3.48,1.41,3.2137499999999997,3.3324999999999996,3.2062593806921065,3.4908227627422868,2.4505651433263766,2.3018887968332695,4.233750000000001,3.3449999999999998,3.4669836707895985,4.298700911964418,2.263815449550091,2.3850241092661943,3.9201190476190475,3.6619642857142827,3.9210928286232476,4.654259378945039,2.316826469200419,2.7715869201748022,2.355,2.8049999999999997,2.4017616339481505,3.140799169868903,2.638432058167682,2.7769144023917502,3.0694791666666665,3.012083333333333,2.6757257383984094,3.0109467220156128,1.070698136568736,0.8129106505223418,3.0386458333333333,3.012083333333333,2.6757257383984094,2.943347210745933,1.3346023077353988,0.9194739507333561,4.395625,4.389999999999998,3.9530565318110247,4.5867319563919535,1.989765204452512,1.613439913260902,5.059583333333333,5.280833333333336,4.879986072345717,5.737227809767097,3.0159486895587886,3.2369350759459268,2.69875,3.034999999999999,2.7443404134825737,3.1163422859863665,1.8591887928212882,2.200234690885278
2001-11-30,POMKH,2.86,4.484999999999999,3.73,1.85,2.4633333333333334,2.34,3.775,3.826666666666666,2.28,3.03875,3.3374999999999995,3.067755628415264,3.18873592101949,2.696125779076329,2.6196163069098937,4.3774999999999995,4.05875,3.874190202473759,4.3136805482806,3.2274058796873644,2.7949329698384053,4.158273809523809,3.8230357142857114,3.8446556971739483,4.677031313482728,3.765989765726294,3.989005759283537,2.2975000000000003,2.5174999999999996,2.1810569803688904,2.768697143893802,2.6809090252071552,2.5945412739077667,2.9963541666666664,3.090416666666666,2.590768776372379,3.0314296979248274,2.2276804950655946,2.1482034909691756,2.9655208333333336,3.059583333333333,2.5414354430390453,2.9549287599607674,2.0752525936461867,2.0639128740525714,4.350625,4.428749999999997,3.881833919086615,4.319861939182902,3.1643314257794213,3.443991762645786,4.84125,5.340833333333336,4.458658310074097,4.816105572359351,3.8756525602757446,3.7769294681262546,2.7253125000000002,2.7299999999999986,2.5586042480895443,2.913270564294578,2.2001073245349856,2.544734656886539
2002-02-28,POMRB,3.06,4.93,3.7616666666666654,2.45,3.7,3.7,4.89,5.35,2.65,2.9125,3.089999999999999,3.0646533770491584,3.061062728325024,3.7623152734728924,3.8251393638914344,4.2225,4.4087499999999995,4.296514121484256,4.328712387626754,4.526933174240362,3.9939092755458763,4.174702380952381,4.017202380952378,3.811460084971035,4.6999146645608,4.254862184211861,3.8563305721340235,2.6775,2.1925,2.288634188221334,2.584312092186821,3.2488094400863856,3.057955115070521,2.9587499999999998,3.048541666666666,3.0344612658234276,3.2511962553503544,3.6936884310844396,3.6257695248181196,2.927916666666667,3.017708333333333,3.0048612658234273,3.180637366372844,3.7535667391670633,3.5582532168325427,4.499999999999999,4.362499999999998,4.285100351451969,4.54804104971378,4.722131982091103,5.210947939767057,4.998749999999999,4.778333333333336,4.8151949860444585,5.0183966872548265,4.914763223544639,5.273341043270799,2.856875,2.6674999999999986,2.5951625488537267,2.8139805429116564,3.4205943037728668,2.872250599682225
2002-05-31,PREMON,3.68,5.55,5.722857142857142,4.91,4.43,4.43,6.68,6.96,4.7925,2.83875,2.987499999999999,3.310792026229495,3.2766135737911193,5.054321129376484,4.223593676133417,3.968125,4.3462499999999995,4.797908472890553,4.343796613403106,6.589681744259752,5.452283994065597,4.12735119047619,4.299345238095237,4.576018908125478,4.722909991998418,5.3316981715115235,5.6988328712072525,3.15375,2.4025,3.3371805129328007,3.009420569676014,4.4995372591986,4.061930012705178,3.112916666666667,2.944166666666666,3.5926767594940565,3.5842785373721138,4.919625660719205,4.7265842515269565,3.0975,2.913333333333333,3.574916759494056,3.517066113835884,5.325625528569008,4.781086128515358,4.839375,4.338749999999997,5.243060210871182,5.5238317841906,6.755300037888299,6.392292881400444,5.152083333333334,4.9041666666666694,5.673116991626675,6.208362796800556,6.339848356582206,6.342341350444293,2.9281249999999996,2.7831249999999987,3.4740975293122363,3.2338798036273033,4.355267243733205,4.201593734891775
2002-08-31,MONSOON,1.75,1.43,2.9857142857142853,2.6,1.3,1.3,3.3,4.236666666666667,2.0,2.87625,2.837499999999999,2.686475215737697,2.5643282651187067,2.151871712288412,2.2639173952496563,3.9937500000000004,4.098749999999999,3.450745083734332,4.358933367819262,2.3498132997164483,2.4689749050054624,4.370059523809523,4.050059523809522,3.9398970591610007,4.746017807889981,3.2335061391146676,3.5457121858185108,3.57375,2.9524999999999997,3.04230830775968,2.8800118075729975,1.8470790681430467,1.668005901020797,3.43375,2.9733333333333327,2.675606055696434,3.358168514728936,1.1570712268263668,0.8709238886570456,3.43375,2.9425,2.6649500556964334,3.3121171641697544,1.3865112403127346,1.0100716201377011,5.0925,4.661249999999997,4.465836126522709,4.896158794852071,2.064784745950712,1.7646869071433968,5.069583333333333,5.093333333333336,5.098536861642672,5.399275245675383,3.015948689558795,3.2790659390490786,2.9431249999999998,2.9306249999999987,2.8844585175873414,2.9772750890002477,1.5316026958805282,1.8523739695768793
2002-11-30,POMKH,2.87,3.4400000000000004,4.348333333333334,3.46,3.58,3.58,5.2,4.296666666666667,2.26,3.00875,2.839999999999999,2.759885129442618,2.563862446377887,2.3327175119757797,2.552428643597584,4.857083333333333,3.8374999999999995,3.4464470502405993,4.374122886090852,3.313409154218285,3.0980992575859987,4.528154761904761,4.204642857142855,4.103271568829934,4.769238693823169,3.5876139707403567,3.396821123843071,3.8625,3.355,3.2093849846558085,2.9681657825126804,2.5200664666337427,2.2981257252936946,3.7412500000000004,3.2524999999999995,3.0373636334178604,3.5069889795884683,2.3512183349456484,2.520612914030743,3.7412500000000004,3.2525,3.0309700334178604,3.4701794198106484,2.127986950423971,2.158709010983209,5.217499999999999,5.017499999999997,4.759501675913626,5.100708242561471,3.355794270344288,3.78488852863555,4.907916666666667,5.210833333333337,4.77778878365227,4.775011382208837,3.8756525602757534,3.7852639634681955,2.8378124999999996,2.925624999999999,2.6346751105524047,2.796591814611408,2.0506079625298734,2.3939984343358005
2003-02-28,POMRB,3.35,6.18,5.085,4.2,5.15,5.15,5.49,4.2200000000000015,2.79,3.16875,2.9124999999999988,2.995931077665571,2.8249279614632363,3.479107895695988,3.3696052492599264,5.627916666666666,4.1499999999999995,4.539868230144359,4.389365358295799,4.612927424821233,4.134107713808983,4.657369047619048,4.535476190476189,4.495962941297961,4.792573198250113,4.532349287923964,4.147089282899493,3.841875,3.7925000000000004,3.605630990793485,3.2347841867995006,3.3063177732370095,3.004903105203308,3.8675,3.6149999999999993,3.882418180050716,3.913871908080355,3.74794643262871,3.9648051187091227,3.8675,3.615,3.8785820200507164,3.878665919746866,3.8056701038921283,3.606434715862738,5.023750000000001,5.167499999999997,5.051701005548176,5.37790079181257,5.031816597079694,5.350190703335522,4.595000000000001,4.928333333333338,4.554673270191363,4.303533775313048,4.914763223544649,5.284570449147283,2.62125,2.960624999999999,2.696805066331443,2.7556308053530776,3.2553665793730824,2.8073700717335663
2003-05-31,PREMON,4.45,11.206666666666665,5.664285714285714,5.47,5.44,5.44,7.08,6.796666666666668,3.81,3.18625,3.1049999999999986,3.5775586465993428,3.603016544268811,4.894227633950304,3.9449289752044625,5.630416666666667,5.564166666666666,7.206587604753281,4.4046609884225845,6.67566828813409,5.52774502622842,4.714363095238095,4.520833333333332,4.963292050493062,4.816021875874013,6.207600025293086,6.403866760006385,3.8187499999999996,3.9325,4.351378594476091,3.8029286100340323,4.993621696507553,4.608776296816807,3.8675000000000006,3.8674999999999997,4.505450908030429,4.356945155534134,4.824065544056978,4.77222541817424,3.6662500000000002,3.8675000000000006,4.503149212030429,4.3230451808440815,5.376058868752675,4.661747575762497,4.61375,5.2674999999999965,5.863020603328906,6.282309201393101,7.0928083780448485,6.503058747046664,4.277291666666668,4.887500000000005,5.451470628781485,5.593991793895992,6.339848356582213,6.436144659469541,2.545,2.714999999999999,3.142083039798866,2.9633747191995905,4.317999613787412,4.378276789507838
