Date,Season,Sheikhpura,Barbhiga,Shekhopur Sarai,Sheikhpura_Trend,Sheikhpura_SMA,Sheikhpura_EWMA,Sheikhpura_DES,Sheikhpura_TES,Sheikhpura_ARIMA,Barbhiga_Trend,Barbhiga_SMA,Barbhiga_EWMA,Barbhiga_DES,Barbhiga_TES,Barbhiga_ARIMA,Shekhopur Sarai_Trend,Shekhopur Sarai_SMA,Shekhopur Sarai_EWMA,Shekhopur Sarai_DES,Shekhopur Sarai_TES,Shekhopur Sarai_ARIMA
1998-08-31,MONSOON,1.6,3.6141666666666654,3.622,4.69875,4.712500000000001,4.257875525632,4.202519795804509,2.443139217952288,2.948773519947653,4.180084325396825,4.180084325396825,4.244514324870095,4.171878271641559,3.6657629190522614,3.5278372262670743,4.535625,4.535625,4.4160861380608,4.6308049459566325,3.5007772346515247,3.6220002198146894
1998-11-30,POMKH,3.44,3.1223611111111107,4.3775,4.6781250000000005,4.712500000000001,3.9307253153792,3.94553474126402,3.2236676386175844,3.2644696153424575,4.180084325396825,4.180084325396825,3.795653039366501,3.894089123149797,3.168138516656028,3.0065446440652477,4.5356250000000005,4.535625,4.400651682836481,4.581811115578951,4.370057874647348,4.37749982855868
1999-02-28,POMRB,5.98,4.3638095238095245,4.348,4.7875000000000005,4.685000000000001,4.75043518922752,4.439509290614366,5.915398533436103,5.895259575318949,4.180084325396825,4.180084325396825,4.02291563314371,4.013004423512888,4.415599235499499,4.129617333041653,4.535625,4.535625,4.379591009701889,4.52546377926156,4.517280809573116,4.3480001363597935
1999-05-31,PREMON,7.665,5.62,5.795,4.90375,4.6712500000000015,5.916261113536512,5.410552532815728,7.514059146971846,7.35965408175154,4.180084325396825,4.180084325396825,4.661749379886226,4.512628898508761,5.671514217526641,5.348959457993276,4.535625,4.535625,4.945754605821133,4.87393888508602,5.889119678166091,5.794999890194873
1999-08-31,MONSOON,2.53,3.6141666666666654,3.622,4.9037500000000005,4.903750000000001,4.561756668121907,4.8228589835642985,1.8618456807293269,2.396735372354186,4.180084325396825,4.180084325396825,4.242716294598401,4.349514661020661,3.6654099760965217,3.517947249038587,4.535625,4.535625,4.41625276349268,4.593783107034184,3.5012320968752877,3.6220000891313595
1999-11-30,POMKH,3.44,3.1223611111111107,4.3775,4.9106250000000005,4.903750000000001,4.113054000873144,4.505975972495961,3.6949342765149016,3.726112402618356,4.180084325396825,4.180084325396825,3.7945742212034848,4.035220351451209,3.1713140262576682,3.0165517894368667,4.5356250000000005,4.535625,4.400751658095608,4.535164268442587,4.370317684469435,4.377499927268463
2000-02-29,POMRB,5.98,4.3638095238095245,4.348,5.09875,4.903750000000001,4.859832400523887,4.92778752612484,6.153385664553839,5.825900924719043,4.180084325396825,4.180084325396825,4.0222683422459005,4.118111925445552,4.414697086859892,4.182698250541922,4.535625,4.535625,4.379650994857364,4.473883372488174,4.5174292086680286,4.3480000595572585
2000-05-31,PREMON,7.72,5.62,5.795,5.32125,4.917500000000001,6.003899440314332,5.833275877855846,7.7208478007173404,7.365688107344344,4.180084325396825,4.180084325396825,4.6613610053475405,4.582637774444903,5.670915175012995,5.38862973403948,4.535625,4.535625,4.945790596914419,4.82031647552021,5.889204441284097,5.794999951116188
2000-08-31,MONSOON,3.98,3.6141666666666654,3.622,5.444583333333334,5.280000000000001,5.194339664188599,5.570873031593146,2.2943431449996585,2.782205971985773,4.180084325396825,4.180084325396825,4.242483269875191,4.3889241042425065,3.665064728117994,3.5274478850996003,4.535625,4.535625,4.416274358148652,4.541774779534003,3.501280512168807,3.622000040186601
2000-11-30,POMKH,3.77,3.1223611111111107,4.3775,5.572916666666666,5.362500000000001,4.624603798513159,5.2226368171976425,3.9664235959074228,4.094184333254802,4.252154637896825,4.180084325396825,3.7944344063695583,4.050192051909633,3.172389337961736,3.018976268387922,4.5356250000000005,4.535625,4.400764614889191,4.487102844990062,4.370345338482794,4.377499966927968
2001-02-28,POMRB,6.636666666666668,4.3638095238095245,4.348,5.689166666666667,5.526666666666667,5.429428945774562,5.696723850628297,6.487165427323754,5.92356384649532,4.804954117063493,4.180084325396825,4.022184453345544,4.1135094874342775,4.414452064999341,4.174813617447592,4.535625,4.535625,4.379658768933514,4.431348238479175,4.5174450041792635,4.3480000272366865
2001-05-31,PREMON,8.09,6.1965625000000015,5.795,5.759166666666667,5.6191666666666675,6.4936573674647375,6.556009240701351,8.250905060046183,7.633948202426509,5.285683283730159,4.324224950396825,4.891935672007328,4.7424241319213305,5.670691315602804,5.3848202241644145,4.535625,4.535625,4.945795261360109,4.784081332034457,5.88921346341375,5.7949999775580565
2001-08-31,MONSOON,4.54,7.46,3.622,5.664583333333334,5.759166666666667,5.712194420478842,6.292868630547032,3.668850196969405,3.8670617298553047,5.285683283730159,5.285683283730159,5.919161403204397,5.733648696386842,3.7534765205396106,3.7449378644352382,4.535625,4.535625,4.416277156816065,4.512306424453543,3.5012856654541875,3.622000018497418
2001-11-30,POMKH,3.77,3.1223611111111107,4.3775,5.57,5.759166666666667,4.935316652287305,5.7766386479578715,4.076883014130877,4.164750562054457,5.285683283730159,5.285683283730159,4.800441286367082,5.267029089848181,3.8386626923994545,4.478742050307814,4.5356250000000005,4.535625,4.400766294089639,4.464345286266106,4.370348281947889,4.37749998475035
2002-02-28,POMRB,5.88,4.3638095238095245,4.348,5.651249999999999,5.57,5.313189991372383,5.869290573724347,6.745688853111241,6.240787461960686,5.285683283730159,5.285683283730159,4.625788581344059,5.160753902251153,4.97798318113745,4.168919037901451,4.535625,4.535625,4.379659776453783,4.414901606840834,4.517446685431318,4.348000012574055
2002-05-31,PREMON,8.09,6.1965625000000015,5.795,5.732500000000001,5.57,6.42391399482343,6.582935958747048,8.015645436631234,7.4855460670387295,5.285683283730159,5.285683283730159,5.254098148806436,5.5989543567829685,6.491849065018128,5.874560621144788,4.535625,4.535625,4.94579586587227,4.773548354361958,5.889214423710453,5.794999989631016
2002-08-31,MONSOON,5.19,7.46,3.622,6.00375,5.732500000000001,5.930348396894058,6.392039951141781,4.0582756312299875,4.448328349385685,5.285683283730159,5.285683283730159,6.136458889283862,6.3822268819174,6.347511878357092,6.864529877547424,4.535625,4.535625,4.416277519523362,4.506758705946607,3.501286213953039,3.6220000085512156
2002-11-30,POMKH,3.77,3.1223611111111107,4.3775,6.275,5.732500000000001,5.066209038136435,5.782014170224107,3.9246430667941254,4.234556222121837,5.285683283730159,5.285683283730159,4.930819778014762,5.719269028755919,3.3934068192128075,3.2216751053046107,4.5356250000000005,4.535625,4.400766511714018,4.462904597724495,4.3703485952345735,4.377499992947543
2003-02-28,POMRB,8.05,4.3638095238095245,4.348,6.234375000000001,6.275000000000001,6.2597254228818615,6.422746928032109,6.345782024425091,5.919125419520688,5.285683283730159,5.285683283730159,4.704015676332666,5.437084234523485,4.662119442551405,4.174989465577934,4.535625,4.535625,4.379659907028411,4.416675983288143,4.517446864368678,4.3480000058165755
2003-05-31,PREMON,8.09,6.1965625000000015,5.795,6.1937500000000005,6.275000000000001,6.991835253729117,7.029970111815724,8.947711218377194,8.406734184257864,5.285683283730159,5.285683283730159,5.301034405799601,5.717161200262165,6.414914868639446,6.094329197610932,4.535625,4.535625,4.945795944217046,4.777936350748574,5.889214525909686,5.794999995202621
2003-08-31,MONSOON,4.865,7.46,3.622,6.058125,6.1937500000000005,6.14110115223747,6.639849281185819,5.250386006184395,5.037415090467734,5.0902070932539685,5.285683283730159,6.16462064347976,6.3570780282978445,7.122929908776407,8.21555405809934,4.535625,4.535625,4.416277566530228,4.512826966468782,3.501286272320715,3.622000003956828
2003-11-30,POMKH,3.77,3.1223611111111107,4.3775,5.922499999999999,6.1937500000000005,5.192660691342482,5.940869802927332,3.941725526916712,3.9625918267426647,4.533910590277778,5.285683283730159,4.9477168305323005,5.595232693443141,3.2236212384412015,2.67715321305649,4.5356250000000005,4.535625,4.400766539918138,4.469947575686178,4.370348628566385,4.377499996736415
2004-02-29,POMRB,6.965,2.8,4.348,5.963125,5.9225,5.901596414805489,6.189402435726749,7.345222201187022,7.056515677061217,3.7987152777777777,4.894730902777778,4.08863009831938,4.791913939121304,4.502143599577646,4.172797722169124,4.535625,4.535625,4.379659923950882,4.424099345788746,4.517446883400413,4.348000002691818
2004-05-31,PREMON,8.09,3.31,5.795,6.00375,5.9225,6.776957848883294,6.747201468950491,7.910470031019718,7.693104584537609,3.4243402777777776,4.173090277777777,3.7771780589916286,4.241014223177086,6.086974343167821,5.235189152256511,4.535625,4.535625,4.94579595437053,4.785383810871229,5.889214536773453,5.794999997779767
2004-08-31,MONSOON,5.19,4.465,3.622,6.139374999999999,6.00375,6.142174709329977,6.428518192096796,4.800121886031271,5.04935247478592,3.424340277777778,3.4243402777777767,4.052306835394977,4.123031515568715,6.733469835860825,5.463732597075397,4.535625,4.535625,4.416277572622318,4.519860473243065,3.5012862785190735,3.6220000018312715
2004-11-30,POMKH,3.77,3.1223611111111107,4.3775,6.275,6.00375,5.193304825597986,5.726456105523714,3.8561174591062004,4.072873857337982,3.424340277777777,3.4243402777777767,3.68032854568143,3.671056056803013,2.172098964152151,2.204740602904571,4.5356250000000005,4.535625,4.400766543573391,4.476299565659257,4.370348632099938,4.377499998489545
2005-02-28,POMRB,8.05,2.8,4.348,5.9619791666666675,6.2749999999999995,6.335982895358792,6.2916730687473414,7.176536950431204,6.82884823580648,3.0499652777777775,3.4243402777777767,3.328197127408858,3.2274165289744805,2.656362535980411,2.825758866566821,4.535625,4.535625,4.3796599261440345,4.429599884875132,4.517446885411873,4.348000001245844
2005-05-31,PREMON,8.09,3.31,5.795,5.719375,6.2749999999999995,7.037589737215275,6.8399928698591275,8.445330602576734,8.14795437000874,2.675590277777778,3.4243402777777763,3.3209182764453145,3.0341404347575676,3.8830623211463333,3.370390385032861,4.535625,4.535625,4.945795955686421,4.789955217678565,5.889214537915519,5.7949999989724095
2005-08-31,MONSOON,2.685833333333333,1.47,3.622,5.5151893939393934,5.648958333333332,5.296887175662499,5.814504917253259,5.273531726756703,5.247260562783289,2.675590277777778,2.6755902777777765,2.5805509658671886,2.4045994008838667,5.171806860847006,4.518248359308058,4.535625,4.535625,4.416277573411852,4.523478404339767,3.5012862791645545,3.622000000847572
2005-11-30,POMKH,4.333333333333333,3.1223611111111107,4.3775,5.08639962121212,5.789791666666665,4.911465638730832,5.33481109789059,3.1121293694242116,3.1699287385431454,2.675590277777778,2.6755902777777765,2.7972750239647572,2.377361895595383,2.311985901081603,1.7692167900988442,4.5356250000000005,4.535625,4.400766544047112,4.478998602244808,4.370348632461778,4.37749999930091
2006-02-28,POMRB,5.8531818181818185,2.8,4.348,4.932212121212121,5.24058712121212,5.288152110511227,5.341478454933819,7.365955871202272,7.552887097316926,2.6755902777777774,2.6755902777777765,2.798365014378854,2.3101512982097256,2.2931490890429074,2.245802722781832,4.535625,4.535625,4.379659926428268,4.431455336120386,4.517446885611703,4.34800000057662
2006-05-31,PREMON,6.8565,3.31,5.795,4.932212121212122,4.93221212121212,5.915491266306736,5.6550318493174645,7.208810969396977,7.2205025800538,2.675590277777778,2.6755902777777765,3.0030190086273123,2.438782381553316,3.1477426731373033,2.5194100291690096,4.535625,4.535625,4.94579595585696,4.791032499436588,5.88921453802281,5.794999999524394
2006-08-31,MONSOON,2.685833333333333,1.47,3.622,4.932212121212121,4.932212121212119,4.623628093117375,4.807716133995417,2.8515995011112287,3.449019721909919,2.675590277777778,2.6755902777777765,2.3898114051763875,2.0557152137521664,2.6814124814776665,1.2302300152479997,4.535625,4.535625,4.416277573514176,4.523916719689223,3.50128627921899,3.6220000003922874
2006-11-30,POMKH,4.333333333333333,3.1223611111111107,4.3775,4.932212121212121,4.932212121212119,4.507510189203758,4.5183013253776005,3.4988946320247267,3.929560933794018,2.675590277777778,2.6755902777777765,2.682831287550277,2.225489109224898,2.8983097355721674,3.174848947869014,4.5356250000000005,4.535625,4.400766544108506,4.478923996861623,4.3703486324860235,4.377499999676435
2007-02-28,POMRB,5.8531818181818185,2.8,4.348,4.932212121212121,4.932212121212119,5.045778840794982,4.7111555365665145,6.1744776080451915,6.361472615554302,2.6755902777777774,2.6755902777777765,2.729698772530166,2.308429688362664,2.60815871569778,2.958454773516679,4.535625,4.535625,4.379659926465103,4.430992028691672,4.517446885618704,4.3480000002668815
2007-05-31,PREMON,6.8565,3.31,5.795,5.159295454545455,4.932212121212119,5.7700673044769895,5.202698284739636,7.019977312306626,6.860900678626874,2.675590277777778,2.6755902777777765,2.9618192635180995,2.5543114808203184,3.2086055851682342,3.536180579533548,4.535625,4.535625,4.945795955879062,4.7902629356954485,5.889214538019964,5.794999999779871
2007-08-31,MONSOON,2.685833333333333,1.47,3.622,5.386378787878788,4.932212121212119,4.5363737160195265,4.507198508885577,2.82306777448207,3.2024501829943475,2.675590277777778,2.6755902777777765,2.36509155811086,2.236029120946416,1.912755361833691,0.8075963481756506,4.535625,4.535625,4.416277573527437,4.522964963178029,3.501286279210516,3.6220000001815658
2007-11-30,POMKH,6.15,3.1223611111111107,4.3775,5.386378787878788,5.386378787878786,5.181824229611716,4.850485919149717,4.011162599707239,4.192775877668948,2.675590277777778,2.6755902777777765,2.6679993793109604,2.4483208991676695,3.10482291521339,3.1491970364359574,4.5356250000000005,4.535625,4.400766544116463,4.477881768397011,4.370348632474337,4.377499999850242
2008-02-29,POMRB,5.8531818181818185,2.8,4.348,5.3863787878787885,5.386378787878787,5.450367265039757,5.100443575776473,6.49502291950872,6.562671023744914,2.9436111111111107,2.6755902777777765,2.720799627586576,2.552119739852732,2.763708881727453,2.661273531674946,4.535625,4.535625,4.379659926469878,4.4299347152014406,4.517446885605182,4.348000000123523
2008-05-31,PREMON,6.8565,3.31,5.795,5.386378787878788,5.386378787878787,6.012820359023854,5.624905478149517,7.320571261197348,6.744981316980424,3.211631944444444,2.6755902777777765,2.9564797765519457,2.8042726314729434,3.2862523406422213,3.118270121095942,4.535625,4.535625,4.945795955881927,4.789234937358832,5.889214538005392,5.794999999898116
2008-08-31,MONSOON,2.685833333333333,3.6141666666666654,3.622,5.386378787878788,5.386378787878787,4.682025548747646,4.921111314134559,3.0402467780667632,3.1256066847072765,3.4071081349206347,3.2116319444444428,3.219554532597834,3.12801486255049,1.653579382704352,1.9238882738477376,4.535625,4.535625,4.416277573529156,4.522018326577653,3.5012862791953467,3.6220000000840353
2008-11-30,POMKH,6.15,3.1223611111111107,4.3775,5.423066287878788,5.386378787878787,5.269215329248588,5.239801038537033,5.367614950559378,5.328932763778029,3.9634046378968253,3.2116319444444428,3.1806771640031446,3.2587015610537655,3.4897542604096627,3.616953432333591,4.5356250000000005,4.535625,4.400766544117493,4.477046566690203,4.370348632458824,4.377499999930687
2009-02-28,POMRB,5.8531818181818185,4.3638095238095245,4.348,5.459753787878789,5.386378787878787,5.50280192482188,5.451914176178323,5.934333327649328,6.077238073703081,4.324224950396825,3.6025843253968235,3.6539301079256967,3.749509412611926,3.1006907379076525,2.6633422517082748,4.535625,4.535625,4.379659926470496,4.429228184249484,4.517446885589473,4.348000000057171
2009-05-31,PREMON,7.15,6.1965625000000015,5.795,5.459753787878788,5.459753787878786,6.161681154893128,6.015911546924675,7.0359634533345226,6.7048458626406315,4.324224950396825,4.324224950396824,4.6709830647554185,4.795345252809495,3.804251725789508,3.7121491223040612,4.535625,4.535625,4.945795955882298,4.788663858487341,5.889214537989572,5.794999999952845
2009-08-31,MONSOON,2.685833333333333,3.6141666666666654,3.622,5.611856060606061,5.459753787878785,4.771342026269211,5.251456840428027,3.001164377414473,3.198174716958857,4.324224950396825,4.324224950396824,4.248256505519917,4.905032222027437,3.691933963165791,4.277220431827995,4.535625,4.535625,4.416277573529379,4.521580703351007,3.5012862791794634,3.622000000038894
2009-11-30,POMKH,6.15,3.1223611111111107,4.3775,5.763958333333333,5.459753787878785,5.322805215761527,5.506070578496832,5.945342191388896,5.724413651962331,4.324224950396825,4.324224950396824,3.7978983477563943,4.76121858091629,3.824955520896736,3.1394748092083846,4.5356250000000005,4.535625,4.400766544117627,4.476733975763756,4.370348632442905,4.37749999996792
2010-02-28,POMRB,7.07,4.3638095238095245,4.348,5.763958333333333,5.763958333333331,6.021683129456916,6.005315921578746,5.8660099795867655,5.910423632270649,4.324224950396825,4.324224950396824,4.024262818177647,4.941783411638163,4.35790633202137,4.085859321441367,4.535625,4.535625,4.379659926470576,4.429027516596973,4.517446885573534,4.3480000000264605
2010-05-31,PREMON,7.15,6.1965625000000015,5.795,5.793958333333334,5.763958333333331,6.47300987767415,6.482382844343682,7.4876271461758375,7.270845383484664,3.9926798115079367,4.324224950396824,4.893182690906588,5.641286513251164,5.542490736993837,5.794782434573316,4.535625,4.535625,4.945795955882346,4.7885646094065635,5.88921453797362,5.794999999978175
2010-08-31,MONSOON,2.685833333333333,3.6141666666666654,3.622,5.877083333333333,5.763958333333331,4.958139259937823,5.624788541235647,3.0783480427275576,3.1394650655013594,3.5906584821428575,4.324224950396824,4.381576281210619,5.41925883273377,3.6882922374602076,4.209932762923865,4.535625,4.535625,4.416277573529408,4.521562327595014,3.5012862791635047,3.6220000000180015
2010-11-30,POMKH,6.3900000000000015,0.47,4.3775,5.930208333333334,5.823958333333332,5.530883555962695,5.855643130118433,6.273874033023316,5.867381235068693,3.553736979166666,3.6611346726190463,2.8169457687263715,4.199802062289349,3.4488118478163177,2.785555966280662,4.5356250000000005,4.535625,4.400766544117645,4.4767785885521585,4.370348632426942,4.377499999985153
2011-02-28,POMRB,7.495,3.8,4.348,5.930208333333335,5.930208333333332,6.316530133577617,6.383752436630333,6.6969611154757684,6.633477012230466,3.5872916666666663,3.520182291666665,3.210167461235823,4.062599686094953,4.055031242455648,3.609730178172513,4.535625,4.535625,4.379659926470587,4.4291180159685,4.517446885557568,4.348000000012247
2011-05-31,PREMON,7.15,6.465,5.795,6.036458333333334,5.930208333333333,6.64991808014657,6.761997449852083,7.367800018619775,7.240336748806539,3.8577604166666664,3.5872916666666645,4.5121004767414945,4.760900906496432,5.586519918788367,6.3632609397378115,4.535625,4.535625,4.945795955882351,4.788689842693005,5.889214537957654,5.794999999989899
2011-08-31,MONSOON,2.685833333333333,3.6141666666666654,3.622,6.089583333333333,5.930208333333333,5.064284181421275,5.816425730946795,2.9681626871044005,3.1225228098974807,4.248385416666666,3.5872916666666645,4.152926952711563,4.528128524533931,3.332022510817346,3.0282249890607895,4.675875,4.535625,4.416277573529411,4.521706020859552,3.501286279147538,3.6220000000083314
2011-11-30,POMKH,7.239999999999998,2.633749999999999,4.3775,6.093958333333333,6.142708333333332,5.934570508852764,6.210771139675916,6.469694276629863,6.057299010839917,4.371822916666666,4.128229166666665,3.5452561716269373,4.008232555046811,1.4130019453599414,0.8468196369878132,4.866750000000001,4.535625,4.400766544117646,4.476929001893002,4.370348632410974,4.3774999999931286
2012-02-29,POMRB,7.07,4.76125,5.47,5.906979166666666,6.036458333333332,6.388742305311659,6.525720818785489,7.467070960905863,7.3425466143938944,4.166145833333333,4.3685416666666645,4.031653702976163,4.175103495014525,4.290770005160727,4.113389030616698,4.6808749999999995,4.8161249999999995,4.828459926470588,4.738987657308558,4.517446885541601,4.348000000005668
2012-05-31,PREMON,7.61,6.49125,6.2,5.586250000000001,6.151458333333332,6.877245383186995,6.959318688299014,7.2109494384761845,6.960893326306547,3.68671875,4.375104166666665,5.015492221785697,4.873799658762461,6.610514590418966,6.114300110918026,4.1709375,4.917375,5.377075955882352,5.18833660277072,6.370346572271058,6.720443903987391
2012-08-31,MONSOON,0.73,1.9425,1.73,5.61625,5.6625,4.418347229912197,5.413892156990198,2.9768145443713596,3.2742657352286786,3.29609375,3.957187499999998,3.7862953330714184,4.12993307749077,3.84665942917197,3.77346138125555,3.6750000000000003,4.444375,3.9182455735294117,4.3669514990981275,3.9497716463566213,3.192729377615897
2012-11-30,POMKH,6.63,0.47,2.19,6.077500000000001,5.51,5.303008337947318,5.638755940150561,6.401476130769834,5.952730062241849,3.1726562499999997,3.416249999999998,2.459777199842851,3.048206789937572,2.152111144583239,0.9645021880928462,3.3387499999999997,3.8975,3.226947344117647,3.7422387732276152,3.8151954203045997,3.1710169467872187
2013-02-28,POMRB,7.92,3.8,3.69,6.4521875,5.7225,6.349805002768392,6.233343973117945,6.602969187254131,6.873018504766103,3.1990625,3.175937499999998,2.9958663199057103,3.0825399963968834,4.135886033832699,3.8778620050766275,3.246875,3.4525000000000006,3.412168406470588,3.5968113608530268,3.2623165514466352,4.27484867408358
2013-05-31,PREMON,10.45,6.465,5.29,6.760624999999999,6.432500000000001,7.989883001661035,7.543027497869393,7.325139728081094,7.53435867685678,3.7696875,3.169374999999998,4.383519791943426,3.9657276194117603,5.979614376640464,6.079836443212472,3.4118749999999998,3.2250000000000005,4.163301043882353,3.9249057520894453,4.890143501734076,5.578278413031919
2013-08-31,MONSOON,0.8875,2.18,1.905,7.2906249999999995,6.471875000000001,5.148929800996621,6.010018149802805,2.567744909232397,3.0217616175815163,4.5509375,3.228749999999998,3.5021118751660554,3.4928318892338464,2.242970336848212,2.0928008236456144,3.7775,3.2687500000000003,3.2599806263294115,3.3379277467583512,2.71408102065506,2.143112650250173
2013-11-30,POMKH,8.94,4.797499999999999,3.335,6.879375,7.049375,6.6653578805979725,6.846230767018512,7.491434377672452,6.232471886641074,4.7978125,4.310624999999998,4.020267125099633,3.850219777517026,0.963904753882026,1.7407519078657256,4.1137500000000005,3.555,3.289988375797647,3.208435142771823,3.1844321122344597,2.7461486539563507
2014-02-28,POMRB,9.85,5.7225,5.47,6.2071875,7.531874999999999,7.939214728358783,7.898454325720788,8.666582639054026,8.17668250799954,4.7746875,4.791249999999998,4.70116027505978,4.4754376727809975,4.5989710449140215,5.2446606331632495,4.2056249999999995,4.0,4.161993025478588,3.69899224142986,3.393029725380363,4.7880531347414745
2014-05-31,PREMON,5.23,6.5175,6.2,5.34625,6.226875000000001,6.855528837015269,7.501854087589702,10.306246063013521,9.767023947220096,4.4396875,4.804374999999998,5.427696165035869,5.307316331876731,7.15729548711295,6.745079066072263,4.0406249999999995,4.2275,4.977195815287153,4.385083530961469,5.728097964284078,6.165540806146704
2014-08-31,MONSOON,0.73,1.9425,1.73,3.6425000000000005,6.187500000000001,4.405317302209161,5.833685865528482,0.3388607953378244,0.41692303352224425,3.894375,4.744999999999997,4.033617699021521,4.614605087956797,2.9203596866866004,1.650762266425832,3.4525,4.18375,3.6783174891722923,3.7819300600320194,3.5829297934550994,1.8732186770569503
2014-11-30,POMKH,2.21,2.355,2.19,2.415625,4.505000000000001,3.5271903813254966,4.745663919089037,7.596271576132994,7.5428466309754985,3.5696875,4.134374999999998,3.362170619412913,4.0578885567878755,3.827215242497747,3.2810202144812775,2.78,3.8975,3.082990493503375,3.345594360414222,3.6056613810393534,2.822965851428517
2015-02-28,POMRB,2.95,3.8025,1.91,2.090625,2.7800000000000007,3.296314228795298,4.029484341773505,6.416718521974781,6.743720915428675,3.544375,3.6543749999999973,3.538302371647748,3.9731789275253635,5.028941545056652,4.4509751879687665,2.5962499999999995,3.0075000000000003,2.613794296102025,2.8898398219804147,3.142634150799864,4.335560501545467
2015-05-31,PREMON,2.315,5.84,4.38,2.2024999999999997,2.0512500000000005,2.903788537277179,3.3052528119681983,3.2235186657458765,4.6015831269467125,3.726875,3.484999999999997,4.458981422988648,4.523255925765043,6.173367214233806,5.6954325648661275,2.92625,2.5525,3.320276577661215,3.1614605015087744,4.058489635632018,3.8862982218219333
2015-08-31,MONSOON,1.045,2.4175,2.08,2.3,2.1300000000000003,2.1602731223663074,2.4420435465074397,-2.4883101407763655,-0.020324865930888336,4.123020833333333,3.603749999999997,3.642388853793189,3.987130019692465,1.7816694710327914,2.1194081652582937,3.62,2.64,2.824165946596729,2.8128940709577095,1.8488310450082195,2.197417108943895
2015-11-30,POMKH,2.79,3.34,4.48,2.849375,2.2750000000000004,2.4121638734197846,2.226453359359965,2.7164409401508243,4.245974263690332,4.451979166666667,3.849999999999997,3.5214333122759136,3.7698928718313107,2.6413130135360445,4.098543504573627,4.29875,3.2125000000000004,3.4864995679580373,3.1627282465831703,2.7652584172155366,2.487057500339163
