Date,Season,Kundahit,Jamtara,Narayanpur,Kundahit_Trend,Kundahit_SMA,Kundahit_EWMA,Kundahit_DES,Kundahit_TES,Kundahit_ARIMA,Jamtara_Trend,Jamtara_SMA,Jamtara_EWMA,Jamtara_DES,Jamtara_TES,Jamtara_ARIMA,Narayanpur_Trend,Narayanpur_SMA,Narayanpur_EWMA,Narayanpur_DES,Narayanpur_TES,Narayanpur_ARIMA
2001-05-31,PREMON,5.5,4.2,5.63,3.1081730769230766,2.9337500000000016,3.8565940614293255,3.558371865016095,5.794946601754157,6.378210330373991,3.5787500000000003,3.749999999999999,4.134040056331088,4.509480174240791,6.650326951682212,6.685666168883814,2.6843749999999997,2.9218750000000004,3.7831292040847053,4.365073151560479,5.210563617981416,5.0049018949888815
2001-08-31,MONSOON,1.57,2.77,0.29000000000000004,3.307596153846154,2.9737500000000017,2.9419564368575952,3.103034683774866,1.364090638919346,1.5390813167552366,3.5141666666666667,3.6316666666666655,3.5884240337986526,3.7059410970632456,2.0625953362068397,2.4336041823812478,2.7558333333333334,2.775000000000001,2.3858775224508233,2.919635279530882,1.0178459489838998,0.48963109879859934
2001-11-30,POMKH,2.9653846153846155,2.783333333333333,1.635,3.372596153846154,3.242596153846155,2.9513277082684035,3.044921527210907,2.353645080969238,2.355640928270832,3.735,3.525833333333332,3.2663877536125248,3.115528763576698,2.9853864118362945,3.164376890809977,2.8591666666666664,2.593750000000001,2.085526513470494,2.3451505177121166,2.354531029980703,2.183002326191761
2002-02-28,POMRB,3.455,4.256666666666667,4.116666666666666,3.332596153846154,3.3725961538461555,3.1527966249610424,3.125461295554301,3.5969443439014146,2.9711110898673665,3.86875,3.5024999999999986,3.6624993188341817,3.4355086014660414,3.979476336721281,4.195089980005657,2.8404166666666666,2.9179166666666676,2.897982574748963,3.168463261805808,2.8954259513403864,2.268968468569274
2002-05-31,PREMON,5.5,6.06,5.16,3.2925961538461537,3.372596153846155,4.091677974976625,3.7636847676623852,5.860368837279227,5.933929639173393,3.71,3.9674999999999985,4.621499591300509,4.720901798624582,6.287606404310457,5.143136650978303,3.0747916666666666,2.800416666666668,3.802789544849378,4.476185798963261,5.624862551432724,5.608662242405339
2002-08-31,MONSOON,1.25,1.98,0.61,3.2507211538461536,3.292596153846155,2.9550067849859754,3.2172078233790056,1.4182719647448518,1.329480935330869,3.5972916666666666,3.7699999999999987,3.5648997547803054,3.665947921244258,2.1949357624854824,3.1299270082453954,3.1314583333333337,2.880416666666668,2.525673726909627,3.090299440248634,0.598706061636705,0.39571005728347375
2002-11-30,POMKH,2.9653846153846155,2.3033333333333332,3.19,3.208846153846154,3.292596153846155,2.9591579171454314,3.151825360568923,2.343534175940643,2.475928597873338,3.352708333333333,3.649999999999999,3.060273186201517,2.967756952328287,2.9122962679022386,2.792575997905163,3.08875,3.269166666666668,2.7914042361457763,3.180344473862056,1.980115751845871,1.8914746738789878
2003-02-28,POMRB,3.12,3.835,3.015,3.246346153846154,3.2088461538461552,3.0234947502872593,3.1329369320914338,3.5885706915267437,3.3145048577422456,3.342083333333333,3.544583333333332,3.37016391172091,3.2057483800075395,3.8157561809447036,4.077081879180424,3.18625,2.9937500000000012,2.880842541687466,3.1502233995361495,3.9559332984847724,3.550820604530668
2003-05-31,PREMON,5.5,4.525,5.92,3.150673076923077,3.208846153846155,4.014096850172356,3.76526845386543,5.795873890073457,5.38979599287052,3.7025,3.160833333333332,3.832098347032546,3.801340656789379,6.066434469009152,5.815475466877781,3.0514583333333336,3.1837500000000007,4.096505525012479,4.714488941495288,5.417410256429509,5.427366209247256
2003-08-31,MONSOON,1.55,3.43,0.63,3.1012500000000003,3.283846153846155,3.0284581101034136,3.292755034292639,1.3648586123745405,1.459406834596379,4.002291666666666,3.5233333333333317,3.6712590082195273,3.72324285703656,1.6811381969908377,2.0969236440894385,2.793541666666667,3.188750000000001,2.7099033150074874,3.2015328885436363,0.7701321079528283,0.506088921174876
2003-11-30,POMKH,1.9,3.736666666666667,2.091666666666667,3.1849999999999996,3.017500000000001,2.5770748660620484,2.938336795692589,2.3508447009749447,2.969672371432078,4.380208333333334,3.8816666666666655,3.697422071598383,3.7897740071085075,2.8358904095964217,3.0250185137037553,2.4904166666666665,2.914166666666668,2.462608655671159,2.654475970080343,2.9654091672024823,2.7194452353881693
2004-02-29,POMRB,3.79,4.8,2.05,3.145,3.1850000000000005,3.0622449196372292,3.112958346532025,3.4115695621880837,3.041681466301391,4.84,4.122916666666665,4.13845324295903,4.38378975084298,4.075610746853264,4.327362118337177,2.319166666666667,2.6729166666666675,2.2975651934026953,2.240022304326796,3.3559273775302474,3.599398753242432
2004-05-31,PREMON,5.5,6.583333333333332,4.46,3.1368750000000003,3.1850000000000005,4.037346951782338,3.7521805792314673,5.76440541010477,5.810839608843526,5.100416666666667,4.6374999999999975,5.116405279108751,5.843584771109326,6.4833443091746386,5.409861057833012,2.3589583333333333,2.3079166666666677,3.162539116041617,3.195696774492542,5.780833952215531,5.683523108474794
2004-08-31,MONSOON,1.23,5.05,0.72,3.1556249999999997,3.1050000000000004,2.9144081710694025,3.2019736597484982,1.3387970894169463,1.2300146154839253,5.258333333333333,5.042499999999998,5.089843167465251,6.130171513968637,2.463638175632165,3.502603633380131,2.6599999999999997,2.3304166666666677,2.18552346962497,2.135549152086369,0.5877442151393231,0.6492407529295868
2004-11-30,POMKH,2.155,4.2,2.32,3.1706250000000002,3.16875,2.6106449026416416,2.927104291378173,2.274278340590101,2.4708888169905676,5.597916666666666,5.1583333333333306,4.733905900479151,5.728479738876917,3.804924667816219,3.9395206640731724,2.875,2.387500000000001,2.2393140817749817,2.084806633114531,2.286083199458335,2.5679048111808536
2005-02-28,POMRB,3.685,5.6,4.23,3.19875,3.1425,3.040386941584985,3.081086698717184,3.3919733062419124,3.389766906896554,5.71875,5.35833333333333,5.08034354028749,5.987251745235648,4.93201150621091,4.725571483741071,2.8025,2.932500000000001,3.0355884490649894,3.1001906130637638,2.4218514744910964,2.3252720344297693
2005-05-31,PREMON,5.725,8.5,4.0,3.166875,3.1987500000000004,4.114232164950991,3.7924812645508372,5.730134978997377,5.607872432246163,5.547499999999999,5.837499999999997,6.448206124172494,7.700501166361828,7.327183068837512,6.416409722811399,2.67875,2.817500000000001,3.4213530694389935,3.8460902709973004,5.0022677593403,4.8977447800899006
2005-08-31,MONSOON,1.23,4.1,0.6,3.065625,3.1987500000000004,2.9605392989705943,3.246122800461686,1.3490747858675582,1.3727819284776666,5.51,5.599999999999997,5.508923674503496,6.649493781814558,3.54642520471977,4.598410532980244,2.36875,2.7875000000000005,2.2928118416633962,2.6299181787294694,0.8228566263472592,0.73135817212406
2005-11-30,POMKH,1.9,3.78,1.45,3.0243749999999996,3.1350000000000007,2.5363235793823566,2.9054123458231804,2.2827901119747294,1.9814945737135234,5.514374999999999,5.494999999999997,4.817354204702097,5.492296850035875,4.4349541394917145,3.7342492583705327,2.19625,2.5700000000000003,1.9556871049980376,2.045781240208129,2.436929893216455,2.2336049897345447
2006-02-28,POMRB,3.13,5.72,2.62,3.01,2.9962500000000003,2.773794147629414,2.9176142091777106,3.3552082089159967,3.739217557584446,5.304375,5.524999999999997,5.178412522821258,5.507278807545723,5.328170546797997,4.95723392673882,2.2325000000000004,2.1675000000000004,2.2214122629988227,2.183823199968363,3.7317985647370517,3.36023230445489
2006-05-31,PREMON,5.95,8.415,4.23,3.0312500000000004,3.0525000000000007,4.0442764885776485,3.7082937482477054,5.604326197094624,5.492977366058726,5.0325,5.503749999999997,6.473047513692754,6.9628716786553815,7.6618338988341845,7.286637075175605,2.24,2.2250000000000005,3.0248473577992936,3.2034527032439746,4.2264096697633535,3.9397680960408166
2006-08-31,MONSOON,0.89,2.505,0.6599999999999999,3.2912500000000002,2.9675000000000007,2.782565893146589,3.0907827221674604,1.2835423445496545,1.4137101478973169,5.00625,5.104999999999997,4.885828508215653,5.141956588401385,3.787608257700868,4.002307847673758,2.440416666666667,2.2400000000000007,2.0789084146795758,2.205089839853979,0.6267986996433859,0.6512969972741192
2006-11-30,POMKH,2.41,3.2,1.45,3.4875000000000003,3.0950000000000006,2.6335395358879534,2.908474301421739,2.1700983542741574,1.8493137010656393,5.100624999999999,4.959999999999996,4.211497104929392,4.058658824884783,4.267168745637761,3.254002406291968,2.6120833333333335,2.2400000000000007,1.8273450488077452,1.7876412976513636,1.7258499910647194,1.5947708586426508
2007-02-28,POMRB,4.7,6.09,4.223333333333334,3.5324999999999998,3.4875000000000007,3.460123721532772,3.3561548888161257,3.3495080225127833,3.5991385493437686,5.009375,5.052499999999997,4.962898262957635,4.7070103868667195,5.068573627418992,4.962594205054603,2.5758333333333336,2.640833333333334,2.7857403626179806,2.951633033064839,2.968965475189436,3.2714841227055214
2007-05-31,PREMON,5.95,8.8,4.0,3.5881250000000002,3.4875000000000007,4.456074232919663,4.135883216699597,5.869364524143523,5.998956958757847,5.010625000000001,5.148749999999997,6.497738957774581,6.803889449055342,7.54246552248165,7.452656999652223,2.5683333333333334,2.583333333333334,3.2714442175707887,3.846237716066679,4.354084969664252,3.9382423815626804
2007-08-31,MONSOON,1.25,1.39,0.6,3.5075000000000003,3.5775000000000006,3.173644539751798,3.5763271449135274,1.503041487156851,0.8946569864733833,5.025,4.869999999999997,4.454643374664749,4.69638662081829,3.780576585017721,3.394993327613345,2.5679166666666666,2.568333333333334,2.2028665305424733,2.704039962859793,0.7577308225894006,0.6261183514930473
2007-11-30,POMKH,2.495,4.325,1.45,3.3791666666666664,3.598750000000001,2.9021867238510786,3.357798943664906,2.41373851721677,2.2411700710464117,4.95375,5.151249999999997,4.402786024798849,4.4047191949385445,4.013362065839226,2.897649722173693,2.727306547619048,2.568333333333334,1.901719918325484,2.143528276246491,1.6365697116777191,1.2991945636238977
2008-02-29,POMRB,3.97,5.08,4.2200000000000015,3.410833333333333,3.4162500000000007,3.3293120343106475,3.539450203749635,3.565890482355476,3.927962130683712,5.1781250000000005,4.898749999999997,4.673671614879309,4.589022868237545,5.121865101809882,5.570726022002676,2.929050595238096,2.567500000000001,2.829031950995291,3.1464025494468135,3.932915435184967,3.796876471674617
2008-05-31,PREMON,5.653333333333332,9.24,5.2784523809523805,3.5489583333333337,3.342083333333334,4.2589205539197215,4.170364167006434,5.923138507097736,5.923794508245178,5.32875,5.0087499999999965,6.500202968927585,7.070210454410299,7.358932753174393,7.409463056796893,3.0803422619047622,2.887113095238096,3.808800122978127,4.644653969408935,4.165465588992255,4.053732502014465
2008-08-31,MONSOON,1.8,2.745,0.9355000000000002,3.6317708333333334,3.479583333333334,3.275352332351833,3.706583426656993,1.496602374134367,1.0072881330076795,5.223750000000001,5.347499999999997,4.998121781356551,5.63364006033963,3.7359217057951413,2.8872100187958667,3.389696428571429,2.9709880952380963,2.659480073786876,3.452623125405501,0.7835978923906977,0.6089081882689351
2008-11-30,POMKH,3.05,4.175,2.3248333333333333,3.4810416666666666,3.618333333333334,3.1852113994110995,3.58453652794382,2.50290737800351,2.662181883012202,5.045624999999999,5.309999999999997,4.66887306881393,5.0580397468292535,4.2804488079843805,3.931297969150936,3.5896964285714286,3.1896964285714295,2.525621377605459,3.056966922100806,1.6627836618714475,1.3758185581138411
2009-02-28,POMRB,4.0775,4.39,5.82,3.361875,3.645208333333334,3.5421268396466594,3.7379920851388344,3.7350989571041975,4.30525842187761,5.25875,5.1374999999999975,4.557323841288358,4.690228000159512,5.29605515979675,5.010277065693642,3.5896964285714286,3.589696428571429,3.8433728265632756,4.604743690036123,4.334005833326643,4.338676070797171
2009-05-31,PREMON,4.34,8.504999999999999,5.2784523809523805,3.353125,3.3168750000000005,3.8612761037879952,3.947376152294557,6.0817441527999385,5.6969967359674465,5.517499999999999,4.953749999999998,6.136394304773015,6.597447472411692,7.340643926658375,7.652747941204347,3.5896964285714286,3.589696428571429,4.417404648318918,5.592832223854866,5.204201597321882,4.973806342437304
2009-08-31,MONSOON,2.16,5.1850000000000005,0.9355000000000002,3.2421875000000004,3.4068750000000003,3.1807656622727976,3.5517648722880293,1.4022978899300567,1.2654325130284572,5.498125,5.563749999999998,5.755836582863809,6.386185987440107,3.5580015968872782,3.1358791707303455,3.589696428571429,3.589696428571429,3.024642788991351,3.9630304901356768,1.116656049020765,0.8440125651729334
2009-11-30,POMKH,2.62,3.805,2.3248333333333333,3.4762500000000003,3.2993750000000004,2.9564593973636786,3.3013150360070806,2.4866619840208815,3.1576019436839315,5.6381250000000005,5.471249999999998,4.975501949718286,5.3983375420217765,4.6856114800332085,4.43638593553262,4.029889880952381,3.589696428571429,2.7447190067281437,3.24137571574944,2.3330148984692762,2.1135431941101492
2010-02-28,POMRB,3.62,4.605,5.82,4.0875,3.1850000000000005,3.221875638418207,3.33826576041438,3.64776179735926,3.783406148083732,5.663125000000001,5.524999999999998,4.827301169830972,4.970242488522247,5.5285677937589925,4.622346470497032,4.470083333333333,3.589696428571429,3.9748314040368866,4.480719124938376,5.536510765653063,5.53537280140655
2010-05-31,PREMON,6.67,9.41,8.8,4.42375,3.767500000000001,4.601125383050924,4.215843299252676,5.930805176676543,5.029852177484003,6.131875,5.751249999999998,6.660380701898584,7.209881173633499,7.569256015576724,7.589994918248132,4.470083333333333,4.470083333333334,5.904898842422132,7.340502673562004,5.377953601886621,5.49370321031521
2010-08-31,MONSOON,4.72,4.48,0.9355000000000002,4.49,4.407500000000001,4.648675229830554,4.512502609422584,1.677636566619557,2.3595989196935765,7.2075,5.5749999999999975,5.78822842113915,6.423339520078204,3.937263869078851,4.548053001604297,4.470083333333334,4.470083333333334,3.9171393054532793,5.308132235860184,1.3015959400913673,0.9902265318016672
2010-11-30,POMKH,2.75,8.26,2.3248333333333333,4.48375,4.44,3.8892051378983323,4.226851676794233,3.1545536180830758,3.1159492398657886,7.766249999999999,6.688749999999997,6.77693705268349,7.63615630482396,4.8233787353191,3.822896298634091,4.470083333333333,4.470083333333334,3.280216916605301,4.1434729271157575,2.6357999355688047,2.498090917175099
2011-02-28,POMRB,4.02,8.754999999999999,5.82,4.034999999999999,4.54,3.941523082738999,4.271509254622772,4.223232308623656,3.439002000632682,7.665,7.726249999999998,7.568162231610094,8.828279009147773,6.627901472046002,5.954626095627939,4.470083333333333,4.470083333333334,4.296130149963181,4.944405474351038,6.031313101526868,6.1022249186171855
2011-05-31,PREMON,6.22,9.73,8.8,3.6274999999999995,4.4275,4.852913849643399,4.900764989050793,6.476126169913615,5.692737591899302,7.034375,7.806249999999998,8.432897338966058,10.187485627722817,9.348056953615853,9.204355834884693,4.470083333333333,4.470083333333334,6.09767808997791,7.309499734781618,8.001166036993025,8.010757867084621
2011-08-31,MONSOON,1.58,3.35,0.9355000000000002,3.6475000000000004,3.6425,3.5437483097860394,4.218944653909575,2.0519404775279577,3.485465797857815,6.069375,7.523749999999997,6.399738403379634,7.751214535795691,5.391149732395702,4.318832572558901,4.173946180555556,4.470083333333334,4.032806853986745,5.023106891942416,1.1946096619444724,0.9717935558887307
2011-11-30,POMKH,2.63,4.345,2.3248333333333333,3.8175,3.6125,3.1782489858716234,3.8415035239819537,2.9250259827355687,2.199651829694891,5.67125,6.544999999999998,5.57784304202778,6.174768873288882,5.701762179859892,5.636522426586675,3.877809027777778,4.470083333333334,3.3496174457253804,3.7818621790775895,2.572212910420519,2.420879968784279
2012-02-29,POMRB,4.3,4.95,3.450902777777777,4.075833333333334,3.6825,3.626949391522974,3.931816064325998,4.012523833254292,4.1801382958400435,5.77015625,5.593749999999998,5.326705825216668,5.293792362912299,6.438666642247735,6.230042472412957,3.877809027777778,3.8778090277777784,3.390131578546339,3.394618059410249,6.039481200409859,5.962122796677998
2012-05-31,PREMON,7.3,10.35,8.8,4.244583333333333,3.9525000000000006,5.0961696349137835,4.843727797084148,6.349731752247013,6.408964153335728,5.867395833333333,5.7487499999999985,7.33602349513,7.477395773696613,8.353491814631075,7.921279520320663,3.877809027777778,3.8778090277777784,5.554078947127804,6.075362284427081,8.569007404962452,9.389757675947187
2012-08-31,MONSOON,2.5666666666666664,3.52125,0.9355000000000002,4.301875,4.199166666666667,4.084368447614937,4.412620244026342,2.1328300438776435,3.3114243777358094,6.118776041666666,5.791562499999998,5.810114097078,5.838014345191928,4.756192638002458,3.9648187879654255,3.8778090277777784,3.8778090277777784,3.7066473682766827,4.175232922469077,1.0007747517392387,0.9317984659998385
2012-11-30,POMKH,2.9933333333333336,4.951666666666666,2.3248333333333333,4.1875,4.29,3.647954401902296,4.1011648993684195,3.1615471491624243,2.4042128150852884,5.852239583333333,5.943229166666665,5.466735124913466,5.234822401074881,5.246369569891744,4.257322904111369,3.877809027777778,3.8778090277777784,3.153921754299343,3.2782535545701155,2.38920889799154,2.3081959480421026
2013-02-28,POMRB,4.395,6.354375,3.450902777777777,3.9483333333333333,4.31375,3.9467726411413775,4.177139048121323,4.270834013533909,4.392493736109926,5.335624999999999,6.294322916666665,5.82179107494808,5.519535147746007,6.219823831660303,5.285955440830319,3.877809027777778,3.8778090277777784,3.2727141636907167,3.1583687831332257,4.257346232974147,4.0381189324955695
2013-05-31,PREMON,6.29,6.813333333333333,8.8,3.8962499999999998,4.061249999999999,4.884063584684826,4.762547344681065,6.579981813738419,6.683702378942938,4.997968749999999,5.410156249999998,6.2184079783021815,6.047012991572472,8.496184236490587,9.118267796882174,3.877809027777778,3.8778090277777784,5.48362849821443,6.149309608301144,8.807895995889957,9.143787800832845
2013-08-31,MONSOON,1.663333333333333,2.925,0.9355000000000002,3.958958333333334,3.8354166666666663,3.5957714841442288,4.067681344172624,2.1499789946316294,1.9923972349523744,4.638671874999999,5.261093749999999,4.901044786981309,4.592229367143133,4.079390636719834,2.9831712774506456,3.8778090277777784,3.8778090277777784,3.664377098928658,4.393757714146006,1.0217660915615543,0.9258003255349623
2013-11-30,POMKH,3.4800000000000004,2.8466666666666662,2.3248333333333333,3.9658333333333333,3.957083333333333,3.5494628904865375,3.8939017939073475,3.0205378314665783,2.7968933475235316,4.350833333333333,4.73484375,4.0792935388554525,3.512422531862294,4.587508713855067,4.364318415721785,3.6396840277777778,3.8778090277777784,3.1285595926905283,3.5323286089635633,2.4070375858611834,2.2973794011372806
2014-02-28,POMRB,4.41,5.585,3.450902777777777,3.9379166666666667,3.9608333333333325,3.8936777342919227,3.984789203752042,4.2376726648205505,4.54164655265595,4.209791666666667,4.5424999999999995,4.681576123313271,4.107756765664249,5.238868030538294,5.256241711901733,3.4015590277777776,3.8778090277777784,3.257496866725428,3.3960055978450345,3.7637834420969054,2.999774517986642
2014-05-31,PREMON,6.33,5.28,6.8950000000000005,3.9200000000000004,3.970833333333333,4.868206640575154,4.596578459070186,6.555095592167762,6.666693020702849,4.448958333333334,4.159166666666667,4.920945673987963,4.529939139750418,7.562353296621409,7.2674844278309365,3.4015590277777776,3.401559027777778,4.712498120035257,5.1782011764115286,8.88532951656688,8.747763600431062
2014-08-31,MONSOON,1.4,3.33,0.9355000000000002,3.99,3.9049999999999994,3.4809239843450923,3.8557567219036386,2.136241589890525,2.056130617358589,4.7053125,4.260416666666667,4.284567404392778,3.932460871101531,3.01203403211094,2.694524423726258,3.401559027777778,3.401559027777778,3.2016988720211543,3.5512212517458313,0.9343926010231813,0.9338602954377394
2014-11-30,POMKH,3.6,4.355,2.3248333333333333,4.09,3.9349999999999996,3.528554390607056,3.7450606244382225,2.9639146029800996,3.143721844125124,4.7231250000000005,4.6375,4.312740442635667,3.9900840698990105,3.848086403590747,3.629057541089723,3.1821840277777778,3.401559027777778,2.850952656546026,2.90191110598307,2.3204371244837985,2.3216748540633714
2015-02-28,POMRB,4.85,6.1275,3.450902777777777,4.21125,4.044999999999999,4.057132634364233,3.9832123682929534,4.211397024348321,4.592645644881048,4.526875,4.773125,5.0386442655814,5.002014881008875,5.000082698124742,5.616558285335384,2.962809027777778,3.401559027777778,3.0909327050387265,2.9810155260393807,3.5175448324665153,3.1918983189648804
2015-05-31,PREMON,6.69,4.88,5.1400000000000015,4.36375,4.135,5.11027958061854,4.717492081611123,6.6089359270238575,6.302448196185069,4.56875,4.673125,4.97518655934884,5.1727737562163005,7.497581687081291,6.752477494328904,3.1872048611111112,2.9628090277777783,3.9105596230232362,3.983115886605606,7.498639934954091,7.295621362766159
