Date,Season,Depalpur,Indore,Sawer,Mhow,Depalpur_Trend,Depalpur_SMA,Depalpur_EWMA,Depalpur_DES,Depalpur_TES,Depalpur_ARIMA,Indore_Trend,Indore_SMA,Indore_EWMA,Indore_DES,Indore_TES,Indore_ARIMA,Sawer_Trend,Sawer_SMA,Sawer_EWMA,Sawer_DES,Sawer_TES,Sawer_ARIMA,Mhow_Trend,Mhow_SMA,Mhow_EWMA,Mhow_DES,Mhow_TES,Mhow_ARIMA
1996-02-29,POMRB,8.4375,7.105,12.25,7.86,,,8.4375,11.499764969759013,7.6389055397740915,0.0,,,7.105,6.556024325406396,6.157849401132638,0.0,,,12.25,9.375999706919064,10.554113527038751,0.0,,,7.86,7.8198904229166954,7.436748131349548,0.0
1996-05-31,PREMON,10.830000000000002,8.1,11.875,9.69,,,9.3945,13.692158065340731,11.4163457511361,4.8547197428603815e-05,,,7.503,6.827405091080541,12.422905600699904,6.123354779904439,,,12.1,9.80756121078228,14.462454162559041,9.643672652230029,,,8.592,7.846610190926649,11.085819411622785,3.984529338642347
1996-08-31,MONSOON,3.1260000000000003,2.345,3.7,3.390000000000001,6.642687500000001,,6.8871,12.767879102622816,3.7768117860042008,8.735228127255444e-05,5.091875,,5.4398,5.986776377744903,-0.7888213756734732,7.009954967211495,7.210624999999999,,8.74,8.69588017311356,5.070838120179842,10.590014580403533,6.760833333333334,,6.5112000000000005,7.8691608088346205,2.4548960295252122,5.326084853059981
1996-11-30,POMKH,4.746,3.32,3.755,6.093333333333334,6.4455,6.784875000000001,6.03066,11.951691280315165,4.4796741992578095,5.331234099036008e-05,4.794375,5.2175,4.59188,5.4827224514737685,1.9697734422307285,3.8743290820806227,6.263749999999999,7.895,6.7459999999999996,7.7952294624385425,5.4445831470461625,7.809334390541691,6.688333333333334,6.758333333333334,6.344053333333333,7.893586633088071,5.18573922999619,3.8562813571421732
1997-02-28,POMRB,7.3,6.1,6.775,7.88,6.479750000000001,6.500500000000001,6.538396,11.684721569029055,8.111216089454793,8.43749011792743,4.632499999999999,4.96625,5.1951279999999995,5.585380724051612,7.187190481667309,5.5616209422552885,6.4418750000000005,6.526249999999999,6.7576,7.598815833288505,8.499411261569309,8.827792784538529,6.747083333333333,6.763333333333334,6.958432,7.919276922752726,7.899547232606606,7.244476102559602
1997-05-31,PREMON,10.39,6.725,9.775,9.090000000000002,6.3245000000000005,6.3905,8.0790376,12.20776796023444,11.126806860204262,10.448076620243572,4.5175,4.622499999999999,5.807076799999999,5.784165906735,11.986465059714265,6.9608689181830385,7.1675,6.001249999999999,7.96456,7.975614013462902,10.563262703276845,8.120943973537981,6.8825,6.613333333333335,7.811059200000001,7.945847721016987,11.432401350959733,8.923575805057938
1997-08-31,MONSOON,3.8400000000000007,2.425,7.225,4.46,5.74925,6.569,6.38342256,10.44451920141558,3.431390828592944,2.9108281740630115,4.15,4.642499999999999,4.454246079999999,5.152826811375535,-1.9015119412449177,2.427352995366155,7.810625000000001,6.882499999999999,7.668735999999999,7.827207697468209,2.1419099133455193,3.8153225516058793,6.702916666666667,6.880833333333335,6.47063552,7.969372338144417,2.5530378383328847,3.315563525059364
1997-11-30,POMKH,2.79,2.32,6.035,6.1066666666666665,5.229749999999999,6.08,4.946053535999999,8.418493282224004,4.636973885730294,5.004640760211824,5.340625,4.392499999999999,3.600547647999999,4.619849560908729,1.7164392195571292,3.4509092152936054,8.4125,7.4525,7.0152415999999995,7.492382365021174,5.996112420555263,6.182641918565315,6.4279166666666665,6.884166666666669,6.3250479786666665,7.994064120278379,5.538955180663059,6.115151762804098
1998-02-28,POMRB,4.654,4.16,9.64,6.43,5.55259090909091,5.4185,4.8292321216,7.168421983623602,7.443040456696055,7.241278260022872,7.836125,3.9074999999999993,3.8243285887999994,4.525612092835729,6.395869298844571,5.256581533310125,8.465625000000001,8.168750000000001,8.06514496,7.864245989322713,9.983065696185667,9.513362232150074,6.488333333333333,6.521666666666669,6.3670287872,8.019036392327727,8.163557507244901,7.530802654359402
1998-05-31,PREMON,8.879999999999997,18.19,11.725,8.34,6.267431818181818,5.040999999999999,6.449539272959999,7.368508136991149,9.941458351472123,9.260133433744338,9.22475,6.77375,9.57059715328,7.036524245314932,10.367498839705396,5.497530310751388,8.158124999999998,8.656250000000002,9.529086976,8.54249548948949,12.79184555232583,10.583656026190553,6.650416666666666,6.334166666666668,7.15621727232,8.04535761393209,11.24655206388064,8.33038539437253
1998-08-31,MONSOON,7.9327272727272735,10.924000000000001,5.6999999999999975,5.6933333333333325,7.127556818181817,6.064181818181817,7.042814472866908,7.322186617297318,2.4284043649724545,2.474400270342463,10.381250000000001,8.8985,10.111958291968001,7.739140307171512,5.906769513871419,10.805020203130416,7.993499999999999,8.275,7.9974521855999985,8.018189952583455,4.220259334039846,6.742474804458702,7.176833333333333,6.642500000000001,6.571063696725333,8.06996612259775,2.2191214152439835,3.5593549967642697
1998-11-30,POMKH,4.415999999999999,4.93,5.1,6.170000000000001,9.143598484848484,6.470681818181816,5.992088683720144,6.287899863452102,4.479701111779793,5.012285089616743,10.931083333333335,9.551,8.039174975180801,7.2052543261906195,10.022396584786382,9.10305412744006,8.156687499999999,8.041250000000002,6.838471311359999,7.481230646523414,6.131257014107853,5.830715242372725,7.766166666666667,6.658333333333334,6.4106382180352,8.094957852754707,5.616379517287236,6.674341700992988
1999-02-28,POMRB,9.909,10.802,9.258,10.578,10.528205492424243,7.784431818181816,7.558853210232087,7.0729772920523795,7.54571404151103,7.124331546309076,10.363916666666666,11.211500000000001,9.14430498510848,7.8539062535339905,10.597780541817428,6.679398818800204,8.3379375,7.94575,7.806282786815999,7.7866492319543585,9.54110551938535,8.805045443873855,7.669916666666667,7.695333333333334,8.07758293082112,8.122979227871493,8.237283515651093,7.0961665154681395
1999-05-31,PREMON,19.753333333333334,15.946666666666667,13.4125,8.906666666666666,10.994270833333335,10.50276515151515,12.436645259472584,11.137880301845987,11.844538922618117,11.421306621144078,10.071166666666668,10.650666666666666,11.865249657731756,9.330442338511022,16.327540658299142,14.154887155390368,8.36325,8.367625,10.0487696720896,8.781379243865715,12.382220542447,10.536610209526335,7.3595,7.837000000000001,8.40921642515934,8.1499495125727,12.389613034448375,10.136966760690395
1999-08-31,MONSOON,8.13625,8.63,5.4625,4.3566666666666665,11.794566287878787,10.55364583333333,10.71648715568355,11.171893170428435,8.305138880712677,9.594007359919903,9.816166666666668,10.077166666666667,10.571149794639053,9.182220148792606,5.956122782160534,9.127257858772714,8.605062499999999,8.308250000000001,8.214261803253759,8.171279198097073,4.941566400554271,7.11620758040027,6.841104166666667,7.502833333333334,6.78819652176227,8.173928292455336,3.2109017938771425,4.551799489013836
1999-11-30,POMKH,7.941,4.882,5.54,5.023333333333333,11.858507575757576,11.434895833333332,9.60629229341013,10.952113473247005,7.509475079258795,6.728704053044513,9.295083333333334,10.065166666666666,8.295489876783432,8.37038720727707,8.383319045550738,6.0679245906482695,10.1315625,8.41825,7.1445570819522555,7.685474416705987,6.335501119909076,5.852625960454667,6.835833333333333,7.216166666666666,6.082251246390696,8.198415859410098,5.997035107008749,5.804338765205598
2000-02-29,POMRB,12.786363636363633,8.81,10.7525,7.5775000000000015,11.22931858766234,12.15423674242424,10.87832083059153,12.159716028104802,11.281755903087667,10.254250061558448,8.815916666666666,9.567166666666667,8.501293926070058,8.434386295593697,10.105104772540727,7.696643309435119,12.064687500000002,8.791875000000001,8.587734249171353,8.221780832700972,9.872487445627517,9.077786146857788,7.338541666666668,6.4660416666666665,6.680350747834417,8.224683832850424,8.217077727219591,7.671226038808385
2000-05-31,PREMON,17.387500000000006,13.77,24.13,11.865,11.763858766233767,11.56277840909091,13.48199249835492,14.712924912349662,16.65627968176151,16.34250043931731,9.507333333333333,9.023000000000001,10.608776355642036,9.401232638704057,14.754573131104966,13.092006292235109,14.177291666666665,11.47125,14.804640549502814,11.058587864759303,13.340845733658623,11.985210559558606,7.961041666666667,7.2056249999999995,8.75421044870065,8.253904236222297,11.587198488202965,8.384778811302391
2000-08-31,MONSOON,5.468571428571429,6.973333333333334,10.21,5.420000000000001,12.853563311688314,10.895858766233768,10.276624070441525,13.086515441139953,9.271325321252451,8.930434613088572,11.572916666666666,8.608833333333335,9.154599146718555,8.93426815393399,3.9481784892539853,7.397443951129027,16.559895833333332,12.658125,12.966784329701689,10.887257395384264,11.162932009611918,12.038218557113765,9.0553125,7.4714583333333335,7.420526269220391,8.278865157129413,3.395534068686466,5.810703478433965
2000-11-30,POMKH,14.885,12.07,17.693333333333328,8.94,13.157802579365079,12.631858766233767,12.119974442264915,14.356875260815116,7.634816721571568,6.102313807962151,14.0871875,10.405833333333335,10.320759488031133,9.494366524470422,6.62847699470184,4.55769344615671,16.704166666666666,15.69645833333333,14.857403931154344,12.088114897514693,11.76204434798137,10.343415829677568,10.113124999999998,8.450625,8.028315761532234,8.306257719069682,6.412291479536263,6.01708247345668
2001-02-28,POMRB,14.56,18.146666666666665,17.66,12.415,13.880873015873014,13.075267857142858,13.09598466535895,15.300938649406456,13.503654665758697,13.279869173772106,16.040958333333332,12.740000000000002,13.451122359485346,11.070752185012038,14.793751302696375,13.067903289347912,15.9340625,17.423333333333332,15.978442358692606,13.065687596240734,18.92663640314769,16.05694877184709,10.719999999999999,9.66,9.78298945691934,8.33605949619323,9.551315113817466,9.334847901766135
2001-05-31,PREMON,18.047777777777775,24.5475,18.376666666666672,15.489999999999998,14.36978373015873,13.2403373015873,15.07670191032648,17.154052938892644,18.574591639724154,18.218311414375044,16.938791666666667,15.434375000000003,17.889673415691206,13.533702447256283,22.79220698582702,20.018241906538023,15.367708333333336,15.985,16.93773208188223,13.994798822582961,21.237355470159986,20.205864607665017,10.665,10.566249999999998,12.065793674151603,8.368009125241489,13.8409030490443,11.487904128702896
2001-08-31,MONSOON,10.592857142857145,11.825999999999999,9.8025,6.65,14.614130952380952,14.521408730158727,13.283164003338747,16.294273886917868,9.78022702336574,8.585350832228011,18.28995833333333,16.64754166666667,15.464204049414723,13.191132958312348,13.959938256097056,15.12633581319102,15.441041666666669,15.883124999999998,14.083639249129337,13.219089699770485,11.698390167074656,10.535744745255602,11.839875,10.873749999999998,9.899476204490963,8.394096415441885,6.009149170539667,7.306366638793368
2001-11-30,POMKH,13.672,14.4,13.57,7.27,15.17065873015873,14.218158730158729,13.438698402003249,16.250093207429195,11.998245343754615,11.360942261909896,20.4708125,17.230041666666672,15.038522429648836,13.387170380603038,12.923011600874272,9.384023479190528,16.429375,14.852291666666666,13.878183549477603,13.258976858795318,11.788986502846392,10.105930108040827,14.63125,10.456249999999997,8.847685722694578,8.420667481027053,8.662762618651811,7.342398147515809
2002-02-28,POMRB,17.727777777777774,26.625999999999998,22.37,23.484,15.350718253968255,15.010103174603174,15.154330152313058,17.34841558465857,14.898697257983041,14.148304612067781,21.31225,19.349875000000008,19.6735134577893,15.801514419988667,18.231762969224548,15.553922840369768,17.948020833333334,16.029791666666668,17.27491012968656,14.868806032680007,16.715428875298542,14.233850285260496,16.122333333333334,13.2235,14.702211433616748,8.458216411576206,10.772818425572536,9.38400488810423
