Date,Season,Roorkee,Luksar,Gurukul Narsen,Bhagwanpur,Bahadrabad,Roorkee_Trend,Roorkee_SMA,Roorkee_EWMA,Roorkee_DES,Roorkee_TES,Roorkee_ARIMA,Luksar_Trend,Luksar_SMA,Luksar_EWMA,Luksar_DES,Luksar_TES,Luksar_ARIMA,Gurukul Narsen_Trend,Gurukul Narsen_SMA,Gurukul Narsen_EWMA,Gurukul Narsen_DES,Gurukul Narsen_TES,Gurukul Narsen_ARIMA,Bhagwanpur_Trend,Bhagwanpur_SMA,Bhagwanpur_EWMA,Bhagwanpur_DES,Bhagwanpur_TES,Bhagwanpur_ARIMA,Bahadrabad_Trend,Bahadrabad_SMA,Bahadrabad_EWMA,Bahadrabad_DES,Bahadrabad_TES,Bahadrabad_ARIMA
1996-02-29,POMRB,5.784999999999998,2.2336363636363634,5.87,4.6,4.8585,,,5.784999999999998,5.259913723944602,5.7195994970609645,0.0,,,2.2336363636363634,2.378970697688578,2.0255886047799874,0.0,,,5.87,5.747276589583262,5.5075180732797,0.0,,,4.6,4.559101984748116,4.2708159585825,0.0,,,4.8585,5.055658193452824,4.7340861467498785,0.0
1996-05-31,PREMON,7.528333333333332,4.1432142857142855,6.4,5.58,6.026875,,,6.482333333333331,5.9890721939786875,7.528344351878839,7.559575761180579e-07,,,2.997467532467532,3.8381233176760396,4.238355035985897,1.9149499114132191,,,6.082000000000001,6.043360743985165,6.680052675723777,5.869963110037139,,,4.992,4.990137226248332,6.329998948306991,4.599995120807117,,,5.325850000000001,5.239957745179906,6.097216720691069,4.567772426250279
1996-08-31,MONSOON,5.551,2.0895454545454544,5.22,2.38,4.467954545454545,6.189520833333333,,6.109799999999998,5.78432575085194,5.567777366852804,1.3146909842053578e-06,2.790661525974026,,2.634298701298701,3.916663374752807,2.365150746459644,3.1608307246193394,5.43375,,5.7372000000000005,5.845935321570404,5.224933073244459,6.1458735160141655,4.2475,,3.9472,3.8499930426257762,3.6585327575654505,5.291823236765974,5.089144886363637,,4.982691818181818,5.104088486163875,4.507785177076245,5.386894775315379
1996-11-30,POMKH,5.893750000000002,2.6962500000000005,4.58,3.77,5.00325,6.189520833333333,6.189520833333333,6.0233799999999995,5.771287142933914,5.93429517028239,1.0419632390173706e-06,2.790661525974026,2.790661525974026,2.659079220779221,4.171087606565099,2.7400603230956904,2.1614428961321375,5.34875,5.5175,5.27432,5.420224564112791,5.077425612595841,5.796396213551927,4.508125,4.0825,3.8763199999999998,3.8065862588117416,3.224550974171099,3.317284224956337,5.089144886363636,5.089144886363637,4.990915090909091,5.091414306476792,5.063594214755481,4.678770182611959
1997-02-28,POMRB,5.784999999999998,2.2336363636363634,5.2,5.92,4.8585,6.189520833333333,6.189520833333333,5.928027999999999,5.7286726604447,5.739400152783568,5.785000436565744,2.7906615259740257,2.790661525974026,2.488902077922078,4.035222302748839,1.9748044989028959,2.491137579812389,5.313750000000001,5.35,5.244592000000001,5.278923031872188,5.8423204345231525,5.511301532066065,4.6674999999999995,4.4125,4.693792,4.711788231150098,3.607117632534275,3.6103684638486846,5.089144886363637,5.089144886363637,4.937949054545455,5.054451822587765,4.773193448181487,4.934228683060799
1997-05-31,PREMON,7.528333333333332,4.1432142857142855,6.39,6.345,6.026875,6.189520833333334,6.189520833333334,6.568150133333333,6.479977903912754,7.544841810199272,7.528332446217241,2.7906615259740257,2.790661525974026,3.1506269610389612,4.773466327466326,4.20005963678325,3.2413327044295026,5.46625,5.3475,5.7027552,5.61301840146943,6.552183521801169,5.627965640710749,4.70875,4.60375,5.3542752,5.407260763361686,7.021399192943253,5.785217790840049,5.089144886363637,5.089144886363637,5.373519432727273,5.23897170433151,6.126211035313926,5.545260268372094
1997-08-31,MONSOON,5.551,2.0895454545454544,4.95,2.89,4.467954545454545,6.189520833333333,6.189520833333333,6.16129008,6.234177107583016,5.5815226758359655,5.550999111724796,2.790661525974026,2.790661525974026,2.7261943584415587,4.266366254682032,2.3362728608542644,2.601032973128606,5.7925,5.28,5.401653120000001,5.383275667083828,5.22504926919348,5.385284526502493,4.423125,4.73125,4.3685651199999995,4.306324724187275,4.400210265616465,4.644375596882166,5.089144886363637,5.089144886363637,5.011293477818182,5.1032825345424735,4.5292816815566725,4.799099096865496
1997-11-30,POMKH,5.893750000000002,2.6962500000000005,6.07,3.59,5.00325,6.189520833333333,6.189520833333333,6.054274048,6.144691345479089,5.9457474507079295,5.893749346803497,2.790661525974026,2.790661525974026,2.7142166150649354,4.065019664729431,2.7182840185160075,2.5025894655623184,5.95375,5.6525,5.668991872000001,5.599054268968072,4.83516377786901,5.038400185007924,4.1125,4.68625,4.057139072,3.9867000236988326,3.807965577111627,4.120461663260029,5.089144886363636,5.089144886363637,5.0080760866909095,5.0907555528185675,5.079531811863135,4.914816334694172
1998-02-28,POMRB,5.784999999999998,2.2336363636363634,6.32,3.815,4.8585,6.189520833333333,6.189520833333333,5.9465644287999995,6.010387827773595,5.74894193369701,5.784999503763172,2.7906615259740257,2.790661525974026,2.5219845144935067,3.629859784666835,1.958383371413605,2.4358671344374914,6.0334375,5.9325,5.929395123200001,5.88740870718153,5.935451767015378,5.5288522676485865,3.96875,4.16,3.9602834432,3.903322783281876,3.6690305415734223,4.740693697824571,5.089144886363637,5.089144886363637,4.9482456520145455,5.053913382846842,4.785009648428981,4.925503984152642
1998-05-31,PREMON,7.528333333333332,4.1432142857142855,6.56,5.965,6.026875,6.189520833333334,6.189520833333334,6.579271990613332,6.667714847136233,7.552791806146238,7.528332532077433,2.7906615259740257,2.790661525974026,3.1704764229818183,4.134388899023962,4.187676753956053,3.4606909061310978,5.908125,5.975,6.181637073920001,6.223898425660606,7.053011213805901,6.168980976563198,3.97,4.065,4.7621700659199995,4.78593050291732,5.603056486767928,4.536503851414979,5.089144886363637,5.089144886363637,5.379697391208728,5.2385316045294275,6.134971614925949,5.560824340871711
