Date,Season,Sinapali,Nuapada,Komana,Boden,Khariar,Sinapali_Trend,Sinapali_SMA,Sinapali_EWMA,Sinapali_DES,Sinapali_TES,Sinapali_ARIMA,Nuapada_Trend,Nuapada_SMA,Nuapada_EWMA,Nuapada_DES,Nuapada_TES,Nuapada_ARIMA,Komana_Trend,Komana_SMA,Komana_EWMA,Komana_DES,Komana_TES,Komana_ARIMA,Boden_Trend,Boden_SMA,Boden_EWMA,Boden_DES,Boden_TES,Boden_ARIMA,Khariar_Trend,Khariar_SMA,Khariar_EWMA,Khariar_DES,Khariar_TES,Khariar_ARIMA
2001-02-28,POMRB,4.23,6.783333333333332,5.09,3.25,4.6025,3.8800000000000003,3.695000000000001,3.7260820203022513,4.04640728133965,4.212078709550951,3.6482494439987714,5.27875,4.840833333333333,5.261016347679112,6.2986298597522845,4.696430797738628,5.2131742502889225,4.650625000000001,4.854999999999999,4.614717620653039,4.9195340509216035,4.2478495661819915,4.554701076100374,2.9987500000000002,3.1449999999999996,2.998153736613186,3.242438566745749,2.774420572757644,2.2946742405041065,4.789625,4.794625000000002,4.562331216968129,4.992978257984649,4.7961569490078135,4.6152838874270135
2001-05-31,PREMON,5.59,7.646666666666666,7.19,4.25,7.09,4.295,3.805000000000001,4.471649212181351,4.276279001407415,5.517329807140953,5.052473155105276,4.8533333333333335,5.406666666666666,6.215276475274134,8.004261502416206,7.851460946051083,7.085353882161909,4.2,4.914999999999999,5.6448305723918235,5.850642111036227,6.3561924618070265,6.405618665355463,2.59375,3.3,3.4988922419679116,3.6467509433787964,3.8624007797754163,3.783587065427305,4.2021250000000006,5.188125000000001,5.573398730180878,6.7048004586362255,6.248214112176716,5.779543250935129
2001-08-31,MONSOON,2.69,0.85,0.875,0.64,1.23,4.94125,3.955000000000001,3.7589895273088105,4.087835466315146,2.406624862446491,2.0605885206358403,4.6225,5.150833333333333,4.06916588516448,4.983143780858768,1.9864077989110918,1.5211807050838964,3.9856249999999998,4.386249999999999,3.736898343435094,4.7470899831275934,2.7607282394770754,2.457825847060537,2.4612499999999997,2.6975,2.3553353451807473,3.0020968877064864,3.1399690594338967,2.6631628286580096,3.9825,4.391125000000001,3.8360392381085266,3.7612528658363913,3.553601377969913,3.6436453702972007
2001-11-30,POMKH,6.03,2.9433333333333334,2.9,1.82,3.13,5.2525,4.635000000000002,4.667393716385287,4.371377863016711,3.788625043302289,4.031859627702001,4.7370833333333335,4.555833333333333,3.6188328644320213,3.849326372663705,4.045374093702913,3.532609171047071,3.840625,4.013749999999998,3.4021390060610566,4.288278889640128,3.346766528114447,2.5838021973167176,2.46375,2.4899999999999998,2.1412012071084483,2.7082003880669747,1.8223839254422036,1.9158593975176812,3.7934374999999996,4.0131250000000005,3.5536235428651155,3.0480475019316806,3.422857489561014,3.099961722035812
2002-02-28,POMRB,6.68,7.316666666666666,4.865,3.02,4.3575,5.410625,5.247500000000001,5.472436229831172,4.705657094469927,5.051217126374413,4.851401321194887,5.06,4.689166666666667,5.097966385325879,5.672644519137037,5.337131169529506,5.245549084244194,4.528125,3.9574999999999987,3.987283403636634,4.443238458579375,4.445639696640932,4.299527979256782,2.52,2.4324999999999997,2.492720724265069,2.762738125851883,2.668862747403605,2.3271256489333734,4.132499999999999,3.951875000000001,3.8751741257190693,3.540769140792281,4.32585215828575,4.028636120028347
2002-05-31,PREMON,5.63,8.030000000000001,6.255000000000001,4.5,5.8225,5.293749999999999,5.257500000000001,5.535461737898704,4.856241742903349,6.788611133610889,6.405338835241121,5.57,4.785000000000001,6.270779831195528,7.593586533332001,7.872643383630008,7.8048418385715035,5.497083333333333,3.723749999999998,4.894370042181981,5.009812931127734,6.526984255777705,6.50418518719248,2.87,2.4949999999999997,3.2956324345590415,3.2311067180201434,3.6515510764065437,3.5454881407070564,4.821666666666666,3.6350000000000007,4.654104475431442,5.105909655741466,5.831742742711051,5.80031038050934
2002-08-31,MONSOON,3.915,3.0500000000000003,7.31,0.84,5.21,4.7775,5.563750000000001,4.887277042739222,4.75756316093666,3.34759258502994,3.1837932341513175,5.909166666666667,5.335000000000001,4.982467898717317,5.848824007618153,1.7994246517269676,1.2878478450017015,5.785416666666666,5.332499999999998,5.860622025309189,5.861971066758729,2.2947336569702563,1.910522959502067,3.1937499999999996,2.5449999999999995,2.3133794607354248,2.6653957451738823,1.60161064690228,1.9348495268357042,5.223395833333333,4.630000000000001,4.876462685258865,5.721509942905436,2.9337886510345417,3.0883466733559652
2002-11-30,POMKH,3.87,4.823333333333333,4.216666666666667,4.42,4.663333333333334,4.942500000000001,5.023750000000001,4.480366225643533,4.665522141622008,4.805789589342227,5.87128090416092,6.1825,5.8050000000000015,4.918814072563723,5.422858012866687,4.144019575494086,3.8775588610166576,6.133541666666666,5.661666666666665,5.20303988185218,5.671918082887181,3.559984862487645,4.1989388290837715,3.1425,3.1949999999999994,3.156027676441255,3.118712110226,1.7524294238842433,1.7199199187687326,5.4485625,5.0133333333333345,4.791210944488652,5.553282396899608,3.902105418707816,4.636651538642995
2003-02-28,POMRB,4.71,8.15,5.855,3.01,6.037999999999999,5.485625000000001,4.531250000000001,4.57221973538612,4.697917123589069,5.216049513080627,5.615244456004049,6.392291666666667,6.0133333333333345,6.211288443538234,7.1095615873232445,6.479290061385924,6.249524104898268,5.704166666666667,5.909166666666666,5.463823929111308,5.939804880257744,4.915396761486024,4.716069509023312,3.255,3.1924999999999994,3.0976166058647525,3.1517985206553485,3.265360996488398,2.325553900895644,5.242666666666667,5.433458333333334,5.289926566693191,6.272271177619956,5.056958991723615,4.637060704938493
2003-05-31,PREMON,8.92,9.383333333333333,8.05,4.1,5.9433333333333325,5.8175,5.353750000000001,6.311331841231672,5.290581348847129,6.380735914619807,5.746199925225673,6.1640625,6.351666666666667,7.4801063994562735,9.17378358758541,8.544412961767943,7.809235217752034,4.770833333333333,6.357916666666666,6.4982943574667855,6.83379600144056,6.896137432543832,6.691654468435686,3.2600000000000002,3.0924999999999994,3.498569963518851,3.476799554384119,4.450158262470647,4.17660851356797,4.777,5.463666666666667,5.551289273349248,6.556010024116954,6.789693738629538,6.5750088869234995
2003-08-31,MONSOON,4.97,3.375,2.08,2.14,3.442,6.1425,5.617500000000001,5.774799104739003,5.277574539012363,3.931739631668703,3.8937974385169074,5.393541666666666,6.432916666666666,5.838063839673763,6.877756819565815,2.879818273890888,2.2563387447750722,4.43625,5.050416666666666,4.730976614480071,5.798857255896365,3.873547634578456,3.3475149726164104,3.0834374999999996,3.4174999999999995,2.9551419781113104,3.2231884072266284,1.4807252287333228,2.091787413239422,4.291333333333333,5.0216666666666665,4.707573564009548,4.865668083953424,3.6917221536007907,3.0642679893496787
2003-11-30,POMKH,5.47,2.6725,1.98,3.16,2.7060000000000004,6.24375,6.0175,5.652879462843401,5.333272152690792,5.516251501719902,5.52474419021863,4.914791666666666,5.895208333333333,4.571838303804258,4.707375008759082,5.035387420492004,4.104684598480377,4.33875,4.491249999999999,3.6305859686880426,4.785704970428936,3.8654933261023827,2.931547325222065,3.104375,3.1024999999999996,3.0370851868667863,3.2508500124830366,3.54808803000206,2.4390603106130735,4.1161666666666665,4.532333333333333,3.9069441384057293,3.3133682625184027,4.056502580215602,3.979724973615029
