Date,Season,Gandia,Hindol,Bhuban,Parajang,Kamakshaya Nagar,Sadar,Kankada Had,Odapada,Gandia_Trend,Gandia_SMA,Gandia_EWMA,Gandia_DES,Gandia_TES,Gandia_ARIMA,Hindol_Trend,Hindol_SMA,Hindol_EWMA,Hindol_DES,Hindol_TES,Hindol_ARIMA,Bhuban_Trend,Bhuban_SMA,Bhuban_EWMA,Bhuban_DES,Bhuban_TES,Parajang_Trend,Parajang_SMA,Parajang_EWMA,Parajang_DES,Parajang_TES,Parajang_ARIMA,Kamakshaya Nagar_Trend,Kamakshaya Nagar_SMA,Kamakshaya Nagar_EWMA,Kamakshaya Nagar_DES,Kamakshaya Nagar_TES,Kamakshaya Nagar_ARIMA,Sadar_Trend,Sadar_SMA,Sadar_EWMA,Sadar_DES,Sadar_TES,Sadar_ARIMA,Kankada Had_Trend,Kankada Had_SMA,Kankada Had_EWMA,Kankada Had_DES,Kankada Had_TES,Kankada Had_ARIMA,Odapada_Trend,Odapada_SMA,Odapada_EWMA,Odapada_DES,Odapada_TES,Odapada_ARIMA
1996-02-29,POMRB,2.918,3.955,6.085000000000001,2.4375,5.9775,3.507857142857142,5.045,3.236666666666667,,,2.918,8.046859702250789,2.928,0.0,,,3.955,6.2943839938828035,4.509435693695996,0.0,,,6.085000000000001,4.715721625538542,6.224078033575014,,,2.4375,10.782611711731919,3.7537421130815884,0.0,,,5.9775,5.334131703291799,6.75204268254042,0.0,,,3.507857142857142,5.6185523987782755,3.517857142857142,0.0,,,5.045,4.4154823994932055,5.885302188500669,0.0,,,3.236666666666667,7.477572764167769,4.096997901083499,0.0
1996-05-31,PREMON,6.1679999999999975,6.0950000000000015,8.842500000000003,7.4575,9.0075,4.8414285714285725,8.145,5.838333333333334,,,4.217999999999999,11.917339408532701,6.186836565096951,4.657965263431387e-07,,,4.811,5.664419025657156,6.156277673969665,1.0066451165865163e-06,,,7.1880000000000015,5.261796781650515,7.650410667974976,,,4.4455,18.81612602678328,6.051343982110824,2.659465262063209e-06,,,7.189500000000001,5.458526170201052,7.891831588401795,1.297878663264747e-06,,,4.041285714285714,6.775979341499816,4.860265136525525,3.5078551582902526,,,6.285,4.831831283553394,6.843270955232962,4.792930135459311e-07,,,4.277333333333334,10.34380125156188,5.6447057922910355,0.7089600837606702
1996-08-31,MONSOON,2.11,2.2549999999999994,3.935,1.1625,3.5875000000000004,2.555384615384616,3.895,2.158333333333333,3.984249999999999,,3.374799999999999,8.806417688243908,2.136534250044122,9.845897044270556e-07,4.135,,3.7885999999999997,4.596931503231672,1.6773225888748704,1.6422276070754427e-06,6.136562500000001,,5.886800000000001,4.325437148836983,3.803825938778201,3.5271875,,3.1323,12.517525281890387,0.9479851705667128,8.136596971940312e-06,6.227500000000001,,5.7487,4.184195444195771,3.4365230242531783,2.527808117386969e-06,3.6895947802197804,,3.4469252747252748,5.694573758925835,2.5819188654287375,4.41438439838502,5.726875000000001,,5.329,3.9156864347456297,3.817363850443612,1.362342250769439e-06,3.860625,,3.4297333333333335,8.209322136509147,1.9835089504166241,1.1801615417621374
1996-11-30,POMKH,3.7599999999999993,3.533333333333333,5.3775,2.115,5.68,3.4369230769230765,5.17,3.5116666666666667,4.0545,3.7389999999999994,3.528879999999999,6.7448537635486705,3.7931276440545347,1.0443081517983037e-07,4.341666666666667,3.9595833333333332,3.686493333333333,3.9377585620572346,3.1377913636779446,1.392835817153455e-07,5.9178125,6.060000000000001,5.68308,4.148299429286659,4.995032519580455,3.6503125,3.293125,2.72538,6.823856864758744,1.759417566076337,-6.136385389730874e-08,6.1759375,6.063124999999999,5.72122,3.964192646750762,5.290505261625971,1.5466003397743107e-06,3.7245741758241757,3.585398351648352,3.442924395604395,5.024357629863215,3.470050720977611,3.001068573460844,5.717499999999999,5.563750000000001,5.2654,3.791352552967163,4.923683995885431,1.7611678232858245e-06,4.081041666666667,3.6862500000000002,3.462506666666667,6.621539835244408,2.8053125602451736,0.6588113540274808
1997-02-28,POMRB,4.88,5.358333333333333,6.6975,4.3100000000000005,7.2925,4.341428571428572,6.35,4.631666666666667,3.7595,4.2295,4.069327999999999,5.836316964146375,2.954028352334717,2.917999150279856,4.269375,4.310416666666667,4.355229333333334,3.712966967742189,4.584734224531692,3.9549972436865763,5.4990625,6.213125000000002,6.0888480000000005,4.558636911441082,6.367794896436985,3.559375,3.7612500000000004,3.359228,4.9438260693958105,3.962977443770299,2.4374952080080465,5.817187499999999,6.391875,6.3497319999999995,4.446487442936404,7.0094179629777384,5.977498821895691,3.524951923076923,3.7937912087912093,3.8023260659340656,4.895867941274685,3.5438854951918572,3.6051014313558545,5.470000000000001,5.890000000000001,5.69924,4.26266891876005,6.079421928584024,5.044999940926498,4.042083333333333,4.035,3.930170666666667,5.860173312927441,4.140124873346533,3.119339460429048
1997-05-31,PREMON,4.768,6.345,6.48,6.569999999999999,7.2799999999999985,4.287692307692307,6.7650000000000015,6.206666666666666,3.4917499999999997,3.8795000000000006,4.348796799999999,5.070007258223203,6.434796611838728,6.643573478789288,4.142916666666666,4.372916666666666,5.1511376,3.7326966580588716,6.371218531009585,6.396076576323024,5.3275,5.6225000000000005,6.2453088,4.934080884164897,7.837131341322583,3.551875,3.5393750000000006,4.6435368,6.0173093696547255,6.749732925659737,8.27887690804545,5.640312499999999,5.959999999999999,6.721839199999999,4.983445758773317,8.45797189894498,9.298640662467998,3.3013736263736257,3.6553571428571434,3.9964725626373623,4.689983346741158,4.976939864707745,4.632399574118953,5.319374999999999,5.545000000000001,6.1255440000000005,4.930379503687647,7.3119635889345425,8.306701586740598,3.8697916666666665,4.127083333333333,4.840769066666667,6.298998307103469,5.8371678469195505,5.809578139148971
1997-08-31,MONSOON,1.15,1.4266666666666667,2.9475,1.3225,2.445,1.5121428571428572,3.295,1.4783333333333335,3.1595,3.639500000000001,3.0692780799999992,2.271439065278842,2.211209783546961,1.626993324665738,3.993958333333333,4.165833333333333,3.6613492266666667,3.03548592205842,1.8959499007189544,2.27091997079694,5.181875,5.375625,4.92618528,4.1310786739666,3.7566939112970616,3.4621874999999998,3.5793750000000006,3.3151220799999996,2.4911136920249892,1.1799761195001346,0.23427411660745923,5.5265625,5.6743749999999995,5.011103519999999,3.9771261951232035,3.333053497423057,3.291708742150278,3.0928434065934067,3.394546703296704,3.0027406804395604,2.981195617107378,2.6265371856818907,2.7688012427053805,5.108125,5.3950000000000005,4.993326400000001,4.249954794979454,3.8291207511669727,3.9290655799264065,3.6829166666666664,3.957083333333333,3.4957947733333334,3.477650281720358,2.1953986815741033,2.115843486590488
1997-11-30,POMKH,2.5780000000000003,3.35,4.9925,1.895,5.4075,2.6915384615384617,4.565,2.813333333333333,2.92275,3.3440000000000007,2.8727668479999995,1.9064894636963203,3.7479009829003185,3.344847018784758,3.6856250000000004,4.119999999999999,3.536809536,2.769010640227348,3.2463311840934463,3.1757758802556917,5.3034375,5.279375,4.952711168,4.173787993848848,4.861635857403093,3.4378124999999997,3.5243750000000005,2.7470732479999995,1.4903747808634003,1.9702365191126576,2.052741671640849,5.430625,5.606249999999999,5.169662111999999,4.127281670446812,4.883699147300697,5.264058622804119,2.9518131868131867,3.2082005494505506,2.878259792879121,2.499178852942438,3.3869073757812216,3.1402233840150924,4.8975,5.24375,4.8219958400000005,4.18032707470653,4.784234804947202,5.042343254455512,3.3685,3.7824999999999998,3.222810197333333,2.6218866762801345,2.9186794096448256,3.0268255452769917
1998-02-28,POMRB,3.404,4.3500000000000005,5.9175,3.8125,6.655,3.4185714285714286,5.265,3.835,2.9885,2.9750000000000005,3.0852601088,2.5711791429693784,3.282844081526097,3.750329259492963,3.544166666666667,3.867916666666666,3.8620857216,2.734702206994468,4.662583700033546,4.51273967777887,5.5721875,5.084375,5.338626700800001,4.584908291409913,6.2113174077535005,3.5859375,3.400000000000001,3.1732439487999997,2.9968569232742377,4.047095787318303,3.3040421101083965,5.5103125,5.4468749999999995,5.763797267199999,4.744126861452057,6.641821438145153,6.447870950993797,3.0996222527472526,2.9774862637362647,3.094384447156044,2.687365685776906,3.590777272616726,3.895303861864522,4.813124999999999,4.9725,4.999197504,4.432158951489558,5.824903960774176,5.308351751805402,3.2849464285714283,3.583333333333333,3.4676861183999996,2.9247747603609495,4.163827004864048,3.7710479026179917
1998-05-31,PREMON,4.3500000000000005,4.886666666666667,8.232500000000002,6.8725,7.15,4.082307692307692,6.165,4.488,3.1424999999999996,2.8705000000000007,3.59115606528,3.988053744455187,5.58631874490434,5.3783076242472845,3.5464583333333337,3.503333333333333,4.271918099626667,2.8304209136481395,6.334856320324015,6.155472408286013,5.573437500000001,5.5225,6.496176020480002,5.8326851427475255,7.623455029162033,3.7475,3.475625000000001,4.65294636928,7.941857500961428,6.662801694665083,7.290415774539033,5.572187499999999,5.414375000000001,6.31827836032,5.513236372268866,8.011579224540668,8.05156070401721,3.2736263736263735,2.926140109890111,3.4895537452167034,3.3295968426841003,4.5008941471048,4.327870497119708,4.825625,4.8225,5.4655185024,5.036931211235718,6.852177904256335,7.021230719440958,3.4952738095238094,3.153666666666666,3.87581167104,3.75584208803182,5.770247679202361,5.844298004258035
