Date,Season,Paparahandi,Raighar,Nabarangapur,Kosagumuda,Dabugan,Umarkote,Nandahandi,Jharigan,Chandahandi,Tentulikhunti,Paparahandi_Trend,Paparahandi_SMA,Paparahandi_EWMA,Paparahandi_DES,Paparahandi_TES,Paparahandi_ARIMA,Raighar_Trend,Raighar_SMA,Raighar_EWMA,Raighar_DES,Raighar_TES,Raighar_ARIMA,Nabarangapur_Trend,Nabarangapur_SMA,Nabarangapur_EWMA,Nabarangapur_DES,Nabarangapur_TES,Nabarangapur_ARIMA,Kosagumuda_Trend,Kosagumuda_SMA,Kosagumuda_EWMA,Kosagumuda_DES,Kosagumuda_TES,Kosagumuda_ARIMA,Dabugan_Trend,Dabugan_SMA,Dabugan_EWMA,Dabugan_DES,Dabugan_TES,Dabugan_ARIMA,Umarkote_Trend,Umarkote_SMA,Umarkote_EWMA,Umarkote_DES,Umarkote_TES,Umarkote_ARIMA,Nandahandi_Trend,Nandahandi_SMA,Nandahandi_EWMA,Nandahandi_DES,Nandahandi_TES,Nandahandi_ARIMA,Jharigan_Trend,Jharigan_SMA,Jharigan_EWMA,Jharigan_DES,Jharigan_TES,Jharigan_ARIMA,Chandahandi_Trend,Chandahandi_SMA,Chandahandi_EWMA,Chandahandi_DES,Chandahandi_TES,Chandahandi_ARIMA,Tentulikhunti_Trend,Tentulikhunti_SMA,Tentulikhunti_EWMA,Tentulikhunti_DES,Tentulikhunti_TES,Tentulikhunti_ARIMA
1996-02-29,POMRB,5.28,5.616666666666667,5.715,5.575,2.69,3.2133333333333334,4.5125,3.36,3.58,4.183333333333334,,,5.28,8.035710877546421,5.2853125,0.0,,,5.616666666666667,4.336325483635356,5.759332849491516,0.0,,,5.715,4.4111475855875355,5.725007236427257,0.0,,,5.575,11.879981393305382,5.775116884882859,0.0,,,2.69,4.32519836900419,2.892155938844976,0.0,,,3.2133333333333334,3.722084390799561,3.1774408163791685,0.0,,,4.5125,7.4850166507154965,4.555087339388066,0.0,,,3.36,7.984010905900485,3.237567466933232,0.0,,,3.58,5.483416642164068,3.59,0.0,,,4.183333333333334,1.7231796137705908,4.803548461323487,0.0
1996-05-31,PREMON,6.84,7.9433333333333325,7.465,9.25,5.09,5.4433333333333325,6.254333333333332,5.97,4.72,6.966666666666666,,,5.904,9.551244686385903,6.85033067867036,1.5116018397155589e-06,,,6.5473333333333334,4.609934571145626,7.737610023597723,1.4487339445299446e-06,,,6.415,5.197206903440828,7.484415728787582,5.714982526278527,,,7.045,15.962820324513801,8.53274097425668,5.574963224774415,,,3.65,3.901271004054016,4.632729261310148,2.6899948671539176,,,4.105333333333332,5.523729214352915,5.010021663821292,1.9047743600447218e-06,,,5.209233333333334,9.16813025322522,6.229571733452506,2.640567119769261e-07,,,4.404,11.173356709746113,6.096143975287124,8.809955844955812e-07,,,4.036,6.508498351150908,4.7381717451523535,1.537990913337977e-22,,,5.296666666666667,2.0777361375356587,6.7954017772001984,1.3898252070707864e-06
1996-08-31,MONSOON,1.11,2.466666666666667,1.155,1.005,1.27,0.59,2.2785,0.99,2.91,2.4466666666666668,4.08,,3.9863999999999997,7.830872722980142,1.1250561258354388,1.9582110414233253e-06,5.279999999999999,,4.915066666666666,3.5109070531957025,2.9718175982581587,2.276985518949277e-06,4.775625,,4.311,4.279673671962482,1.1833818917796428,6.682306187116721,4.863125,,4.629,11.94214566507228,2.3697602447097132,7.614598690753895,3.03375,,2.698,3.0900143936549256,1.4992341416015265,4.107509230495123,2.651666666666666,,2.6991999999999994,4.604936246886765,1.2261826033862575,3.938378399752404e-06,4.030708333333334,,4.03694,7.762569240710989,2.2578285121304953,3.6598307498764474e-07,3.26625,,3.0383999999999998,9.039305188619261,1.0713236771314603,1.7161609858629506e-06,4.08375,,3.5856,5.9975838304571045,2.9346001795566323,3.3180093498402906e-22,4.546458333333333,,4.156666666666666,1.6358670985030923,1.925007604797341,2.6077420081563224e-06
1996-11-30,POMKH,3.12,4.713333333333333,4.475,3.85,3.0,1.403333333333333,3.0775,2.41,5.125,4.1433333333333335,4.023750000000001,4.0875,3.63984,6.781276595711519,3.13949115853522,-2.716463228213937e-07,5.377916666666667,5.184999999999999,4.834373333333333,3.3353115914828675,4.331863349749445,5.472777967141792e-07,4.5756250000000005,4.7025,4.3766,4.282168485852831,4.511687258074115,4.364808066699267,4.625000000000001,4.92,4.317399999999999,9.279142508720822,3.729544295567295,4.671739321503475,2.9837499999999997,3.0124999999999997,2.8188000000000004,2.678109690914337,2.1316413191227976,2.5187661669382435,2.5674999999999994,2.6624999999999996,2.180853333333333,4.0238607457261475,1.4625541479442927,9.820737756895798e-07,4.030708333333334,4.030708333333333,3.6531640000000003,6.488829027160164,3.045610004985943,1.3020419414791647e-09,3.34625,3.1825,2.7870399999999997,7.135818218846745,2.106367462744338,2.4071401536193495e-07,4.08375,4.08375,4.20136,6.438808772148844,5.154400297126967,-1.2456730505080234e-22,4.723333333333333,4.435,4.1513333333333335,1.712994698022171,3.627865144716188,8.09600036820049e-07
1997-02-28,POMRB,5.22,6.376666666666668,6.3,5.12,2.86,3.1266666666666665,4.5125,4.03,3.58,5.074999999999998,4.021249999999999,4.0725,4.271904,6.568146999980496,5.303079565806107,5.279998154924137,5.413749999999999,5.374999999999999,5.451290666666667,3.7693910046733787,5.749457493734198,5.616665301143388,4.510625,4.84875,5.14596,4.7744006562467405,5.756342383205519,5.4455916340426525,4.49375,4.80625,4.638439999999999,7.533976255183681,5.731802702169757,5.450432233749059,2.8874999999999997,3.0549999999999997,2.83528,2.3541951609090406,2.954628099715608,2.7802055648566757,2.5187499999999994,2.640833333333333,2.559178666666666,4.206132830875213,3.1286549044617593,3.213331366389551,4.030708333333333,4.030708333333333,3.9968984,5.936380538870897,4.561562741873235,4.512499440042295,3.3175,3.3500000000000005,3.284224,6.142627492351154,3.2920372013782653,3.359998885865238,3.9612499999999997,4.08375,3.9528160000000003,5.741050918939317,3.605341108947574,3.579999909111833,4.591666666666666,4.657916666666666,4.5207999999999995,2.053300944631363,4.788054550641524,4.183332263649784
1997-05-31,PREMON,6.45,7.966666666666666,5.28,7.8000000000000025,4.52,4.8566666666666665,6.254333333333332,5.94,4.72,7.4899999999999975,4.088125,3.9749999999999996,5.1431424,6.8093045524032005,6.86312205869077,6.822088144992123,5.3675,5.3808333333333325,6.457441066666666,4.725735229417523,7.853144001872389,8.116491291293324,4.69375,4.3025,5.199576,4.967757511263787,7.543191891483858,6.898001054878305,4.455000000000001,4.443750000000001,5.9030640000000005,7.700034561935692,8.531981746538424,8.614864872996588,2.73,2.9124999999999996,3.509168,2.3409024976724986,4.702713389246295,4.544588863036929,2.5887499999999997,2.4941666666666666,3.4781738666666664,5.0678601656410045,4.949769699990767,5.4060614465744585,4.030708333333333,4.030708333333333,4.8998723733333325,6.283473783966802,6.234839997892914,6.2543324952826564,3.22875,3.342500000000001,4.3465344,6.346866623460343,6.2722690677980975,6.147797810251671,3.83875,4.08375,4.2596896,5.580937121926237,4.742638207569208,4.719999880169792,4.314583333333332,4.788749999999999,5.708479999999999,2.973234195347509,7.0662381357288195,7.279245867832594
1997-08-31,MONSOON,1.48,2.73,2.82,1.405,1.07,0.7866666666666666,2.2785,0.79,1.93,0.87,3.8956250000000003,4.0675,3.6778854400000003,4.927784642253344,1.114680325463803,0.9880727332389863,5.0616666666666665,5.446666666666665,4.96646464,4.072621603665782,3.0723324927731,2.459217340450697,4.55375,4.71875,4.2477456,4.492771068646204,1.1162898192219308,1.8435035103601676,4.351875000000001,4.543750000000002,4.1038384,4.348157714374716,2.1719558343963596,1.4098948424472448,2.5462499999999997,2.8625,2.5335007999999997,1.9037051573679178,1.5245085484976686,1.7374189485319476,2.5737500000000004,2.5433333333333334,2.4015709866666666,3.8798097978626025,1.0065911977494957,0.3327938966724072,4.030708333333334,4.030708333333333,3.8513234239999994,4.558836429785396,2.2621146719912364,2.2784996561443656,2.9712500000000004,3.292500000000001,2.9239206400000004,3.5469717530511327,1.2067095512168011,0.9638104072127347,3.83875,3.83875,3.3278137599999997,4.0151798033180786,2.9310822374081074,2.9099999261216296,4.174791666666666,4.394583333333333,3.773087999999999,2.377254700817082,2.299977729639896,2.5906135958337213
1997-11-30,POMKH,3.285,4.079999999999999,4.275,3.14,1.94,1.7666666666666668,3.0775,1.9,5.125,3.5033333333333334,3.5562500000000004,4.10875,3.520731264,4.097318497687319,3.1482517455762533,3.2693352657451737,4.64625,5.288333333333332,4.611878784,3.9154663519037194,4.458900658616603,4.718541071457184,4.3374999999999995,4.668749999999999,4.25864736,4.422949401446383,4.532989125204676,4.620415395183258,4.221875000000001,4.366250000000002,3.71830304,3.1433265992119437,3.6495583142952426,3.985283161721191,2.50375,2.5974999999999997,2.2961004799999998,1.6741314554028048,2.1411779046416197,2.821848420069468,2.53875,2.634166666666667,2.147609258666667,3.281426095975938,1.3689590880118279,1.4665961240457348,4.030708333333334,4.030708333333333,3.5417940543999995,3.637319864579033,3.049097143218968,3.0774995960870277,2.6837500000000003,3.165000000000001,2.5143523840000004,2.3179014814876666,2.1754666066992767,2.289924418090347,3.8387499999999997,3.83875,4.0466882559999995,4.350914361898555,4.96627718813437,5.124999869887749,3.8529166666666668,4.234583333333333,3.665186133333333,2.454301191233887,3.6890173645140996,3.4386316569693927
1998-02-28,POMRB,3.515,4.5633333333333335,5.38,5.005000000000001,2.45,2.643333333333333,4.5125,2.48,3.58,4.596666666666667,3.618125,3.6825,3.5184387584000003,3.585227952246868,5.313386013441017,5.247830446798263,4.609583333333333,4.834999999999998,4.5924606037333335,3.9533558725072933,5.752633746048785,6.004621579843188,4.36625,4.438749999999999,4.707188416,4.650690070615159,5.948507463910794,5.816516029688472,4.11625,4.337500000000001,4.2329818239999994,3.552738475042057,5.5752547422605545,5.202812875557141,2.5171875000000004,2.495,2.357660288,1.572388486691642,2.8894461409873498,2.603613511491401,2.74375,2.5133333333333336,2.345898888533333,3.1468752967908804,3.173366610511451,3.3423032899076857,4.030708333333333,4.030708333333333,3.93007643264,3.7062000118334617,4.564399811289988,4.512499707274392,2.64375,2.7775000000000007,2.5006114304000002,1.9622995241444732,3.2466813499346228,3.6658107356061365,3.83875,3.8387500000000006,3.8600129536,3.9034605566408813,3.427715818763185,3.580000086939272,3.8058333333333336,4.115,4.037778346666666,2.8057080107044534,4.695662202939584,4.512119378807081
1998-05-31,PREMON,5.44,6.456666666666668,4.47,6.875,4.59,5.06,6.254333333333332,5.19,4.72,5.3933333333333335,3.7649999999999997,3.4300000000000006,4.28706325504,4.018282874786228,6.743672613312238,6.0370916594019715,4.985,4.457499999999999,5.338143028906668,4.597051381297903,7.560418774494497,7.596680960063627,4.43625,4.236249999999998,4.6123130496,4.625463114030048,6.78659765883111,5.723359224951217,3.895625,4.106250000000001,5.2897890944,5.222084549075531,8.365256009502792,8.177168903081412,2.550625,2.5125,3.2505961728,1.807357676596973,4.6134422105485715,4.466907053711513,2.8516666666666666,2.564166666666667,3.43153933312,4.069554710365317,4.834648480866108,4.928773075928447,4.030708333333333,4.030708333333333,4.859779192917333,4.753274661878842,6.237148183670939,6.254332920625633,2.6737500000000005,2.5900000000000007,3.57636685824,3.527850177810663,5.9295305644981555,5.599728202271856,3.83875,3.838750000000001,4.20400777216,4.149913299958081,4.577282147967316,4.720000114623844,3.9820833333333336,3.590833333333334,4.580000341333333,3.348061052465178,6.934654738688421,7.214821321275386
1998-08-31,MONSOON,2.9850000000000003,3.9466666666666654,3.86,1.485,1.1075,2.223333333333333,2.2785,1.22,1.93,2.5900000000000003,3.7575000000000003,3.8062500000000004,3.7662379530239996,3.4656417380539866,1.0230988430410157,1.1382853781176658,5.397916666666667,4.761666666666665,4.781552484010667,4.432074847907277,2.5813185199306736,2.2924341868165254,4.355625,4.496249999999998,4.31138782976,4.439932920793301,1.605619276212658,2.5001035059759307,3.6675000000000004,4.126250000000001,3.7678734566399994,3.3597071793727387,1.9684160906140225,1.2892482088751809,2.609375,2.521875,2.39335770368,1.5568807554198971,1.4463641613224976,1.4223811845517997,2.8249999999999997,2.9233333333333333,2.948256933205333,3.560617441481384,0.9878623672561799,0.6015807606092891,4.030708333333334,4.030708333333333,3.8272675157503997,3.6532662277377668,2.263992568088673,2.2784998267796976,2.7375,2.6975000000000007,2.633820114944,2.4001787870862143,0.7834785912785116,0.658903606790948,3.83875,3.838750000000001,3.2944046632959996,3.050149172247206,2.0572302413234,2.215082545307854,3.96375,4.020833333333334,3.7840002048,3.2064845862868143,1.523612179626428,0.8927753415971519
1998-11-30,POMKH,2.955,5.866666666666667,3.795,1.295,2.17,1.1933333333333334,3.0775,1.71,5.125,3.1933333333333334,3.95,3.72375,3.4417427718143996,3.0562305395301856,3.1138611910936027,3.868148039821032,5.5441666666666665,5.208333333333332,5.215598157073067,4.867896840792113,4.246060404293116,4.582997658653064,4.449166666666667,4.376249999999999,4.104832697856,4.252385152975807,4.4293470050109,4.530591898748498,3.91875,3.665000000000001,2.778724073984,2.0433438222192257,3.469339114776639,3.5788549980738615,2.656458333333333,2.579375,2.304014622208,1.499254614582902,2.071112512030139,2.4920922638095506,2.9587499999999998,2.78,2.246287493256533,2.721567469257313,1.7907610877558824,2.3072336868198486,4.030708333333334,4.030708333333333,3.52736050945024,3.2025064018327574,3.050624963807042,3.0774997876012775,2.85,2.650000000000001,2.2642920689664,1.8798923631730262,1.9208709255713585,2.189262034076137,3.8387499999999997,3.838750000000001,4.026642797977599,3.814254928356082,5.093134771877774,5.125000124459152,4.0720833333333335,3.9433333333333342,3.5477334562133334,3.210174803515377,3.53057869930991,4.104320579476834
