Date,Season,Sultanpur,Sangod,Itawa,Khairabad,Ladpura,Sultanpur_Trend,Sultanpur_SMA,Sultanpur_EWMA,Sultanpur_DES,Sultanpur_TES,Sultanpur_ARIMA,Sangod_Trend,Sangod_SMA,Sangod_EWMA,Sangod_DES,Sangod_TES,Sangod_ARIMA,Itawa_Trend,Itawa_SMA,Itawa_EWMA,Itawa_DES,Itawa_TES,Itawa_ARIMA,Khairabad_Trend,Khairabad_SMA,Khairabad_EWMA,Khairabad_DES,Khairabad_TES,Khairabad_ARIMA,Ladpura_Trend,Ladpura_SMA,Ladpura_EWMA,Ladpura_DES,Ladpura_TES,Ladpura_ARIMA
1996-02-29,POMRB,7.614,10.245,7.3439999999999985,5.7,3.787142857142857,,,7.614,6.111900055857758,7.835525957051565,0.0,,,10.245,9.738415155322295,9.467815209179452,0.0,,,7.3439999999999985,8.171575191219867,8.392770288600193,0.0,,,5.7,5.591102480229893,5.434052442700546,0.0,,,3.787142857142857,4.920548141086142,3.9006451382450154,0.0
1996-05-31,PREMON,10.4625,10.9,11.3725,7.3000000000000025,6.665,,,8.7534,7.216106864175322,10.376609271462735,7.613974022157866,,,10.507,9.917979661186687,10.895959372769072,4.830948621315437,,,8.9554,9.140130988460019,9.207081499204413,5.955783139096275,,,6.340000000000002,5.909929394041047,7.5288402469891285,5.699990297189607,,,4.938285714285715,4.902637622789055,5.859269359877658,3.7871342286974983
1996-08-31,MONSOON,1.2,7.645,7.760000000000002,4.885,1.3657142857142859,6.636875,,5.73204,5.112907544919886,2.9572261522008856,9.043264005261445,9.1425,,9.3622,9.481216420233315,7.942080297501793,5.813195326393379,8.385875,,8.47724,8.697328610371898,6.476906811001088,8.79579316383738,5.789375000000001,,5.758000000000001,5.787541234870492,5.035702510109728,6.550141818587662,3.702857142857143,,3.509257142857143,4.884792174643585,2.34040979494971,5.645531929250479
1996-11-30,POMKH,7.209999999999999,7.91,7.040000000000001,5.495,3.27,6.4013124999999995,6.621625,6.323224,5.4190280279039795,7.469278789943049,6.3981525910178325,9.044374999999999,9.175,8.78132,9.171562707776443,9.405653178397099,6.105733670567441,8.394062500000002,8.379125,7.902344,8.170123131755165,9.410650056632317,6.886727832473068,5.778125,5.8450000000000015,5.652800000000001,5.78307919045357,5.350686084883175,5.8850236069491295,3.418541666666667,3.7719642857142857,3.4135542857142855,4.867011727938071,3.320541208122055,2.840728224263581
1997-02-28,POMRB,7.7360000000000015,9.985,7.3980000000000015,5.255,3.2342857142857144,6.7789375,6.652125000000001,6.8883344,5.95889870974685,7.93126932022178,7.182479595073299,8.856250000000001,9.110000000000001,9.262792,9.290376911733146,9.430037928661484,9.661917755615322,8.32975,8.392625,7.700606400000001,7.916313402825795,8.505922464125394,7.023931977996944,5.788125,5.7337500000000015,5.49368,5.740366170442213,5.750700891788047,5.6308951040692685,3.313511904761905,3.63375,3.3418468571428575,4.849296000786385,3.810201774108111,3.6938237381088617
1997-05-31,PREMON,8.456,10.375,11.384,7.655,4.943333333333333,7.438125,6.150500000000001,7.515400639999999,6.750328428606937,10.577814434809916,8.921087790414727,9.04,8.978750000000002,9.7076752,9.457463065946836,10.79835414556363,10.217917509340616,8.359,8.3955,9.17396384,8.96745034708429,9.288877445470572,10.303233353699923,5.671875,5.822500000000002,6.358208,6.093684482030938,7.490353071269814,6.399704239191894,3.5004761904761907,3.203333333333333,3.982441447619048,4.831644798336289,5.643236785315949,5.796108624526578
1997-08-31,MONSOON,6.2275,6.665,7.234,4.61,2.2471428571428573,7.184375,7.407375000000001,7.000240384,6.661708215561973,2.0713487255184635,3.3845307375773555,9.334999999999999,8.73375,8.490605120000001,8.928916551541448,7.735850372529859,7.234905101622238,8.47075,8.264,8.397978304,8.416287459060428,6.521439279000613,7.901376599640568,5.514375,5.753750000000002,5.6589248,5.898225243439747,5.121491061760054,5.449954381980397,3.7011904761904764,3.423690476190476,3.288322011428572,4.8140577828946425,1.715454710749945,1.4657885754247397
1997-11-30,POMKH,7.456,10.36,7.8,4.84,3.8842857142857135,6.8001249999999995,7.468875000000001,7.1825442304,7.005427290780864,7.910762395168685,7.1934517025174465,9.34125,9.346250000000001,9.238363072000002,9.15918644712875,9.007946241761799,7.30335195418057,8.4485,8.453999999999999,8.1587869824,8.209933196238596,9.152746532928848,6.551569993750426,5.3187500000000005,5.590000000000002,5.33135488,5.770347611118179,5.444820199325992,5.5282760499190005,4.084702380952381,3.5772619047619045,3.526707492571428,4.796534821968773,3.1047122088173076,3.5696072182152916
1998-02-28,POMRB,5.459999999999999,9.895,7.531999999999999,4.65,4.225714285714285,6.804437500000001,6.899875000000001,6.493526538239999,6.579403226906113,8.395505365457023,7.623908059726744,9.48125,9.32375,9.501017843200001,9.26411961703179,9.65966073393931,10.603547600354617,8.541,8.487499999999997,7.90807218944,7.9850232269645876,8.787603764978199,7.621077420182744,5.2675,5.4387500000000015,5.058812928,5.631439944004907,5.444384753409719,5.182677806849533,4.583142857142857,3.8251190476190473,3.8063102098285713,4.779075652157921,3.819827676169773,3.682203507070084
1998-05-31,PREMON,7.658000000000001,10.515,11.072,6.695,7.020000000000001,6.812749999999999,6.700375000000002,6.9593159229440005,6.969917552225727,9.897631472590035,8.949512129542404,9.785625,9.35875,9.906610705920002,9.461092176064414,10.958828989839422,10.332186842863102,8.74825,8.409499999999998,9.173643313664,8.9188923265026,9.492273735067176,10.799583159613388,5.295625,5.198750000000001,5.7132877568,5.845855691558197,7.3297343564643755,6.394644945743179,4.810214285714286,4.344285714285714,5.091786125897143,4.761680098517339,5.919515261407442,5.805058821995869
