Date,Season,Uniara,Deoli,Todaraisingh,Niwai,Malpura,Tonk,Uniara_Trend,Uniara_SMA,Uniara_EWMA,Uniara_DES,Uniara_TES,Uniara_ARIMA,Deoli_Trend,Deoli_SMA,Deoli_EWMA,Deoli_DES,Deoli_TES,Deoli_ARIMA,Todaraisingh_Trend,Todaraisingh_SMA,Todaraisingh_EWMA,Todaraisingh_DES,Todaraisingh_TES,Todaraisingh_ARIMA,Niwai_Trend,Niwai_SMA,Niwai_EWMA,Niwai_DES,Niwai_TES,Niwai_ARIMA,Malpura_Trend,Malpura_SMA,Malpura_EWMA,Malpura_DES,Malpura_TES,Malpura_ARIMA,Tonk_Trend,Tonk_SMA,Tonk_EWMA,Tonk_DES,Tonk_TES,Tonk_ARIMA
1999-05-31,PREMON,10.12,8.33818181818182,10.4,3.42,8.073333333333332,7.651666666666667,7.92375,7.790833333333332,8.436683872452608,8.167759537707799,8.923143563128608,8.6474977868752,6.859232954545455,7.251212121212122,7.5246842818746185,7.671714324013677,8.290280592204766,7.848832688853561,6.303125,6.2125,7.194675881148416,7.38413592106744,9.346173198128966,6.916174252980483,3.0412500000000002,2.8725000000000005,3.1143143677132796,3.4994239389486808,4.1516949250599176,2.3682749619398415,6.755833333333333,6.687708333333333,7.1201745542976855,6.59894604826726,7.212658215558606,6.40694461943198,7.009166666666667,6.831250000000002,7.032173589330602,6.940885582897606,8.151973612288598,7.309443476650146
1999-08-31,MONSOON,6.863333333333334,5.9575,6.26,3.08,5.575,7.45,8.326666666666666,7.854166666666666,7.807343656804899,8.000829848354915,5.128168741391223,6.2248217161600445,6.66121212121212,7.010170454545456,6.897810569124771,7.244419967341911,6.426078706461756,6.961216908387968,6.206250000000001,6.34,6.82080552868905,7.544429502261184,4.122289823700245,6.009583318751934,3.22375,2.9650000000000007,3.100588620627968,3.362536486151482,4.967334456076525,4.294550963826959,6.570208333333333,6.839583333333334,6.50210473257861,6.124700885461178,6.2463336051922775,6.743650951656107,7.280416666666667,6.944166666666668,7.199304153598361,7.106375407856467,5.684079229388013,6.592016411401859
1999-11-30,POMKH,7.353333333333333,5.156666666666666,3.655,3.27,5.01,6.816666666666666,8.806249999999999,7.993333333333332,7.625739527416272,7.949737063810035,8.007910485727862,6.277975404466934,6.582424242424242,6.708295454545456,6.201353008141529,6.552992312105291,6.338500023214385,6.292584726616178,6.141249999999999,6.26625,5.554483317213429,6.675438681063668,4.158021255169166,5.412041109753128,3.4425,3.1175000000000006,3.1683531723767806,3.2789723741378065,3.3080867889853227,2.1255965918620645,6.485104166666666,6.672083333333333,5.9052628395471665,5.616923572465681,6.574746933862354,6.510412681729558,7.803541666666668,7.074166666666667,7.046249158825683,6.953848825990248,7.22833206353457,6.311722669494035
2000-02-29,POMRB,10.303333333333333,7.004166666666666,4.27,3.55,7.215,8.028333333333334,8.965,8.659999999999998,8.696777049783096,8.698710834091468,9.257756379406406,7.918486032996562,6.371761363636362,6.61412878787879,6.522478471551584,6.6147762563282075,6.712770725797677,6.499350733334122,6.068125,6.14625,5.040689990328057,6.031956996526557,5.420081288049329,5.519342391604074,3.66125,3.330000000000001,3.321011903426068,3.2635353459031737,4.3478845512897255,3.697345440549686,6.953125,6.468333333333334,6.4291577037283005,6.069298892803608,5.860035071425429,6.493765013519051,8.272916666666667,7.486666666666667,7.439082828628743,7.343729326010684,6.9111508574060005,7.206875896807069
2000-05-31,PREMON,11.29,8.084545454545452,10.36,4.32,8.2075,10.186666666666667,9.396666666666665,8.952499999999999,9.734066229869857,9.657295176621082,10.12224878266425,10.175246789091897,6.283719696969697,6.550719696969698,7.147305264749131,7.0844544488075405,7.9460950839978155,7.855874333399375,6.4781249999999995,6.13625,7.168413994196834,7.55163657396667,9.962137007248344,6.830957882759425,3.8762499999999998,3.555000000000001,3.7206071420556412,3.4062199814984306,4.373455375067737,3.20950790125101,7.864999999999999,6.501875,7.1404946222369805,6.725322734904765,7.205021169391688,6.732891048661827,8.823083333333335,8.120416666666667,8.538116363843912,8.433650183164165,9.189791833404538,8.378360281411116
2000-08-31,MONSOON,6.963333333333334,4.525833333333334,5.715,3.93,9.185,8.67,9.811041666666666,8.977499999999997,8.625773071255248,9.298753838503963,6.317982825941048,7.404841012514706,6.357032196969696,6.192803030303032,6.098716492182812,6.225761749840405,6.018647103576112,6.211272468745808,7.451874999999999,6.0,6.587048396518101,7.291231453638032,5.0212618390292345,6.017312825259725,4.07625,3.7675000000000014,3.8043642852333845,3.4747190209002703,4.835753455567323,3.516091029066235,8.28,7.404375000000001,7.958296773342188,7.51312972414367,6.291677743615297,6.7120608023413375,9.612458333333334,8.425416666666667,8.590869818306347,8.482969962037602,7.510177179362827,8.538650350758875
2000-11-30,POMKH,10.706666666666667,5.8839999999999995,7.479999999999999,4.14,8.695,9.998,9.74625,9.815833333333332,9.458130509419815,9.944383547873404,8.849827872346971,6.840232394937136,6.349484848484848,6.374636363636365,6.012829895309687,5.972162516154703,5.534903853381845,5.262187534466124,7.82125,6.956249999999999,6.94422903791086,7.594548784119943,4.064859405323798,5.277476975912742,4.23,3.985000000000001,3.9386185711400303,3.5849458812217243,3.9962452646145596,3.368872450577329,8.102604166666666,8.325625,8.252978064005314,7.863249173822526,7.951929903266468,7.391359530253091,10.244333333333334,9.220749999999999,9.153721890983807,9.039681690279432,8.73531396973618,7.913654991917724
2001-02-28,POMRB,10.265,6.863333333333332,8.235,4.28,6.849999999999999,11.162,9.574166666666667,9.806249999999999,9.780878305651889,10.37652566475522,10.90138235777429,10.106293978541935,6.380517045454545,6.339428030303032,6.3530312705191445,6.1367924418895425,6.57035816475452,6.582073444899136,7.695625,7.947499999999999,7.4605374227465155,8.081127545528725,5.572215694124134,5.566154014606284,4.70125,4.167500000000001,4.0751711426840185,3.719813373545885,4.771237609336071,3.7422975154076203,7.4868749999999995,8.234375,7.691786838403187,7.437188787970199,8.099472479315338,8.24263000625704,10.541249999999998,10.004166666666665,9.957033134590283,9.834556155623794,9.299693912596112,9.716239164231938
2001-05-31,PREMON,10.81,8.165000000000001,9.35,4.82,7.153333333333332,12.108,9.151250000000001,9.68625,10.192526983391133,10.872010685816525,11.22895007003185,10.78451811960535,6.355367424242424,6.3595416666666695,7.077818762311487,6.790509791034019,7.778172507189238,8.033666550153358,7.561249999999999,7.6949999999999985,8.216322453647908,8.859707384698167,11.083890927997851,7.441953135132977,5.105,4.292500000000001,4.373102685610411,3.9547760860253174,5.115911841876651,4.300704604999381,6.532708333333332,7.970833333333334,7.476405436375245,7.265315424116741,8.471379826344876,7.99295519591561,10.64425,10.484499999999997,10.81741988075417,10.68523390604897,11.970649200739645,11.413918752233982
2001-08-31,MONSOON,6.066666666666666,4.693636363636363,5.7200000000000015,7.2,5.3133333333333335,9.124,8.709791666666666,9.462083333333334,8.542182856701347,9.955095887776928,6.918168234771782,6.82890248312994,6.236075757575757,6.401492424242426,6.124145802841438,6.117767495176053,5.640858682263685,5.537980148135773,6.803125,7.696249999999998,7.217793472188745,8.228324266394589,6.0678750637194545,6.2782156199158345,5.101249999999999,5.110000000000001,5.503861611366247,4.655866970244485,5.226233775151661,4.039462456789193,5.921666666666667,7.002916666666668,6.611176595158479,6.497432457896519,6.691033847315282,7.917128068207515,10.796812500000001,10.597999999999997,10.140051928452502,10.009005942728905,9.838487381317263,10.899833063064978
2001-11-30,POMKH,8.22,5.5150000000000015,6.4,4.1,4.933333333333334,10.368,8.021666666666667,8.840416666666666,8.413309714020809,9.64052448061724,8.972179582991107,8.005405657574446,6.208534090909092,6.309242424242426,5.880487481704863,5.824282156228816,5.616045869269141,5.757118188600929,6.103750000000001,7.42625,6.890676083313248,7.814531449738553,5.905498143973935,7.138497936440846,5.0337499999999995,5.100000000000001,4.942316966819748,4.714021372482852,5.137722824510874,5.525809883820743,5.847291666666667,6.062500000000002,5.940039290428421,5.858206402860066,6.755531971664912,6.988112337496837,10.882374999999998,10.690499999999998,10.231231157071502,10.098702071907105,10.076782923634768,9.63022445394148
2002-02-28,POMRB,9.22,6.278000000000001,3.25,4.29,5.723333333333334,12.0125,7.014583333333334,8.579166666666666,8.735985828412485,9.599885569107283,10.190868269402882,9.478975437522465,6.153843434343436,6.162909090909094,6.039492489022918,5.865490033742995,6.52102691301035,6.5464878310393635,5.92875,6.18,5.434405649987949,6.38324976482355,6.87974970061027,7.313987585243735,4.85375,5.102500000000001,4.681390180091849,4.784810531893114,5.527330608507468,3.7311246331763135,5.8739583333333325,5.7808333333333355,5.853356907590387,5.720474773114905,5.944630129074458,5.9676295367606835,10.808937499999999,10.903124999999998,10.9437386942429,10.805201629209838,10.129675689081687,10.801866808898957
2002-05-31,PREMON,6.35,8.53,8.74,4.27,7.685,11.941999999999998,6.62875,7.4641666666666655,7.781591497047491,8.778274123873857,10.4116594719698,10.058266697414371,6.180402777777778,6.254159090909093,7.035695493413751,6.758244089208307,7.600727016898266,7.80435999599734,5.38,6.0275,6.756643389992769,6.96396726922005,10.282822928242204,6.83876730539812,4.71125,4.965000000000001,4.516834108055109,4.827933158770609,5.854027816704363,5.0557732213954285,6.13375,5.913750000000002,6.586014144554232,6.332530112096375,6.700687967410784,5.949294981700879,11.010875,10.861624999999997,11.34304321654574,11.199493493933362,12.811434007606026,12.362372269879504
2002-08-31,MONSOON,2.47,3.891111111111112,4.93,6.31,4.995,8.702499999999999,6.776250000000001,6.564999999999999,5.656954898228495,7.038437576740341,4.938031064600262,4.224169576505089,6.505777777777778,6.053527777777781,5.777861740492695,5.867972777066827,5.382963508425007,5.416218305146961,4.882499999999999,5.829999999999999,6.025986033995661,6.244497019519821,5.668919554745716,6.117458335177471,4.89875,4.742500000000001,5.234100464833066,5.256205466270973,6.663720593129558,5.666606890688163,6.837291666666667,5.834166666666669,5.949608486732539,5.780781094074124,5.780557001168801,6.141660595331025,11.259437499999999,10.756249999999996,10.286825929927442,10.149042764141093,10.14919089499275,10.996512609937895
2002-11-30,POMKH,8.73,6.530000000000001,2.8,3.85,7.330000000000001,12.405,7.40125,6.692499999999999,6.886172938937097,7.1675152514058045,6.476004602415833,7.125169635915557,6.728965277777778,6.307277777777781,6.078717044295617,6.027332236421981,5.355286628721133,5.438319590638346,4.241250000000001,4.93,4.735591620397396,4.9758651474636775,5.671371767636494,5.962249842343927,5.487500000000001,4.6800000000000015,4.68046027889984,5.16570318997875,5.15056919754219,4.635627085848073,7.349375,6.433333333333336,6.501765092039523,6.25212918931296,6.066293796042604,5.700182911091686,11.5165625,11.265499999999996,11.134095557956464,10.991118200736084,10.001974674614464,9.69633216845691
2003-02-28,POMRB,9.89,7.866,2.87,6.04,8.955,11.964,8.291027777777778,6.859999999999999,8.087703763362258,7.651396827473134,8.654341694891366,8.955786038032596,6.760545138888889,6.70427777777778,6.7936302265773705,6.675673732282594,6.579000072009482,6.512882983842398,3.585,4.835,3.989354972238438,4.000428064916755,4.891608557068789,4.540134202047237,5.913125,5.1175000000000015,5.224276167339904,5.486731496860919,5.432388967622407,4.140354231499784,7.6824305555555545,7.2412500000000035,7.483059055223714,7.151145720872194,6.408358202857075,6.376919367530857,11.827833333333333,11.253374999999995,11.466057334773879,11.319351811311753,11.1667535559192,11.967928797432167
2003-05-31,PREMON,10.68,8.7275,3.99,7.23,8.549999999999999,14.0475,8.766743055555557,7.942499999999999,9.124622258017354,8.349692774585414,9.579512956453414,8.500413899154923,6.5011875,6.753652777777781,7.567178135946421,7.579755482630368,8.268613837993078,8.760641348771717,3.803541666666667,3.6474999999999995,3.9896129833430627,3.6226435838257816,9.043490993215304,6.493374472595779,5.984375,5.857500000000002,6.026565700403943,6.019292360615174,5.855059005492722,5.494005268728355,7.951250000000001,7.457500000000004,7.909835433134228,7.606365559939212,8.198582660386087,7.587696386193633,11.697083333333333,11.779749999999995,12.498634400864326,12.342715975254919,13.27694532365108,12.763253265027005
2003-08-31,MONSOON,5.258222222222222,3.9462500000000014,4.4300000000000015,6.755,6.794444444444443,9.087166666666667,9.127055555555556,8.639555555555555,7.578062243699301,7.5413692156224865,5.7537745446738455,5.306268856835056,6.106843750000001,6.767437500000003,6.118806881567854,6.58385636166031,5.513912781046618,5.332354610350628,4.348958333333334,3.5225,4.165767790005838,3.5331418276624675,4.195510153289332,5.262934930265408,5.890625,5.968750000000002,6.317939420242365,6.4217660775660566,7.493861492897073,7.297673257845018,8.008211805555556,7.907361111111114,7.463679037658315,7.2799648440147005,7.041987428883108,7.365309295870542,11.391651041666668,11.875916666666662,11.134047307185263,10.985074862230908,11.478171064907128,12.005346363660813
2003-11-30,POMKH,9.7475,4.4,5.048333333333333,3.975,7.681111111111113,10.974333333333336,9.397993055555556,8.893930555555556,8.44583734621958,8.023053041364603,7.92141405108029,8.308319038001356,5.91296875,6.234937500000003,5.431284128940712,5.836056069256236,5.9180238743915625,5.975225189223988,4.731927083333334,4.084583333333333,4.518794007336837,3.7350242699760567,3.5194085686758267,4.468927685198129,5.59625,6.000000000000002,5.380763652145419,6.2252075446633395,5.5754398980064845,4.219334760178592,8.143706597222222,7.995138888888891,7.550651867039434,7.382461166094687,7.52873884852742,7.642893599483489,11.086130208333334,11.518249999999995,11.070161717644492,10.922829432804638,10.833765257131935,10.891208672887913
2004-02-29,POMRB,11.755,6.84125,4.985,5.165,9.059583333333332,10.951208333333335,9.628722222222223,9.360180555555557,9.76950240773175,9.041267027568821,9.963151436950627,9.676105527490193,5.918383443813131,5.9787500000000025,5.995270477364427,6.06837465868378,6.437215481204395,6.479390730240892,4.873854166666667,4.613333333333332,4.7052764044021025,3.9510424807360534,3.412325509011797,4.971363700130232,5.355625,5.781250000000002,5.2944581912872515,6.230331621996362,6.541595573130685,5.568853579737028,8.499322916666667,8.021284722222225,8.154224453556994,7.9487503119284355,7.455582893501243,7.975307932352988,11.051958333333333,11.265052083333329,11.022580363920028,10.876443850970606,10.80733996376296,11.646860130711282
2004-05-31,PREMON,10.9825,8.20125,4.93875,5.75,9.529375,12.616124999999998,10.003826388888887,9.435805555555557,10.25470144463905,9.770720067602474,11.065872940248397,9.03785835989358,6.122113478535353,5.847187500000002,6.877662286418656,6.800333850264925,7.749148859534478,7.899327335379548,4.739270833333334,4.8505208333333325,4.798665842641261,4.165451711607057,6.966087586548968,4.632606061595189,5.284375,5.411250000000002,5.476674914772351,6.321176888906784,7.010143062629943,6.120301915395712,8.83904513888889,8.266128472222226,8.704284672134197,8.498062814005253,8.893614484843498,8.242161150900758,11.282458333333333,10.907208333333328,11.659998218352015,11.509711798338172,12.573522274115868,12.23727486022897
2004-08-31,MONSOON,6.801555555555555,4.515817550505051,4.616666666666667,6.31,8.66,10.245166666666666,10.43663888888889,9.82163888888889,8.873443089005653,9.253842757323794,6.862215959592273,5.004006067633817,6.44585495580808,5.989579387626264,5.932924392053214,6.105738668469891,4.648990819119852,4.6607732600812355,4.8107291666666665,4.897187499999999,4.725866172251424,4.268384371516595,4.121039298612224,5.198075633372129,5.378125,5.300000000000002,5.81000494886341,6.49413877459804,7.525754472909348,6.3495539371850365,9.07125,8.732517361111116,8.686570803280517,8.55200483312466,7.843256516317139,8.307777990913536,11.157432291666666,11.196708333333328,11.094065597677876,10.946921321191018,10.391474738627698,10.603512458190432
2004-11-30,POMKH,11.205,5.460272727272726,3.785,3.85,8.533333333333333,11.660333333333332,10.668201388888889,10.186013888888889,9.806065853403393,9.946377340794484,9.168684156615061,10.023870748902368,6.890156092171717,6.254647569444446,5.743863726141019,5.8265430224206,5.4469787384238035,5.233000160837479,4.990885416666667,4.581354166666666,4.349519703350854,4.089293372635747,3.898589687975473,5.65321576619992,5.672499999999999,5.268750000000002,5.026002969318046,6.153807061931485,5.223002433373704,4.332884999153178,9.357942708333333,8.94557291666667,8.625275815301643,8.542462703995573,8.727650261333263,8.595099520865325,10.707140625,11.368208333333328,11.320572691940058,11.172375413029721,10.928921819089362,10.967488222671786
2005-02-28,POMRB,13.76,8.370909090909091,6.82,6.04,10.065,9.265,10.703694444444444,10.687263888888888,11.387639512042036,11.28777309050503,11.277532334250386,11.152086268844581,7.199397648358586,6.637062342171718,6.794681872048248,6.663057255672327,6.70356446228462,6.867166425003121,4.694583333333334,5.040104166666667,5.337711822010513,4.985589017766553,3.631621359446398,5.345618948264906,6.424687499999999,5.487500000000002,5.431601781590828,6.230973071561879,6.301749850246919,5.31705881028774,9.695833333333335,9.196927083333335,9.201165489180987,9.090287919096653,8.52496311356898,8.846971162569822,10.366354166666667,10.946656249999995,10.498343615164035,10.356153673518259,11.213580932093581,11.933609880179464
2005-05-31,PREMON,10.83,10.226,4.545,7.23,10.8175,10.7,10.894187500000001,10.649138888888887,11.164583707225221,11.668305072116404,12.600717225536517,11.767907746600564,7.1970113636363635,7.143249842171718,8.16720912322895,8.140954249343634,8.363110672554678,8.670628033763608,4.7175,4.941666666666666,5.020627093206308,5.005460281949297,6.235709464076595,5.543244264855828,8.203035714285713,5.857500000000002,6.150961068954498,6.525293868759452,6.951490823576394,6.477033397616376,10.153541666666666,9.518958333333336,9.847699293508594,9.730794155720805,9.939096424656046,9.328958996637445,10.076291666666668,10.467624999999995,10.57900616909842,10.438003662589256,11.878069787367846,11.593481643512014
2005-08-31,MONSOON,7.237999999999999,4.965,2.64,10.847499999999998,10.075,9.435,11.078875,10.758249999999999,9.593950224335131,10.936243086928915,7.858416531749741,5.889130082205463,6.989613636363637,7.255545454545454,6.88632547393737,7.448908785590436,5.542800998141402,5.7852211309610695,5.01,4.4475,4.068376255923784,4.346685185307457,4.243649267289333,5.167484545271238,9.886800595238093,6.991875000000001,8.029576641372698,7.521842534664201,7.673205705569636,6.7439528787411325,10.613125,9.872708333333335,9.938619576105157,9.891051336946475,8.979395580499657,9.633558686957343,10.049791666666666,10.26508333333333,10.121403701459052,9.984705105636452,9.053327148828881,9.27546391105797
2005-11-30,POMKH,12.2925,4.991999999999999,5.945,13.539285714285715,10.78,10.15,11.782625,11.030124999999998,10.673370134601079,11.580648966787892,9.986196169651652,10.38256676727453,6.627749999999999,7.138477272727273,6.128595284362421,6.763243919101217,6.246149462215554,6.060348428172918,4.774375,4.9875,4.81902575355427,4.867324382329371,3.605405929102374,4.532795963163713,11.461994047619047,9.41419642857143,10.233460270537904,9.043258795780128,5.85119933466545,6.380699756512437,10.8228125,10.434375000000003,10.275171745663094,10.253570931288902,9.967978295393472,9.749733921313124,10.596458333333334,9.887499999999996,10.132842220875432,9.997628473775727,9.86876095314705,9.996057772209317
