Date,Season,Uniara,Deoli,Todaraisingh,Niwai,Malpura,Tonk,Uniara_Trend,Uniara_SMA,Uniara_EWMA,Uniara_DES,Uniara_TES,Uniara_ARIMA,Deoli_Trend,Deoli_SMA,Deoli_EWMA,Deoli_DES,Deoli_TES,Deoli_ARIMA,Todaraisingh_Trend,Todaraisingh_SMA,Todaraisingh_EWMA,Todaraisingh_DES,Todaraisingh_TES,Todaraisingh_ARIMA,Niwai_Trend,Niwai_SMA,Niwai_EWMA,Niwai_DES,Niwai_TES,Niwai_ARIMA,Malpura_Trend,Malpura_SMA,Malpura_EWMA,Malpura_DES,Malpura_TES,Malpura_ARIMA,Tonk_Trend,Tonk_SMA,Tonk_EWMA,Tonk_DES,Tonk_TES,Tonk_ARIMA
1996-02-29,POMRB,7.830000000000001,6.493333333333332,6.26,4.0,7.899999999999999,8.388333333333332,,,7.830000000000001,7.055430515817804,8.081552295390914,0.0,,,6.493333333333332,5.8852171646223965,6.87450524807426,0.0,,,6.26,4.5883920717809366,6.27,0.0,,,4.0,4.319240708805947,3.1508768599826533,0.0,,,7.899999999999999,7.510077669198889,6.88326848019262,0.0,,,8.388333333333332,8.111998125033514,7.803636879423041,0.0
1996-05-31,PREMON,9.766666666666666,8.671818181818184,9.875,4.3,8.18,9.383333333333333,,,8.604666666666667,7.7495867269388174,8.531967665671678,4.200950447653844,,,7.364727272727272,6.554341475781559,8.013717995003175,2.882790546755861e-06,,,7.7059999999999995,6.243252927103158,9.89383656509695,6.259970204700725,,,4.12,4.533664119282823,3.502611708564796,3.9999405282285094,,,8.012,7.539994697229647,8.101882662736331,7.899985020040576,,,8.786333333333332,8.5739179609739,9.801919156104862,8.388319469212227
1996-08-31,MONSOON,2.685,5.737,2.775,3.24,2.28,6.872000000000001,6.917916666666667,,6.2368,6.483314724000424,4.749073164134291,5.61889515106657,6.661371212121213,,6.713636363636363,6.149420359999084,5.617418276877453,5.668831876593883e-06,5.444375,,5.7336,5.315173569681754,2.8015342500441203,8.071081957170767,3.3987499999999997,,3.7680000000000002,4.501456379619229,4.234744739397102,4.234142795133983,6.8934375,,5.7192,5.50432469075635,6.84317615715324,8.049775723142893,7.131125,,8.0206,7.8529804920566475,7.377051683224641,8.988267260682555
1996-11-30,POMKH,7.25,5.6866666666666665,3.74,2.58,10.59,4.626666666666666,6.9279166666666665,6.882916666666667,6.64208,6.557746935358439,6.4160004580698216,3.6051402327399957,6.498852272727274,6.647204545454546,6.302848484848484,5.817910632899248,6.05641482122048,5.142760168490844e-06,4.918125,5.6625,4.93616,4.789700032944963,3.773127644054534,6.294010830676573,3.1050000000000004,3.5300000000000002,3.2928,4.308328685713928,2.6854844284597092,3.434283392333843,6.401458333333334,7.2375,7.66752,7.1104976027917415,5.717506050038688,5.703807051442395,6.8161249999999995,7.317583333333332,6.663026666666666,6.530643747648666,7.725617010947849,7.869502052038808
1997-02-28,POMRB,8.110000000000001,6.606666666666667,4.5150000000000015,2.95,5.1475,6.896666666666667,7.2439583333333335,6.952916666666666,7.229248,6.881162079026771,8.141038335329773,7.26399193422426,6.459814393939394,6.67553787878788,6.424375757575757,5.902523135832576,6.81706259131794,6.493334966014944,4.7006250000000005,5.22625,4.767696000000001,4.596416119887409,6.295502036545241,5.8334237396886195,3.41875,3.2675,3.1556800000000003,4.16912120937115,4.462482660236917,3.688192638970669,6.577604166666667,6.5493749999999995,6.659511999999999,6.248921179293488,7.407897993656832,7.568915091549931,6.699208333333333,6.944666666666666,6.756482666666667,6.6414897520667875,5.993556010041783,6.309740244680701
1997-05-31,PREMON,9.566666666666666,7.258333333333333,7.41,3.0,6.996666666666667,8.354999999999999,7.375000000000001,6.902916666666666,8.164215466666667,7.595018876283905,8.66184743573432,8.930151348449922,6.759545454545455,6.322166666666668,6.7579587878787875,6.254415916320497,8.178389534507119,8.707041654728426,4.768125,4.61,5.824617600000001,5.437910570697794,9.709581128532125,6.82771942664568,3.885,2.9425,3.093408,4.027735510758909,4.5040757316345665,3.744153905879791,6.479166666666667,6.253541666666667,6.794373866666667,6.343010354389638,7.402099915729632,6.849648652017551,6.913124999999999,6.6875833333333325,7.395889599999999,7.286720255568377,8.15948623935776,6.955598699854224
1997-08-31,MONSOON,5.413333333333334,6.838181818181818,3.5,7.05,4.8725000000000005,6.965,7.129166666666666,7.585,7.063862613333334,7.115330038953501,4.773646823415348,2.995588901931659,6.921295454545454,6.597462121212121,6.790048,6.435087684200649,5.266711107846125,5.358523647182125,4.693125,4.791250000000001,4.89477056,4.877233927955339,2.32889983915459,4.623457507729361,4.07625,3.895,4.676044800000001,4.682918008888772,4.275649750663001,2.880263032494224,5.831979166666667,6.901666666666667,6.02562432,5.663187314129251,5.962727596790349,5.734103204377442,7.109166666666666,6.710833333333333,7.223533759999999,7.120532808751243,6.057947742609414,6.8373465155109905
1997-11-30,POMKH,5.57,6.9833333333333325,3.555,2.5,7.21,6.245,7.009166666666666,7.164999999999999,6.466317568000001,6.707360626247755,7.303683776086447,7.673232622991228,6.92446590909091,6.921628787878788,6.867362133333333,6.651080601120521,6.01286908913995,5.8052939850272995,4.91625,4.745000000000001,4.3588623360000005,4.3981072439255415,3.391878324864364,4.8150312527092956,4.2924999999999995,3.8749999999999996,3.80562688,4.411085669101932,3.526277088193094,4.699179892037388,5.478020833333334,6.0566666666666675,6.499374592000001,6.047813941659929,6.134632329067856,7.096048482393312,7.017291666666666,7.1154166666666665,6.832120256,6.735351916477262,7.149998547854761,6.154302956781658
1998-02-28,POMRB,7.823333333333332,6.604000000000001,4.1,4.56,3.35,6.846666666666665,7.074583333333333,7.093333333333332,7.0091238741333335,6.947839437961787,8.209051068855134,7.0293159284705595,6.938405303030304,6.920962121212121,6.76201728,6.695504331800497,7.1606642571835115,7.073442563948994,5.4725,4.641250000000001,4.2553174016,4.177904113468443,5.352683044415738,4.800562319933509,3.7650000000000006,4.2775,4.107376128,4.532326643913818,4.65817245241708,2.5285115563209466,5.360625000000001,5.607291666666668,5.2396247552,4.949063766918993,6.406329053305081,6.060072058268464,6.935833333333332,7.102916666666665,6.8379388202666656,6.743995066081509,6.573072982159324,7.042200172292735
1998-05-31,PREMON,8.893333333333333,7.286363636363637,9.61,3.12,5.9625,7.669999999999999,7.3774999999999995,6.924999999999998,7.762807657813333,7.471892598230237,8.61663737841841,9.125265518784412,6.871445075757576,6.927969696969697,6.971755822545455,6.970925777044279,8.308611649175727,8.00966215601944,5.803125,5.191250000000001,6.397190440959999,5.94718417891261,8.63382567065899,5.3437846425556605,3.2425,4.3075,3.7124256768,4.354212846988573,4.876969159065162,4.429252159425051,5.1812499999999995,5.348750000000002,5.52877485312,5.15607999621184,6.103152509639489,5.5579813134900515,6.946458333333333,6.931666666666667,7.170763292159998,7.0760349323804705,8.407556840449061,7.548663147505893
1998-08-31,MONSOON,6.609999999999999,6.921666666666666,5.75,2.71,4.967499999999999,6.998333333333334,7.5075,7.2241666666666635,7.301684594688,7.326020731747216,4.52792365407616,3.598406296755234,6.89115340909091,6.94884090909091,6.951720160193939,7.062971402289579,5.791951639316153,6.3084410915884614,5.93375,5.753750000000001,6.138314264576,6.214227359448622,2.705685175940302,5.191468052030746,3.03,3.2225,3.31145540608,4.091952973414042,6.2345401405623235,4.967196580318638,5.575,5.3725000000000005,5.304264911872,4.945929830911992,4.762708469829069,5.268758494501427,6.894375,6.94,7.101791308629332,7.007838016739645,5.814748245321132,6.64618951106372
1998-11-30,POMKH,6.796666666666668,6.364166666666666,3.95,2.66,5.68,6.296666666666668,7.637499999999999,7.53083333333333,7.099677423479467,7.2290713801208195,7.518408556713463,7.379192004168663,7.119734848484848,6.794049242424244,6.71669876278303,6.9150117851349355,6.317495782923179,6.614593223817669,6.11375,5.852500000000001,5.262988558745599,5.7610924829851875,3.6800108111451197,5.154384278926485,2.835,3.2625,3.0508732436479997,3.827154449816257,3.2735890734356303,1.7191175533361227,6.423854166666667,4.99,5.4545589471232,5.064000894091044,5.418462647513065,5.633031446267833,6.833541666666667,6.952916666666668,6.7797414518442665,6.688505528698206,7.052396083279044,6.093956741637952
1999-02-28,POMRB,7.636666666666668,7.3808333333333325,4.75,2.7,8.030000000000001,6.378333333333334,7.822500000000001,7.484166666666665,7.314473120754348,7.361846481117694,8.746813737909145,7.718033024270339,7.130691287878788,6.9882575757575776,6.982352591003151,7.13563130774172,6.9581106096077034,6.611230355529976,6.27625,6.015000000000001,5.057793135247359,5.569024244527662,5.238628297133706,5.187845605989163,2.91875,2.7975000000000003,2.9105239461887997,3.585158221298424,4.807059567053553,4.293365146430938,6.763645833333333,6.16,6.48473536827392,5.977749766348475,5.386093323101109,4.887459855650214,6.887708333333334,6.835833333333335,6.619178204439893,6.530060277134046,6.554062063260114,6.975135572448713
