Date,Season,99dadenggiri,99dadenggiri_Trend,99dadenggiri_SMA,99dadenggiri_EWMA,99dadenggiri_DES,99dadenggiri_TES,99dadenggiri_ARIMA
2012-11-30,POMKH,2.927272727272728,3.253361471861472,3.4255007215007245,3.110592489760452,3.1628973181617583,2.9704519830795277,2.858062060297639
2013-02-28,POMRB,3.416363636363637,3.2337424242424246,3.2826471861471895,3.232900948401726,3.1814802344218824,3.8122793024724113,3.67887376591248
2013-05-31,PREMON,4.09,3.2782659932659937,3.2240757575757613,3.5757405690410353,3.2001723339657797,3.8658229523203262,3.7796183580464486
2013-08-31,MONSOON,2.54,3.3557381102693604,3.2434090909090942,3.161444341424621,3.218974246723907,2.840280305334953,2.632675984839138
2013-11-30,POMKH,3.206127946127946,3.4569247534872534,3.313122895622899,3.179317783305951,3.2378866293919337,3.044127270138275,2.914093495627876
2014-02-28,POMRB,3.7572853535353534,3.5852461820586816,3.3983533249158278,3.410504811397712,3.2569101304139414,3.8484206433094332,3.583945098876395
2014-05-31,PREMON,4.558571428571429,3.653109607984608,3.515496182058685,3.869731458267199,3.2760454039404596,4.03190044447849,3.8805164209171306
2014-08-31,MONSOON,3.0980000000000003,3.656249864718615,3.654996182058685,3.5610388749603197,3.295293094915779,2.9586820469408712,2.8292094487377613
2014-11-30,POMKH,3.1910353535353533,3.576705266955267,3.6512230339105374,3.4130374663903336,3.314653871894428,3.2899612949668984,3.2170226170454135
2015-02-28,POMRB,3.7975,3.6236338383838387,3.661276695526699,3.5668224798342,3.3341284019552466,4.032092397512365,3.7873366169730422
2015-05-31,PREMON,3.882,3.831671085858586,3.4921338383838414,3.6928934879005197,3.3537173507175626,4.301706322328336,4.146133173712862
2015-08-31,MONSOON,4.15,3.911958333333333,3.755133838383841,3.8757360927403117,3.373421391376232,3.060903649198259,2.9273925719037237
2015-11-30,POMKH,3.8033333333333332,3.9199583333333337,3.9082083333333357,3.8467749889775202,3.393241196934909,3.4582633048851683,3.439506862351963
2016-02-29,POMRB,3.8275,3.7309583333333336,3.9157083333333356,3.839064993386512,3.413177449470919,4.234351036560513,4.01557699361978
2016-05-31,PREMON,3.9160000000000004,3.417604166666667,3.9242083333333357,3.8698389960319073,3.433230833476739,4.463335941243617,4.055398307902738
2016-08-31,MONSOON,2.604,3.283958333333333,3.537708333333336,3.3635033976191444,3.453402029856747,3.452655254336296,3.458161900665129
2016-11-30,POMKH,2.8425,3.3034166666666667,3.2975000000000025,3.1551020385714867,3.473691738846013,3.5124059722259147,3.3627921867560255
2017-02-28,POMRB,3.7191666666666663,3.316611111111111,3.2704166666666694,3.3807278898095587,3.494100660054191,4.0355260998646605,3.7787547437628297
2017-05-31,PREMON,4.18,3.269930555555556,3.3364166666666693,3.700436733885735,3.5146294917258936,4.225456679690336,3.9741621845873145
2017-08-31,MONSOON,2.4455555555555555,3.219722222222222,3.296805555555558,3.198484262553663,3.535278926964054,3.199191494506241,2.960893149478752
2017-11-30,POMKH,2.6275,3.306388888888889,3.243055555555558,2.9700905575321976,3.5560496843035327,3.2773853289195474,3.075287165887938
2018-02-28,POMRB,3.5325,3.4306944444444443,3.196388888888891,3.1950543345193188,3.576942480301519,3.8388760690955883,3.7319850189743864
2018-05-31,PREMON,5.06,3.4440625000000002,3.416388888888891,3.9410326007115914,3.597958035202795,4.05318196878905,4.0089487227755045
2018-08-31,MONSOON,2.56,,3.4450000000000016,3.388619560426955,3.619097049327428,3.0180716353850916,3.027818929399083
2018-11-30,POMKH,2.62,,3.4431250000000015,3.081171736256173,,3.1392441262603286,3.0400418861487504
