Date,Season,Muniguda,Gunupur,Chandrapur,Kalyanasinghpur,Kashipur,Padmapur,Kolnara,Rayagada,Ramanguda,Bishama Katak,Muniguda_Trend,Muniguda_SMA,Muniguda_EWMA,Muniguda_DES,Muniguda_TES,Muniguda_ARIMA,Gunupur_Trend,Gunupur_SMA,Gunupur_EWMA,Gunupur_DES,Gunupur_TES,Gunupur_ARIMA,Chandrapur_Trend,Chandrapur_SMA,Chandrapur_EWMA,Chandrapur_DES,Chandrapur_TES,Chandrapur_ARIMA,Kalyanasinghpur_SMA,Kalyanasinghpur_EWMA,Kalyanasinghpur_TES,Kalyanasinghpur_ARIMA,Kashipur_Trend,Kashipur_SMA,Kashipur_EWMA,Kashipur_DES,Kashipur_TES,Kashipur_ARIMA,Padmapur_Trend,Padmapur_SMA,Padmapur_EWMA,Padmapur_DES,Padmapur_TES,Padmapur_ARIMA,Kolnara_Trend,Kolnara_SMA,Kolnara_EWMA,Kolnara_DES,Kolnara_TES,Kolnara_ARIMA,Rayagada_Trend,Rayagada_SMA,Rayagada_EWMA,Rayagada_DES,Rayagada_TES,Rayagada_ARIMA,Ramanguda_Trend,Ramanguda_SMA,Ramanguda_EWMA,Ramanguda_TES,Ramanguda_ARIMA,Bishama Katak_Trend,Bishama Katak_SMA,Bishama Katak_EWMA,Bishama Katak_DES,Bishama Katak_TES,Bishama Katak_ARIMA
1996-02-29,POMRB,7.383333333333333,2.25,5.6066666666666665,5.25,4.28625,1.285,5.79,4.503333333333333,2.276666666666667,4.126666666666666,,,7.383333333333333,10.349228855860567,7.393331393606992,0.0,,,2.25,2.4878638893148928,2.33125,0.0,,,5.6066666666666665,5.258283683694507,6.2630905515065916,0.0,,5.25,5.2978125,0.0,,,4.28625,4.460125470110455,4.908501138257824,0.0,,,1.285,1.5916185852734925,2.1421694564744946,0.0,,,5.79,5.327284211281381,6.61059880835638,0.0,,,4.503333333333333,5.252333551302091,4.6008967598207215,0.0,,,2.276666666666667,2.5188011479559362,0.0,,,4.126666666666666,7.491386135201378,4.429548001911721,0.0
1996-05-31,PREMON,9.1,4.43,7.233333333333332,6.015,6.9825,2.815,7.1000000000000005,5.603333333333333,3.6133333333333333,6.18,,,8.07,11.893545068748873,9.118164776217917,-4.913764530234327e-21,,,3.122,2.292881069913294,4.583047091412742,2.2499962419174313,,,6.2573333333333325,6.089099742620921,8.12410751985114,1.5218509130964395e-07,,5.556,6.107976108033241,-1.6071321665418105e-07,,,5.36475,4.525619279693557,6.600422660088047,5.905919966835525e-21,,,1.897,2.959269551679764,2.7048268088720286,1.246231741702604e-07,,,6.314,5.426733606334662,7.790372889928686,5.789991448058369,,,4.9433333333333325,5.237134485483553,5.327504293048046,2.15914585993147,,,2.8113333333333337,3.724616508175847,1.3377607800133202,,,4.9479999999999995,9.476378198568232,5.737446127398327,4.126659768643456
1996-08-31,MONSOON,4.323333333333333,2.93,4.211666666666667,,2.7275,1.265,5.306666666666667,3.65,1.4233333333333331,1.74,6.761666666666666,,6.5713333333333335,10.63310805575851,4.347948283058856,-6.245171326024529e-21,3.5149999999999997,,3.0452,1.9531853205979532,3.14559078160849,3.340437934003279,5.616458333333332,,5.439066666666666,5.777865314278821,4.545347906399638,3.3032127719452454e-07,,,,,4.7690624999999995,,4.30985,3.471228366104618,2.8281487647661514,1.1483314776616541e-20,1.803125,,1.6441999999999999,3.3785892148951673,0.7887480778128177,3.0845054107733876e-07,6.319166666666667,,5.911066666666667,5.259277926415942,5.047754291420173,6.599738335043447,4.549166666666666,,4.425999999999999,5.221979394054579,4.455227638938373,2.1442462162545377,2.5,,2.2561333333333335,0.9500722898862675,2.1482961094905475,4.074166666666667,,3.6647999999999996,7.263577996116851,2.476334750115321,5.342144258349672
1996-11-30,POMKH,6.239999999999998,3.4,5.123333333333333,3.11,4.205,1.195,6.275,4.083333333333333,2.286666666666666,3.8833333333333333,6.761666666666666,6.761666666666667,6.4388,9.919146496189505,6.269393898305242,9.625480697294244e-22,3.7937499999999997,3.2525,3.18712,1.8584225074489285,3.669162107943095,3.2034377088614137,5.868,5.543749999999999,5.3127733333333325,5.741971641912988,5.2531039542795135,4.4116640563331167e-07,,4.5776,3.2455051325189346,-4.5591650987202493e-07,5.0346875,4.5503125,4.26791,3.1904627463363884,3.5836395553261813,1.9802579775849777e-20,2.035,1.64,1.4645199999999998,3.5105989297916267,0.9851945631665611,1.783302569941343e-07,6.714166666666666,6.117916666666666,6.05664,5.271779927885606,5.272676025512991,5.767196966224184,4.6850000000000005,4.46,4.288933333333333,5.2068681599530136,4.136993189328321,1.0291306794375676,2.582083333333333,2.4,2.2683466666666665,1.7230955411191207,1.379980482266331,4.115208333333333,3.9824999999999995,3.7522133333333327,6.258556297771923,3.6972675701060584,3.4556940023967564
1997-02-28,POMRB,7.383333333333333,4.35,6.1883333333333335,5.25,6.036250000000001,2.59,7.399999999999999,5.216666666666668,3.0766666666666667,4.86,6.761666666666666,6.761666666666667,6.816613333333333,9.53302451898386,7.41603990933218,7.38333215291516,3.7962499999999997,3.7775,3.652272,2.05030153065504,2.547006678509037,2.629202368429719,6.322666666666667,5.689166666666666,5.662997333333333,6.03209706766003,6.2497816212967665,5.435022255244057,4.90625,4.84656,5.425420426816963,-6.031864721025534e-07,5.0715625,4.987812500000001,4.975246,3.6501785898969463,5.007172082156658,4.286249069132277,2.04375,1.9662499999999996,1.9147119999999997,4.121470826495116,2.139545862181559,1.2850000034598879,7.065833333333333,6.520416666666666,6.593983999999999,5.477635286811177,6.558850844693969,5.965518557594516,4.830416666666666,4.638333333333334,4.660026666666667,5.19180065925415,4.600896759810885,2.17809481617657,2.5283333333333333,2.5999999999999996,2.5916746666666666,2.764028668916819,2.1538210944147105,4.0529166666666665,4.1658333333333335,4.195328,5.8350109618894,4.363407172332155,4.099272532963114
1997-05-31,PREMON,9.1,4.56,8.664,6.015,7.3575,3.365,8.65,5.976666666666668,3.47,5.775,6.761666666666667,6.761666666666667,7.7299679999999995,9.779080773682843,9.134672138179475,9.09999854512794,3.6799999999999997,3.8099999999999996,4.0153631999999995,2.3255095477270276,4.994940724579383,4.086536766386191,6.681,6.046833333333333,6.8633983999999995,7.12612586963359,8.1182565675756,7.011889587009172,5.0975,5.313936,5.455199644886516,4.654546959663452,4.996875,5.0815625,5.9281476,4.594047828931511,7.1671281363401755,6.982498483573317,2.0225,2.10375,2.4948271999999996,4.886977857539955,2.97605728573604,3.3147941196327855,7.190625,6.907916666666665,7.416390399999999,5.886120134761958,8.082957731928229,7.161047664663384,4.9837500000000015,4.731666666666667,5.186682666666668,5.176776763809244,5.327504293048516,2.2138077723132956,2.4483333333333333,2.5641666666666665,2.9430047999999998,4.1672290642805585,3.593390624108518,4.0529166666666665,4.064583333333333,4.827196799999999,5.968245540051334,5.800088400391391,6.056369626397823
1997-08-31,MONSOON,4.323333333333333,2.82,6.418333333333334,,2.6475,0.7849999999999999,6.57,4.44,1.1366666666666667,1.6466666666666667,6.761666666666666,6.761666666666667,6.367314133333332,7.917949291976109,4.358822237252063,4.323332642135874,3.50875,3.7824999999999998,3.53721792,2.234003888456627,3.5244315624599807,3.179576933581673,6.779541666666668,6.5985,6.685372373333333,7.309704521751816,4.557503908556193,4.0827292677698654,,,,,4.806049107142857,5.061562500000001,4.61588856,3.9207235573130994,3.340519350820119,2.727499407654311,2.04625,1.98375,1.8108963199999997,4.113211621946253,1.1183609279824749,1.427222254628188,7.1587499999999995,7.223749999999999,7.07783424,5.952205897366104,5.600889649324621,6.316703562634224,5.067916666666667,4.929166666666668,4.888009600000001,5.161796337628625,4.455227638944238,2.7726534352208083,2.3491666666666666,2.4924999999999997,2.2204695466666666,1.184208480775761,1.3940553783482077,4.076666666666666,4.041250000000001,3.5549847466666664,3.7147213223368185,2.463646979906815,2.0174494784706547
1997-11-30,POMKH,6.239999999999998,2.58,5.783333333333334,3.11,3.6875,1.505,6.01,4.5200000000000005,1.933333333333333,3.9766666666666666,6.761666666666666,6.761666666666666,6.316388479999999,7.107821034702263,6.275252990777593,6.239999002373442,3.48,3.5775,3.154330752,2.1354052722727404,3.9896385265570435,3.4527348553717534,6.682583333333334,6.763499999999999,6.324556757333333,7.173499291625416,5.292768656402665,4.966485857071201,4.37125,4.4323616,6.290643633188472,5.332780955249045,4.592879464285714,4.932187500000001,4.244533136,3.695169984439891,3.928115142537769,4.204999086777774,2.0825,2.06125,1.6885377919999995,3.5514727186948036,1.145251146496439,0.8610114033204572,7.156875,7.157499999999999,6.650700543999999,5.93029741563468,5.972972364987658,6.5133764334884585,5.135833333333333,5.038333333333335,4.740805760000001,5.146859261824307,4.136993189345601,1.23612110410146,2.2941666666666665,2.404166666666667,2.1056150613333333,1.7719329037184361,1.8299097821631898,4.10125,4.064583333333334,3.723657514666667,3.4677664130939467,3.6715890295356792,3.7477994335662745
1998-02-28,POMRB,7.383333333333333,3.8,6.316666666666667,5.25,5.027142857142857,2.47,7.41,5.453333333333332,2.6366666666666663,4.956666666666667,6.761666666666666,6.761666666666665,6.743166421333332,6.948661980772375,7.41753002803854,7.383332163824106,3.44875,3.44,3.4125984512,2.352137140494084,3.1754100743009266,3.201276891785671,6.3258333333333345,6.795583333333333,6.3214007210666665,7.154964207302993,6.297222566474628,5.806916970093014,4.90625,4.75941696,3.250827488114484,2.7572649255752575,4.6235044642857135,4.679910714285715,4.557577024457142,3.9757248551013187,5.107338796370994,5.697745216971861,2.14125,2.03125,2.0011226752,3.381029932602581,2.3310049188818467,2.3373888737914643,7.06,7.159999999999998,6.954420326399999,6.137100063951606,7.059126962008133,6.5354708685024265,5.123749999999999,5.097500000000001,5.025816789333334,5.13196541459325,4.600896759834474,2.442760536339731,2.2249999999999996,2.294166666666667,2.3180357034666663,2.6697758820301134,2.4730468187297774,4.34625,4.088750000000001,4.216861175466667,3.9948076238016856,4.356899630884071,4.49192508537197
1998-05-31,PREMON,9.1,4.88,7.7600000000000025,6.015,6.661249999999999,3.775,8.625,6.283333333333332,3.47,5.875,6.761666666666667,6.761666666666665,7.685899852799999,7.594502632751322,9.13244610160951,9.099998558573278,3.1887499999999998,3.5200000000000005,3.9995590707199997,2.8332815227896457,5.00683442482272,4.287402584688053,5.964791666666668,6.569583333333334,6.896840432640001,7.573220900785669,8.166711769429151,7.828355352241605,5.0975,5.261650176,5.534583813647112,4.654546951044574,4.727098214285714,4.505848214285715,5.399046214674286,4.823433150225935,6.952894477687091,7.284960881808901,2.1275,2.13375,2.71067360512,3.751954803127191,3.1022878385699775,3.2804893219277718,6.860625,7.153749999999999,7.62265219584,6.5341047216806345,8.481643141917697,7.7823286989022815,5.070833333333333,5.174166666666666,5.528823406933333,5.117114670400352,5.327504293075525,2.2436204755902427,2.0637499999999998,2.294166666666667,2.77882142208,3.9499612966131084,3.293623711590359,4.605833333333334,4.113750000000001,4.88011670528,5.05937811233676,5.810200650913597,5.934326968539985
