Date,Season,Chanasma,Radhanpur,Sidhpur,Sami,Vagdod,Harij,Santalpur,Patan,Chanasma_Trend,Chanasma_SMA,Chanasma_EWMA,Chanasma_DES,Chanasma_TES,Chanasma_ARIMA,Radhanpur_Trend,Radhanpur_SMA,Radhanpur_EWMA,Radhanpur_DES,Radhanpur_TES,Radhanpur_ARIMA,Sidhpur_Trend,Sidhpur_SMA,Sidhpur_EWMA,Sidhpur_DES,Sidhpur_TES,Sidhpur_ARIMA,Sami_Trend,Sami_SMA,Sami_EWMA,Sami_DES,Sami_TES,Sami_ARIMA,Vagdod_Trend,Vagdod_SMA,Vagdod_EWMA,Vagdod_DES,Vagdod_TES,Vagdod_ARIMA,Harij_Trend,Harij_SMA,Harij_EWMA,Harij_DES,Harij_TES,Harij_ARIMA,Santalpur_Trend,Santalpur_SMA,Santalpur_EWMA,Santalpur_DES,Santalpur_TES,Santalpur_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA
1998-08-31,MONSOON,22.555000000000003,5.47,12.3,2.415,16.885,24.986666666666665,4.994,6.23,22.505750000000003,24.573500000000003,24.156874277215085,20.180087257497036,28.04639073844912,18.14530167679127,5.305,5.16375,5.273671776256,3.8043017445994116,4.157342999864392,4.921988059654088,34.925,48.135000000000005,39.840224289792005,30.048651112132124,43.87853371722642,52.35345362219703,2.30625,2.147500000000001,2.338418113536,2.086260591100974,1.6109716131493776,2.341778405070061,18.04375,17.625750000000007,17.387325870899197,19.13435192415299,19.09529055099273,17.186347370370342,29.250833333333333,25.601666666666674,26.801795124906665,26.025867294485145,34.79855806150505,20.429453195090474,4.7078125,4.356,4.654936265281828,4.791919033061774,4.484653371609861,4.548186912225046,7.415020229468599,7.766115338164251,7.658395484928336,8.521894392377515,6.877485783198614,7.517123839544312
1998-11-30,POMKH,25.582,5.02,30.0,1.75,18.044,34.7,3.64,5.81608695652174,20.446,24.873,24.726924566329053,22.385027892409678,21.455065783555877,21.671974729960734,5.184374999999999,5.268750000000001,5.1722030657536,3.5044636515205014,4.343350651359606,5.04142234370449,27.13,37.877500000000005,35.9041345738752,29.59194991912002,33.499060418483445,11.583872630923254,2.4640625,2.202500000000001,2.1030508681216,1.9504274294412884,2.6663280909449654,2.3636732298279033,18.289125000000002,17.917250000000006,17.64999552253952,19.305446369830953,18.6746614762352,17.126581465181438,29.77791666666667,29.056666666666672,29.961077074944,36.82033205569841,25.12791739850983,12.759812550126977,5.171083333333334,4.461625,4.248961759169097,4.641703071635345,4.680824811518376,4.607557378170462,7.285546497584542,7.4047022946859915,6.921472073565697,8.304076129189548,7.00859369049648,8.869563492680943
1999-02-28,POMRB,7.412000000000001,5.25,30.0,2.5500000000000003,19.137999999999998,29.73,5.511999999999999,7.443043478260868,22.3719375,20.1385,17.800954739797433,12.55359808722675,26.96676907885899,23.419313243703467,5.1125,5.3412500000000005,5.20332183945216,3.6684439482027535,4.958132975957884,5.0367730321515305,30.761875,31.972500000000004,33.54248074432512,29.40444548154791,28.9302722647288,28.25334788030061,2.6683333333333334,2.410000000000001,2.28183052087296,2.0232788129840666,6.9375895231872775,2.1802638035229203,18.475875,18.170250000000003,18.24519731352371,19.610810967890018,20.595757861524547,17.307311218731446,30.92,29.445000000000004,29.8686462449664,33.50968503814301,29.576972564711703,23.711919390808575,5.3035,4.954,4.754177055501458,4.7692465183504815,4.736687675476355,4.4488075326746355,7.206048948564933,7.425338164251209,7.130100635443766,8.267694918486166,7.549920263938358,6.50547346705373
1999-05-31,PREMON,27.465000000000003,4.37,16.85,3.3575,19.565,31.02666666666667,7.406666666666666,9.093888888888893,26.1829375,20.753500000000003,21.666572843878463,20.919977924218063,26.72909179304888,22.223906173009684,5.37875,5.027500000000001,4.8699931036712965,3.0736585875778397,6.669655786008714,5.08293083579553,53.67375,22.2875,26.865488446595073,21.76397896491219,36.03473430589641,28.25334788030061,3.1572916666666666,2.5181250000000013,2.712098312523776,2.2586837110935862,10.574694631564741,2.2907401537149426,19.3645,18.408,18.773118388114227,19.93837888579462,19.686776117884122,17.666380905739477,33.57729166666667,30.110833333333336,30.33185441364651,32.18712774963728,32.55439276486339,9.949294074405334,5.450916666666666,5.388166666666666,5.815172899967541,5.139951562570806,5.2533190444471956,4.600061336389433,7.273309469374048,7.145754830917877,7.915615936821817,8.39964300585172,10.678626381128947,9.66140517974767
1999-08-31,MONSOON,35.5025,6.15,80.095,3.616666666666666,17.428,31.46,4.316666666666666,6.712352941176469,32.8665,23.990375,27.200943706327077,34.43030056594975,26.334340996241217,20.046398869515436,5.753749999999999,5.197500000000002,5.381995862202778,4.313054776965063,4.153099168363104,4.92884528750826,82.31625,39.23625,48.15729306795704,55.00370944296146,8.02063173013903,15.868963726102177,3.4668749999999995,2.8185416666666674,3.0739256541809317,2.498819511209206,2.048369574817805,2.6094469499799047,20.9005,18.54375,18.235071032868536,19.882039291314143,20.072479344862316,18.037719736617664,38.52104166666667,31.729166666666668,30.78311264818791,31.725431860537988,31.02194282790663,10.762353240616793,5.7315,5.2188333333333325,5.2157704066471915,5.0355082718630815,4.892291437701429,5.011649966792959,7.265224385121916,7.266343066211994,7.434310738563678,8.280918402665545,6.222599681775365,6.389559891709958
1999-11-30,POMKH,43.1225,6.47,145.5,4.46,24.61,49.485,5.496666666666667,5.871818181818182,40.716875,28.375500000000002,33.569566223796244,50.36223915135488,21.678164291461794,22.73673136244486,6.3225,5.560000000000001,5.817197517321667,4.577116657498436,4.496219178333625,5.192515758390722,112.28375,68.11125,87.09437584077423,106.26968762181262,70.8758730829025,75.43172994908925,3.485520833333333,3.4960416666666676,3.628355392508559,2.872972503366891,3.3064978007592636,2.9103474944145264,22.850749999999998,20.18525,20.785042619721125,20.93553700038265,19.554820891640823,17.918687790156373,44.38333333333334,35.42541666666666,38.263867588912746,55.43772297778524,32.20385042915128,15.689000189487391,6.057291666666666,5.682999999999999,5.328128910654982,5.107473017074528,4.94042864632078,4.896635896008446,7.155450675485505,7.280275872536104,6.809313715865479,8.087658643208798,6.6770413715781505,8.580232001048179
2000-02-29,POMRB,43.34,6.8,143.64,2.3166666666666664,24.86,54.49500000000001,5.9,7.322631578947369,44.8246875,37.3575,37.47773973427775,59.23613099077414,29.475868165449594,6.587626176938525,6.77375,5.947500000000002,6.210318510393,4.8286532784974545,5.4088417984483685,5.468183293058766,128.12375,96.52125,109.71262550446454,126.24776583466144,121.50408590554302,137.02873721945795,3.505,3.437708333333334,3.1036799021718022,2.68829868858097,8.126915705798929,3.3732828343714445,25.235999999999997,21.61575,22.415025571832675,21.94592984716085,22.153300209378592,19.22343387153316,48.255,41.61666666666667,44.75632055334765,68.67881838376357,32.03982010297865,7.053657219487635,6.378125,5.779999999999999,5.556877346392989,5.225116821972101,5.214195842836131,4.974919020039175,6.770851002282891,7.2501728977077295,7.014640861098235,8.056116826662143,7.328478351506573,6.4001237775843185
2000-05-31,PREMON,54.34,7.37,142.95,3.74,29.445,53.16,9.625,8.33611111111111,47.03989583333334,44.07625,44.22264384056665,70.33898839887318,33.649685690909934,24.41030126141616,6.79625,6.697500000000002,6.6741911062358,5.250780104862177,7.37277788809088,5.755469044782938,120.44187499999998,128.04625,123.00757530267873,134.05315070183318,143.4926092439295,135.2770296508793,3.365,3.5333333333333337,3.3582079413030814,2.862343001058511,11.3865682831779,3.057639226999349,26.724999999999998,24.085749999999997,25.227015343099605,23.60210875966682,21.78193039593432,20.321662757641025,53.144375,47.15,48.11779233200859,65.07665133986558,35.28310395219415,19.588814239589343,6.388020833333333,6.334583333333333,7.184126407835794,5.838901207248005,5.7186146569357295,5.100912906627423,6.393662945241893,7.060728453263284,7.543228961103385,8.128541990183022,10.48590878703679,9.464103790986698
2000-08-31,MONSOON,41.49,6.76,80.715,3.39,26.63,40.3,4.665,4.3933333333333335,49.10197916666667,45.573125000000005,43.12958630433999,63.06955458732192,35.889035854204394,31.553858384614127,6.666875,6.850000000000001,6.7085146637414805,4.844012757474736,5.383617919209943,6.103659834718433,105.58000000000001,128.20125,106.09054518160724,101.46205113402607,128.64987653084052,134.62720264963238,3.44875,3.476666666666667,3.370924764781849,2.9205723323001624,2.7463240702807994,3.261479840241334,26.574999999999996,26.386249999999997,25.788209205859765,24.689748410141416,23.205164664296063,22.098361126036473,63.266875,49.35999999999999,44.99067539920516,44.32547992051357,35.806976239153194,16.281412753532912,6.1327083333333325,6.421666666666666,6.176475844701477,5.687443867613903,5.5967727020548175,5.758465888707664,6.253654970760234,6.480973551302499,6.283270709995365,7.799040373135312,5.86922716845345,5.972867656782037
2000-11-30,POMKH,54.856666666666676,6.04,83.425,3.566666666666667,27.32,79.76,5.2275,5.173333333333333,51.939791666666665,48.506666666666675,47.82041844927066,64.08354725569389,30.761968091473367,38.32635048772686,6.5806249999999995,6.7425000000000015,6.441108798244889,4.339207599441534,5.584257778194238,6.245186781354871,90.59625,112.68249999999998,97.02432710896434,89.64007439590044,106.71402540056832,76.01563247194879,4.198541666666667,3.253333333333334,3.449221525535776,3.0060925184830074,3.7591366785716183,3.2998723413858158,25.736875,27.063749999999995,26.40092552351586,25.784963229277285,23.5804157482836,22.980574538693567,64.04124999999999,56.928749999999994,58.8984052395231,86.79370393523946,46.16639279425432,34.8136746352667,5.476041666666665,6.354374999999999,5.796885506820886,5.633884009233824,5.596316846173366,5.584189715116253,6.206365588450291,6.306352339181287,5.839295759330552,7.5758820214627605,5.764806485145365,6.953788552282475
2001-02-28,POMRB,48.1025,6.194999999999999,86.82,3.88,20.95,105.2,4.126666666666667,6.901052631578947,50.51229166666667,49.69729166666667,47.933251069562395,57.551816644260605,38.90953571665179,38.51965980956768,6.618124999999999,6.591250000000001,6.342665278946933,4.450929491422968,6.14831660613367,6.200946064597498,82.67624999999998,98.47749999999999,92.9425962653786,86.73911448847188,88.16287485616068,78.5678515638026,4.395416666666667,3.644166666666667,3.6215329153214655,3.1433235828464383,8.222448324484262,3.3795709962850475,24.932437499999995,26.086249999999996,24.220555314109518,25.75556588279243,26.18977101410519,23.825189411324757,57.925000000000004,69.60499999999999,77.41904314371386,138.29063588803945,49.60568911874492,34.37753236305332,5.029916666666667,5.911041666666666,5.128797970759198,5.436253560963647,5.743868931269131,5.519124578005972,6.215106907894736,6.200957602339181,6.2639985082299106,7.544880308207849,6.47701574398042,6.460984450590184
2001-05-31,PREMON,72.28,7.285,79.89999999999998,8.175,26.65,8.65,6.145,8.379374999999998,45.124270833333334,54.182291666666664,57.67195064173744,69.98629165772539,42.46673118538749,48.29622321301125,6.795625,6.570000000000001,6.71959916736816,5.244362325264069,7.803541680460767,6.199664090063154,86.51718749999999,82.71499999999999,87.72555775922714,81.56791307547138,93.56274147391206,81.76518876558995,3.7852083333333333,4.752916666666668,5.44291974919288,4.213788086721241,11.871530057986567,3.529062499770548,22.266125,25.387499999999996,25.19233318846571,26.574007736065596,24.973336255401687,23.26564656022873,59.80875,58.477499999999985,49.911425886228315,38.718406410143636,52.13628889308086,35.22128000035324,5.099729166666666,5.041041666666666,5.535278782455519,5.542938389423967,5.93406399211505,5.301689015406082,6.224925748474446,6.211773574561404,7.110149104937945,7.664413993623664,9.756668425378917,8.817696592867174
2001-08-31,MONSOON,12.13,7.145,80.405,0.53,22.9895,35.87999999999999,4.5760000000000005,4.419999999999999,39.324687499999996,46.84229166666666,39.455170385042464,36.69497718500734,45.91036591114701,36.87541960080671,6.534375,6.666250000000002,6.889759500420896,5.176390611090245,5.6959548261556545,6.43365543592038,97.499375,82.63749999999999,84.79733465553628,79.73527188394775,69.45013670096985,75.24808318786727,3.859375,4.037916666666668,3.477751849515728,3.3416949531024533,4.279289185965389,4.916927488777329,22.346125,24.477374999999995,24.311199913079427,26.712735260923402,25.72570557785543,23.92421958413151,50.26625,57.372499999999974,44.29885553173698,27.72891870798628,42.34182247049751,28.83812663417532,5.526083333333333,5.018791666666666,5.151567269473311,5.419430982168146,5.308012431440571,5.413975315755319,6.034654676773455,6.21844024122807,6.034089462962767,7.376544350584562,5.35962112462514,5.662510224533703
2001-11-30,POMKH,41.1125,7.075,114.4625,1.545,9.63,99.25,5.875,5.22521739130435,32.0390625,43.406249999999986,40.118102231025475,34.86045198464221,35.58472702672414,48.75542543347603,6.276875,6.9250000000000025,6.963855700252537,5.139107853356569,5.913279190572498,6.587013610957853,112.483125,90.39687499999998,96.66340079332177,98.57170683595962,89.12212490431611,75.72368121051902,3.5406249999999995,3.5325000000000015,2.704651109709437,2.890740842444672,4.1265834232622645,3.6064359404271893,24.656333333333336,20.054874999999996,18.438719947847655,24.678032866797924,25.351273450626522,23.742339777290105,41.069374999999994,62.244999999999976,66.27931331904219,127.60136318490991,67.62295001924076,50.767986074937056,5.8615,5.180666666666666,5.440940361683987,5.491280285106751,5.3348120019401,5.278585689280831,5.937206992056857,6.231411255720824,5.7105406342994,7.194112427036489,5.407670658609509,6.417583391468263
2002-02-28,POMRB,15.449999999999998,3.07,143.64,6.494999999999999,39.28,9.37,6.8900000000000015,5.327000000000001,32.840312499999996,35.243124999999985,30.250861338615284,19.89892628209519,41.2813494168593,42.75246737401313,6.538125000000001,6.1437500000000025,5.406313420151522,2.2863515216359054,6.639440993837196,6.692216887305502,120.403125,104.60187499999998,115.45404047599305,123.08726268779535,104.92949400329017,107.7982943916303,3.2866666666666666,4.186250000000002,4.220790665825662,3.6475585357340217,7.956028080023771,2.9906304334697875,24.720354166666667,24.637374999999995,26.775231968708596,27.402413252072524,25.460845752880218,20.99643233655471,44.40375,38.28749999999998,43.515587991425306,44.01809132030535,82.67206547533354,79.04258744182914,6.0595,5.871499999999999,6.020564217010393,5.692916452215082,5.606389322563295,5.354509363917136,6.141976412603416,5.837898097826088,5.55712438057964,7.03753319556708,6.236170285101265,6.389313641416515
2002-05-31,PREMON,46.6475,8.35,142.95,3.01,26.801666666666666,30.905,6.065,9.173846153846156,37.77250000000001,28.834999999999987,36.809516803169174,33.688506808358724,40.21512598390465,64.2409093455365,6.824375,6.410000000000003,6.583788052090913,6.080162148039307,7.464351193647068,5.911321764335851,116.5621875,120.36437499999997,126.45242428559584,132.75556625479123,138.62859644903122,135.2770296508793,3.9508333333333336,2.8950000000000022,3.736474399495397,3.459476959736072,12.369593059132091,4.037478375056715,26.506666666666668,24.67529166666666,26.785805847891822,27.969417631725182,26.4606506289357,24.5538696535099,45.655,43.85124999999998,38.471352794855186,28.422685389514456,25.74886690712186,5.266336574107672,6.28625,5.8515,6.038338530206236,5.753753298070662,6.192373262467267,5.568325963395456,6.357750674097071,6.036515886287628,7.003813089886247,7.279674194047329,9.136772562965799,7.745768054876183
2002-08-31,MONSOON,44.17250000000001,8.17,80.715,3.6633333333333336,23.35,40.3,6.2399999999999975,5.263684210526316,44.685208333333335,36.84562499999999,39.75471008190151,42.66396461934021,40.5723427465548,10.780883098524596,7.93375,6.6662500000000025,7.2182728312545485,6.049582180064673,5.679186945107858,6.437061416156422,108.32125,120.44187499999998,108.1574545713575,100.92931146601633,127.22247363558621,134.62720264963238,3.952083333333333,3.678333333333336,3.7072179730305717,3.459627941591345,3.2748581335239138,3.7305433970473265,27.186666666666664,24.76541666666666,25.411483508735095,27.90400848859047,27.015111267526095,24.99121705903834,52.343125,44.95624999999998,39.202811676913115,35.440675236606126,38.195904136919154,20.980403805922275,6.2403125,6.267499999999999,6.11900311812374,5.830388804126968,5.520162556214265,5.628901303074201,6.674876909274936,6.247436938919207,6.307761538142274,7.108823110234421,5.141850602696311,6.019383092804453
2002-11-30,POMKH,48.5275,8.34,83.425,3.725,23.56,104.84,6.025,6.107727272727272,50.86010416666666,38.69937499999999,43.2638260491409,51.69419046911648,35.18115650647384,36.53990572037035,8.9725,6.982500000000003,7.666963698752729,6.189110197020232,6.135716401686258,6.810653920379157,99.37875,112.68249999999998,98.26447274281449,89.4213514029437,106.29513690020963,76.01563247194879,3.9027083333333334,4.223333333333336,3.714330783818343,3.4743424087926953,4.219962228050548,3.71046597285762,25.813958333333332,28.24791666666666,24.670890105241057,27.8203104306241,26.481882412132542,24.67189343875083,55.550625,46.35374999999999,65.45768700614788,154.12125644545827,84.19956725994618,62.58630614984499,6.001666666666666,6.305,6.081401870874244,5.867060511071045,5.745053505288673,5.706151925894326,6.858552390044167,6.4680644092749375,6.227747831976274,7.037168637885717,5.491687325430422,6.15368419792351
2003-02-28,POMRB,63.33666666666666,10.68,108.75,4.325,30.79,57.285,6.3725000000000005,6.9815,51.36802083333333,50.67104166666665,51.2929622961512,68.55416848968389,41.909876971019244,13.731627689382105,8.97625,8.885000000000003,8.872178219251637,7.932880838638501,7.1012658195402185,7.14035471103079,98.020625,103.95999999999998,102.4586836456887,99.26279094217256,88.03994700144209,78.5678515638026,3.756666666666667,3.6808333333333363,3.9585984702910055,3.621056908485801,8.603018232109449,3.7148076712623506,25.652500000000003,26.12541666666666,27.118534063144637,28.836182661281086,28.170226315451977,24.455559176321582,53.108065476190475,58.33249999999999,62.18861220368873,115.26927528821182,42.81750913292582,1.3609102427738833,5.420208333333333,6.175625,6.197841122524547,5.9465273638980225,5.981123299245116,5.740265464750559,6.782257476076555,6.881689409274936,6.529248699185764,7.05902823782354,6.5472103143909335,6.500199252973734
2003-05-31,PREMON,48.16,9.05,106.3,4.785,24.31,8.65,4.673333333333333,8.98875,50.404687499999994,51.04916666666665,50.03977737769072,65.32121198723476,47.08201056917414,41.459294669284915,8.78125,9.060000000000004,8.943306931550982,6.78944470222477,9.567501243962402,7.903440709670751,104.05687499999999,94.79749999999997,103.99521018741322,101.89415186848373,109.02104528477453,102.41838606608971,3.090625,4.124583333333337,4.289159082174603,3.8398393112935714,12.269194218429641,3.8970882619517817,25.915,25.502499999999994,25.995120437886783,28.725304245774034,27.81698521465547,25.68800703148596,53.09800595238095,52.76874999999999,40.77316732221323,31.47811675606157,32.22942551519837,-0.8498730433790236,4.814895833333334,5.827708333333333,5.588038006848062,5.781602268764515,6.4453702321292,5.820359099392944,6.497092005582138,6.835415370813397,7.513049219511458,7.279778037820692,9.829778017027468,8.461390657124685
