Date,Season,Chanasma,Radhanpur,Sidhpur,Sami,Vagdod,Harij,Santalpur,Patan,Chanasma_Trend,Chanasma_SMA,Chanasma_EWMA,Chanasma_DES,Chanasma_TES,Chanasma_ARIMA,Radhanpur_Trend,Radhanpur_SMA,Radhanpur_EWMA,Radhanpur_DES,Radhanpur_TES,Radhanpur_ARIMA,Sidhpur_Trend,Sidhpur_SMA,Sidhpur_EWMA,Sidhpur_DES,Sidhpur_TES,Sidhpur_ARIMA,Sami_Trend,Sami_SMA,Sami_EWMA,Sami_DES,Sami_TES,Sami_ARIMA,Vagdod_Trend,Vagdod_SMA,Vagdod_EWMA,Vagdod_DES,Vagdod_TES,Vagdod_ARIMA,Harij_Trend,Harij_SMA,Harij_EWMA,Harij_DES,Harij_TES,Harij_ARIMA,Santalpur_Trend,Santalpur_SMA,Santalpur_EWMA,Santalpur_DES,Santalpur_TES,Santalpur_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA
1996-02-29,POMRB,11.157999999999998,1.77,21.03,2.723333333333333,15.191999999999998,5.2,6.1075,7.895652173913042,,,11.157999999999998,50.6705229538431,25.111088737448828,0.0,,,1.77,1.350666974425465,4.024325789830657,0.0,,,21.03,27.21521633298601,32.020288958189,0.0,,,2.723333333333333,2.1454110215031896,0.8491995199052216,0.0,,,15.191999999999998,16.620347450377828,16.413746260653113,0.0,,,5.2,69.61791862460329,17.452486460429327,0.0,,,6.1075,5.330806804244346,5.124476695221576,0.0,,,7.895652173913042,8.016423672554678,7.968080639194619,0.0
1996-05-31,PREMON,28.34833333333333,5.56,76.01,3.8633333333333333,16.740000000000002,38.625,6.226,10.175454545454542,,,18.03413333333333,72.96020071100565,25.612866762409013,-2.7173082490039407e-13,,,3.2859999999999996,3.6907333223632794,5.151205611953172,1.769989394286187,,,43.022000000000006,54.89221468229064,30.603890856454004,19.80559686409073,,,3.179333333333333,2.4459278555222848,6.147632089511431,2.722478383699621,,,15.8112,17.052860623747176,15.613348237182407,15.191641712163445,,,18.57,169.3363514772286,31.67515575291467,0.0,,,6.1549,5.462945045748332,5.6694482907722445,5.2035578203616,,,8.807573122529643,8.28373368605676,11.106580920424264,7.895620873287534
1996-08-31,MONSOON,25.596,5.0,20.47,3.2133333333333334,15.315999999999999,33.155,4.9,6.308695652173915,25.412119047619043,,21.05888,77.70477375993151,25.48206962973758,-4.500491300784905e-13,4.492916666666667,,3.9715999999999996,3.3779053772247805,3.2565486374874966,3.71951239807795,45.94083333333334,,34.001200000000004,34.31041926512117,48.22567399578561,71.58456574605498,3.579583333333333,,3.1929333333333334,2.5349270615742463,-1.069923010370637,3.326949266301839,16.404125,,15.61312,17.20244634771234,16.238654360085057,15.983586962172723,30.205624999999998,,24.404,166.09909231674038,30.075648554792274,0.0,5.8773035714285715,,5.65294,5.394842718098856,5.09055277006054,5.668346111604439,9.56658308629776,,7.808022134387352,8.139671995530133,6.836385472828438,9.728397241432337
1996-11-30,POMKH,25.587142857142855,4.53,49.17666666666666,4.235,16.862000000000002,26.79,6.235714285714287,13.724583333333333,28.29207738095238,22.672369047619046,22.870185142857142,68.73283027006528,19.630680588675165,-4.229323170853774e-13,4.843333333333333,4.215,4.19496,3.068734140470444,3.5414729546140196,4.186285870854588,47.5675,41.67166666666667,40.07138666666667,42.371514086917585,40.54719638057238,19.27820103699178,3.645833333333333,3.50875,3.60976,2.829774868331082,0.9085239072078686,3.2818968227259875,16.9815,16.027500000000003,16.112672000000003,17.554365749481516,16.032623038490787,15.744359835238207,33.40895833333333,25.942500000000003,25.3584,93.75951612453547,27.418513195046707,0.0,5.744803571428571,5.867303571428572,5.886049714285715,5.519621718889772,5.1912294628408695,5.403216390144217,9.513944746376813,9.52609642621871,10.174646613965745,8.752154871714962,7.001553133833488,6.331519153624615
1997-02-28,POMRB,33.076,3.9933333333333336,55.18333333333333,3.29,18.205,39.305,6.1875,8.219545454545456,27.78478571428571,28.151869047619048,26.952511085714285,59.234655826666334,25.383892529923518,9.91699040505667,4.872083333333333,4.770833333333333,4.114309333333334,2.713018714585804,4.2278669448725275,4.288589841287296,51.67875,50.21,46.116165333333335,49.13595215770396,44.54767612249553,46.31351569756387,3.2614583333333336,3.6504166666666666,3.4818559999999996,2.849711302165359,6.305463802732248,3.6095153235111703,17.042749999999998,16.780750000000005,16.949603200000002,18.067567902786287,18.20242313603994,16.066721410323716,32.44229166666666,34.46875000000001,30.93704,54.49328591873961,12.312221197225636,3.0780139308773395,5.158553571428572,5.887303571428571,6.006629828571429,5.620829774893955,5.5316133831978505,5.608281884494395,9.347389039855072,9.607069746376812,9.39260615019763,8.759363501845831,9.793383252606132,11.516512068096286
1997-05-31,PREMON,29.47,6.14,54.87,3.826666666666666,18.346,30.146666666666665,5.086,9.430454545454547,26.986892857142855,28.43228571428572,27.95950665142857,45.53016838892145,28.74296592213242,25.19538892866238,4.837083333333333,4.9158333333333335,4.9245856,4.168816317668099,5.818520495236176,4.210931098045869,61.16416666666666,44.925,49.617699200000004,51.73295766075313,58.410830897676774,51.970463795375174,2.543541666666667,3.6412500000000003,3.619780266666666,2.9849358706496028,10.306614081601444,3.507211169959879,16.905250000000002,17.182250000000003,17.50816192,18.542532923064574,17.55598789571458,16.603807440447426,31.796666666666667,32.349166666666676,30.620890666666668,28.85823235654189,38.7996764309029,22.863132323103322,4.337526785714286,5.602303571428571,5.638377897142857,5.556861278715408,6.031950227863177,5.724395267643079,8.466102807971014,9.420819746376813,9.407745508300398,8.887049904903295,12.505010782838688,8.150236725865623
1997-08-31,MONSOON,20.416,4.65,74.5,0.175,14.2,33.9,1.35,5.721249999999999,25.995749999999997,27.137285714285717,24.94210399085714,29.53124038002564,28.34704368720631,22.74917426132197,4.966666666666667,4.828333333333333,4.814751360000001,3.2033934906286294,3.9038147507107257,4.681092975052091,63.70041666666666,58.4325,59.57061952,64.0897762048343,41.44974063680296,51.67537327306981,2.0091666666666663,2.8816666666666673,2.241868159999999,2.287209857146284,1.97589157400256,3.6059622735225996,16.897375,16.903250000000003,16.184897151999998,18.299315132367113,18.148265935210375,17.003967898171112,29.666874999999997,32.53541666666668,31.9325344,26.65788994735763,34.32771410986036,19.625298438122737,3.629625,4.714803571428572,3.923026738285714,4.987951912491284,5.248052327009809,5.5851476265255435,7.550866600790513,9.273958333333333,7.933147304980238,8.63093264435359,7.625406706988038,8.618553224992578
1997-11-30,POMKH,24.384,4.6,71.03,1.53,16.878,20.88,3.2175,7.2617391304347825,24.596874999999997,26.8365,24.718862394514282,22.94298558026295,21.433669950618263,22.741302223256856,5.023125,4.845833333333333,4.728850816,3.1600584663829254,3.9597522303056216,4.673863092085915,63.595,63.89583333333333,64.154371712,67.1671844218713,76.73296590973808,70.16248056941318,1.7002083333333333,2.2054166666666672,1.9571208959999995,2.05140323385713,2.340124405379189,2.563627694644746,16.921,16.907250000000005,16.4621382912,18.45649011160484,17.563964322947935,16.39628616186083,28.05291666666666,31.057916666666678,27.51152064,16.833156928379015,29.51417249689169,15.857691001577685,3.3720000000000003,3.9602500000000003,3.6408160429714282,4.753033270641225,4.842875273591097,4.80008886718518,7.541206878568291,7.658247282608695,7.664584035162056,8.55074607146458,7.399224591755364,9.310828596325507
1998-02-28,POMRB,26.35,4.96,53.62,1.72,18.125999999999998,28.176666666666666,3.5425,7.360499999999997,24.306125,25.155,25.37131743670857,21.584934561085916,26.790054458168182,29.397237375663593,5.061249999999999,5.0875,4.8213104896,3.415504037971727,4.566176221723334,4.657179608571584,55.910000000000004,63.504999999999995,59.9406230272,58.41694521305627,70.60703476551485,66.89450999792507,1.8674999999999997,1.8129166666666674,1.8622725375999996,1.9137066320910372,6.639563240203696,2.2522846943319488,17.290125,16.887500000000006,17.127682974719995,18.770653313377597,19.519004775583966,16.49681292226527,26.71583333333333,28.275833333333345,27.777579050666667,23.986761612935158,28.695562653360135,22.764378004168837,3.9005,3.2990000000000004,3.6014896257828566,4.594692866954901,4.818981677287976,4.5173564708063765,7.702521588164251,7.44348591897233,7.542950421097233,8.486814296850664,8.240509226723834,7.370273223191842
1998-05-31,PREMON,25.005,5.625,55.59,2.925,18.614,28.36333333333333,5.670000000000001,10.212222222222222,24.72325,24.03875,25.22479046202514,21.153383874565314,29.07563383440639,26.192302136316552,5.2162500000000005,4.95875,5.14278629376,3.888305028919835,6.301109788850527,4.724363934410045,43.00625,63.685,58.20037381632,55.9575087987752,64.95370784058265,50.498150444723954,2.175,1.5875000000000008,2.2873635225599998,2.07415621359986,10.13552788337354,2.0926271791094244,17.771500000000003,16.954500000000007,17.722209784831996,19.114105585756327,18.65871628898207,16.828549936478275,27.329166666666666,27.83000000000001,28.01188076373333,28.562232373063182,34.77511734164359,18.421178473088805,4.4088125,3.4450000000000007,4.428893775469714,4.750341226112807,5.055664885429048,4.346783742358898,7.5854088164251205,7.63892783816425,8.610659141547227,8.714141513527146,11.149402422288587,9.181343625012492
