Date,Season,Pamgarh,Shakti,Akaltara,Malkharoda,Dabhra,Baloda,Bamhnidih,Jaijaipur,Nawagarh,Pamgarh_Trend,Pamgarh_SMA,Pamgarh_EWMA,Pamgarh_DES,Pamgarh_TES,Pamgarh_ARIMA,Shakti_Trend,Shakti_SMA,Shakti_EWMA,Shakti_DES,Shakti_TES,Shakti_ARIMA,Akaltara_Trend,Akaltara_SMA,Akaltara_EWMA,Akaltara_DES,Akaltara_TES,Akaltara_ARIMA,Malkharoda_Trend,Malkharoda_SMA,Malkharoda_EWMA,Malkharoda_DES,Malkharoda_TES,Malkharoda_ARIMA,Dabhra_Trend,Dabhra_SMA,Dabhra_EWMA,Dabhra_DES,Dabhra_TES,Dabhra_ARIMA,Baloda_Trend,Baloda_SMA,Baloda_EWMA,Baloda_DES,Baloda_TES,Baloda_ARIMA,Bamhnidih_Trend,Bamhnidih_SMA,Bamhnidih_EWMA,Bamhnidih_DES,Bamhnidih_TES,Bamhnidih_ARIMA,Jaijaipur_Trend,Jaijaipur_SMA,Jaijaipur_EWMA,Jaijaipur_DES,Jaijaipur_TES,Jaijaipur_ARIMA,Nawagarh_Trend,Nawagarh_SMA,Nawagarh_EWMA,Nawagarh_DES,Nawagarh_TES,Nawagarh_ARIMA
1999-05-31,PREMON,2.65,11.17,3.245,8.089999999999998,8.145,8.9,8.166666666666666,7.22,7.939999999999999,1.941875,2.1843749999999993,2.5281439994798083,2.3513746472374493,2.2777937372706325,2.6985566754519956,4.6499999999999995,5.0375,6.760445312598016,3.7451665915009706,10.001167146781988,9.641948005296792,2.3934375,2.2471875000000003,2.678701540395008,2.2813553906067017,3.6275864927813544,3.5125521207054877,4.123125,3.9229166666666657,5.396880941211647,4.073720445262531,6.969178536971594,8.154047067487731,5.43,5.928749999999999,6.574263828701184,6.614415828251675,8.398782869277067,8.168106423281031,4.3446875,4.252500000000001,5.902239083798529,4.744530951099391,8.833622074780765,8.476827896980224,3.644583333333333,3.7408333333333346,4.939852847811243,7.455978668031616,7.329795842621167,7.180890961504382,4.983750000000001,4.619791666666667,5.749768296968192,6.235682507339988,8.12685654249984,8.532534616149658,5.060520833333333,5.083645833333334,6.104275723273421,5.8164437652646885,7.14007946757139,7.01241016211492
1999-08-31,MONSOON,0.8,0.68,1.43,2.103333333333333,3.57,1.68,1.2233333333333334,2.6316666666666664,2.5700000000000003,1.8584374999999997,1.8793749999999996,1.836886399687885,1.5336289670868217,1.4802597326905376,1.8478252489535698,4.26375,5.102499999999999,4.32826718755881,3.3843975005479097,1.4258047213716667,1.5364919519036673,2.28609375,2.5234375000000004,2.1792209242370046,2.192144959184274,0.8247940667723803,0.683439800272553,3.8683333333333327,4.267499999999998,4.0794618980603214,3.8965741985029423,1.9682797103917848,1.1607348937807507,5.41125,5.521249999999999,5.37255829722071,5.460823919223306,3.5074967688807277,4.035715860474134,4.0309375,4.587500000000001,4.213343450279117,4.100120251970549,2.311202328493845,1.852901207593545,3.680833333333333,3.760000000000001,3.453245042020079,5.275402340721291,0.7677787392540987,1.457187636013809,5.063229166666666,4.845208333333334,4.502527644847582,4.723933283667227,2.496220098241403,1.8956950137424635,4.967239583333333,5.166979166666667,4.690565433964053,5.116838421559918,3.1550267964948553,3.2970457460626834
1999-11-30,POMKH,1.62,1.55,1.78,1.215,3.64,1.66,2.3766666666666665,5.06,3.7783333333333338,2.50625,2.0043749999999996,1.750131839812731,1.4320353015467269,0.44246273085814525,1.0245367716970288,4.048125000000001,4.1975,3.216960312535286,3.1686725866337895,3.5483281150656962,3.7292864304815994,2.29875,2.2634375,2.0195325545422027,2.1370546817846123,2.5956656806941765,2.578122511135397,3.638541666666666,3.978749999999998,2.933677138836193,3.5506039546429364,3.2632852383073248,2.396053495428511,5.690625000000001,5.338749999999999,4.679534978332426,4.546593297179798,4.764905390476157,4.88992257871945,3.69875,4.1018750000000015,3.19200607016747,3.582579529408986,3.227424543812017,3.422796475100387,3.824583333333333,3.5291666666666677,3.022613691878714,4.007438139281045,2.1406002552604715,2.619740782649684,5.102916666666666,5.122291666666667,4.725516586908549,4.93278392790317,3.9706764162459436,4.232262297769826,4.783416666666667,4.954062499999999,4.325672593711765,4.800943466699996,4.1358410807772845,4.4156622225373745
2000-02-29,POMRB,1.78,3.92,2.78,3.6233333333333335,6.58,3.6,3.563333333333333,5.105,5.633333333333333,3.3475,1.7124999999999995,1.7620791038876384,1.5018599549810083,2.6645093177324557,2.6962697630151715,3.766562500000001,4.33,3.4981761875211714,3.3879186673452755,3.810263639723491,3.276255160389368,2.1881250000000003,2.30875,2.3237195327253213,2.1737003601687657,2.5078814120690236,2.357484701373833,3.4353645833333335,3.7579166666666652,3.209539616635049,3.615983352020784,4.23227335584253,4.245669080682603,6.3325,5.483749999999999,5.439720986999456,5.331787195842622,5.879412283941136,5.514251525561909,4.84,3.9600000000000017,3.3552036421004825,3.536615696687756,3.9622089051101703,3.0406155062969646,3.8983333333333325,3.832500000000001,3.2389015484605617,3.8023993969011367,4.564041295078958,3.2107200515864296,5.289583333333334,5.004166666666667,4.877309952145129,5.1059898560273975,5.550468432433723,5.747588659821897,4.884416666666667,4.980416666666666,4.848736889560392,5.063366753983993,5.317932430619493,5.043915289207061
2000-05-31,PREMON,9.0,8.915000000000003,3.165,7.135,9.8,6.81,8.103333333333332,8.01,6.363999999999999,3.5075,3.2999999999999994,4.657247462332583,8.356002718725138,2.0912933562322493,2.4241271830331486,3.765625000000001,3.7662500000000008,5.664905712512704,4.574806654335959,10.134658697807478,10.369794760575314,2.1403125,2.2887499999999994,2.660231719635193,2.2457847485415683,3.553708597926863,3.435338842615535,3.6084375000000004,3.5191666666666657,4.77972376998103,4.291762129432538,6.797169700786471,8.094699404651836,7.018125000000001,5.897499999999999,7.183832592199674,7.824608413922542,8.28021018101726,8.151824406432471,6.74125,3.4375000000000013,4.73712218526029,4.106642592854434,8.584978209408947,8.32876478605549,4.293749999999999,3.8166666666666678,5.18467426240967,7.332037043812039,7.478338714482967,7.561235633803827,5.0525,5.201666666666668,6.130385971287078,7.1070142350036765,8.12728423122268,8.296893711964332,5.3522083333333335,4.586416666666667,5.454842133736236,5.526284532574684,7.163936370337009,7.12578776615478
2000-08-31,MONSOON,1.18,0.6825000000000001,0.625,1.4329166666666666,7.05,12.9,1.8766666666666667,3.3349999999999995,4.9540000000000015,3.73,3.394999999999999,3.2663484773995495,8.110962499789212,1.657529398153247,0.731811979783592,3.513125000000001,3.7668750000000006,3.6719434275076224,4.154361622875857,1.0598367901874335,0.7154758822935019,2.218125,2.0874999999999995,1.8461390317811157,2.0913140399074783,1.035418364561473,0.9826162297771348,4.1390625,3.351562499999999,3.4410009286552845,3.952062087745662,1.6834446336917708,1.4796933001520316,7.338125,6.767499999999999,7.130299555319804,8.34036359277689,3.6769526609795755,4.252413390107175,7.542499999999999,6.2425000000000015,8.002273311156173,5.712076048185326,1.6512305110526562,1.016498887055303,5.025416666666666,3.9800000000000013,3.8614712241124685,4.9660495925376456,0.9163216093051965,1.364131400898187,4.805,5.377500000000001,5.012231582772246,5.614336987078762,2.6438856477991206,2.166509621018557,5.612416666666667,5.182416666666667,5.254505280241742,5.501228063030201,2.9579894502679345,2.746167750366769
2000-11-30,POMKH,2.52,1.54,2.2025,3.27,5.6450000000000005,5.65,4.886666666666666,2.46,5.136666666666667,4.88125,3.619999999999999,2.9678090864397295,7.683452978443653,2.2860637574401688,1.481919259061774,2.6650000000000005,3.7643750000000002,2.8191660565045735,3.86362908945081,2.9688353442039714,3.1347419122008273,2.3275,2.1931249999999998,1.9886834190686695,2.081433277341912,2.1304900821327792,2.033133454166272,4.5178125,3.865312499999999,3.372600557193171,3.9201098986807095,2.9228892265442203,1.9787859387392521,7.249999999999999,7.268749999999999,6.536179733191883,7.771540410769304,5.242371740481743,5.157832360704015,8.7225,7.240000000000001,7.061363986693705,5.621809780389481,4.4424009603148775,7.135953144915945,5.271249999999999,4.607500000000002,4.2715494011341475,5.136387864307497,2.289143129625512,2.6361994265491715,5.115,4.727500000000002,3.991338949663348,3.9260775432207193,4.221961779530647,4.644902044756903,6.0648333333333335,5.522,5.207369834811711,5.505545304743487,4.295170797898916,4.659514065367741
2001-02-28,POMRB,2.66,1.91,2.98,5.813333333333333,7.135,6.02,6.906666666666666,5.725,6.3566666666666665,5.87625,3.8399999999999994,2.844685451863838,6.570377822077556,2.8753039779976453,1.6282816550184922,2.0890625,3.2618750000000003,2.455499633902744,3.624828965322316,3.6598934149610343,3.4310580970262694,2.3975000000000004,2.243125,2.3852100514412014,2.142739614982908,2.5887402964273605,2.492972841508774,4.514947916666666,4.4128124999999985,4.348893667649236,4.322170844724972,4.2370453856123875,4.025214146701688,6.814375,7.407499999999999,6.77570783991513,7.883552135647971,6.805549899665326,6.617666450949279,8.3625,7.845000000000001,6.644818392016223,5.619772292217033,5.819128822209379,4.683675987948538,4.902500000000001,5.443333333333335,5.325596307347155,6.708587078823453,4.712584189625021,3.765607184011219,5.324999999999999,4.882500000000001,4.684803369798009,4.638504851542161,5.270051820461331,4.559252892251165,6.158833333333334,5.702833333333333,5.6670885675536935,5.862857184426077,5.642810080737246,5.837532645354588
2001-05-31,PREMON,17.33,4.14,3.84,7.975,8.54,13.83,6.726666666666668,9.87,9.26,5.73375,5.922499999999999,8.638811271118302,16.901166352908835,8.721089509528001,8.232884772565411,2.1137499999999996,2.0681249999999993,3.1292997803416465,3.794207616154896,9.625699876393261,9.469448967721998,2.4853125,2.411875,2.967126030864721,2.2819200181223573,3.4741727522151638,3.365866734710314,4.3687499999999995,4.622812499999998,5.799336200589542,5.097665835624105,7.116825305165028,7.747655901137564,6.515,7.0924999999999985,7.481424703949077,8.595037558227615,9.260433503185174,9.071515010357302,6.6499999999999995,9.6,9.518891035209734,7.094193794856412,10.334740631237258,8.765889900005524,4.467916666666667,5.099166666666669,5.88602445107496,7.546491627980772,7.6268816363317695,8.438476572427412,5.505,5.347500000000002,6.758882021878805,8.130244096966571,8.014775502937901,8.208408407563708,5.7915625,6.4268333333333345,7.104253140532216,7.097852531161763,7.543829296351353,7.585808476884088
2001-08-31,MONSOON,0.81,0.85,0.51,0.5700000000000001,4.825,3.0,0.3033333333333333,3.155,2.81,5.577499999999999,5.829999999999999,5.50728676267098,12.814781837660606,2.9277257385032542,1.079422670180798,2.07,2.1099999999999994,2.2175798682049876,3.3393889126345306,0.4588840313750122,-0.23415406036760122,2.650625,2.383125,1.9842756185188324,2.1219135069576796,1.1459294874483765,1.05429899192166,4.23625,4.407083333333332,3.707601720353725,4.547255945990989,2.0780800138891524,1.4578122401512614,6.394375,6.536249999999998,6.418854822369447,7.168751749528765,4.584334671688897,5.340404744107206,6.161250000000001,7.125,6.911334621125841,6.222877565108498,6.157938579353946,7.025347969715932,3.8545833333333333,4.705833333333336,3.6529480039783095,3.6279102251856132,1.0648645181195446,1.5685269010350025,5.601249999999999,5.302500000000002,5.317329213127284,6.394434249218045,2.8992063905815355,3.2390584226200576,5.556958333333333,5.890833333333334,5.38655188431933,6.200747307413993,3.6852844355115124,3.5998066940131785
2001-11-30,POMKH,1.75,1.57,3.02,2.9633333333333334,5.475,1.85,2.983333333333333,4.08,4.3425,4.78125,5.637499999999999,4.004372057602588,8.74166494287321,4.021259735884511,2.305207736318315,2.955,2.1174999999999997,1.9585479209229926,3.029010326722333,2.215545901643683,2.8963822425286816,2.6831249999999995,2.5875,2.3985653711112995,2.1894649387059517,2.322047982470343,2.2051582071263427,3.9283333333333337,4.3304166666666655,3.4098943655455685,4.396633808460092,3.1363158316537874,2.3868167743100615,5.879999999999999,6.493749999999998,6.041312893421668,6.302038071427443,5.329539587982003,4.889030918952054,5.914999999999999,6.175000000000001,4.886800772675504,5.310871237074791,5.0743226644928665,2.9196494938300237,3.4727083333333337,4.230000000000003,3.3851021357203184,2.8121582154972735,2.4376860237247073,3.1550902403564978,5.364375000000001,5.707500000000001,4.822397527876371,5.373880081820095,4.396104783385963,4.435031241405423,5.269333333333333,5.692291666666668,4.9689311305915975,5.782049262330871,4.6260224835542525,4.627596290121721
2002-02-28,POMRB,2.18,1.53,3.4850000000000003,5.06,6.34,5.91,3.9033333333333338,4.875,5.274,4.065,5.517499999999999,3.2746232345615525,5.555475803395787,3.960117562293985,2.4332748327804437,3.87875,2.0224999999999995,1.7871287525537956,2.7297005892690716,2.892258006669373,2.948004780705591,2.6550000000000002,2.71375,2.8331392226667798,2.29900904035451,3.0356367157965054,2.9794867472991378,3.935,4.142083333333332,4.069936619327342,4.598361712348225,4.375528400955626,4.567169993215914,5.44125,6.294999999999998,6.160787736053001,6.086778273335599,6.847425352355873,6.640741952134174,6.35125,6.147500000000001,5.2960804636053025,5.351085033855222,5.557336907670222,3.5747773746295577,3.809166666666667,3.4791666666666696,3.592394614765525,3.062923544564262,4.861127066188853,4.327619402218886,5.479374999999999,5.495000000000001,4.843438516725822,5.035681223986993,5.713815336770918,5.216611975669436,5.296684523809524,5.4216250000000015,5.0909586783549585,5.66102467617095,5.818329071568812,5.44368539153696
2002-05-31,PREMON,11.44,11.6,3.595,6.2650000000000015,5.2200000000000015,11.97,6.675,8.825,8.041666666666666,4.08625,4.045,6.540773940736931,8.866007414095781,16.586138596021208,15.852877012062061,3.9712499999999995,3.8874999999999993,5.712277251532277,4.376279306407956,8.179492824226474,7.863622935321374,2.42875,2.6525000000000003,3.1378835336000677,2.4180385433298395,3.928822051253535,3.8851008139700385,4.151666666666667,3.7145833333333322,4.947961971596405,4.996623216791805,7.126800758097658,7.783448273104996,5.308750000000002,5.464999999999999,5.784472641631801,5.450671919329094,9.050071536188664,8.600640849455726,7.79,5.682500000000001,7.965648278163181,6.528451542942621,10.570546301296744,10.015626397221995,4.0525,3.4662500000000027,4.825436768859315,5.554530288949283,7.7754244859595865,7.476720438380452,6.0737499999999995,5.233750000000001,6.436063110035493,7.329313582707871,8.217280593845157,7.990247427077687,5.4740505952380945,5.117041666666669,6.271241873679642,6.395693053175534,7.545629015524424,7.165483132976199
2002-08-31,MONSOON,0.97,0.78,0.53,2.333333333333333,4.635,8.35,3.046666666666667,5.12,4.247142857142856,4.0962499999999995,4.085,4.3124643644421585,5.150243433464323,-0.12956949046721267,0.740959629530887,4.625,3.8699999999999997,3.739366350919366,3.9429912599565955,0.6380634262936273,1.7126406672817556,2.121875,2.6575,2.094730120160041,2.259933154834158,1.1283861137200777,0.9957901341760356,4.239166666666667,4.155416666666666,3.9021105162911764,4.6889334002651575,1.8402131244040243,1.172910910896908,5.354375000000001,5.4174999999999995,5.324683584979081,4.76843225505404,4.0647311665910975,4.444204121051501,9.198749999999999,7.020000000000001,8.119388966897908,6.782955480397979,5.086231615653591,5.226441990023502,4.18375,4.152083333333335,4.113928727982255,4.565919022210767,1.2134073660363711,1.1424637240823454,6.655,5.7250000000000005,5.909637866021296,6.694800612534334,2.8690792344580203,3.057085503909556,5.491273809523809,5.476327380952383,5.461602267064928,5.903083001578461,3.518618853920204,3.5052910585430137
2002-11-30,POMKH,1.76,2.38,1.19,2.9333333333333336,4.605,8.01,2.186666666666667,6.87,4.324285714285714,4.2325,4.0875,3.291478618665295,3.0562189078353725,1.1488595793906813,1.6008387057766076,5.066875,4.0725,3.1956198105516194,3.7900518779955528,2.1855101386847355,2.1441777480319884,2.041875,2.2,1.7328380720960244,2.1627006511125138,2.7006069127952332,2.6243587217972153,4.743541666666667,4.147916666666665,3.5145996431080393,4.475449601537996,3.1868147732185133,2.556567921115118,5.84875,5.199999999999999,5.036810150987448,4.338968233849853,4.8435748719841465,4.895462908560194,9.995,8.56,8.075633380138745,6.92160240415725,5.079103540202959,4.656153804543114,4.387291666666667,3.952916666666669,3.34302390345602,3.175450335486915,2.5862288938166627,3.491133260187704,6.881875,6.422500000000001,6.293782719612778,7.114222427717338,4.7380249373792225,4.705177424253295,5.545386904761905,5.471773809523811,5.006675645953242,5.459641645796442,4.680796744482399,4.836369008346011
2003-02-28,POMRB,2.25,5.95,2.8600000000000003,5.789999999999999,7.575,11.02,5.75,6.734999999999999,5.43,4.27125,4.105,2.874887171199177,2.1260229376349615,1.8005495724713476,1.9941876449102884,5.018125,5.177499999999999,4.297371886330971,4.299677973964805,2.7769297484078304,2.804994194660224,2.08375,2.04375,2.1837028432576147,2.216839832011497,2.7675162850464208,2.7317531015907472,5.006666666666667,4.3304166666666655,4.424759785864824,4.750742003060414,4.414427731487803,4.698494753576265,5.684375,5.508749999999999,6.05208609059247,5.613411533626942,6.223610967284724,6.2977953395800945,9.62875,9.837500000000002,9.253380028083248,7.601012617263579,7.115458745363029,6.500997508869164,4.145416666666667,4.4145833333333355,4.305814342073612,4.796545048600895,5.0096699282030155,4.101209084490582,6.693125,6.887500000000001,6.470269631767666,7.240623185464181,6.512248509928686,6.544301747251242,5.071607142857142,5.510773809523811,5.176005387571946,5.391113477449276,5.86302571232495,5.762939013747543
