Date,Season,Halol,Lunawada,Morwa (hadaf),Ghoghamba,Godhra,Kalol,Kadana,Shehera,Santrampur,Khanpur,Jambughoda,Halol_Trend,Halol_SMA,Halol_EWMA,Halol_DES,Halol_TES,Halol_ARIMA,Lunawada_Trend,Lunawada_SMA,Lunawada_EWMA,Lunawada_DES,Lunawada_TES,Lunawada_ARIMA,Morwa (hadaf)_Trend,Morwa (hadaf)_SMA,Morwa (hadaf)_EWMA,Morwa (hadaf)_DES,Morwa (hadaf)_TES,Morwa (hadaf)_ARIMA,Ghoghamba_Trend,Ghoghamba_SMA,Ghoghamba_EWMA,Ghoghamba_DES,Ghoghamba_TES,Ghoghamba_ARIMA,Godhra_Trend,Godhra_SMA,Godhra_EWMA,Godhra_DES,Godhra_TES,Godhra_ARIMA,Kalol_Trend,Kalol_SMA,Kalol_EWMA,Kalol_DES,Kalol_TES,Kalol_ARIMA,Kadana_Trend,Kadana_SMA,Kadana_EWMA,Kadana_DES,Kadana_TES,Kadana_ARIMA,Shehera_Trend,Shehera_SMA,Shehera_EWMA,Shehera_DES,Shehera_TES,Shehera_ARIMA,Santrampur_Trend,Santrampur_SMA,Santrampur_EWMA,Santrampur_DES,Santrampur_TES,Santrampur_ARIMA,Khanpur_Trend,Khanpur_SMA,Khanpur_EWMA,Khanpur_DES,Khanpur_TES,Khanpur_ARIMA,Jambughoda_Trend,Jambughoda_SMA,Jambughoda_EWMA,Jambughoda_DES,Jambughoda_TES,Jambughoda_ARIMA
1996-02-29,POMRB,7.8075,2.245,11.04,14.825,6.726666666666668,11.315,5.21,6.7,6.664999999999999,7.901999999999999,6.157058823529412,,,7.8075,6.828642137710639,7.407778090945052,0.0,,,2.245,2.425052382845808,2.1346711996875984,0.0,,,11.04,10.986403550994945,11.164834767745342,0.0,,,14.825,11.772947491291482,12.2090955434373,0.0,,,6.726666666666668,6.065006544763989,6.312760051546557,0.0,,,11.315,67.66665168537116,35.08408384967407,0.0,,,5.21,5.131806000176558,4.937564260330029,0.0,,,6.7,5.710806552449087,5.685588995061193,0.0,,,6.664999999999999,6.528948217848013,6.6796862803554555,0.0,,,7.901999999999999,7.011714772661368,7.329236868764351,0.0,,,6.157058823529412,6.109781399933872,6.128748603505228,0.0
1996-05-31,PREMON,10.8225,3.5625,14.26,15.775,7.316666666666667,40.983999999999995,6.28,8.42,9.345,9.563999999999998,6.71,,,9.0135,6.822986214201421,10.519717973325236,5.063032667316005,,,2.7720000000000002,2.73593004782272,4.210719301988053,2.244994509488855,,,12.328,11.840548742270887,12.740533967935106,11.039902971820249,,,15.205,12.658268036002632,15.27388526162087,9.000150288364033,,,6.962666666666667,6.3936663479296,7.890456990621493,5.272977959637919,,,23.1826,103.30568474101646,35.00933766218257,10.062153539101105,,,5.638,5.489425807702465,6.067379906822175,5.209994329231169,,,7.388,6.370543017514419,8.418840691799046,6.699979330627365,,,7.737,7.283049549671753,9.493466871646575,5.866086722066788,,,8.566799999999999,7.040007310948088,8.512140864208972,7.901924507365813,,,6.378235294117648,6.103140255243858,6.703024500903751,-1.7507048879955205e-07
1996-08-31,MONSOON,2.75,2.225,5.5,3.5,4.933333333333334,39.056,4.3,2.0,5.050000000000002,3.736666666666667,5.41,6.456875,,6.508100000000001,6.817334975145367,4.0935497196162265,7.175246161447917,2.4221875,,2.5532000000000004,2.592274347931759,1.1402327510391856,2.9882678789231396,9.91875,,9.596799999999998,10.099575781499261,8.195200245382157,12.798542715528853,10.505625,,10.523,10.26820680905179,10.295417757898875,10.39514008857433,5.089583333333334,,6.150933333333334,5.888237171060398,4.5844190883232665,5.960198255417955,36.584624999999996,,29.531959999999998,95.2978505233586,26.606861168731605,20.25857013409063,4.92125,,5.1028,4.995569497478169,5.1723812879828746,5.80610266143532,4.44375,,5.232799999999999,4.9557579692400395,4.976581636752149,7.7170518519983755,6.191250000000001,,6.6622,6.568804961613139,3.9403991448628695,7.643071406947629,6.182166666666666,,6.634746666666667,7.055534986644086,3.6628431865622657,8.994247879777253,6.048382352941177,,5.990941176470589,6.096506321999576,4.7216046263763705,-1.8931677325946813e-07
1996-11-30,POMKH,5.795,1.785,7.16,10.29,3.015,40.214,4.21,2.46,4.4700000000000015,4.448,5.93,5.8321875,6.793749999999999,6.222860000000001,6.8116884168677405,5.343799221902433,4.209314329322291,2.3809375,2.454375,2.24592,2.3671122430237026,1.7157422477097843,2.635680243598399,10.2525,9.489999999999998,8.622079999999999,9.280379683650889,9.033032447040256,9.671740162187799,8.916875,11.0975,10.4298,10.179205365989905,8.849699838164508,6.138126218036803,4.610416666666667,5.497916666666668,4.89656,4.954388722384011,5.5828741536781274,5.08801650399883,40.665749999999996,32.89225,33.804776,70.49609674767468,37.54841019646851,38.75889629604759,4.857499999999999,5.0,4.74568,4.653751602160316,4.297544403856907,5.129809633308848,3.6775,4.8950000000000005,4.123679999999999,4.118217226021496,3.748103972290513,4.804963881398104,5.79125,6.3825,5.7853200000000005,5.900077810496918,5.095426980409838,6.167972758917757,5.393666666666666,6.4126666666666665,5.760048,7.072626221958024,5.204528698773335,5.864237051809857,6.00625,6.051764705882353,5.966564705882353,6.089879602604166,5.741114155490755,-2.681944570367057e-07
1997-02-28,POMRB,5.1125,1.9875,14.47,10.09,3.46,40.854,4.58,3.09,5.135,6.057999999999999,6.13,5.390937500000001,6.119999999999998,5.778716,6.806046535422808,7.33695588252616,7.39712139066867,2.2540625,2.3900000000000006,2.142552,2.2600277891625606,2.550052392540829,2.1436669419049763,9.88,10.347499999999998,10.961248,10.655727334954195,9.99492314877558,9.11528426422635,7.72,9.91375,10.293880000000001,10.063465242951494,11.32641664020016,12.43656180452741,4.378333333333333,4.68125,4.321936,4.451556307155743,4.952445709473299,5.588579268931841,39.9896875,40.277,36.62446559999999,50.14359698935002,35.904300065294834,37.88350255174332,4.41,4.842499999999999,4.6794080000000005,4.573872651684801,4.730247405172069,4.757054052737586,3.14125,3.9925000000000006,3.7102079999999997,3.7264599714692315,4.077760547921178,3.9812840196131454,5.123125000000001,6.0,5.5251920000000005,5.623597325774662,6.865052001278961,5.785171587527087,4.553166666666667,5.951666666666666,5.8792288,7.093260884736633,7.822969888958903,6.9485484276484675,5.748125,6.045,6.031938823529412,6.083260087415594,6.128748603523593,6.050558880641142
1997-05-31,PREMON,8.520000000000001,3.49,13.5,7.8,6.75,44.093999999999994,6.4,5.9,7.675,5.1000000000000005,6.4,5.0635416666666675,5.544374999999999,6.875229600000001,6.800409327012415,9.254618457062795,8.911590866956178,2.1,2.3718750000000006,2.6815312000000002,2.5965735325562425,4.342307224657604,2.659263189338957,10.46375,10.157499999999999,11.9767488,11.394950777761743,13.39299596762465,12.940118622229967,7.1656249999999995,7.92,9.296328,9.408997560579795,12.871897574183624,11.521293394427122,4.216458333333334,4.539583333333334,5.2931615999999995,5.115622259094092,5.440017013871776,4.911191165025957,39.8634375,41.054500000000004,39.612279359999995,42.75222629593525,40.99396734893271,38.831939543029286,3.7275,4.872499999999999,5.367644800000001,5.183616127478293,5.6755296712703105,5.032812352758517,2.8462500000000004,3.362500000000001,4.5861248,4.274989926124118,5.820235342805265,4.303032193954143,4.4887500000000005,5.5825,6.3851152,6.164841664834951,8.688335796738235,7.395210880287554,4.125916666666667,4.835666666666667,5.56753728,7.111806692207677,8.50499295771549,8.092640293656205,5.552499999999999,5.967499999999999,6.1791632941176475,6.076647768996979,6.703024500921571,6.593935717400087
1997-08-31,MONSOON,1.5225,1.2825000000000002,3.28,1.9,3.643333333333333,30.5375,0.6,0.23,1.375,1.4766666666666666,3.655,4.955520833333334,5.237499999999999,4.73413776,6.794776787573973,2.356323710645011,1.9646877613959677,2.0734375000000003,2.136250000000001,2.12191872,2.2317593874108725,1.1857448856205868,2.420504989332269,11.303749999999999,9.6025,8.49804928,9.176595976218627,8.288078996785316,8.770728437307186,6.603125,7.52,6.3377968000000005,7.458267495881088,5.695501510410004,0.8959123157390789,4.464583333333334,4.217083333333334,4.633230293333333,4.618102455394786,3.211193196684706,4.835967072903153,40.88799999999999,38.924875,35.982367616,28.580292362011782,32.074554748778105,40.26954990750576,3.3537500000000007,3.947499999999999,3.46058688,3.4628506739807516,5.003992658010667,4.935779919381976,2.7362500000000005,2.9200000000000013,2.84367488,3.002047351423011,2.416874233007388,2.071497113959934,4.323125,4.663749999999999,4.38106912,4.7210446144752645,2.635870251368468,4.796926220949733,3.753416666666667,4.270666666666666,3.9311890346666667,7.122399353862912,2.41114662141121,2.9263142314944135,5.624375,5.52875,5.169497976470589,6.0700426225591055,4.721604626387953,5.316422090173099
1997-11-30,POMKH,4.403333333333333,1.495,14.05,7.455,3.01,47.7225,2.45,1.87,3.07,3.2900000000000005,6.119999999999999,5.209895833333334,4.8895833333333325,4.601815989333334,6.789148913422694,3.838552238025085,5.155426645455074,2.13625,2.0637500000000006,1.871151232,2.0264057134809774,1.3445520020919024,1.7456677662268245,11.407499999999999,11.325,10.718829568,10.466933112223472,8.209604632377818,7.575087881573423,5.68,6.811249999999999,6.784678080000001,7.388880603069238,5.43291422605038,8.134211560294935,4.695833333333333,4.215833333333334,3.9839381759999997,4.083466772422549,4.257240030112548,2.657218829191413,41.068999999999996,40.802,40.67842056959999,42.28708864695084,40.50100818343829,38.06624592496769,3.125,3.5074999999999985,3.056352128,3.05614584628287,2.5873384758104647,3.1848834601127596,2.7750000000000004,2.772500000000001,2.4542049280000002,2.6051865766885234,1.5791841884739237,1.3933274566676639,4.454375,4.313749999999999,3.8566414719999997,4.199149047792654,2.4221263975615335,3.0282115461158314,3.844166666666668,3.981166666666666,3.6747134208000003,7.136961010412378,3.5780027027885417,3.8416343278056995,5.713750000000001,5.57625,5.549698785882353,6.063444669624775,5.741114155467021,5.827427542395091
1998-02-28,POMRB,5.6400000000000015,2.065,14.3,8.425,5.45,41.542,3.35,2.8,5.21,4.2360000000000015,6.5150000000000015,5.691770833333333,5.0214583333333325,5.017089593600001,6.783525700664134,5.883399906678196,4.931064078502779,2.2280625,2.0831250000000003,1.9486907392000001,2.034914648285933,2.2131048119731274,1.6756217453516071,13.025,11.282499999999999,12.1512977408,11.473322845335288,12.227368690687145,13.466230254606259,5.617499999999999,6.3950000000000005,7.440806848000001,7.578174657291241,8.139080227337692,8.93454527635693,4.871666666666666,4.713333333333334,4.5703629056,4.465274276383593,4.382001008968305,3.9087170927723394,41.349312499999996,40.974000000000004,41.02385234176,43.08598465363244,39.676172360880585,34.77277616859773,3.6474999999999995,3.199999999999999,3.1738112768,3.127768748346073,2.9983025728539543,3.0009453076395975,3.35625,2.700000000000001,2.5925229568,2.6032705530876066,2.690171039204898,2.1747475295834295,5.102708333333333,4.3325,4.3979848831999995,4.452528271767503,4.926988302296991,4.201086116440043,4.401833333333334,3.525666666666666,3.8992280524800007,7.153598241705864,6.157114238248546,6.01479145993606,5.974375,5.6725,5.935819271529413,6.056853890726181,6.1287486035036824,6.089462245525856
1998-05-31,PREMON,10.0275,3.915,14.5,2.08,6.609999999999999,44.854,5.8,6.5,8.65,7.6480000000000015,6.73,6.013541666666668,5.398333333333332,7.02125375616,6.77790714549559,8.702651620920037,8.796995615015554,2.304375,2.1893750000000005,2.7352144435200003,2.5508339420568995,4.180156377083073,2.725822597799841,14.58375,11.532499999999999,13.09077864448,12.259602020129135,14.67365074955138,13.81225286656161,6.10875,4.965000000000001,5.2964841088000005,6.143494381361407,10.284952205143298,8.12579135680991,5.060833333333333,4.678333333333334,5.38621774336,5.082107858135102,6.333733144660247,7.261655801991407,40.8268125,41.164,42.555911405055994,46.310077951069616,44.21127606180753,43.886070399720424,4.391249999999999,3.0499999999999985,4.22428676608,4.06074060792355,4.162721981809402,3.848880999276701,3.96,2.850000000000001,4.15551377408,3.678383427890148,4.975789268301484,3.9572237965014243,5.766249999999999,4.576249999999999,6.09879092992,5.625814266461402,7.912667451292182,7.127205231670224,4.590250000000001,4.1626666666666665,5.3987368314880015,7.177736943737718,6.549651202857122,5.872979283836384,6.17,5.755000000000001,6.253491562917647,6.050270277052397,6.703024500909408,6.496326014016034
