Date,Season,Tehsil 1 (rakkar),Tehsil 4 (baijnath),Dera Gopipur,Indora,Nurpur,Tehsil 3 ( Khundian),Jawali,Fatehpur,Kangra,Palampur,Tehsil 1 (rakkar)_Trend,Tehsil 1 (rakkar)_SMA,Tehsil 1 (rakkar)_EWMA,Tehsil 1 (rakkar)_DES,Tehsil 1 (rakkar)_TES,Tehsil 1 (rakkar)_ARIMA,Tehsil 4 (baijnath)_Trend,Tehsil 4 (baijnath)_SMA,Tehsil 4 (baijnath)_EWMA,Tehsil 4 (baijnath)_DES,Tehsil 4 (baijnath)_TES,Tehsil 4 (baijnath)_ARIMA,Dera Gopipur_Trend,Dera Gopipur_SMA,Dera Gopipur_EWMA,Dera Gopipur_DES,Dera Gopipur_TES,Dera Gopipur_ARIMA,Indora_Trend,Indora_SMA,Indora_EWMA,Indora_DES,Indora_TES,Indora_ARIMA,Nurpur_Trend,Nurpur_SMA,Nurpur_EWMA,Nurpur_DES,Nurpur_TES,Nurpur_ARIMA,Tehsil 3 ( Khundian)_Trend,Tehsil 3 ( Khundian)_SMA,Tehsil 3 ( Khundian)_EWMA,Tehsil 3 ( Khundian)_DES,Tehsil 3 ( Khundian)_TES,Tehsil 3 ( Khundian)_ARIMA,Jawali_Trend,Jawali_SMA,Jawali_EWMA,Jawali_DES,Jawali_TES,Fatehpur_Trend,Fatehpur_SMA,Fatehpur_EWMA,Fatehpur_DES,Fatehpur_TES,Fatehpur_ARIMA,Kangra_Trend,Kangra_SMA,Kangra_EWMA,Kangra_DES,Kangra_TES,Kangra_ARIMA,Palampur_Trend,Palampur_SMA,Palampur_EWMA,Palampur_DES,Palampur_TES,Palampur_ARIMA
1996-02-29,POMRB,4.645,14.15,4.3933333333333335,7.0025,4.0175,5.84,5.910444444444446,26.675555555555555,5.209666666666667,8.225,,,4.645,4.369713245913494,4.09112043524253,0.0,,,14.15,10.34335368093403,14.4053125,0.0,,,4.3933333333333335,4.152478254853251,3.9724859440598443,0.0,,,7.0025,6.826688867646691,7.0649218750000005,0.0,,,4.0175,1.3849103810118533,4.0410930082151575,0.0,,,5.84,2.061236970923115,5.706906682922433,0.0,,,5.910444444444446,4.849693831753337,5.935054028509356,,,26.675555555555555,26.545741950646384,27.561183621508405,0.0,,,5.209666666666667,4.630485068150842,4.740036715254947,0.0,,,8.225,7.627682102431658,8.12895797348179,0.0
1996-05-31,PREMON,4.45,11.8,5.33,2.36,2.0375,3.01,8.4575,27.54555555555556,4.367999999999999,5.47,,,4.567,4.347004039313447,5.474400820835523,4.644994521296503,,,13.21,9.015601932758472,12.28092105263158,-1.3196261447812875e-10,,,4.768000000000001,4.258788842056738,5.4143531553008675,3.823729076995738,,,5.1455,5.521667475591659,2.477581371191135,7.002493346175368,,,3.2255,0.8700867879277687,2.0878320814971705,2.1835874916129643e-11,,,4.708,1.309058934789437,4.670839825128809,5.839987357585317,,,6.929266666666667,5.254678337847541,8.324224104543124,,,27.023555555555557,26.554909331075464,26.340273341216147,25.70303845671649,,,4.873,4.628241430875987,5.67807372813316,2.0646653984935157,,,7.122999999999999,6.796717193820446,8.435187163527708,8.22496136015989
1996-08-31,MONSOON,3.51,5.96,2.189166666666667,5.5025,2.14375,2.1,3.6298809523809514,26.84333333333333,2.7205,4.18,4.170624999999999,,4.1442,4.251450613488723,3.17838392865483,4.5460946155804285,9.5875,,10.31,6.980987698376728,6.637452571438986,-6.49336387470863e-10,3.8077083333333337,,3.736466666666667,4.074874564247853,2.7045325711112866,4.524658088595023,4.990937499999999,,5.2883,5.254542113899891,5.66813176394729,4.312835476933037,2.928125,,2.7927999999999997,0.7419745557436158,2.2091475140768932,2.2849087294199516e-11,3.5024999999999995,,3.6648000000000005,0.8954084332244231,1.522898936618607,4.218297382141454,5.806331349206348,,5.609512380952381,4.342495218814204,3.7836624984432174,26.843194444444446,,26.951466666666665,26.212166254882252,24.859728648158036,26.606518711417998,3.889375,,4.0120000000000005,4.625998868199703,1.8240988443192085,2.0922327718515352,6.381875,,5.945799999999999,5.817122168464956,3.435039186282368,6.607745426618972
1996-11-30,POMKH,3.63,6.26,3.1366666666666667,5.529999999999999,3.4075,2.565,5.2275,26.195555555555554,3.4125000000000005,7.52,4.315624999999999,4.05875,3.9385199999999996,4.1736866241361374,3.816322765367078,4.18436845844209,9.625625,9.5425,8.69,5.668244174828469,7.105790162267342,2.6834088702382032e-11,3.7909375,3.7622916666666666,3.496546666666667,3.9920470634493,3.2597999917929785,3.7829725234240548,5.1734374999999995,5.098750000000001,5.384979999999999,5.078959187738557,5.736788965621664,5.335850052994177,3.084375,2.9015625000000003,3.0386800000000003,1.1096634077097742,3.493770668546833,4.1278911258843435e-11,3.94375,3.3787499999999997,3.2248800000000006,0.8894658034252155,2.3364691130824475,3.6096339359353364,5.806331349206349,5.806331349206349,5.456707428571429,4.140318923631147,5.228610257508818,27.290538194444444,26.815,26.64910222222222,25.724594093435325,27.69393106742524,26.68109333974124,3.947145833333333,3.927666666666666,3.7722,4.623757397409678,3.6464242075245554,2.4064718700626013,6.671874999999999,6.34875,6.575479999999999,5.8255664080651535,7.046187255002108,5.970624434127462
1997-02-28,POMRB,5.54,14.51,4.756666666666667,6.14,4.23,6.83,5.910444444444446,26.901111111111106,4.903333333333333,8.49,4.3025,4.2825,4.579112,4.2546211808812044,4.02362189891388,4.279564046870395,9.58875,9.6325,11.018,6.681704449062633,15.056411370545707,13.790883783677076,3.639479166666667,3.8531249999999995,4.000594666666666,4.0614088530877535,3.9489795507963596,4.0366643575840495,5.467812500000001,4.883125000000001,5.6869879999999995,5.14075576285451,7.214254283220935,6.196782594883407,3.13078125,2.9546875000000004,3.5152080000000003,1.7733959004862676,4.112058475621377,3.917816574324738,4.376250000000001,3.6262499999999998,4.666928,2.390443444195661,5.634288240443972,4.600624255237278,5.806331349206349,5.806331349206349,5.6382022349206355,4.26925613786293,5.924679236700253,27.51661458333333,26.871388888888887,26.749905777777776,25.839129275453153,27.98327274262665,26.019017606474208,3.926270833333333,3.8510833333333325,4.224653333333333,4.6215170240576,4.709389263197283,4.898889056505614,6.81875,6.414999999999999,7.341288,6.146275265068459,8.189550539073835,7.893312772549815
1997-05-31,PREMON,4.715,11.745,4.8325,4.6825,3.075,5.55,8.4575,30.89875,5.136499999999998,7.525,4.276875,4.34875,4.6334672,4.262925045513999,5.6066348460129785,4.3927279525320095,10.06125,9.618749999999999,11.3088,7.106058700684611,12.801871910134983,11.500524992739358,3.556875,3.7287499999999993,4.333356799999999,4.131366746832932,5.465302954123153,4.586381175571157,5.41015625,5.463750000000001,5.2851928,4.839067175084593,2.47694444174724,3.583554786129342,3.0486562500000005,3.2140625000000003,3.3391248000000004,2.0422037660381926,2.1535466607035865,1.9869449334633151,4.656875,4.26125,5.0201568000000005,3.427461522629383,4.272236503751661,3.6700898937334965,5.806331349206348,5.806331349206349,6.7659213409523815,5.257546958533179,8.316177818727422,27.40881944444444,27.7096875,28.409443466666666,27.88547940313779,26.659298232124986,26.054028411190988,3.7496458333333327,4.043208333333332,4.589391999999999,4.619277738038299,5.599950744210542,4.0692268596670775,6.7,6.928749999999999,7.4147728,6.256126556911251,8.495779729119924,5.822619566322417
1997-08-31,MONSOON,3.14,5.72,1.475,5.535,1.4775,3.02,3.6298809523809514,25.29875,1.785,3.3,4.07375,4.25625,4.03608032,4.145178711429227,3.3382058131857844,4.026535136924161,10.51875,9.558749999999998,9.073279999999999,6.195920756357099,7.001071490475016,5.808739742086971,3.4727083333333333,3.5502083333333325,3.190014079999999,3.894972839967642,2.64992060684944,2.9233452268882667,5.5640624999999995,5.471875000000001,5.38511568,4.84166109843138,5.897683500263554,5.628386300307496,2.9966875,3.0475000000000003,2.5944748800000004,1.7926260527494193,2.3226693936092113,2.090558626312623,4.575,4.49125,4.220094080000001,3.502985250113492,2.172664196033068,3.353251238311698,5.806331349206348,5.806331349206349,5.511505185523809,4.702393483061785,3.7774221114915516,27.480208333333334,27.323541666666664,27.16516608,26.10207925009453,26.769903368688233,28.377743039418796,3.766541666666666,3.8093333333333326,3.4676351999999993,4.617039511538273,1.8917717794422817,2.9391761682582027,6.625,6.708749999999999,5.76886368,5.362041143515111,3.4956317518764113,5.1091658317408815
1997-11-30,POMKH,3.795,10.28,3.19,5.036249999999999,3.4167500000000004,3.89,5.2275,26.87777777777778,2.935,7.45,3.816875,4.2975,3.939648192,4.089709454409102,3.866230872506362,3.9400054257336876,10.480625,10.563749999999999,9.555968,6.602905596786016,7.311379762711975,6.101125970730153,3.4440625000000002,3.5635416666666657,3.1900084479999995,3.832947745768497,3.078241573387551,3.34285739902648,5.489375,5.348437500000001,5.245569408,4.7423249140860575,5.932328147284882,5.5616898529959995,2.8138750000000003,3.0498125000000003,2.9233849280000004,2.233512458968274,3.5557409798487303,3.3229520789081697,4.01,4.8225,4.088056448000001,3.832345165774435,2.932489188003188,3.2754170783299354,5.806331349206349,5.806331349206349,5.397903111314285,4.719358944170459,5.223770455618133,27.00480902777778,27.494097222222216,27.05021075911111,26.017977143634706,27.79239500785665,27.54432743094063,3.7470624999999997,3.6899583333333323,3.254581119999999,4.614802378309757,3.541341946079291,2.9873505882751994,6.301875,6.691249999999999,6.441318208,5.616091278678837,7.106779820595296,7.037172365145714
1998-02-28,POMRB,3.75,14.15,4.03,7.865,3.8050000000000006,4.85,5.910444444444446,26.79000000000001,5.516,7.96,3.83,3.8500000000000005,3.8637889152,4.035442685005411,4.097428389512386,4.7266080692714505,10.547500000000001,10.473749999999999,11.393580799999999,8.054392195002917,15.75899221559948,14.145591694529598,3.684791666666667,3.381874999999999,3.5260050688,3.851536044341801,3.8126314460800534,4.278268422939329,5.1909374999999995,5.779687500000001,6.2933416448,5.486811124243086,6.924919781497051,6.2521253511329,2.85075,2.9435625000000005,3.2760309568000006,2.792903771334677,4.267815904960185,4.076461812143358,3.4625,4.327500000000001,4.3928338688,4.4390825080613485,6.601972789717628,5.793664739956454,5.806331349206349,5.806331349206349,5.60291964456635,4.976124191097943,5.920925674217153,26.854288194444447,27.466319444444444,26.94612645546667,25.935067774539377,28.38786555101442,25.60688605569937,3.884875,3.8431249999999997,4.159148671999999,4.612566348715848,4.5401733939204325,4.738571461359308,6.265,6.558749999999998,7.0487909248000005,6.023380561474807,8.250143104666902,8.19121735508949
1998-05-31,PREMON,4.45,11.8,5.33,2.36,2.0375,3.01,8.4575,27.206666666666663,4.367999999999999,5.47,3.855625,3.7837500000000004,4.098273349119999,4.04155972596652,5.293659279915055,4.241051913888771,10.105,10.487499999999999,11.556148480000001,8.873852369573951,13.220564015186245,11.611398350949228,3.85,3.5062499999999988,4.24760304128,3.9846703944464346,5.215334481025606,4.675802476256656,5.24453125,5.199062500000001,4.720004986879999,4.641994230861546,3.9741464787334353,4.166866110793717,3.0161562500000003,2.6841875,2.7806185740800005,2.6857711536293714,2.656061894540137,2.5644865619525996,2.9012499999999997,3.6925,3.8397003212800005,4.300800950339057,4.818563552730082,4.138892836658233,5.806331349206348,5.806331349206349,6.74475178673981,6.053487954222739,8.31326670136517,28.078055555555558,26.543298611111112,27.050342539946666,26.10365266780801,26.793450582533236,26.330323588202994,4.238125,3.651,4.242689203199999,4.610331393836475,5.565381919747927,4.8095585950940185,6.4975,6.044999999999998,6.4172745548800005,5.800359038261284,8.556372294712451,5.944720060915625
