Date,Season,Sonbhadra,Ghoshi,Makhdumpur,Jehanabad,Kako,Hulhasganj,Sonbhadra_Trend,Sonbhadra_SMA,Sonbhadra_EWMA,Sonbhadra_DES,Sonbhadra_TES,Sonbhadra_ARIMA,Ghoshi_Trend,Ghoshi_SMA,Ghoshi_EWMA,Ghoshi_DES,Ghoshi_TES,Ghoshi_ARIMA,Makhdumpur_Trend,Makhdumpur_SMA,Makhdumpur_EWMA,Makhdumpur_DES,Makhdumpur_TES,Makhdumpur_ARIMA,Jehanabad_Trend,Jehanabad_SMA,Jehanabad_EWMA,Jehanabad_DES,Jehanabad_TES,Jehanabad_ARIMA,Kako_Trend,Kako_SMA,Kako_EWMA,Kako_DES,Kako_TES,Kako_ARIMA,Hulhasganj_Trend,Hulhasganj_SMA,Hulhasganj_EWMA,Hulhasganj_DES,Hulhasganj_TES,Hulhasganj_ARIMA
1996-02-29,POMRB,3.395,2.3875,2.68,2.42,2.3,4.1099999999999985,,,3.395,3.2157132352586504,3.920523049164068,0.0,,,2.3875,2.7260165088484407,2.6143372284031834,0.0,,,2.68,6.242121888008565,3.053037712131941,0.0,,,2.42,1.7756764507476717,2.647068004602954,0.0,,,2.3,3.258135012525134,2.3099999999999996,0.0,,,4.1099999999999985,6.863708133487571,4.119999999999998,0.0
1996-05-31,PREMON,4.57,4.175,4.86,3.85,3.9,5.83,,,3.865,3.4034007542534432,4.742313548516905,3.3949946440581225,,,3.1025,2.9556659587018412,3.954917952143392,2.3874950851408263,,,3.5520000000000005,8.659914416639575,5.636587456113848,2.6799951043796297,,,2.992,2.019057533332767,3.4266922319553363,2.419995947149191,,,2.94,2.8055078937874267,3.9181717451523546,-6.375732223812028e-22,,,4.797999999999999,8.411040647421657,5.849445983379502,-1.6569745890359103e-21
1996-08-31,MONSOON,2.55,1.67,1.44,1.89,2.19,3.4466666666666668,3.5593749999999993,,3.339,3.316832227179306,2.5539221665325935,3.983309357440629,2.7340625,,2.5295,2.7619900070167005,2.148876395439464,3.3307739802701146,3.22125,,2.7072000000000003,6.602126214684354,1.3640973740173923,3.883772589372133,2.7487500000000002,,2.5511999999999997,1.8417188517363876,1.3478121667331355,2.986588960225507,2.78,,2.64,2.190800406750066,2.2146001795566335,-6.911513287963491e-22,4.260416666666666,,4.257466666666666,7.404777649515193,3.475007609415725,-1.7301569064547176e-21
1996-11-30,POMKH,4.04,2.51,3.19,2.52,2.68,3.655,3.6262499999999998,3.63875,3.6194,3.427359227163458,3.4604115742039685,3.5033372926386765,2.87,2.685625,2.5217,2.7281270974446814,1.3794037622114184,2.6795630419605603,3.7250000000000005,3.0425,2.9003200000000002,5.553496224920601,2.2601633991933863,2.735018660819234,2.855,2.67,2.5387199999999996,1.837662782451131,2.2111545845504246,3.0218615005249156,2.805,2.7674999999999996,2.656,1.8966263082561063,2.7094002971269684,-1.629893218095308e-22,4.260416666666666,4.260416666666666,4.01648,6.212322415681893,3.691689239595705,6.400200834908221e-23
1997-02-28,POMRB,2.76,2.775,4.11,3.05,2.4,4.1099999999999985,3.6062499999999997,3.4799999999999995,3.27564,3.3641455666624296,3.994158535482444,3.519886467995423,2.88,2.7824999999999998,2.6230200000000004,2.740511893888518,2.8988604746026123,2.4959474844660834,3.97,3.4000000000000004,3.3841920000000005,5.107811174728501,2.965850407688807,2.763401267255872,2.71625,2.8275,2.743232,1.9567611287243765,2.7310215127021595,2.38269908790837,2.7,2.7924999999999995,2.5536000000000003,1.675357168713531,2.3279726878949436,2.299999849180198,4.260416666666666,4.260416666666666,4.053887999999999,5.339649771216162,4.154495520155142,4.109999241476018
1997-05-31,PREMON,5.74,4.875,7.46,4.07,4.0,5.83,3.43875,3.772499999999999,4.2613840000000005,3.690393563566646,4.821837032074373,4.026240263084257,2.73875,2.9574999999999996,3.5238120000000004,3.0764131572007374,4.2696208158293025,3.2524138855186098,3.8075,4.050000000000001,5.0145152,7.2005274058633395,5.639618220589131,4.668796263995145,2.65,2.8825000000000003,3.2739392,2.2837325546307508,3.510645742785895,3.4892549641209416,2.5225,2.8174999999999994,3.1321600000000003,1.9226459011552324,3.9452216745469033,3.8999997442620744,4.260416666666666,4.260416666666666,4.7643328,5.649648591680548,5.8817677429561765,5.829998924040193
1997-08-31,MONSOON,1.22,1.05,0.8,0.56,1.25,3.4466666666666668,3.5962500000000004,3.4399999999999986,3.0448304000000004,3.40969027952876,2.6401716074602324,3.1833277107246643,2.578125,2.8024999999999998,2.5342872,2.7681789854267365,2.576499114951141,2.7816926745984003,3.5275000000000003,3.890000000000001,3.32870912,3.862104678112472,1.9242602048818904,2.2223787629454685,2.7837500000000004,2.5500000000000003,2.1883635200000002,1.8451270670975544,1.4317656782437234,2.3850280080311697,2.4375,2.5824999999999996,2.379296,1.557071903976032,2.2519385803895475,2.189999856393319,4.260416666666666,4.260416666666666,4.237266346666667,4.4777017219914725,3.5051805380077847,3.4466660305646415
1997-11-30,POMKH,4.03,2.0,2.53,3.32,2.2,3.655,3.6637500000000003,3.437499999999999,3.4388982400000003,3.5088102203525757,3.5557168343902323,3.7549916270392205,2.4625,2.675,2.32057232,2.6543399489386026,1.4999974506258202,2.595429570997344,3.20375,3.725000000000001,3.009225472,2.7618019053419904,2.8884903241629236,3.076858115339462,2.895,2.7500000000000004,2.6410181120000003,2.056883870084151,2.2951080890045503,2.4720207011838338,2.4537500000000003,2.4624999999999995,2.3075776,1.5068172944291023,2.5675976782600802,2.6799998242621452,4.260416666666666,4.260416666666666,4.004359808,3.789893777424141,3.719742906717367,3.6549993254488675
1998-02-28,POMRB,4.03,2.0,2.53,3.32,2.2,4.1099999999999985,3.6537500000000005,3.7549999999999994,3.6753389440000004,3.6004199862608575,4.048927135438286,3.226616878926685,2.57625,2.4812499999999997,2.192343392,2.5579275038150056,2.8346447220185773,2.421756407222781,3.2025,3.330000000000001,2.8175352832,2.2241190736226697,3.4840721951569487,3.5053707542625103,3.0225,2.817500000000001,2.9126108672,2.247953352272936,2.8149750207285726,2.5203366546975325,2.6343750000000004,2.412499999999999,2.2645465600000003,1.5015297522682578,2.1498329356880714,2.3470612903522015,4.260416666666666,4.260416666666666,4.0466158848,3.6542552888919793,4.180463809096168,4.109999958313081
1998-05-31,PREMON,5.01,4.725,6.45,4.69,4.33,5.83,3.7253125000000002,3.5724999999999993,4.209203366400001,3.8121862010806766,4.927685344858341,4.631225820016646,2.7406249999999996,2.4437499999999996,3.2054060352000002,2.8985352258148946,3.9970940036062603,3.349771505642339,3.2943750000000005,3.0775000000000006,4.27052116992,5.0549401510601095,6.0638984800056805,5.9502022552844505,3.0193749999999997,2.972500000000001,3.6235665203200007,2.7174406201626313,3.5945992517431318,3.9112813297883315,2.8037500000000004,2.494999999999999,3.0907279360000004,2.064520586712104,3.7239325354656403,3.947061293948317,4.260416666666666,4.260416666666666,4.759969530879999,4.704636124260138,5.9056885295502966,5.829999940867461
1998-08-31,MONSOON,1.87,2.11,1.8,0.96,2.365,3.4466666666666668,3.793125,3.734999999999999,3.2735220198400006,3.60208546257335,2.6918460710337597,2.507392626568431,2.78875,2.7087499999999993,2.76724362112,2.7817865366655217,2.33988149765045,2.0371688279853264,3.3500000000000005,3.3275000000000006,3.282312701952,3.595225674077058,1.3953054134963505,1.4034144331126557,2.81375,3.072500000000001,2.5581399121920003,2.333390915361555,1.515719189859174,1.8083134390215614,2.8249999999999997,2.7737499999999993,2.8004367616000003,2.1081043017552576,1.5993618359351813,1.7476239242040184,4.260416666666666,4.260416666666666,4.234648385194666,4.0939003328516606,3.5270953755791132,3.446666631707807
1998-11-30,POMKH,3.952500000000001,2.255,2.265,2.895,2.4400000000000004,3.655,3.9068750000000003,3.7156249999999993,3.5451132119040007,3.672975192184399,3.651057882124703,3.8830428325249535,2.816875,2.772499999999999,2.562346172672,2.705378798902124,1.6433823316764147,2.5488858458434556,3.2612500000000004,3.261250000000001,2.8753876211712,2.782497992271004,2.7564008338894466,2.9030125796210817,2.5337500000000004,2.966250000000001,2.6928839473152,2.4149490826430786,2.379061602217864,3.0158735763171727,2.8265625000000005,2.8337499999999993,2.65626205696,2.1729111606680473,2.520873132780498,2.454105837146134,4.260416666666666,4.260416666666666,4.0027890311168,3.760342435674487,3.7396967173183118,3.654999962928056
1999-02-28,POMRB,4.65,2.13,3.24,2.1,2.13,4.1099999999999985,3.9231250000000006,3.8706249999999986,3.9870679271424008,3.828397483072086,4.132849076787734,3.4536215235195122,2.8560416666666666,2.804999999999999,2.3894077036032,2.6212978502195656,3.0107408847056254,2.5025061653074157,2.9850000000000003,3.438750000000001,3.0212325727027203,2.918322079761827,3.1794387892550167,3.0921466454014603,2.3575,2.661250000000001,2.45573036838912,2.3194555493201103,2.898928531397039,2.8176194159434687,2.8387499999999997,2.8162499999999993,2.445757234176,2.1569166948777343,2.3797013711318273,2.305729203999411,4.260416666666666,4.260416666666666,4.045673418670079,3.8208321078008503,4.198504581772264,4.109999967554142
1999-05-31,PREMON,5.3,4.82,5.03,3.67,4.4125,5.83,3.8615625000000002,3.943124999999999,4.51224075628544,4.0572445799606385,5.015322956123493,4.780804257822064,2.8242708333333333,2.828749999999999,3.3616446221619203,2.9669258120290336,4.1596806653028064,3.8047570063629066,2.7781249999999997,3.083750000000001,3.8247395436216323,4.43196193962002,6.23973774425205,6.390442256957233,2.1793750000000003,2.406250000000001,2.941438221033472,2.5770940539469587,3.6785527559131,3.854431844745813,2.7943749999999996,2.836874999999999,3.2324543405056,2.745244175941237,4.195730743042148,4.162227320309626,4.260416666666666,4.260416666666666,4.759404051202047,4.988614647078455,5.921867025686757,5.829999953975828
1999-08-31,MONSOON,1.71,2.3283333333333336,1.01,0.57,2.38,3.4466666666666668,3.7950000000000004,3.9031249999999984,3.391344453771264,3.8040769383831736,2.75998119298661,2.42234181422605,2.890833333333333,2.8833333333333324,2.9483201066304856,2.8735403780507376,2.48266039184688,2.191236119370918,2.615,2.886250000000001,2.698843726172979,2.6285099735262727,1.3703371749400985,1.5493180413944159,2.1125000000000003,2.3087500000000007,1.9928629326200833,2.1430356046518897,1.599672688503353,1.1334304393000219,2.8406249999999997,2.840624999999999,2.8914726043033596,2.766699892902687,2.1015287084475363,1.7659164608674656,4.260416666666666,4.260416666666666,4.234309097387895,4.384426328906466,3.541464842405996,3.446666639457408
