Date,Season,Sonbhadra,Ghoshi,Makhdumpur,Jehanabad,Kako,Hulhasganj,Sonbhadra_Trend,Sonbhadra_SMA,Sonbhadra_EWMA,Sonbhadra_DES,Sonbhadra_TES,Sonbhadra_ARIMA,Ghoshi_Trend,Ghoshi_SMA,Ghoshi_EWMA,Ghoshi_DES,Ghoshi_TES,Ghoshi_ARIMA,Makhdumpur_Trend,Makhdumpur_SMA,Makhdumpur_EWMA,Makhdumpur_DES,Makhdumpur_TES,Makhdumpur_ARIMA,Jehanabad_Trend,Jehanabad_SMA,Jehanabad_EWMA,Jehanabad_DES,Jehanabad_TES,Jehanabad_ARIMA,Kako_Trend,Kako_SMA,Kako_EWMA,Kako_DES,Kako_TES,Kako_ARIMA,Hulhasganj_Trend,Hulhasganj_SMA,Hulhasganj_EWMA,Hulhasganj_DES,Hulhasganj_TES,Hulhasganj_ARIMA
1999-11-30,POMKH,3.62,1.7825,1.4,1.86,2.0700000000000003,3.655,3.7475,3.8199999999999985,3.4828066722627584,3.8118451472193233,3.743488803551286,3.9575947052863927,3.0095833333333335,2.765208333333333,2.481992063978291,2.70986909492889,1.8083041269491371,2.6474217183301176,2.7325,2.670000000000001,2.1793062357037876,1.713010364463529,2.399007643459205,2.3528339040395125,2.2249999999999996,2.0500000000000007,1.93971775957205,2.0438310081064133,2.4630150985095804,2.673347639922385,2.9240625000000002,2.748124999999999,2.562883562582016,2.6862131994743024,2.5492451324607988,2.3040491793958937,4.260416666666666,4.260416666666666,4.002585458432737,3.998124865024921,3.752312609504389,3.6549999711460806
2000-02-29,POMRB,4.45,3.135,2.8,2.6,2.87,4.1099999999999985,4.045,3.7699999999999982,3.8696840033576554,3.9249346754554817,4.228898364616625,3.7350804290292134,3.162916666666667,3.0164583333333326,2.7431952383869747,2.780833817504299,2.9888521110987316,2.415357544210175,3.01125,2.560000000000001,2.4275837414222723,2.130276510599533,2.900662166873458,2.7996484113616855,2.4599999999999995,2.1750000000000007,2.2038306557432303,2.119407410202264,2.982882022091892,2.3444367985813175,3.0725000000000002,2.9331249999999995,2.6857301375492098,2.8023119296218004,2.2593747937052155,2.1614582183605697,4.260416666666666,4.260416666666666,4.045551275059641,3.986356149599651,4.209424291664309,4.1099999734416235
2000-05-31,PREMON,5.12,4.7650000000000015,6.41,4.0699999999999985,4.34,5.83,4.427499999999999,3.724999999999998,4.369810402014593,4.116335001281421,5.105398463738985,4.914848250605663,3.3843750000000004,3.0027083333333326,3.5519171430321856,3.093517152722487,4.4387443809208085,4.28460590952698,3.185,2.905000000000001,4.020550244853363,5.767310319733193,5.60870290300258,5.021809063545642,2.8974999999999995,2.2750000000000004,2.9502983934459377,2.508320778782085,3.762506248692332,3.6025192947393716,3.2368750000000004,2.9149999999999996,3.347438082529526,3.293230549883436,4.447827096135621,4.30812862716278,4.260416666666666,4.260416666666666,4.759330765035785,5.0781282849185665,5.9311496220752895,5.829999962327171
2000-08-31,MONSOON,4.27,3.61,1.86,2.05,3.64,3.4466666666666668,4.53875,4.3649999999999975,4.329886241208756,4.183388092999784,2.819699715243094,2.304689931816125,3.471875,3.323124999999999,3.575150285819311,3.1793578272796688,2.663819339822071,2.406562703839973,3.2787499999999996,3.117500000000001,3.156330146912018,4.607064731669185,1.2201175474897585,1.766118608800296,3.1799999999999993,2.6450000000000005,2.5901790360675627,2.4153040280775704,1.6836261828478554,1.1666902375605464,3.2700000000000005,3.2299999999999995,3.464462849517716,3.562707272282694,2.339129976257375,2.4957861180123513,4.260416666666666,4.260416666666666,4.234265125688138,4.415415412816956,3.549170818725603,3.4466666443946794
2000-11-30,POMKH,4.12,2.2725,1.94,3.88,2.125,3.655,4.6187499999999995,4.4899999999999975,4.245931744725254,4.224139971698387,3.8306250331781966,4.057339261984398,3.516875,3.4456249999999993,3.0540901714915867,3.0448012559220206,2.3119912258436295,3.005668600771366,3.245,3.252500000000001,2.6697980881472105,3.422399040857919,2.211029220111809,1.9287474350223293,3.1825,3.1500000000000004,3.1061074216405373,2.7319831012491775,2.546968599823371,2.762170523621756,3.37625,3.2437499999999995,2.9286777097106294,3.388359212445305,2.622378328917564,2.3576530878961606,4.260416666666666,4.260416666666666,4.002559075412883,3.9921020055938525,3.7585036412355337,3.654999976381785
2001-02-28,POMRB,4.84,3.345,3.01,2.84,3.08,4.1099999999999985,4.45375,4.587499999999998,4.483559046835152,4.35329159657206,4.3248256411998955,4.057805550626391,3.3749999999999996,3.4981249999999995,3.170454102894952,3.097035469140206,3.488527902645816,3.056280811333478,3.4012499999999997,3.3050000000000006,2.805878852888326,3.2136834507066228,3.0409206962656614,3.032678132782544,3.1674999999999995,3.2100000000000004,2.999664452984322,2.785038438601173,3.0668355330665866,3.0631215260527758,3.31375,3.2962499999999997,2.9892066258263776,3.4404355239633393,2.8784660067105325,2.5428200980400493,4.260416666666666,4.260416666666666,4.0455354452477295,3.9605806363958975,4.214163003335478,4.109999977520688
2001-05-31,PREMON,5.37,4.915,5.93,3.85,4.98,5.83,4.1975,4.649999999999998,4.838135428101092,4.541028155838951,5.197567338009834,5.16475053704016,3.1259375000000005,3.5356249999999996,3.8682724617369715,3.3845580842123626,4.85352426867103,4.786592510279658,3.6775,3.1850000000000005,4.0555273117329955,5.331677987687236,5.993312950639373,5.47152382612105,2.94875,3.1550000000000007,3.339798671790593,3.0517575025294015,3.846459760453215,4.21223029751048,3.1481250000000003,3.45625,3.7855239754958268,3.9746342377767006,4.684373279974478,4.267363226512492,4.260416666666666,4.260416666666666,4.759321267148637,5.041674499097025,5.934499363594421,5.829999968113289
2001-08-31,MONSOON,2.7,2.325,3.59,2.15,2.5,3.4466666666666668,4.0912500000000005,4.257499999999998,3.982881256860655,4.367090081749849,2.944170800973879,2.8654391638428427,3.0518750000000003,3.2143749999999995,3.250963477042183,3.2267245648443317,3.000999619549413,2.9345256086955978,3.93375,3.6175000000000006,3.869316387039797,4.947816839633524,1.4511826924562308,1.8331629032595886,2.70125,3.1800000000000006,2.8638792030743554,2.9128632616089605,1.7675796930930487,1.467005819397528,3.05,3.1712499999999997,3.271314385297496,3.8046897204123504,3.3390832146492118,2.7072186111056116,4.260416666666666,4.260416666666666,4.234259426955849,4.380400025129976,3.5511954518025717,3.4466666478154036
2001-11-30,POMKH,3.64,1.565,2.42,2.03,1.94,3.655,4.0275,4.1374999999999975,3.8457287541163927,4.322466133318816,3.9247027959779297,4.182160682394162,2.9965625000000005,3.0374999999999996,2.5765780862253096,2.975284078680488,2.173755661418225,2.7618878294304774,3.98875,3.7375000000000003,3.289589832223878,3.6455408499259825,2.3975655051049305,2.171673344441217,2.671666666666667,2.7175000000000002,2.530327521844613,2.75917368624443,2.630922110159415,3.03546186120452,2.80875,3.1249999999999996,2.7387886311784975,3.4658829637116484,2.411717965188921,2.0960176714409786,4.260416666666666,4.260416666666666,4.002555656173509,3.964662204881932,3.759267335522135,3.6549999800092743
2002-02-28,POMRB,4.47,3.46,4.58,2.71,2.48,4.1099999999999985,3.91,4.044999999999997,4.095437252469836,4.385579064006471,4.422340915713132,4.253454692090357,3.079375,3.0662499999999997,2.9299468517351857,3.0559802493482957,3.1834567925249146,2.7895858718581397,3.739375,4.130000000000001,3.805753899334327,4.202397471901065,3.3279319519005592,3.0292635128756573,2.513333333333333,2.6850000000000005,2.602196513106768,2.7682503791287894,3.150789033737202,2.745397341775707,2.71375,2.9749999999999996,2.6352731787070987,3.267977841149573,2.982636345561465,2.8822514862024184,4.260416666666666,4.260416666666666,4.045533393704105,3.9423359652191987,4.213730042547272,4.109999980513631
2002-05-31,PREMON,5.23,4.3575,4.8,3.7433333333333336,3.65,5.83,3.91,4.009999999999997,4.549262351481902,4.541088721526711,5.286195335912696,5.242044861339231,3.40875,2.926875,3.5009681110411117,3.2633984084075554,4.671564297255295,4.623185349121494,3.8899999999999997,3.847500000000001,4.203452339600596,4.757909151030267,6.437213115207351,5.953430004030749,2.3958333333333335,2.658333333333334,3.0586512411973943,3.000694716983489,3.9304132600590433,3.6637100218282592,2.83125,2.6424999999999996,3.0411639072242593,3.3758720619070743,4.68408890887803,4.564485762421846,4.260416666666666,4.260416666666666,4.759320036222463,5.032646026368027,5.9329339612149985,5.829999972358754
2002-08-31,MONSOON,1.9,3.5450000000000004,2.725,0.99,3.0700000000000003,3.4466666666666668,4.00125,3.809999999999997,3.489557410889141,4.252772763177374,3.022925768241659,2.8814356815329982,3.6256250000000003,3.2318749999999996,3.518580866624667,3.313161206889129,2.7089793287389408,2.56361644679873,4.050625,3.6312500000000014,3.612071403760358,3.639531447099051,2.2668907007051144,3.030083899475649,2.4345833333333338,2.368333333333334,2.2311907447184365,2.6068880778155648,1.851533191752154,1.6112113930277019,2.9366666666666665,2.7849999999999997,3.052698344334556,3.3251572712306925,2.5203586009339807,2.89368097831295,4.260416666666666,4.260416666666666,4.2342586884001445,4.378072131817324,3.5485615770094974,3.4466666503253016
2002-11-30,POMKH,4.44,2.98,4.49,2.25,2.31,3.655,4.001250000000001,4.009999999999997,3.8697344465334846,4.309091241619749,4.000139898989885,4.08069170902905,3.6178125000000003,3.585625,3.3031485199748003,3.267754851100089,2.3248663911946847,2.7552266160142773,4.023125,4.1487500000000015,3.9632428422562147,4.080097987234944,2.4444127230766193,2.4248375621972595,2.4629166666666666,2.4233333333333342,2.238714446831062,2.530841048618683,2.714875602601767,2.574804869633917,2.995833333333333,2.8775,2.7556190066007336,3.081908644574419,1.949911756610577,2.1857888854569683,4.260416666666666,4.260416666666666,4.002555213040087,3.9663097472249262,3.755628548844772,3.6549999826708826
2003-02-28,POMRB,4.4,3.78,3.795,2.8,2.953333333333333,4.1099999999999985,3.9975,3.992499999999998,4.0818406679200905,4.354757228448719,4.5071318798304745,4.311864119737488,3.528125,3.6656249999999995,3.4938891119848803,3.35326595189893,3.7049782539741445,3.3969965984135833,4.201875,3.952500000000002,3.8959457053537285,3.919427438520623,3.9563767975328,4.238179537836113,2.56875,2.4458333333333337,2.463228668098637,2.5830377089107484,3.2347425268600443,2.486946717335948,2.9245833333333335,2.995833333333333,2.8347047372937735,3.0203293360206063,2.621890941241858,2.568252638863302,4.260416666666666,4.260416666666666,4.045533127824052,3.945914500897281,4.209149341410619,4.1099999828032905
2003-05-31,PREMON,5.3,3.975,5.365,3.88,3.65,5.83,3.6825000000000006,4.009999999999998,4.569104400752055,4.51232987448937,5.368251730360319,5.260368818554572,3.2875,3.57,3.686333467190928,3.455903789996293,5.134025432976747,5.056648113156471,4.180625,4.093750000000002,4.483567423212238,4.95281124454951,6.129554269103526,4.854022349224093,2.5512499999999996,2.48,3.029937200859182,2.8652482525470595,4.014366753214885,3.7091156364242335,2.830208333333333,2.995833333333333,3.1608228423762643,3.1461771973346835,4.208462196663977,4.2035777236396275,4.260416666666666,4.260416666666666,4.759319876694431,5.037119403745207,5.927473634865932,5.829999975606617
2003-08-31,MONSOON,1.8,3.2100000000000004,3.59,1.7,2.5,3.4466666666666668,3.4375,3.984999999999998,3.461462640451233,4.205231370704035,3.0812768849767496,2.78107212255485,3.115,3.4862499999999996,3.495800080314557,3.4242866591194887,2.923805897183774,2.895236775134029,4.149375,4.310000000000001,4.126140453927342,4.347361267562558,2.618461921183253,3.2259963681878188,2.35125,2.6574999999999998,2.497962320515509,2.640603705863969,1.935486685163434,1.5233037721794438,2.799166666666667,2.853333333333333,2.8964937054257582,2.9762416575688233,2.887039350757544,2.3873443224405477,4.260416666666666,4.260416666666666,4.234258592683325,4.382146392547787,3.5422830713665365,3.4466666522454212
2003-11-30,POMKH,2.02,1.39,3.455,1.4,2.125,3.655,3.5012500000000006,3.379999999999998,2.8848775842707397,3.945714065980863,4.0927204182916155,4.1445471804164224,3.11625,3.0887499999999997,2.653480048188734,3.1154854784807373,2.378554111238086,2.8373028776618057,4.176875,4.051250000000001,3.8576842723564053,3.7787551670767074,3.276398637362521,3.850743148390227,2.21,2.445,2.058777392309305,2.3783870804780314,2.798829099140665,2.6397832560680414,2.79125,2.807083333333333,2.5878962232554548,2.7304212091794797,2.072575524251018,2.1658382927475825,4.260416666666666,4.260416666666666,4.002555155609995,3.969381306282253,3.7485923406894726,3.6549999847070636
2004-02-29,POMRB,4.86,3.9899999999999993,4.58,2.05,2.89,4.1099999999999985,3.8575,3.494999999999998,3.6749265505624438,4.068948580498931,4.580665571593524,4.160037295800839,3.2775,3.14125,3.1880880289132403,3.256847358559009,3.2769468983305963,3.0091949057358476,4.018653846153846,4.2475000000000005,4.1466105634138435,4.1941805749992245,3.9718589481329594,4.013498485398156,2.33125,2.2574999999999994,2.055266435385583,2.2896128664760838,3.3186960187400216,2.5697078382800425,2.77775,2.79125,2.708737733953273,2.705282256300623,2.668405159176804,2.628488728762261,4.260416666666666,4.260416666666666,4.0455330933659965,3.9478701613234564,4.201414821988487,4.109999984611496
2004-05-31,PREMON,5.35,3.775,4.8,3.5,3.65,5.83,4.637499999999999,3.5074999999999976,4.344955930337466,4.246909165019207,5.44368340857114,5.146824871611674,3.665,3.09125,3.4228528173479438,3.343253397720226,4.892983291374106,4.702824164769956,4.0604326923076925,4.106250000000001,4.407966338048306,4.666308187103376,6.086808378432494,4.952262638947603,2.7825,2.1624999999999996,2.6331598612313503,2.5269568602548076,4.098320240937834,3.3924811335363634,2.787375,2.79125,3.0852426403719635,2.8865674682757723,3.799357757598596,3.625202293758157,4.260416666666666,4.260416666666666,4.759319856019598,5.037992033272797,5.919099002313006,5.82999997817154
2004-08-31,MONSOON,4.6,4.7,2.8892307692307693,3.05,2.3920000000000003,3.4466666666666668,5.1575,4.207499999999997,4.44697355820248,4.315359897276298,3.1297036883382234,2.563305867058403,3.8699999999999997,3.46375,3.9337116904087663,3.5597687051227034,2.6947920638030887,2.7014580155989565,4.081593406593407,3.931057692307694,3.8004721105212913,3.642254954087286,2.9614405048750982,3.2873367390924746,3.26125,2.5,2.79989591673881,2.640155493338731,2.0194401705707077,1.3330076223630543,2.8617500000000002,2.7642499999999997,2.8079455842231784,2.744428317295218,2.617189370281279,2.8173725066091357,4.260416666666666,4.260416666666666,4.234258580278425,4.382268035760644,3.5333252324280817,3.4466666537617905
2004-11-30,POMKH,5.46,3.0,4.49,3.66,2.31,3.655,5.3575,5.067499999999997,4.8521841349214885,4.489433248524265,4.131125650789304,3.9870628509989015,4.108125,3.86625,3.56022701424526,3.479710596796962,2.6533353386898675,2.9578741667231014,4.094707245879121,4.189807692307694,4.076283266312775,4.052207875365286,3.277952498342133,3.812596440474187,3.5950000000000006,3.065,3.1439375500432862,2.8736112289138918,2.8827825908509297,2.4728232841899174,2.9130000000000003,2.8104999999999998,2.608767350533907,2.5983473704159796,2.033941646040664,2.3095788138437796,4.260416666666666,4.260416666666666,4.002555148167055,3.96908416486784,3.7391068210800724,3.6549999863150897
2005-02-28,POMRB,5.58,4.02,3.7142857142857135,3.62,3.3,4.1099999999999985,5.2075000000000005,5.247499999999997,5.143310480952893,4.666555674996979,4.680595630802314,4.581371771913152,4.0806249999999995,3.8737500000000002,3.7441362085471557,3.569965286279963,3.9430435472634464,3.7714714359347297,4.216035370879121,3.9733791208791227,3.9314842455019505,3.8272364022028285,4.218682480587369,4.236921942455079,3.445,3.4574999999999996,3.334362530025972,3.0712471073445013,3.4026495213074845,3.123568751601937,2.913,2.9129999999999994,2.8852604103203445,2.721854694045887,2.7482843504617533,2.8603807581473704,4.260416666666666,4.260416666666666,4.045533088900232,3.9473917656982045,4.191455685398091,4.109999986075659
2005-05-31,PREMON,6.23,5.65,5.770625,4.6,3.65,5.83,4.952500000000001,5.467499999999998,5.577986288571736,4.915290570435117,5.537064153868878,5.537455051942937,3.8937500000000003,4.342500000000001,4.506481725128293,3.8989856613509795,5.372657734899392,5.0930233224297625,3.8110353708791207,4.216035370879123,4.6671405473011705,5.200530334429524,5.695774891599164,4.7561034411421765,2.9815625000000003,3.7325,3.840617518015583,3.462319980341643,4.182273750926295,4.196058676788016,2.9095625,2.9129999999999994,3.1911562461922065,2.9352948181912684,3.7669461833632973,3.95342760317759,4.260416666666666,4.260416666666666,4.7593198533401395,5.0374496935156,5.9087187774172225,5.829999980248443
2005-08-31,MONSOON,2.52,2.605,2.8892307692307693,0.75,2.3920000000000003,3.4466666666666668,5.0024999999999995,4.947499999999998,4.354791773143042,4.664663102559853,3.2599703938867353,3.2011215034177867,4.05375,3.8187500000000014,3.745889035076976,3.7057913763860846,3.5833975525333353,3.779431725302982,3.4060353708791204,4.216035370879123,3.95597663607301,4.04875069515174,3.0628331041088166,3.3644756762640338,2.8656249999999996,3.1574999999999998,2.60437051080935,2.962032547839767,2.103393685646162,2.3361369592518666,2.9061250000000003,2.9129999999999994,2.871493747715324,2.8149166991506944,2.5660825052186964,2.185455427150587,4.260416666666666,4.260416666666666,4.234258578670751,4.381797927891764,3.5225748483165704,3.446666654989645
2005-11-30,POMKH,5.5,3.6,1.25,2.2525,2.2825,3.655,5.08375,4.957499999999998,4.812875063885825,4.8131442247802525,4.25221454215967,4.385623298492567,3.9837499999999992,3.9687500000000018,3.6875334210461856,3.696354929647296,2.6675291854034566,2.9829818145907483,3.4060353708791204,3.4060353708791227,2.873585981643806,2.268761764793178,3.701401793772142,3.9623858596192343,2.919375,2.8056249999999996,2.4636223064856098,2.8401892118025986,2.9667360940306153,2.6748803820258487,2.9650535714285717,2.9061249999999994,2.6358962486291944,2.674448278686656,2.2417188806677006,2.187305784067188,4.260416666666666,4.260416666666666,4.00255514720245,3.9687435353187537,3.7280355504050062,3.654999987617162
