Date,Season,Berasia,Phanda,Berasia_Trend,Berasia_SMA,Berasia_EWMA,Berasia_DES,Berasia_TES,Berasia_ARIMA,Phanda_Trend,Phanda_SMA,Phanda_EWMA,Phanda_DES,Phanda_TES,Phanda_ARIMA
1996-02-29,POMRB,8.545,8.014,,,8.545,11.563279682078981,7.573292488126074,0.0,,,8.014,7.951604582260572,7.75518430008168,0.0
1996-05-31,PREMON,10.145,10.526,,,9.184999999999999,13.208261439373702,13.016732899341235,-6.986249161523217e-10,,,9.018799999999999,8.198433485007609,10.178552827883244,8.013930664058094
1996-08-31,MONSOON,4.0,3.168,7.209375,,7.110999999999999,12.805804213084551,3.1065401633113288,-1.2491205627689176e-09,6.681749999999999,,6.678479999999999,7.653390152484022,4.84979019071211,9.305949878560622
1996-11-30,POMKH,6.47,5.438,7.2225,7.289999999999999,6.8546,12.749794178616924,4.796622884950745,-1.6818647285908565e-09,6.562749999999999,6.786499999999999,6.182287999999998,7.402669444045622,5.218137279404965,7.069236840981032
1997-02-28,POMRB,7.9,7.1759999999999975,7.515624999999999,7.128749999999998,7.27276,12.815475123861951,8.205047555564823,7.949059965183038,6.618,6.576999999999999,6.579772799999998,7.359521407012676,7.562922822158714,7.081506313842226
1997-05-31,PREMON,10.895,10.412,7.8462499999999995,7.316249999999999,8.721656,13.471008192779717,13.027119486791776,9.437473767963503,6.7124999999999995,6.5485,8.112663679999999,7.657655781719587,9.841198701643854,8.317267063619381
1997-08-31,MONSOON,5.595,3.724,7.798749999999999,7.715,7.4709936,12.48940804021903,3.6919128786147493,3.7210345067387243,6.42075,6.6875,6.357198208,7.2281523981204,4.56262207720155,5.215609900168177
1997-11-30,POMKH,7.52,5.638,7.466875,7.977499999999999,7.49059616,11.885194419798333,5.558895613779707,6.018773314742172,5.8445,6.7375,6.0695189248,7.043606419366034,5.120422776578382,5.989751736194226
1998-02-28,POMRB,6.47,4.6419999999999995,7.534791666666665,7.619999999999999,7.082357696,10.934801834362071,8.713241956089465,7.902303324490596,6.980541666666667,6.104,5.49851135488,6.775123073451984,7.532102556210502,7.00524268197624
1998-05-31,PREMON,9.67,8.336000000000002,7.637083333333333,7.31375,8.1174146176,10.801165749780479,13.155964525271141,10.139716229020584,8.5005,5.585000000000001,6.633506812928001,6.919613107678267,9.247932547137921,8.26422647906739
1998-08-31,MONSOON,7.363333333333332,14.888333333333335,8.359583333333333,7.755833333333333,7.815782103893333,10.058773501425748,4.29517182511296,4.6474473035543875,9.190708333333335,8.376083333333334,9.935437421090136,7.7304046339846435,3.6361966437677316,3.7106405870483705
1998-11-30,POMKH,6.57,6.633333333333333,9.60833333333333,7.5183333333333335,7.317469262335999,9.163978382735564,6.240298216088717,6.75242318513002,10.364500000000001,8.624916666666667,8.614595785987415,7.595832254783699,6.910701008248199,7.6547052907355315
1999-02-28,POMRB,13.199999999999998,9.168333333333333,9.584166666666665,9.200833333333334,9.670481557401597,10.03360509295031,8.693788466410274,7.35811053460524,9.996636904761905,9.756500000000003,8.836090804925782,7.739362586274975,9.143762575365585,8.156283531553953
1999-05-31,PREMON,12.93,13.2,8.87875,10.015833333333333,10.97428893444096,10.801008878047393,13.400696544312805,9.940141252647535,8.933412698412697,10.972500000000004,10.581654482955468,8.287042168194883,11.514498005062697,10.7381389911439
1999-08-31,MONSOON,3.91,7.081428571428572,8.04375,9.1525,8.148573360664574,9.220442532314785,5.676738676804517,5.624424596839441,8.591103670634919,9.020773809523813,9.18156411834471,8.139705686371705,6.486386345335533,9.53866965084213
1999-11-30,POMKH,4.38,5.934444444444442,7.535833333333333,8.605,6.641144016398744,7.899351351312261,6.9459242294452945,6.667043302148852,8.38579861111111,8.846051587301591,7.882716248784603,7.888753496081196,7.366320762076089,7.93970499631425
2000-02-29,POMRB,8.709999999999999,7.1287499999999975,7.725833333333332,7.482500000000002,7.468686409839247,7.8081559138517225,9.80351829869931,9.120675937674383,8.180512896825395,8.336155753968256,7.581129749270762,7.7888317392067155,9.339972814739898,8.634221504499358
2000-05-31,PREMON,13.356666666666667,13.597142857142856,8.4825,7.589166666666669,9.823878512570214,8.95853236320962,13.43954825283033,10.824948636671783,8.073778769841269,8.43544146825397,9.987534992419599,8.3725531645749,11.208342039754742,10.915974206358761
2000-08-31,MONSOON,5.003333333333334,5.042,9.568333333333333,7.862500000000003,7.895660440875462,7.951115716851708,5.536478278129337,5.085394127509055,8.59379613095238,7.9255843253968274,8.009320995451759,8.003908202175229,6.3382564001865935,8.886813356586554
2000-11-30,POMKH,9.34,7.12,11.082708333333334,9.102500000000003,8.473396264525277,8.128687631115605,6.753873413968352,5.950314234347953,9.13160119047619,8.221973214285716,7.6535925972710555,7.890790831005543,6.79323006723935,6.961153162182757
2001-02-28,POMRB,12.436666666666667,10.103333333333332,11.932916666666669,10.03416666666667,10.058704425381833,9.119054625202578,10.143103637936314,8.981971238958446,9.457333333333331,8.96561904761905,8.633488891695967,8.10013264334159,9.162036866286277,8.159692308293065
2001-05-31,PREMON,21.745,14.925,11.502500000000001,12.131250000000001,14.733222655229099,12.615271858675932,14.14899678344968,11.492507777815572,9.737552083333332,9.297583333333336,11.15009333501758,8.788795626093286,11.738753751886467,11.924462633381617
2001-08-31,MONSOON,3.4166666666666665,6.319999999999999,10.763333333333334,11.734583333333333,10.206600259804127,11.069007419673946,6.708648585086335,5.048553012216689,10.009270833333334,9.617083333333335,9.218056001010547,8.508709333804436,7.0478481758827245,8.955343474423923
2001-11-30,POMKH,7.483333333333332,8.08375,9.866874999999999,11.270416666666666,9.11729348921581,10.537591638345326,8.227287882377164,6.86799306421959,10.387604166666666,9.858020833333336,8.764333600606328,8.442007647956451,7.630538947877319,7.8511856332092975
2002-02-28,POMRB,8.38,11.313333333333333,9.959166666666667,10.25625,8.822376093529485,10.2083372867361,11.390395877259458,9.85469037671727,10.80859375,10.160520833333337,9.78393349369713,8.718433587152946,10.027756127034957,9.373049123130812
2002-05-31,PREMON,18.63,16.741666666666667,10.482083333333332,9.4775,12.74542565611769,12.573334709808051,15.811334832093415,14.12488122794499,11.23203125,10.614687500000002,12.567026762884947,9.53014251994036,12.681830336868584,13.340893754591127
2002-08-31,MONSOON,7.27,7.8712500000000025,10.837083333333334,10.440833333333332,10.555255393670613,11.798182198637667,6.528543985008543,4.61032385466112,11.467708333333334,11.002500000000003,10.688716057730968,9.332360633278315,8.187213961773645,9.723430440051274
2002-11-30,POMKH,7.813333333333333,9.920000000000002,11.179010416666667,10.523333333333332,9.458486569535701,11.11683775486052,8.655741167235263,7.00870594605522,10.940208333333334,11.461562500000003,10.381229634638581,9.368834634816482,8.862452056533815,9.1405765533223
2003-02-28,POMRB,10.89,11.3625,10.939687499999998,11.150833333333331,10.03109194172142,11.218077970869263,11.493548742624522,9.456645845257553,10.089114583333334,11.47385416666667,10.773737780783149,9.551497673815941,11.395459245180605,11.05129732629042
2003-05-31,PREMON,18.855416666666667,12.4725,10.482604166666668,11.2071875,13.560821831699519,13.390804850282127,16.890875655912396,15.217192498324572,9.430416666666666,10.406562500000001,11.45324266846989,9.830159722933177,13.753268110596734,14.882912299726026
2003-08-31,MONSOON,5.13,5.331666666666667,10.043020833333333,10.6721875,10.188493099019711,11.83222942474519,7.268213933366106,5.265616572522289,8.716354166666667,9.771666666666668,9.0046122677486,9.336147831013637,8.058657596426812,9.374934576694587
2003-11-30,POMKH,6.296666666666668,7.190000000000001,9.571510416666666,10.293020833333333,8.631762526078493,10.607522969775452,8.987095317954465,7.191250159101266,8.635451388888889,9.089166666666667,8.27876736064916,9.088183758109558,8.192155844503752,8.609924169825586
2004-02-29,POMRB,8.889999999999997,8.38,9.017916666666665,9.793020833333333,8.735057515647096,10.115836164287979,11.729540738398423,9.783344826209676,9.18590277777778,8.343541666666667,8.319260416389497,8.9904833744928,10.262362894817944,9.952787491162278
2004-05-31,PREMON,17.083333333333332,14.80777777777778,8.847083333333332,9.349999999999998,12.07436784272159,11.784698266692791,17.325396544655142,16.07101135992706,9.777083333333334,8.92736111111111,10.91466736094481,9.57196352167366,12.204624500533896,13.026137886527302
2004-08-31,MONSOON,2.473333333333333,7.399999999999999,9.131249999999998,8.685833333333331,8.233954038966287,9.645719658010956,6.958485187258809,5.21747748913016,10.468333333333334,9.444444444444443,9.508800416566885,9.32069028753358,7.3827022661370005,8.201423682845771
2004-11-30,POMKH,7.586666666666666,9.851111111111113,9.364166666666668,9.008333333333331,7.9750390900464385,8.9591047261322,8.413401621969811,6.950733368354246,10.193272222222223,10.10972222222222,9.645724694384576,9.351242014673527,8.132821787897749,8.360789343025083
2005-02-28,POMRB,9.873333333333333,11.24888888888889,9.91625,9.254166666666666,8.734356787361197,8.940363642855893,11.21855778333323,9.538335924615277,9.613905555555556,10.826944444444443,10.286990372186303,9.52396161626357,10.814292655513825,10.290955662076144
2005-05-31,PREMON,17.963333333333335,9.7384,10.297083333333335,9.474166666666669,12.425947405750051,11.063448937925571,17.245274403035097,16.272700763186087,9.054692592592593,9.559599999999998,10.067554223311781,9.521100732721713,13.277157763200158,14.257745855116884
2005-08-31,MONSOON,6.0100000000000025,7.834444444444442,10.576250000000002,10.358333333333336,9.859568443450032,9.99913798592904,6.3197896269548375,4.534322483288589,8.380062962962961,9.668211111111109,9.174310311764845,9.320454151463471,7.075193750103823,7.815929750805265
