Date,Season,Berasia,Phanda,Berasia_Trend,Berasia_SMA,Berasia_EWMA,Berasia_DES,Berasia_TES,Berasia_ARIMA,Phanda_Trend,Phanda_SMA,Phanda_EWMA,Phanda_DES,Phanda_TES,Phanda_ARIMA
2005-11-30,POMKH,7.096666666666668,4.942962962962963,11.475833333333334,10.235833333333337,8.754407732736686,9.266915571109601,8.541810907217442,7.086228612077052,8.269921082621083,8.441174074074073,7.481771372244092,8.84037863886374,7.992024589652553,8.391205567361201
2006-02-28,POMRB,12.596666666666666,10.76,11.604166666666668,10.91666666666667,10.291311306308678,9.995949681128103,11.226327989870633,9.59275342631589,8.080612535612536,8.31895185185185,8.793062823346455,9.01673469559665,9.602307118449444,9.193269255550927
2006-05-31,PREMON,22.43666666666667,9.346153846153848,11.107916666666668,12.035000000000004,15.149453450451876,13.34834561315219,17.71337310669223,16.636444268304132,8.45204772079772,8.220890313390312,9.014299232469412,9.027177194390685,12.227646670644688,12.72928325860658
2006-08-31,MONSOON,2.563333333333333,6.71222222222222,10.959791666666668,11.173333333333336,10.11500540360446,11.30199919901034,6.910604270374138,4.878860051734746,8.871955128205128,7.940334757834755,8.093468428370535,8.762466723846872,6.173365206045179,6.9291448724910545
2006-11-30,POMKH,6.573333333333332,9.036666666666664,9.980416666666667,11.0425,8.69833657549601,10.320075634995307,8.722450180842527,7.068937483662286,9.496185897435895,8.963760683760679,8.470747723688987,8.767836138041382,7.040675223552608,7.088112790514729
2007-02-28,POMRB,11.935,10.025555555555558,9.656666666666665,10.877083333333335,9.993001945297605,10.748141822764618,11.756503836674815,10.290407145648738,10.471163194444443,8.780149572649568,9.092670856435616,8.875518470298664,9.784543694288137,9.492936691418652
2007-05-31,PREMON,15.26333333333333,15.074444444444444,10.245416666666667,9.083749999999998,12.101134500511895,12.014990379266612,18.633400221159256,17.988810810170467,10.5150466954023,10.212222222222218,11.485380291639146,9.497008089905824,12.203911831820815,12.333709611309871
2007-08-31,MONSOON,7.146666666666667,8.783750000000001,9.974791666666667,10.229583333333332,10.119347366973804,11.084503171882448,6.014914725013979,4.306758476836516,10.673322557471264,10.730104166666663,10.404728174983488,9.397699258171123,7.442067747555955,8.127488452241666
2007-11-30,POMKH,6.7,7.316206896551722,9.098541666666666,10.26125,8.751608420184283,10.069078470743841,8.460822879826772,6.929638527989586,10.52688737228608,10.299989224137928,9.169319663610782,9.15629937703633,8.489766630963128,8.685293369579123
2008-02-29,POMRB,9.643333333333333,13.012222222222226,8.027083333333334,9.688333333333333,9.108298385443902,9.8701993630413,11.830824210500298,10.657431158447588,10.236511214878671,11.046655890804596,10.706480687055361,9.53327670647667,10.52146050068149,10.272616286107269
2008-05-31,PREMON,10.545,10.916296296296297,7.2491666666666665,8.508750000000001,9.682979031266342,9.932661274108414,18.03799923480102,17.282563321769324,10.598692528735633,10.007118853767558,10.790406930751736,9.651972463251933,13.44633071702254,13.807358376234552
2008-08-31,MONSOON,3.293333333333333,10.618888888888888,6.5720833333333335,7.545416666666666,7.127120752093138,8.216208304594987,5.753629355678278,4.978192460441213,10.943703703703704,10.465903575989781,10.721799714006597,9.727062401451379,7.471019344545247,8.248896772658842
2008-11-30,POMKH,4.33,8.378518518518517,7.128958333333334,6.952916666666666,6.008272451255882,6.972510923372184,7.515257703062947,6.854991648453951,12.04388888888889,10.731481481481481,9.784487235811365,9.561049285974866,8.924555093150149,8.998766103544172
2009-02-28,POMRB,6.596666666666668,14.71,8.578750000000001,6.19125,6.243630137420197,6.481345612189822,10.676744808335267,10.383859740627171,12.34792824074074,11.155925925925924,11.75469234148682,10.071485789356778,11.097248754610087,11.095785948253212
2009-05-31,PREMON,18.046666666666674,18.020000000000003,9.317083333333334,8.066666666666668,10.964844749118788,9.046205247614596,15.954235056814664,15.614672660399318,11.296064814814816,12.931851851851851,14.260815404892092,10.871844778110844,14.274221680999911,14.35532315353466
2009-08-31,MONSOON,7.39,5.9475,9.335,9.090833333333336,9.534906849471273,8.752791413242464,4.944656207511937,4.559268269089143,10.197430555555556,11.764004629629628,10.935489242935255,10.330773388208797,9.709038804211584,10.655642253013323
2009-11-30,POMKH,6.1400000000000015,4.635,8.388333333333335,9.543333333333337,8.176944109682765,8.145632815708035,6.900171258248964,6.228869913891623,8.380902777777777,10.828124999999998,8.415293545761152,9.710871227638822,9.610081831200706,9.648577440107205
2010-02-28,POMRB,4.93,9.664444444444444,7.581875,9.126666666666669,6.8781664658096595,7.286903214331513,10.086311531485478,9.445097968799297,7.111006944444443,9.566736111111108,8.91495390523447,9.68037547550698,10.787601929649638,11.152342820599644
2010-05-31,PREMON,12.14,8.533333333333333,7.660625,7.65,8.982899879485796,8.345698920761286,16.15733484164536,16.1551926769476,7.505319444444444,7.1950694444444405,8.762305676474014,9.535450349849308,12.900451350294913,13.364581017948368
2010-08-31,MONSOON,6.845,5.275,9.282916666666665,7.51375,8.127739927691477,8.001327882133662,4.786685304709206,5.2264874300620585,8.316263888888889,7.026944444444441,7.367383405884409,9.066983747551253,6.512360942583501,7.174301182846359
2010-11-30,POMKH,7.314999999999999,8.462,11.648749999999996,7.807499999999999,7.802643956614887,7.799251847547616,6.23756995599675,6.190102351352859,9.674666666666667,7.98369444444444,7.805230043530646,8.98007650667336,6.980567981388544,6.659732993837883
2011-02-28,POMRB,16.73333333333333,12.325,11.983124999999998,10.758333333333331,11.374919707302265,10.09702168048869,8.898053596078915,8.334544498660218,10.717375,8.648833333333329,9.613138026118387,9.304354307612979,9.608818772421435,9.834432184699406
2011-05-31,PREMON,19.26333333333333,16.740000000000002,11.827291666666664,12.539166666666663,14.53028515771469,13.049499630320355,15.96699989266001,15.145907553295242,10.845666666666666,10.700499999999996,12.463882815671035,10.053381043277398,12.584339076986938,12.593709334061984
2011-08-31,MONSOON,2.396666666666667,5.41,11.188958333333332,11.42708333333333,9.67683776129548,11.301528498240899,5.961010952971797,5.600498302929891,10.285208333333335,10.734249999999998,9.64232968940262,9.543704783777395,8.111253776046713,8.523593964904007
2011-11-30,POMKH,10.516666666666667,9.353333333333332,10.64625,12.227499999999997,10.012769323443955,11.610262439505346,6.956952972650722,6.442894413110516,8.923154761904762,10.95708333333333,9.526731146974905,9.498674587291065,8.250534971345635,8.02597637577831
2012-02-29,POMRB,8.425,6.95,11.314739583333335,10.150416666666665,9.377661594066373,11.26659829031197,10.763978691339656,10.327441362577078,8.117552083333333,9.61333333333333,8.496038688184942,9.208401365848367,10.793709592840809,11.181728980016189
2012-05-31,PREMON,23.23,11.218571428571426,10.978645833333335,11.142083333333334,14.918596956439824,14.865314705712873,16.564623378300922,16.091974992253856,7.660044642857142,8.232976190476185,9.585051784339536,9.393205601263954,12.295271167578994,12.655982489638024
2012-08-31,MONSOON,3.7779166666666666,4.486607142857143,10.393854166666667,11.487395833333334,10.46232484053056,13.06626731819042,5.823141108569619,4.815726519501788,7.164992559523809,8.002127976190472,7.545673927746579,8.857888551541802,6.6465133003538766,6.868034619285988
2012-11-30,POMKH,6.446666666666666,6.616666666666667,9.654375,10.469895833333334,8.856061570985002,11.897857855005967,7.93628338969153,7.402821923294249,6.558474120082816,7.317961309523806,7.174071023314614,8.601296824891287,6.907431283531894,6.8390161837917365
2013-02-28,POMRB,7.816666666666667,5.726249999999999,8.751197916666667,10.317812500000002,8.440303609257668,11.080560012440523,10.603515364486793,9.841920404363039,5.960289013975155,7.012023809523806,6.594942613988768,8.279438989401829,9.1374826573274,9.216473293399405
2013-05-31,PREMON,17.9225,7.590173913043479,8.2165625,8.990937500000001,12.233182165554602,12.912459743613834,17.64097935174445,17.760294084813832,5.532945263975155,6.104924430641819,6.993035133610652,8.185844417630417,10.736218586334559,10.996497934305257
2013-08-31,MONSOON,1.86,3.3295238095238098,8.115208333333333,8.511458333333334,8.083909299332761,10.502462331140372,5.255220867384907,4.553155474642597,5.173546589732731,5.8156535973084855,5.527630603975915,7.658949369772681,4.622494286830273,4.698955682993649
2013-11-30,POMKH,4.0875,4.354999999999999,8.231562499999999,7.921666666666667,6.485345579599658,8.834231244539591,7.333248919843852,7.152614971579471,5.083141327875024,5.250236930641819,5.058578362385548,7.2949583383773104,5.078206276341119,5.019618160383341
2014-02-28,POMRB,9.365,5.112727272727274,8.423125,8.30875,7.637207347759794,8.658404657530307,9.67319007049244,9.328315513685087,5.144724025974026,5.096856248823637,5.080237926522239,7.0486348804236,7.2110912221311825,7.025078562928874
2014-05-31,PREMON,17.305,7.480454545454546,8.981875,8.154375,11.504324408655876,10.590791970696792,17.26993827708581,17.749555284746194,5.339584145021646,5.069426406926404,6.0403245740951625,7.074932915887954,9.104818995688172,9.086542188496662
2014-08-31,MONSOON,4.01,3.931904761904762,9.19875,8.691875,8.506594645193525,9.047571295073077,4.3259514179988425,3.8940387446071374,5.7031239177489175,5.2200216450216415,5.196956649219002,6.729227944088784,3.3330049367933388,3.2980771403422287
2014-11-30,POMKH,6.4075000000000015,5.3115,9.127500000000001,9.271875,7.666956787116115,8.23826709437788,6.602234027083138,6.396954566803242,5.8934080086580085,5.459146645021642,5.242773989531401,6.563939947620153,4.213806127372887,4.0813419428239675
2015-02-28,POMRB,8.780000000000001,7.064545454545454,8.951375,9.125625,8.11217407226967,8.126595377154391,9.54176373708535,9.311031494869905,5.755954004329004,5.947101190476187,5.971482575537022,6.598675612458145,6.755833808033027,6.379234016547476
2015-05-31,PREMON,17.32,7.050909090909091,9.0511875,9.129375,11.795304443361804,10.280995274082576,17.153538278546936,17.593222639196505,5.924505681818181,5.839714826839823,6.40325318168585,6.628286760813487,9.190413584326315,8.986844177714227
2015-08-31,MONSOON,2.5860000000000003,3.2618181818181813,9.877500000000001,8.773375,8.111582666017082,8.555892354465781,4.164192043253879,3.9109789918909623,6.449374999999999,5.672193181818178,5.146679181738782,6.2605151183463965,3.302851385024881,3.2911533374789164
2015-11-30,POMKH,8.629999999999999,7.33,9.349333333333332,9.329,8.31894959961025,8.470726795150478,6.369457900896027,6.381595259936547,6.9055681818181816,6.176818181818178,6.020007509043269,6.355239940692802,4.0398643786030055,3.9863961567257324
2016-02-29,POMRB,13.168,9.245,8.108791666666667,10.426,10.25856975976615,9.578179160041502,9.383037033052462,9.157547589884386,7.2078661616161614,6.721931818181815,7.310004505425962,6.639099064773224,7.0745174311943515,6.711354052658782
2016-05-31,PREMON,8.706666666666667,8.520000000000001,7.606999999999999,8.272666666666668,9.637808522526356,9.474080444578476,17.42694536917908,17.478448524432824,7.126111111111111,7.089204545454543,7.794002703255577,6.817244469805868,9.927423301469354,9.52125558133465
2016-08-31,MONSOON,1.275,4.211111111111111,7.347875,7.944916666666668,6.292685113515813,7.513725360159314,3.621464197803519,3.5820552343228598,6.74326388888889,7.326527777777776,6.360846066397791,6.528080043833405,4.2043543069108,4.157589711601956
2016-11-30,POMKH,5.926666666666666,5.7266666666666675,8.396041666666667,7.269083333333334,6.146277734776154,6.897376249676021,6.297831206091688,6.903349984189464,6.726944444444445,6.925694444444444,6.107174306505341,6.427446132682156,4.952105360091556,5.126443582312717
2017-02-28,POMRB,13.798333333333336,7.7855555555555584,9.723041666666667,7.426666666666668,9.207099974199027,8.37768987491245,9.331198529670804,10.094404778112072,7.050260416666667,6.560833333333335,6.778526806125428,6.551758772111801,7.421527553913181,7.24627035274043
2017-05-31,PREMON,16.461666666666666,9.848888888888887,10.239833333333335,9.365416666666668,12.108926651186083,10.54524844436952,15.635864499737314,15.324428374922054,7.418715277777778,6.893055555555556,8.006671639230811,6.877482007868593,9.868536504224368,9.39221394440037
2017-08-31,MONSOON,4.136000000000001,5.468749999999999,9.968166666666669,10.08066666666667,8.91975599071165,9.361614754493607,3.330677127874143,3.0183675510152437,7.8021875,7.207465277777778,6.991502983538487,6.712738135244936,4.457290395688864,4.422239658943464
2017-11-30,POMKH,7.2,7.416666666666668,9.052645833333333,10.399000000000004,8.23185359442699,8.97421510175047,6.503277737989628,6.649649475769169,7.891354166666667,7.629965277777778,7.161568456789759,6.7682346204938595,5.430790703490709,5.644355190426537
2018-02-28,POMRB,10.351666666666668,9.163333333333334,8.290125,9.537333333333336,9.079778823322862,9.398101945134234,10.308670525830314,10.955072036331783,7.57797867063492,7.974409722222222,7.962274407407189,6.999536773718257,8.17238630103835,8.016483817767785
2018-05-31,PREMON,12.584166666666668,9.184444444444443,7.932708333333334,8.567958333333337,10.481533960660386,10.367854702300408,15.835464816155854,15.554494357294173,6.670575396825397,7.808298611111111,8.451142422222091,7.20835895647127,10.760259299764627,10.289816508704753
2018-08-31,MONSOON,1.913333333333333,3.6261904761904757,,8.01229166666667,7.054253709729565,8.523377820986875,3.266238548583649,3.2781444199272074,,7.347658730158729,6.521161643809445,6.816612407396713,4.999353974141724,5.050104815334652
2018-11-30,POMKH,6.563333333333333,2.0,,7.853125000000003,6.857885559171072,,6.2738121039980905,6.763130033177752,,5.993492063492062,4.712696986285667,,5.437047187717754,5.808153440604407
