Date,Season,Raikia,Daringbadi,Phulabani,Chakpad,Khajuripada,Tumudibandha,Naugaon,Tikabali,Baliguda,Phiringia,G.udayagiri,Kotagarh,Raikia_Trend,Raikia_SMA,Raikia_EWMA,Raikia_DES,Raikia_TES,Raikia_ARIMA,Daringbadi_Trend,Daringbadi_SMA,Daringbadi_EWMA,Daringbadi_DES,Daringbadi_TES,Daringbadi_ARIMA,Phulabani_Trend,Phulabani_SMA,Phulabani_EWMA,Phulabani_DES,Phulabani_TES,Phulabani_ARIMA,Chakpad_Trend,Chakpad_SMA,Chakpad_EWMA,Chakpad_DES,Chakpad_TES,Chakpad_ARIMA,Khajuripada_Trend,Khajuripada_SMA,Khajuripada_EWMA,Khajuripada_DES,Khajuripada_TES,Khajuripada_ARIMA,Tumudibandha_Trend,Tumudibandha_SMA,Tumudibandha_EWMA,Tumudibandha_DES,Tumudibandha_TES,Tumudibandha_ARIMA,Naugaon_Trend,Naugaon_SMA,Naugaon_EWMA,Naugaon_DES,Naugaon_TES,Naugaon_ARIMA,Tikabali_Trend,Tikabali_SMA,Tikabali_EWMA,Tikabali_DES,Tikabali_TES,Tikabali_ARIMA,Baliguda_Trend,Baliguda_SMA,Baliguda_EWMA,Baliguda_DES,Baliguda_TES,Baliguda_ARIMA,Phiringia_Trend,Phiringia_SMA,Phiringia_EWMA,Phiringia_DES,Phiringia_TES,Phiringia_ARIMA,G.udayagiri_Trend,G.udayagiri_SMA,G.udayagiri_EWMA,G.udayagiri_DES,G.udayagiri_TES,G.udayagiri_ARIMA,Kotagarh_Trend,Kotagarh_SMA,Kotagarh_EWMA,Kotagarh_DES,Kotagarh_TES,Kotagarh_ARIMA
1996-02-29,POMRB,6.315,7.685,6.646666666666667,6.645,4.948,5.403333333333332,6.807499999999999,6.24,8.290000000000001,9.26,9.81,4.64,,,6.315,5.471300006157402,6.806707196927777,0.0,,,7.685,7.080901580232656,7.694999999999999,0.0,,,6.646666666666667,11.049162365845657,6.656041666666667,0.0,,,6.645,6.030338884767309,6.7281249999999995,0.0,,,4.948,8.56706593064149,5.6949584693073465,0.0,,,5.403333333333332,9.319454245630464,5.832090863773323,0.0,,,6.807499999999999,10.02929693513812,7.534906394127312,0.0,,,6.24,6.400201243787051,7.3172168534581505,0.0,,,8.290000000000001,12.33381052962991,8.791912846973228,0.0,,,9.26,10.364085587207548,9.27,0.0,,,9.81,12.64890132966664,9.82,0.0,,,4.64,5.125580543027141,4.925,0.0
1996-05-31,PREMON,8.684999999999999,10.44,9.4,9.6,7.186,7.673333333333335,8.7575,9.76,10.593333333333334,9.875,11.59,7.42,,,7.263,5.9315743574394935,8.375260236376931,6.3149816359503,,,8.786999999999999,7.693397404881925,10.458836565096952,-1.4725139029215381e-09,,,7.748000000000001,13.516345934783999,9.418230609418282,1.8724562686975068,,,7.827,6.207631506191795,9.756578947368421,6.644950118173416,,,5.8432,10.643980048981641,7.782773399127849,1.9656488748848406e-07,,,6.311333333333334,11.591825612260218,7.589669649552068,2.2176900644008795,,,7.5874999999999995,11.722371265965535,8.672994290305187,6.807483791064065,,,7.648,7.1708733878517625,9.076475421196056,6.239972874032829,,,9.211333333333334,14.524538781523335,11.346706501338954,8.289943370904794,,,9.506,10.88958102631811,9.893171745152355,9.2599546732759,,,10.522,14.020047771305293,11.607451523545706,-1.700104350165079e-06,,,5.752,5.181951135198863,7.917368421052631,3.173078303184539
1996-08-31,MONSOON,5.4300000000000015,9.0,6.066666666666666,2.17,4.982,2.436666666666667,4.342499999999999,5.45,4.84,10.51,9.54,1.88,6.8706249999999995,,6.529800000000001,5.399162484901955,4.462816260614079,7.774711641478592,9.0,,8.8722,7.7914024768543175,9.026534250044122,-4.07154616531478e-09,7.596666666666667,,7.075466666666667,12.224907507461875,6.093236300493908,2.8996149688577724,7.069374999999999,,5.5642000000000005,4.4920608232677,2.3905659534917625,8.080162248155307,5.88325,,5.4987200000000005,9.971479430894943,3.765808785596021,6.115013119939214e-07,5.497916666666667,,4.761466666666667,9.762254564931851,2.536996358681796,3.4059903887916008,6.980937499999999,,6.289499999999999,10.095793298855114,4.184780787007144,8.042870444265047,7.091249999999999,,6.768800000000001,6.720349165327774,4.502903790057974,8.249136867794324,8.208333333333332,,7.4628000000000005,13.192968812272868,4.985423598631393,9.566316994034036,10.0725,,9.907599999999999,11.454004027734843,10.534600179556632,9.610158773248239,9.296041666666667,,10.1292,13.533092430614513,9.562560830564529,1.4424432184690985e-06,5.511875000000001,,4.2032,3.654918982443517,2.5229836710890794,4.833096760254218
1996-11-30,POMKH,6.385,8.045,7.3066666666666675,8.465,5.532,5.696666666666666,7.252499999999999,6.15,8.283333333333333,9.735,6.756666666666668,6.55,6.989374999999999,6.703749999999999,6.4718800000000005,5.342583785643133,6.068328990901137,6.257889291076693,9.33,8.7925,8.541319999999999,7.591967335017856,8.078127644054536,-6.035895447059016e-09,8.248333333333335,7.355,7.167946666666667,11.106253508710349,7.34106282878764,3.094287319896959,7.473125,6.72,6.72452,4.975546054636336,8.740373541203319,6.252924122276349,6.16275,5.662,5.5120320000000005,9.009004907041396,4.68954642990227,2.8983749210885074e-07,5.710833333333333,5.3025,5.1355466666666665,9.261443174115367,4.792279913229739,2.490854177288128,7.2059375,6.789999999999999,6.6747,9.758168722076586,6.590384128697428,5.819900553171665,7.18875,6.9,6.521280000000001,6.501628912519421,6.379996227310949,6.673968649524414,8.727083333333335,8.001666666666667,7.791013333333334,12.898679994069049,6.909945427647366,7.501947194466789,10.358437499999999,9.844999999999999,9.83856,11.675099439873271,9.764400297126967,9.914003990088895,8.959791666666668,9.424166666666666,8.780186666666669,11.254038679154817,6.782261234658709,8.337709999115427e-06,6.0493749999999995,5.1225,5.14192,4.043628017494163,7.279445187773186,4.918608028552926
1997-02-28,POMRB,7.65,9.345,8.58,9.44,6.718000000000001,6.966666666666668,8.335,7.77,9.943333333333333,11.08,8.785,7.755,6.626875,7.037499999999999,6.943128000000001,5.796238951102195,7.076208075633897,6.330278084362785,8.840625000000001,9.2075,8.862791999999999,8.032683218849076,7.7210283523347165,7.590595901465933,8.144166666666667,7.838333333333333,7.732768000000001,10.541346531987042,6.686408470101589,6.513469861530439,7.603125,7.41875,7.810712,5.828436849987432,6.93573567878232,6.594274061785855,5.895125,6.1045,5.994419200000001,8.541415051010144,5.798419402735662,4.947997260244182,5.5304166666666665,5.693333333333334,5.867994666666666,9.11413170038222,5.941413764847916,5.3231843626995605,7.1109375,7.171875,7.33882,9.761173586161746,7.519724675373263,6.851955158219497,6.70375,7.282500000000001,7.020768,6.757747682029892,7.42909401301006,6.336879906719118,8.657499999999999,8.415000000000001,8.651941333333333,12.953479370991115,8.7878563534827,8.252985758350894,9.42375,10.299999999999999,10.335135999999999,12.129399031017451,9.289551635263365,9.436840108801107,8.073541666666667,9.167916666666667,8.782112000000001,10.234159800229579,9.83369734383406,9.810003221712783,6.330625,5.901249999999999,6.187152,4.92341837002217,5.345374299270691,4.488743760681544
1997-05-31,PREMON,8.3,11.42,12.68,10.035,7.651999999999999,7.813333333333333,9.03,9.01,13.089999999999998,10.3425,9.925,8.605,6.315625000000001,6.941249999999999,7.485876800000001,6.4827493972067565,8.905362127331019,8.76953523014862,8.1175,9.4525,9.8856752,9.34702910740119,10.671660877766708,10.311752922776073,7.51125,8.658333333333333,9.7116608,12.442087762426066,9.551915232456562,9.608850297952982,7.365625,7.5275,8.7004272,6.875480290002473,10.23000237607564,9.610164059800173,5.524500000000001,6.221,6.65745152,8.511458149196471,8.12741292025214,7.250733970927471,5.214583333333333,5.7283333333333335,6.646130133333333,9.170025505372797,7.983253890487273,8.019879345136602,6.9125,7.24,8.015291999999999,9.931837553553322,9.030919505452761,9.069082012337638,6.258749999999999,7.095000000000001,7.8164608,7.353336100886338,9.381169411471907,9.405436795172989,8.180833333333332,9.039166666666667,10.4271648,14.084596943348242,11.588725072492798,10.411891317292882,8.294375,10.416875,10.338081599999999,12.26240759437503,10.23726205944266,10.18906577684354,7.5477083333333335,8.751666666666665,9.2392672,9.971359926330328,11.350735182973727,11.678313023016969,6.363124999999999,6.197499999999998,7.1542912,6.099215465925821,8.88424911364315,8.195198594691671
1997-08-31,MONSOON,2.915,4.105,1.9533333333333327,2.775,2.375,0.8533333333333334,3.31,2.32,1.7866666666666664,2.565,4.115,2.9450000000000003,5.664375,6.312499999999998,5.65752608,5.32516100661725,4.769101468802582,5.672281595925365,7.79,8.228750000000002,7.57340512,7.4751281522266835,9.343713109948693,8.889442174792464,6.801666666666666,7.63,6.6083298133333335,7.423059314879173,6.404502465938518,6.747982974834106,6.800624999999999,7.678749999999999,6.33025632,5.653944563071916,2.856462866122831,3.3140600973327583,5.289999999999999,5.56925,4.944470912,5.388136079357303,4.1280113806890295,5.103177643260099,4.800833333333333,5.3325,4.329011413333333,5.686142155529057,2.8810044793247735,2.4304832381621773,6.719374999999999,6.9818750000000005,6.133175199999999,7.130093319279204,4.5410049230481295,4.782854182596717,6.083749999999999,6.312500000000001,5.61787648,6.086996116988927,4.664195003939672,5.738064472547419,7.882083333333331,8.275833333333335,6.970965546666667,10.092424911456883,5.562193033386876,5.780268925189634,7.8187500000000005,8.430625,7.228848959999999,10.28989245379047,10.942060806924104,10.444617862721387,7.625624999999999,7.395416666666666,7.18956032,7.085049816290296,8.895945803226606,9.486313091652814,6.200625,6.463749999999998,5.47057472,5.155812317882589,3.538721626870549,2.9959882067290025
1997-11-30,POMKH,6.41,7.154999999999999,6.3566666666666665,5.96,5.1739999999999995,4.753333333333333,6.6975,5.72,7.523333333333331,8.645,7.975,5.745,4.979375,6.318749999999998,5.9585156480000006,5.487256295202393,5.684580987330087,5.177698287550404,7.35625,8.006250000000001,7.406043072,7.1283021821445836,7.812793237909848,7.946173588458429,5.842916666666666,7.392499999999999,6.5076645546666665,6.2860405218918025,7.419292718264415,5.821518463764826,6.4575000000000005,7.052499999999999,6.182153791999999,5.544756699473083,9.222354138891578,8.147007389748401,4.96725,5.47975,5.0362825472,4.781810796044876,4.622051274230315,5.325634537677852,4.4825,5.096666666666667,4.498740181333333,4.8643526006895605,4.759489730421401,4.75917127411919,6.59,6.843125000000001,6.358905119999999,6.579171752241782,6.808924303461107,6.45469422218208,6.27375,6.205,5.658725887999999,5.853302660018101,6.09378294951614,5.572228358431474,7.337916666666665,8.085833333333335,7.191912661333332,8.949218225419896,6.947748254266501,7.751763809828728,7.537812500000001,8.158124999999998,7.795309376,9.939844529117385,8.689217039863474,8.232485709736245,7.391041666666666,7.699999999999999,7.503736192,6.836203173074966,4.7902205276601855,6.786700898899103,6.113124999999999,6.262499999999998,5.580344832,5.29098129110919,8.323128286080127,6.6376439025836484
1998-02-28,POMRB,2.415,7.615,3.853333333333333,7.425,5.199999999999998,4.6000000000000005,7.3450000000000015,6.8,8.313333333333333,8.365,8.19,7.26,5.315625,5.009999999999998,4.5411093888,4.376873726117865,6.792432133368067,6.86508237096491,7.723749999999999,7.573750000000002,7.4896258432,7.085381756534631,7.786969175649976,8.341606385727992,6.022499999999999,6.210833333333333,5.445932066133333,4.41726374992751,7.115049932449978,7.371374672422954,6.886875,6.54875,6.6792922752,5.936235092340816,8.115911159435537,7.678122191238796,5.302124999999998,5.10025,5.101769528319999,4.544240570934738,5.688882899531437,5.540767844184913,4.839166666666666,4.505,4.5392441088,4.3083257114854705,5.730610955564199,5.955014622568573,7.103125,6.595625,6.753343072,6.578236415393732,7.6410691721646,7.341173311458741,7.23,5.9625,6.1152355328,5.960417133872621,7.123330595209849,6.714012649424893,7.874166666666666,7.678333333333335,7.640480930133332,8.375776574905247,8.707208240584446,9.011236261766628,8.408125,7.479374999999999,8.0231856256,9.537224593547613,8.624030065653686,9.85651603064545,7.5664583333333315,7.551249999999999,7.778241715199999,6.946136268412112,8.014025414941125,7.206679345947099,6.461874999999999,6.138749999999999,6.252206899199999,5.969479145768776,6.614558502400429,6.414464897046624
1998-05-31,PREMON,8.055,9.68,9.736666666666666,9.305,6.587999999999999,7.633333333333333,8.985,11.5,10.366666666666664,10.81,8.643333333333333,8.4,5.65625,4.948749999999998,5.94666563328,5.330659791758404,7.410610056595875,6.468418791440433,8.29875,7.138750000000002,8.365775505919999,7.965494050218497,10.25917680687942,10.796821361674112,6.420416666666665,5.475,7.1622259063466664,6.781724238128368,9.953474159054148,9.875167785686063,7.36,6.36625,7.7295753651200005,6.91834205617844,10.03251009726366,9.282968291878387,5.721249999999999,4.834249999999999,5.696261716992,5.348823648895074,7.81404606959752,7.65668482992979,5.289583333333333,4.46,5.776879798613333,5.524835186566984,7.35097628634607,7.034083064216,7.678750000000001,6.584375,7.646005843199999,7.5123714609987085,8.846369803116078,8.71649902324802,8.07625,6.585000000000001,8.26914131968,7.407075783519492,8.985092243002414,9.248430007231637,8.76375,6.9975000000000005,8.730955224746666,8.825284466446162,11.278042444114238,11.478664684415982,8.791875000000001,7.5962499999999995,9.137911375360002,9.790214245455502,8.502184011617903,9.552530337208594,7.815625,7.230833333333332,8.124278362453332,7.407844401897889,9.543689076998007,9.15745580505636,6.82625,6.0874999999999995,7.11132413952,7.005142202497389,9.091596735625869,7.945927472705476
