Date,Season,Koyu,Koyu_Trend,Koyu_SMA,Koyu_EWMA,Koyu_DES,Koyu_TES,Koyu_ARIMA
1996-02-29,POMRB,6.545964912280701,,,6.545964912280701,1.5140052603276577,6.555964912280701,0.0
1996-05-31,PREMON,2.5,,,4.927578947368421,0.7871993557131239,2.5194459833795024,-9.062057641997192e-13
1996-08-31,MONSOON,4.76,5.083991228070175,,4.860547368421052,1.0977826149710839,4.78834094274906,-1.8267914501971454e-12
1996-11-30,POMKH,6.53,5.040241228070175,5.083991228070175,5.528328421052631,2.0326574267618436,6.566689239595707,-2.094033884014849e-12
1997-02-28,POMRB,6.545964912280701,4.996491228070175,5.083991228070175,5.9353830175438596,2.9883330689834273,6.584145642962164,6.114142538658695
1997-05-31,PREMON,2.15,4.996491228070175,4.996491228070175,4.421229810526316,2.518401043170875,2.539837863673486,2.335080702612736
1997-08-31,MONSOON,4.76,5.488245614035089,4.996491228070175,4.556737886315789,3.002635665614514,4.782254858393336,4.4459936577746495
1997-11-30,POMKH,6.53,5.873749999999999,4.996491228070175,5.346042731789473,4.106191284842177,6.554301939808901,6.099230795224466
1998-02-28,POMRB,10.48,5.620625,5.9799999999999995,7.399625639073684,6.690860756838022,6.5701536986762985,6.114142538658695
1998-05-31,PREMON,1.3,5.424166666666667,5.7675,4.95977538344421,5.759025495789402,2.5211593236130065,2.008169404246953
1998-08-31,MONSOON,3.585,5.354583333333333,5.473750000000001,4.409865230066526,5.517729719460976,4.959299164993608,4.4459936577746495
1998-11-30,POMKH,6.133333333333334,5.944583333333333,5.374583333333334,5.099252471373249,6.088660604353283,6.662466771297691,6.099230795224466
1999-02-28,POMRB,10.32,6.554583333333333,5.334583333333334,7.187551482823949,8.092288631631925,9.138648876115315,9.78865830535259
1999-05-31,PREMON,6.18,6.517916666666666,6.554583333333333,6.78453088969437,8.387443694790736,1.7000314216625583,1.2142419653586227
1999-08-31,MONSOON,3.585,6.501250000000001,6.554583333333333,5.504718533816622,7.56088583757497,4.351920386039131,3.348505727546663
1999-11-30,POMKH,5.84,7.01625,6.481250000000001,5.638831120289973,7.425391840948785,6.632936325974857,5.728731323743246
2000-02-29,POMRB,10.48,7.364375000000001,6.52125,7.575298672173984,8.841574483408744,10.18690150065284,9.639213140385374
2000-05-31,PREMON,10.14,7.24125,7.51125,8.60117920330439,9.966936316435635,4.793772107459604,5.7723194968586835
2000-08-31,MONSOON,2.41,7.225,7.217499999999999,6.124707521982635,8.204445657254618,4.188729528267953,3.348505727546663
2000-11-30,POMKH,6.03,7.308750000000001,7.265,6.0868245131895815,7.704536340343067,6.4085589101149,5.454748521303351
2001-02-28,POMRB,10.16,7.35375,7.185,7.716094707913749,8.615885560272233,10.679895688749294,9.78865830535259
2001-05-31,PREMON,11.13,6.979375,7.432499999999999,9.08165682474825,9.765529528164034,8.442820743865292,9.471087329797257
2001-08-31,MONSOON,1.78,5.871875,7.2749999999999995,6.16099409484895,7.610395184797209,3.1978828159007637,2.251017797318678
2001-11-30,POMKH,3.665,4.9125,6.68375,5.16259645690937,6.291803300634442,6.322049677845335,5.63221465470192
2002-02-28,POMRB,3.665,4.793541666666666,5.06,4.563557874145622,5.20663336819621,10.37891620982632,9.48976797541816
2002-05-31,PREMON,9.95,4.8220833333333335,4.764999999999999,6.718134724487373,6.37949049157778,9.818918905068776,10.395779288031902
2002-08-31,MONSOON,2.0083333333333333,5.167708333333333,4.822083333333332,4.834214168025757,4.922875132296055,1.817255810634455,1.662577460260268
2002-11-30,POMKH,3.665,4.633333333333333,4.822083333333332,4.366528500815454,4.246384046300157,4.218407145265978,3.423228310030271
2003-02-28,POMRB,6.43,3.646041666666666,5.513333333333332,5.191917100489272,4.617074000782351,5.8045215279114535,3.423228310030271
2003-05-31,PREMON,2.91,3.314375,3.753333333333332,4.279150260293563,3.889328176055824,9.95505639596708,9.29362119639869
2003-08-31,MONSOON,1.15,3.15375,3.5387499999999985,3.0274901561761376,2.8125050618302407,1.5948078878416574,1.8758481644322311
2003-11-30,POMKH,1.87,3.1243749999999997,3.089999999999999,2.5644940937056826,2.2235528258968014,3.4717428234337246,3.423228310030271
2004-02-29,POMRB,6.94,3.195625,3.2174999999999994,4.31469645622341,3.4454020870374684,5.723789101471139,6.005827567119956
2004-05-31,PREMON,2.165,3.5974999999999997,3.031249999999999,3.454817873734046,3.0115671228738825,5.039051310183193,2.718033937841225
2004-08-31,MONSOON,2.465,3.7712499999999998,3.359999999999999,3.0588907242404275,2.7434298998503373,1.0566459193972726,1.0741371232018584
2004-11-30,POMKH,3.77,3.7568749999999995,3.834999999999999,3.343334434544256,2.957662047778237,2.2952918880391087,1.7466403655543263
2005-02-28,POMRB,6.43,3.774375,3.7074999999999987,4.578000660726554,4.108518164045643,6.492410847962608,6.482184030452956
2005-05-31,PREMON,2.56,3.71,3.8062499999999986,3.770800396435932,3.825142442441655,3.156905752698849,2.022179888462629
2005-08-31,MONSOON,2.21,3.6725000000000003,3.742499999999999,3.146480237861559,3.411383865783623,2.00518717710211,2.3023895727761574
2005-11-30,POMKH,3.51,4.123125,3.6774999999999993,3.2918881427169353,3.455642042753499,3.2252227290887303,3.521301699540006
2006-02-28,POMRB,6.39,4.550625,3.6674999999999995,4.531132885630161,4.500302121964904,6.388431618792415,6.005827567119956
2006-05-31,PREMON,6.205,4.63,4.57875,5.200679731378097,5.406024201035858,2.7184251933255785,2.3911226394754417
2006-08-31,MONSOON,1.985,4.7456249999999995,4.5225,3.914407838826858,4.706240715828151,2.298993872980473,2.0642113411096585
2006-11-30,POMKH,4.37,4.49375,4.737500000000001,4.096644703296115,4.799361749839926,3.551809185385858,3.2784533064682813
2007-02-28,POMRB,6.455,4.195416666666667,4.75375,5.039986821977669,5.570922002477318,6.5752828136142805,5.968466275878153
2007-05-31,PREMON,4.125,4.048333333333334,4.233750000000001,4.673992093186602,5.4241389696386815,5.1106414331322565,5.795670303884811
2007-08-31,MONSOON,1.6783333333333337,3.5614583333333334,4.157083333333334,3.4757285892452945,4.416439535601362,2.0538043099540326,1.8540540778745125
2007-11-30,POMKH,3.5,3.3133333333333335,3.939583333333334,3.485437153547177,4.094909270773166,4.016610867217188,4.081721068167063
2008-02-29,POMRB,3.43,3.3385416666666665,3.183333333333334,3.463262292128306,3.8012553141241736,6.371576946189489,6.029178374146085
2008-05-31,PREMON,5.165,3.4868749999999995,3.4433333333333342,4.143957375276983,4.134414721118495,4.198554252709715,3.8528831593110144
2008-08-31,MONSOON,0.84,4.202500000000001,3.2337500000000006,2.8223744251661897,3.0680715711936823,1.62188695631799,1.5676175116873503
2008-11-30,POMKH,5.525,4.535,3.74,3.9034246550997143,3.6813849218501438,3.465093990886735,3.2691129836578305
2009-02-28,POMRB,7.130000000000001,4.355,4.665000000000001,5.194054793059829,4.842877236336786,4.4221776391069305,3.2037307239846737
2009-05-31,PREMON,4.125,4.19125,4.405000000000001,4.766432875835897,4.861104883487505,5.028434857286258,4.824276731597912
2009-08-31,MONSOON,0.44,4.005000000000001,4.3050000000000015,3.0358597255015383,3.618976720606809,1.2576811859548123,0.7845871160778792
2009-11-30,POMKH,4.615,4.144166666666667,4.077500000000002,3.667515835300923,3.870903947905362,4.9022602927728425,5.160528352774147
2010-02-28,POMRB,6.5500000000000025,4.305833333333333,3.932500000000003,4.820509501180554,4.782671174777734,6.146956723527216,6.6596501638515235
2010-05-31,PREMON,5.8183333333333325,3.8814583333333332,4.3558333333333366,5.219639034041666,5.362843952113255,4.346668840852216,3.8528831593110144
2010-08-31,MONSOON,0.04,3.5327083333333333,4.255833333333336,3.1477834204249997,3.914295413557616,0.7572129285218123,0.41097420365984155
2010-11-30,POMKH,1.62,3.236041666666667,3.507083333333336,2.536670052255,3.1378376964641275,4.744493129756395,4.310558977023111
2011-02-28,POMRB,6.755,3.22375,3.558333333333336,4.224002031353,4.18583433004529,6.270393969363932,6.11791144084537
2011-05-31,PREMON,3.24,3.90625,2.913750000000003,3.8304012188118,3.9663977636445837,5.144094712849153,5.43451115521404
2011-08-31,MONSOON,2.52,4.35,3.533750000000003,3.30624073128708,3.5213740776533458,-0.020055580728990385,0.037361291241803755
2011-11-30,POMKH,4.6,4.727708333333334,4.278750000000003,3.823744438772248,3.8161580447523833,2.6127212674946225,1.513132295293053
2012-02-29,POMRB,7.325,5.034166666666667,4.421250000000003,5.224246663263349,5.055815693142072,6.6957027707683,6.3093880584596125
