Date,Season,Chanderi,Isagarh,Mungawali,Ashok Nagar,Chanderi_Trend,Chanderi_SMA,Chanderi_EWMA,Chanderi_DES,Chanderi_TES,Chanderi_ARIMA,Isagarh_Trend,Isagarh_SMA,Isagarh_EWMA,Isagarh_DES,Isagarh_TES,Isagarh_ARIMA,Mungawali_Trend,Mungawali_SMA,Mungawali_EWMA,Mungawali_DES,Mungawali_TES,Mungawali_ARIMA,Ashok Nagar_Trend,Ashok Nagar_SMA,Ashok Nagar_EWMA,Ashok Nagar_DES,Ashok Nagar_TES,Ashok Nagar_ARIMA
1996-02-29,POMRB,6.96,7.426666666666668,7.043333333333332,11.945,,,6.96,7.73380335929134,5.869693903279075,0.0,,,7.426666666666668,7.0783075895711205,6.412031940724328,0.0,,,7.043333333333332,10.510611429819058,6.592969416638771,0.0,,,11.945,14.815715897833487,10.065739765696804,0.0
1996-05-31,PREMON,7.3599999999999985,9.423333333333334,9.016666666666667,13.575,,,7.119999999999999,8.12741090081089,9.710069677708885,2.753800480397003e-12,,,8.225333333333335,7.318424333983569,10.003738290797981,3.1651195347330914,,,7.832666666666666,12.392760909497682,10.240629144128572,6.5792974232163885e-06,,,12.597,16.234766895278526,12.606178131047905,11.944932687218206
1996-08-31,MONSOON,1.21,2.806666666666666,4.973333333333334,1.805,5.33125,,4.755999999999999,7.7419008880496785,2.1248223853269517,1.1125253848039643e-11,6.2837499999999995,,6.057866666666667,6.866282635531446,4.110747875433969,4.402236649800428,6.797083333333333,,6.688933333333333,11.665577401800736,4.932331299523774,9.682405132778358e-06,8.215625,,8.280199999999999,13.07804860643816,6.553070202987091,12.94899870798529
1996-11-30,POMKH,5.9250000000000025,5.713333333333334,6.196666666666666,5.885,5.374375000000001,5.36375,5.223600000000001,7.879753149669391,4.156244382597196,1.2435649216189658e-11,6.255416666666666,6.3425,5.920053333333334,6.753087900711176,5.380569395587784,3.1905306654819077,6.902500000000001,6.807499999999999,6.492026666666666,10.997123080056625,5.979486255810274,4.018429249295842e-06,8.241249999999999,8.3025,7.322119999999999,11.313252594408928,7.654126147542643,7.398339732636647
1997-02-28,POMRB,6.6999999999999975,6.956666666666666,6.960000000000001,11.25,5.8375,5.298749999999998,5.814159999999999,8.080178497372685,5.841856135295857,6.394641695101389,6.58375,6.225,6.334698666666666,6.776816903153599,6.374056896287856,6.942657360066045,7.196666666666666,6.786666666666666,6.679216,10.363941032246302,6.614239937185723,7.0433281683820965,9.373750000000001,8.12875,8.893272,11.42157136627246,9.366285329039508,10.217593593504363
1997-05-31,PREMON,7.965,9.666666666666666,9.943333333333333,14.475,6.068124999999999,5.449999999999998,6.6744959999999995,8.404415815228065,9.65052140871732,6.762149838498201,6.7475,6.285833333333333,7.6674858666666665,7.0718062199864375,9.874593315472575,8.59062712072108,7.362083333333333,7.018333333333333,7.984862933333334,10.862264194202346,9.798439413669293,8.991035978865746,10.483124999999998,8.353750000000002,11.1259632,12.589176973942559,11.907572857232857,12.02484474848717
1997-08-31,MONSOON,4.31,5.19,6.4,9.965,5.615624999999999,6.224999999999998,5.728697599999999,8.26100550744906,2.1560432234048106,1.1117121337756706,6.310416666666667,6.881666666666667,6.676491519999999,6.8851109058739395,4.060206742828117,3.020418215686756,7.226666666666667,7.374999999999999,7.350917760000001,9.625128840438355,5.085633684686082,5.272682253785861,9.681875,10.393750000000002,10.66157792,12.076076248054957,6.159211926915244,4.8274395478367165
1997-11-30,POMKH,4.67,4.64,6.093333333333334,6.6,5.219374999999999,5.911249999999997,5.305218559999999,8.127986235782863,4.606622650232606,5.443714374063422,5.618541666666667,6.613333333333332,5.8618949119999995,6.661642797437752,5.843647126879653,6.249687153145107,7.426875,7.349166666666667,6.847883989333333,8.347606230779961,6.42167518148961,6.655838735613903,8.30375,10.572500000000003,9.036946751999999,10.454672172736766,8.890915956681173,8.979788891545976
1998-02-28,POMRB,4.335,4.533333333333334,5.98,4.125,4.961875,5.3199999999999985,4.917131136,7.927706224104711,6.0593007399674255,6.598326637245953,5.3825,6.007499999999999,5.3304702805333335,6.449863863893677,6.512906851440847,6.33926624303233,7.717083333333333,7.104166666666666,6.5007303936,7.2442069438972245,6.986725561062717,6.965088555876134,7.594374999999999,8.791250000000003,7.072168051199999,8.277684752745962,10.503604755843769,11.175554156831257
1998-05-31,PREMON,7.16,6.555,12.525,10.575,4.7318750000000005,5.118749999999999,5.8142786816,8.04028262504116,9.515235893242963,7.341114876292952,5.7733333333333325,5.229583333333332,5.82028216832,6.463510067349757,9.4727474836626,8.117214885242218,7.8916666666666675,7.749583333333332,8.910438236160001,9.112205445311574,9.860448120681145,9.226792425716686,7.628125000000001,7.816250000000002,8.47330083072,8.526313433851138,11.469821138609865,10.780223147875596
