Date,Season,Baisi,Jalalgarh,Dagaura,Barhara,Srinagar,Purnia East,Bhawanipur,Damdaha,Banmankhi,Rupauli,Amaur,Kasba,Baisi_Trend,Baisi_SMA,Baisi_EWMA,Baisi_DES,Baisi_TES,Baisi_ARIMA,Jalalgarh_Trend,Jalalgarh_SMA,Jalalgarh_EWMA,Jalalgarh_DES,Jalalgarh_TES,Jalalgarh_ARIMA,Dagaura_Trend,Dagaura_SMA,Dagaura_EWMA,Dagaura_DES,Dagaura_TES,Dagaura_ARIMA,Barhara_Trend,Barhara_SMA,Barhara_EWMA,Barhara_DES,Barhara_TES,Barhara_ARIMA,Srinagar_Trend,Srinagar_SMA,Srinagar_EWMA,Srinagar_DES,Srinagar_TES,Srinagar_ARIMA,Purnia East_Trend,Purnia East_SMA,Purnia East_EWMA,Purnia East_DES,Purnia East_TES,Purnia East_ARIMA,Bhawanipur_Trend,Bhawanipur_SMA,Bhawanipur_EWMA,Bhawanipur_DES,Bhawanipur_TES,Bhawanipur_ARIMA,Damdaha_Trend,Damdaha_SMA,Damdaha_EWMA,Damdaha_DES,Damdaha_TES,Damdaha_ARIMA,Banmankhi_Trend,Banmankhi_SMA,Banmankhi_EWMA,Banmankhi_TES,Banmankhi_ARIMA,Rupauli_Trend,Rupauli_SMA,Rupauli_EWMA,Rupauli_DES,Rupauli_TES,Rupauli_ARIMA,Amaur_Trend,Amaur_SMA,Amaur_EWMA,Amaur_DES,Amaur_TES,Amaur_ARIMA,Kasba_Trend,Kasba_SMA,Kasba_EWMA,Kasba_DES,Kasba_TES,Kasba_ARIMA
1996-02-29,POMRB,3.1872727272727275,3.986666666666667,4.036666666666666,4.273333333333333,7.7225,4.35,1.68,2.685,1.98,3.5409999999999995,4.1675,5.573333333333332,,,3.1872727272727275,5.0186690077959355,3.1972727272727273,0.0,,,3.986666666666667,5.8397746745522126,3.996666666666667,0.0,,,4.036666666666666,5.444669477161113,3.440568873248688,0.0,,,4.273333333333333,3.8393536377546518,4.283333333333333,0.0,,,7.7225,7.663495344580315,7.513533127251628,0.0,,,4.35,4.633664553493774,3.979907145759844,0.0,,,1.68,2.1247045591818883,1.7726822208233486,0.0,,,2.685,2.5706137873591324,2.6953125,0.0,,,1.98,1.9840624999999998,0.0,,,3.5409999999999995,2.961548522506289,3.5427875194466347,0.0,,,4.1675,3.8837075522741227,4.071092931505708,0.0,,,5.573333333333332,7.343765822599931,5.583333333333332,0.0
1996-05-31,PREMON,4.27590909090909,5.11,4.86,5.07,10.316666666666666,4.51,1.92,2.54,2.24,4.473000000000001,4.246666666666667,6.615,,,3.622727272727273,6.022274517645147,4.294745656006043,3.187269299989095,,,4.436,6.810067521065623,5.129445983379503,-3.811561251938411e-21,,,4.366,6.159234034482873,4.941113474245912,1.2685398150559433e-07,,,4.5920000000000005,4.127567395219257,5.089445983379502,2.6619539150218148e-08,,,8.760166666666667,8.980741444268205,8.975317401409107,7.722476411418656,,,4.414,4.763952786164984,4.4047291275125895,4.349997107570278,,,1.776,2.355699308421872,2.2683169355932344,1.6799989568161897,,,2.627,2.509069780342652,2.560053670360111,2.6849985967464045,,,2.084,2.2478999307479226,1.9799985831186822,,,3.9138,3.2060221598308116,4.487651489760133,1.0162581411066258e-07,,,4.199166666666667,3.9207669284549898,4.29300528589757,1.9730750293979584,,,5.99,8.228350833459242,6.634445983379502,2.8212221156328502e-08
1996-08-31,MONSOON,1.97,2.973333333333333,2.7725,3.4125,4.1175,2.94,1.62,1.985,1.61,2.023333333333333,2.3991666666666664,3.88,3.1636363636363636,,2.961636363636364,5.223496890123142,1.9965342500441217,3.778185410563183,3.8683333333333336,,3.8509333333333333,6.092429276336401,3.001674276082393,-5.544167897394801e-21,3.695625,,3.7285999999999997,5.633023072934395,3.5062664914860515,2.199040488058573e-07,4.057708333333333,,4.1202000000000005,3.8428261958880583,3.4408409427490585,1.935688552746707e-08,6.357291666666668,,6.9031,6.348900534800769,8.068956219052946,9.320247549800294,3.6725000000000003,,3.8244,4.451715911841066,2.990872937963184,4.4192485535711645,1.85875,,1.7136,2.4561274113043745,1.1130770980559692,1.8245565706356188,2.318125,,2.3701999999999996,2.392511383021239,2.0142265972099667,2.5951020107592755,1.865625,,1.8944,1.6215135079918046,2.1118072173253077,3.2721458333333335,,3.157613333333333,2.7283167156351054,1.9692321454313038,1.7288176800034432e-07,3.2908333333333335,,3.4791666666666665,3.7569442305167766,2.3838494635432506,1.387400648816446,5.150416666666666,,5.146,7.511534054812919,3.9083409427490583,1.1436300028809208e-07
1996-11-30,POMKH,3.2213636363636367,3.4033333333333333,3.1133333333333333,3.475,4.725,2.99,1.81,2.04,1.73,3.05125,2.35,4.533333333333332,3.177897727272727,3.163636363636364,3.065527272727273,4.904223436246643,3.254491280418171,3.011801915336097,3.868333333333333,3.868333333333333,3.6718933333333332,5.414525763904863,3.4400225729290397,3.1277719148571816e-22,3.6956249999999997,3.6956249999999997,3.482493333333333,5.114863228334296,3.4631538257524426,1.192500639900952e-07,4.057708333333333,4.057708333333333,3.8621200000000004,3.630826522452363,3.511689239595705,5.28001742838608e-09,5.601770833333333,6.720416666666667,6.03186,5.438475374696526,5.467723309406679,6.46169264141153,3.6637500000000003,3.6975,3.49064,4.150578829185991,3.6200625192215012,4.0368622547734105,2.19625,1.7574999999999998,1.75216,2.559061430834737,1.5769180263359563,1.6944143191512278,2.430625,2.3125,2.23812,2.2927475356579787,2.0778357783330708,2.32609094157158,1.8731250000000004,1.8900000000000001,1.82864,1.744905003585755,1.9375667326771808,3.272145833333333,3.272145833333333,3.115068,2.6535665055416984,3.0806049018638895,1.0246438658499998e-07,3.2908333333333335,3.290833333333333,3.0275,3.591781523827311,2.6217298933931845,1.9819419880502394,5.150416666666666,5.150416666666666,4.900933333333333,6.915506560723553,4.570022572929037,7.0005578666179e-08
1997-02-28,POMRB,3.1872727272727275,3.986666666666667,4.036666666666666,4.273333333333333,4.8175,4.15,2.49,2.73,1.785,3.5409999999999995,4.1675,5.573333333333332,3.192159090909091,3.163636363636364,3.114225454545455,4.448119922629119,3.2206695006600743,3.185027863636868,3.8683333333333336,3.8683333333333336,3.7978026666666667,5.002505169489511,4.0311621868218115,3.986666089862139,3.6956249999999997,3.6956249999999997,3.7041626666666665,4.942178305000163,3.0435554971879846,4.036666627646128,4.057708333333333,4.057708333333333,4.026605333333333,3.7379715945838052,4.317828853488477,4.273332940739349,5.4315625,5.994166666666667,5.546116,5.0619160878682505,5.697712590041186,5.531657968180836,3.58875,3.6474999999999995,3.754384,4.157034153010594,3.940762867298236,3.9595359543858617,2.4325,1.96,2.0472960000000002,2.8032405563202416,1.8363185061718628,1.7132264524228351,2.476875,2.32375,2.434872,2.281521045257571,2.7292587469363077,2.4830081430816997,1.898125,1.84125,1.811184,1.9967938165761847,1.9434926645833375,3.272145833333333,3.272145833333333,3.2854408,2.7735147643626545,3.545155001758107,3.5409994201934327,3.2908333333333335,3.2908333333333326,3.4835000000000003,3.6282963386894935,4.067935162450556,3.7587964896782013,5.150416666666667,5.150416666666667,5.169893333333333,6.699729325464986,5.617828853488476,5.573333247115879
1997-05-31,PREMON,4.39,5.11,4.86,5.07,7.1775,4.64,3.81,3.395,2.495,4.473000000000001,4.246666666666667,6.615,3.0869886363636363,3.1921590909090916,3.6245352727272726,4.6013941149836715,4.309788951034742,4.09530982853067,3.868333333333333,3.868333333333334,4.3226816,5.174774406425623,5.161767742956179,5.109999260667776,3.695625,3.6956249999999997,4.1664976,5.080572216291586,4.821305307635123,4.8599998095322405,4.057708333333333,4.057708333333333,4.4439632,4.131380342451269,5.121767742956177,5.069999523670254,5.803541666666666,5.2093750000000005,6.198669600000001,6.122159527682077,6.530412769679175,5.151368952210383,3.5300000000000002,3.6799999999999993,4.108630399999999,4.28742390716203,4.3349552428201745,3.9856320633545455,2.5149999999999997,2.4325,2.7523776,3.374638762477534,2.3064239393259247,2.097315834720346,2.385,2.5374999999999996,2.8189232,2.352806145476446,2.5928043488887855,2.5198342190780285,1.8987499999999997,1.9049999999999998,2.0847104,2.247804448490002,2.094379673624932,3.2721458333333335,3.2721458333333326,3.7604644800000004,3.2039677516094422,4.489750137001626,4.472999179076784,3.2908333333333335,3.2908333333333326,3.788766666666667,3.674927645768663,4.269990229556507,3.917148027359243,5.150416666666666,5.150416666666667,5.747935999999999,6.878165436687132,6.666767742956177,6.6149998662363405
1997-08-31,MONSOON,1.97,2.973333333333333,2.7725,3.4125,5.895,2.21,1.62,1.5,1.5550000000000002,2.023333333333333,2.3991666666666664,3.88,2.9818181818181815,3.1921590909090916,2.9627211636363633,3.482213218234409,2.0178098406969722,2.1979718599535674,3.8683333333333336,3.868333333333334,3.7829422933333334,4.219926451058674,3.0318472046744533,2.973332903141328,3.695625,3.6956249999999997,3.6088985599999996,4.293442699813186,3.470111546458598,2.7724998178568097,4.057708333333333,4.057708333333333,4.031377920000001,3.9183435041212515,3.471013871341118,3.412499681908543,6.012708333333334,5.6537500000000005,6.07720176,5.945405120940872,5.22306238533338,6.228943899825756,3.4762500000000003,3.497499999999999,3.349178239999999,3.7927898242738194,2.9591393254151237,3.3069605304484426,2.64125,2.4325,2.29942656,3.2859926331961957,1.9792103441257487,2.263799185720761,2.285,2.41625,2.2913539199999997,2.2104355619046965,2.0908436325423674,2.4383848703220656,1.946041666666667,1.8912499999999997,1.8728262400000002,1.6337278583667212,1.7343341812554076,3.2721458333333335,3.2721458333333326,3.065612021333333,2.8452508501860176,1.9710924846713818,2.0233329387421266,3.2908333333333335,3.2908333333333326,3.2329266666666667,3.522645413507338,2.375968414413062,2.293556215881971,5.150416666666666,5.150416666666667,5.0007616,5.848006718805624,3.938513871341118,3.879999823506734
1997-11-30,POMKH,2.38,3.4033333333333333,3.1133333333333333,3.475,5.923333333333335,3.25,2.47,1.79,1.79,3.05125,2.35,4.533333333333332,2.919318181818182,2.9818181818181824,2.7296326981818178,2.822613309124641,3.269679031338387,3.1956115774757863,3.868333333333333,3.868333333333334,3.6310987093333336,3.6903916664866294,3.468076240050703,3.4033328409274617,3.6956249999999997,3.6956249999999997,3.410672469333333,3.762251373289888,3.4522432168439137,3.1133332768944917,4.057708333333333,4.057708333333333,3.8088267520000003,3.7491936808292117,3.5397429067173674,3.474999680183387,6.028645833333334,5.953333333333335,6.015654389333334,5.877731831340374,5.292191544434679,6.051388007688368,3.3412499999999996,3.5624999999999987,3.309506944,3.6008037673089213,3.4553673664355284,3.2776686789182534,2.78125,2.5975,2.3676559360000002,3.367658485827123,2.1312770961448075,1.882122360204848,2.286875,2.35375,2.090812352,2.1114336769572883,2.1240173856820004,1.993603793466941,1.9858333333333333,1.9062499999999996,1.8396957440000001,1.7523494529029082,1.7916844737915039,3.272145833333333,3.272145833333333,3.0598672128,2.846972828614499,3.0822539937263755,3.051249399089868,3.3150000000000004,3.2908333333333326,2.879756,3.370584979256378,2.5743296652866117,2.2592832083066337,5.150416666666666,5.150416666666667,4.813790293333333,5.236400253513499,4.5980762400507,4.533333200439997
1998-02-28,POMRB,3.1872727272727275,3.986666666666667,4.036666666666666,4.273333333333333,5.2925,3.46,2.84,2.18,2.103333333333333,3.5409999999999995,4.1675,5.573333333333332,2.856818181818182,2.9818181818181824,2.9126887098181813,2.7608410281854447,3.1356833300405382,3.1012779634103302,3.8683333333333336,3.8683333333333345,3.773325892266667,3.6168238225872753,4.057130475762839,3.9866666239991284,3.6956249999999997,3.6956249999999997,3.661070148266666,3.720153291980742,3.0402629631607723,4.036666668600416,4.057708333333333,4.057708333333333,3.9946293845333334,3.879749919118052,4.343797142429503,4.273333405163733,6.211770833333333,6.072083333333335,5.726392633600001,5.515747158506214,6.315692556502044,5.983306205695537,3.3440625,3.3899999999999983,3.3697041664,3.489655970802735,3.856936739086378,3.813273376988766,2.8775,2.685,2.5565935615999997,3.497157403962038,2.6604142080788615,2.5524900838920463,2.37765625,2.2162499999999996,2.1264874112000003,2.065938169737167,2.7656052189277207,2.5381194683509665,1.9364583333333332,1.985833333333333,1.9451507797333334,1.9448132110615635,1.8727483634632103,3.272145833333333,3.272145833333333,3.2523203276799997,3.014205213460685,3.546616834047794,3.5409998535133806,3.339166666666667,3.2908333333333326,3.3948536000000002,3.4208910847670833,4.0871437619667335,4.092426199991177,5.150416666666667,5.150416666666667,5.117607509333332,5.182652792574708,5.643797142429502,5.573333267816664
1998-05-31,PREMON,3.89,5.11,4.86,5.07,6.83,4.25,4.58,3.96,2.495,4.473000000000001,4.44,6.615,2.969943181818182,2.8568181818181824,3.303613225890909,3.130805030429379,4.284614988246744,4.2020270701309315,3.868333333333333,3.868333333333335,4.30799553536,4.188823810378742,5.1856885295502995,5.10999994530992,3.695625,3.6956249999999997,4.14064208896,4.064112043205979,4.820311707698472,4.859999909171668,4.057708333333333,4.057708333333333,4.4247776307199995,4.283549810500619,5.145688529550297,5.070000050336823,6.604479166666668,5.985208333333334,6.16783558016,6.152017231223964,7.065810915780458,5.616035626192001,3.4531250000000004,3.2924999999999986,3.72182249984,3.600871211921064,4.135703521893078,3.9937559375933493,2.9600000000000004,2.8775,3.36595613696,4.055222455785872,3.558161517743131,3.449066059341856,2.4136458333333333,2.3575,2.85989244672,2.231763639453698,2.7228739431373477,2.645857335440324,1.8108333333333333,1.9858333333333331,2.1650904678400003,2.3612681398242668,2.2733933640870068,3.2721458333333335,3.2721458333333326,3.740592196608,3.4746017449179076,4.491045973632552,4.472999736011335,3.339166666666667,3.3391666666666664,3.81291216,3.5027782023675686,4.266206259027021,4.18594717257537,5.150416666666666,5.150416666666667,5.716564505599999,5.6167169591109465,6.690688529550297,6.614999922310911
