Date,Season,Sirhind,Amloh,Bassi Pathana,Khera,Khamanon,Sirhind_Trend,Sirhind_SMA,Sirhind_EWMA,Sirhind_DES,Sirhind_TES,Sirhind_ARIMA,Amloh_Trend,Amloh_SMA,Amloh_EWMA,Amloh_DES,Amloh_TES,Amloh_ARIMA,Bassi Pathana_Trend,Bassi Pathana_SMA,Bassi Pathana_EWMA,Bassi Pathana_DES,Bassi Pathana_TES,Bassi Pathana_ARIMA,Khera_Trend,Khera_SMA,Khera_EWMA,Khera_DES,Khera_TES,Khera_ARIMA,Khamanon_Trend,Khamanon_SMA,Khamanon_EWMA,Khamanon_DES,Khamanon_TES,Khamanon_ARIMA
1998-08-31,MONSOON,6.65,21.55,8.585,18.99,10.21,6.164166666666667,6.278333333333333,6.403774990336,6.577943974454186,7.128124212793965,6.360173992607024,19.41803472222222,19.418034722222224,20.033849788108803,23.34227630108594,21.591011055845996,21.30719801319952,8.666458333333333,9.277916666666668,9.236523646976,9.454517039258645,10.80582245662977,9.670192756413341,17.588749999999997,17.997500000000002,17.826673382400003,17.526331722790506,18.00021531800841,16.769749726656123,11.4,10.9075,10.854651871744,10.347368528373238,10.908743498761455,10.645539418541956
1998-11-30,POMKH,5.5233333333333325,22.61680555555556,6.945,16.63,12.35,6.038333333333333,6.193333333333333,6.051598327534933,6.253159851673993,6.52202437338196,6.494210561107203,19.418034722222224,19.418034722222224,21.067032095087505,24.873003916260036,22.65781836879308,22.247943443466312,7.960625000000001,9.024166666666668,8.3199141881856,8.672169363670315,9.523430064461591,9.235867307507583,17.4725,17.57375,17.348004029440002,17.29870912615462,18.23452228796174,17.38058638023014,11.605625000000002,11.307500000000001,11.4527911230464,11.105285229842526,10.72821887817566,10.481591283799892
1999-02-28,POMRB,5.633333333333333,11.97,7.005000000000001,18.065,11.8,5.8741666666666665,6.135,5.8842923298542935,6.090701137845311,6.3549237092897854,5.963250013118665,19.418034722222224,19.418034722222224,17.428219257052504,13.226056317495683,12.010471800147453,12.949902846000645,7.541874999999999,8.308750000000002,7.79394851291136,8.118199318706472,8.29496566129264,8.319016566378417,17.263125,17.603749999999998,17.634802417664,17.531131373355503,15.992687450790259,17.125756094952944,11.815624999999999,11.4925,11.59167467382784,11.478483274001045,11.566803438073805,11.663789195284005
1999-05-31,PREMON,5.96,21.53533333333333,7.915,15.68,12.515,5.886875,5.941666666666666,5.914575397912576,6.1132724310861395,6.663856403598564,5.811555422382629,19.418034722222224,19.418034722222224,19.071064887564837,20.17413501093436,21.575315728333035,21.168390045724564,7.863125,7.612500000000002,7.8423691077468165,8.033106706739309,8.181069111807666,7.793125174263301,17.46625,17.34125,16.852881450598403,17.03916980671062,17.698861529313717,17.362834858188396,11.82,11.71875,11.961004804296703,12.129630937566413,12.1679543200494,11.544855583734051
1999-08-31,MONSOON,6.11,21.55,8.02,18.365,10.985,6.078541666666666,5.806666666666667,5.9927452387475455,6.184821215342657,6.867223126436783,5.901739256026595,20.597262152777777,19.418034722222224,20.062638932538903,23.244655642439398,21.5895505431375,21.307162943558364,8.20375,7.471250000000001,7.91342146464809,8.00929032286542,9.218355707285555,7.841901375746556,17.460625000000004,17.185,17.45772887035904,17.42620129653745,18.066275296326463,16.837129827443718,11.5525,11.9125,11.570602882578022,11.82036848770818,11.190818012945375,11.08001427500942
1999-11-30,POMKH,6.165,22.61680555555556,10.08,18.880000000000006,11.61,6.46875,5.967083333333333,6.0616471432485275,6.25089638216666,6.161894673998461,6.01028968536167,21.776489583333337,19.418034722222224,21.084305581745564,24.798002880417787,22.65598749075005,22.24790900512456,8.308125,8.255,8.780052878788855,8.719780961404043,8.287305898250157,7.913179142166242,17.411562500000002,17.747500000000002,18.02663732221543,17.849115445779717,18.100842548545824,17.24585863303144,11.371875,11.7275,11.586361729546812,11.827004169816899,12.489014521838143,12.047051413532479
2000-02-29,POMRB,6.525,21.403819444444448,6.5950000000000015,15.77,10.4,6.853125,6.1899999999999995,6.246988285949117,6.430109044441003,6.350964740277055,6.087638577006085,21.776489583333333,21.776489583333337,21.212111126825118,22.863768205623916,12.008666490643442,12.949868880471172,8.62875,8.1525,7.906031727273313,8.014803672708842,8.56085811981344,8.780373338302502,18.16,17.173750000000002,17.123982393329257,17.294407068899012,16.54797181471877,17.68460201203186,11.438125,11.377499999999998,11.111817037728088,11.195832391124606,11.709729001410034,11.90173868582982
2000-05-31,PREMON,8.19,21.53533333333333,9.16,17.5825,12.47,7.079375,6.747499999999999,7.0241929715694695,7.179387319261043,6.978321065987049,6.3182245416629375,21.77648958333333,21.776489583333337,21.341400009428405,21.726459349871593,22.09615360851596,22.343349796826317,8.6325,8.46375,8.407619036363988,8.400837887762684,8.214709712310643,7.905754278827763,18.126875000000002,17.649375,17.307389435997553,17.394431013101133,17.430317264505454,17.09091606532165,11.51875,11.366249999999997,11.655090222636852,11.734951662812282,11.862666641714444,11.71007585597675
2000-08-31,MONSOON,6.955,21.55,9.34,22.45,11.56,7.436041666666666,6.958749999999998,6.996515782941682,7.179112320659057,7.862722022322765,7.312310128140361,21.776489583333333,21.776489583333337,21.424840005657046,21.29968105948361,22.107525121067724,21.5318312528237,8.723749999999999,8.79375,8.780571421818392,8.747227429215966,9.668246656070673,8.407722130613562,17.817500000000003,18.670625,19.364433661598532,18.81448939034434,18.425236287568744,17.197872842360656,11.78875,11.509999999999998,11.617054133582112,11.71645859584392,10.658747277712967,11.166693964837792
2000-11-30,POMKH,7.13,22.61680555555556,8.79,14.53,11.68,7.689583333333333,7.199999999999999,7.0499094697650095,7.2458316480480605,7.1038863867048825,7.06907650410499,21.776489583333337,21.776489583333337,21.90162622561645,22.51998720711937,23.169771361765058,22.46646457718918,9.07,8.47125,8.784342853091035,8.804697894701825,9.036185896661811,8.780833637654291,17.6628125,17.583125,17.43066019695912,17.65033511785201,19.536754894555312,18.688312356977985,12.037500000000001,11.527499999999998,11.642232480149268,11.74415494076252,11.943366731580651,11.675156924352082
2001-02-28,POMRB,8.413333333333334,21.403819444444448,8.615,17.645,12.489999999999998,7.747708333333334,7.672083333333333,7.5952790151923395,7.778387406162021,7.301136636871732,7.108475328883454,21.776489583333333,21.776489583333337,21.702503513147647,21.556955255303002,18.971876028649984,19.542255861795713,9.475,8.97625,8.716605711854621,8.781627173744766,8.609133070873378,8.784502152546471,16.796875,18.051875,17.51639611817547,17.669537974192544,16.3115597097621,17.440365793348338,12.053125,12.049999999999999,11.98133948808956,12.165148034944712,11.124602419460372,10.971367609932127
2001-05-31,PREMON,8.33,21.53533333333333,9.91,14.47,12.37,7.827500000000001,7.707083333333333,7.889167409115403,8.081865930395557,8.262039435169617,7.808624130031875,21.77648958333333,21.776489583333337,21.635635441221922,21.334762489179965,21.88300376544841,21.755564900768537,10.0165625,9.16375,9.193963427112774,9.21939584971099,8.940513758929571,8.716664863770161,16.774375,17.27375,16.29783767090528,16.804420467480504,17.80417470357674,17.46318176774841,12.029375,12.024999999999999,12.136803692853736,12.41784281609514,13.252801964085858,13.131596950873316
2001-08-31,MONSOON,7.28,21.55,11.83,18.635,11.785,7.820833333333333,7.788333333333334,7.645500445469242,7.871601036987529,8.739811838331391,8.05362713244732,21.776489583333333,21.776489583333337,21.601381264733156,21.375691255994617,21.910545727144406,21.581070303678825,10.45,9.786249999999999,10.248378056267665,10.222687077395866,10.40236497674074,9.194255377882442,17.59296875,16.32,17.23270260254317,17.330921162099468,17.79141845582682,16.55647038808589,11.79125,12.081249999999997,11.996082215712242,12.275597592821581,11.720248212270292,11.378167816223323
2001-11-30,POMKH,7.4433333333333325,22.61680555555556,10.6325,18.165,11.265,8.0775,7.866666666666668,7.564633600614878,7.80163743362773,7.784690570553511,7.6216653067251645,21.776489583333337,21.776489583333337,22.007550981062117,22.715970374611945,22.9895219420934,22.514364023640898,10.96875,10.246875,10.402026833760598,10.529109031449947,10.37366467407729,10.249119674224385,19.0796875,17.228749999999998,17.6056215615259,17.58214883822823,17.983467771747364,17.125811990643918,11.4825,11.977499999999997,11.703649329427346,11.858075571774453,12.066964111005914,12.23313357225124
2002-02-28,POMRB,8.046666666666667,21.403819444444448,10.24,20.55875,11.0,8.87,7.775,7.757446827035594,7.988203557076563,7.851293150534115,7.545724561681732,21.776489583333333,21.776489583333337,21.766058366415052,21.697256967652052,20.847162142714435,21.468143985873347,11.669375,10.653125,10.33721610025636,10.602550617673502,10.120148504609013,10.402554196718107,20.997812500000002,17.9571875,18.78687293691554,18.42684681717227,16.257863126048427,17.391861031091928,11.354583333333334,11.604999999999997,11.42218959765641,11.385183254728897,11.99215437914404,11.619762545014279
2002-05-31,PREMON,10.75,21.53533333333333,12.435,23.45,11.39,9.590208333333333,8.38,8.954468096221355,9.139007462560402,8.486235910600978,7.82096648068105,21.77648958333333,21.776489583333337,21.673768353182364,21.39182692680166,21.756297270524076,21.566827542454668,12.3740625,11.284375,11.176329660153815,11.428875283431974,10.490696854571384,10.337497583531995,22.4965625,20.2021875,20.652123762149323,19.839140221928385,18.60817059463811,18.275789454152015,11.436666666666667,11.359999999999998,11.409313758593846,11.23294860552832,12.06298650069001,12.388496977823714
2002-08-31,MONSOON,11.2,21.55,14.91,25.0,11.741666666666667,10.059583333333332,9.36,9.852680857732812,10.035638442552898,9.744686874425383,9.382259411198262,21.776489583333333,21.776489583333337,21.624261011909418,21.37994096908259,21.780597284248262,21.580405209603146,13.1225,12.054375,12.66979779609229,12.923726498663962,12.28751709653752,11.176949324059672,23.59359375,21.7934375,22.391274257289595,21.291213602894498,20.95855619296333,19.741308784877603,11.635416666666666,11.349166666666665,11.542254921822975,11.335162885307737,11.137084481894938,11.02016537304161
2002-11-30,POMKH,9.285,22.61680555555556,13.189999999999998,23.79,11.965,10.22125,9.820416666666665,9.625608514639687,9.868221303653236,9.825986003801424,10.279617240179682,21.776489583333337,21.776489583333337,22.021278829367873,22.70063799204204,22.857344267171218,22.513717044851532,13.725208333333333,12.69375,12.877878677655374,13.397980070972555,12.66939341257639,12.670971863815794,23.564999999999998,23.199687500000003,22.950764554373755,22.007970113382456,22.074895911709792,21.228302465678677,11.849583333333335,11.524166666666666,11.711352953093785,11.56749395886084,11.172068005821279,11.551245254161882
2003-02-28,POMRB,9.96,21.403819444444448,13.67,23.71,11.89,10.334375,10.298749999999998,9.759365108783813,10.02081834462053,9.82161415625342,9.69132137680046,21.776489583333333,21.776489583333337,21.774295075398506,21.683129074338783,21.35745326057441,21.467514541639567,13.870833333333334,13.551249999999998,13.194727206593225,13.89596487514039,12.505827739067653,12.878694662551036,23.229999999999997,23.987500000000004,23.25445873262425,22.504977433569987,20.79254542637215,21.928260601964585,11.9825,11.746666666666666,11.78281177185627,11.730826533757988,11.519483223253568,11.144668128292064
2003-05-31,PREMON,10.13,21.53533333333333,13.826666666666668,20.07,12.213333333333333,10.845625,10.143749999999999,9.90761906527029,10.181884736275105,10.43629597151483,9.859432715088253,21.77648958333333,21.776489583333337,21.678710378572436,21.384718660240623,21.70588558782463,21.566215261666166,13.893125000000001,13.899166666666666,13.447502990622603,14.293224139971827,13.235228203898215,13.195386856846062,23.44375,23.142500000000002,21.980675239574552,21.857200586352597,22.74299414776126,22.400044249602825,11.998541666666668,11.952499999999999,11.955020396447097,12.020691767440479,12.223996513830908,12.065921934340789
2003-08-31,MONSOON,12.725,21.55,14.683333333333335,25.7,11.981666666666667,11.168750000000001,10.524999999999999,11.034571439162173,11.275222702264482,10.781008175607804,9.99900853952083,21.776489583333333,21.776489583333337,21.62722622714346,21.37836217664009,21.724598518949364,21.579809604044772,13.979375000000001,13.842500000000001,13.941835127706897,14.866845893117278,14.567173698064696,13.448034449026784,23.744999999999997,23.317500000000003,23.468405143744732,22.946721934206725,22.921341453585942,21.675702971153427,11.975,12.0125,11.965678904534926,12.113993055127043,12.242119894485759,11.772677311292833
2003-11-30,POMKH,11.85,22.61680555555556,13.595,24.8,11.853333333333332,11.218125,11.166249999999998,11.360742863497304,11.629197682965158,11.036048251732215,11.456681108785979,21.50332291666667,21.776489583333337,22.0230579585083,22.70163091966859,22.79599680569433,22.513137659221588,14.087604166666669,13.943750000000001,13.803101076624138,14.868533398959393,14.087820940612527,13.942419480653683,24.61125,23.57,24.00104308624684,23.486703513260256,23.6726935020447,22.799840492726524,11.983333333333333,11.984583333333333,11.920740676054287,12.090329208403427,12.09637365139712,12.181056832494333
2004-02-29,POMRB,9.98,21.403819444444448,13.955000000000002,25.11,11.813333333333333,11.457708333333333,11.171249999999999,10.808445718098383,11.137289605034608,11.513400220665533,11.59416202132501,21.13015625,21.776489583333337,21.77536255288276,21.684445464026943,21.49431392960533,21.46695086422203,14.269791666666666,14.015,13.863860645974484,14.964603531568383,13.576018763817556,13.80337702452195,25.56125,23.92,24.444625851748103,23.96364535729175,22.220449623279826,23.33327800179336,11.988541666666666,11.965416666666666,11.877777738965905,12.022963122296156,11.860167329591672,11.603617710177202
2004-05-31,PREMON,10.505,19.35,14.4075,25.6,12.35666666666667,11.514791666666667,11.264999999999999,10.687067430859031,11.028229419983422,11.533708484795557,10.711582480796766,20.726805555555558,21.230156250000004,20.805217531729657,18.96184888868827,21.685422036646194,21.56566695010648,14.572083333333335,14.160208333333333,14.081316387584689,15.16644471553065,14.035609923782928,13.864058799984866,26.00875,25.302500000000002,24.906775511048863,24.444761272071727,24.162833087543937,23.800649656495853,12.035416666666666,12.00125,12.069333310046211,12.226938120409638,12.209997402803282,12.337768435185044
2004-08-31,MONSOON,14.266666666666666,20.75,15.56,27.77,11.88,11.457916666666668,11.650416666666665,12.118907125182085,12.397427846112851,11.621579876512769,10.643187664311892,20.241727430555557,21.030156250000005,20.783130519037794,19.895680544217353,21.579725938759903,21.307097189681016,14.912083333333333,14.379375,14.672789832550814,15.700483778171773,15.292113651942755,14.081552070860491,25.688125,25.820000000000004,26.052065306629316,25.39402314243793,25.529156018881,24.27361596778905,12.187083333333334,11.975833333333334,11.993599986027727,12.132928333484747,12.138860724511314,11.942993418774053
2004-11-30,POMKH,10.765,20.19,15.136666666666665,26.31,12.33,11.629791666666666,11.379166666666665,11.577344275109251,11.92107835361151,12.125881693336007,12.598981678439113,20.145625,20.423454861111114,20.545878311422676,19.945864773701622,22.603986665142287,22.36093448391751,15.253020833333332,14.764791666666667,14.858340566197153,15.914798174400984,14.864897607235097,14.673248975546576,24.647499999999997,26.1975,26.155239183977592,25.677372092731986,26.125061459468323,25.23884868797439,12.344583333333333,12.095,12.128159991616636,12.266625175477477,12.003510655447176,12.061148893970044
2005-02-28,POMRB,10.61,19.95,15.133333333333335,21.035,12.55,11.345833333333333,11.536666666666665,11.190406565065551,11.561889793060177,11.830010638495715,11.515933681581751,20.291249999999998,20.060000000000002,20.307526986853606,19.800539638336872,21.22966489414681,21.094509789081442,15.584999999999999,15.059375000000003,14.968337673051627,16.040835166414166,14.615825759641853,14.858715645023478,24.251250000000002,25.17875,24.107143510386557,24.42217574267235,24.400441353280392,25.497132911074186,12.46,12.279166666666669,12.296895994969983,12.471931387327993,12.067742954756579,11.995397804848835
2005-05-31,PREMON,11.25,20.035,15.956666666666667,21.35,12.88,10.989374999999999,11.722916666666665,11.214243939039331,11.580356452785223,11.961738947809787,11.072742971385027,20.431875,20.231250000000003,20.198516192112166,19.922543000336113,19.80318257868823,19.780654157301036,15.887916666666667,15.446666666666669,15.363669270497644,16.398921436173623,15.123017686364252,14.968621738395035,24.64125,24.11625,23.004286106231934,23.60023127379924,24.534920551956112,24.146566946634263,12.517916666666666,12.410000000000002,12.53013759698199,12.781740436649914,12.70304191620098,12.72738298435195
2005-08-31,MONSOON,11.25,21.23,16.666666666666668,28.85,12.28,11.0775,10.968749999999998,11.228546363423598,11.591984274802865,12.162303173439893,11.195001507930877,20.596874999999997,20.351250000000004,20.6111097152673,21.415385457974768,20.85092948856476,20.87819610789383,16.255416666666665,15.723333333333336,15.884868228965253,16.889859013583937,16.53819216469758,15.364052050296092,25.616875,24.38625,25.34257166373916,25.08132653510778,24.565303804467636,23.28295439998491,12.525833333333333,12.510000000000002,12.430082558189195,12.688069668665854,12.412178074854745,12.157843907716172
2005-11-30,POMKH,10.93,20.835,16.453333333333333,28.35,12.393333333333333,11.22625,11.009999999999998,11.109127818054159,11.476988229287473,11.401838791713308,11.221358670863825,20.595625000000002,20.512500000000003,20.700665829160382,21.347997890865795,20.846303703896503,20.745452233462977,16.5040625,16.052500000000002,16.112254270712484,17.147046529835283,16.063071072558955,15.885377841562827,25.849375,24.896250000000002,26.545542998243498,26.015673648703782,25.75195169463288,24.852129241351314,12.515833333333331,12.525833333333335,12.415382868246851,12.630587093861523,12.650612455307815,12.574697865933814
2006-02-28,POMRB,11.15,20.625,16.756666666666664,26.8,12.55,11.52625,11.144999999999998,11.125476690832496,11.48867257424376,11.422050995233239,11.06307416129698,20.450000000000003,20.681250000000002,20.670399497496227,20.84463490599248,20.372669946846337,20.321674840583093,16.713541666666668,16.458333333333332,16.370019229094154,17.41486623153113,15.854716155340382,16.11268209750349,22.653750000000002,26.337500000000002,26.6473257989461,26.26330236432118,24.72480196498509,25.816577942286525,12.534583333333334,12.525833333333335,12.46922972094811,12.641131569810574,12.609119506236473,12.510009698680777
2006-05-31,PREMON,11.9,19.35,16.3225,17.445,12.8,12.01125,11.307499999999997,11.435286014499498,11.782711882102294,11.89080935371031,11.117557622255232,20.309375,20.510000000000005,20.142239698497736,19.14863931661137,20.063350928337847,19.99715078332715,17.156458333333333,16.549791666666668,16.351011537456493,17.42644676856892,16.494011326361345,16.37041432379923,18.72,25.361250000000005,22.96639547936766,23.85264987513735,26.43181004654494,26.048148231730927,12.601666666666667,12.505833333333333,12.601537832568866,12.761944731730882,12.891518312871705,13.019515005810211
2006-08-31,MONSOON,13.0,20.75,17.976666666666667,7.19,12.51,12.533750000000001,11.744999999999997,12.061171608699699,12.388325391340267,12.347687166390328,11.536254535365519,20.144375,20.390000000000004,20.385343819098644,20.322249932644624,21.161845928379226,20.976693842673154,17.628125,16.877291666666668,17.001273589140563,17.997188056212472,17.56379010470509,16.35123829701915,15.06875,19.946250000000006,16.655837287620596,19.26739707378382,24.785250911518144,23.49279429091522,12.605625,12.563333333333333,12.56492269954132,12.69714065485658,12.33626670764402,12.212491107185851
2006-11-30,POMKH,13.06,20.19,18.686666666666667,18.54,12.7,13.209999999999999,12.277499999999998,12.46070296521982,12.792594004987382,12.143493944036615,12.301859638846794,20.23125,20.228750000000005,20.307206291459188,20.24778396515631,20.84604558955342,20.622310881473005,18.149479166666666,17.435625,17.675430820151007,18.646181240823143,17.186395960137276,17.001758965453615,12.72125,17.493750000000006,17.409502372572355,19.088585415907804,19.647853716865793,18.70482915997725,12.556249999999999,12.64,12.618953619724792,12.72666505586471,12.605469548025093,12.685262435690646
2007-02-28,POMRB,13.2,19.95,18.296666666666667,7.4,12.275,14.095,12.789999999999997,12.756421779131891,13.10066206776286,12.657307257706401,12.668684387589703,20.5225,20.060000000000006,20.164323774875513,19.92179694238503,20.51462382632816,20.403074413857944,18.954375,17.820625000000003,17.92392515875727,18.956248439317992,17.35946492284529,17.676084149208826,14.374999999999998,12.643750000000008,13.405701423543414,15.87486385940077,17.549572902949265,18.61759849773204,12.497916666666665,12.57125,12.481372171834874,12.527783430063101,12.793172062519064,12.631076508429846
2007-05-31,PREMON,15.26,20.72,18.953333333333333,18.065,12.68,15.074375,13.629999999999997,13.757853067479134,14.08206206086014,13.415733139359599,12.931470801852418,20.803749999999997,20.402500000000003,20.386594264925307,20.724687203751206,19.49507989809348,19.54055775816096,19.809583333333332,18.478333333333335,18.335688428587694,19.388152200233172,18.010873210592397,17.92445052549089,15.961875,12.798750000000007,15.269420854126048,16.499821819895857,15.723208523186246,15.317947624150055,12.385833333333334,12.541249999999998,12.560823303100925,12.572023277520316,12.904665643272837,12.863408995975103
2007-08-31,MONSOON,16.72,21.71,21.785,19.8,12.163333333333332,15.96375,14.559999999999995,14.94271184048748,15.258090406335098,14.525039387341764,14.167476255329268,21.133750000000003,20.642500000000005,20.915956558955187,22.14952485581092,20.900752984899597,20.91470958751188,20.540416666666665,19.430416666666666,19.715413057152617,20.694368770050183,19.46343764599034,18.336224765683056,15.87875,15.951250000000009,17.081652512475628,17.432836809425304,17.350998564194153,16.084205848226947,12.282708333333332,12.454583333333332,12.401827315193888,12.355008962872278,12.455472233879746,12.419358105884795
2007-11-30,POMKH,17.175,21.48,21.72,18.625,12.15,16.493125,15.588749999999994,15.835627104292488,16.172515564556928,14.869306914932542,15.475848614037625,21.3525,20.965000000000007,21.141573935373113,22.134649380124454,20.484390173268277,20.45998240845141,21.284166666666668,20.18875,20.51724783429157,21.608159133909123,19.741910889772488,19.716476035195846,15.932500000000001,15.972500000000009,17.698991507485378,17.783322664208576,18.00706855279157,17.130428222507042,12.235833333333332,12.317083333333333,12.301096389116331,12.186285801650392,12.524982266630644,12.525221322806134
2008-02-29,POMRB,16.2,21.3,21.11,6.65,12.0,16.4875,16.338749999999994,15.981376262575493,16.37561101200081,15.877020761283406,16.316665922720976,21.328750000000003,21.302500000000006,21.20494436122387,21.615748472801414,20.309278054207745,20.305728145940733,21.472291666666667,20.892083333333332,20.754348700574944,22.02615816524906,20.079169008099832,20.518316198162545,15.978125,15.785000000000009,13.279394904491227,14.721801128501479,16.407598048192376,17.5288295945491,12.165416666666667,12.248333333333333,12.180657833469798,12.000736690960581,12.209476198073183,12.122154480537546
2008-05-31,PREMON,16.495,21.12,22.09,19.245,12.58,16.235,16.647499999999994,16.186825757545297,16.616254863682038,16.55733144741338,16.20391480163485,21.13,21.402500000000007,21.170966616734322,21.099040081841995,20.607156338809034,20.601860365027957,21.132708333333333,21.67625,21.288609220344966,22.644197327133256,20.76275041237897,20.755116877577667,15.739375,16.08000000000001,15.665636942694736,15.991336831800087,14.694527665049604,14.329934276064133,12.040000000000001,12.223333333333333,12.340394700081879,12.175552832479058,12.589866222167927,12.543964266979174
