Date,Season,Goh,Aurangabad,Obra,Haspura,Barun,Rafiganj,Deo,Madanpur,Kutumba,Daudnagar,Nabinagar,Goh_Trend,Goh_SMA,Goh_EWMA,Goh_DES,Goh_TES,Goh_ARIMA,Aurangabad_Trend,Aurangabad_SMA,Aurangabad_EWMA,Aurangabad_DES,Aurangabad_TES,Aurangabad_ARIMA,Obra_Trend,Obra_SMA,Obra_EWMA,Obra_DES,Obra_TES,Obra_ARIMA,Haspura_Trend,Haspura_SMA,Haspura_EWMA,Haspura_DES,Haspura_TES,Haspura_ARIMA,Barun_Trend,Barun_SMA,Barun_EWMA,Barun_DES,Barun_TES,Barun_ARIMA,Rafiganj_Trend,Rafiganj_SMA,Rafiganj_EWMA,Rafiganj_DES,Rafiganj_TES,Rafiganj_ARIMA,Deo_Trend,Deo_SMA,Deo_EWMA,Deo_DES,Deo_TES,Deo_ARIMA,Madanpur_Trend,Madanpur_SMA,Madanpur_EWMA,Madanpur_DES,Madanpur_TES,Madanpur_ARIMA,Kutumba_Trend,Kutumba_SMA,Kutumba_EWMA,Kutumba_DES,Kutumba_TES,Kutumba_ARIMA,Daudnagar_Trend,Daudnagar_SMA,Daudnagar_EWMA,Daudnagar_DES,Daudnagar_TES,Daudnagar_ARIMA,Nabinagar_Trend,Nabinagar_SMA,Nabinagar_EWMA,Nabinagar_DES,Nabinagar_TES,Nabinagar_ARIMA
1996-02-29,POMRB,3.19,9.1725,4.26,2.603333333333333,5.09,3.72,3.71,3.6366666666666654,4.33,3.1805882352941177,4.49,,,3.19,5.7443264712724424,3.2218750000000003,0.0,,,9.1725,5.300628059657342,5.528473048561024,0.0,,,4.26,3.55614378413664,4.030257581969955,0.0,,,2.603333333333333,4.103833997992737,2.613331407590796,0.0,,,5.09,5.102811942458018,4.797751784108478,0.0,,,3.72,1.4561620558258392,3.997100273358475,0.0,,,3.71,6.543088312795788,3.7199851056627473,0.0,,,3.6366666666666654,6.205184298701972,3.3449533614761995,0.0,,,4.33,6.906973356763605,4.340011299345915,0.0,,,3.1805882352941177,2.7457186963561737,2.927798979154824,0.0,,,4.49,3.6271035427728364,4.5,0.0
1996-05-31,PREMON,4.57,9.6,5.2,3.495,5.4,7.45,5.3420000000000005,5.13,5.96,4.763684210526316,5.635,,,3.742,7.314041212827885,4.631984072022163,3.189989037940387,,,9.343499999999999,5.579097044434172,8.633722387133474,9.172433265207662,,,4.635999999999999,3.547470342705468,4.8587839977220435,4.259993783979168,,,2.96,4.92669341914426,3.512452101404591,-2.305000672996455e-08,,,5.214,5.253130300784055,6.233652487733888,5.0899805823335145,,,5.212000000000001,0.8113305168554528,6.807803997796842,3.719987031107921,,,4.3628,8.210132576831207,5.361429939258201,7.615547489884802e-22,,,4.233999999999999,7.685565466725948,5.494625440195682,3.6366522250894056,,,4.981999999999999,8.31670198612452,5.977444095373782,1.485267407300107e-07,,,3.813826625386997,2.9430545289482475,4.494650896242103,3.1805846896004377,,,4.948,3.6975495420168523,5.654445983379501,-4.012449099404568e-09
1996-08-31,MONSOON,1.53,6.0,2.86,1.19,3.39,2.8,1.741666666666667,2.0,2.77,2.651333333333333,2.8,3.21375,,2.8572,6.880190955886202,1.6203367550126258,3.945745509321962,6.698125000000001,,8.0061,5.6273224428740205,3.7748819913171454,9.386246127018707,4.195,,3.9255999999999993,3.2343356630520947,2.4566606083025277,4.730483308715937,2.447083333333333,,2.252,4.0441242970917415,1.212560100291869,-2.6795229706141566e-08,4.4675,,4.4844,4.694701196773241,2.3325625978258215,5.2548472291416255,4.61375,,4.2472,0.407095480372541,2.324850033174501,5.867580702157808,3.360416666666667,,3.3143466666666668,7.003345985216908,1.7700452396886575,1.5788237202186339e-21,3.465833333333333,,3.3404,6.654166328953183,1.5425102128824908,4.267396554064751,4.31625,,4.097199999999999,6.739541810342201,2.7925610700530905,2.162420235034144e-07,3.233234778121775,,3.3488293085655316,2.9166205889684957,2.3909809256377095,4.1222977598529225,4.2647916666666665,,4.0888,3.2018455316907604,2.8283409427490582,-6.4731876965968075e-09
1996-11-30,POMKH,3.32,3.9125,4.16,2.5,4.55,3.32,2.648,3.1333333333333333,4.3,2.337333333333333,4.245,3.21375,3.1525,3.04232,6.84433270995088,3.4369469512113118,2.903435463505475,6.109166666666667,7.171250000000001,6.36866,5.541477263292455,4.1077870299668255,8.256931185649236,4.1975,4.12,4.01936,3.1599021160395306,3.1194882521547624,4.104977654330768,2.4470833333333335,2.447083333333333,2.3511999999999995,3.753760215931633,2.5255968179061887,2.0427826821146754e-08,4.4262500000000005,4.6075,4.5106399999999995,4.588494691510243,3.7500280608893437,4.50826324877421,4.8149999999999995,4.3225,3.8763199999999998,0.31018318585933397,3.0243506025360563,4.11578369468857,3.3604166666666666,3.3604166666666666,3.047808,5.940900576032398,2.684660892427995,1.562565626033913e-21,3.467083333333333,3.4749999999999996,3.257573333333333,5.91791657199383,2.939233793247718,3.895450344490506,4.1937500000000005,4.34,4.178319999999999,6.0235186542727135,4.325582732264453,2.6299342713133793e-08,3.0190242518059853,3.233234778121775,2.9442309184726523,2.860888220415587,2.2355453450669183,3.2397532693977427,4.222708333333333,4.2925,4.15128,3.140965009641677,4.281689239595705,-8.188173339181082e-09
1997-02-28,POMRB,3.68,5.3875,4.86,2.603333333333333,3.97,6.05,3.71,3.563333333333333,4.14,3.1805882352941177,4.2683333333333335,3.2275,3.275,3.2973920000000003,6.6298958573184725,3.3217668685208386,3.185461616486228,5.799583333333334,6.225000000000001,5.976196,5.548444844654169,5.60204600674045,8.376838124605023,4.09875,4.27,4.355616,3.218427611787281,4.100985909384235,4.22407528261716,2.447083333333333,2.447083333333333,2.4520533333333328,3.4471734299048467,2.630185470784052,2.6033333066698523,4.345000000000001,4.3275,4.294383999999999,4.31618620922392,5.524074525457594,4.730923267619365,4.6,4.905,4.745792,0.4859493606466591,4.281546161991391,3.7908939592771844,3.360416666666667,3.3604166666666666,3.3126847999999995,5.345933777416481,3.754481599487107,3.70999957561225,3.56,3.4566666666666666,3.379877333333333,5.2779310387339855,3.5742928142779253,3.5347922082545775,4.078749999999999,4.2925,4.162991999999999,5.209611054954536,4.355286678293075,4.329999568754331,2.804813725490196,3.2332347781217754,3.0387738452012387,2.892803303934214,3.2062520087227875,3.073892540044001,4.235833333333334,4.237083333333334,4.198101333333334,3.144068514661879,4.533443888576197,4.11296972379169
1997-05-31,PREMON,4.08,8.673333333333334,4.62,3.495,6.19,6.73,5.3420000000000005,5.213333333333334,5.17,3.05,5.52,3.2912500000000002,3.1525,3.6104352000000004,6.353356415064399,4.743146260877656,4.157954151511313,5.783020833333333,5.993333333333334,7.055050933333334,5.763631831426031,8.70729532899715,8.457354126061563,3.9375,4.125,4.4613696,3.261338074310433,4.929514115233161,4.956989058515995,2.447083333333333,2.4470833333333326,2.869232,3.5935523606207247,3.52165910989139,3.494999974735448,3.975,4.525,5.0526304,4.850345334275875,6.307328654903736,4.629020785823913,4.465000000000001,4.7250000000000005,5.5394752,0.6970588750824056,7.3931127581263505,7.14564094666961,3.360416666666667,3.360416666666667,4.12441088,5.580867982829839,5.393752646203933,5.3419993889273965,3.62,3.4775,4.113259733333333,5.4816778280531,5.675062244020655,4.521988641022079,3.90875,4.095000000000001,4.565795199999999,5.165263091960781,5.935881283618777,5.924188924468158,2.6251470588235293,2.8048137254901966,3.043264307120743,2.9094539876601844,4.712987452889031,4.286662685997244,4.1727083333333335,4.208333333333334,4.7268608,3.478962900941294,5.6725003023185705,5.161822805131883
1997-08-31,MONSOON,2.13,4.45,2.65,1.19,1.95,1.8,1.741666666666667,2.66,2.64,2.651333333333333,3.02,3.4025000000000003,3.3024999999999998,3.01826112,5.112329451037204,1.6894865220265958,2.109132496613226,5.800520833333334,5.605833333333334,6.013030560000001,5.708502714983133,3.8484549289513708,6.296787991348575,3.7600000000000002,4.0725,3.73682176,3.0337118609970686,2.5273888603071173,3.184452888430279,2.447083333333333,2.4470833333333326,2.1975391999999996,2.553681366966931,1.2153221193226138,1.1900000310137189,3.8137499999999998,4.165,3.8115782400000002,3.921762791585345,2.6594481769094585,4.020306461635855,4.19125,4.4750000000000005,4.04368512,0.4994288629699913,2.7181722115320817,3.203509799587099,3.360416666666667,3.360416666666667,3.171313194666667,3.944459450271433,1.8002190701451175,1.741666467437018,3.5925000000000002,3.6425,3.5319558399999997,4.310685329901889,1.7072580709237561,2.4501104033672974,3.77125,4.062500000000001,3.7954771199999997,3.7264973507473638,2.5470042536532853,2.6219794252957467,2.487906862745098,2.8048137254901966,2.886491917605779,2.885319704202734,2.1922048571734405,2.4444641299960628,4.148541666666667,4.263333333333334,4.04411648,3.2430345160993963,2.837119135494799,2.5648808964340675
1997-11-30,POMKH,3.23,5.33,3.08,2.5,3.03,3.24,2.648,2.953333333333333,3.07,0.9,3.52,3.535,3.2799999999999994,3.102956672,4.432363335467391,3.525684655780538,3.273080675434468,5.571666666666667,5.960208333333334,5.739818336000001,5.707948946089516,4.181359960735866,4.937998260090334,3.62125,3.8024999999999993,3.474093056,2.901460206514814,3.1902167270104567,4.139800448396191,2.4470833333333335,2.4470833333333326,2.3185235199999994,2.3826594077686996,2.523148475345667,2.4999999919340365,3.5675,3.785,3.498946944,3.4885747931685844,3.4523468758245426,4.0108110629915386,3.5962500000000004,4.455,3.7222110720000003,0.5178220233814472,3.212741066085293,3.2070139888390217,3.3604166666666666,3.3604166666666675,2.9619879168,3.1356972123291396,2.7127154160709805,2.647999697094673,3.48375,3.5975,3.3005068373333333,3.5398183946333726,3.1839992239371764,3.3235784027166058,3.75,3.755000000000001,3.5052862719999993,3.03636663573205,4.063377088543475,4.296308298221222,2.6147083333333336,2.4454803921568633,2.091895150563467,2.689481042115302,2.0796839331809815,2.4723769270681104,4.204999999999999,4.082083333333333,3.834469888,3.1675836293758675,4.299953747646172,3.888542645363614
1998-02-28,POMRB,4.66,4.11,4.52,2.603333333333333,4.2,3.94,3.71,3.523333333333333,4.27,3.52,4.8,3.5612500000000002,3.5249999999999995,3.7257740031999997,4.441592947815682,3.550710746864838,3.3579023951405382,5.1746875,5.640833333333334,5.087891001600001,5.628563925795815,5.675618943192205,7.090567299193701,3.5675,3.7174999999999994,3.8924558335999997,3.006337103669787,4.1717104264256415,4.459034946927506,2.447083333333333,2.4470833333333326,2.4324474453333327,2.3460167142815247,2.623732378831817,2.6033333498148363,3.36375,3.8425,3.7793681664000003,3.537039140708077,4.794322516958956,3.480458527690419,3.27625,3.9275,3.8093266432000004,0.6222187955978683,4.430461392331545,4.879301940440275,3.360416666666667,3.3604166666666675,3.26119275008,3.102844684889397,3.780450680652678,3.7099997113328453,3.386666666666667,3.5875000000000004,3.3896374357333334,3.280554550037966,3.7504291652945354,3.644585963915056,3.7412500000000004,3.7875000000000005,3.811171763199999,3.3548103482446714,3.7759879756214567,4.095945967166608,2.6214166666666667,2.530333333333334,2.6631370903380804,2.7676317079692025,2.773727878586444,2.6139564867593883,4.22875,4.215,4.2206819328,3.421454737948641,4.485734104692444,4.183615875281786
1998-05-31,PREMON,4.16,8.120000000000001,3.85,3.495,3.99,4.08,5.3420000000000005,4.383333333333334,4.87,3.725,5.44,3.54875,3.5449999999999995,3.89946440192,4.264985452953096,4.690715589075497,4.357110908191203,4.526875,5.502500000000001,6.300734600960001,5.803344896530994,8.780868259735975,8.414570571325438,3.36625,3.5249999999999995,3.8754735001599996,3.0224415333989643,5.000235589795029,4.7594017630483805,2.447083333333333,2.4470833333333326,2.8574684671999995,2.8120499242579267,3.512330533884316,3.4950000214583397,3.24375,3.2924999999999995,3.8636208998400003,3.5493753445422414,5.916834158861413,4.770769736898394,3.23625,3.2649999999999997,3.9175959859200002,0.7433468384661298,7.209783674149651,6.463526888238259,3.360416666666667,3.360416666666667,4.093515650048,3.9976061388695814,5.417674153310975,5.341999584350421,3.310833333333333,3.38,3.7871157947733334,3.578851424894303,5.816277582679829,4.820796484261291,3.9037500000000005,3.712500000000001,4.234703057919999,4.068737667354685,5.367013432363805,5.644441586967382,2.609375,2.699083333333334,3.0878822542028486,2.8605777262579215,4.447120023852559,3.4216028156615796,4.409999999999999,4.195,4.70840915968,3.832292881047222,5.665931889297504,5.329441319141717
1998-08-31,MONSOON,2.26,1.8275,2.99,1.19,2.52,1.89,1.741666666666667,2.7133333333333334,2.87,2.03,3.29,3.44125,3.5774999999999997,3.243678641152,3.3918388514766593,1.9945538986441447,2.075816576366749,4.310625,4.846875000000002,4.511440760576001,5.5767799192561185,3.922027857039361,5.463802318793709,3.02375,3.609999999999999,3.521284100096,2.9236448502415606,2.598108517071652,2.8827650796277515,2.447083333333333,2.4470833333333326,2.1904810803199997,2.0725621123867866,1.204137002046014,1.1900000059582665,3.0175,3.4349999999999996,3.3261725399040003,3.109033626141465,1.6293214314941182,2.2187745739802973,3.07125,3.2874999999999996,3.106557591552,0.6591167260217788,2.172041825357965,2.0268388315741244,3.360416666666667,3.360416666666667,3.152776056695467,2.9758933587761023,1.8221345434017164,1.7416665311513135,3.2558333333333334,3.3933333333333335,3.357602810197333,3.06061111485542,1.6915547668672501,2.5931582013243597,3.98125,3.7700000000000005,3.6888218347519994,3.442105751446415,2.130315772399346,2.569689934060955,2.61125,2.5437500000000006,2.664729352521709,2.7787605843055045,2.1294655155126536,2.713938038587272,4.396875,4.2625,4.141045495808,3.7139538418413847,2.860579933857589,2.782257231598629
1998-11-30,POMKH,3.0,2.77,1.13,2.5,1.5,2.83,2.648,2.293333333333333,4.14,1.425,4.699999999999998,3.48625,3.5199999999999996,3.1462071846912,3.0169806476356267,3.59057327258078,3.3523300865650776,4.2025,4.206875000000002,3.8148644563456005,5.410087930201708,4.254932877423673,4.92275876705206,3.09375,3.122499999999999,2.5647704600576,2.5704668700078885,3.260936807036088,3.626800075351113,2.4470833333333335,2.4470833333333326,2.314288648192,2.145576296988063,2.510993500703713,2.5000000032975755,3.1412500000000003,3.0524999999999998,2.5957035239424,2.44819599861851,2.9878402222969465,3.0377459579358197,3.30375,3.1849999999999996,2.9959345549311998,0.7052239938303709,2.7601735994635606,3.188874541749348,3.3604166666666666,3.3604166666666675,2.95086563401728,2.643124371274634,2.732669783521514,2.6479997939647912,3.4354166666666663,3.2283333333333335,2.931895019451733,2.5192984551829958,3.1794501253443337,3.038308939942227,3.9225000000000003,4.0375000000000005,3.8692931008511993,3.7378702033479505,3.5999189613774543,3.836252433086522,2.4631250000000002,2.6750000000000007,2.1688376115130255,2.643100954418756,1.8963472303544304,1.4310778561384954,4.229374999999999,4.5575,4.3646272974848,3.939070648870495,4.234312966767582,3.7059585139163365
