Date,Season,Chanho,Angara,Bero,Namkum,Ormanjhi,Silli,Sonahatu,Burmu,Bundu,Tamar (i),Kanke,Ratu,Mandar,Chanho_Trend,Chanho_SMA,Chanho_EWMA,Chanho_DES,Chanho_TES,Chanho_ARIMA,Angara_Trend,Angara_SMA,Angara_EWMA,Angara_DES,Angara_TES,Angara_ARIMA,Bero_Trend,Bero_SMA,Bero_EWMA,Bero_DES,Bero_TES,Bero_ARIMA,Namkum_Trend,Namkum_SMA,Namkum_EWMA,Namkum_DES,Namkum_TES,Namkum_ARIMA,Ormanjhi_Trend,Ormanjhi_SMA,Ormanjhi_EWMA,Ormanjhi_DES,Ormanjhi_TES,Ormanjhi_ARIMA,Silli_Trend,Silli_SMA,Silli_EWMA,Silli_DES,Silli_TES,Silli_ARIMA,Sonahatu_Trend,Sonahatu_SMA,Sonahatu_EWMA,Sonahatu_DES,Sonahatu_TES,Sonahatu_ARIMA,Burmu_Trend,Burmu_SMA,Burmu_EWMA,Burmu_DES,Burmu_TES,Burmu_ARIMA,Bundu_Trend,Bundu_SMA,Bundu_EWMA,Bundu_DES,Bundu_TES,Bundu_ARIMA,Tamar (i)_Trend,Tamar (i)_SMA,Tamar (i)_EWMA,Tamar (i)_DES,Tamar (i)_TES,Tamar (i)_ARIMA,Kanke_Trend,Kanke_SMA,Kanke_EWMA,Kanke_DES,Kanke_TES,Kanke_ARIMA,Ratu_Trend,Ratu_SMA,Ratu_EWMA,Ratu_DES,Ratu_TES,Ratu_ARIMA,Mandar_Trend,Mandar_SMA,Mandar_EWMA,Mandar_DES,Mandar_TES,Mandar_ARIMA
1996-02-29,POMRB,5.5,5.85,6.455,2.34,5.52,4.66,4.48,5.47,6.9700000000000015,7.07,5.12125,5.69,4.3,,,5.5,7.767875319752414,5.5099994512616775,0.0,,,5.85,4.565405877047407,5.225353950282659,0.0,,,6.455,10.05266230915094,6.346539816043868,0.0,,,2.34,2.403212744683054,2.506354166666666,0.0,,,5.52,3.560953484271392,5.533958333333333,0.0,,,4.66,8.100600220129937,5.396593089044562,0.0,,,4.48,3.5178612658146045,5.293175180973114,0.0,,,5.47,11.271796809220358,5.939705218380695,0.0,,,6.9700000000000015,5.857036208469737,6.824516136895003,0.0,,,7.07,13.558421555795636,6.723048743443263,0.0,,,5.12125,7.81836181745587,5.004630912055436,0.0,,,5.69,4.357979194778494,5.699999957337114,0.0,,,4.3,7.501773260052146,4.080471175098459,0.0
1996-05-31,PREMON,6.81,7.4,8.6,4.516666666666667,5.61,6.65,6.6,9.15,9.1,10.72,6.738055555555556,5.67,6.15,,,6.024,8.9547010721069,6.829445313863035,-4.172596522097143e-08,,,6.470000000000001,4.922021427029299,7.32805449965379,2.122745458486431,,,7.313,12.01055919677278,9.006563517252655,2.759730887924539e-08,,,3.2106666666666666,2.1513071720514616,4.830020775623269,2.3399917676330086,,,5.556,3.597320182103628,5.637143351800555,5.519978140482613,,,5.4559999999999995,10.106870905507133,7.54410757335322,1.0044695922858898e-06,,,5.328,3.865296394991733,7.128663461193206,4.479986787807871,,,6.942,14.9641027826594,9.227298782488786,5.358156563214546e-21,,,7.822000000000001,6.546033615955422,9.131672719061637,3.951513768508157,,,8.530000000000001,17.581535250898416,10.477872099135272,4.576658599589654e-06,,,5.767972222222222,9.267879784901092,6.721050428504073,-6.911117211500706e-11,,,5.682,4.348617505551017,5.689445947642026,1.0886371073560706e-21,,,5.04,9.372997308302272,6.780606334715701,4.959271123889593e-06
1996-08-31,MONSOON,2.6766666666666667,2.6,5.1,3.57,1.07,2.65,1.35,4.13,2.93,1.27,5.771111111111112,2.065,0.95,4.822916666666666,,4.685066666666667,7.778378984407633,2.705006824983381,-1.127056078431665e-07,5.203749999999999,,4.922000000000001,3.99809115414243,3.4737720790977407,2.9796477952961107,6.555000000000001,,6.4277999999999995,11.011008947338254,4.212203336340922,7.107586049938186e-08,3.394166666666666,,3.3544,1.8991547312745767,4.011408305421487,3.3227982391515973,3.6550000000000002,,3.7616,3.5909603447086886,1.1095592325872285,5.58192424639861,5.06625,,4.3336,8.846422215223892,2.1046924410263146,2.3567448501852077e-06,4.283125,,3.7368,2.8815260772327917,2.99034810859952,5.760226917532319,6.335,,5.8172,12.002671039112082,3.697042885884597,1.1595456029381622e-20,6.0625,,5.8652,5.700081389460635,3.1820131727435412,5.45692540294923,5.83125,,5.626,14.212222836308467,2.1121066311324785,1.0105616966606577e-05,5.380223214285714,,5.769227777777778,9.455961057827984,5.838738966573251,-1.558737205368786e-10,4.1185,,4.235200000000001,4.33927591357259,2.0933408255192525,1.6260544791471839e-21,3.6399999999999997,,3.404,7.367270568678402,1.2687322197425903,8.68682646388974e-06
1996-11-30,POMKH,4.305,5.08,6.109999999999999,2.5066666666666664,2.52,5.74,4.7,6.205,5.445,5.0,3.8904761904761904,3.0940000000000003,3.6,4.822916666666667,4.822916666666666,4.53304,7.122192962164014,4.3416883440830025,-4.7290961214688925e-08,5.1775,5.2325,4.985200000000001,3.95118631291508,4.075336180683964,2.4411820628056073,6.655625,6.56625,6.30068,10.06245320424488,5.071337586408183,6.275697620090117e-08,3.5054166666666666,3.233333333333333,3.0153066666666666,1.6027013918579254,3.057758828698877,3.5633115676772267,3.635,3.6799999999999997,3.26496,3.5980608397084914,2.571212063602339,3.048837626317081,5.4725,4.925000000000001,4.89616,8.816671914908241,4.0506859479724096,1.9715506797323987e-06,4.34625,4.2825,4.12208,3.0085114680626277,4.373090811441629,3.413713306868762,6.4937499999999995,6.23875,5.97232,10.075129921442173,5.96611092998181,3.0794580928879657e-21,5.836875000000001,6.11125,5.69712,5.547872664023018,4.939269459764138,3.640686943600871,5.65,6.015,5.3756,12.11750629734611,3.5680713121867673,7.424518962540419e-06,5.3802232142857145,5.3802232142857145,5.017727142857144,8.074591218506566,3.8483981005280774,-2.356372972668015e-10,4.1072500000000005,4.12975,3.7787200000000007,4.329954392786809,3.130689042026629,-2.0991395651320547e-21,3.67,3.7499999999999996,3.4824,6.538310823320604,2.57308975945981,2.2414961751107816e-06
1997-02-28,POMRB,5.5,5.62,6.365,3.626666666666667,5.32,5.79,4.484999999999999,6.24,6.58,5.6,5.12125,5.6,3.42,4.822916666666667,4.822916666666666,4.919824,6.885833292054143,5.537127882332977,5.499999939837735,5.090416666666667,5.175000000000001,5.239120000000001,4.1329954536071085,5.334432583354237,5.65935400680782,6.70375,6.543750000000001,6.326408,9.035950446145769,6.358595499988815,6.195343549641083,3.720208333333334,3.5549999999999997,3.259850666666667,1.624798806985355,2.930591170445327,2.7833458248006226,3.6879166666666667,3.63,4.086976,3.631392949951132,5.579905778681468,4.714106673146249,5.73,5.2075000000000005,5.253696,8.405447112337253,5.327164612972149,4.66000058565824,4.45125,4.2837499999999995,4.267248,3.1332124177169347,5.181867550649456,4.477886286519816,6.42125,6.43125,6.079392,8.221204911110966,5.760899207312327,5.46999719052489,5.582291666666666,6.013749999999999,6.050272,5.696269880977941,6.984784433442866,6.501944747064778,5.659166666666667,5.647499999999999,5.46536,10.088700729032476,7.10418361237984,7.070001327488973,5.3802232142857145,5.3802232142857145,5.0591362857142865,7.239546255010056,5.066144663727219,5.020023311918806,4.10725,4.10725,4.507232,4.320652905532617,5.726601633953983,5.68999913013831,3.807916666666667,3.5299999999999994,3.45744,5.511791412646617,4.285927492258796,4.299998567327321
1997-05-31,PREMON,6.81,7.42,9.495,4.12,5.65,8.77,7.1,9.65,7.685,10.74,6.738055555555556,5.67,7.27,4.822916666666666,4.822916666666666,5.675894400000001,7.140464652989477,6.847848954383493,6.809999926654507,4.885833333333334,5.1800000000000015,6.111472000000001,4.880155985183356,7.398206316584946,7.0334055373105135,6.36,6.7675,7.593844799999999,9.626195330650178,9.018610984146633,8.254059571556995,3.941666666666667,3.4558333333333335,3.6039104,1.7923712907931093,5.291862259867126,3.944776967321518,3.7358333333333333,3.6400000000000006,4.7121856,3.667827656405762,5.667017755761106,5.263438724211609,5.615,5.737500000000001,6.660217599999999,9.375090971816613,7.629936787468786,6.840962352129202,4.55,4.4087499999999995,5.4003488,4.056919903469059,7.018204687304451,6.13816121526324,6.149375,6.55625,7.5076352,9.203244652953883,9.261927102085533,9.14999530042098,5.342708333333333,5.659999999999998,6.7041632,6.10925715150071,9.051985353385145,8.293783477221446,5.318333333333333,5.6525,7.575216000000001,10.818476708128047,10.307638971010244,10.427552277062729,5.3802232142857145,5.380223214285715,5.730703993650795,7.24155258030649,6.772958005178273,6.604871069737993,4.10725,4.107249999999999,4.9723392,4.311371399776887,5.701868647545124,5.6699991331958195,3.615833333333333,3.809999999999999,4.982464,6.572113308283637,6.2691438298871525,5.726634068041696
1997-08-31,MONSOON,2.6766666666666667,1.883333333333333,4.590000000000002,5.6850000000000005,1.4533333333333334,2.59,1.6900000000000002,3.05,2.3083333333333336,1.3233333333333333,5.771111111111112,2.065,0.9333333333333332,4.822916666666666,4.822916666666666,4.476203306666667,5.591734429863322,2.715499900743569,2.676666663864086,4.664583333333333,5.000833333333334,4.420216533333334,3.9978326690224644,3.538166380319036,2.623677866069704,6.005,6.640000000000001,6.39230688,7.549189384387513,4.224283014577134,4.894849281217286,3.91875,3.984583333333333,4.436346240000001,2.2942651230315367,4.326173232723529,3.4820872285058013,3.507083333333333,3.735833333333334,3.408644693333333,3.6647646304953,1.1369876151884366,2.0994995975033213,5.472499999999999,5.722500000000001,5.032130559999999,6.806377755224506,2.8370601673830076,3.1089857662522933,4.753124999999999,4.4937499999999995,3.91620928,3.3876238561821754,2.900278752600468,2.2297643057757304,5.97375,6.286250000000001,5.72458112,5.5285225689283255,4.004580103661142,4.129997878769251,5.022083333333334,5.504583333333332,4.945831253333334,5.208253204139691,2.520035623331939,2.518851097932018,4.818333333333333,5.6658333333333335,5.074462933333334,6.7539941299749335,1.9985352085315355,1.1234972831858907,5.380223214285714,5.380223214285715,5.7468668406349215,6.68763324695478,5.882540497823754,5.657039260619834,4.112874999999999,4.107249999999999,3.80940352,4.302109819021929,2.0974683002726398,2.064999684312058,3.3708333333333336,3.8058333333333323,3.3628117333333334,4.237217434485584,1.8348130083670648,1.6306414326823246
1997-11-30,POMKH,4.305,4.16,3.87,2.1633333333333336,2.52,4.88,5.15,5.11,4.15,2.22,3.8904761904761904,3.0940000000000003,2.08,4.822916666666667,4.822916666666666,4.407721984,4.943423423571024,4.345060929883928,4.304999921319188,4.5304166666666665,4.770833333333334,4.31612992,3.87947529008298,4.050063325894823,4.691064169152576,5.639375000000001,6.080000000000001,5.383384127999999,5.6190581463906435,5.083409488705824,5.864221393341076,3.8883333333333336,3.89875,3.527141077333334,2.102134257604113,3.531063269782896,2.881943393989894,3.2095833333333337,3.735833333333334,3.0531868159999997,3.671565409101595,2.6154997060820766,2.7706989253428755,5.4037500000000005,5.5075,4.971278335999999,5.803662998758896,4.914021766810556,5.981068792682977,4.85125,4.60625,4.409725568,3.7792818641909505,4.297190393992399,4.563773357475561,5.77625,6.012500000000001,5.478748672,4.606466991716964,6.162564871281438,6.204996813017723,4.697708333333333,5.180833333333332,4.627498752000001,4.852247380706357,4.294870289047592,4.88671348620746,4.432083333333333,4.970833333333333,3.9326777600000007,4.262948405848994,3.5042131452344627,4.959558787348693,5.3802232142857145,5.380223214285715,5.004310580571429,5.32623866697629,3.885359451121078,3.8135769920716065,4.1185,4.107249999999999,3.523242112,4.2928681375813555,3.127378018954585,3.0939995270031515,3.1883333333333335,3.425833333333332,2.84968704,3.021011720513171,2.754279319901343,3.7577183066307573
1998-02-28,POMRB,5.5,4.77,5.7650000000000015,3.7866666666666657,3.49,5.51,5.66,5.93,5.31,4.38,5.12125,5.645,2.98,4.822916666666667,4.822916666666666,4.8446331904,4.935095167238708,5.539572818621937,5.500000077026975,4.485833333333333,4.558333333333334,4.497677952,3.9826809681741957,5.206443497931607,5.375815775388891,5.445,5.9300000000000015,5.536030476800001,5.164654781176775,6.370613155643706,6.2777159687193125,3.8604166666666666,3.93875,3.6309513130666664,2.2733528123309736,3.706405633362503,3.0310930702559293,3.1629166666666664,3.278333333333334,3.2279120896,3.6873663476464142,5.5887555139894465,4.981757749808247,5.4025,5.4375,5.1867670016,5.384518160618716,5.641181848240699,5.388182484973684,4.79375,4.9,4.9098353408,4.310652157063233,5.124495294407093,4.579497131446395,5.7525,5.9350000000000005,5.6592492032,4.814322914846268,6.076737408921863,5.886513835378261,4.430416666666666,4.8633333333333315,4.900499251200001,4.8278583055363224,6.056677562425265,5.992951448185207,4.099166666666667,4.6658333333333335,4.111606656,3.6244137624843797,6.231311630522147,5.4979269483519015,5.3802232142857145,5.380223214285715,5.051086348342858,4.917796287454811,5.0973340171277925,5.069110730276123,4.1185,4.118499999999999,4.3719452672,4.283646318329546,5.651860146055946,5.619561679907658,3.075416666666667,3.3158333333333316,2.901812224,2.6330446248112134,3.343520646613145,3.0763740523473397
1998-05-31,PREMON,6.81,7.196666666666666,7.17,3.716666666666667,5.1,8.5,6.71,8.38,6.359999999999999,8.87,6.738055555555556,5.67,6.25,4.822916666666666,4.822916666666666,5.63077991424,5.530281891350567,6.849200845320176,6.81000004983359,4.5216666666666665,4.5024999999999995,5.577273437866667,4.829947765887006,7.187329123856543,6.939533710066514,5.71375,5.348750000000003,6.18961828608,5.657894291035277,9.030623128652461,8.862853828285052,3.8954166666666663,3.8379166666666666,3.6652374545066664,2.442307323428713,5.400785112346956,4.152537331505451,3.205,3.1408333333333345,3.97674725376,3.718233739194006,5.61218756053701,4.628739271799299,5.15,5.37,6.512060200960001,6.660696455538272,8.001625263040212,8.083614186024167,4.586250000000001,4.8025,5.629901204479999,5.129144941592425,7.007799849670381,6.890503773991987,6.16125,5.6175000000000015,6.74754952192,6.976748266936668,9.525811943048277,9.420463920062083,4.597499999999999,4.532083333333332,5.484299550720001,5.0748004513434575,7.974789042095029,7.391502421384005,3.9599999999999995,4.198333333333332,6.0149639936,5.5961595850738535,9.331373506970982,10.026536015726634,5.3802232142857145,5.380223214285715,5.725874031227938,5.4970476770021826,6.799276734065026,6.669455644200793,4.1185,4.118499999999999,4.89116716032,4.274444309269027,5.707928473441716,5.67000051777329,3.29875,3.060833333333332,4.2410873343999995,4.121395613677795,5.658565101468091,6.337349514910279
