Date,Season,Eshanagar,Nowgaon,Gaurihar,Rajnagar,Laundi,Bakswaha,Bijawar,Bada Malhara,Eshanagar_Trend,Eshanagar_SMA,Eshanagar_EWMA,Eshanagar_DES,Eshanagar_TES,Eshanagar_ARIMA,Nowgaon_Trend,Nowgaon_SMA,Nowgaon_EWMA,Nowgaon_DES,Nowgaon_TES,Nowgaon_ARIMA,Gaurihar_Trend,Gaurihar_SMA,Gaurihar_EWMA,Gaurihar_DES,Gaurihar_TES,Gaurihar_ARIMA,Rajnagar_Trend,Rajnagar_SMA,Rajnagar_EWMA,Rajnagar_DES,Rajnagar_TES,Rajnagar_ARIMA,Laundi_Trend,Laundi_SMA,Laundi_EWMA,Laundi_DES,Laundi_TES,Laundi_ARIMA,Bakswaha_Trend,Bakswaha_SMA,Bakswaha_EWMA,Bakswaha_DES,Bakswaha_TES,Bakswaha_ARIMA,Bijawar_Trend,Bijawar_SMA,Bijawar_EWMA,Bijawar_DES,Bijawar_TES,Bijawar_ARIMA,Bada Malhara_Trend,Bada Malhara_SMA,Bada Malhara_EWMA,Bada Malhara_DES,Bada Malhara_TES,Bada Malhara_ARIMA
1996-02-29,POMRB,8.209999999999999,7.3566666666666665,3.815,5.378181818181819,4.705,7.955,7.944,9.11,,,8.209999999999999,6.175801677710584,7.705400574288387,0.0,,,7.3566666666666665,7.913837467989723,8.263869996095162,0.0,,,3.815,2.88367640659537,3.8249999999999997,0.0,,,5.378181818181819,4.637455996139788,4.786095441427387,0.0,,,4.705,5.979967070941252,4.6249450465404225,0.0,,,7.955,6.401946768592101,7.171622299881398,0.0,,,7.944,5.919490330742174,7.902778477680129,0.0,,,9.11,7.579170444238144,8.107185643832036,0.0
1996-05-31,PREMON,8.581666666666665,10.44,5.3100000000000005,5.874545454545455,7.435,9.44,10.16,9.46,,,8.358666666666664,6.467898410092707,10.170423186109815,8.209969743185853,,,8.59,8.471175344703871,9.438691939733236,7.356649683127863,,,4.413,2.819501467065625,5.328836565096954,3.8149830090203536,,,5.576727272727274,4.6421769480022625,6.402948306476239,3.3012003469747775,,,5.797000000000001,8.504784911233235,7.1874659652974575,4.70499022133295,,,8.549,6.677671607974058,9.274678189511175,1.984582173767536,,,8.830400000000001,6.092612733661178,10.132534718874075,7.9439702293664025,,,9.25,7.4324142110075995,11.09837779621735,5.7276547869601115
1996-08-31,MONSOON,3.921666666666667,8.057500000000001,2.3,2.195555555555555,2.3200000000000003,5.89,3.814,1.225,5.852916666666666,,6.583866666666665,6.191774885182237,4.559316538091643,8.440615347280458,8.388020833333332,,8.377,8.423227940258394,6.534808711469066,9.336393155379564,3.699375,,3.5678,2.2748683915842336,2.326534250044122,4.562805193898122,4.086843434343434,,4.2242585858585855,4.646902698192567,3.0394686085979203,3.9372011810709866,4.363125,,4.4062,7.121914207971516,3.3462519698761644,6.646456950423833,7.345625,,7.485399999999999,6.03781177914636,3.7165411436120426,2.637092310266283,6.651,,6.823840000000001,6.029556617579766,5.1168901267971165,9.48407026128849,5.275625,,6.04,6.363710646569122,4.292893556681138,6.545647864222126
1996-11-30,POMKH,4.07,7.157499999999999,3.01,3.4581818181818176,3.325,6.55,5.162000000000001,3.445,5.431666666666666,6.195833333333333,5.57832,5.963717498574164,4.905691594480322,6.034041556018891,8.516874999999999,8.252916666666668,7.8892,8.198921717268984,7.933790231676619,8.241124132533026,3.8299999999999996,3.60875,3.3446800000000003,2.0443005285045928,3.043127644054535,3.807466742845624,3.9553661616161615,4.226616161616161,3.9178278787878784,4.6516332618182865,3.250987268370908,2.9566049491019735,4.176875,4.44625,3.97372,6.351270500415263,3.1836766031589043,3.3324293619779684,7.20375,7.45875,7.11124,5.759541234525462,5.664271072575956,3.023481115124964,6.4045000000000005,6.77,6.159104000000001,6.015805703919343,5.335340214320054,5.639486959703155,4.706875,5.8100000000000005,5.002,5.669774290775798,4.153814899934844,3.9172768463221286
1997-02-28,POMRB,5.466666666666666,8.4375,4.54,4.259999999999999,4.04,7.05,6.992000000000001,4.835,5.680625,5.51,5.533658666666666,5.921750725855645,5.894068018065444,6.240198640543785,8.289270833333333,8.523125,8.108519999999999,8.284608187465945,8.792166229897417,7.545346864673821,3.6824999999999997,3.7900000000000005,3.822808,2.2301542263038026,3.8526072997031378,3.7390893372039096,4.111092171717171,3.947070707070706,4.054696727272727,4.65636864282622,4.568268792092994,5.04838458579508,4.218125000000001,4.279999999999999,4.0002320000000005,5.984886707150223,4.44751363382024,4.304581894203285,6.835624999999999,7.2325,7.0867439999999995,5.746117017422574,7.171622337842483,7.649152308240767,6.64375,6.532000000000001,6.492262400000001,6.069384387431386,6.91794914409175,7.046502628591796,4.796875,4.741250000000001,4.9352,5.227516109364568,5.266099358453686,8.120889029844687
1997-05-31,PREMON,7.955000000000001,10.39,5.63,5.9409090909090905,6.61,9.21,9.14,9.185,5.923958333333333,5.3533333333333335,6.502195199999999,6.170391480381753,7.683861613261651,6.713449526492593,8.308229166666667,8.510625000000001,9.021111999999999,8.756603965145498,10.182082986436313,9.451829083106675,3.423125,3.8700000000000006,4.5456848,2.6900808683654067,5.435670208572948,4.742292755171578,4.279166666666666,3.963661616161615,4.809181672727273,4.661108847939077,5.832729140475944,5.108422016087199,4.321875,4.0737499999999995,5.0441392,7.017240627602098,6.7278481953078035,5.786135791182006,6.40875,7.175000000000001,7.9360464,6.4403121998235235,9.274678218900462,8.822020472826289,7.069999999999999,6.277,7.551357440000001,6.202250929167311,9.174415927258412,9.035668411657273,4.9487499999999995,4.672500000000001,6.635120000000001,5.364500090435264,7.333986535607792,6.963792420025744
1997-08-31,MONSOON,6.539999999999999,6.286666666666666,0.8,3.375,3.475,3.175,6.747999999999998,2.22,5.590624999999999,6.007916666666667,6.5173171199999995,6.228522617741766,3.420237756107873,5.005958895993408,8.316666666666666,8.067916666666669,7.9273338666666655,8.284828299058514,6.969343938768071,8.745799683970173,3.0693750000000004,3.495,3.04741088,2.1174865504994047,2.46410487942156,2.8598337397308673,4.328873106060605,4.258522727272727,4.235509003636364,4.665853873282275,2.7184033555572467,2.438916896808388,4.12625,4.3625,4.41648352,5.928542206205711,2.675164703250823,3.232029738959944,6.154375,6.496250000000001,6.0316278400000005,5.382986890613754,3.7165411708228855,5.670157969328432,7.00275,7.0104999999999995,7.230014464,6.245705779313782,4.108423658879017,4.508372438146651,4.821875,4.921250000000001,4.869072,4.708712426277367,2.7753406336943884,1.950670646824538
1997-11-30,POMKH,3.398333333333333,9.08,2.435,3.623333333333333,3.0,5.85,5.638,3.665,5.1896249999999995,5.84,5.269723605333333,5.919166587141874,6.488835528665114,6.700080499624953,7.681041666666666,8.548541666666669,8.388400319999999,8.485961214065517,7.509806930296179,6.976882630486448,2.751875,3.35125,2.802446528,1.992176458962347,2.9985922539977703,3.208842802218582,4.33360321969697,4.299810606060606,3.9906387355151516,4.670603729584735,3.517210682132431,4.120483915770967,3.8731250000000004,4.28125,3.849890112,4.817175336560808,3.5694599529927746,3.790668598825821,5.908125,6.32125,5.9589767039999995,5.252304739878203,5.6642710740714115,5.772412078594922,6.70125,7.1295,6.5932086784,6.247151901850515,7.534536091852198,7.089685337243643,4.466875,4.97625,4.3874432,4.301701809737955,4.254108705989051,4.57708572648135
1998-02-28,POMRB,3.4716666666666662,6.5825,2.285,4.4925,2.8,5.715,5.978,3.6,4.678416666666666,5.3412500000000005,4.550500829866666,5.652993524951287,5.843615090953623,5.835124093167103,7.116458333333332,8.084791666666668,7.666040191999999,8.13009364265331,9.281635413122487,8.6218536334275,2.760625,2.7874999999999996,2.5954679168,1.8833498702359035,3.8131639299808002,4.014712466017951,4.225208333333333,4.3579356060606065,4.191383241309091,4.67535842304872,4.794933393198215,4.638770106459652,3.8125,3.9712500000000004,3.4299340671999996,3.9195942131055057,4.421922318262124,3.8613056599918276,5.769375,5.9875,5.8613860224,5.152232518272207,7.171622332707813,7.202278003668887,6.1905,6.876,6.3471252070399995,6.260408234610946,7.715121549174236,7.413563722963788,4.164375,4.6675,4.07246592,3.9483616609698973,5.443472645189401,6.386801842003019
1998-05-31,PREMON,6.741999999999999,7.1599999999999975,5.345,5.74625,5.825,8.575,7.742000000000001,7.58,4.536958333333333,5.037999999999999,5.427100497919999,5.792464945421272,6.224595904414977,5.7824886940391345,6.821562499999999,7.277291666666667,7.463624115199998,7.965604213908935,9.758883752585845,8.932087896704772,2.8362499999999997,2.7162499999999996,3.6952807500800002,2.4992502110631185,5.071646042242589,4.971441123476133,4.134618055555555,4.309270833333334,4.813329944785455,4.680117959394069,6.061677675583776,5.635799249468935,3.874375,3.7750000000000004,4.38796044032,4.865233105274353,5.999402817954957,5.325207577848195,5.7775,5.828749999999999,6.946831613439999,5.954218992601733,9.274678201121215,8.6963359328937,5.847,6.5265,6.905075124224,6.338455039633662,8.497985558211406,8.599955712594639,4.095,4.266249999999999,5.4754795519999995,4.116844607650311,6.60192484975763,7.407210791123969
1998-08-31,MONSOON,3.6633333333333336,5.0,1.155,2.7025,3.775,2.7,4.0600000000000005,1.4049999999999998,5.120500000000001,4.318833333333333,4.721593632085333,5.562548535866946,2.139390087959661,4.560147929672954,7.034375,6.955625,6.478174469119999,7.387850222340064,5.453497196099853,6.29734327040819,3.055625,2.8049999999999993,2.6791684500480004,2.1568571847261224,1.8741870078439296,1.9195345339438044,4.203333333333333,4.141145833333334,3.9689979668712727,4.684882334660471,2.7815549248560245,2.812641697428006,4.12375,3.85,4.142776264191999,4.449922714934105,1.9139876379793805,2.704217626242418,6.03375,5.709999999999999,5.248098968063999,5.000112977993963,3.716541147029173,4.318197080130423,6.0115,5.854500000000002,5.7670450745344,6.278956240638005,2.844911129657092,4.207185344832386,4.5525,4.0625,3.8472877311999993,3.576428667133148,1.48118913677032,1.3260759568528386
1998-11-30,POMKH,5.1433333333333335,8.0075,2.685,3.571111111111111,3.1950000000000003,6.39,5.5779999999999985,3.925,5.690666666666667,4.755083333333333,4.890289512584533,5.528506036066687,4.051826492692807,3.806824520142733,7.8115625,6.6875,7.0899046814719995,7.548718836002981,6.08317672285342,6.508260051034556,3.4743749999999998,2.8674999999999993,2.6815010700288004,2.1920008235015627,2.5958655235553025,2.813331502036211,4.404184027777778,4.128090277777778,3.8098432245672083,4.689651561867583,3.292433536111605,3.5293074072362147,4.510625,3.8987499999999997,3.7636657585151996,3.8614856759979186,3.4224522445873133,3.4234342517089216,6.385,5.844999999999999,5.7048593808384,5.2333348953021295,5.6642710457787,5.751633134231233,6.4215,5.839500000000001,5.69142704472064,6.2749523800492595,5.1120346737572255,5.0869591330317085,5.18125,4.1275,3.8783726387199993,3.394619772859409,3.2684855088724807,3.9067298606730887
1999-02-28,POMRB,6.3950000000000005,9.3575,3.79,5.094444444444445,4.6,7.225,7.353999999999999,7.0,5.656875,5.485916666666666,5.4921737075507195,5.642096245529823,6.436446713344468,6.4306794983899636,7.8490625000000005,7.3812500000000005,7.9969428088832,7.9561319315200345,7.992863044677879,6.973586850927588,3.7340625,3.2437499999999995,3.1249006420172805,2.489902360399025,3.35672651270999,3.456393857093354,4.388115530303031,4.278576388888889,4.323683712518102,4.694425647309137,4.637692997821234,4.541107900538989,4.60234375,4.34875,4.098199455109119,4.178101630669691,4.472855800588004,3.422023381649815,6.311875,6.222499999999999,6.31291562850304,5.725453191781,7.171622309529743,6.823289542565132,6.392625000000001,6.1835,6.356456226832384,6.336183327916907,7.214794206324321,7.076439756140028,5.270625,4.9775,5.127023583232,3.6121728667352713,5.259913115772737,5.527852571744875
