Date,Season,Eshanagar,Nowgaon,Gaurihar,Rajnagar,Laundi,Bakswaha,Bijawar,Bada Malhara,Eshanagar_Trend,Eshanagar_SMA,Eshanagar_EWMA,Eshanagar_DES,Eshanagar_TES,Eshanagar_ARIMA,Nowgaon_Trend,Nowgaon_SMA,Nowgaon_EWMA,Nowgaon_DES,Nowgaon_TES,Nowgaon_ARIMA,Gaurihar_Trend,Gaurihar_SMA,Gaurihar_EWMA,Gaurihar_DES,Gaurihar_TES,Gaurihar_ARIMA,Rajnagar_Trend,Rajnagar_SMA,Rajnagar_EWMA,Rajnagar_DES,Rajnagar_TES,Rajnagar_ARIMA,Laundi_Trend,Laundi_SMA,Laundi_EWMA,Laundi_DES,Laundi_TES,Laundi_ARIMA,Bakswaha_Trend,Bakswaha_SMA,Bakswaha_EWMA,Bakswaha_DES,Bakswaha_TES,Bakswaha_ARIMA,Bijawar_Trend,Bijawar_SMA,Bijawar_EWMA,Bijawar_DES,Bijawar_TES,Bijawar_ARIMA,Bada Malhara_Trend,Bada Malhara_SMA,Bada Malhara_EWMA,Bada Malhara_DES,Bada Malhara_TES,Bada Malhara_ARIMA
1999-05-31,PREMON,8.379999999999999,10.6025,7.19,6.751111111111111,7.119999999999999,9.875,9.646000000000004,9.21,5.222738095238094,5.895416666666666,6.647304224530432,5.970986952898813,8.50586214720168,8.171996277786496,7.18875,8.241875,9.03916568532992,8.5385076748371,10.052080011208233,9.359694162718599,3.7487500000000002,3.705,4.750940385210368,3.6130604601551912,5.012157658891267,5.054773573627821,4.170744949494949,4.529791666666667,5.294654671955306,4.699204596206654,6.201576746436688,5.974815566498444,4.5596875,4.6725,5.3069196730654715,5.762543743002843,7.062630208423472,6.437156681056598,5.951250000000001,6.5475,7.737749377101824,7.01573433445569,9.27467819224526,9.014178047471846,5.912666666666667,6.659500000000002,7.672273736099432,6.482003267685446,9.524272231006371,9.33562465923824,5.010624999999999,5.385,6.7602141499392,4.107375070330134,8.725839128948847,9.269575923026618
1999-08-31,MONSOON,1.755,1.8575,1.3875,1.569090909090909,3.21375,0.815,1.925,0.49,4.903392857142857,5.418333333333332,4.690382534718259,5.50175846126928,3.954613766197095,5.772449415476146,6.693125,7.456250000000001,6.166499411197952,7.19520356242677,6.972672487221779,7.5934197911217565,3.708125,3.763125,3.4055642311262213,3.3195645209519666,1.9326439293748723,1.7400318104639076,4.047994949494949,4.2464393939393945,3.804429166809547,4.703988399363734,3.259993895297194,3.2914162330121743,4.5578125,4.532187500000001,4.469651803839283,4.793346457349633,3.111356306993408,3.807120806594506,5.738125,6.076250000000001,4.968649626261094,5.485863079242178,3.7165411504662837,4.093340498747823,5.408041666666668,6.125750000000002,5.373364241659658,6.340276564833358,4.585321312943551,5.636809556620083,4.695625,5.156249999999999,4.252128489963519,3.5499368724139653,3.28706927856501,2.201011575843765
1999-11-30,POMKH,3.5785714285714287,5.8675,2.57,2.9655555555555555,3.415,5.39,3.873333333333333,2.76,4.668392857142857,5.027142857142856,4.245658092259527,5.294765608630356,3.169355275895932,2.0619899818957466,6.093854166666667,6.921250000000001,6.046899646718771,6.952638346244533,5.787628306323321,5.650612398276698,3.5768750000000002,3.7343749999999996,3.071338538675733,3.2809239833717267,2.7816085361850433,2.818742019716236,3.98034595959596,4.095050505050506,3.46887972230795,4.708777075331144,3.1400068110322317,2.9346548242105155,4.5484374999999995,4.587187500000001,4.04779108230357,4.19662185108163,3.601998580793289,3.332039011669072,5.350624999999999,5.826250000000001,5.1371897757566565,5.411279159783305,5.664271031361879,5.505827386894367,4.98475,5.699583333333336,4.773351878329128,6.269932517096689,3.699340723330372,3.555061431724482,4.48125,4.864999999999999,3.6552770939781114,3.309624594143857,3.3223758740413745,3.3843482347932548
2000-02-29,POMRB,5.405,7.5325,3.58,4.718,4.365,6.52,5.0216666666666665,5.645,5.024196428571429,4.779642857142856,4.709394855355717,5.320873365611357,5.059659953505997,4.932029137103283,6.170833333333333,6.465,6.641139788031262,7.103351196914921,6.9792959315172,6.329225597138724,3.5178125,3.681875,3.27480312320544,3.460030541901139,3.567584487621024,3.5703685710110173,4.24395707070707,4.000939393939395,3.96852783338477,4.713570629805843,4.307914919668627,4.40453712257591,4.55296875,4.528437500000001,4.174674649382142,4.265989069594896,4.675815197051374,4.121378551795022,5.561249999999999,5.65,5.690313865453994,5.688677908962558,7.171622285641322,6.698334160237306,5.358625,5.116500000000002,4.872677793664144,6.241495461583548,5.564545948861878,5.808306211897193,4.793125,4.526249999999999,4.451166256386866,3.4434672384786014,4.528953231556005,5.329884588245253
2000-05-31,PREMON,7.49,7.633333333333333,6.35,6.586363636363635,7.2799999999999985,7.48,8.591999999999999,8.85,5.776607142857142,4.557142857142856,5.82163691321343,5.583599960156541,7.409300092978252,7.631305140977,6.7245833333333325,5.722708333333333,7.038017206152091,7.244420836648952,8.722633647474902,8.380977876779635,3.6399999999999997,3.471875,4.504881873923264,4.287511969193273,5.378237337265469,5.5612910496048125,4.653404671717171,3.959752525252526,5.015662154576316,4.718369067993965,5.85353378949748,6.010373746445396,4.595,4.5684375,5.416804789629285,5.879397186546392,7.012115181573351,6.570886186534252,6.27125,5.0512500000000005,6.406188319272397,6.24070542733713,9.274678161679372,9.060452806279603,6.227166666666665,4.853000000000001,6.360406676198486,6.345041032813324,7.319067163225961,7.684883613121843,5.5581249999999995,4.436249999999999,6.21069975383212,3.978658002345475,7.593056361095568,8.527964893581274
2000-08-31,MONSOON,5.491428571428571,5.442500000000001,1.755,3.842727272727272,3.09,4.895,5.97,3.345,6.478482142857143,5.491249999999999,5.6895535764994865,5.587185990862113,3.0077046907682337,4.906044736123456,6.764895833333334,6.6189583333333335,6.399810323691255,6.904038240906939,5.004906394237612,4.588108575555674,3.7693749999999997,3.5637499999999998,3.404929124353958,3.9739460301116685,1.887657670856048,1.6743077862500568,4.90003409090909,4.528161616161617,4.5464882018366986,4.7231723853261505,2.9836914618478825,2.6592211268086725,4.75125,4.5375,4.486082873777571,4.787709668515936,3.1826794578445314,3.883541299564882,6.51625,6.07125,5.801712991563438,5.963957818853388,3.7165410972158948,2.7100557217812655,6.998208333333333,5.86425,6.204244005719091,6.350677395911404,3.3167576015604014,4.856348480368991,6.345000000000001,5.1499999999999995,5.064419852299272,3.833307006020831,2.651885609167204,1.5851696393301635
2000-11-30,POMKH,5.86142857142857,6.7125,3.18,3.9675,3.875,6.99,6.776666666666666,6.025,7.203333333333333,6.061964285714284,5.75830357447112,5.632879570172654,5.6154964540492305,5.0344474824224275,6.8447916666666675,6.830208333333333,6.524886194214753,6.8950628362380675,5.9814748622245055,6.723383341998119,3.9012499999999997,3.7162499999999996,3.314957474612375,3.964983788809466,2.822241309902281,2.7855979958133554,4.9978977272727265,4.778647727272729,4.314892921102019,4.727980592703347,3.8617320199629015,4.119809120879383,4.911249999999999,4.6525,4.2416497242665425,4.405124995976944,3.5604207289387237,3.3396989140058415,6.8625,6.4712499999999995,6.277027794938062,6.318250579804526,5.664271016755616,6.447159244184132,7.558375,6.590083333333334,6.433213070098121,6.385604053278697,6.753988985582042,6.211075456431838,6.71125,5.9662500000000005,5.448651911379564,4.028620990282601,4.93454078013654,4.748691638116135
2001-02-28,POMRB,8.737142857142857,7.0100000000000025,4.005,5.6890909090909085,5.155,6.88,8.286666666666667,8.675,7.221845238095238,6.894999999999998,6.949839287539815,6.003839067660214,7.387502819845987,6.566341184553919,6.890625000000001,6.699583333333335,6.718931716528853,6.949405759289947,7.426627236736485,6.813577682965903,3.990625,3.8224999999999993,3.590974484767425,4.12292933890318,3.7051313478246835,3.6171309132150755,4.734707167832168,5.0214204545454555,4.864572116297575,4.732793698407019,5.139315916175921,5.0055363933638475,4.900625,4.85,4.606989834559926,4.793876157670715,4.924531736043498,4.492950849132375,7.031874999999999,6.56125,6.518216676962838,6.59915534300787,7.171622286189604,7.033368671236154,7.393416666666667,7.406333333333334,7.17459450872554,6.476004572165641,8.496081636197818,7.677241863367816,6.5200000000000005,6.723750000000002,6.739191146827739,4.556044428050949,7.205387799823307,7.109922621361118
2001-05-31,PREMON,9.956666666666667,8.795,6.98,6.3981818181818175,7.77,9.89,9.808333333333335,8.75,6.853095238095238,7.511666666666665,8.152570239190556,6.473234574971175,10.464752325794416,10.113416984622262,6.846562500000001,6.990000000000002,7.549359029917312,7.3617711362774125,8.792423456832875,7.9866323510036255,3.8706249999999995,3.979999999999999,4.946584690860455,4.970055580057191,5.6636106250657425,5.765785389406459,4.500351835664335,4.974375000000001,5.478015997051273,4.737611705329083,6.739608410399492,6.67067559178091,4.819375,4.9725,5.872193900735955,6.478268001760561,7.574106228053885,7.197159968592331,6.965,7.163750000000001,7.866930006177703,7.7694648359887815,9.274678165637413,8.828079175906575,7.0430833333333345,7.710416666666669,8.228090038568658,6.62242292170668,10.521915475264501,9.80240276962487,6.129375,6.698750000000002,7.543514688096644,5.090333779858385,10.497153667097345,10.206002575562987
2001-08-31,MONSOON,3.1728571428571435,4.6475,1.84,1.925384615384616,2.515,3.84,3.434,1.915,6.609166666666667,6.932023809523809,6.160685000657191,6.110478446460376,5.636585285154439,5.830970338284923,7.053437500000001,6.791250000000002,6.388615417950387,6.833297431565768,5.499748292313198,5.218506614425399,3.6925,4.00125,3.703950814516273,4.54371125084535,2.1134555530401236,1.780680187275804,4.458951048951048,4.495039335664337,4.05696344438461,4.74243460773905,3.4493098672721927,2.906774497263562,4.756875000000001,4.82875,4.529316340441573,4.873449658278964,3.703004795033652,4.1466638748081674,7.31125,6.900000000000001,6.256158003706622,6.976169320488805,3.716541124000506,3.720981970454681,6.949958333333334,7.076416666666669,6.310454023141194,6.531320183337694,4.9033412372218095,4.826714185095714,5.571875,6.341250000000002,5.292108812857986,4.760180214860345,3.6216280390861066,1.8778203149012023
2001-11-30,POMKH,5.230000000000001,7.155,2.135,4.01,3.8,7.51,6.5100000000000025,4.33,6.352500000000001,6.774166666666668,5.788411000394315,6.02483108186818,4.65997750122654,3.5904664619582576,7.248125,6.901875000000002,6.695169250770232,6.930111338803803,5.974199704629216,6.414182591445842,3.79125,3.74,3.0763704887097636,4.161573090337469,3.103683920202471,2.9486992309489377,4.400305944055944,4.505664335664337,4.038178066630765,4.747262424186066,3.394676664699705,3.0599100861778057,4.705,4.8100000000000005,4.237589804264944,4.392674901214938,3.4468129684723197,3.294756654887294,7.750000000000001,7.030000000000001,6.757694802223973,7.288011405307599,5.664271033547698,6.3052233898650645,6.8823750000000015,7.009750000000003,6.390272413884717,6.55350340919426,4.9863636750870945,4.635329578932396,5.236875,5.917500000000002,4.907265287714791,4.73166050560526,4.3590757827017015,4.216632459117704
2002-02-28,POMRB,7.417142857142857,8.2225,3.625,5.315384615384616,4.73,9.13,7.808333333333333,5.91,6.599976190476192,6.444166666666668,6.439903743093732,6.200094232210511,6.66678541968237,6.050416645361264,7.586145833333334,7.205000000000003,7.30610155046214,7.2280260901429525,7.594443133398485,7.033674938446363,4.058125,3.6450000000000005,3.295822293225858,4.117993670331314,3.845000089933763,3.7286715194451068,4.704431818181819,4.412237762237764,4.5490606861323055,4.752095158060612,4.871696849742459,5.206201487342184,4.878125000000001,4.70375,4.434553882558967,4.5357749431537435,4.8332686936777165,4.690988226541165,8.32625,7.592500000000002,7.706616881334384,8.043553865047468,7.171622307906896,7.1226210002555765,7.227083333333334,6.890166666666669,6.9574967816641635,6.62317246827524,7.949663547229605,7.308315132748504,5.59875,5.226250000000002,5.308359172628875,4.898515822007513,5.909048020397787,6.48660482211147
2002-05-31,PREMON,9.223333333333334,9.14,8.15,6.302727272727273,7.78,11.15,9.746,8.835,7.102369047619049,6.260833333333335,7.553275579189572,6.5631846777018925,9.309858248374827,9.122284110463351,7.9629166666666675,7.291250000000002,8.039660930277284,7.655350008543261,9.366919976068656,8.720468743571875,4.3775,3.937500000000001,5.2374933759355145,5.139823273240147,5.854143562498164,5.9873442719157035,4.987572843822845,4.388374125874128,5.250527320770292,4.756932813710696,6.430467566893077,6.38310409367846,5.105,4.706250000000001,5.77273232953538,6.277229833042289,7.289688788296604,7.070745205853829,8.586875000000001,7.907500000000002,9.08397012880063,9.34665630525636,9.274678208665797,9.540794321364409,7.584791666666667,6.8745833333333355,8.072898068998498,6.764216321141824,10.030892380038727,9.707763282051124,6.02875,5.247500000000002,6.719015503577326,5.430061715581609,8.255135444816982,8.465355078985297
2002-08-31,MONSOON,5.886,7.006666666666668,2.805,4.453846153846154,3.89,7.19,6.254,4.725,7.354190476190476,6.939119047619049,6.886365347513743,6.502043719018659,4.787109457830601,5.6294745637014785,8.121145833333333,7.881041666666668,7.626463224833038,7.5552005923674805,5.984905089553239,5.470752517617999,4.3625,4.178750000000001,4.264496025561309,4.849877479075137,2.2489760489541055,1.8825689863478479,4.935617715617716,5.020489510489512,4.931854854000637,4.7617753902793085,3.223804295620596,2.584594478925487,5.265,5.050000000000001,5.019639397721228,5.418714074011927,3.588985087029468,3.9112757641062914,8.209375000000001,8.745000000000001,8.326382077280378,9.269813231068849,3.716541178963092,4.0375109328684164,7.636875000000002,7.579583333333335,7.345338841399099,6.774761055394089,4.761107920209437,5.1466500474135035,6.300625,5.950000000000003,5.921409302146396,5.434121932052399,2.877989724656011,1.9335834569308226
2002-11-30,POMKH,6.5360000000000005,7.81,3.725,3.7466666666666666,4.24,6.245,6.551666666666668,4.96,7.480595238095239,7.265619047619048,6.746219208508245,6.522452736655458,6.391597708964573,5.649157197718323,8.283125,8.044791666666669,7.699877934899822,7.641385374109398,7.188881817763006,7.817711125720167,3.6675,4.576250000000002,4.048697615336785,4.748977148484281,3.2717648834758584,2.9497138622108805,4.967905011655013,4.9546561771561795,4.457779579067049,4.766622895137829,4.247053945837405,4.637818043269046,5.431875,5.160000000000001,4.707783638632737,4.961742639308389,4.194581857493929,4.102005141239131,7.70125,8.42875,7.493829246368227,8.80374009163453,5.664271120240137,7.2916839329695105,7.559458333333333,7.590000000000001,7.027869971506126,6.79537421026554,7.254257204126601,6.479261942481193,6.442499999999999,6.1075000000000035,5.536845581287837,5.458643136733867,5.903644840554449,5.739962102021
2003-02-28,POMRB,8.125714285714285,8.833333333333334,1.915,5.1630769230769245,5.57,7.375,8.183333333333334,7.455,7.36625,7.442761904761905,7.298017239390661,6.723215948465483,8.09004631992041,7.400453249254685,8.689166666666667,8.197500000000002,8.153260094273227,7.921690588436094,8.59124898183981,7.916587283229027,3.4487500000000004,4.1487500000000015,3.195218569202071,4.215771170638323,4.275749669845308,3.922198665867183,4.869038461538462,4.916579254079257,4.7398985166709995,4.771475337696404,5.287393049700654,5.084813191217132,5.525,5.370000000000001,5.052670183179642,5.316605094084955,5.402912528107324,5.001027287843607,6.91,7.99,7.446297547820937,8.635942452620847,7.171622382617771,7.1188259264357026,7.382791666666667,7.683750000000001,7.490055316237009,6.875713428905426,8.406258454570443,7.470232207624941,6.07125,6.493750000000003,6.304107348772702,5.789537446838303,6.864721001957124,6.723960056015237
2003-05-31,PREMON,9.526,9.825,4.300000000000002,6.713333333333335,8.275,8.84,8.751666666666667,8.425,6.885464285714285,7.51842857142857,8.189210343634397,7.062305749857429,10.215330879635397,9.591708960900604,8.695520833333333,8.368750000000002,8.821956056563936,8.350299903107004,10.21347222892762,9.458012834349777,3.335625,3.1862500000000016,3.637131141521243,4.244682669837038,6.334841971625279,6.396048001477529,4.627298534798535,5.019230769230772,5.529272443335934,4.776332723258515,6.623851142232261,6.266188707983776,5.415,5.49375,6.341602109907786,7.016088981379543,8.015804604773988,7.827652421181279,6.27,7.4125,8.003778528692562,8.875220621388639,9.274678266754027,9.358887934495282,7.180458333333333,7.435166666666667,7.994699856408872,6.976371080193965,10.421100188349609,9.975098422793842,5.4375,6.391250000000003,7.152464409263622,6.234021534769263,9.590279354319652,9.34674406058178
