Date,Season,Banjaria,Areraj,Paharpur,Narkatia,Sangrampur,Ramgarhwa,Motihari,Madhuban,Kalyanpur,Bankatwa,Sugauli,Adepur,Chiraia,Harsidhi,Dhaka,Patahi,Turkauliya,Raxaul,Kesaria,Banjaria_Trend,Banjaria_SMA,Banjaria_EWMA,Banjaria_DES,Banjaria_TES,Banjaria_ARIMA,Areraj_Trend,Areraj_SMA,Areraj_EWMA,Areraj_DES,Areraj_TES,Areraj_ARIMA,Paharpur_Trend,Paharpur_SMA,Paharpur_EWMA,Paharpur_TES,Paharpur_ARIMA,Narkatia_Trend,Narkatia_SMA,Narkatia_EWMA,Narkatia_DES,Narkatia_TES,Narkatia_ARIMA,Sangrampur_Trend,Sangrampur_SMA,Sangrampur_EWMA,Sangrampur_DES,Sangrampur_TES,Sangrampur_ARIMA,Ramgarhwa_Trend,Ramgarhwa_SMA,Ramgarhwa_EWMA,Ramgarhwa_DES,Ramgarhwa_TES,Ramgarhwa_ARIMA,Motihari_Trend,Motihari_SMA,Motihari_EWMA,Motihari_DES,Motihari_TES,Motihari_ARIMA,Madhuban_Trend,Madhuban_SMA,Madhuban_EWMA,Madhuban_TES,Madhuban_ARIMA,Kalyanpur_Trend,Kalyanpur_SMA,Kalyanpur_EWMA,Kalyanpur_DES,Kalyanpur_TES,Kalyanpur_ARIMA,Bankatwa_Trend,Bankatwa_SMA,Bankatwa_EWMA,Bankatwa_DES,Bankatwa_TES,Bankatwa_ARIMA,Sugauli_Trend,Sugauli_SMA,Sugauli_EWMA,Sugauli_DES,Sugauli_TES,Sugauli_ARIMA,Adepur_Trend,Adepur_SMA,Adepur_EWMA,Adepur_DES,Adepur_TES,Adepur_ARIMA,Chiraia_Trend,Chiraia_SMA,Chiraia_EWMA,Chiraia_DES,Chiraia_TES,Chiraia_ARIMA,Harsidhi_Trend,Harsidhi_SMA,Harsidhi_EWMA,Harsidhi_DES,Harsidhi_TES,Harsidhi_ARIMA,Dhaka_Trend,Dhaka_SMA,Dhaka_EWMA,Dhaka_DES,Dhaka_TES,Dhaka_ARIMA,Patahi_Trend,Patahi_SMA,Patahi_EWMA,Patahi_TES,Patahi_ARIMA,Turkauliya_Trend,Turkauliya_SMA,Turkauliya_EWMA,Turkauliya_DES,Turkauliya_TES,Turkauliya_ARIMA,Raxaul_Trend,Raxaul_SMA,Raxaul_EWMA,Raxaul_DES,Raxaul_TES,Raxaul_ARIMA,Kesaria_Trend,Kesaria_SMA,Kesaria_EWMA,Kesaria_DES,Kesaria_TES,Kesaria_ARIMA
1996-02-29,POMRB,2.44,2.39,2.33,2.1900000000000004,5.645999999999999,2.39,2.44,3.6,9.803888888888887,2.73,2.62,3.9,3.333333333333333,1.972857142857143,2.34,2.14,3.94,3.13,3.65,,,2.44,6.48398404393892,3.2558436300508355,0.0,,,2.39,2.427243815729177,2.4,0.0,,,2.33,2.256708573698319,0.0,,,2.1900000000000004,2.7681634280238843,2.2,0.0,,,5.645999999999999,5.9630775601555825,6.066172670748228,0.0,,,2.39,1.803917266444922,2.4,0.0,,,2.44,6.48398404393892,3.7038329115557747,0.0,,,3.6,3.240883795091013,0.0,,,9.803888888888887,9.626821629785159,9.785845001529376,0.0,,,2.73,6.432976533599073,2.7883611060545146,0.0,,,2.62,5.131536633764742,3.0377707756301966,0.0,,,3.9,3.4146832991603837,3.9099999999999997,0.0,,,3.333333333333333,4.814225560577344,3.3433169405224366,0.0,,,1.972857142857143,3.91208732871994,2.1613806590542275,0.0,,,2.34,6.479927327374479,2.349999744398147,0.0,,,2.14,2.1552083333333334,0.0,,,3.94,3.213303156470782,3.9499999999999997,0.0,,,3.13,6.383861697068335,3.139993260666995,0.0,,,3.65,1.266162099136627,3.659994364086804,0.0
1996-05-31,PREMON,5.3,3.64,4.73,2.5166666666666666,6.752000000000002,4.32,5.3,5.58,10.285333333333336,5.19,4.12,5.335,4.234444444444445,3.053333333333333,4.96,5.87,5.056666666666667,5.2,5.14,,,3.584,9.685603598041988,5.265327581896699,-4.1032110320663477e-22,,,2.89,3.27588973337282,3.6588365650969528,2.3899982458494504,,,3.29,3.5404370559781198,3.920040944057873e-08,,,2.320666666666667,3.0577436721916214,2.536112650046168,1.1271915974570598e-08,,,6.0884,6.163747839658108,6.794694716134308,5.645972094419984,,,3.162,2.3013450468007175,4.339445983379502,2.389997990337111,,,3.584,9.685603598041988,4.554670884803109,1.5617018395908453e-08,,,4.392,5.046442012120261,3.599992500212939,,,9.996466666666667,9.617337506397277,10.806766458966987,5.821783009878157,,,3.714,9.032772642094654,4.452268454525019,1.0801159606736426,,,3.22,6.680166035912013,4.060065979560809,3.06080189351735e-07,,,4.474,3.5731166605979254,5.3538365650969535,0.0,,,3.693777777777778,5.582735696684322,4.251913577694891,1.0856798564240673e-21,,,2.405047619047619,5.139824271330541,3.208180272186068,1.9728560406525812,,,3.388,9.610111211891768,4.979446310400767,-9.740184139246754e-12,,,3.6320000000000006,5.899574099722992,2.139996187895313,,,4.386666666666667,3.4665320846500056,5.076112650046168,-1.2469146488061556e-21,,,3.958,8.44346489523007,5.219394470619636,-1.1182783238242168e-09,,,4.246,1.6358406149204627,5.158818155813612,0.9943242588461055
1996-08-31,MONSOON,2.9,1.36,1.39,1.2266666666666668,6.0683333333333325,0.92,2.9,0.3,7.4656249999999975,1.64,2.03,2.94,2.1397222222222223,1.1583333333333334,1.04,0.39,1.9725,1.29,1.61,3.7562499999999996,,3.3103999999999996,7.358260596298107,2.5866930801924752,-4.255496737989035e-22,1.8650000000000002,,2.278,2.9698682775575715,1.3865342500441218,3.2552621415565883,2.71,,2.53,0.8374801045821008,1.4391602219982005e-07,2.3091666666666666,,1.8830666666666669,2.7941537852486795,1.2550076094157252,5.6890537025218465e-09,5.976583333333333,,6.080373333333333,6.1832792730942865,5.260135872811089,6.219689329581298,2.7712499999999998,,2.2651999999999997,1.780831738607162,0.9483409427490579,3.4195357914085984,3.7562499999999996,,3.3103999999999996,7.358260596298107,2.0506158088498836,-1.923314099265423e-09,2.72125,,2.7552000000000003,1.5284256048173868,4.716261065110885,9.174466503267974,,8.984129999999999,9.262640861243792,7.290284775615911,6.753255307644113,2.855,,2.8844,6.21503395634227,1.7540641561337218,2.1255039150081534,3.0087499999999996,,2.7439999999999998,5.876385971390681,1.4326243730596013,4.813169032229321e-07,4.13,,3.8604000000000003,3.0515021270185034,2.966534250044122,0.0,3.227777777777778,,3.0721555555555558,4.796994153058422,2.1623157076746136,7.58819134249716e-23,1.9724642857142853,,1.9063619047619047,4.6982199498999355,1.213778012111416,2.7787215106864114,2.47875,,2.4488,6.496655669177492,1.0683400292823675,-3.047122080514369e-11,2.4570833333333333,,2.3352000000000004,0.43310185043086014,4.28482919194977,3.6629166666666664,,3.4210000000000003,2.8629868738507684,2.0008409427490585,-6.590374858259324e-22,3.3274999999999997,,2.8908,5.9363642845519085,1.3183486276353857,-2.6008041896432666e-09,3.30625,,3.1916,1.3126634983795498,1.6365381416321167,1.533607225292141
1996-11-30,POMKH,3.62,0.7,1.85,3.303333333333333,5.002,3.3,3.62,1.41,9.090588235294117,1.88,2.84,4.52,3.2036111111111114,1.7053333333333334,1.58,1.19,3.6825,3.61,3.06,3.9725,3.5650000000000004,3.43424,5.508124110523564,3.4508999962286477,-4.58596679025037e-22,1.675,2.0225,1.6468,2.329989222489878,0.7331276440545349,1.7801063362500484,2.71625,2.575,2.258,1.814033166290272,1.8505612318812857e-07,2.3091666666666666,2.3091666666666666,2.451173333333333,3.216354941998871,3.340022572929038,1.5493391318614786e-09,6.148125,5.8670833333333325,5.649024,5.978949583376906,5.239787089881494,6.163137623083991,2.6575,2.7325,2.6791199999999997,2.0719715297453276,3.336689239595704,2.383724782178914,3.9725,3.5650000000000004,3.43424,5.508124110523564,3.2465434971103933,-3.230014498354325e-08,2.6125,2.7225,2.21712,2.286133433053097,2.703897357279077,9.274485600490197,9.161358864379086,9.026713294117645,9.1536000123166,7.945177094475986,6.688083726795411,2.68125,2.8600000000000003,2.48264,3.8357895775131556,2.393793994965776,1.3499949617969538,3.145,2.9025,2.7824,5.197574986754007,2.5402292773549204,8.41136463790921e-08,4.100625,4.17375,4.12424,3.200281376533664,4.553127644054535,0.0,3.2277777777777783,3.227777777777778,3.124737777777778,4.469977245370837,3.2291662588869308,-1.4754509434645487e-21,2.015797619047619,1.9724642857142856,1.8259504761904761,4.201560024802504,1.8096466787344092,1.3149036123385698,2.52,2.48,2.10128,3.935904734241418,1.6166893654146315,-4.059105915578866e-11,2.3575000000000004,2.3975,1.8771200000000001,1.2457982185518013,2.1765182320360292,3.662916666666667,3.662916666666667,3.5256,2.8730790204798593,3.719189239595705,5.793570043717444e-22,3.2112499999999997,3.3075,3.17848,5.178120184048211,3.646655891404613,-2.7970068045062474e-09,3.1425,3.3649999999999998,3.13896,1.4034278307872634,3.0931239069829912,1.2349199125651047
1997-02-28,POMRB,3.97,1.13,3.41,2.1900000000000004,6.522,2.7,3.97,3.59,9.90875,2.69,3.47,3.55,3.333333333333333,1.972857142857143,2.33,2.6166666666666667,3.94,3.29,3.18,3.9975,3.9475000000000002,3.648544,4.438554680993763,2.987822012881034,2.4399998505328178,1.5750000000000002,1.7074999999999996,1.44008,1.913196250759418,2.421291510229453,2.308759598325811,2.5400000000000005,2.845,2.7188,2.2685853611022924,2.2194707183337252,2.3091666666666666,2.309166666666666,2.346704,3.164733995868297,2.234495520155144,2.1899999249255373,6.215125,6.086083333333333,5.9982144,6.129003898375509,6.324379962119241,5.801998283286747,2.6525000000000003,2.8099999999999996,2.6874719999999996,2.1780199626190386,2.430812309628827,2.4475355936616525,3.9975,3.9475000000000002,3.648544,4.438554680993763,3.7043726347782977,2.357829130608363,2.6149999999999998,2.72,2.766272,2.991569241362709,2.9017486532035104,9.611796875,9.187574142156864,9.379527976470587,9.159548324385337,10.062252106257862,9.356959593573219,2.4762500000000003,2.85,2.5655840000000003,2.8916361825771353,2.7697590265095173,2.6333744915657267,3.0925,3.115,3.05744,4.755417975644779,3.1349158125864798,2.6199993936912906,3.9924999999999997,4.086250000000001,3.8945440000000002,3.082601582603307,3.9297125628610328,3.9,3.227777777777778,3.227777777777778,3.208176,4.1529643003229255,3.3601712399737917,3.3333330908528285,2.0591309523809525,1.9724642857142853,1.884713142857143,3.6657742622210114,2.1021666767364247,2.0824493871767604,2.52375,2.4775,2.192768,2.7602805907369703,2.3771278502054844,2.3229016933578945,2.2133333333333334,2.5166666666666666,2.1729386666666666,2.20046784370086,2.120292273816874,3.662916666666667,3.6629166666666673,3.69136,3.0035473566224464,3.984495520155144,3.9399996233675307,3.2275,3.3475,3.2230879999999997,4.2129197194918895,3.171864541987744,2.9665986046574013,3.08125,3.2475,3.1553760000000004,1.5583101377153947,3.6865533204273215,3.548369036678007
1997-05-31,PREMON,5.5,3.3800000000000003,3.7,2.5166666666666666,7.248333333333334,3.1,5.5,4.72,10.980625,3.84,4.36,5.45,4.234444444444445,3.4,5.3,4.596666666666667,5.056666666666667,4.11,4.3,3.8875,3.9974999999999996,4.3891264,5.246437197212625,5.486298574118904,5.299999675337677,1.5931250000000001,1.6424999999999996,2.2160480000000002,2.4733907112593427,3.5235664033535277,3.234921413567162,2.545,2.5875000000000004,3.11128,3.5524136601820975,4.505620805015601,2.3091666666666666,2.309166666666666,2.4146890666666665,3.170606334612548,2.5684344096228435,2.516666556757667,6.3477500000000004,6.210166666666666,6.498261973333333,6.398884063521467,7.205579988620611,6.003570586764417,2.7537499999999997,2.5049999999999994,2.8524832,2.415710726641861,4.381983949108676,4.127911399849039,3.8875,3.9974999999999996,4.3891264,5.246437197212625,4.55528945244527,5.121514094660318,2.7191666666666667,2.5050000000000003,3.5477631999999995,4.891919761298855,4.78409326904818,9.738853930995475,9.36139705882353,10.019966785882353,9.297005564954011,10.936918580159226,9.782739556146447,2.48125,2.5125,3.0753504000000005,3.308540782074997,4.760787554999467,4.970070363586582,2.975,3.175,3.5784640000000003,4.809782651839762,4.292821663859916,4.306517366817895,3.8,4.115,4.5167264,3.6761552540628912,5.3216484852896695,5.334999999999999,3.227777777777778,3.227777777777778,3.618683377777778,4.299462794810221,4.261120982257885,4.234444136413377,2.0909642857142856,2.059130952380952,2.490827885714286,3.830914962777215,3.155935276611584,2.6423177821398647,2.48,2.5625,3.4356608,4.591567080187995,4.997295118178759,4.923757435494697,2.3433333333333333,2.1983333333333333,3.1424298666666663,5.9615314343877825,5.514445552280128,3.662916666666667,3.6629166666666673,4.237482666666667,3.494386964961164,5.108434409622845,5.056666183289801,3.33125,3.075,3.5778527999999996,4.072869493649627,5.255628792859515,4.928534423251824,3.17,3.0374999999999996,3.6132256,1.9928502134252544,5.124767770997083,4.85154495998585
1997-08-31,MONSOON,2.9,0.82,1.01,1.2266666666666668,6.108,2.1,2.9,1.18,9.468823529411765,1.35,1.37,1.96,2.1397222222222223,1.1583333333333334,0.73,0.51,1.9725,2.51,1.96,3.74625,3.997499999999999,3.79347584,3.431612925187838,2.924519657051097,2.899999822354578,1.794375,1.5074999999999996,1.6576288000000001,1.926143965397171,1.2159028769975855,1.622043652110624,2.48875,2.4925,2.270768,0.8493959033152232,1.3240619349944494,2.3091666666666666,2.309166666666666,1.9394801066666667,2.6961596185227417,1.285180538007785,1.226666623615737,6.309416666666667,6.220083333333333,6.3421571839999995,6.379591166835262,5.692138321395657,6.33155140435729,2.7575000000000003,2.7999999999999994,2.55148992,2.3246312376010763,0.9181667827549984,1.0762287521698921,3.74625,3.997499999999999,3.79347584,3.431612925187838,2.0512394420802407,2.802337901015738,2.6208333333333336,2.725,2.6006579199999997,0.9130978657899282,1.057043025498868,9.50316742081448,9.862196691176472,9.799509483294118,9.231312483653669,7.7242731542085945,7.650137890557864,2.4962500000000003,2.44,2.38521024,1.8580473560859283,1.5314829365980427,1.1723372074545926,2.84625,3.0100000000000002,2.6950784000000003,3.0765296652540037,1.666684965205191,2.0423286303671087,3.80125,3.8700000000000006,3.4940358399999996,3.066688076480215,2.939506012413415,2.94,3.227777777777778,3.227777777777778,3.0270989155555554,3.3557850518125747,2.1650782251827545,2.1397220665699446,2.148690476190476,2.059130952380952,1.957830064761905,2.7667410773874717,1.2084815576938772,1.6706234871041719,2.4212499999999997,2.4850000000000003,2.35339648,2.1999325161724745,1.0971187009176755,1.0324007526024515,2.4375,2.228333333333333,2.0894579199999996,0.4154710020575676,0.48073587658052563,3.6629166666666664,3.662916666666667,3.3314896000000003,3.036438708634169,2.0310138713411185,1.9724998114447851,3.325,3.38,3.1507116799999997,2.978856264245961,1.2899248912634516,1.2226556548343832,3.2737499999999997,3.125,2.9519353600000002,1.8841590787233309,1.5006129863619784,1.3998929562989502
1997-11-30,POMKH,2.74,1.3849999999999998,2.27,3.303333333333333,6.0233333333333325,2.93,2.74,1.3633333333333333,8.103846153846153,2.21,2.56,3.96,3.2036111111111114,1.96,1.54,2.11,3.6825,3.22,3.42,3.665,3.777499999999999,3.372085504,2.494678827386242,3.7124726320612806,3.6199997782495075,1.86625,1.6787499999999995,1.54857728,1.6790808244512776,0.49810456915331214,0.8195929956036312,2.39,2.5975,2.2704608,1.8259036844858003,1.7622407018922925,2.3091666666666666,2.309166666666666,2.485021397333333,2.9409685976186797,3.3680762400507005,3.303333195068079,5.903312499999999,6.475416666666667,6.2146276437333325,6.346690639711972,5.57482977467175,6.274670195669323,2.7875,2.7074999999999996,2.702893952,2.5031766571848286,3.367499382311326,3.285480274836095,3.665,3.777499999999999,3.372085504,2.494678827386242,3.247151409649014,3.4980907579833005,2.4683333333333337,2.7133333333333334,2.1057280853333333,2.155877257336,1.9300592802846415,9.290078879147813,9.615511170814479,9.121244151514933,9.006499279762878,9.063916534666259,9.633194254202223,2.46125,2.5225,2.315126144,1.7542594391913953,1.9985421689627811,1.7262394315785496,2.6825,2.9400000000000004,2.64104704,2.538818859583992,2.6132440617261956,2.596630626885123,3.84375,3.7300000000000004,3.680421504,3.2235917970815,4.405881755305071,4.52,3.2277777777777783,3.227777777777778,3.097703793777778,3.140902912571917,3.226718478279273,3.2036108780671393,2.1683333333333334,2.1227976190476183,1.9586980388571429,2.305503006233817,1.8049735723704494,1.5569200444588387,2.30875,2.475,2.028037888,1.4602140702833337,1.6210748999655529,1.5684549895333995,2.2758333333333334,2.458333333333333,2.0976747519999996,1.226876433904401,1.278861698603536,3.662916666666667,3.662916666666667,3.4718937600000004,3.1428331209658777,3.7472429067173683,3.6824996479824703,3.3225,3.2824999999999998,3.178427008,2.8150121272212894,3.682183927105065,3.421540243766465,3.2625,3.215,3.139161216,2.140638612096598,2.9969332909474438,3.108683228722144
1998-02-28,POMRB,3.72,2.055,2.54,2.1900000000000004,5.194,3.1,3.72,2.85,9.010000000000002,2.48,2.72,4.12,3.333333333333333,2.18,1.9,2.45,3.94,3.63,3.65,3.34,3.7149999999999985,3.5112513024,3.071076182575018,3.4729532139246047,3.455221118386927,1.8137499999999998,1.9099999999999995,1.7511463680000001,1.7485435603797777,1.3455865156738887,1.6389931222298415,2.4237499999999996,2.38,2.3782764800000002,2.280548956890697,2.8867963921061284,2.3091666666666666,2.309166666666666,2.3670128384,2.7750637287716686,2.2604638090961706,2.190000016521666,6.080958333333333,6.143416666666667,5.806376586239999,6.149297635410397,6.829028842020463,6.211991396013657,2.71625,2.807499999999999,2.8617363712,2.7214807718884435,2.5524750189654855,2.55757290192859,3.34,3.7149999999999985,3.5112513024,3.071076182575018,3.704969790228436,3.153447189040779,2.430833333333333,2.5283333333333333,2.4034368512000004,3.099901960326989,3.2856787015021993,8.78832730015083,9.39082367081448,9.07674649090896,8.922287595574115,10.262670257012521,9.169915554791704,2.50625,2.47,2.3810756864,2.044235786653341,2.632222771739509,2.7380832451831063,2.5562500000000004,2.7525000000000004,2.6726282240000003,2.351583231192705,3.1443425676867407,3.038580603449593,3.6924999999999994,3.8725000000000005,3.8562529024,3.44563838825427,3.410337642905208,3.55,3.227777777777778,3.227777777777778,3.1919556096,3.082635459377765,3.3537187233288366,3.333333320055278,2.1620833333333334,2.1745833333333326,2.047218823314286,2.0936272222650794,2.1280156762927493,2.0744779374767006,2.2975,2.3675,1.9768227328,1.4446204677474654,2.370952206212495,2.3208397132569467,2.18,2.416666666666666,2.2386048512,2.4546208364138318,2.539117991617894,3.662916666666667,3.6629166666666673,3.659136256,3.33296242320353,4.010463809096171,3.9400002454071443,3.18875,3.3674999999999997,3.3590562048,3.102529661665061,3.22498380893711,3.1238263981057326,3.075,3.3324999999999996,3.3434967296,2.451994990193422,3.533739894795769,3.4180652712845503
1998-05-31,PREMON,5.1,3.03,3.78,2.5166666666666666,5.3275000000000015,2.94,5.1,4.24,10.174666666666667,3.77,3.8,5.22,4.234444444444445,3.35,4.83,3.47,5.056666666666667,3.75,3.74,3.1725,3.6149999999999984,4.14675078144,4.970619111096024,5.528612818280735,5.432708184216539,1.7193749999999999,1.8224999999999993,2.2626878208,2.231983587485913,3.515864253012353,3.210615312860898,2.32125,2.3999999999999995,2.9389658880000002,3.564289001271717,3.9990040892415153,2.3091666666666666,2.309166666666666,2.426874369706667,2.720705593384973,2.592355196216963,2.5166666515113,6.375583333333333,5.663208333333333,5.614825951744,6.018903378587519,7.257317840003122,5.961037423267202,2.5825,2.767499999999999,2.89304182272,2.8627291063871603,3.9468390555052872,3.6150001218580683,3.1725,3.6149999999999984,4.14675078144,4.970619111096024,4.555906984261882,5.307551276563166,2.4304166666666664,2.408333333333333,3.1380621107200004,4.6421372356414885,4.397159608146566,7.973756410256411,9.189334087481146,9.515914561212043,8.99250911993053,10.802114329415534,9.888366296794128,2.66875,2.4525,2.93664541184,3.486113777491306,4.267426494294613,3.9824787362011542,2.39,2.6125000000000007,3.1235769344,2.9538109804908106,4.165454004469682,4.16729641167039,3.6050000000000004,3.8150000000000004,4.40175174144,4.048020430140339,5.365019959877387,5.45,3.227777777777778,3.227777777777778,3.608951143537778,3.536660742375945,4.2517929668707195,4.234444427576889,2.208333333333333,2.1620833333333325,2.568331293988572,2.562040132909727,3.2031210355060127,2.970698718524287,2.46875,2.25,3.11809363968,4.543748050065346,5.224876177853198,5.173595845439477,2.3337499999999998,2.135,2.73116291072,5.348788913040439,4.929150465125192,3.662916666666667,3.6629166666666673,4.218148420266667,3.8625943055883383,5.132355196216965,5.056666981626598,3.02375,3.2775,3.5154337228799997,3.459014113722153,4.991328462477156,4.514810034499719,2.75875,3.1925,3.5020980377599997,2.7767310311421096,4.972448601058969,4.688021633259867
