Date,Season,Tamnar,Gharghoda,Raigarh,Pusaur,Sarangarh,Lailunga,Sarai Lengha [baram,Dharmjaigarh,Kharsia,Tamnar_Trend,Tamnar_SMA,Tamnar_EWMA,Tamnar_DES,Tamnar_TES,Tamnar_ARIMA,Gharghoda_Trend,Gharghoda_SMA,Gharghoda_EWMA,Gharghoda_DES,Gharghoda_TES,Gharghoda_ARIMA,Raigarh_Trend,Raigarh_SMA,Raigarh_EWMA,Raigarh_DES,Raigarh_TES,Raigarh_ARIMA,Pusaur_Trend,Pusaur_SMA,Pusaur_EWMA,Pusaur_DES,Pusaur_TES,Pusaur_ARIMA,Sarangarh_Trend,Sarangarh_SMA,Sarangarh_EWMA,Sarangarh_DES,Sarangarh_TES,Sarangarh_ARIMA,Lailunga_Trend,Lailunga_SMA,Lailunga_EWMA,Lailunga_DES,Lailunga_TES,Lailunga_ARIMA,Sarai Lengha [baram_Trend,Sarai Lengha [baram_SMA,Sarai Lengha [baram_EWMA,Sarai Lengha [baram_DES,Sarai Lengha [baram_TES,Sarai Lengha [baram_ARIMA,Dharmjaigarh_Trend,Dharmjaigarh_SMA,Dharmjaigarh_EWMA,Dharmjaigarh_DES,Dharmjaigarh_TES,Dharmjaigarh_ARIMA,Kharsia_Trend,Kharsia_SMA,Kharsia_EWMA,Kharsia_DES,Kharsia_TES,Kharsia_ARIMA
1996-02-29,POMRB,5.99,8.885,6.59,2.88,4.14,6.88,5.0430731292517015,7.32375,5.44,,,5.99,5.574740671379264,5.951831922001153,0.0,,,8.885,6.301026090357798,7.590603619435443,0.0,,,6.59,6.590739861805439,6.277303532027575,0.0,,,2.88,2.320031315159424,2.4003472999525433,0.0,,,4.14,9.179291283429581,3.9899696614803615,0.0,,,6.88,5.081765801475168,6.382607079092517,0.0,,,5.0430731292517015,4.661144021827938,5.085232330780144,0.0,,,7.32375,10.602357479515515,6.795195801857428,0.0,,,5.44,2.3659125669893757,5.555345210686615,0.0
1996-05-31,PREMON,7.82,8.495,16.36,6.65,7.043333333333334,8.906666666666666,7.939972222222222,9.3175,10.575,,,6.7219999999999995,5.838059431560616,8.076897823454662,5.989985068637626,,,8.729,6.302197747803785,9.79449566211137,9.899877026774826e-10,,,10.498000000000001,7.706717739415482,13.168442786204228,6.589902514875343,,,4.388,2.4058348370614255,4.15753587928778,2.879989152314147,,,5.301333333333334,12.518489184407159,7.088167014659947,4.1399836740770475,,,7.690666666666667,5.340156519523343,8.844352928869693,1.9885988770807357e-06,,,6.20183276643991,5.032439390358851,7.902735868201249,3.7910555903636665,,,8.12125,12.306322084935557,8.876153479643355,7.323731968183467,,,7.494,1.6050220208469046,6.758695956853499,5.439878094530206
1996-08-31,MONSOON,4.47,4.68,1.41,1.52,1.84,2.46,1.6127564102564105,3.74875,1.0699999999999998,5.831250000000001,,5.8212,5.695941541126891,4.905463412964399,7.156167487817493,7.2575,,7.109399999999999,6.3033696164544795,4.786294843965748,2.5581166103707575e-09,7.2,,6.862800000000001,6.9947286847853825,3.6218580848943973,11.516050285826754,3.35375,,3.2408,2.401766866379784,1.4228294105234802,4.765755597646289,4.112916666666666,,3.9168000000000003,10.294707413422927,2.012650308121904,5.702331553960118,5.684166666666666,,5.5984,4.075272467051059,3.259196894707399,3.518824051391757e-06,4.467263932496076,,4.366202223966511,4.643604265143398,1.5460369856057081,5.517650449501821,6.618437500000001,,6.37225,10.07148838921898,4.8708752189445335,8.486192822265531,5.1775,,4.9243999999999994,0.8269059405554355,1.8692865427595677,8.021595642207677
1996-11-30,POMKH,4.9,6.92,4.18,1.95,3.223333333333333,4.363333333333333,3.2732539682539685,6.02,4.4,5.9087499999999995,5.795,5.45272,5.606294157088004,4.698149202061469,5.440691100012263,7.296249999999999,7.244999999999999,7.03364,6.304541706917746,5.950306746151396,3.162593303878337e-09,6.762499999999999,7.135,5.78968,6.678628624419478,4.861254704701449,8.053432462510449,2.9112500000000003,3.25,2.72448,2.405192539059031,1.6998983316464769,3.6823712534843116,4.285833333333334,4.0616666666666665,3.6394133333333336,8.246530563781787,2.9862989955683115,4.062782324596631,5.659166666666667,5.6525,5.104373333333333,3.619672078149867,4.784501552551431,1.8987746311632117e-06,4.467263932496076,4.467263932496076,3.9290229216814936,4.487366562276768,3.214502827895247,4.7018195620836645,6.57203125,6.6025,6.23135,8.923759227315829,5.683910954913656,6.1972898392659435,5.09625,5.37125,4.714639999999999,0.6061315163290066,3.446147121874641,5.661913273331231
1997-02-28,POMRB,6.28,8.985,7.11,3.71,4.55,7.133333333333334,5.0430731292517015,7.45125,3.89,6.316249999999999,5.8675,5.783632000000001,5.682913015192848,5.827280300925222,5.786702917274718,7.805624999999999,7.27,7.814183999999999,6.305714018929379,7.67869201468799,8.141021864492147,6.495,7.265,6.317807999999999,6.731810387754097,6.503492056174958,6.6114193723621035,2.3825,3.4575000000000005,3.1186879999999997,2.43903639323126,2.4671321394530996,3.1167311265870463,4.505416666666667,4.164166666666667,4.003648,6.940522661566028,4.048246693311038,4.113454451349629,5.790416666666666,5.715833333333333,5.915957333333333,4.065088285204969,6.208948270882787,6.8799971652619645,4.467263932496076,4.467263932496076,4.374643004709577,4.54970098010618,5.1454451026455486,4.05421643715678,6.7809375,6.6343749999999995,6.71931,8.52296985613513,6.813968639603709,7.150576272310779,5.50875,4.98375,4.384784,0.48989676092093987,6.187546662070461,5.34331459392694
1997-05-31,PREMON,8.15,8.705,12.34,2.28,8.016666666666667,8.453333333333335,7.939972222222222,8.81875,11.475,6.8375,5.949999999999999,6.7301792,5.983023853162685,8.023712785135448,7.473061189423713,7.8775,7.3225,8.1705104,6.306886548437536,9.883806561397659,7.7836781923526885,6.7775,6.26,8.7266848,7.374256399046757,14.016641952986868,13.238808288874715,2.35625,2.3650000000000007,2.7832127999999994,2.447703027335019,4.224341262839028,4.514582401034791,4.682291666666667,4.4075,5.608855466666666,7.881244755871355,7.136713142229862,6.7110772978773685,5.95875,5.602500000000001,6.930907733333333,4.922719101420327,8.783049117869552,8.957370895800068,4.467263932496075,4.467263932496076,5.800774691714635,4.933659539282502,7.935602575025897,6.839709555185897,7.055937500000001,6.509687499999998,7.559086,8.819242486285066,8.905931095272454,8.893247056760302,5.874999999999999,5.208749999999999,7.220870399999999,0.8845950756267857,7.153859308708096,6.362266228071633
1997-08-31,MONSOON,7.4,8.545,3.29,1.66,2.623333333333333,3.963333333333333,1.6127564102564105,5.91875,3.47,7.03125,6.682499999999999,6.99810752,6.1880097473075635,4.933735050284875,5.096336325532947,7.404375,8.28875,8.32030624,6.30805929569211,4.88799222816804,4.288124066105856,6.6187499999999995,6.7299999999999995,6.552010879999999,6.913889152284168,2.722895147848168,3.081270340060744,2.045,2.400000000000001,2.3339276799999995,2.445529506117661,1.4895153820955294,2.4799444531765067,4.640833333333333,4.603333333333333,4.414646613333333,5.326636179561259,2.0634780543329687,2.25602787697819,5.836250000000001,5.9783333333333335,5.743877973333333,4.518436976310327,3.094737845822556,2.3889680417671424,4.467263932496076,4.467263932496076,4.125567379131345,4.556048695698089,1.5639770402491204,2.4826843849355633,6.96453125,7.052187499999998,6.9029516,7.565317756333173,4.847344965960249,4.254949138070353,6.126875,5.808749999999999,5.720522239999999,0.7173218916674737,2.3192869581553035,4.7839193988195845
1997-11-30,POMKH,6.14,3.63,4.56,1.6,3.855,4.206666666666667,3.2732539682539685,6.0500000000000025,4.93,7.05625,6.9925,6.654864512,6.234945071984277,5.67050517479327,6.1146636862299175,7.222499999999999,7.4662500000000005,6.444183744,6.309232252434063,6.438236945149928,6.340559516416332,6.12875,6.824999999999999,5.755206527999999,6.650192991134736,4.6452043705588535,4.968429165291237,1.7387500000000002,2.312500000000001,2.0403566079999997,2.4423449693745525,1.766586276181316,2.5579872634317873,4.261666666666667,4.7612499999999995,4.1907879679999995,4.207304131274258,3.0760999587315583,3.3906222941808815,5.670833333333333,5.939166666666667,5.128993450666667,4.257153756906045,5.05889088118678,4.612340603746901,4.467263932496076,4.467263932496076,3.7846420147803945,4.409759867618289,3.2242952772065037,3.4520103062485132,6.654531250000002,7.059687499999998,6.5617709600000005,6.653553127566867,5.881776638581109,6.488266940934165,5.409375,5.941249999999998,5.404313343999999,0.7195790944138333,4.107963084970749,5.41514963464065
1998-02-28,POMRB,6.59,8.49,5.46,1.57,3.5866666666666664,6.31,5.0430731292517015,6.69,5.375,6.859999999999999,7.07,6.6289187071999995,6.330267104852953,6.918309433498911,6.497385612112887,6.765624999999999,7.342500000000001,7.2625102464,6.310405435763944,7.778888150330488,8.535052596634369,5.5962499999999995,6.4125,5.637123916799999,6.518788946639163,6.628071607630963,6.732827955251151,1.64625,1.777500000000001,1.8522139648,2.4386814109554074,2.5338088687863864,3.038137686218162,3.9004166666666666,4.520416666666666,3.9491394474666666,3.434836450043892,4.164266579002161,4.39624669309089,5.4191666666666665,5.733333333333333,5.6013960704,4.640663278385361,6.36991327526676,7.105085743724408,4.467263932496076,4.467263932496076,4.288014460568917,4.480912676929458,5.1507902404067964,4.578242990742847,6.262187500000001,6.869374999999998,6.613062576000001,6.335353612349558,6.995196889850746,7.316192260935308,4.26875,6.312499999999998,5.3925880064,0.776455801738242,6.835044329593947,5.267863539016368
1998-05-31,PREMON,8.04,7.744999999999999,10.07,1.97,5.946666666666666,7.953333333333332,7.939972222222222,7.1,4.25,6.6125,7.0425,7.193351224319999,6.594408806319809,8.8351551597034,7.9126231560058145,6.6656249999999995,7.102500000000001,7.4555061478399995,6.31157883594074,9.922916916199114,8.216638124485266,4.865000000000001,5.845,7.41027435008,6.926976943312042,13.440904808803197,11.466624064337429,1.52125,1.700000000000001,1.89932837888,2.441987160894557,4.290958599799109,3.574793997994461,3.5081249999999997,4.002916666666666,4.748150335146667,4.417495737462408,7.2671592726829495,7.2692984107564875,4.985833333333333,5.6083333333333325,6.542170975573333,5.499445971763093,8.685014421057557,8.563606011628737,4.467263932496075,4.467263932496076,5.748797565230239,4.872687600266728,7.938520179884346,7.321173244140516,6.0889375,6.439687499999998,6.8078375456,6.390932518639109,8.992299670802725,8.69482772041127,3.58,4.506249999999998,4.93555280384,0.7710441711474001,7.8923293111256205,7.727692197100218
1998-08-31,MONSOON,5.94,5.85,1.3,1.23,1.8033333333333328,2.45,1.6127564102564105,4.49875,1.5699999999999998,6.5375,6.6775,6.6920107345919995,6.596255895257967,5.8635546769864515,6.29395764157002,6.603124999999999,6.428750000000001,6.813303688703999,6.312752450997525,4.8245625419420985,6.369512904103548,3.85,5.3475,4.966164610048001,6.290741955146833,2.373671832147788,3.2117002893985314,1.4537499999999999,1.5925000000000011,1.6315970273279998,2.4324435250167142,1.556122580439487,1.9970018804772454,3.03125,3.797916666666666,3.5702235344213333,2.919288127872984,2.1437088234436956,2.2773222511224365,4.314166666666667,5.229999999999999,4.905302585344,4.746234288415344,2.89093349637283,2.99433997509564,4.467263932496076,4.467263932496076,4.094381103240708,4.5020049531479565,1.565569593797826,2.0881142671600115,5.8892291666666665,6.0846874999999985,5.88420252736,5.27823248547538,4.751623374855267,4.736319986874692,2.6825,4.031249999999998,3.589331682304,0.6142088974864732,2.192737924940632,4.021213467977237
1998-11-30,POMKH,5.62,5.525,0.7,1.03,1.5366666666666664,2.2533333333333334,3.2732539682539685,6.084,1.32,6.5912500000000005,6.547499999999999,6.2632064407552,6.551768694317119,5.580692822261663,5.613807379009228,6.321875,6.902500000000001,6.297982213222399,6.3139262837145855,6.104725654175628,4.992059103093187,4.05875,4.3825,3.2596987660288,5.658242356055896,3.9436431293812104,4.2394317274784505,1.7000000000000002,1.450000000000001,1.3909582163968,2.4195588585937595,1.8331801061547577,2.0576961654907535,2.858333333333333,3.218333333333333,2.756800787319466,1.8843145979725664,3.160956274994853,3.5504452614686866,3.8295833333333333,4.741666666666665,3.8445148845397332,4.013729054701754,4.510508467804541,4.013080766943827,4.467263932496076,4.467263932496076,3.765930249246012,4.361857075678715,3.225164561063815,3.335320433022872,5.829020833333333,6.093187499999997,5.964121516416,5.275268760584314,5.652220563253509,5.990946068800724,2.53328125,3.1287499999999984,2.6815990093824,0.4970276523381774,3.7887758118224912,4.679506146018895
1999-02-28,POMRB,6.51,6.0950000000000015,1.2,1.6,2.09,2.89,5.0430731292517015,5.058333333333334,1.805,6.2725,6.527499999999999,6.36192386445312,6.608033171685604,6.572851156082288,6.338486001111263,5.99,6.303750000000001,6.21678932793344,6.315100335694553,7.6740919738696025,8.497337267380185,4.87875,3.3175,2.43581925961728,5.154258598808809,5.2832402189511365,4.632576238495249,1.9775,1.457500000000001,1.47457492983808,2.4167022218654624,2.600385562342531,2.534608861250382,2.920833333333333,2.8441666666666663,2.49008047239168,1.6198064183729046,4.12085351845972,3.8861817654373247,3.7837500000000004,3.886666666666666,3.46270893072384,3.558115364667906,5.451844300090608,6.1891451176340775,4.467263932496076,4.467263932496076,4.276787401248288,4.438453043911306,5.151264732724608,4.7337961633075345,5.96209375,5.68527083333333,5.601806243182933,4.888502591822433,6.79188691152177,7.069114080047656,2.7678125,2.2362499999999983,2.3309594056294403,0.45362492843763397,6.158397852033129,4.385339207870178
1999-05-31,PREMON,8.55,7.8900000000000015,16.0,3.91,6.06,7.496666666666667,7.939972222222222,8.25,6.62625,5.725,6.654999999999999,7.237154318671871,6.904090031201609,8.489687046592879,7.877982566722457,5.7562500000000005,6.340000000000002,6.886073596760064,6.3162746091163555,9.58307403753803,8.029131023796763,5.34625,4.8,7.861491555770368,6.39188478080541,11.258840058122125,9.574926748295432,2.125,1.942500000000001,2.448744957902848,2.4538622836816257,4.3575343057108205,3.068801785890164,3.138333333333333,2.8724999999999996,3.9180482834350077,4.261387736278236,7.15133989734845,6.5930871663457555,4.075833333333334,3.772499999999999,5.076292025100971,4.471685608416949,7.108609083000877,7.219399813171557,4.467263932496075,4.467263932496076,5.7420613296378615,4.8350526240358995,7.93877917809047,7.50496811755676,5.850291666666666,5.97277083333333,6.66108374590976,6.3031706885890335,8.644481623428316,7.746238304962745,2.8365625,2.830312499999998,4.049075643377664,0.7781286496183106,6.901396991719029,5.902990669686291
1999-08-31,MONSOON,2.88,3.05,1.93,1.51,2.19,2.54,1.6127564102564105,4.413333333333333,1.07,5.47625,5.889999999999999,5.494292591203123,6.508372512327829,5.908873157601514,6.365551803961753,6.235625000000001,5.640000000000002,5.351644158056038,6.317449092440224,4.534479740766107,6.169823629676958,6.3325,4.9575,5.4888949334622215,5.887934903397249,1.7458318429476964,1.3025829450036959,2.54625,2.012500000000001,2.073246974741709,2.449014852083985,1.6227487056331396,1.7556081885873183,3.5375,2.9691666666666663,3.226828970061004,3.78240709992732,2.100931643464189,2.0922748865208582,4.617291666666667,3.794999999999999,4.061775215060582,3.946803439500826,1.6091664504692975,2.15527367610059,4.467263932496076,4.467263932496076,4.090339361885281,4.4686464115117275,1.5657109660988136,1.9362204288776714,5.920416666666667,5.951416666666663,5.761983580879189,5.533436229822268,4.554464587840959,4.890035728448659,3.2771875,2.705312499999998,2.8574453860265985,0.6584854399823614,1.5675603332904897,2.8363803022852947
1999-11-30,POMKH,4.3,6.455,3.81,1.93,2.89,4.5,3.2732539682539685,5.275,2.37,5.470000000000001,5.559999999999999,5.016575554721873,6.282312524484834,4.7217611206293935,4.495062813988418,6.595937500000001,5.872500000000002,5.792986494833623,6.318623800096279,5.557046671247296,5.167456947365016,6.50625,5.734999999999999,4.817336960077332,5.655021038934891,3.0456111838208906,2.106838382293934,3.065,2.237500000000001,2.0159481848450254,2.451497828833544,1.8998119723590257,1.7823740222141011,3.880833333333333,3.3074999999999997,3.0920973820366027,3.642837249528215,3.0297333991203983,2.8124541115117556,4.895833333333334,4.356666666666666,4.237065129036349,4.020057942716817,3.5896962676706456,3.160923236971207,4.467263932496076,4.467263932496076,3.763505204432756,4.332289040527826,3.2252417281136694,3.3006288362185376,6.248809523809523,5.749166666666663,5.567190148527514,5.332931785347644,5.466034965986547,6.014318190988824,3.4245312500000002,2.967812499999998,2.662467231615959,0.6648490795865097,3.177195433394613,3.347190328117723
