Date,Season,Mawkynrew,Mawkynrew_Trend,Mawkynrew_SMA,Mawkynrew_EWMA,Mawkynrew_DES,Mawkynrew_TES,Mawkynrew_ARIMA
1996-02-29,POMRB,2.7675,,,2.7675,1.7877632370566792,2.5910124243232096,0.0
1996-05-31,PREMON,1.7559999999999998,,,2.3629,1.1343495010917897,1.7025480902162333,1.3166894496872241
1996-08-31,MONSOON,1.034,1.6794375000000001,,1.8313399999999997,0.6679483964287647,0.7415492103615287,0.27016310202262594
1996-11-30,POMKH,1.528,1.6829999999999998,1.771375,1.710004,0.9870649417245188,2.0524390955573546,0.5137138764913488
1997-02-28,POMRB,2.032,1.7970625,1.5875,1.8388024,1.3126413361153286,2.647137640996009,0.7096292231149741
1997-05-31,PREMON,2.52,1.7738750000000003,1.7784999999999997,2.11128144,1.6278819719540492,1.75867330053577,0.9430496231220359
1997-08-31,MONSOON,1.1825,1.7043750000000002,1.8156249999999996,1.739768864,0.7638771554903426,0.7976744263621813,1.1355491555682489
1997-11-30,POMKH,1.194,1.6094375,1.7321249999999995,1.5214613183999999,0.7713059819496566,2.10856431229937,0.03397875756523486
1998-02-28,POMRB,1.81,1.5250625,1.6766249999999996,1.63687679104,1.169232686205091,2.7032628546070367,0.8417215614431866
1998-05-31,PREMON,1.9825,1.5126249999999999,1.5422499999999997,1.775126074624,1.2806650830948025,1.8147985119146781,0.703561049362918
1998-08-31,MONSOON,1.045,1.463375,1.5078749999999996,1.4830756447744,0.6750542304333259,0.853799632976894,0.9299669113693464
1998-11-30,POMKH,1.232,1.43875,1.5173749999999997,1.38264538686464,0.7958534085108685,2.164689517360125,0.08367728791064126
1999-02-28,POMRB,1.3779999999999997,1.4728124999999999,1.4093749999999994,1.380787232118784,0.8901672052986822,2.759388059522326,0.8354821929315795
1999-05-31,PREMON,2.2175,1.5087499999999996,1.4681249999999992,1.7154723392712703,1.4324715368286125,1.8709237129124727,0.3947608257154625
1999-08-31,MONSOON,1.0825,1.62575,1.4774999999999991,1.462283403562762,0.699278664539785,0.9099248354102651,1.3263842651397593
1999-11-30,POMKH,1.4820000000000002,1.7536875,1.5399999999999991,1.4701700421376573,0.9573496358872624,2.220814719644017,-0.17747686071238017
2000-02-29,POMRB,2.064,1.8043125000000002,1.7114999999999991,1.7077020252825945,1.333312853219507,2.8155132633621793,1.2076361558434805
2000-05-31,PREMON,2.555,1.7146875,1.7958749999999992,2.046621215169557,1.6504914437867444,1.927048921807446,0.6231992315535908
2000-08-31,MONSOON,1.15,1.576625,1.8127499999999994,1.6879727291017341,0.7428826459314113,0.9660500465634381,1.4058302033180499
2000-11-30,POMKH,0.6975,1.47175,1.6166249999999993,1.2917836374610405,0.45057447438013865,2.2769399308884797,-0.1861758662642169
2001-02-28,POMRB,1.7439999999999998,1.375875,1.536624999999999,1.4726701824766244,1.1265976821777228,2.8716384678601243,0.6430801556570976
2001-05-31,PREMON,2.036,1.4389375,1.406874999999999,1.6980021094859747,1.315225275753351,1.9831741232867632,0.8011763179444062
2001-08-31,MONSOON,0.902,1.58375,1.3448749999999992,1.3796012656915848,0.5826783883740287,1.0221752434270335,0.8986229517320298
2001-11-30,POMKH,1.4499999999999995,1.53325,1.532999999999999,1.4077607594149506,0.9366781187830836,2.333065125311289,0.0024575926864385403
2002-02-28,POMRB,2.15,1.4589999999999999,1.6344999999999992,1.7046564556489703,1.3888675554369863,2.9277636678717553,1.0534258629037623
2002-05-31,PREMON,1.2260000000000002,1.50575,1.431999999999999,1.5131938733893824,0.7919774990538352,2.039299326106348,0.7980143527018171
2002-08-31,MONSOON,1.1179999999999999,1.59775,1.485999999999999,1.3551163240336295,0.7222111288272328,1.078300439295448,0.3114597428709044
2002-11-30,POMKH,1.608,1.74325,1.5254999999999992,1.456269794420178,1.0387437344849648,2.389190322462794,0.5869468436166908
2003-02-28,POMRB,2.728,1.79625,1.669999999999999,1.9649618766521069,1.762246833131209,2.9838888658408673,0.7430551998794345
2003-05-31,PREMON,1.812,1.8446875,1.816499999999999,1.9037771259912641,1.170524656024102,2.0954245282638158,1.444512023753487
2003-08-31,MONSOON,0.9559999999999998,1.76925,1.775999999999999,1.5246662755947584,0.6175615734873297,1.134425645705476,0.26743353336592524
2003-11-30,POMKH,2.1575,1.6280000000000001,1.913374999999999,1.7777997653568551,1.3937124422582783,2.4453155271222373,0.501093301672426
2004-02-29,POMRB,1.5750000000000002,1.63075,1.6251249999999993,1.6966798592141132,1.0174262324712808,3.040014074459936,1.205423647688224
2004-05-31,PREMON,1.835,1.6876041666666668,1.630874999999999,1.7520079155284678,1.1853823089427302,2.1515497271789354,0.26895331641518405
2004-08-31,MONSOON,0.955,1.8383333333333334,1.630624999999999,1.4332047493170808,0.6169155885778241,1.1905508443547461,1.1396655837119054
2004-11-30,POMKH,2.6133333333333333,1.9389583333333336,1.7445833333333325,1.905256182923582,1.688173896841236,2.501440725313044,-0.1343874435402703
2005-02-28,POMRB,2.325,2.1106249999999998,1.9320833333333327,2.0731537097541493,1.5019149146004622,3.096139275858638,1.9996101242146096
2005-05-31,PREMON,1.89,2.1365625,1.9458333333333326,1.9998922258524896,1.2209114789655369,2.2076749341463957,0.2367973104886311
2005-08-31,MONSOON,2.273333333333333,1.9486458333333334,2.2754166666666658,2.1092686688448268,1.4685390276093404,1.2466760513131754,1.203091981961536
2005-11-30,POMKH,1.5025,2.0683333333333334,1.9977083333333323,1.866561201306896,0.9705923265321266,2.5575659424014443,0.7788511334805891
2006-02-28,POMRB,1.9325,2.1533333333333333,1.899583333333332,1.8929367207841377,1.248365837619524,3.152264483581502,0.5266239612290867
2006-05-31,PREMON,3.24,5.014895833333334,2.2370833333333318,2.4317620324704827,2.0929911067980633,2.2638001382687762,1.0231039427942448
2006-08-31,MONSOON,1.6033333333333333,10.343645833333333,2.0695833333333318,2.1003905528156226,1.0357291382406053,1.3028012658196708,1.6133108711882758
2006-11-30,POMKH,25.065,12.554270833333334,7.960208333333331,11.286234331689375,16.19161175675724,2.613691151080353,-0.007260994595010583
2007-02-28,POMRB,21.0,12.350625,12.727083333333331,15.171740599013624,13.565683099617077,3.208389880913046,18.245939450509702
2007-05-31,PREMON,1.8575,9.373229166666668,12.381458333333331,9.846044359408175,1.1999169694066056,2.3199256881779062,2.0042237929746447
2007-08-31,MONSOON,1.356666666666667,4.169791666666667,12.319791666666665,6.450293282311572,0.876386193895897,1.3589268041829752,-0.10677590836907816
2007-11-30,POMKH,1.4925000000000002,1.9993229166666666,6.426666666666665,4.467175969386943,0.9641324774370709,2.669816687013575,1.0649970746218902
2008-02-29,POMRB,2.945,2.086145833333333,1.912916666666665,3.8583055816321656,1.9024255584939185,3.264515227212497,0.3111084593865029
2008-05-31,PREMON,2.54875,2.1520833333333336,2.085729166666665,3.3344833489792993,1.6464540381023345,2.3760508891248033,1.916772706681847
2008-08-31,MONSOON,1.36,2.2460416666666667,2.086562499999998,2.5446900093875797,0.8785394769275822,1.415052010227126,0.45991143082252717
2008-11-30,POMKH,2.016666666666667,2.188072916666667,2.217604166666665,2.3334806722992147,1.3027362341695767,2.7259418926340384,0.6550251505777037
2009-02-28,POMRB,3.1725,2.0708333333333333,2.274479166666665,2.6690884033795292,2.0493871254064366,3.3206404365892714,0.990912971957947
2009-05-31,PREMON,1.8575,1.9904166666666665,2.101666666666665,2.3444530420277174,1.1999169694066056,2.432176099876962,1.5876152864017228
2009-08-31,MONSOON,1.1133333333333333,1.9573958333333332,2.0399999999999983,1.8520051585499637,0.7191965325828735,1.4711772149811542,0.19640431088340538
2009-11-30,POMKH,1.62,2.01830078125,1.9408333333333316,1.7592030951299784,1.0464955533990317,2.7820670949579824,0.6672805227914259
2010-02-28,POMRB,3.305,2.0784765625,1.9739583333333317,2.377521857077987,2.134980125915926,3.376765635279292,0.6933264574031167
2010-05-31,PREMON,2.212239583333333,2.1196223958333333,2.062643229166665,2.3114089475801256,1.4290733870442343,2.488301299179936,1.9006039117490698
2010-08-31,MONSOON,1.24,2.2480598958333333,2.094309895833332,1.8828453685480753,0.8010212877869131,1.5273024166806861,0.2267879069849815
