Date,Season,Ghogha,Mahuva,Gadhada,Botad,Palitana,Bhavnagar,Gariadhar,Umrala,Talaja,Vallabhipur,Sihor,Ghogha_Trend,Ghogha_SMA,Ghogha_EWMA,Ghogha_DES,Ghogha_TES,Ghogha_ARIMA,Mahuva_Trend,Mahuva_SMA,Mahuva_EWMA,Mahuva_DES,Mahuva_TES,Mahuva_ARIMA,Gadhada_Trend,Gadhada_SMA,Gadhada_EWMA,Gadhada_DES,Gadhada_TES,Gadhada_ARIMA,Botad_Trend,Botad_SMA,Botad_EWMA,Botad_DES,Botad_TES,Botad_ARIMA,Palitana_Trend,Palitana_SMA,Palitana_EWMA,Palitana_DES,Palitana_TES,Palitana_ARIMA,Bhavnagar_Trend,Bhavnagar_SMA,Bhavnagar_EWMA,Bhavnagar_DES,Bhavnagar_TES,Bhavnagar_ARIMA,Gariadhar_Trend,Gariadhar_SMA,Gariadhar_EWMA,Gariadhar_DES,Gariadhar_TES,Gariadhar_ARIMA,Umrala_Trend,Umrala_SMA,Umrala_EWMA,Umrala_DES,Umrala_TES,Umrala_ARIMA,Talaja_Trend,Talaja_SMA,Talaja_EWMA,Talaja_DES,Talaja_TES,Talaja_ARIMA,Vallabhipur_Trend,Vallabhipur_SMA,Vallabhipur_EWMA,Vallabhipur_DES,Vallabhipur_TES,Vallabhipur_ARIMA,Sihor_Trend,Sihor_SMA,Sihor_EWMA,Sihor_DES,Sihor_TES,Sihor_ARIMA
1998-08-31,MONSOON,7.192,6.205384615384616,12.645999999999999,16.08,8.592857142857143,5.506666666666668,17.985,15.572500000000002,7.906666666666667,16.733333333333334,13.2725,8.762166666666667,8.119916666666665,8.110136711168,8.417782083066236,6.541254731224149,7.6566719803275864,7.618012820512821,7.672532051282048,7.436148496373258,7.854743184004042,5.948965160099493,5.62109705748959,13.6103125,13.886875000000002,13.849972156671999,14.670311437744937,10.134602520421234,10.830369707353759,15.789166666666667,15.045000000000002,15.551133757440002,16.30154556880238,9.802853996208237,12.477856499195047,11.796357142857143,11.739964285714285,11.650639400886858,10.908123170414944,8.923832476438669,9.610852909757412,7.197708333333334,6.662916666666665,6.454269093546667,6.06223419273833,3.8313887057349723,7.355429494016268,21.327499999999997,21.428749999999997,19.783003788288,19.48052276144539,17.685225245069923,19.92199198795682,14.801875,14.975625,14.9418083697664,14.740981202414222,11.358095531444992,13.475992674253517,10.378729166666666,10.130666666666668,9.949439626410665,10.430535097937481,7.853176611922138,9.544807203552267,16.022395833333334,16.43145833333333,16.288789112661334,14.20599820108132,14.8372284175447,14.330931646739298,14.794791666666665,12.826875000000003,13.204878250496,12.171285261131345,11.393243751053456,11.025139352756364
1998-11-30,POMKH,10.342,7.373076923076924,10.265,15.54,6.794,8.545,23.85,13.992,10.65,14.660000000000002,17.724999999999994,8.683208333333333,8.885916666666665,9.0028820267008,9.054121132263514,8.052113002122896,7.151994300192078,7.544623397435897,7.697339743589741,7.410919867054725,7.795772073024142,6.4592280445033445,7.03746234077016,13.492375,13.66375,12.415983294003201,13.608375160690859,11.898987354994746,13.269298154947354,16.993333333333336,15.434999999999999,15.546680254464,16.1128274625121,15.908156059803524,16.477630835724177,11.924375000000001,11.745464285714284,9.707983640532115,10.268563850136031,9.033512428082263,9.901362178511079,7.4504166666666665,6.996666666666664,7.2905614561280006,6.675102830201701,4.7248742107002455,5.419298520688436,21.168125,21.24125,21.4098022729728,19.63130687521239,18.14243289489366,19.819296565563512,14.92625,14.902125000000002,14.56188502185984,14.535053944760786,13.636412658001193,14.287382768250197,9.828229166666667,10.731291666666667,10.2296637758464,10.426294371519461,9.318490399399401,9.029508770929516,16.417708333333334,15.962083333333332,15.6372734675968,13.853884977607937,14.58999310801875,16.52035012667547,15.035104166666665,14.557291666666666,15.012926950297597,13.047338127608427,9.937934144866528,8.925352977094166
1999-02-28,POMRB,7.418000000000001,7.404615384615385,11.8925,16.30333333333333,12.327142857142857,6.5233333333333325,22.48,15.044,8.342000000000002,16.3975,12.736666666666665,8.955875,8.638416666666664,8.36892921602048,8.709124775212578,8.952021358056324,9.7040505598054,7.756658653846156,7.5386858974358955,7.408398074078988,7.7480154829600405,8.295631669241878,7.59103752603243,14.083625,13.556875,12.206589976401922,13.044181256763448,13.16581442901591,12.643704696262098,18.130208333333336,16.14333333333333,15.849341486011733,16.099042006495843,15.64873206169819,14.249820567267848,13.223434523809525,11.847249999999999,10.755647327176412,10.488375586086898,11.323205896431077,10.894824917976482,8.026666666666666,7.398749999999998,6.9836702070101335,6.511885313002816,8.64337446914482,7.821269064091782,21.095000000000002,21.41375,21.83788136378368,19.66643403325296,22.996309036321303,22.73358153834872,15.213999999999999,14.701625000000002,14.754731013115904,14.563117431893874,16.11209453851211,14.96521139012876,9.814041666666668,10.026166666666667,9.474598265507842,10.161189106281377,11.664412012375777,10.370793700863931,17.282708333333336,16.082708333333336,15.941364080558081,14.002576822861075,16.471737410130064,16.75972370821559,14.936354166666668,15.032291666666667,14.102422836845225,12.886850159386125,13.029029886817641,11.919523941909516
1999-05-31,PREMON,9.96,9.219166666666668,18.908,23.45000000000001,20.292,9.433333333333332,19.375,15.995,11.6225,19.22,16.4175,8.837666666666667,8.727999999999998,9.005357529612288,9.159666135261782,10.267442154898456,9.080917798493912,7.815667249417251,7.550560897435895,8.132705511114061,7.931116409548325,10.175590464147287,9.07208526243407,15.090000000000002,13.427875000000002,14.887153985841154,14.340038072809257,16.660001525386786,14.961798804660091,19.087083333333336,17.843333333333334,18.889604891607043,17.396692340954647,21.00101139492753,15.249709983529936,14.948619047619047,12.0015,14.570188396305848,11.779948331013463,15.722971471458665,15.513090589844936,8.511249999999999,7.5020833333333306,7.963535457539413,7.244134826518188,10.999718326740348,7.24719547626081,21.375,20.9225,20.852728818270208,19.4652695332393,23.21615418725918,19.66307832779326,15.043874999999998,15.150875000000001,15.250838607869541,14.762042766092385,17.730888123155893,14.60050196657254,9.695291666666668,9.630291666666668,10.333758959304705,10.298325560061155,12.828242154765931,12.342630217946965,17.178125,16.752708333333338,17.25281844833485,14.793054606881388,18.71001979713035,17.10349394212511,14.60875,15.037916666666668,15.028453702107134,13.401965988712123,18.749573301970358,8.565021341238602
1999-08-31,MONSOON,9.015,7.854166666666668,17.892,18.375,18.368333333333336,9.703333333333333,19.365,16.077499999999993,9.376666666666667,20.973333333333333,12.46,8.711083333333335,9.183749999999998,9.009214517767374,9.258087784759791,6.7515885275843095,7.993374447650285,7.833385780885782,7.962756410256407,8.021289973335104,7.922323386614852,5.817596339613328,6.242590106210983,15.986875000000001,14.739375000000003,16.089092391504693,15.31901471618552,10.513958567011468,11.714569293560816,19.774791666666665,18.417083333333334,18.683762934964225,17.523309643093498,12.87567905199612,16.16930574783617,15.796226190476194,14.44536904761905,16.089446371116843,12.617784776928502,9.836640368436928,10.35327347018807,8.795572916666668,8.551249999999998,8.659454607856981,7.829063919106887,4.717674403836326,7.482283254435085,21.794999999999998,21.2675,20.257637290962123,19.280304152773148,17.929297894457704,21.84285460462147,14.458874999999999,15.277124999999998,15.581503164721722,14.938491940975696,11.914895902571367,14.458241349330276,9.748291666666667,9.997791666666668,9.95092204224949,10.16523339366439,7.239165482314565,8.563012058219837,15.848854166666667,17.812708333333337,18.74102440233424,15.834907421710048,15.344505512974546,15.556382139920986,14.66625,14.83479166666667,14.00107222126428,13.127781587745991,12.992500226877379,11.040269919114218
1999-11-30,POMKH,7.573333333333334,6.196363636363637,13.070000000000002,20.9,10.82,8.225,24.71,12.126,8.23,9.583333333333334,15.916666666666664,8.625333333333334,8.491583333333331,8.434862043993757,8.872112962881529,8.569940400338156,8.6981909603446,8.286374562937064,7.668578088578085,7.291319438546518,7.7091091132305705,6.752442316631459,7.701034934841087,16.588791666666665,15.440625000000004,14.881455434902817,14.974941902403684,13.275156004340566,13.879237827962289,20.1425,19.757083333333334,19.570257760978535,18.088793947261674,18.71578287402287,18.174544622011023,16.095958333333336,15.451869047619052,13.981667822670104,12.288286448545334,12.640732835675976,12.809516461672846,8.436979166666665,8.471249999999998,8.485672764714188,7.804320184572678,6.788623377371079,8.96195614074673,22.024375000000003,21.4825,22.038582374577274,19.51258566460666,18.554547478908567,19.87147340520325,15.682749999999999,14.810624999999998,14.199301898833033,14.349364220938238,14.176881026608802,14.76033810230723,9.490979166666666,9.39279166666667,9.262553225349693,9.91773585749139,9.111588122698691,9.358926148020183,13.437916666666665,16.54354166666667,15.077947974733878,13.999436614111247,15.944192522089065,17.477290983957747,14.639973958333334,14.382708333333337,14.767309999425233,13.510732474659163,11.078426022412092,8.378971414171657
2000-02-29,POMRB,9.174,8.723076923076924,16.2625,16.445,15.082000000000004,9.117916666666666,24.98,12.23,11.186,10.839999999999998,15.005,8.697958333333332,8.930583333333331,8.730517226396254,8.996052626856429,8.844590114113114,8.07959108603691,9.26637856934732,7.998193473193471,7.864022432358681,7.835531394000573,8.23825409056127,6.871575815644063,15.362020833333332,16.533125000000005,15.433873260941688,15.43750718684553,14.834644121819991,14.281389334999115,19.619374999999998,19.7925,18.32015465658712,17.733098182482887,19.32658653914198,18.17431615591753,14.695916666666669,16.14058333333334,14.421800693602064,12.597090341206508,15.057742924376004,15.33601722128229,7.772395833333333,9.11989583333333,8.738570325495179,8.046533988880455,9.859252170676015,7.076516276887209,22.651875000000004,22.1075,23.215149424746365,19.745584312156165,23.47468096661178,23.018971231478293,17.042854166666668,14.107125,13.41158113929982,13.891334519971078,15.893833836214371,14.78852503903333,8.937833333333334,10.10379166666667,10.031931935209816,10.033690847658185,11.025183985248194,9.345725937338614,10.21875,15.15416666666667,13.382768784840327,12.884115098902,16.38078901849573,15.402778488094675,14.38328125,14.94979166666667,14.86238599965514,13.66331806867851,13.60859588862785,10.703474719815317
2000-05-31,PREMON,7.517999999999999,11.524615384615386,19.353333333333328,26.25,19.935,3.97,18.71,28.6,6.72,5.49,13.938958333333332,9.712291666666665,8.320083333333331,8.245510335837752,8.591361327845636,10.514800887281208,10.380869580456416,10.262926864801866,8.574555652680651,9.328259613261363,8.29358780120125,10.446363738610719,9.640832704996914,14.504333333333332,16.644458333333336,17.001657289898343,16.65127133972052,18.882099677971418,18.124225246717188,18.89875,20.4925,21.492092793952274,19.239347838153893,23.473208144716526,21.228399082730522,13.736437500000001,16.05133333333334,16.627080416161238,13.53357520753481,19.159667978382362,20.177611651194198,7.721354166666666,7.754062499999998,6.831142195297107,6.71897030190609,12.70598536133419,10.28942141663635,22.356875,21.941250000000004,21.41308965484782,19.487777599818617,23.993593035649802,19.766485522985832,17.3395,17.258375,19.486948683579893,16.55307102643309,16.694223617446585,13.788479924826039,9.494166666666667,8.878166666666669,8.707159161125889,9.630464484979383,12.869458174405008,12.260956803494597,9.172916666666666,11.721666666666671,10.225661270904196,10.79740511529044,17.383135854530934,15.606556044808583,14.477656249999999,14.330156250000002,14.493014933126418,13.600748326780693,19.650376822658647,10.090406586648934
2000-08-31,MONSOON,12.038,13.38875,7.6325,11.39,7.525,9.85,25.05,14.353333333333332,9.854,8.95,12.885,9.752,9.075833333333332,9.762506201502653,9.630110630826792,6.487032943292948,6.968356423840978,11.483517628205128,9.958201486013984,10.952455767956817,8.925992549099247,6.573659263376809,7.853156174732993,13.668770833333333,14.07958333333334,13.253994373939006,14.743198475950491,12.372130042214918,14.978377961768611,19.241197916666668,18.74625,17.451255676371364,17.74366612492193,15.459639809500642,19.478561181977565,14.290458333333333,13.340500000000006,12.986248249696743,12.614790326016667,12.119984069594343,14.407968422165647,8.312239583333334,7.790729166666665,8.038685317178263,7.508392463493488,3.873799144343935,4.1024321805147554,21.3725,23.362500000000004,22.867853792908694,19.72812693021217,18.49335142866833,21.786190161494485,18.452083333333334,16.827333333333335,17.433502543481268,16.070109812362276,15.179275853144654,18.01824079487045,9.930723958333333,8.997500000000002,9.165895496675533,9.628916266029307,6.314633032929426,7.938928700529351,10.06,8.71583333333334,9.715396762542518,10.005239553021182,11.20647673911902,11.748035440482784,14.306406250000002,14.436406250000003,13.84980895987585,13.364659633518826,13.25048431166422,9.373525956527269
2000-11-30,POMKH,12.665,8.634166666666667,16.468,22.12,13.9875,7.67,16.665,16.223333333333333,12.203333333333333,13.24,16.246666666666666,8.942166666666667,10.348749999999999,10.923503720901591,10.78937509103581,8.931213863248578,10.097999746405321,12.464083867521367,10.567652243589741,10.025140127440757,8.890655878267534,8.648228286228614,8.596143423117748,12.948041666666665,14.92908333333334,14.539596624363405,15.174983894340764,12.651319804814607,13.254099412919473,19.378645833333337,19.051250000000003,19.318753405822818,18.491563505724177,18.037221361711797,16.767217537827896,14.370416666666667,14.132375000000005,13.386748949818045,12.72461809105739,10.933327735370668,10.698057053983366,10.355,7.651979166666665,7.891211190306958,7.421316177536139,6.297072198766638,10.811639007882613,22.01125,21.35125,20.386712275745218,19.318115387495464,19.87616156550436,21.97345872009631,17.86,17.851666666666667,16.949434859422094,16.025275318370348,15.868435259029566,16.023695849933695,10.185614583333333,9.990833333333335,10.380870631338654,9.893584831973694,8.460908323436664,8.571653889145345,11.545416666666668,9.630000000000006,11.125238057525511,10.403023135220499,9.999265604639929,10.698426966495386,14.598203125,14.518906250000002,14.808552042592176,13.762033418701533,11.368179894081202,8.664771000931122
2001-02-28,POMRB,4.4,16.049999999999994,6.18,17.964583333333334,16.346666666666668,14.4,25.15,17.033333333333335,10.705125,14.28,13.305,7.894645833333332,9.155249999999999,8.314102232540955,9.227591572533909,10.107451333492444,10.17669831443656,11.646961805555554,12.39938301282051,12.435084076464452,9.779004229198149,10.26331633866606,8.83655303370799,12.991375,12.40845833333334,11.195757974618042,12.991170462611695,15.034582385412156,14.918044808011867,19.046145833333334,19.43114583333334,18.777085376827024,18.339188797742175,19.29533661807888,15.75171855065614,14.552083333333332,14.44854166666667,14.570716036557494,13.145416819683666,14.832397726601258,14.999410969943765,11.98,8.972499999999998,10.494726714184175,9.315675999000026,9.345132994603468,6.219910732084487,21.991249999999997,21.39375,22.292027365447133,19.580275562673844,23.41065718564693,21.82282252039782,16.075833333333335,19.0525,16.982994248986593,16.1390177639927,18.34389982214508,16.974923250575863,10.60553125,9.870614583333335,10.510572378803193,9.957888025499617,11.277799113489914,10.03835626311597,13.262083333333331,10.490000000000007,12.387142834515306,10.966389075385385,12.570582475094108,13.43709618403425,14.944791666666667,14.093906250000002,14.207131225555305,13.570049460019705,13.906005383524704,10.925389693063844
2001-05-31,PREMON,5.8133333333333335,12.042222222222225,23.67,25.83,19.31,15.03,23.65,19.06,9.24,13.933333333333332,17.973333333333333,6.847916666666667,8.729083333333332,7.313794672857906,8.209672998036366,10.6296028969352,7.8293622859990055,10.68503472222222,12.52878472222222,12.277939334767561,10.0604852076235,13.735970752561148,13.226271280775356,11.466625,13.487625000000008,16.185454784770826,15.449516488618562,16.975932759772814,16.43570830334349,17.829270833333332,19.32614583333334,21.598251226096217,19.655685122641096,23.970712406835847,24.812164699033197,14.227187500000001,14.29229166666667,16.466429621934495,13.915830633348728,19.387313514405722,20.340668737687537,13.03875,11.737499999999999,12.308836028510505,10.809017006030892,14.253507058642443,13.42032751417163,20.145625,22.628749999999997,22.835216419268278,19.70762485139034,23.964189258220962,21.377369910151366,15.228749999999998,16.667499999999997,17.813796549391956,16.6066437613717,19.886245064491597,19.253685707616764,10.772531250000002,10.500614583333336,10.002343427281916,9.84882030121781,12.978786963870089,11.26802171142695,13.376666666666665,12.60083333333334,13.005619034042518,11.335241078188712,15.189244415194278,13.168433430657387,14.222916666666668,15.102500000000003,15.713612068666515,14.232798293657616,19.56783885034255,8.947208239611065
