Date,Season,Ghogha,Mahuva,Gadhada,Botad,Palitana,Bhavnagar,Gariadhar,Umrala,Talaja,Vallabhipur,Sihor,Ghogha_Trend,Ghogha_SMA,Ghogha_EWMA,Ghogha_DES,Ghogha_TES,Ghogha_ARIMA,Mahuva_Trend,Mahuva_SMA,Mahuva_EWMA,Mahuva_DES,Mahuva_TES,Mahuva_ARIMA,Gadhada_Trend,Gadhada_SMA,Gadhada_EWMA,Gadhada_DES,Gadhada_TES,Gadhada_ARIMA,Botad_Trend,Botad_SMA,Botad_EWMA,Botad_DES,Botad_TES,Botad_ARIMA,Palitana_Trend,Palitana_SMA,Palitana_EWMA,Palitana_DES,Palitana_TES,Palitana_ARIMA,Bhavnagar_Trend,Bhavnagar_SMA,Bhavnagar_EWMA,Bhavnagar_DES,Bhavnagar_TES,Bhavnagar_ARIMA,Gariadhar_Trend,Gariadhar_SMA,Gariadhar_EWMA,Gariadhar_DES,Gariadhar_TES,Gariadhar_ARIMA,Umrala_Trend,Umrala_SMA,Umrala_EWMA,Umrala_DES,Umrala_TES,Umrala_ARIMA,Talaja_Trend,Talaja_SMA,Talaja_EWMA,Talaja_DES,Talaja_TES,Talaja_ARIMA,Vallabhipur_Trend,Vallabhipur_SMA,Vallabhipur_EWMA,Vallabhipur_DES,Vallabhipur_TES,Vallabhipur_ARIMA,Sihor_Trend,Sihor_SMA,Sihor_EWMA,Sihor_DES,Sihor_TES,Sihor_ARIMA
1996-02-29,POMRB,7.639999999999999,7.414999999999999,13.6525,23.0,11.988333333333335,5.1000000000000005,23.5,16.152,10.675,18.22,11.876666666666665,,,7.639999999999999,7.207633475335206,8.467095965232849,0.0,,,7.414999999999999,8.070418460268202,8.245248128737696,0.0,,,13.6525,15.882645348803834,13.174975127449837,0.0,,,23.0,20.578764664847235,20.87568980968584,0.0,,,11.988333333333335,11.85373919277986,11.43448025425766,0.0,,,5.1000000000000005,5.641567445530311,5.554944646362234,0.0,,,23.5,21.845358978048342,22.431809840997026,0.0,,,16.152,16.09177504685229,16.652542352776003,0.0,,,10.675,10.896312729430344,11.772415663829793,0.0,,,18.22,16.840892496051165,17.8632763313642,0.0,,,11.876666666666665,12.721966623998886,10.944951740194792,0.0
1996-05-31,PREMON,9.5,10.465833333333334,14.8825,23.3,14.291666666666664,7.4875000000000025,23.145,17.538,13.135000000000002,19.92333333333333,13.583333333333336,,,8.383999999999999,7.693965219789383,9.916458612975031,7.639981938951352,,,8.635333333333332,8.368126567277628,10.139700712888123,2.834451758499557,,,14.1445,16.973954274738215,17.027778695029504,13.652334038595761,,,23.119999999999997,21.014976019007094,26.72906411015877,17.05280558885139,,,12.909666666666666,12.116013754408451,15.697412135085417,11.988167060510825,,,6.0550000000000015,6.076988923331871,8.503543687450883,5.099953127236473,,,23.358,21.743897759853393,22.886055818710147,23.499396187669763,,,16.706400000000002,16.286392384914024,18.45027797056327,16.15183284508116,,,11.659000000000002,11.11942843054517,13.370895937548866,8.963961987246762,,,18.90133333333333,16.883559549785218,20.207141883382,18.219849260926303,,,12.559333333333333,12.769858940628929,16.898339443245565,7.986697471560622
1996-08-31,MONSOON,7.936,7.168333333333332,12.55,22.98,9.794,4.0625,14.83,17.698,12.745,18.8375,13.133333333333333,8.0568125,,8.204799999999999,7.688605381139588,6.379322568710638,8.967344323018922,8.293453525641025,,8.048533333333332,8.220180750005634,6.087608621159943,4.331115494883149,13.684687500000003,,13.506700000000002,17.17452800050176,9.98188070472164,14.279540459369043,22.365000000000002,,23.064,21.311374011874058,16.599618847070165,19.938464351089475,11.086291666666666,,11.6634,11.717074793827095,7.994640960846312,13.208701236291441,5.428750000000001,,5.258000000000001,5.383457525939509,2.417249676463798,7.078788626566173,20.91375,,19.9468,21.02613772105037,18.205742243243968,23.28752709418621,16.59425,,17.10304,16.473709517842927,12.893959624780495,16.889506130767437,11.6715625,,12.0934,11.27249295107242,7.971277457223012,10.871694238074552,18.31802083333333,,18.875799999999998,16.69025301850934,16.670982279114952,19.245308267688557,12.502916666666668,,12.788933333333333,12.729962972175603,10.954292774719601,9.13437894937119
1996-11-30,POMKH,6.29,7.81923076923077,14.310000000000002,22.53,9.673333333333334,4.915,23.25,14.696000000000002,10.3225,15.26,11.45,8.5543125,7.8415,7.438879999999999,7.200418796717213,8.062506576153023,7.794728531740443,8.257155448717947,8.217099358974359,7.9568123076923065,8.171250053980016,6.79447623203848,4.359055989949375,13.4034375,13.84875,13.828020000000002,17.609573103039267,11.75788361147815,13.665693447038075,20.823750000000004,22.9525,22.8504,21.470178266288627,22.740118774009865,20.50909354275773,10.788666666666666,11.436833333333333,10.867373333333333,11.359235409113811,8.75198134645724,11.854798125305066,5.6773958333333345,5.39125,5.120800000000001,5.1513180282918425,3.300054704947244,3.908120949139638,20.35,21.18125,21.268079999999998,21.001596445344042,18.1192170683301,19.68762619487483,16.3635,16.521,16.140224,16.0692978167404,15.358181502661104,17.21372185030312,11.761624999999999,11.719375,11.38504,11.133475108761822,10.358682497648358,11.446764906694725,18.499791666666667,18.060208333333332,17.429479999999998,15.739461991169168,16.49581440793789,18.862596571869847,12.454583333333334,12.510833333333334,12.253359999999999,12.401904135459146,9.556008174901791,8.831767622214105
1997-02-28,POMRB,9.3625,8.025833333333333,12.34,18.3,9.184,5.4,21.36,16.738,10.2925,20.2825,11.813333333333333,8.666,8.272124999999999,8.208328,7.723535662393248,8.188615148316941,7.349073100670194,7.963802447552448,8.369807692307692,7.984420717948717,8.153992074661971,8.657331922313624,7.089873777430175,12.53875,13.520624999999999,13.232812000000001,17.301277762931093,13.882131324430143,13.749809367658301,18.220000000000002,21.7775,21.03024,20.82471943503813,22.534577342405672,22.14111577113196,10.236083333333333,10.735749999999998,10.194023999999999,10.985456093031678,12.002635143336791,11.269145268331258,5.9269791666666665,5.4662500000000005,5.232480000000001,5.13160048683345,6.4341982690313095,5.655553464020174,19.56,20.64625,21.304848,20.837095045999245,22.887767393535473,22.436036996095915,15.18575,16.6675,16.379334399999998,16.119968228209853,17.512973725955394,16.18626131080952,11.135124999999999,11.623750000000001,10.948024,11.007190131814859,12.437427245138691,10.810479823090771,17.1253125,18.575833333333332,18.570687999999997,16.192977437098058,18.093738112237478,17.49279610680408,11.957083333333333,12.495000000000001,12.077349333333332,12.197875434944464,11.526122687149709,7.699777102107982
1997-05-31,PREMON,11.7575,9.564615384615383,13.945000000000002,15.670000000000002,14.714999999999998,9.176666666666668,20.775,15.106,14.238,19.315,13.26,8.619,8.8365,9.6279968,8.985478616987569,10.01872014678587,9.360704340619204,7.714928613053614,8.144503205128203,8.616498584615384,8.329627821349316,10.599188181952618,9.916282029582046,11.397187500000001,13.28625,13.517687200000001,17.250762944737467,17.32125787563926,14.092660662441835,15.50125,19.87,18.886144,19.817753588040425,26.219898840438063,20.160299443936932,9.267916666666668,10.84158333333333,12.0024144,11.432230720225856,15.240269205365752,11.829443241934069,6.252291666666667,5.888541666666667,6.8101546666666675,6.214817888392,9.176763628134117,5.61304095725647,19.235,20.053749999999997,21.0929088,20.64249386221564,22.957983768440663,20.799414077808763,14.26075,16.0595,15.870000639999999,15.858664399697076,19.22418459921832,16.846515898183732,10.111375,11.8995,12.2640144,11.342343962989792,13.831277499270229,12.226692693906282,15.9865625,18.42375,18.868412799999998,16.3405587263472,20.8530390649318,19.401392476131132,11.419166666666666,12.414166666666667,12.550409599999998,12.285264494276845,17.356912710791697,7.944107729219996
1997-08-31,MONSOON,6.572,5.722727272727273,6.57,9.78,4.95,4.37,10.88,10.708,6.63,8.450000000000001,9.476666666666668,8.623187499999998,8.4955,8.40559808,8.502407531761142,6.8922717445961155,9.123765147644704,7.648430215617715,7.783101689976687,7.458990059860139,8.007245558147883,6.222554769833393,6.51644698238524,11.000625,11.791250000000002,10.73861232,15.167334304518352,10.023224004279113,12.928758035739374,13.82875,16.57,15.243686400000001,17.919531085566156,13.662616064378907,18.054716679624484,9.24725,9.63058333333333,9.18144864,10.461204550540582,7.805178844958132,10.241495442146993,6.4785416666666675,5.965416666666667,5.8340928000000005,5.568104001213632,3.4518298857135514,7.322524721201823,19.4575,19.066249999999997,17.00774528,19.72070962262528,17.91642675902263,20.064489845652833,14.098,14.312,13.805200383999999,14.832157721533536,12.657084400036055,16.3605684670668,9.960749999999999,10.370750000000001,10.010408640000001,10.777084841078326,8.55719369174481,12.256683481069794,15.600312499999998,15.826875,14.701047679999999,13.966070656986538,17.03725565386253,18.677356932296096,11.21625,11.5,11.320912426666666,11.69248233889248,11.264131677399511,8.916947106895357
1997-11-30,POMKH,7.278,7.273846153846155,11.1575,13.98,6.772,7.210000000000001,24.6,14.286,8.247499999999999,16.537499999999998,10.803333333333333,8.234395833333332,8.7425,7.9545588480000005,8.23752713363384,8.218686760043475,6.520612364845725,7.600986305361305,7.646755536130533,7.384932497454545,7.917082557169368,6.552445487518835,6.810490440436432,11.683,11.003125,10.906167392,14.311159360542979,10.56590247966592,12.630965059512679,13.347500000000002,14.432500000000001,14.738211840000002,17.14389607003175,16.30396307126239,15.061648104916102,10.209249999999999,8.905249999999997,8.217669183999998,9.883369980714878,7.147454973744952,8.531297231323244,6.398333333333333,6.5391666666666675,6.38445568,5.9455783841348575,4.076021058800632,4.118318868926568,19.581875,19.403749999999995,20.044647168000004,19.907615359409807,17.288362983310066,18.991777281033222,13.873,14.209499999999998,13.9975202304,14.663391533522063,12.99213136197866,13.555152283531054,9.9405,9.852000000000002,9.305245184,10.460576717428646,9.635583495684665,9.905239081134777,14.7075,16.14625,15.435628607999998,14.030173359290902,14.433702567209416,14.037928822339047,11.486041666666667,11.338333333333335,11.113880789333333,11.441451511940581,9.111337925297374,6.372770393389519
1998-02-28,POMRB,8.408,8.039230769230768,12.32,13.47,11.92,4.915,21.79,15.845999999999998,11.1625,15.915,10.836666666666668,8.042416666666666,8.503875,8.1359353088,8.32820111887432,8.503472812236865,8.69990542484527,7.612199883449884,7.650104895104892,7.646651806165034,7.932969500419531,8.342948363944775,7.348787676889954,13.127375,10.998125000000002,11.4717004352,13.794735759500792,12.288586007018981,11.540207982977078,14.257500000000002,13.225000000000001,14.230927104000003,16.419253651922343,15.377709718115362,12.915871032565,11.284607142857142,9.589249999999998,9.6986015104,10.102594740858006,10.003855845057013,7.984797249171332,6.520833333333334,6.417916666666667,5.796673408,5.540149357888018,7.750466975650067,7.340913560440564,20.540625,19.511249999999993,20.7427883008,19.86760861664657,22.37953511994242,21.889723784162655,14.3675625,13.9865,14.73691213824,14.81567770450877,15.763641479945683,14.296677637034033,9.971083333333333,10.069500000000001,10.048147110399999,10.510885506878246,11.450236148494692,9.75497720926753,15.396041666666665,15.054375,15.627377164799999,13.955071785156933,16.773970338619893,17.974927929162256,12.352395833333336,11.094166666666668,11.002995140266666,11.242376136647481,11.043028655519134,7.264913417156323
1998-05-31,PREMON,9.601666666666663,9.171666666666667,19.424,16.650000000000002,19.675,9.02,21.34,14.198000000000002,13.206,16.54,16.395,8.502916666666666,7.9649166666666655,8.722227851946666,8.774724602574192,10.092250990379616,9.67030564412516,7.6849358974358974,7.551867715617713,8.256657750365687,8.087271537130922,10.362983541142292,9.25970019144772,13.7753125,12.367875000000002,14.652620261120001,15.144032116039913,16.050014706981635,12.635079525565255,15.239999999999998,13.470000000000002,15.198556262400004,16.41191231230677,19.856373109331543,13.263962794193912,11.742714285714285,10.82925,13.689160906240001,11.364587557593344,14.680949014684355,12.264419618228768,6.829791666666667,6.378749999999998,7.0860040448,6.451919440319788,9.852342299599556,5.656764473849176,21.335,19.652499999999996,20.98167298048,19.797156738121608,22.58854766544274,18.81093775617371,14.938875000000001,13.759500000000001,14.521347282944001,14.633736310447334,17.745158377986467,14.758461348988002,10.430979166666667,9.811500000000002,11.311288266239998,10.78676179455596,13.206886258271421,12.491353770294829,16.196770833333332,14.360624999999999,15.992426298879998,14.061014610374448,18.836506102732752,17.447379995506342,13.692083333333333,11.87791666666667,13.15979708416,12.055565397199423,16.779931234925623,7.287329071019812
