Date,Season,Barnala,Mahal Kalan,Sehna,Barnala_Trend,Barnala_SMA,Barnala_EWMA,Barnala_DES,Barnala_TES,Barnala_ARIMA,Mahal Kalan_Trend,Mahal Kalan_SMA,Mahal Kalan_EWMA,Mahal Kalan_DES,Mahal Kalan_TES,Mahal Kalan_ARIMA,Sehna_Trend,Sehna_SMA,Sehna_EWMA,Sehna_DES,Sehna_TES,Sehna_ARIMA
1996-02-29,POMRB,8.458333333333334,12.733333333333334,10.096,,,8.458333333333334,8.531216626854965,7.335881609205401,0.0,,,12.733333333333334,12.89973608733434,12.796322947931248,0.0,,,10.096,10.252708289375402,9.976963253236953,0.0
1996-05-31,PREMON,7.398571428571428,13.15,9.05,,,8.03442857142857,8.39742419245111,8.017180110698911,8.458307315674688,,,12.900000000000002,13.205474930692413,12.46172032232009,12.733323263341093,,,9.6776,10.17667019030522,10.422546602191185,10.095928741401975
1996-08-31,MONSOON,8.333333333333334,13.115,7.555,8.261934523809524,,8.153990476190476,8.482825173680432,10.033435847035266,7.898086195679545,12.874791666666667,,12.986,13.305713624184163,14.426402505538643,13.074310676960481,9.161999999999999,,8.82856,9.9116914882024,9.6768177089838,9.580088046083073
1996-11-30,POMKH,9.346666666666666,13.07,10.282,8.48450892857143,8.38422619047619,8.631060952380953,8.780747877451235,8.355431178095854,8.069563285998116,12.811666666666667,13.017083333333334,13.0196,13.318003808481855,13.608726527135886,13.0135083147025,11.9385625,9.245750000000001,9.409935999999998,10.041639823949124,10.923606902389038,8.860709441937367
1997-02-28,POMRB,7.48,11.595,9.425999999999998,9.261458333333334,8.139642857142855,8.170636571428572,8.605219858588097,8.541141669268317,8.569071875059194,12.940208333333334,12.7325,12.449760000000001,12.417710855354645,12.861908768295482,13.024783309500743,14.99075,9.07825,9.416361599999998,10.041795168498224,10.825547348960532,9.176156155155805
1997-05-31,PREMON,10.1575,13.783333333333333,31.9325,9.974375,8.829374999999997,8.965381942857142,9.054236608154845,8.65359815880794,7.708963288163702,13.149583333333332,12.890833333333335,12.983189333333334,13.402243233393447,11.701159957257353,12.043248236808822,15.009458333333335,14.798875000000002,18.42281696,13.028932021688464,11.26872688938494,9.306475283143506
1997-08-31,MONSOON,11.79,13.51,9.090000000000002,10.451875,9.693541666666663,10.095229165714287,9.818069092854063,11.222783373737858,8.909996081702827,13.317083333333334,12.989583333333334,13.1939136,13.626454733441376,14.622351519260523,13.61161109247174,15.069708333333335,15.182625000000003,14.689690176,12.61238213227249,10.521790733357099,14.678472195859797
1997-11-30,POMKH,11.593333333333335,14.35,8.896666666666668,10.546854166666666,10.25520833333333,10.694470832761905,10.4357377390619,10.135431884654004,10.262466384476022,13.129791666666666,13.309583333333334,13.65634816,14.231211205467694,13.941267115558379,13.196052493102394,12.489062500000001,14.836291666666671,12.372480772266666,12.222061136575538,11.770965398593589,14.447469558402991
1998-02-28,POMRB,9.053333333333333,11.655,11.293333333333335,10.613083333333336,10.648541666666663,10.038015832990476,10.375128550576157,10.442712263542214,10.058182585512155,13.032499999999999,13.324583333333333,12.855808896,12.818088932326107,13.844609275108457,13.704636779900916,9.750000000000002,15.303125000000005,11.940821796693333,12.19843951662135,11.671684346214603,12.858755946146216
1998-05-31,PREMON,9.344,12.225,9.42,10.357458333333334,10.445166666666664,9.760409499794285,10.365373193523178,10.469660551569255,10.267186441498936,12.926874999999999,12.934999999999999,12.603485337599999,12.605311494916094,12.050690452902192,12.480903732089372,9.938541666666666,9.675000000000004,10.932493078016,11.929136670886024,12.150420497604685,12.263235255120371
1998-08-31,MONSOON,13.133333333333335,14.29,9.69,9.876937499999999,10.780999999999997,11.109579033209904,11.213643388919866,12.353825576120688,10.80832578337835,12.814583333333333,13.13,13.278091202559999,13.787862794999501,13.662679133814486,12.600518093112672,10.121802083333334,9.825000000000003,10.4354958468096,11.72921320910631,11.367875523936052,11.565451485619686
1998-11-30,POMKH,8.205,12.725,9.805,9.383458333333333,9.933916666666663,9.947747419925943,10.805597663523562,11.32177747566999,11.771322320198585,13.132708333333333,12.72375,13.056854721535998,13.298230771400787,14.175382286945027,14.097081045005075,10.337354166666668,10.052083333333336,10.18329750808576,11.569455709793955,12.614725482925605,11.013783728775245
1999-02-28,POMRB,8.5975,12.381666666666666,11.851083333333333,8.715541666666667,9.81995833333333,9.407648451955566,10.512116700920275,10.437320614814896,9.466228432887256,13.3725,12.905416666666667,12.786779499588265,12.892604771244095,12.802973577019497,11.878039369108318,10.484854166666667,10.191520833333335,10.85041183818479,11.701148973056657,12.519466827353579,10.662106370175579
1999-05-31,PREMON,5.852,14.043333333333333,10.586666666666668,8.681,8.94695833333333,7.985389071173341,9.61269649361962,10.346925557275652,9.656314555578794,13.4575,13.360000000000001,13.289401033086293,13.750861405528584,12.222488604440933,13.058117668492507,10.754958333333333,10.483187500000001,10.744913769577542,11.648627949956992,12.994412449416428,10.875627609477382
1999-08-31,MONSOON,11.282,14.39,9.703333333333333,8.9506875,8.484124999999997,9.304033442704004,10.052366664700136,11.353372463410077,10.064681921685926,13.719166666666666,13.385000000000003,13.729640619851775,14.3052861521141,14.964352788559285,14.098382461999677,11.311385416666667,10.486520833333335,10.328281595079858,11.485415637679678,12.213563729862907,10.870741743671253
1999-11-30,POMKH,9.78,13.305,11.9525,9.521166666666666,8.877874999999998,9.494420065622402,10.08782139135979,10.09966385688564,9.326340119387645,13.794687499999998,13.530000000000003,13.559784371911064,13.860159629404482,14.652450649098888,13.950238065263157,11.865625,11.023395833333336,10.977968957047915,11.641037099138208,13.458589623587416,10.592250437617567
2000-02-29,POMRB,9.18,13.895,14.155,10.149000000000001,9.023499999999999,9.36865203937344,9.97307256242296,9.943875503355327,8.629875004649202,13.674791666666666,13.908333333333337,13.693870623146639,14.04502464666536,13.35067507072807,12.82345120442527,12.476208333333334,11.599375000000002,12.248781374228749,12.069583313823134,13.366781906156673,10.842001057163705
2000-05-31,PREMON,9.833333333333334,13.134166666666665,12.716666666666667,10.457916666666666,10.018833333333333,9.554524556957396,10.01349887583775,10.133771998170163,8.552754084224707,13.632291666666665,13.681041666666669,13.469989040554651,13.651709028881534,13.432820191190732,14.221492228054679,12.981062500000002,12.131875000000003,12.435935491203916,12.253855993653985,13.838924438892974,11.65089697062028
2000-08-31,MONSOON,12.323333333333332,14.34,12.458000000000002,11.047083333333333,10.279166666666665,10.66204806750777,10.611842121435075,12.232913345599314,11.356260848164343,13.596041666666666,13.66854166666667,13.81799342433279,14.235128339133794,14.72025498800826,13.663070848387942,12.938458333333333,12.82054166666667,12.444761294722351,12.380845206260009,13.057910572173274,12.042609624974432
2000-11-30,POMKH,11.21,13.015,13.236666666666665,11.584583333333333,10.636666666666665,10.881228840504663,10.874240234171829,11.021352853144595,10.472556386132798,13.7096875,13.59604166666667,13.496796054599674,13.654260372178598,14.541545477826514,13.850495674394573,12.870333333333333,13.141583333333337,12.761523443500076,12.595358500922474,14.304554730551237,12.176787105117228
2001-02-28,POMRB,12.463333333333333,13.895,12.53,11.881250000000001,11.457499999999998,11.51407063763613,11.380913131121346,10.997983225068628,9.951148330153199,13.829583333333334,13.596041666666672,13.656077632759803,13.96305410172369,13.116872519567572,13.153748313807055,13.137145833333333,12.735333333333337,12.668914066100045,12.689364074874568,14.216444456895683,12.431021893480285
2001-05-31,PREMON,10.85,14.043333333333333,13.796666666666667,12.293645833333334,11.711666666666664,11.248442382581679,11.442032815935638,11.76860925764655,10.656323113993178,13.872083333333332,13.82333333333334,13.810979912989215,14.177017945061863,13.359456225284031,14.022727327563697,13.315,13.005333333333336,13.120015106326694,12.93976835942828,14.685508095778864,12.50250296917845
2001-08-31,MONSOON,13.68,14.39,13.5125,12.381875,12.050833333333332,12.221065429549007,12.13087333241372,13.706712655059144,13.096605321970639,13.908333333333333,13.83583333333334,14.042587947793528,14.474943314780186,15.321117303547492,14.222447517701674,13.57104166666667,13.268958333333337,13.277009063796015,13.121267199378769,13.90533603102641,12.79358651022132
