Date,Season,Meham,Sampla,Rohtak,Lakhan Majra,Kalanaur,Meham_Trend,Meham_SMA,Meham_EWMA,Meham_DES,Meham_TES,Meham_ARIMA,Sampla_Trend,Sampla_SMA,Sampla_EWMA,Sampla_DES,Sampla_TES,Sampla_ARIMA,Rohtak_Trend,Rohtak_SMA,Rohtak_EWMA,Rohtak_DES,Rohtak_TES,Rohtak_ARIMA,Lakhan Majra_Trend,Lakhan Majra_SMA,Lakhan Majra_EWMA,Lakhan Majra_DES,Lakhan Majra_TES,Lakhan Majra_ARIMA,Kalanaur_Trend,Kalanaur_SMA,Kalanaur_EWMA,Kalanaur_DES,Kalanaur_TES,Kalanaur_ARIMA
1996-02-29,POMRB,4.236666666666666,3.7566666666666655,2.2445454545454546,1.715,2.1919999999999997,,,4.236666666666666,3.5942536080306717,3.196151053260265,0.0,,,3.7566666666666655,3.7736738629893987,3.6210796005183714,0.0,,,2.2445454545454546,3.745718556000918,2.5380194671666922,0.0,,,1.715,6.927503176669769,3.322798326155022,0.0,,,2.1919999999999997,2.720882579410308,2.7741719553794058,0.0
1996-05-31,PREMON,2.08,4.81,3.122727272727273,3.31,4.1775,,,3.3739999999999997,3.3762467530770475,4.982456534986872,4.23662837857812,,,4.177999999999999,3.939541604346343,4.368689964367852,5.234797780360097e-13,,,2.5958181818181822,4.59895922180063,3.043787599702906,2.244544680083845,,,2.3529999999999998,8.732461443264762,6.462188994195426,1.7149937367365686,,,2.9862,3.241919060716684,3.095830711372723,2.191996912996096
1996-08-31,MONSOON,2.2,3.8633333333333333,2.49125,1.84,3.1050000000000004,2.697916666666667,,2.9044,3.21552740619713,2.0507266877878303,3.6650458269405854,4.010208333333333,,4.052133333333333,3.922490490091304,3.7510262594573947,1.0534275843375796e-13,2.652,,2.5539909090909094,4.6884962231134315,2.2287234150762236,2.855794019293025,2.296875,,2.1477999999999997,8.504637904646396,3.0308301174977634,2.5419380870278703,3.296291666666667,,3.03372,3.2322630884197965,2.967720922301127,3.2818554310742076
1996-11-30,POMKH,2.3,4.006666666666667,2.60125,1.85,3.78,4.019479166666667,2.7041666666666666,2.6626399999999997,3.099106202903655,2.4335991315653724,2.321200609894101,3.851666666666666,4.109166666666666,4.033946666666667,3.931801306237269,3.8828382058926425,-6.416160517814363e-14,2.9767840909090912,2.6149431818181816,2.5728945454545453,4.517061560387312,2.428959116717271,2.5040377312843356,4.26,2.17875,2.02868,7.36743647013593,2.8278336702145435,2.251738470803582,3.1708333333333334,3.313625,3.3322320000000003,3.453024868911009,3.21993719389499,3.20515870005046
1997-02-28,POMRB,4.1866666666666665,2.965,2.541,2.66,2.0533333333333332,5.283541666666666,2.691666666666667,3.2722506666666664,3.339532738368475,3.410326347118748,2.9208329521538943,3.7483333333333326,3.9112499999999994,3.6063680000000002,3.7684838619099343,3.79765811354216,3.6041601213169403,3.2826884469696966,2.689056818181818,2.5601367272727273,4.107408051238918,2.637704680945001,2.5331446867144636,6.226875,2.415,2.2812080000000003,6.240817989710502,2.843637370618154,1.9918778216069726,3.074583333333333,3.278958333333333,2.8206725333333336,3.0205617609272415,3.4534915817212486,3.4317196465607234
1997-05-31,PREMON,12.7025,4.333333333333333,5.424545454545455,18.07,3.3125,5.164166666666667,5.347291666666667,7.0443504,5.064861807864247,4.359129696900279,2.518115224438958,3.42375,3.7920833333333333,3.8971541333333333,3.856920005234811,4.423837140963855,4.614732080798888,3.951542613636364,3.264511363636364,3.705900218181818,5.195260965430974,3.2325169211136044,2.6944185445401305,6.456875,6.105,8.5967248,15.362359731571482,5.723128792019437,2.691033769402967,2.8989583333333337,3.0627083333333336,3.0174035200000002,3.1528152259127697,3.4870546404477114,2.9089573994790725
1997-08-31,MONSOON,1.69,3.513333333333333,2.6366666666666667,2.815,3.2,4.780833333333334,5.2197916666666675,4.90261024,4.535501178751263,3.967943218136122,4.997673312246281,2.9722916666666666,3.704583333333333,3.743625813333333,3.7960484850224137,3.6449654524495276,3.706496522277139,5.209750946969697,3.3008655303030308,3.2782067975757574,4.489021254132316,3.3736897170534266,4.013272593901908,6.53,6.348750000000001,6.28403488,13.31704644103561,3.036902389710808,4.134519696252774,2.594375,3.0864583333333337,3.0904421120000003,3.2041460312423733,2.916501362944677,3.0596697223032603
1997-11-30,POMKH,1.855,1.76,7.8066666666666675,2.715,2.28,3.3573958333333334,5.108541666666667,3.683566144,4.122621894883563,3.8779876752243596,6.254625603799008,2.78125,3.1429166666666664,2.9501754879999997,3.457269042695607,3.7337259832792107,3.8440110610674036,5.58726957070707,4.602219696969698,5.089590745212122,6.633580431512809,3.121598809008207,2.7673510617702792,4.78625,6.565,4.856420928,10.323986486636928,2.903401628954632,3.4612940324176855,2.484479166666667,2.7114583333333337,2.7662652672,2.9290030656040265,3.2202163285595193,3.111759567860092
1998-02-28,POMRB,1.565,1.6,7.401249999999999,2.38,1.1166666666666667,2.386666666666667,4.453125000000001,2.8361396863999997,3.7256443233930807,4.713724518372686,3.0216976562760127,2.646666666666667,2.8016666666666663,2.4101052928,3.1482431128022297,3.0776016261959596,2.8446321454404786,5.4111111111111105,5.817282196969697,6.014254447127273,8.159459792352678,5.372513214298537,5.253729829714144,3.186875,6.495,3.8658525568,7.2116628959668105,3.0942906090114928,3.233329942519586,2.5058333333333334,2.4772916666666673,2.1064258269866665,2.351709861985567,2.925370708357889,2.8037653021130096
1998-05-31,PREMON,3.936666666666667,4.17,3.5844444444444448,4.4,3.37,2.8481250000000005,2.2616666666666676,3.2763504785066666,3.818412950787284,6.510198752819459,4.232237010191748,2.775,2.7608333333333333,3.11406317568,3.3124377849883406,3.725317251823724,4.157416289008007,4.741256944444445,5.357256944444444,5.042330446054142,7.056199167737286,6.92915236995164,5.973489834294291,3.3349999999999995,3.0775000000000006,4.07951153408,5.7255733906519275,8.32670642957525,7.922583682998121,2.5466666666666664,2.491666666666667,2.6118554961919997,2.721009670029651,2.8150434762856875,2.179649369490486
1998-08-31,MONSOON,2.6900000000000004,2.6,3.0675,3.69,3.313333333333333,3.401041666666667,2.511666666666668,3.041810287104,3.6727829885961145,2.113953797487584,2.440672667025722,3.2941666666666665,2.5324999999999998,2.9084379054080003,3.191611086598272,3.037882764932371,3.370705206626492,3.378074179292929,5.464965277777777,4.252398267632485,5.6219463107565515,4.564783522137424,3.3602046660469123,3.4825,3.296250000000001,3.9237069204479997,4.377004431011747,2.88254568301258,2.9909710158729377,2.7083333333333335,2.5200000000000005,2.892446631048533,2.951036541826985,2.5014248553735916,2.6198319039784153
1998-11-30,POMKH,4.546666666666666,3.7,2.0170000000000003,3.025,2.4933333333333336,3.510416666666667,3.184583333333334,3.6437528389290663,3.8834279774203515,2.564360405807002,4.125826982873025,3.452708333333334,3.0174999999999996,3.2250627432448002,3.2714378440007503,2.719490850691816,1.688550615843252,2.7522108585858587,4.01754861111111,3.3582389605794916,3.9448374936925465,3.9686516291292513,4.164807716007196,3.5612500000000002,3.373750000000001,3.5642241522687996,3.261495455290329,2.7776418417503073,3.134569976715129,2.7583333333333337,2.573333333333334,2.7328013119624535,2.8301012501724947,2.991246364221689,2.8762442621563062
1999-02-28,POMRB,3.296666666666667,3.813333333333334,2.2854545454545456,3.25,2.1966666666666668,3.4145833333333333,3.617500000000001,3.5049183700241064,3.83571699625308,3.8603677270048706,2.640948050352061,3.5633333333333335,3.5708333333333333,3.4603709792802135,3.356676002487053,2.705639275229294,1.5350460144029565,2.839467803030303,2.7385997474747463,2.9291251945295134,2.887703055402894,3.2162486084528656,3.019845439396475,3.4731250000000005,3.5912500000000014,3.4385344913612794,2.7496882936289104,2.877879978946111,2.964044919885564,2.7872916666666665,2.843333333333334,2.5183474538441386,2.6486369897279385,2.852180465435451,2.7346769420968773
1999-05-31,PREMON,3.08,3.225,3.693333333333333,4.16,2.69,3.2075,3.403333333333334,3.334951022014464,3.7570575470763985,6.215449207206451,4.367783450417134,3.9791666666666665,3.3345833333333332,3.366222587568128,3.331185466447385,4.1984469332610415,4.000713675037705,3.141266414141414,2.7658219696969684,3.234808450051041,2.8631177967371433,3.4336100350210423,3.111991727905149,3.3949999999999996,3.5312500000000013,3.727120694816768,2.9824194044329464,7.529994573564375,6.7910316948546585,3.112708333333333,2.673333333333334,2.5870084723064832,2.692339683169253,3.148008140917253,2.5357721010648375
1999-08-31,MONSOON,2.78,4.43,3.6566666666666663,3.225,4.225,3.2279166666666668,3.425833333333334,3.1129706132086783,3.637615555796057,2.355715517182265,2.6983135071400692,4.302083333333333,3.792083333333333,3.791733552540877,3.5078258915648615,3.080138393356463,2.4944497734048046,3.583042929292929,2.9131136363636347,3.403551736697291,2.943741483937432,2.7003559402275785,3.188181725240455,3.398125,3.4150000000000014,3.5262724168900608,2.8225424579095844,2.9893511012646363,3.158019305848476,3.509583333333333,2.9012500000000006,3.24220508338389,3.238659225368868,2.4776222195872037,2.5927903095046543
1999-11-30,POMKH,2.8,5.196666666666666,3.8422222222222233,2.865,4.1850000000000005,3.8466666666666667,2.9891666666666676,2.987782367925207,3.541371538649684,3.0626593614007307,3.865430842825278,4.501041666666667,4.16625,4.353706798191192,3.7811717265462,3.3630822377525984,3.549793908306836,3.8897222222222223,3.3694191919191905,3.579019930907264,3.1815848080899736,3.214550068671259,3.987926160574555,3.4762500000000003,3.3750000000000013,3.261763450134037,2.6114320367796218,2.763903991963909,3.069254155807321,3.9712499999999995,3.324166666666667,3.619323050030334,3.5937043668710364,3.296917074556806,3.19621756888527
2000-02-29,POMRB,5.206666666666666,4.9,3.994444444444444,3.435,3.68,4.415,3.4666666666666677,3.8753360874217906,3.8917447484404324,3.4623627478490895,2.5660843400126248,4.451666666666667,4.437916666666666,4.572224078914715,3.960581381630451,3.5316377370589453,3.658526334327047,3.979756944444445,3.796666666666665,3.7451897363221356,3.499297087153531,3.629369509897541,3.705556835738829,3.415625,3.4212500000000015,3.331058070080422,2.814713517003663,2.8826209138882533,3.010946047095102,4.186875000000001,3.6950000000000007,3.643593830018201,3.6631603635136805,3.646000519047252,3.5617694795377424
2000-05-31,PREMON,6.12,3.73,4.437777777777779,4.6,4.9,4.953333333333333,4.226666666666668,4.773201652453075,4.348063471255105,5.696287659301265,3.9036593496761425,4.2664583333333335,4.564166666666666,4.235334447348829,3.9181510767273617,4.6769727132356635,3.094077122780959,3.9847083333333337,3.9827777777777764,4.022224952904393,4.005901386909228,4.43315107328314,3.9976353856199873,3.4418749999999996,3.531250000000001,3.8386348420482532,3.673436275839174,6.833074309426799,5.99096909644345,4.134375,4.2475000000000005,4.14615629801092,4.120789773838972,4.184675551675186,3.6054791626259823
2000-08-31,MONSOON,4.286666666666666,3.53,3.6325,2.3,3.74,5.323333333333332,4.603333333333334,4.578587658138511,4.401254758818892,3.1617727196173355,3.9688911290284663,4.110833333333333,4.339166666666666,3.953200668409297,3.849889611263133,4.005450863384937,4.250158652378186,3.9921250000000006,3.9767361111111095,3.866334971742636,3.9791643980004037,3.5844580127876022,3.6637200491478037,3.654375,3.300000000000001,3.223180905228952,3.1299136165784636,2.9976736168525657,3.199029327246628,4.26625,4.126250000000001,3.9836937788065523,4.038901735059549,3.92753869557379,4.084061865610608
2000-11-30,POMKH,5.599999999999999,4.615,3.906,4.0,4.25,5.347916666666666,5.303333333333334,4.987152594883106,4.680805123136578,3.8507703512365037,4.788599741895951,4.242291666666667,4.19375,4.217920401045578,3.9711238650026472,4.041859859336408,4.9857015342796025,3.9982534722222227,3.9926805555555536,3.8822009830455815,4.055297961398618,3.687632912886091,4.025844321956825,3.716875,3.5837500000000007,3.533908543137371,3.579145304385024,2.723304542091107,2.9768276928184827,4.2675,4.1425,4.090216267283932,4.155384105572458,4.065353780048396,3.9568626446460016
