Date,Season,Meham,Sampla,Rohtak,Lakhan Majra,Kalanaur,Meham_Trend,Meham_SMA,Meham_EWMA,Meham_DES,Meham_TES,Meham_ARIMA,Sampla_Trend,Sampla_SMA,Sampla_EWMA,Sampla_DES,Sampla_TES,Sampla_ARIMA,Rohtak_Trend,Rohtak_SMA,Rohtak_EWMA,Rohtak_DES,Rohtak_TES,Rohtak_ARIMA,Lakhan Majra_Trend,Lakhan Majra_SMA,Lakhan Majra_EWMA,Lakhan Majra_DES,Lakhan Majra_TES,Lakhan Majra_ARIMA,Kalanaur_Trend,Kalanaur_SMA,Kalanaur_EWMA,Kalanaur_DES,Kalanaur_TES,Kalanaur_ARIMA
2001-02-28,POMRB,5.366666666666667,4.236666666666667,3.9900000000000007,4.0,4.67,5.380416666666667,5.343333333333334,5.13895822359653,4.872672288963213,4.998526133206973,4.246840447214817,4.425416666666667,4.027916666666666,4.225418907294014,4.010167223190079,3.8881624681588436,4.701078419109055,4.033,3.991569444444443,3.925320589827349,4.127350744643813,3.9172293631968134,3.8365122241849776,3.77,3.725,3.7203451258824227,3.9326026445032385,2.954435111340817,3.163846935851212,4.154375,4.390000000000001,4.322129760370359,4.375371510003896,4.166686021582406,4.065235136805068
2001-05-31,PREMON,6.156666666666666,5.445,4.491250000000001,4.535,3.92,5.439166666666667,5.3525,5.546041600824585,5.1744414136871395,6.731260152930445,5.277676113600832,4.360416666666667,4.456666666666666,4.713251344376408,4.24121539437027,4.403987224534953,3.578576021076892,4.0953125,4.004937499999999,4.15169235389641,4.415230384751294,4.588734341794201,4.1060280079102345,3.8093749999999997,3.7087500000000007,4.046207075529454,4.4746244337871035,6.391885251045334,5.584206448788706,4.1425,4.145000000000001,4.161277856222215,4.271233485746326,4.87065415109266,4.2888159026730905
2001-08-31,MONSOON,4.510000000000002,3.28,3.857,2.79,3.815,5.536250000000001,5.408333333333334,5.131624960494752,5.1318818092740415,4.166530852906019,4.8403147807123945,4.410208333333333,4.394166666666666,4.139950806625845,4.078459279605007,4.1908513939356995,3.3866952692765224,4.2184375,4.0610624999999985,4.033815412337846,4.286657582011527,3.693832927382379,3.7482633651537975,3.8212499999999996,3.8312500000000007,3.543724245317672,3.894080481805916,2.8544158064882708,3.0412786828030836,4.47625,4.163750000000002,4.022766713733329,4.165634525756034,4.026757748408842,4.152465154618008
2001-11-30,POMKH,5.846666666666668,4.345,4.1800000000000015,3.825,4.08,5.643333333333334,5.4700000000000015,5.417641642963519,5.335584782535657,4.847044720707708,5.538540266128561,4.601875,4.326666666666666,4.2219704839755074,4.11754300057522,4.34594238111097,4.427648347793528,4.352531250000001,4.129562499999999,4.092289247402708,4.310538825977893,3.8491054304352916,4.17637987303518,3.753125,3.7875000000000005,3.6562345471906035,3.9200959933423074,2.9671258960075697,3.256741034647421,4.9695833333333335,4.121250000000002,4.045660028239998,4.183630534715054,4.156042855010874,4.027704736662625
2002-02-28,POMRB,5.896666666666667,4.904999999999999,4.7010000000000005,4.27,7.51,5.707916666666668,5.602500000000002,5.609251652444778,5.514780745425911,5.588837782218484,4.785517652619505,4.994583333333333,4.4937499999999995,4.495182290385304,4.2421395062519816,4.043047413493847,4.0646739256378295,4.589218750000001,4.307312499999998,4.335773548441625,4.576230718813104,4.129623989455816,4.050813782580799,3.7731250000000003,3.8550000000000004,3.901740728314362,4.161753193160715,3.1447274293858127,3.3619796186357007,5.606875,4.831250000000001,5.4313960169439985,5.350663742703736,4.165560109449133,4.047038225811527
2002-05-31,PREMON,6.4833333333333325,6.3100000000000005,4.852999999999999,3.72,5.026666666666666,5.547083333333333,5.684166666666668,5.9588843248002,5.769561821128796,7.121820103610158,5.834197190324723,5.419791666666667,4.709999999999999,5.221109374231183,4.5768921688207165,4.785810121708423,5.223953467765062,4.816381944444444,4.397749999999998,4.542664129064975,4.845612241182618,5.026763065461036,4.5687816341350445,3.8275,3.65125,3.8290444369886174,4.0365889599995715,6.037654095549199,5.283334775319733,6.115833333333335,5.107916666666668,5.269504276833066,5.301724096133414,5.870175998143626,5.327290577300245
2002-08-31,MONSOON,4.7,5.5566666666666675,5.38875,3.765,7.8066666666666675,5.175416666666667,5.731666666666667,5.45533059488012,5.663267500419556,4.730598411102671,5.33554971410074,5.596875,5.279166666666666,5.355332291205377,4.732547117402973,4.29105721715617,3.146844329526061,4.863895833333334,4.780687499999997,4.881098477438985,5.305795375080136,4.097343209366711,4.039789502668639,3.6568750000000003,3.8950000000000005,3.8034266621931705,3.9367619480234834,2.8264322378501427,2.993481161175234,6.1225000000000005,6.105833333333335,6.284369232766506,6.2047491559081145,5.064016122448093,5.216150318322884
2002-11-30,POMKH,4.37,5.47,4.465555555555556,3.285,4.16,4.787916666666667,5.362500000000001,5.021198356928073,5.515359345554673,5.478836908470683,5.954115698208517,5.542083333333333,5.560416666666666,5.401199374723227,4.8482228559431535,5.022868294518633,4.168609332863029,4.9332569444444445,4.852076388888886,4.714881308685613,5.140831821529957,4.763178501686007,5.045186653791623,3.6012500000000003,3.7600000000000007,3.596055997315902,3.6028185376349344,3.13708577536294,3.447584774441421,6.208333333333333,6.125833333333334,5.434621539659904,5.586027163282116,6.233847171244507,6.173860758922335
2003-02-28,POMRB,4.4,5.196666666666666,4.7955555555555565,3.445,7.4833333333333325,4.446875,4.988333333333333,4.772719014156844,5.3971146785905395,5.720272108445871,4.831603783056101,5.2749999999999995,5.633333333333333,5.319386291500603,4.899872753378148,4.967192762709006,4.705875437904063,4.815677083333334,4.875715277777775,4.74715100743359,5.111697706707729,4.759273769868764,4.42579476149865,3.640625,3.553750000000001,3.5356335983895413,3.438573625123016,3.3480161396940313,3.5425548099482973,5.937916666666667,6.119166666666668,6.254106257129276,6.2876548012850515,5.5397354870275475,5.429339121000019
2003-05-31,PREMON,4.88,5.579999999999999,5.3133333333333335,4.1,5.74,4.233124999999999,4.5875,4.815631408494106,5.384214431111544,6.784084646120713,5.264617132379271,4.972916666666667,5.450833333333332,5.423631774900361,5.005940469370013,5.7186042440472376,6.053837719301661,4.612083333333334,4.990798611111108,4.973623937793487,5.315738742102902,5.414266435120484,4.8058995067239705,3.5974999999999997,3.648750000000001,3.761380159033725,3.6826396942627815,5.56751666813796,4.83233579913472,5.659583333333334,6.297500000000002,6.048463754277566,6.173942259967927,6.7509732240399565,6.188698043146996
2003-08-31,MONSOON,3.575,4.15,3.9877777777777776,3.7,4.93,4.359166666666667,4.30625,4.319378845096463,5.139829197662984,4.298093680111956,4.6115496954780975,4.781666666666667,5.099166666666664,4.914179064940217,4.85959503161372,4.86627755637172,5.331086887520268,4.4850416666666675,4.640555555555553,4.579285473787204,4.779494998502151,4.517804353498954,4.557946433953352,3.523125,3.632500000000001,3.7368280954202353,3.683603582217248,2.9895052770694965,3.194184293644617,5.403541666666666,5.578333333333335,5.6010782525665395,5.824508707915216,5.885832376290313,6.022814974749007
2003-11-30,POMKH,3.785,4.46,4.237777777777777,3.005,4.8100000000000005,4.7820833333333335,4.16,4.105627307057878,4.973174615495294,4.711006829846166,4.925156734255428,4.628333333333333,4.846666666666665,4.73250743896413,4.788370380175914,5.074845164330659,5.247938561740107,4.2752743055555555,4.583611111111107,4.442682395383433,4.4655478534051145,4.359385648356532,4.446097249315164,3.4531249999999996,3.562500000000001,3.444096857252141,3.3279262385855453,3.145558522251453,3.418893818152371,4.9975,5.7408333333333355,5.284646951539925,5.548398033485056,5.753053558103947,5.618802735401558
2004-02-29,POMRB,5.993333333333332,4.676666666666667,4.0070000000000014,3.13,4.785,5.356041666666666,4.558333333333334,4.86070971756806,5.2291988926554325,4.941294924206995,4.030220844212793,4.61,4.716666666666665,4.710171130045145,4.76451234669653,4.780810886637138,4.9857015342796025,4.213243055555556,4.386472222222219,4.26840943723006,4.130926139625501,4.4351330910565485,4.428373989451595,3.313125,3.4837500000000006,3.3184581143512846,3.133103144076634,3.339553856935012,3.504542901725968,4.965625,5.066250000000002,5.084788170923955,5.353733292893081,5.457208662911672,5.319789442327883
2004-05-31,PREMON,6.670000000000001,4.873333333333333,4.42375,3.855,5.19,5.944374999999999,5.005833333333334,5.5844258305408365,5.564300165282514,6.294390055052003,4.828303753284816,4.59,4.539999999999999,4.77543601136042,4.776901799518593,5.400341354642247,5.35347297523031,4.2434375,4.164076388888885,4.330545662338036,4.114565936409093,4.879963898502123,4.516403477895434,3.179375,3.4225000000000008,3.533074868610771,3.3933848207960926,5.256543804042286,4.584426460452848,5.0275,4.928750000000003,5.126872902554373,5.35878958706763,5.7471563889806605,5.122078498420031
2004-08-31,MONSOON,6.376666666666666,4.71,4.381111111111111,2.825,5.225,5.864583333333334,5.706250000000001,5.901322164991168,5.79185383442718,4.436394641348265,5.1032442446742365,4.486666666666666,4.68,4.749261606816252,4.760415445654881,4.366109221643892,3.981525599857669,4.232465277777778,4.262409722222218,4.350771841847266,4.125244406308948,3.8227264492629964,4.084093315957582,3.1575000000000006,3.203750000000001,3.2498449211664626,3.0855628517754043,3.08958192481173,3.285146361347134,5.093750000000001,5.002500000000003,5.1661237415326235,5.373984884523744,5.041850343171018,5.147188987008887
2004-11-30,POMKH,5.69,3.74,4.086,2.81,5.01,5.254791666666667,6.182500000000001,5.816793298994701,5.859114818715867,5.265004104206301,5.745238303141196,4.389583333333333,4.5,4.345556964089751,4.587338447579666,4.790594913640588,4.278940765148241,4.183434027777778,4.224465277777774,4.24486310510836,4.020184407064586,4.156846932470871,4.601063995342758,3.1275,3.155000000000001,3.0739069526998777,2.8574331601932847,3.060964918528408,3.2709454968055165,5.11375,5.052500000000002,5.103674244919574,5.311843361792441,5.310222284615465,5.175955614782864
2005-02-28,POMRB,3.45,4.57,4.0710000000000015,3.1500000000000004,5.115,4.569583333333333,5.546666666666668,4.8700759793968205,5.5143533728112795,6.124267140759383,5.581274964439118,4.157916666666667,4.473333333333334,4.435334178453851,4.579210796794525,4.512875033520385,4.486811579598641,4.023069444444444,4.240465277777774,4.1753178630650165,3.95666544074309,4.255565243200774,4.311887501834686,2.98375,3.160000000000001,3.1043441716199265,2.8888349389018684,3.2381203373890326,3.3790330229239287,5.0,5.1350000000000025,5.108204546951745,5.30528044741697,5.2407832905996425,5.1146020452308845
2005-05-31,PREMON,4.335,4.203333333333333,3.9675,3.595,5.02,3.835,4.9629166666666675,4.656045587638092,5.3846384944401064,6.702813849653625,5.345308608600421,4.009166666666667,4.305833333333334,4.342533840405643,4.512204346254378,5.0818899766918095,4.675494318869005,3.8094861111111116,4.126402777777773,4.09219071783901,3.881452055587779,4.8106179097194754,4.528211255200201,2.7750000000000004,3.0950000000000006,3.300606502971956,3.182116011972909,4.9324433350265044,4.334925645290263,4.819375,5.092500000000002,5.072922728171047,5.2688666461890765,5.7231826505309416,5.114749168578518
2005-08-31,MONSOON,3.23,3.5266666666666664,3.554444444444444,1.935,4.484999999999999,3.44375,4.176250000000001,4.085627352582855,5.07842628480734,4.689005196367865,4.603575067487061,3.990416666666667,4.010000000000001,4.016186970910052,4.345141522697328,4.148095826359539,4.518791704898703,3.6212361111111107,3.9197361111111064,3.8770922084811836,3.643615431833742,3.5782946273530123,3.8770555518707943,2.5549999999999997,2.8725000000000005,2.754363901783173,2.5715930497052883,2.97996807693106,3.151689072725491,4.63375,4.907500000000002,4.837753636902628,5.064167591870917,4.966445990128538,5.079720527263909
2005-11-30,POMKH,2.96,3.733333333333334,3.2039999999999997,2.03,4.305,3.2387499999999996,3.4937500000000012,3.6353764115497125,4.774176308869162,4.630572464895655,4.711285346127033,3.9525,4.008333333333335,3.9030455158793647,4.239654094166558,4.128325245751093,3.588170058666911,3.4802152777777775,3.6992361111111065,3.60785532508871,3.3177688251436446,3.648936133816293,4.113695026574396,2.341875,2.6775,2.4646183410699036,2.178323328773043,2.9337250905842773,3.0896615129404106,4.475,4.731250000000003,4.624652182141577,4.865483606021379,5.000746592961244,4.859853141148549
2006-02-28,POMRB,3.05,4.426666666666667,3.447,2.17,4.335,3.0587500000000003,3.3937500000000016,3.4012258469298278,4.536008704780324,4.507975591595965,3.784600171000924,3.9354166666666672,3.972500000000001,4.112493976194285,4.265490202764856,4.182878531220222,4.384475178638445,3.3177499999999993,3.5432361111111064,3.543513195053226,3.2239255219019367,3.578367701814981,3.7841600249163143,2.3175,2.4325,2.3467710046419423,2.0023072514495266,3.1240262358070665,3.221476467548298,4.38875,4.536250000000003,4.5087913092849465,4.741564821613736,4.792003489977684,4.65472467453335
2006-05-31,PREMON,3.095,4.043333333333334,3.4633333333333334,2.87,4.529999999999999,3.04125,3.083750000000001,3.2787355081578964,4.345014420544894,5.356551570320002,3.9099798856227417,4.024166666666667,3.932500000000001,4.084829719049905,4.224092638092498,4.608553435623518,4.032693800337767,3.1543333333333328,3.41719444444444,3.511441250365269,3.2048935148313387,4.157493872547272,4.067923568927227,2.4768749999999997,2.25125,2.5560626027851656,2.283192878139133,4.560033064138386,3.9914536083957284,4.379375,4.413750000000003,4.517274785570968,4.723634142993403,5.157746720776244,4.536522888579126
2006-08-31,MONSOON,3.03,3.5500000000000003,2.7588888888888885,2.465,4.285,3.0481249999999998,3.033750000000001,3.1792413048947377,4.1737546974207715,3.5435536296053107,3.369430983713152,4.165416666666667,3.9383333333333344,3.870897831429943,4.108514639225185,3.781776712297426,3.3834972567465162,3.055736111111111,3.2183055555555513,3.2104203057747167,2.8865583555405623,2.992578329710119,3.4819425957523316,2.653125,2.38375,2.5196375616710993,2.3287479489713254,2.651583707513855,2.7821586586037035,4.40125,4.363750000000003,4.424364871342581,4.629046774761203,4.427578679757566,4.534111385367
2006-11-30,POMKH,3.02,4.42,2.6922222222222216,2.775,4.43,3.088125,3.048750000000001,3.115544782936843,4.028833588382915,3.604650543270476,3.535305750802604,4.267291666666667,4.110000000000001,4.090538698857966,4.15494568894806,3.8773405879205387,3.581774033606899,3.003819444444444,3.0903611111111067,3.003141072353719,2.6479507573292964,2.968261188457233,3.508243885259261,2.764375,2.5700000000000003,2.6217825370026597,2.542619921366346,2.6503037352121406,2.8125010060993154,4.36875,4.395000000000003,4.426618922805549,4.614066058521728,4.5812287321562515,4.442015238283929
2007-02-28,POMRB,3.045,4.87,3.17,2.835,4.385,3.19625,3.047500000000001,3.0873268697621055,3.9121903239625797,3.7108815747888646,3.155297505945972,4.440833333333334,4.220833333333335,4.40232321931478,4.267607383005073,4.227288743508114,4.246960639848179,2.946111111111111,3.0211111111111064,3.069884643412231,2.7432694996804834,2.9741238605901046,3.3419991680863466,2.812708333333333,2.7362500000000005,2.707069522201596,2.74568836948799,2.854152155079278,2.966033940111796,4.255000000000001,4.407500000000002,4.409971353683329,4.588809322646766,4.564265435229533,4.4375732207077165
2007-05-31,PREMON,3.42,4.415,3.325,3.095,4.2200000000000015,3.3525,3.128750000000001,3.220396121857263,3.88183274768036,4.533756742418857,3.316036884775355,4.608333333333333,4.3137500000000015,4.407393931588867,4.286903948063039,4.573083217438738,3.879189198897472,2.917760416666667,2.986527777777773,3.171930786047339,2.9387910530390973,3.7013378216363195,3.7131245053628854,2.7841666666666667,2.7925000000000004,2.862241713320958,3.0333321240970665,4.172903267308113,3.690972379584034,4.171875,4.330000000000004,4.333982812209998,4.516216558592805,5.0278283227783955,4.418136971096742
2007-08-31,MONSOON,3.5700000000000003,4.566666666666666,2.435555555555556,2.626666666666667,3.685,3.523125,3.2637500000000013,3.3602376731143577,3.883312285375811,3.2686852481676825,3.135757170472779,4.6779166666666665,4.567916666666668,4.471103025619987,4.327919398813012,3.8852355383798693,3.40588334445656,2.911545138888889,2.90569444444444,2.877380693850626,2.6722962289044463,2.680246724397562,3.195422988588104,2.7522916666666664,2.832916666666667,2.7680116946592417,2.9734967478284227,2.5614757851312526,2.7010066774275234,4.178750000000001,4.180000000000003,4.074389687325999,4.287113418765244,4.234235337696542,4.344885997016066
