Date,Season,Naginimora,Naginimora_Trend,Naginimora_SMA,Naginimora_EWMA,Naginimora_DES,Naginimora_TES,Naginimora_ARIMA
1996-02-29,POMRB,3.312,,,3.312,1.313066664236769,3.3219999999999996,0.0
1996-05-31,PREMON,1.91,,,2.7512,0.8739609416470021,1.9281717451523546,3.3119956793386263
1996-08-31,MONSOON,0.96,2.52525,,2.03472,0.5442552040950164,0.9846001795566335,2.610998273473358
1996-11-30,POMKH,4.21,2.4775,2.598,2.904832,1.0425642119158907,4.239400297126968,2.0606631653944083
1997-02-28,POMRB,2.73,2.5349999999999997,2.4525,2.8348991999999997,1.186826058339133,3.3383937405265227,3.2695275117022753
1997-05-31,PREMON,2.11,2.411666666666667,2.5025,2.54493952,1.2131309916142898,1.8279541428367407,1.946821522167999
1997-08-31,MONSOON,1.22,2.2558333333333334,2.5675,2.014963712,1.067067671101721,0.9182429236326888,1.054564626073367
1997-11-30,POMKH,2.9633333333333334,2.2320833333333336,2.2558333333333334,2.3943115605333336,1.3896649563038737,4.220195442434387,4.1124767980096415
1998-02-28,POMRB,2.73,2.1758333333333333,2.2558333333333334,2.52858693632,1.652216807982285,2.7277514769073647,2.8467489632667746
1998-05-31,PREMON,1.92,2.0141666666666667,2.2083333333333335,2.285152161792,1.7006662919702416,1.8593881712598592,2.0791411230366332
1998-08-31,MONSOON,0.96,1.885,2.143333333333333,1.7550912970751997,1.5078915822439922,0.9049185482616164,1.2159706688123189
1998-11-30,POMKH,1.93,1.87,1.8849999999999998,1.8250547782451199,1.5780091946912387,3.1551370846799207,3.2161416795871602
1999-02-28,POMRB,2.73,1.9200000000000002,1.8849999999999998,2.1870328669470718,1.8573721612467937,2.435326894782225,2.5014160691372593
1999-05-31,PREMON,1.7999999999999998,2.0875,1.855,2.032219720168243,1.8800560285484142,1.6296840838103743,2.035542606864075
1999-08-31,MONSOON,1.48,2.22125,1.985,1.8113318321009455,1.8124084149536472,0.6714654511844658,1.1624768726203887
1999-11-30,POMKH,2.75,2.19875,2.1900000000000004,2.1867990992605675,2.0748519603848417,2.2332975017299486,1.6637013427213059
2000-02-29,POMRB,2.98,2.06875,2.2525000000000004,2.5040794595563405,2.383958969080657,2.793026409176463,2.7860214215622845
2000-05-31,PREMON,1.37,1.9112500000000001,2.1450000000000005,2.050447675733804,2.2410193680484674,1.933783674570261,1.7636243604165704
2000-08-31,MONSOON,0.87,1.86125,1.9925000000000002,1.5782686054402826,1.961162980802665,1.2863850259760525,1.3659115796077368
2000-11-30,POMKH,2.1,1.9849999999999999,1.83,1.7869611632641695,2.0056152406236305,2.463600575716645,2.4730916832894
2001-02-28,POMRB,3.23,2.115625,1.8925,2.3641766979585017,2.34240097284668,2.647244643041271,2.9398469578558415
2001-05-31,PREMON,2.1100000000000003,2.194375,2.0774999999999997,2.262506018775101,2.3631083584298747,1.3573586366516395,1.4440384196340763
2001-08-31,MONSOON,1.175,2.235,2.15375,1.8275036112650607,2.1286197026087663,1.0247572709061026,1.2091688468494382
2001-11-30,POMKH,2.425,2.235,2.235,2.0665021667590366,2.220853657913337,2.3527511767721556,2.629624723097135
2002-02-28,POMRB,3.23,2.196875,2.235,2.531901300055422,2.5161159611382713,3.2417513738571158,3.21129170417061
2002-05-31,PREMON,2.1100000000000003,2.118125,2.2350000000000003,2.363140780033253,2.4953571209800027,1.9893101311147134,1.9411210472889846
2002-08-31,MONSOON,0.87,2.0775,2.15875,1.765884468019952,2.146711051318987,1.184727454099748,0.955281955885255
2002-11-30,POMKH,2.1,2.1700000000000004,2.0774999999999997,1.8995306808119712,2.128405843568738,2.3867164508187337,2.0148798048754726
2003-02-28,POMRB,3.23,2.289791666666667,2.0774999999999997,2.431718408487183,2.404892723686714,3.1537066361445842,3.2442299181282284
2003-05-31,PREMON,2.85,2.397291666666667,2.2624999999999993,2.5990310450923095,2.5666665983796655,1.9887307877104425,2.427050335961927
2003-08-31,MONSOON,1.0883333333333334,2.48775,2.3170833333333327,1.994751960388719,2.257736212338658,1.0344609665805011,1.1491392004842802
2003-11-30,POMKH,2.7416666666666667,2.498,2.4774999999999996,2.293517842899898,2.3844592418926944,2.3299102540623116,2.307421970308827
2004-02-29,POMRB,3.312,2.498,2.4979999999999993,2.700910705739939,2.6518360988574576,3.471437594956975,3.1529024344738588
2004-05-31,PREMON,2.85,2.4979999999999998,2.4979999999999993,2.760546423443963,2.7780117910926645,2.7941209497385833,2.655932409549862
2004-08-31,MONSOON,1.0883333333333334,2.498,2.4979999999999993,2.091661187399711,2.4308945903834682,1.2117760928578858,1.0442728970737167
2004-11-30,POMKH,2.7416666666666667,2.47425,2.4979999999999993,2.351663379106493,2.5193826335095215,2.709866367131371,2.599440995455839
2005-02-28,POMRB,3.312,2.3732083333333334,2.4979999999999993,2.735798027463896,2.748869120743763,3.4257800204607083,3.2671123757053584
2005-05-31,PREMON,2.66,2.300708333333333,2.4504999999999995,2.7054788164783377,2.7897999261789628,2.887933696528698,3.04874121281488
2005-08-31,MONSOON,0.47,2.25275,2.2959166666666664,1.8112872898870025,2.2650248259601513,1.1367165272074318,1.236530114802163
2005-11-30,POMKH,2.78,2.17625,2.3054999999999994,2.1987723739322016,2.3594441586815598,2.6227268657628207,2.9215062894058517
2006-02-28,POMRB,2.89,2.21875,2.1999999999999997,2.475263424359321,2.4810503862081683,3.2452865706968157,3.3020795190643115
2006-05-31,PREMON,2.47,2.285,2.1525,2.4731580546155927,2.488173393479995,2.569969652724025,2.6047922426769032
2006-08-31,MONSOON,1.0,2.285,2.2849999999999997,1.8838948327693554,2.125292303103892,0.5377806511440193,0.6351496025900385
2006-11-30,POMKH,2.78,2.285,2.2849999999999997,2.242336899661613,2.241727149468353,2.7265530785693155,2.692923793462195
2007-02-28,POMRB,2.89,2.21875,2.2849999999999997,2.501402139796968,2.385912538674397,3.01050331969963,2.8886820674103886
2007-05-31,PREMON,2.47,2.1525,2.2849999999999997,2.488841283878181,2.4151710865742966,2.540869621353994,2.3904493470945196
2007-08-31,MONSOON,0.47,2.1525,2.1525,1.6813047703269084,1.9433652432056798,0.8764269746532962,0.7963932717962245
2007-11-30,POMKH,2.78,2.1525,2.1525,2.120782862196145,2.092852323758937,2.6563015327116055,2.7473477111322175
2008-02-29,POMRB,2.89,2.285,2.1525,2.428469717317687,2.269935403250496,2.829661109300123,2.720373585572421
2008-05-31,PREMON,2.47,2.4175,2.1525,2.4450818303906123,2.3305959677672456,2.412617870991622,2.4665104097033232
2008-08-31,MONSOON,1.53,2.5056249999999998,2.4174999999999995,2.0790490982343677,2.1462068456387766,0.5523807806053416,0.9086503064478262
2008-11-30,POMKH,2.78,2.59375,2.4174999999999995,2.35942945894062,2.2925510663830706,2.915996563541658,2.7906763203526452
2009-02-28,POMRB,3.595,2.5275000000000003,2.5937499999999996,2.8536576753643725,2.646288146737132,3.0322522422369795,2.9366482469267496
2009-05-31,PREMON,2.47,2.46125,2.5937499999999996,2.7001946052186234,2.68208430745625,2.729111875508969,2.4981267429088803
2009-08-31,MONSOON,1.0,2.4612499999999997,2.4612499999999997,2.020116763131174,2.3264955914634387,1.4286565723624292,1.238088856568024
2009-11-30,POMKH,2.78,2.4439285714285717,2.4612499999999997,2.3240700578787044,2.4413569145319713,2.860385169917902,2.755885237745874
2010-02-28,POMRB,3.595,2.492857142857143,2.4612499999999997,2.832442034727223,2.762382739593979,3.421612876186033,3.4737369012305503
2010-05-31,PREMON,2.3314285714285714,2.546607142857143,2.4266071428571423,2.6320366494077625,2.730432061524184,2.523097299023431,2.461701680767324
2010-08-31,MONSOON,1.53,2.622232142857143,2.559107142857142,2.1912219896446574,2.482876815584225,1.1130634873837169,1.5194497739610977
2010-11-30,POMKH,2.68,2.7103571428571427,2.5341071428571422,2.386733193786794,2.538542366999544,2.906202370954137,2.763988707730885
2011-02-28,POMRB,4.3,2.65514880952381,2.710357142857142,3.1520399162720762,3.0156787915896164,3.6089829175345454,3.749472249031256
2011-05-31,PREMON,2.3314285714285714,2.599940476190476,2.710357142857142,2.8237953783346743,2.9466166719219458,2.578841068878084,2.3578649576221715
2011-08-31,MONSOON,1.0883333333333334,2.544315476190476,2.599940476190475,2.1296105603341378,2.548839803676351,1.5602024052342922,1.2570162809478311
2011-11-30,POMKH,2.68,2.4886904761904765,2.599940476190475,2.3497663362004824,2.5757002004176783,2.800466536749059,2.687695367405542
2012-02-29,POMRB,3.855,2.4886904761904765,2.4886904761904756,2.9518598017202895,2.9068065843520974,4.095530736284174,4.042014305152053
2012-05-31,PREMON,2.3314285714285714,2.488690476190476,2.4886904761904756,2.7036873096036023,2.8211961295871353,2.2986778641629084,2.3000615516171177
2012-08-31,MONSOON,1.0883333333333334,2.488690476190476,2.4886904761904756,2.0575457190954944,2.419981668502895,1.1625659677069793,1.404394441043182
2012-11-30,POMKH,2.68,2.4886904761904765,2.4886904761904756,2.3065274314572966,2.449659755356408,2.67751913565504,2.6356463519102498
2013-02-28,POMRB,3.855,2.4886904761904765,2.4886904761904756,2.925916458874378,2.7868180521620394,3.909197125153945,4.049019241293655
2013-05-31,PREMON,2.3314285714285714,2.488690476190476,2.4886904761904756,2.6881213038960556,2.7116406184067623,2.3120406554496693,2.358879568724591
2013-08-31,MONSOON,1.0883333333333334,2.433065476190476,2.4886904761904756,2.0482061156709666,2.324753584868812,1.1035937733706338,1.0126869691092937
2013-11-30,POMKH,2.68,2.547261904761905,2.4886904761904756,2.3009236694025796,2.369781417527264,2.6751225471946154,2.684560671087957
2014-02-28,POMRB,3.41,2.7335416666666665,2.3774404761904755,2.744554201641548,2.6064066267185524,3.870255645194437,3.5637496635806216
2014-05-31,PREMON,3.69,2.75,2.7170833333333326,3.1227325209849286,2.906422705857354,2.244209417285047,2.342752670536271
2014-08-31,MONSOON,1.22,2.75,2.7499999999999996,2.361639512590957,2.5488180323427283,1.2634121041391362,1.1799335488785836
2014-11-30,POMKH,2.68,2.7500000000000004,2.7499999999999996,2.488983707554574,2.5797130005167803,2.866823972949291,2.679458719052451
2015-02-28,POMRB,3.41,2.75,2.7499999999999996,2.8573902245327445,2.797357402749934,3.7567503178519184,3.4464996272298416
2015-05-31,PREMON,3.69,2.7577083333333334,2.7499999999999996,3.1904341347196468,3.074596707340024,3.374104592191382,3.489145187076305
2015-08-31,MONSOON,1.22,2.7654166666666664,2.7499999999999996,2.402260480831788,2.6905538203082355,1.2678445187779395,1.3238843367140714
2015-11-30,POMKH,2.7416666666666667,2.765416666666667,2.7654166666666664,2.538022955165739,2.7100337201015106,2.773360918504821,2.670920954154769
2016-02-29,POMRB,3.41,2.7654166666666664,2.7654166666666664,2.8868137730994436,2.89943409481834,3.5840231203038497,3.2647695389119957
2016-05-31,PREMON,3.69,2.765416666666667,2.7654166666666664,3.208088263859666,3.14857057456738,3.6487172211331753,4.092085002999615
2016-08-31,MONSOON,1.22,2.7531666666666665,2.7654166666666664,2.4128529583157996,2.740073123851772,1.264074501958249,1.3149961683361386
2016-11-30,POMKH,2.7416666666666667,2.7409166666666667,2.7654166666666664,2.5443784416561464,2.737998529869231,2.7751880483995146,2.729799325320516
2017-02-28,POMRB,3.312,2.7409166666666662,2.7409166666666662,2.851427064993688,2.882866683325838,3.490425999671316,3.396403949971441
2017-05-31,PREMON,3.69,2.7409166666666667,2.7409166666666662,3.1868562389962127,3.1166453086270502,3.6850539756987244,3.4305906891131817
2017-08-31,MONSOON,1.22,2.7409166666666667,2.7409166666666662,2.4001137433977275,2.6993657597068617,1.234504503698581,1.2765909013634662
2017-11-30,POMKH,2.7416666666666667,2.7409166666666667,2.7409166666666662,2.5367349127053034,2.6922140831767605,2.751429819017906,2.755660127317867
2018-02-28,POMRB,3.312,2.7409166666666662,2.7409166666666662,2.846840947623182,2.8345901152478024,3.373970367248162,3.2981747444526635
2018-05-31,PREMON,3.69,2.7409166666666667,2.7409166666666662,3.1841045685739093,3.067871686511056,3.7007733142531327,3.599439004298667
2018-08-31,MONSOON,1.22,,2.7409166666666662,2.3984627411443453,2.653338894294797,1.2330387322265937,1.2994941221513554
2018-11-30,POMKH,2.7416666666666667,,2.7409166666666662,2.535744311353274,,2.750808000416791,2.724351940128361
