Date,Season,Gumia,Peterbar,Chandankiyari,Chas,Jaridih,Bermo,Nawadih,Gumia_Trend,Gumia_SMA,Gumia_EWMA,Gumia_DES,Gumia_TES,Gumia_ARIMA,Peterbar_Trend,Peterbar_SMA,Peterbar_EWMA,Peterbar_DES,Peterbar_TES,Peterbar_ARIMA,Chandankiyari_Trend,Chandankiyari_SMA,Chandankiyari_EWMA,Chandankiyari_DES,Chandankiyari_TES,Chandankiyari_ARIMA,Chas_Trend,Chas_SMA,Chas_EWMA,Chas_DES,Chas_TES,Chas_ARIMA,Jaridih_Trend,Jaridih_SMA,Jaridih_EWMA,Jaridih_DES,Jaridih_TES,Jaridih_ARIMA,Bermo_Trend,Bermo_SMA,Bermo_EWMA,Bermo_DES,Bermo_TES,Bermo_ARIMA,Nawadih_Trend,Nawadih_SMA,Nawadih_EWMA,Nawadih_DES,Nawadih_TES,Nawadih_ARIMA
1996-02-29,POMRB,3.585,5.585,4.280555555555557,4.22,8.75,6.2650000000000015,4.75,,,3.585,3.6358638649310993,3.345415013667902,0.0,,,5.585,8.714696376807526,5.617803717902519,0.0,,,4.280555555555557,9.621043139396377,4.290555073322053,0.0,,,4.22,10.041111778277271,4.5809568524899555,0.0,,,8.75,6.526675767746057,6.919790690854468,0.0,,,6.2650000000000015,5.809075853110273,5.478904838535264,0.0,,,4.75,4.06649259291825,5.097768312406151,0.0
1996-05-31,PREMON,5.58,7.45,8.007083333333334,7.76,7.274999999999999,7.225,7.46,,,4.383,3.8287781445453875,6.896360141649906,1.266920259473588,,,6.331,10.420005374022585,7.294863049766192,2.8420067294463816,,,5.771166666666668,14.012319901474715,8.026528717592269,2.133131121527994e-21,,,5.635999999999999,14.036780983274316,7.575957832024039,1.3726214468508675e-06,,,8.16,6.5957617734979,8.751465571699045,8.749974830615887,,,6.649000000000001,5.869700107212958,8.119179005476152,6.264978842542255,,,5.834,4.14102692455307,6.858309314151281,2.334227697071346
1996-08-31,MONSOON,1.28,3.35,2.560952380952381,2.82,5.27,2.09,3.87,3.2231249999999996,,3.1418,3.5051244202908305,0.7430566798536011,2.11084851138301,5.315625000000001,,5.1386,8.9632031509372,3.621779810427928,4.0622703907015625,4.48107638888889,,4.4870809523809525,11.657622772976454,2.5892925875187442,-1.548916775272051e-20,4.6274999999999995,,4.509599999999999,11.215281203033127,2.820266262619305,2.7081747231599487e-06,6.88125,,7.004,6.583726464122353,5.326414148582064,7.89441166181012,5.249375,,4.8254,5.238920756554649,3.2589368446006297,6.860981214028727,4.95375,,5.048399999999999,3.414985962712477,3.1305364717320314,4.132804014990142
1996-11-30,POMKH,2.38,4.875,3.075714285714285,3.64,6.52,5.51,3.8,3.21625,3.20625,2.83708,3.3261697870493006,2.1019322026116107,1.3398902486771136,5.2768749999999995,5.315,5.0331600000000005,8.022867401369421,4.231225159085449,3.2246337813315593,4.481076388888889,4.481076388888889,3.9225342857142858,8.731485276225607,3.112402651079461,-2.821944617590164e-20,4.56,4.61,4.161759999999999,8.31942933070727,3.1776706531032053,8.10768269098021e-07,6.702499999999999,6.953749999999999,6.8104,6.621234013400732,5.601565720993165,6.950509357701501,5.271875,5.272500000000001,5.09924,5.122381399401768,3.7487703622207253,4.39177469233851,4.87,4.970000000000001,4.54904,2.9652719474817224,4.1160706944560825,4.474984731880513
1997-02-28,POMRB,3.72,5.59,4.280555555555557,4.36,8.17,6.08,4.62,3.1774999999999998,3.2399999999999993,3.190248,3.317783082506159,3.3194458972399286,3.3362645919570877,5.239999999999999,5.31625,5.255896,7.35172708693728,5.770641615927987,5.429781170811409,4.481076388888889,4.481076388888889,4.065742793650794,6.758518870874963,4.320314877356526,4.28055376062955,4.478750000000001,4.6450000000000005,4.2410559999999995,6.27834313129075,4.618905720433782,4.219998062365761,6.49625,6.80875,7.354239999999999,6.722363488998429,7.081221067868924,8.050182845872426,5.278125,5.22625,5.491544,5.107434230423037,5.613237296054473,5.888956955408495,4.722499999999999,4.937500000000001,4.577424,2.9551527741718875,5.334569919812865,4.587979340252052
1997-05-31,PREMON,5.39,7.135,8.007083333333334,7.08,6.425,7.59,6.92,3.0987500000000003,3.1924999999999994,4.0701488,3.515735586792786,6.894500951265034,5.21468633537475,5.215624999999999,5.2375,6.0075376,7.471634464868034,7.412034924181275,7.189317554158174,4.481076388888889,4.481076388888889,5.6422790095238105,7.624477181383827,8.049903681195191,8.007079975796694,4.425000000000001,4.475000000000001,5.3766336,6.672856904725108,7.627488136661525,7.788543527479122,6.2924999999999995,6.5962499999999995,6.982544,6.751528340996151,8.894674487920216,7.181446920997406,5.0874999999999995,5.317500000000001,6.3309264,5.318735187131879,8.164920135101628,6.578145965039015,4.642499999999999,4.8025,5.5144544,3.7453958738736817,7.015127226243301,7.114957939534992
1997-08-31,MONSOON,1.16,3.37,2.560952380952381,2.85,4.47,1.775,3.23,3.00125,3.1624999999999996,2.9060892799999998,3.2071946654321377,0.7130177919828475,1.2740967509533723,5.1875,5.2425,4.95252256,5.66790412772752,3.634689837489481,3.2290146686413803,4.48107638888889,4.481076388888889,4.409748358095238,4.823280851554411,2.606815018331652,2.5609513070917638,4.445,4.482500000000002,4.365980159999999,4.246448596240754,2.774441130719725,2.677197681073264,6.011875000000001,6.396249999999999,5.9775264,6.702864440175987,5.477426834822001,5.711307278297438,4.869999999999999,5.2387500000000005,4.50855584,4.736656279888607,3.3932488870842867,3.618635563843033,4.683750000000001,4.6425,4.60067264,3.3983894886008787,3.1354082896724256,3.730604245779431
1997-11-30,POMKH,1.87,4.66,3.075714285714285,3.18,5.69,4.3,3.8,2.9925,3.035,2.491653568,2.997932537768135,2.058418955134975,2.1764278434395092,5.215000000000001,5.18875,4.835513536000001,4.914993672021928,4.245845648838945,4.743886141265974,4.481076388888889,4.481076388888889,3.8761347291428567,3.374756818774882,3.1245909791634414,3.0757129960032907,4.585,4.3675000000000015,3.891588096,3.0834757290490367,3.141936680489282,3.636129596522859,6.168125,6.18875,5.86251584,6.7037813842825305,5.757931203022985,6.40119408012837,4.815,4.936250000000001,4.425133504,4.542012017262558,3.758431278446019,4.9754838718605745,4.722499999999999,4.6425,4.280403584,3.3131515084169303,3.9803236329608076,3.615354051095353
1998-02-28,POMRB,3.45,5.58,4.280555555555557,4.98,6.755,5.55,4.95,3.02875,2.9675,2.8749921408,2.9894799658948563,3.2060623457384887,3.3442168983937,5.249375,5.18625,5.133308121600001,4.876194340373466,5.729865958909973,5.4155558260858,4.481076388888889,4.481076388888889,4.037903059707936,3.3324379687759027,4.329915814508543,4.280554932672902,4.6125,4.522500000000002,4.3269528576,3.7346183319505477,4.526708462490771,4.228007275752658,6.49125,5.834999999999999,6.2195095039999995,6.746537555551345,7.2385084906194965,7.8766557230137675,4.98125,4.803750000000001,4.8750801024,4.544114192747773,5.2845317931994655,5.482818162841413,4.71,4.725,4.5482421504,3.635917362085591,5.228423469076007,4.529561645752414
1998-05-31,PREMON,5.59,7.365,8.007083333333334,7.58,9.09,7.68,6.9,3.315,3.0175,3.96099528448,3.244319677589028,6.757659415559996,5.099068690779915,5.040625,5.24375,6.0259848729600005,5.85376428059221,7.37868392158941,7.130002650203634,4.481076388888889,4.481076388888889,5.625575169158095,6.145205119437558,8.057031511127386,8.007082168187068,4.59875,4.647500000000003,5.6281717145600005,6.4151075174425936,7.630073383964884,7.463906707164938,6.293125,6.501249999999998,7.3677057023999994,6.879671484819681,9.032340364813923,6.490902808482843,4.86875,4.826250000000001,5.99704806144,4.856971427565609,7.780370178042656,6.643908448564344,4.675833333333333,4.719999999999999,5.48894529024,4.5961041118958015,7.00408560636725,7.215926586022639
