Date,Season,Ashta,Sehore,Ichhawar,Nasrullaganj,Budni,Ashta_Trend,Ashta_SMA,Ashta_EWMA,Ashta_DES,Ashta_TES,Ashta_ARIMA,Sehore_Trend,Sehore_SMA,Sehore_EWMA,Sehore_DES,Sehore_TES,Sehore_ARIMA,Ichhawar_Trend,Ichhawar_SMA,Ichhawar_EWMA,Ichhawar_DES,Ichhawar_TES,Ichhawar_ARIMA,Nasrullaganj_Trend,Nasrullaganj_SMA,Nasrullaganj_EWMA,Nasrullaganj_DES,Nasrullaganj_TES,Nasrullaganj_ARIMA,Budni_Trend,Budni_SMA,Budni_EWMA,Budni_DES,Budni_TES,Budni_ARIMA
2002-05-31,PREMON,15.005,12.394285714285711,6.52,13.94,7.11,14.638,12.309749999999998,14.310966690010545,16.93807533123273,17.03463595035055,17.717908358419653,13.435001984126984,12.1717380952381,13.160525605472616,14.821465677097368,17.21694912497285,16.021158231061825,4.49,4.503750000000002,5.427023745731548,6.05545120546557,7.493903873246615,6.978949504248182,9.6175,9.007499999999999,10.374792272531202,11.439224013552428,10.14908570880301,9.978170894205709,6.1878125,6.000416666666668,6.356269206845809,6.740832856302896,7.938181481794554,7.548305623546046
2002-08-31,MONSOON,14.47,12.835,2.95,8.120000000000001,5.935,14.396749999999999,14.581249999999997,14.374580014006327,17.119850431578612,7.640813050305436,10.11100370337076,13.28671378968254,13.3057380952381,13.03031536328357,14.65758201529314,8.711495956122633,5.5150409214899545,4.44,4.533750000000001,4.436214247438929,5.455632881194363,2.9863520671568393,2.7426898344952364,9.804375,9.422499999999998,9.472875363518721,10.95004944810101,8.125746293104676,8.14667016089951,6.0391666666666675,6.238541666666668,6.1877615241074855,6.700293519997719,4.41840703495227,4.19693191167304
2002-11-30,POMKH,8.674000000000001,11.901111111111113,3.345,8.719999999999999,5.836666666666668,13.879375,14.694749999999999,12.094348008403795,13.327933360445629,10.988103496853334,11.825872973730855,13.292063492063493,13.564265873015877,12.578633662414587,14.10424005059154,12.231970567448347,10.89863268905816,4.547499999999999,4.446250000000001,3.999728548463357,4.97510677668674,4.16357535192793,4.082104950684325,9.69625,9.812499999999996,9.17172521811123,10.577733041205414,8.208385583305441,7.368820760806275,6.091666666666667,6.137083333333335,6.047323581131158,6.607413760999385,6.09421012648616,6.354895482593276
2003-02-28,POMRB,18.246,14.906249999999998,4.92,8.405,4.883333333333333,12.93725,14.098749999999999,14.555008805042277,16.120890199091033,15.095182770675766,16.090808451394807,13.161840277777777,13.00916170634921,13.509680197448752,14.533794747114129,15.949536561296929,13.87780270868051,4.683125,4.433750000000001,4.367837129078014,4.887880592576411,5.337398517932842,5.306624522123119,9.614375,9.796249999999997,8.865035130866739,10.002861118690953,9.211216082647042,8.533949641667649,6.140625,5.941250000000001,5.5817274820120275,6.252080716244454,5.891581719054878,5.715306169021999
2003-05-31,PREMON,13.25,14.6575,7.43,13.14,8.313333333333334,12.2845,13.659999999999998,14.033005283025366,15.118581591828644,18.479735874116606,18.52230598403136,12.641909722222222,13.574965277777782,13.968808118469251,14.799765545080051,18.15158392939162,15.15732660848687,4.736875,4.661250000000001,5.592702277446808,5.393248622347701,7.0135969414222945,6.750148192189154,9.445,9.596249999999998,10.575021078520043,11.464880581800621,11.626267760621577,11.550395750464327,6.0289583333333345,6.242083333333335,6.67436982254055,6.805435473890279,7.953354658398308,7.330658695636059
2003-08-31,MONSOON,8.687999999999999,9.53,3.125,8.265,5.123333333333334,11.352812499999999,12.214499999999997,11.895003169815219,11.633988962729388,8.466183472671418,12.161696070842696,12.072239583333333,12.748715277777782,12.19328487108155,13.321273672506,9.800509495967411,7.369270496824188,4.73125,4.705000000000001,4.6056213664680845,4.8983242397746904,2.997377723435595,3.1598327936347648,9.075625,9.632499999999997,9.651012647112026,10.599168075451164,8.438174117648641,7.90727420935481,6.098020833333333,6.039166666666669,6.0539552268576635,6.482616241368567,4.953939746739641,5.165702371628299
2003-11-30,POMKH,9.233999999999998,11.046666666666667,3.6,7.22,5.755,10.5976875,12.354499999999996,10.83060190188913,9.594190861786357,10.533894382652978,11.150117785485754,11.773576388888888,12.53510416666667,11.734637589315597,12.480601384746956,12.732453800434829,9.238465585579334,4.63,4.768750000000002,4.203372819880851,4.54833147794933,4.000187224798937,3.623186912193569,8.459999999999999,9.257499999999997,8.678607588267216,9.356814803594762,8.55617864006011,8.018511464798223,6.278125,6.0187500000000025,5.934373136114598,6.330210825568255,6.201935089508805,6.1198044822497755
2004-02-29,POMRB,10.232500000000002,11.203333333333335,4.62,6.9499999999999975,5.5175,10.4845,10.351124999999996,10.59136114113348,9.012421915605678,14.837384807261945,16.52064030079581,11.077420634920633,11.609375000000004,11.522115886922691,11.828117813721342,16.218201096709684,13.091020073069886,4.468125000000001,4.693750000000001,4.370023691928511,4.465413597266458,5.352849127891124,5.189840332165065,7.655624999999999,8.893749999999995,7.987164552960329,8.222251592755615,8.88170082963926,7.891909347535743,6.320104166666667,6.177291666666669,5.767623881668759,6.123620606935573,5.847234556512175,5.594593973491238
2004-05-31,PREMON,15.2225,15.971111111111107,6.92,9.67,9.12,9.83275,10.844249999999995,12.443816684680087,11.92241147297285,16.719973137526345,16.074718079844864,10.024980158730157,11.93777777777778,13.301713976598057,12.857996396581324,17.82861103290439,12.391254037428435,4.38125,4.566250000000002,5.390014215157107,4.928882696792179,7.189938964867087,6.997081363698766,7.258125,8.026249999999996,8.660298731776198,8.447079600195105,11.358586858425138,11.527962127174252,6.039375,6.378958333333335,7.1085743290012555,6.875760144535855,8.211522811211495,7.876711415715032
2004-08-31,MONSOON,5.81,2.647142857142857,2.34,5.3,4.6525,10.240937500000001,10.124749999999995,9.790290010808052,8.714839999906422,7.429208580192938,10.746719279692073,10.26970238095238,10.217063492063495,9.039885528815976,9.629727473904856,9.586577777164749,9.248808322826811,4.443125,4.370000000000002,4.170008529094265,4.340956673978056,2.9764668983744116,3.012912484963849,7.230625000000001,7.284999999999995,7.316179239065718,6.984235292130394,7.087371921342997,6.77566446538846,5.734895833333334,6.261250000000001,6.126144597400753,6.413003690308524,5.218871322538473,5.545803151905233
2004-11-30,POMKH,6.8980000000000015,9.51,3.69,7.005000000000001,3.98,11.512812499999999,9.540749999999996,8.633374006484832,7.136886490879375,9.140387632067174,9.75509818183966,11.489650297619045,9.832896825396828,9.227931317289585,9.046539070776882,11.546348286337892,6.927874305819323,4.63375,4.392500000000002,3.9780051174565587,4.106209644729127,3.705982836271714,3.385711529698446,7.32125,7.231249999999996,7.191707543439431,6.552808226879701,6.611904049829248,6.521690855838566,5.605625,5.817500000000002,5.267686758440451,5.802742316003847,6.297884839157526,6.028203379800787
2005-02-28,POMRB,15.834,14.697777777777775,5.025,6.944999999999999,4.8566666666666665,12.4605,10.941124999999996,11.5136244038909,11.788946639141326,13.261355358808299,13.837590210999359,13.2514310515873,10.706507936507938,11.41586990148486,10.324441321889694,14.826829284765017,12.783200849728633,4.910625,4.493750000000001,4.396803070473935,4.204899528594784,5.040411837326575,4.975298074182363,7.58375,7.229999999999997,7.093024526063658,6.295708024080059,7.29346218728274,7.389680078994006,5.5711458333333335,5.6522916666666685,5.103278721730938,5.473247280776743,5.822389054300012,5.153297117017866
2005-05-31,PREMON,19.796,22.23625,8.04,10.4,8.746666666666666,13.257,12.084499999999995,14.826574642334538,18.5432151261963,16.533939893047407,15.595235130614144,14.310902777777777,12.27279265873016,15.744021940890915,14.19735492236083,16.92063292128119,15.398705778166706,5.095625,4.7737500000000015,5.85408184228436,5.013210552944127,7.125605428027692,7.055127768046556,7.7456249999999995,7.412499999999996,8.415814715638195,7.624026991286403,10.216080003177193,10.592627788914452,5.7179166666666665,5.558958333333335,6.560633899705229,6.194622986581372,8.365380092196352,8.023551741069666
2005-08-31,MONSOON,8.818,10.47625,3.435,6.67,4.75,13.89475,12.836499999999994,12.423144785400723,16.029230794104965,8.164903792563798,10.256864467266142,14.309670138888889,14.230069444444446,13.63691316453455,13.756847437011297,9.514479182210586,10.301762250249292,5.129375,5.047500000000001,4.886449105370616,4.725249434051804,3.0274221649109063,2.9803402129394083,7.973125,7.754999999999996,7.717488829382917,7.26207316737359,6.413346882998563,6.491851990428054,6.1575,5.583333333333335,5.836380339823137,5.846082747219332,5.062168752921112,5.237393637410029
2005-11-30,POMKH,10.262,10.156666666666668,4.075,6.93,5.056666666666667,14.45,13.677499999999993,11.558686871240432,14.126568227926912,10.31613607609125,10.083644332990486,13.677239583333332,14.391736111111113,12.244814565387397,13.096735129862811,12.479940853654881,10.448131454498771,5.090625,5.143750000000001,4.5618694632223695,4.591482484058235,4.104152943216012,3.8125692469288546,8.206875,7.7362499999999965,7.402493297629751,7.065530987275511,6.796904326596727,7.255377629200135,6.510833333333333,5.852500000000002,5.524494870560549,5.60408191202327,5.839311948426969,5.543170259593978
2006-02-28,POMRB,17.572,14.04125,4.91,8.84,7.296666666666668,14.26025,14.111999999999991,13.96401212274426,16.87888660723714,14.860879334231093,15.453127033493999,12.474062499999999,14.22760416666667,12.963388739232439,13.692905003851173,15.764656762946514,12.463145397262318,4.915,5.115,4.701121677933422,4.655132477598759,5.43638771057242,5.047703570996038,8.019375,8.209999999999996,7.977495978577851,7.716752370981049,7.29867419346502,7.169297377417441,6.177916666666667,6.462500000000002,6.233363589002996,5.968537145311254,5.728540566325288,5.426313509249339
2006-05-31,PREMON,22.5,17.833333333333332,7.845,10.375,9.133333333333333,13.607000000000001,14.787999999999991,17.378407273646555,22.085029004610004,18.160281055342963,17.720350124109604,11.830416666666666,13.126875000000002,14.911366576872796,15.464081426797158,17.686909395311538,15.398202946419906,4.716875000000001,5.06625,5.958673006760053,5.402141320783301,7.6726769854032595,7.556928823166744,7.6525,8.203749999999996,8.936497587146711,8.955573890911086,10.790120792507937,11.130653451239027,5.767916666666667,6.559166666666669,7.393351486735131,6.807647445701593,8.711256441711033,8.986543864348548
2006-08-31,MONSOON,4.596,5.253749999999998,2.225,5.195,1.7,13.11825,13.732499999999991,12.265444364187934,14.521439986462479,9.999943742422232,11.550546369731663,12.082083333333332,11.821250000000001,11.048319946123677,12.823786010924735,9.620257652840746,8.499158806542932,4.65625,4.763750000000001,4.465203804056031,4.8103491116575,3.310580522568013,3.1891078952680747,7.128750000000001,7.8349999999999955,7.439898552288026,7.790139554536754,6.843762273463336,6.633821303729775,5.332916666666667,5.796666666666669,5.1160108920410785,5.659768655321066,5.283977379233164,5.380074407008608
2006-11-30,POMKH,9.258,10.23,3.7,5.4700000000000015,4.826666666666667,12.506,13.48149999999999,11.06246661851276,11.358265468807872,10.97817317056743,10.856170576482414,12.567916666666665,11.839583333333334,10.720991967674205,11.993596677438783,11.851182009121832,8.615612545126222,4.50875,4.670000000000001,4.159122282433619,4.574875818473722,4.008027274144326,3.564356568578576,6.527500000000001,7.469999999999995,6.651939131372816,6.867349118898583,6.716563220698809,6.544181179040125,4.82875,5.739166666666669,5.000273201891314,5.389587388034515,5.726016533042648,4.637232345028357
2007-02-28,POMRB,14.666,15.981249999999998,4.8,6.11,4.046666666666667,12.418500000000002,12.754999999999988,12.503879971107656,12.377357916062897,15.200272648053485,16.24577221600312,13.18203125,12.324583333333333,12.825095180604523,13.147217888644873,15.143942836911714,13.733697298740346,4.493125000000001,4.642500000000001,4.415473369460171,4.603582801816515,5.161241278718175,4.977245187994517,6.381875000000001,6.787499999999995,6.435163478823689,6.378704159297915,7.076033328556328,7.299455745649615,5.064166666666666,4.926666666666669,4.6188305878014555,4.960225620334792,6.03746777354492,5.866340374676704
2007-05-31,PREMON,20.508000000000006,19.78,6.775,8.295,8.35,12.314750000000002,12.25699999999999,15.705527982664595,17.123990095342926,17.871173376029063,18.54167530251046,13.3340625,12.811250000000001,15.607057108362714,15.513215769221558,17.327151912680957,17.89025820827308,4.731249999999999,4.375000000000002,5.359284021676103,5.090798966507408,7.608756772885707,7.679586357647765,6.7025,6.267499999999995,7.179098087294213,6.922334078870719,9.622852447874322,9.63648322914309,5.501666666666667,4.7308333333333366,6.111298352680873,5.695591391249025,8.539353408777455,8.037534254697869
2007-08-31,MONSOON,5.887999999999999,8.22,3.17,6.109999999999999,4.366666666666666,12.38925,12.579999999999991,11.778516789598756,11.86850814756765,9.381054920651106,9.797516261447528,12.576941964285714,13.552812500000002,12.652234265017627,13.762584195036506,9.514098345515887,8.809902105200825,4.891875000000001,4.611250000000002,4.483570413005662,4.723055671995177,2.7403027433697256,2.293311791384296,7.0218750000000005,6.4962499999999945,6.751458852376528,6.529773536507945,5.2534120224617515,5.281489993002735,6.014166666666666,5.3975000000000035,5.41344567827519,5.366492663547118,4.330920691345815,4.140283457512303
2007-11-30,POMKH,7.1359999999999975,8.48,4.66,7.12,5.66,12.297374999999999,12.049499999999991,9.921510073759253,8.789281806252113,10.729345973420045,10.46011094055459,11.141571428571428,13.115312500000002,10.983340559010577,12.197453470600971,12.123536437788452,9.583108536256415,5.054375,4.851250000000002,4.554142247803397,4.709079055085239,3.909671654990495,4.083191001562164,7.3168750000000005,6.908749999999993,6.8988753114259165,6.638403021862509,5.834205440672708,6.4376525978534715,6.640625,5.6058333333333366,5.512067406965114,5.396643017295402,5.540567169256059,5.387843332858573
2008-02-29,POMRB,17.384,11.674285714285714,5.125,7.0150000000000015,7.313333333333333,12.48775,12.728999999999992,12.906506044255552,12.95731846333749,14.588687888704133,15.409780358015382,10.224392857142856,12.038571428571432,11.259718621120632,11.838027961884235,15.152783976330605,12.371534032256719,5.22125,4.932500000000002,4.782485348682038,4.802410631382026,5.23730797487874,5.0537825935931275,7.45875,7.1349999999999945,6.945325186855551,6.716879515932346,6.890157884945645,7.4103675090526755,7.053541666666667,6.422500000000003,6.2325737775124015,5.863912732277492,5.729341472225997,5.641503120834362
2008-05-31,PREMON,17.055,12.604,7.75,9.75,10.095,13.398374999999998,11.865749999999991,14.565903626553332,16.192168971859914,17.904394076489385,18.866700652383244,10.427339285714286,10.244571428571431,11.797431172672379,11.864950734612526,16.748544558500527,15.140576322292153,5.305,5.176250000000001,5.969491209209223,5.5040115296416605,7.606128423865479,7.2193817415842405,7.401250000000001,7.498749999999994,8.067195112113332,7.9723024040561326,9.66367910346602,9.323924133697483,7.412708333333334,6.858750000000002,7.777544266507441,7.05869885906495,8.833454754652863,9.090325063783474
2008-08-31,MONSOON,10.864,8.058571428571428,3.53,5.79,5.9250000000000025,14.0615,13.109749999999993,13.085142175931999,14.485396804722717,8.739136135490508,8.611196452134745,11.699928571428572,10.204214285714288,10.301887275031998,10.49072872257199,8.002157253826006,5.377888582295568,5.853125,5.266250000000001,4.9936947255255335,5.186866947720361,3.240415291342451,3.103718407836414,7.365625,7.418749999999994,7.156317067267999,7.359043980097016,5.991237207851203,6.274566607988399,7.7735416666666675,7.248333333333337,7.036526559904465,7.059630152114172,4.77664480942402,4.857899464794753
2008-11-30,POMKH,9.445,10.265,4.97,6.98,6.975,15.255374999999999,13.686999999999994,11.6290853055592,12.046776070190713,11.175390092722878,10.155213811727965,13.350767857142857,10.650464285714289,10.2871323650192,10.046731115051283,10.661329749321272,10.027137442552629,6.425,5.343750000000001,4.98421683531532,5.1987557324021685,4.4683076733893925,4.424149736935003,7.50375,7.383749999999993,7.085790240360799,7.277207070738016,6.364099526038704,6.611073114551005,8.058958333333335,7.577083333333337,7.011915935942679,7.288310612477289,6.086253652688624,6.087841918681322
2009-02-28,POMRB,20.38,20.07,9.2,6.87,8.885,15.334249999999999,14.435999999999993,15.129451183335519,17.016305086367744,15.395510966970257,16.368368926824846,14.377321428571431,12.74939285714286,14.20027941901152,12.997497544376927,14.004905729129073,14.122800147042478,6.613125,6.362500000000001,6.6705301011891915,6.198101693558651,5.527202054026448,5.194554066584112,8.021875,7.347499999999993,6.99947414421648,7.145903071012268,7.070714403055223,7.182969691751298,7.7385416666666655,7.970000000000004,7.761149561565608,7.97479517196252,6.602114623783807,6.662584807149311
