Date,Season,Babulgaon,Kelapur,Maregaon,Kalamb,Mahagaon,Digras,Ner,Pusad,Umarkhed,Zari-zamni,Darwha,Ghatanji,Arni,Yavatmal,Ralegaon,Wani,Babulgaon_Trend,Babulgaon_SMA,Babulgaon_EWMA,Babulgaon_DES,Babulgaon_TES,Babulgaon_ARIMA,Kelapur_Trend,Kelapur_SMA,Kelapur_EWMA,Kelapur_DES,Kelapur_TES,Kelapur_ARIMA,Maregaon_Trend,Maregaon_SMA,Maregaon_EWMA,Maregaon_DES,Maregaon_TES,Maregaon_ARIMA,Kalamb_Trend,Kalamb_SMA,Kalamb_EWMA,Kalamb_DES,Kalamb_TES,Kalamb_ARIMA,Mahagaon_Trend,Mahagaon_SMA,Mahagaon_EWMA,Mahagaon_DES,Mahagaon_TES,Mahagaon_ARIMA,Digras_Trend,Digras_SMA,Digras_EWMA,Digras_DES,Digras_TES,Digras_ARIMA,Ner_Trend,Ner_SMA,Ner_EWMA,Ner_DES,Ner_TES,Ner_ARIMA,Pusad_Trend,Pusad_SMA,Pusad_EWMA,Pusad_DES,Pusad_TES,Pusad_ARIMA,Umarkhed_Trend,Umarkhed_SMA,Umarkhed_EWMA,Umarkhed_DES,Umarkhed_TES,Umarkhed_ARIMA,Zari-zamni_Trend,Zari-zamni_SMA,Zari-zamni_EWMA,Zari-zamni_DES,Zari-zamni_TES,Zari-zamni_ARIMA,Darwha_Trend,Darwha_SMA,Darwha_EWMA,Darwha_DES,Darwha_TES,Darwha_ARIMA,Ghatanji_Trend,Ghatanji_SMA,Ghatanji_EWMA,Ghatanji_DES,Ghatanji_TES,Ghatanji_ARIMA,Arni_Trend,Arni_SMA,Arni_EWMA,Arni_DES,Arni_TES,Arni_ARIMA,Yavatmal_Trend,Yavatmal_SMA,Yavatmal_EWMA,Yavatmal_DES,Yavatmal_TES,Yavatmal_ARIMA,Ralegaon_Trend,Ralegaon_SMA,Ralegaon_EWMA,Ralegaon_DES,Ralegaon_TES,Ralegaon_ARIMA,Wani_Trend,Wani_SMA,Wani_EWMA,Wani_DES,Wani_TES,Wani_ARIMA
1996-02-29,POMRB,4.7,5.13,5.15,7.0025,7.416666666666668,5.9366666666666665,2.6950000000000003,3.3775,7.075,6.05,3.95,5.485,5.125,4.79,4.71,5.2,,,4.7,6.547089107797118,5.020722346226361,0.0,,,5.13,4.045101103143917,5.43363169746627,0.0,,,5.15,4.542283175859181,5.47067952133326,0.0,,,7.0025,5.3844110196694475,6.161980166368393,0.0,,,7.416666666666668,7.552324103043259,7.848799831074068,0.0,,,5.9366666666666665,5.420838544168631,5.637192327604096,0.0,,,2.6950000000000003,5.1449879551019855,2.9921292151995695,0.0,,,3.3775,7.922763779428093,3.7751509902908804,0.0,,,7.075,5.7069704818721485,6.815614753318705,0.0,,,6.05,12.116307041842838,6.710628113152017,0.0,,,3.95,5.080218174562908,4.2485847051081915,0.0,,,5.485,5.497150880746993,6.0983768886540055,0.0,,,5.125,4.051063458174847,4.954128573458624,0.0,,,4.79,8.283932665765928,4.860040637401667,0.0,,,4.71,8.66235512781106,5.185527313556654,0.0,,,5.2,4.901678587694897,5.629966398792206,0.0
1996-05-31,PREMON,7.896666666666667,6.932,7.35,8.418333333333335,9.28,6.633333333333333,4.075,6.153333333333332,8.82,9.65,6.1925,8.770000000000001,6.1999999999999975,6.81375,6.960000000000001,6.1999999999999975,,,5.978666666666667,9.78108966801425,6.77655089152783,2.9900430455282887,,,5.8508,4.337967123175487,7.483546994000924,5.690308739351991e-08,,,6.03,4.871514883513204,7.045910650629037,-3.4350050892694433e-07,,,7.568833333333334,5.670395381630378,9.633721901285588,1.0372156834928372e-05,,,8.161999999999999,7.568899084805323,8.880166244334387,7.416656806919905,,,6.215333333333334,5.404628782370192,7.15444781971068,5.936659359665936,,,3.2470000000000003,6.6598108780580745,4.461578805668165,1.2361993956694697,,,4.487833333333333,11.019401086775307,5.819448188768551,3.3774938104754635,,,7.773000000000001,6.353842178842025,8.721366208358068,1.6039572040755257e-07,,,7.49,15.905550010081702,9.322057519844863,4.515523993593061e-07,,,4.847,5.097721485775259,5.896485875648389,3.9499934280659783,,,6.799000000000001,5.735195966224367,8.907396201644932,5.484976573536135,,,5.554999999999999,4.3219194458837,6.094984216811071,5.12498724288755,,,5.599500000000001,10.314757324723395,7.192358976611107,2.170890259593649,,,5.610000000000001,11.049789770369925,7.34970611738215,4.709976892248427,,,5.6,5.203388567475086,6.4586075490840456,5.199987136963751
1996-08-31,MONSOON,2.65,3.7833333333333337,3.8,3.605,6.333333333333332,4.636666666666667,2.1,2.5175,4.325,6.0,3.8125,5.033333333333334,2.175,2.6175,3.3,4.15,4.528333333333334,,4.6472,8.197063125920446,3.474566560730909,4.966719347725491,5.212583333333334,,5.023813333333333,4.237747020200271,4.529875768302549,1.4679759357934946e-07,5.1312500000000005,,5.138,4.774269666810283,3.386907175103992,-4.54436189541043e-07,5.516979166666667,,5.983300000000001,5.4466372296187044,3.9772732127881585,1.5717084333824008e-05,7.477083333333333,,7.430533333333332,7.585510440840061,6.435366208507644,8.600835893546975,5.30625,,5.583866666666667,5.3884667310784655,4.2618998027255115,6.40561068555772,2.7931250000000003,,2.7882000000000002,6.332201184037158,1.5608688458553721,2.231091848878047,3.7090625,,3.6996999999999995,8.99289771401322,2.183687656185995,5.102352628099071,5.920625,,6.393800000000001,6.010654827360468,4.0468638589414745,4.289013083430247e-07,7.531250000000001,,6.894,14.988519805520971,4.389529749166456,1.1989224252276723e-06,4.19625,,4.4332,5.11507151407333,3.1993918352502004,5.468270409061457,6.1572916666666675,,6.092733333333334,4.951152242294261,4.574589922257364,7.295056829336341,3.7739583333333324,,4.202999999999999,3.6749750506406196,2.456571576194915,5.768278393423824,4.50203125,,4.406700000000001,8.954650744142434,2.4647878574824933,3.304391481171484,4.563125,,4.686000000000001,10.19625533817812,2.8672909777807236,5.835392489696276,5.21875,,5.02,4.843005508819816,4.239126537773005,5.7039214658957675
1996-11-30,POMKH,3.0,4.7700000000000005,4.5,3.93,6.72,4.386666666666667,2.3,2.5766666666666667,3.725,6.9,2.8300000000000005,4.983333333333333,2.475,3.71625,3.375,5.15,4.443333333333333,4.561666666666667,3.98832,6.872868508885881,3.7327059654558514,2.810704705675446,5.315250000000001,5.153833333333334,4.922288,4.266285618251543,5.662332413696838,1.9621615285148862e-07,5.06875,5.2,4.8828,4.7589428813996255,4.477118319538427,-5.733824150411774e-07,5.258333333333334,5.738958333333334,5.16198,5.26290199946991,4.513725054350828,6.855315605910064e-06,7.471249999999999,7.437499999999999,7.146319999999999,7.602158253911645,6.773583749124416,7.117809848978047,5.168333333333333,5.398333333333333,5.104986666666667,5.372352920026728,5.3578882037599875,5.273092976749008,2.9906249999999996,2.7925000000000004,2.5929200000000003,5.630130325990262,2.5033421372826927,2.4333952004788584,3.780208333333333,3.6562499999999996,3.2504866666666663,6.431355701184119,2.559587283148528,3.3373969139033273,5.605624999999999,5.98625,5.326280000000001,5.5511032993627785,4.746476171496605,5.677006180161694e-07,8.012500000000001,7.15,6.8964,13.379013461903071,5.28672601484654,1.6723737206274865e-06,4.27375,4.19625,3.79192,5.13239204963206,3.947570194192292,4.080574898645858,6.254583333333334,6.067916666666668,5.648973333333334,4.42829315716846,5.183682555277172,6.12944340179209,3.5197916666666664,3.993749999999999,3.5117999999999996,3.2008765004439925,3.8153993935191846,3.993016006341586,4.6178125,4.484375,4.130520000000001,7.742967538085608,3.811321379328154,2.4675214861856887,4.5512500000000005,4.586250000000001,4.1616,8.691794383228329,3.7934183997163817,4.9892283714706,5.409375000000001,5.175,5.071999999999999,4.8493969522976865,4.682686909553017,5.1724680110447
1997-02-28,POMRB,4.433333333333334,5.6000000000000005,4.6,5.226666666666668,7.733333333333332,5.2,2.7,3.8,6.55,9.1,3.95,6.2,3.3666666666666667,4.93125,4.525,5.5500000000000025,4.749999999999999,4.495000000000001,4.166325333333333,6.582634456465097,4.721283889727213,4.061292801445469,5.669583333333333,5.2713333333333345,5.193372800000001,4.4013854246296376,6.122878482267657,4.793905476887577,4.85,5.0625,4.769679999999999,4.754105369513833,5.509551427491457,4.778397211111173,5.396041666666667,5.295000000000001,5.1878546666666665,5.221811806510378,5.666601260072335,7.002495501455195,7.621666666666665,7.516666666666665,7.381125333333332,7.618842604583403,7.926607579342364,7.266487874870492,5.334583333333335,5.214166666666666,5.142992,5.356287614297723,5.285801342465711,5.408865365224578,3.3208333333333333,2.79375,2.635752,4.912804039607241,2.9600812062253077,2.4906651615089435,3.955729166666666,3.7618749999999994,3.4702919999999997,5.086784376863916,3.9097814461921674,3.304598984651075,5.790624999999999,5.855,5.815768,5.7133967980912495,6.816304077221398,6.612704299715888,8.35,7.9125000000000005,7.777839999999999,12.61441051019522,6.78064394143129,5.690445768490393,4.5528125,4.19625,3.855152,5.1498700024582655,4.21071203020283,3.606159860970627,6.449999999999999,6.246666666666668,5.869384,4.500537096117089,6.157788917721811,5.5719870840371755,3.5791666666666675,3.5541666666666654,3.4537466666666665,3.0212420554018986,5.016991428622177,4.548795439445501,4.99734375,4.5196875,4.450812000000001,7.028458970786177,4.82598999229733,4.574899564865388,4.8500000000000005,4.540000000000001,4.30696,7.569355516095279,5.290393527182064,4.666415013019998,5.768750000000001,5.2625,5.2632,5.001002560711351,5.611505827227149,5.1743910630528775
1997-05-31,PREMON,7.483333333333332,7.283333333333332,7.4,8.125000000000002,8.916666666666666,6.266666666666668,5.65,6.3,6.8249999999999975,10.45,6.8125,8.833333333333334,5.9250000000000025,7.59875,7.0500000000000025,7.375,5.581249999999999,4.391666666666667,5.493128533333333,8.13386816765151,6.493402519599319,6.788760925683608,6.173958333333334,5.359166666666667,6.029357013333334,4.748478998511596,8.07050506647476,6.477846537584078,4.53875,5.074999999999999,5.821808,5.081339879033989,7.043259604909735,6.819654316944865,5.780416666666667,5.221666666666668,6.362712800000001,5.490498008119218,8.531668513504513,7.59039582307906,7.850416666666666,7.4258333333333315,7.995341866666665,7.635563573193504,8.957973992824149,8.699083856824883,5.850416666666667,5.1225000000000005,5.5924618666666674,5.340270766351667,6.63757185653659,5.956706872172471,3.620833333333333,3.187500000000001,3.8414512000000003,5.711042362922148,4.439980100454466,3.6986008545294,4.102708333333333,3.798541666666666,4.6021752,5.851542453946466,6.01755271193477,5.7352231174666795,6.515624999999999,5.356249999999999,6.219460799999999,5.932341631273095,8.72198306762457,8.243682238926516,8.57,8.1125,8.846703999999999,12.363545566365833,9.392073351604438,9.076496071822477,5.1225,4.35125,5.0380912,5.167660885803869,5.873911769944218,5.196333550886257,6.764166666666667,6.262500000000001,7.0549637333333335,5.550460582166435,8.966825735804026,8.211212503899567,3.8052083333333337,3.485416666666667,4.442248000000001,3.4985993432030185,6.132279629172498,5.135500883322291,5.405625000000001,4.7159375,5.7099872000000005,7.668963582305042,7.210197333463679,6.523486870840437,5.359375000000001,4.562500000000002,5.404176000000001,7.730799922583201,7.454569594421568,6.159879843385399,6.0025,5.55625,6.10792,5.747774729357459,6.519821881397933,5.6947556576122
1997-08-31,MONSOON,5.5166666666666675,6.266666666666668,2.0,5.0,7.899999999999999,6.333333333333332,3.1666666666666665,3.775,7.8,7.9,5.425,6.533333333333334,2.9250000000000003,4.86875,5.6,5.85,6.102083333333333,5.108333333333334,5.502543786666667,7.787088889632548,3.126706312125886,2.8465602073236385,6.474583333333333,5.98,6.124280874666668,4.963176295296713,5.006090002689028,3.5354663573154657,4.35375,4.624999999999999,4.2930848,4.761753831100693,3.38796869711774,3.5258076355664496,6.0663333333333345,5.5704166666666675,5.81762768,5.427698111910451,3.25838833527681,3.617711206485017,7.939583333333332,7.817499999999998,7.957205119999999,7.6523212381702885,6.513173956588506,6.8739404304719205,6.151250000000001,5.546666666666667,5.888810453333333,5.324301846288975,3.8095422701460797,4.979374340134041,3.875,3.4541666666666675,3.571537386666667,4.940559153746511,1.9895870524400872,2.4488694310733266,3.9262499999999996,4.112916666666665,4.27130512,4.63073133695972,2.3704503415960616,2.986888399201365,6.422499999999999,6.225,6.85167648,6.352039256339532,4.047264506406208,4.042395223058741,8.5275,8.5875,8.468022399999999,10.366931753587615,4.459545585440498,5.643417303019534,5.6215625,4.7543750000000005,5.19285472,5.185387724502771,3.4363838828452997,4.7475837798676945,6.6345833333333335,6.637500000000001,6.846311573333333,5.775480165515706,4.634019560771655,5.388846502409263,4.165000000000001,3.6729166666666666,3.835348800000001,3.2615268010463483,2.48893063378922,2.868492067459865,5.5209375,5.2787500000000005,5.37349232,6.683439773930058,2.7097061090827976,2.955165825221216,5.799375000000001,5.137500000000002,5.4825056000000005,7.005608211024989,2.972154314398443,3.762676883396992,6.1206249999999995,5.981250000000001,6.004752,5.926758061227892,4.541182829479563,4.931668793564446
1997-11-30,POMKH,6.783333333333334,6.321666666666666,3.81,5.609999999999999,6.9833333333333325,6.816666666666667,3.6333333333333333,2.495,6.05,6.76,5.775,5.996666666666667,3.533333333333333,4.731250000000001,5.15,5.32,6.279166666666667,6.054166666666668,6.014859605333334,8.135228799466853,4.982711296835376,4.391585315893925,6.646875,6.367916666666667,6.203235191466668,5.179537086007343,6.4319634148666935,4.4574910607487,4.295625,4.452499999999999,4.09985088,4.658617876789382,4.351182119085,4.175298548962046,6.182874999999999,5.990416666666667,5.734576607999999,5.43143296435115,4.796390847640553,4.935207086232466,8.056249999999999,7.883333333333331,7.567656405333333,7.66911568013875,6.851391498585128,7.406311335387581,6.175416666666667,6.154166666666667,6.259952938666666,5.30838087117608,5.8285871658882895,5.528183292674268,3.9895833333333335,3.7875000000000005,3.596255765333334,4.449126210738258,3.111992207805108,2.744910229673083,3.6584375000000007,4.0924999999999985,3.560783072,3.0864635063694106,2.9824431927486037,3.1269454237396657,6.535625,6.8062499999999995,6.531005888,6.372584625991118,4.7471796289156885,3.481600520501793,8.34,8.5525,7.784813439999999,8.209613105945634,5.35674185113087,6.489929883141066,5.836875000000001,5.4906250000000005,5.425712832,5.203204848067331,4.740195133242423,4.171802998181512,6.378333333333335,6.890833333333335,6.506453610666666,5.812921395706511,5.243150659871667,5.415596601821681,4.414375000000001,3.9375000000000004,3.714542613333334,3.207632473266897,3.8570793443987723,3.123029945872559,5.543125,5.5325000000000015,5.116595392000001,5.767560335434331,4.650113955128404,4.435688829430372,6.17375,5.5812500000000025,5.34950336,6.147179984429578,3.898302459632566,3.900347428559842,6.158124999999999,6.0237500000000015,5.7308512,5.885655342185088,5.287030716348212,5.517353380009335
1998-02-28,POMRB,4.816666666666666,6.453333333333332,3.81,5.8340000000000005,8.183333333333332,5.176666666666667,3.4000000000000004,2.47,3.48,8.9,4.9975,4.15,5.1866666666666665,4.83875,6.27,6.3249999999999975,6.504583333333334,6.150000000000001,5.5355824298666665,7.036478387684536,7.230546873605986,5.9741536536422135,6.427499999999999,6.58125,6.303274448213333,5.405699524361288,7.012041788361937,5.183468824156796,4.5718749999999995,4.254999999999999,3.983910528,4.557046078203617,5.343841561900538,4.692038122342967,6.045249999999999,6.142250000000001,5.7743459648,5.460088881390319,6.611318724617959,6.5907473919938875,8.008333333333333,7.995833333333331,7.813927176533332,7.68594698167596,8.004415328975002,7.579437619314755,6.092083333333333,6.148333333333333,5.826638429866667,5.2925068801919215,6.598066236404564,6.379380337064665,4.0216666666666665,3.9625000000000012,3.5177534592000006,3.923911334774724,3.773126488076606,3.0788661475544674,3.287187500000001,3.759999999999998,3.1244698432,2.276401016535801,4.221392179644397,3.58398491089966,6.7575,6.038749999999999,5.3106035328,5.8358635337568865,6.817331227994005,6.492743507797787,7.887499999999999,8.5025,8.230888063999998,8.004385355932623,6.850659780200871,7.806203462705488,5.955625000000001,5.7525,5.2544276992,5.221012271450678,5.872783327007337,5.059467713020506,6.307500000000001,6.378333333333335,5.5638721663999995,5.2403840885470965,6.217282493473315,6.000363033187398,4.589375,4.3925,4.303392234666667,3.574551637646809,5.07228342866418,4.2765662725667655,5.43359375,5.509375000000002,5.005457235200001,5.131801055117992,5.716939977139694,5.0771037337389,6.303125,6.017500000000002,5.7177020160000005,6.037556862972414,5.395293354082951,4.7293593150788835,6.02375,6.217499999999999,5.968510719999999,6.145185350189078,6.121928319973064,5.609251525176457
1998-05-31,PREMON,8.516666666666667,7.808333333333334,7.725,8.45,9.4,6.4833333333333325,5.866666666666667,5.4875000000000025,10.8,9.15,7.4875000000000025,8.833333333333334,6.1000000000000005,7.86875,8.3,6.9,6.305,6.408333333333336,6.7280161245866665,8.408647789000652,7.945915971339181,7.290929416806876,5.906458333333333,6.7125,6.905298002261333,5.796653842842148,8.949108034314508,6.866747389721797,4.85875,4.33625,5.4803463168,4.9219714496760805,6.833529352308362,7.098692649547592,5.5945,6.223500000000001,6.84460757888,5.766776671294701,9.31653465161842,8.207415946911691,7.866666666666666,8.116666666666665,8.448356305919999,7.702815223691735,9.035781742801744,8.968904075560776,5.906666666666667,6.2025,6.089316391253333,5.27668086721216,7.376165862772174,6.113273564284203,3.9975000000000005,4.0166666666666675,4.457318742186668,4.782422325999784,5.221141226938965,5.017318334977563,2.9525000000000006,3.556874999999999,4.069681905920001,4.072551541808063,5.967194954793913,5.50148614792346,6.245,7.032500000000001,7.50636211968,6.891835486505234,8.722535401701428,7.328627254632978,7.513333333333334,8.177499999999998,8.598532838399999,8.19439997236867,9.46208918593392,9.775250179965033,5.6978125,5.921250000000001,6.147656619520001,5.239100592496441,7.28772857714585,6.344423406452578,6.139166666666667,6.378333333333334,6.871656633173333,6.34573628798392,9.02626298590204,8.266604012650479,5.0008333333333335,4.436249999999999,5.0220353408000005,4.1628532151605935,6.211772673245009,5.9189416692722165,5.18359375,5.576875000000002,6.150774341120001,6.2283492097771385,7.8100460611242575,7.00286488742747,6.3012500000000005,6.33,6.7506212096,7.039988892085268,7.559484905089123,6.681734410334477,5.93375,6.098749999999999,6.341106432,6.545251683518773,7.087455888986663,6.599458347844547
