Date,Season,Adityapur(gamharia),Chandil,Gobindpur (rajnagar),Seraikela,Kharsawan,Nimdih,Adityapur(gamharia)_Trend,Adityapur(gamharia)_SMA,Adityapur(gamharia)_EWMA,Adityapur(gamharia)_DES,Adityapur(gamharia)_TES,Adityapur(gamharia)_ARIMA,Chandil_Trend,Chandil_SMA,Chandil_EWMA,Chandil_DES,Chandil_TES,Chandil_ARIMA,Gobindpur (rajnagar)_Trend,Gobindpur (rajnagar)_SMA,Gobindpur (rajnagar)_EWMA,Gobindpur (rajnagar)_DES,Gobindpur (rajnagar)_TES,Gobindpur (rajnagar)_ARIMA,Seraikela_Trend,Seraikela_SMA,Seraikela_EWMA,Seraikela_DES,Seraikela_TES,Seraikela_ARIMA,Kharsawan_Trend,Kharsawan_SMA,Kharsawan_EWMA,Kharsawan_DES,Kharsawan_TES,Kharsawan_ARIMA,Nimdih_Trend,Nimdih_SMA,Nimdih_EWMA,Nimdih_DES,Nimdih_TES,Nimdih_ARIMA
2001-11-30,POMKH,2.2,2.8,6.35,2.41,2.74,2.924,3.371875,3.769999999999998,3.0591048440574715,3.6742945750244536,3.2251642868880523,2.739900385552212,4.45,4.795000000000002,4.222769262901735,3.5337809666501334,2.924623295410553,3.7972413385785853,7.245,7.164999999999999,6.362783085461684,7.094527085079451,5.075197593400786,5.110135873711638,2.5875,2.4050000000000002,2.3165433120007535,2.593077100812507,2.8812028014046764,2.912633794116391,3.58125,3.334999999999999,3.147283306821215,2.0239472225572848,3.895063811171824,2.458573145667826,4.136,4.136,3.455843154500449,3.5095795561613303,2.9682473833342273,2.9239998012713495
2002-02-28,POMRB,2.92,3.67,9.0,3.61,3.82,4.494,3.4375,3.3124999999999982,3.003462906434483,3.5867634679418394,4.3146391416474605,3.6838523025303656,4.2212499999999995,4.360000000000002,4.001661557741041,3.395506821043655,4.7770946042473,4.290621899404181,8.00125,7.094999999999999,7.41766985127701,7.851618144331913,7.349822453256927,6.919852586708869,2.51625,2.5025,2.833925987200452,2.8331707163149185,3.128339646618945,3.0027528994420347,4.32875,2.849999999999999,3.4163699840927286,3.40036677228268,5.153133400854601,4.493878612053684,4.135999999999999,4.136,3.8711058927002693,3.885425661641077,4.4752471889218715,4.49399985576764
2002-05-31,PREMON,7.225,7.81,11.88,3.05,8.62,7.71,3.4999999999999996,3.4312499999999986,4.69207774386069,4.211741423674513,6.56941486902639,6.26995765056976,3.6799999999999997,4.540000000000002,5.524996934644625,3.9661534658416344,7.635776670360842,6.2466713302232595,8.76375,7.395,9.202601910766205,9.95233422588247,11.15108015752229,10.938752697811013,2.37125,2.6724999999999994,2.920355592320271,2.9509194311429128,2.71270721834124,2.8969394008073457,4.6525,4.312499999999999,5.497821990455638,10.795170771386658,6.803199677297282,6.562413706807416,4.136,4.136,5.4066635356201616,6.391262106595264,7.632929601203139,7.709999723710155
2002-08-31,MONSOON,1.43,1.33,7.2,0.37,2.2,1.416,3.7162499999999996,3.4437499999999988,3.387246646316414,3.8636150245217973,1.0595908828110039,1.7111593249039596,3.5112499999999995,3.9025000000000025,3.8469981607867747,3.3707802603357337,2.6257207680585513,3.4674583681441984,8.945,8.6075,8.401561146459724,9.341701780423099,4.915209377526804,3.7730397236659265,2.36875,2.3599999999999994,1.9002133553921623,2.538527540978763,1.756554416286932,1.616311990071727,5.3575,4.344999999999999,4.178693194273382,7.170859299526728,2.4685748034256956,3.155550414774127,4.136,4.136,3.8103981213720965,4.30692844350267,1.502656738994979,1.4159998812790988
2002-11-30,POMKH,2.65,1.02,7.6,2.5,5.2,2.924,3.7856249999999996,3.5562499999999986,3.0923479877898483,3.7132395611000435,3.076867492235085,2.6105822547515483,3.5262499999999997,3.4575000000000022,2.7161988964720645,2.8405670697417293,3.003120496401681,2.7528493327222616,8.9725,8.92,8.080936687875834,8.867716996056998,5.790760163304899,5.464610324009788,2.37,2.3824999999999994,2.140128013235297,2.5423396254835464,2.6264685673742965,2.367720486722632,5.952500000000001,4.959999999999999,4.587215916564029,6.746125869083314,3.787608938461517,3.932368006434454,4.136,4.136,3.4558388728232576,3.521212167463423,2.96824665562736,2.9239998226477537
2003-02-28,POMRB,4.2,4.1,9.2,3.5,7.0,4.494,3.7537499999999997,3.8762499999999984,3.535408792673909,3.8153831301867775,4.26140415797245,3.630431774026179,3.41,3.5650000000000017,3.2697193378832385,2.9173616930560105,4.85555931651498,3.581616831173344,9.274999999999999,8.969999999999999,8.5285620127255,9.162829154158429,8.125215985585916,7.505417629634607,2.53625,2.3549999999999995,2.684076807941178,2.7377963288068536,3.341179437378767,3.4496075631733047,6.51875,5.754999999999999,5.552329549938417,7.809220838817209,5.33918261838507,4.907356989475265,4.135999999999999,4.136,3.8711033236939545,3.898123217376189,4.475246709931508,4.493999788492975
2003-05-31,PREMON,6.5,7.5,11.9,3.17,10.2,7.71,3.955,3.694999999999999,4.721245275604345,4.294052168787062,6.7280141006597685,6.954532439481564,3.4175,3.4875000000000016,4.9618316027299425,3.542275530667225,7.714257457862846,6.684816892989973,9.17375,8.974999999999998,9.8771372076353,10.694985343583962,11.862057638745737,11.187708277708209,2.89,2.385,2.8784460847647066,2.860682526845916,2.8373541376810394,3.0954929804613722,6.841249999999999,6.15,7.41139772996305,11.483933418771358,7.331508776388162,8.098567588839327,4.136,4.136,5.406661994216373,6.403471351523368,7.632929285922602,7.709999697011313
2003-08-31,MONSOON,1.9,0.71,9.6,1.58,5.15,1.416,4.269375,3.812499999999999,3.5927471653626073,3.99904439463677,1.0777973463546342,1.3924525439618143,3.5975,3.332500000000002,3.2610989616379653,2.938666580486858,2.704183300307054,2.923168866449432,8.797500000000001,9.574999999999998,9.76628232458118,10.76525626255135,5.54883103487871,4.7533720823055035,3.0300000000000002,2.6875,2.359067650858824,2.666999682234712,1.0615730957462117,0.9665675661087691,6.92,6.8875,6.506838637977831,7.959399869994549,3.1171101952394165,4.074487062397598,4.136,4.136,3.8103971965298236,4.316106526865015,1.5026565314712883,1.4159998833020642
2003-11-30,POMKH,3.79,1.7,4.39,4.12,4.83,2.924,4.4925,4.097499999999999,3.6716482992175643,4.010783377306166,3.166858247698367,2.778116641366303,3.69,3.5025000000000017,2.636659376982779,2.6130872452837526,3.0815679339314808,2.186627287750628,8.755,8.772499999999997,7.615769394748708,8.272618778350987,6.622130163667332,6.069086467269435,2.97375,3.0925000000000002,3.0634405905152944,2.966410794988742,2.631074806380078,2.6556718084888176,6.8275,6.795000000000001,5.836103182786698,5.434775697399315,4.699241175027215,5.080578001491341,4.136,4.136,3.455838317917894,3.526988330596622,2.9682465190312346,2.9239998388495754
2004-02-29,POMRB,5.575,4.86,9.4,3.0,8.0,4.494,4.5,4.441249999999999,4.432988979530538,4.311278071469515,4.518228132708641,4.16190618453928,3.67,3.692500000000002,3.5259956261896677,2.869682386741051,4.934025514264224,3.890967885843306,8.24625,8.822499999999998,8.329461636849224,8.533167321563981,8.504149380632068,7.973451078942023,2.9925,2.9675000000000002,3.038064354309177,3.035207936550448,3.5728645812570248,3.341464303327528,6.20875,7.045000000000002,6.701661909672019,7.0853104641016245,6.104302327071809,5.8315395992543575,4.135999999999999,4.136,3.8711029907507366,3.9008938751040225,4.475246620021224,4.493999849414998
2004-05-31,PREMON,6.91,7.48,11.36,3.22,8.46,7.71,4.483750000000001,4.543749999999999,5.423793387718323,4.825319098107922,7.162502135951565,7.296744351565578,3.6662500000000002,3.6875000000000018,5.107597375713802,3.515126364430789,7.792737209742045,7.067017458032051,8.05625,8.687499999999998,9.541676982109534,9.75165138973948,12.220959208489763,11.367969836164868,2.74,2.9800000000000004,3.110838612585506,3.1359451261004563,3.117763216441586,2.8449830522573727,5.79,6.610000000000002,7.404997145803212,8.594341576357513,8.123479327500293,8.500763173148975,4.136,4.136,5.406661794450442,6.403082666024194,7.632929226741806,7.709999752422051
2004-08-31,MONSOON,1.55,0.57,6.07,1.68,1.94,1.416,4.52625,4.45625,3.874276032630994,4.432154802138511,1.5083945418500226,1.6629498684433763,3.8800000000000003,3.6525000000000016,3.2925584254282807,2.9058618252966735,2.78264566669245,2.4749724192258347,8.24625,7.804999999999998,8.15300618926572,8.274845182591488,5.807099409767969,6.1262459082878244,2.62,3.0050000000000003,2.5385031675513035,2.9265021742034008,1.4221137567535704,1.6249393994134418,5.6,5.807500000000003,5.218998287481927,3.8289560061538155,3.619633122160409,4.112066942062784,4.136,4.136,3.810397076670265,4.314373218443809,1.5026564925172066,1.4159998983350695
2004-11-30,POMKH,4.01,1.81,6.4,2.0,4.69,2.924,4.75875,4.51125,3.9285656195785963,4.4364903531258175,3.4734283989014596,2.9250331472284246,4.527500000000001,3.6800000000000015,2.6995350552569684,2.6152550116517808,3.160033081145252,2.035483540735101,8.01,8.307499999999997,7.451803713559433,7.242259501502986,6.456296987989544,5.577643100203052,2.8674999999999997,2.4750000000000005,2.323101900530782,2.7788007526560503,3.441144975805697,3.4639115245436622,5.4375,5.772500000000003,5.007398972489156,3.7577405852713204,4.7773591101592485,3.9820540834683413,4.136,4.136,3.4558382460021586,3.52498812339965,2.9682464933907586,2.9239998527482616
2005-02-28,POMRB,5.695,6.46,8.91,4.16,6.62,4.494,5.2575,4.541250000000001,4.635139371747158,4.710363192577587,4.8110433792853184,4.603259158509053,5.07,4.080000000000002,4.203721033154181,3.1482440502768108,5.012502914059802,4.100458417415908,8.07375,8.184999999999997,8.03508222813566,7.644119097987138,8.581903546784552,8.361848999218058,2.9574999999999996,2.7650000000000006,3.0578611403184692,3.0504629458772228,3.247509167963453,2.811665276126453,5.93875,5.427500000000003,5.652439383493494,5.902407223955362,6.157485644349104,5.317390477846622,4.135999999999999,4.136,3.8711029476012953,3.899059462377656,4.475246603144012,4.49399983905414
2005-05-31,PREMON,8.65,11.06,9.96,4.04,8.54,7.71,5.640625000000001,4.976250000000001,6.241083623048295,5.470118223726989,7.427859220532902,7.23634221086049,5.446250000000001,4.975000000000002,6.946232619892509,4.357669505658371,7.87123175122532,7.636505082872123,8.56,7.834999999999997,8.805049336881396,8.562246250301383,12.235152560471246,11.342401950387059,2.9375,2.97,3.4507166841910815,3.2894439718049533,3.1898996010332406,3.527677107222281,6.68,5.4475000000000025,6.8074636300960965,9.311391463154134,8.012825231250943,8.182444546848801,4.136,4.136,5.406661768560777,6.401620343119658,7.632929215632736,7.709999757886707
2005-08-31,MONSOON,3.8,1.33,7.98,1.58,5.87,1.416,5.63375,5.538750000000001,5.2646501738289775,5.396906544465621,2.008053777708663,2.21761988732347,5.4275,5.165000000000003,4.699739571935505,3.7382803009892127,2.8611674146812716,3.255414169830176,8.74125,8.312499999999998,8.475029602128838,8.39783002732529,5.66297198454319,6.09772758118997,2.6525000000000003,2.9450000000000003,2.702430010514649,3.0375292795907045,1.6089442798316735,1.5643181158898996,6.93875,6.430000000000002,6.432478178057657,8.036650335329952,3.5307740563353414,3.5098298111737947,4.136,4.136,3.8103970611364666,4.313416307369594,1.50265648520483,1.4159999039092042
2005-11-30,POMKH,4.825,4.06,8.38,1.94,6.69,2.924,5.4937499999999995,5.7425000000000015,5.088790104297386,5.470764106533629,4.25119469526935,3.962211586394715,5.02,5.727500000000003,4.443843743161303,3.6840181110185357,3.238571296164749,2.225773475441092,8.892500000000002,8.8075,8.437017761277303,8.428324303808287,6.5421317882168015,5.799529580873576,2.24625,2.93,2.3974580063087894,2.856523614582637,2.808890929671382,2.2726429655372042,6.9125000000000005,6.930000000000002,6.535486906834594,7.52102824852992,5.147924506459942,4.872351990621309,4.136,4.136,3.45583823668188,3.5244757213770948,2.9682464885774413,2.9239998642297094
2006-02-28,POMRB,4.825,4.06,8.38,1.94,6.69,4.494,5.090000000000001,5.525000000000001,4.983274062578432,5.522743126752866,5.594725641323669,5.159272202193402,4.7524999999999995,5.127500000000002,4.290306245896782,3.6413707917317053,5.091094042650553,5.256457294483013,8.46625,8.675,8.414210656766382,8.442368267210446,8.879792594166084,8.499794463885237,2.1218749999999997,2.375,2.2144748037852735,2.681893675651038,3.762641663955414,3.5791725726578276,6.3725000000000005,6.9475000000000025,6.597292144100756,7.025814699390138,6.71432333935741,6.8102325712708245,4.135999999999999,4.136,3.871102942009128,3.8989000238367484,4.475246599975622,4.493999862724333
