Date,Season,Garh Mukteshwar,Dhaulana,Muradnagar,Bhojpur,Loni,Hapur,Garh Mukteshwar_Trend,Garh Mukteshwar_SMA,Garh Mukteshwar_EWMA,Garh Mukteshwar_DES,Garh Mukteshwar_TES,Garh Mukteshwar_ARIMA,Dhaulana_Trend,Dhaulana_SMA,Dhaulana_EWMA,Dhaulana_DES,Dhaulana_TES,Dhaulana_ARIMA,Muradnagar_Trend,Muradnagar_SMA,Muradnagar_EWMA,Muradnagar_DES,Muradnagar_TES,Muradnagar_ARIMA,Bhojpur_Trend,Bhojpur_SMA,Bhojpur_EWMA,Bhojpur_DES,Bhojpur_TES,Bhojpur_ARIMA,Loni_Trend,Loni_SMA,Loni_EWMA,Loni_DES,Loni_TES,Loni_ARIMA,Hapur_Trend,Hapur_SMA,Hapur_EWMA,Hapur_DES,Hapur_TES,Hapur_ARIMA
1998-08-31,MONSOON,5.8100000000000005,0.56,5.63,6.973000000000001,9.235,1.14,6.121250000000001,6.7675,6.440591814656001,6.79581739389448,6.727783159918097,5.836897932983773,1.34625,1.35,1.322438961152,1.061492584078597,0.5339467796913091,0.9338724143868662,5.69875,5.98,5.952692232704001,6.092581055271383,5.995550167543615,6.116861489765392,7.127684523809525,7.127684523809524,7.158878492416001,7.012641828087977,7.062517468947621,7.009427432527439,9.235,9.343749999999998,9.111166649343998,8.97147519691569,7.900079146066332,7.995209136514173,2.5199999999999996,2.84,2.5768703201279997,2.741664919526608,0.7541320914512024,0.9948888678854351
1998-11-30,POMKH,4.855,1.17,5.08,7.1000000000000005,9.32,1.47,5.851875000000001,6.2875,5.8063550887936,6.497757582592015,6.375230330714185,6.641202206605148,1.4275,1.3475000000000001,1.2614633766912,1.0013083374026388,1.0651467712713791,1.2151919379029397,5.547499999999999,5.775,5.603615339622401,5.829512452524947,5.967171042219572,5.949478907412117,7.127684523809524,7.127684523809524,7.1353270954496,7.015394379055853,7.068502359132005,7.10928229991492,9.32875,9.239999999999998,9.194699989606399,9.076184375179913,9.413260918686278,9.370965920830479,2.45125,2.5825,2.1341221920768,2.3076684539515533,2.4345090419194415,2.371946947418663
1999-02-28,POMRB,5.5150000000000015,1.2,5.06,6.614166666666668,9.535,2.54,5.800000000000001,5.954999999999999,5.689813053276161,6.37495476266343,6.187850886685091,5.989549105632826,1.54125,1.3450000000000002,1.23687802601472,1.0157388093384219,1.1863745720402348,1.2372525518288444,5.50625,5.6225000000000005,5.3861692037734406,5.639056169559497,5.701770525323381,5.650593404657994,7.127684523809524,7.127684523809524,6.926862923936427,6.744322600168195,6.495828868888897,6.749926220885688,9.471875,9.229999999999997,9.33081999376384,9.238809117808678,9.354116698424079,9.437631103899841,2.3037500000000004,2.4575000000000005,2.2964733152460797,2.425721011317533,2.630936799100092,2.210943820230391
1999-05-31,PREMON,6.815,3.11,6.12,7.823571428571428,9.62,4.63,6.034375000000001,5.748749999999999,6.139887831965697,6.515366776951741,7.104044106078593,6.404636276858755,1.64375,1.51,1.986126815608832,2.425801808134115,2.4924426112698486,2.068033802084935,5.685,5.472500000000001,5.6797015222640646,5.83132560020224,6.242514962217518,5.447587363350013,7.127684523809525,7.127684523809524,7.285546325790428,7.292534214343443,7.86904287636319,7.311114827149427,9.5775,9.427499999999997,9.446491996258302,9.383206896561228,9.72403118988913,9.393238571662954,2.0287499999999996,2.4450000000000003,3.229883989147648,3.2770688579741023,4.951464206934609,4.143254680189963
1999-08-31,MONSOON,6.2200000000000015,0.81,5.9,6.973000000000001,9.59,0.01,6.362500000000001,5.85125,6.171932699179418,6.520437375700411,6.192586686594453,5.350415823139658,1.84125,1.5724999999999998,1.5156760893652992,1.967896292956462,0.5554044853655293,0.9264725405516092,5.9937499999999995,5.540000000000002,5.767820913358439,5.8984337149921275,5.5815299929977416,5.6787114900984665,7.127684523809525,7.127684523809524,7.160527795474257,7.194925572128304,7.063331890626216,7.050633514006284,9.700000000000001,9.516249999999996,9.503895197754982,9.465791117692653,8.591597602534454,8.824150289514026,1.665,2.1625,1.9419303934885885,2.1100924374264873,0.8134101251168557,0.9090958179104405
1999-11-30,POMKH,6.32,1.74,6.24,7.1000000000000005,9.81,0.4,6.57375,6.2175,6.231159619507651,6.543191708434314,6.07998421215688,6.237473592070314,1.92625,1.7149999999999999,1.6054056536191794,2.067159171618205,1.1797012516389316,1.2186612792362523,6.265000000000001,5.830000000000002,5.956692548015064,6.0499229080781545,5.709420301588313,5.754772758528295,7.127684523809524,7.127684523809524,7.1363166772845545,7.175051551281024,7.069526310804273,7.199387076285113,9.860624999999999,9.638749999999996,9.62633711865299,9.613698449005426,9.802985672756236,9.734736953017476,1.45875,1.8950000000000002,1.325158236093153,1.5047064798701437,1.4503014225374984,0.934469114936609
2000-02-29,POMRB,6.675,2.21,6.37,6.614166666666668,10.025,0.7,6.53375,6.5075,6.408695771704591,6.627883836617478,6.339466022287878,6.384433948886897,1.8599999999999999,1.9675,1.8472433921715075,2.3779310570211614,1.2976732160096134,1.297544016401716,6.375000000000001,6.157500000000002,6.1220155288090385,6.1960042866653025,5.882918529002845,5.921554245776524,7.127684523809524,7.127684523809524,6.927456673037399,6.86194347288323,6.496951877913259,6.768578679929087,10.01125,9.761249999999997,9.785802271191795,9.80176299788172,9.850436486961382,9.87558641271403,1.485,1.4350000000000003,1.0750949416558917,1.226897330225617,1.9118376664387973,1.359020893940524
2000-05-31,PREMON,7.3450000000000015,2.78,6.98,7.823571428571428,10.415,4.82,6.374375000000001,6.64,6.783217463022755,6.822100461185867,7.511650787822926,6.942301166688227,1.8575,1.8850000000000002,2.2203460353029043,2.9326760791834587,3.1693248198845194,2.682293334019902,6.34625,6.372500000000002,6.465209317285423,6.485786687222314,6.801202782029675,6.07569295179738,7.127684523809525,7.127684523809524,7.285902575251011,7.3647967290118705,7.870190051711967,7.339575321485524,10.13125,9.959999999999997,10.037481362715077,10.090303420497063,10.208870513344984,9.898541459489925,1.7437500000000004,1.4825000000000006,2.573056964993535,2.577005170971526,3.6142258845263155,2.8304270264287648
2000-08-31,MONSOON,5.37,0.61,5.92,6.973000000000001,10.0,0.03,6.2515625,6.427499999999999,6.217930477813653,6.615081950665795,6.63126449601986,5.882455129967717,1.8441666666666667,1.835,1.5762076211817426,1.9345068543405761,0.8736778365608018,1.1322938000536777,6.291250000000001,6.377500000000003,6.247125590371253,6.363107026135103,6.267205255440236,6.386518945723312,7.127684523809525,7.127684523809524,7.160741545150607,7.2280643681543975,7.064453987376084,7.038690619961156,10.157499999999999,10.062499999999996,10.022488817629046,10.099541976624659,9.387426857002726,9.662052344448876,2.2565625000000002,1.4875000000000007,1.555834178996121,1.6675374093653197,0.039336312101337256,-0.015408979227443886
2000-11-30,POMKH,5.895,1.92,5.99,7.1000000000000005,10.36,2.45,6.195,6.321249999999999,6.088758286688192,6.54216153157456,6.191514484298766,5.971781239092663,1.8764583333333333,1.88,1.7137245727090455,1.9059329956158444,1.6777562214754207,1.780087873398168,6.234999999999999,6.315000000000003,6.144275354222752,6.298664254230648,6.217397378789123,6.226168364499505,7.127684523809524,7.127684523809524,7.1364449270903645,7.179653547256254,7.070592401003998,7.215866905160851,10.171249999999999,10.199999999999996,10.157493290577428,10.2558142434601,10.334454377523402,10.246592778490651,2.503125,2.0000000000000004,1.9135005073976727,1.9808744311369653,0.9703342227687806,0.6120301400003567
2001-02-28,POMRB,6.1175,1.923333333333333,6.18,6.614166666666668,9.685,2.7525,6.44625,6.181874999999999,6.100254972012915,6.523456794297211,6.3147911419525435,6.258089911617787,2.002083333333333,1.808333333333333,1.7975680769587605,1.894030721720368,2.0271953333471844,2.098357178957725,6.248749999999999,6.267500000000003,6.1585652125336505,6.3118958159020755,6.163848731104746,6.144993250896716,7.127684523809524,7.127684523809524,6.927533622920886,6.8498838640435284,6.497943965432032,6.724773319804891,10.273125,10.114999999999997,9.968495974346457,10.066385497631561,10.438772404085814,10.414312425276638,2.973125,2.5131250000000005,2.2491003044386035,2.2945149814562447,2.588034654888859,1.995843071113942
2001-05-31,PREMON,7.45,3.325,6.72,7.823571428571428,10.865,4.74,6.879375,6.208124999999998,6.6401529832077495,6.7556223692109345,7.351711355783461,6.71090007196395,1.9470833333333333,1.944583333333333,2.4085408461752564,2.802484055141299,2.8270658182896127,2.593374211617218,6.36125,6.202500000000002,6.38313912752019,6.487092169760246,6.916685759860806,6.1570256695667025,7.127684523809525,7.127684523809524,7.285948745181102,7.3445201158769855,7.87109913413156,7.426528101579865,10.364374999999999,10.227499999999997,10.327097584607873,10.443004631626936,10.417469139066313,10.146016545181475,3.6818750000000007,2.4931250000000005,3.2454601826631624,3.233548438630975,5.79768691006671,5.419533646602904
2001-08-31,MONSOON,7.275,1.07,6.29,6.973000000000001,10.365,3.87,7.377187499999999,6.684374999999998,6.89409178992465,6.914276156413581,6.538583366656592,5.846291484358948,1.8891666666666667,2.0595833333333333,1.8731245077051537,2.0720173088522245,0.7215254613353039,1.1770843090850138,6.376249999999999,6.295000000000002,6.345883476512114,6.477711756904386,6.2264819832652005,6.350529574254324,7.127684523809525,7.127684523809524,7.160769247108661,7.20670225016935,7.065277192522369,7.01633092001656,10.328125,10.318749999999998,10.342258550764724,10.472848503353404,9.758781811145141,10.05976264836565,4.1228125,3.4531250000000004,3.4952761095978975,3.5143229605960586,0.7117984286740366,0.9802766722744125
2001-11-30,POMKH,7.455,1.02,6.52,7.1000000000000005,10.725,4.28,7.3774999999999995,7.074374999999999,7.11845507395479,7.078355647289952,6.605970559183072,6.776454215108362,1.994375,1.8345833333333332,1.531874704623092,1.4817118891380654,1.973737092418409,1.9653411427833034,6.37,6.427500000000002,6.415530085907268,6.5418118759180794,6.308046631945312,6.329724524745938,7.127684523809524,7.127684523809524,7.136461548265197,7.161471018213576,7.071330919384678,7.143903528559012,10.094375000000001,10.409999999999998,10.495355130458833,10.641635656322903,10.634597005273811,10.563098949932854,4.39625,3.9106250000000005,3.8091656657587385,3.846920013670162,3.6831969600061383,4.2755890035539785
2002-02-28,POMRB,8.54,2.36,5.77,6.614166666666668,9.03,4.45,6.716875,7.679999999999998,7.687073044372873,7.41504405948873,7.020058365623974,7.047260580527462,2.0509375,1.9437499999999999,1.8631248227738553,1.8610153900774988,1.9399181110068346,1.8994833530012745,6.56875,6.325000000000002,6.157318051544361,6.3562687653457175,6.405030758659793,6.395125458252015,7.127684523809524,7.127684523809524,6.927543595625785,6.836830093842271,6.498601570256425,6.730332552058674,9.923124999999999,10.246249999999998,9.9092130782753,10.02497476217663,10.673763276110307,10.582617264605755,4.58625,4.335,4.065499399455243,4.123777780756168,4.416629464544007,4.658381545946147
2002-05-31,PREMON,5.03,3.73,7.08,7.823571428571428,9.65,5.23,5.845625,7.074999999999998,6.624243826623724,7.040148134230444,8.492920341037573,8.111386680220098,2.1421875,2.045,2.609874893664313,3.1354123609381044,3.241834762677002,2.750706372537991,6.882499999999999,6.415000000000003,6.5263908309266165,6.628798083026657,6.947598770301922,6.180259152565799,7.127684523809525,7.127684523809524,7.285954728804043,7.336780322228229,7.871681133469785,7.39888676897251,9.811874999999999,9.942499999999997,9.80552784696518,9.88200943364474,10.426868790511264,10.173675443736535,4.561249999999999,4.4575,4.531299639673145,4.59114107660776,7.135007580384047,6.39191263993763
2002-08-31,MONSOON,4.41,1.1175000000000002,7.52,6.973000000000001,10.21,4.9,4.732500000000001,6.358749999999999,5.738546295974235,6.616264564326862,6.775733369794946,5.430964357896165,2.2204166666666665,2.056875,2.012924936198588,2.397733000413771,1.028495107532596,1.349431030769631,7.26125,6.722500000000002,6.923834498555969,6.954936332865611,6.376891472636826,6.489515461379454,7.127684523809525,7.127684523809524,7.160772837282426,7.203407632240243,7.065789697842338,7.031176955783785,9.860000000000001,9.903749999999997,9.967316708179109,10.026075866821996,9.233683437019629,9.576805469652534,4.26625,4.714999999999999,4.678779783803887,4.769103102387167,3.1208379603554466,3.8138527838335037
2002-11-30,POMKH,3.35,1.7025,7.8,7.1000000000000005,9.99,3.05,4.511875,5.3325,4.783127777584541,6.07029583057093,6.055599642181122,5.737878478635762,2.189583333333333,2.2275,1.8887549617191528,2.0946092270285974,1.2943519443826201,1.4606953527312725,7.5874999999999995,7.042500000000001,7.2743006991335815,7.269470741573818,6.789337409916627,6.8437106115396835,7.127684523809524,7.127684523809524,7.136463702369456,7.161328050615408,7.071780344449803,7.157342405710036,10.1375,9.719999999999997,9.976390024907467,10.025928523951197,10.159611006636926,10.175897847275767,3.94125,4.407499999999999,4.027267870282333,4.197071735438295,4.533255533239736,4.960958809327563
2003-02-28,POMRB,3.74,2.303333333333333,7.52,6.614166666666668,10.15,3.32,5.18375,4.1325,4.365876666550725,5.6931987672372015,5.567298858249966,5.325305355734339,2.1436458333333337,2.2133333333333334,2.054586310364825,2.210082250254311,2.4317492648503882,2.2817876961834394,7.311875,7.480000000000001,7.3725804194801485,7.403803798441602,7.048167858154862,7.1724036202648245,7.127684523809524,7.127684523809524,6.927544888088341,6.838455917685087,6.498994296636367,6.754495619006434,10.133750000000001,9.999999999999996,10.04583401494448,10.092837596182315,9.81947932011675,9.730885051618355,3.39,4.124999999999999,3.7443607221693993,3.929570599402904,4.072055572004453,4.110346142386673
2003-05-31,PREMON,8.065000000000001,3.54,7.94,7.823571428571428,10.75,3.76,5.89125,4.89125,5.845525999930436,6.18624193827144,6.1904205197146,5.0185005078093585,2.153645833333333,2.1658333333333335,2.648751786218895,3.104312619497928,3.735590743367952,3.385119294323461,6.64,7.695000000000002,7.5995482516880895,7.626973706147849,7.983313658207886,7.2918784375000865,7.127684523809525,7.127684523809524,7.285955504281576,7.339219970514679,7.8720232955662395,7.36047443208916,9.85,10.274999999999997,10.327500408966689,10.391575796875912,10.517761990381997,10.213302069237377,2.91875,3.7574999999999994,3.7506164333016394,3.9208868860562567,5.734416160891734,5.0055367741508885
2003-08-31,MONSOON,6.75,0.94,4.455,6.973000000000001,9.08,1.96,6.691250000000001,5.47625,6.207315599958262,6.347902420947231,5.828226942785744,5.944348634979783,2.1729166666666666,2.1214583333333334,1.9652510717313372,2.1538851532926473,1.1580771438882418,1.6076919209431628,6.127500000000001,6.928750000000002,6.341728951012853,6.712493102536748,7.448468013517145,7.514648896976403,7.127684523809525,7.127684523809524,7.160773302568947,7.205877226272343,7.066087052760023,7.039016937639788,9.59125,9.992499999999996,9.828500245380013,9.87437247300035,10.011582646952114,10.298439675841829,2.7112499999999997,3.0224999999999995,3.034369859980983,3.2474382109357323,2.978476934450399,2.758913897923352
2003-11-30,POMKH,6.67,1.96,5.49,7.1000000000000005,8.85,2.22,7.048125000000001,6.30625,6.392389359974957,6.466151851914416,5.942669260737853,6.016095211438288,2.2075,2.185833333333333,1.9631506430388024,2.002786747566499,1.6252836232971446,1.7264997369941328,5.751250000000001,6.351250000000001,6.001037370607712,6.389815543295341,6.630928278908151,6.462995272019694,7.127684523809524,7.127684523809524,7.136463981541368,7.163375118326496,7.072038201302553,7.1987511250331755,9.47125,9.707499999999996,9.437100147228008,9.438266188237549,9.978507689850588,9.95377333419812,2.73125,2.8149999999999995,2.70862191598859,2.911039301988118,1.9061334315174685,1.6935902920380248
2004-02-29,POMRB,6.819999999999999,2.2,5.73,6.614166666666668,9.22,2.49,7.13125,7.07625,6.563433615984974,6.59138827144949,6.3258622757721295,6.393490512159901,2.3687500000000004,2.1599999999999997,2.0578903858232813,2.0510983742095266,2.3572906552751807,2.3322390600555067,5.901875,5.903750000000001,5.892622422364627,6.237486420102617,6.209255653360035,6.128560165463368,7.127684523809524,7.127684523809524,6.927545055591488,6.839889962942321,6.4992174867623875,6.7383089527514795,9.73625,9.474999999999996,9.350260088336807,9.312331944372588,9.265312415359556,9.256683599208607,3.0925000000000002,2.6074999999999995,2.621173149593154,2.794994239931772,2.562746220461361,2.2837862056459985
2004-05-31,PREMON,7.84,3.92,6.72,7.823571428571428,10.72,4.75,7.3374999999999995,7.019999999999999,7.074060169590984,6.884016484906237,7.538310653445521,6.9931830686903425,2.47625,2.255,2.802734231493969,3.2415673504462745,3.605977817675124,3.0249592380925208,6.3374999999999995,5.598750000000001,6.223573453418776,6.434959530007392,6.819581589199573,5.99156822394122,7.127684523809525,7.127684523809524,7.285955604783464,7.340039765675534,7.8722161702316225,7.406396110733758,10.30875,9.467499999999996,9.898156053002083,9.871147235974135,9.744424573902526,9.564390172485442,3.475,2.8549999999999995,3.4727038897558926,3.5589488885518263,4.1222434308800935,3.379704247819585
2004-08-31,MONSOON,7.6400000000000015,1.85,6.88,6.973000000000001,11.23,3.86,7.51875,7.2425,7.300436101754591,7.087810985975357,6.776818563859882,6.365254131139137,2.48875,2.4825,2.4216405388963813,2.8024236492431287,1.068567796249118,1.349014496719792,6.546250000000001,6.205,6.486144072051266,6.622476231424608,6.012402291952199,6.24194267657299,7.127684523809525,7.127684523809524,7.160773362870078,7.206196528505954,7.0662534987041035,7.025163685186918,10.85875,10.004999999999995,10.43089363180125,10.457522693788109,9.364379575525936,9.639769382849979,3.76875,3.329999999999999,3.6276223338535356,3.719768300231103,2.948817818327873,2.2586244144588807
2004-11-30,POMKH,7.4300000000000015,1.91,6.55,7.1000000000000005,11.28,3.38,7.666875,7.432499999999999,7.352261661052756,7.216601061460905,6.876386641210527,6.815896479788423,2.4375,2.4699999999999998,2.2169843233378286,2.4162179999008297,2.06241126213318,2.2763805257011467,6.71375,6.470000000000001,6.51168644323076,6.65245473865502,6.492812312949878,6.461253885050309,7.127684523809524,7.127684523809524,7.136464017722046,7.163348678554075,7.07218166725961,7.170613187762914,11.284583333333332,10.612499999999995,10.77053617908075,10.862648697289654,10.513737749161212,10.407342966114367,3.8874999999999993,3.6199999999999988,3.528573400312121,3.64503934490432,3.2685550591263173,3.5387377462880654
2005-02-28,POMRB,7.51,2.35,6.34,6.614166666666668,11.19,3.68,7.781250000000001,7.604999999999999,7.415356996631653,7.337511338351463,7.215479251881057,7.107662057603121,2.3425,2.5074999999999994,2.270190594002697,2.36649939415715,2.3893166018473453,2.2613928576188873,6.598125,6.6225,6.443011865938455,6.608931446822573,6.481429078851161,6.4917574417099955,7.127684523809524,7.127684523809524,6.927545077299895,6.839677246137488,6.499341016134458,6.72778521840592,11.774791666666667,11.104999999999995,10.93832170744845,11.085645681596082,10.82629602283744,10.704094329005882,3.875,3.917499999999999,3.5891440401872723,3.70831744134178,3.6926039915606945,3.7073942603968995
2005-05-31,PREMON,8.335,3.36,7.45,7.823571428571428,12.156666666666665,4.51,7.857500000000001,7.728749999999999,7.783214197978992,7.590348014641608,8.377252277656796,7.723412112602372,2.1325,2.3674999999999993,2.7061143564016183,2.964725214838015,4.007718819428046,3.56470286505205,6.1925,6.805,6.845807119563073,6.919508454229929,7.2241831821081535,6.439595814980148,7.127684523809525,7.127684523809524,7.285955617808508,7.339748231961685,7.872322436576633,7.419917579706164,12.364166666666668,11.464166666666662,11.425659691135735,11.641585587067459,11.71559937784065,11.426522371744653,3.7837499999999995,3.857499999999999,3.9574864241123633,4.05695126600386,5.5264961228863525,5.515665466649008
2005-08-31,MONSOON,8.06,1.65,5.225,6.973000000000001,13.715,4.0,8.24375,7.833749999999998,7.893928518787395,7.7474434259046845,7.528446156647126,7.154776620234527,1.91625,2.3174999999999994,2.283668613840971,2.3651194310098695,1.7128374675701168,2.0860605947607787,5.8618749999999995,6.39125,6.197484271737843,6.453427758714395,6.596703937527781,6.786889004371137,7.127684523809525,7.127684523809524,7.160773370685105,7.205912017715903,7.0663448417841686,7.024120019484043,13.119166666666667,12.08541666666666,12.34139581468144,12.67524430573021,11.321688924859613,11.548072278086408,3.6712499999999997,3.892499999999999,3.974491854467418,4.091811545909522,3.664220554475466,3.743777804949061
2005-11-30,POMKH,7.62,0.43,4.960000000000001,7.1000000000000005,13.51,2.51,8.666875000000001,7.881249999999998,7.784357111272437,7.795048978976692,7.543826278712089,7.434805034616387,1.9587500000000002,1.9474999999999993,1.5422011683045824,1.30014413219676,1.9197176480268294,1.9692001034502638,5.51625,5.99375,5.702490563042707,6.045456064988758,6.347229931261257,6.2500410559512565,7.127684523809524,7.127684523809524,7.136464022411063,7.163118892333688,7.072260128172543,7.152240088919969,13.950833333333334,12.64291666666666,12.808837488808864,13.26006253478118,12.651494710378273,12.549280062763666,3.7350000000000003,3.675,3.388695112680451,3.561372939901178,3.4277751232385016,3.5973190795865664
2006-02-28,POMRB,10.41,2.1,5.285,6.614166666666668,15.0,3.65,8.332500000000001,8.606249999999998,8.834614266763463,8.352606241027258,7.7617146596622675,7.559710414276958,1.94875,1.8849999999999993,1.7653207009827496,1.5224862516201472,2.1643713944572935,2.1963026391602005,5.228125000000001,5.73,5.535494337825624,5.85948623929479,5.893148583914049,5.80663189414357,7.127684523809524,7.127684523809524,6.927545080113305,6.83952030735717,6.4994083706067505,6.740905515274242,14.1509375,13.595416666666658,13.685302493285318,14.27955552140952,13.057430178894247,12.891689878044566,3.8375000000000004,3.6674999999999995,3.4932170676082706,3.6434085653991035,3.3149604575642817,3.245807416512616
