Date,Season,Gopikandar,Ramgarh,Masalia,Dumka,Saraiyahat,Shikaripara,Jama,Jarmundi,Ranishwar,Gopikandar_Trend,Gopikandar_SMA,Gopikandar_EWMA,Gopikandar_DES,Gopikandar_TES,Gopikandar_ARIMA,Ramgarh_Trend,Ramgarh_SMA,Ramgarh_EWMA,Ramgarh_DES,Ramgarh_TES,Ramgarh_ARIMA,Masalia_Trend,Masalia_SMA,Masalia_EWMA,Masalia_DES,Masalia_TES,Masalia_ARIMA,Dumka_Trend,Dumka_SMA,Dumka_EWMA,Dumka_DES,Dumka_TES,Dumka_ARIMA,Saraiyahat_Trend,Saraiyahat_SMA,Saraiyahat_EWMA,Saraiyahat_DES,Saraiyahat_TES,Saraiyahat_ARIMA,Shikaripara_Trend,Shikaripara_SMA,Shikaripara_EWMA,Shikaripara_DES,Shikaripara_TES,Shikaripara_ARIMA,Jama_Trend,Jama_SMA,Jama_EWMA,Jama_DES,Jama_TES,Jama_ARIMA,Jarmundi_Trend,Jarmundi_SMA,Jarmundi_EWMA,Jarmundi_DES,Jarmundi_TES,Jarmundi_ARIMA,Ranishwar_Trend,Ranishwar_SMA,Ranishwar_EWMA,Ranishwar_DES,Ranishwar_TES,Ranishwar_ARIMA
1999-11-30,POMKH,8.03,5.258999999999999,3.32,2.15,3.87,2.635,3.9133333333333336,4.42,3.27,7.7,8.282499999999999,7.895017686527344,7.791931671792904,8.693546811583037,7.816130157753957,6.379408730158731,5.596686507936509,5.544002816363276,5.615134793953334,5.635137876181191,6.084013081687247,3.6875,3.786250000000001,3.4765837017133867,3.2493467265600904,3.839703477642356,3.7728196922105015,3.0725,3.4199999999999986,2.8863660478831,2.4997864597660158,2.811446075684742,2.854231629538488,4.2406250000000005,4.5550000000000015,4.057618427100857,3.712440085362925,4.660224643944268,5.700187009176471,3.59375,3.8187500000000005,3.289451839726551,3.5231387734976582,3.568330056779226,3.50531003702717,4.351458333333333,4.356249999999999,3.98191785631602,4.343316705271477,3.816914697894997,3.9708565456636267,4.855,4.436666666666667,4.103132786080153,3.867276420713314,3.9007039174269185,3.490513849994035,3.3575,3.2650000000000006,3.007736584611594,2.7636924292186213,1.9564278354271958,2.7463574516003684
2000-02-29,POMRB,8.45,7.07888888888889,4.11,3.18,5.8025,4.385,5.635,6.14,4.125,6.833333333333333,8.3625,8.117010611916406,7.799968526936,8.575510523783953,7.8336772633700384,6.87864880952381,6.081686507936509,6.157957245373522,6.062501930672361,6.084291246353574,5.550545141376131,3.7220312500000006,3.7662500000000003,3.729950221028032,3.5954487546997114,4.165815024337847,4.025969064252697,3.3137499999999998,3.219999999999999,3.00381962872986,2.539055498080832,2.829139907537816,2.1817082976599442,4.440625,4.405625000000002,4.755571056260514,4.4729660240926785,5.555583254535056,5.948816978456914,3.5818749999999997,3.7975000000000003,3.7276711038359305,3.5975491579108443,4.30981728448829,4.2638560288335094,4.543958333333334,4.573333333333332,4.643150713789612,4.607978010364919,4.815059019188027,4.558101337810425,5.21,4.945000000000001,4.917879671648092,4.636338937424878,4.746171056264024,4.57556086604652,3.3093749999999997,3.4662500000000005,3.4546419507669563,3.0796508939670755,3.4708368046155593,4.089320116478513
2000-05-31,PREMON,5.5,8.837777777777779,5.1400000000000015,5.38,5.3,5.55,5.835,7.66,4.58,6.65375,7.0375000000000005,7.070206367149844,7.796198228491437,9.975243934774115,9.588846137270226,7.422791666666667,6.677130952380954,7.229885458335225,6.905129586074934,7.649472044292849,7.1176477773864635,3.8715625000000005,3.6087500000000006,4.29397013261682,4.548548081535977,5.926319994040611,5.658966191008169,3.7737499999999997,2.924999999999999,3.9542917772379162,3.812926356985728,5.795814263984033,5.678417619973663,4.9418750000000005,4.075625000000002,4.9733426337563085,4.887190787006447,6.932974564967692,6.966227001457935,3.91125,3.3900000000000006,4.456602662301558,4.034481264631039,6.4815037503586135,7.47366842665103,5.04625,4.129583333333333,5.1198904282737665,4.92979401076786,6.870059758607356,7.042773769409425,5.757499999999999,4.765000000000001,6.014727802988855,6.021511681193842,7.006468893767819,7.558610608189719,3.3681249999999996,3.2487500000000002,3.9047851704601735,3.508483903327984,4.935845223489034,5.468945680980631
2000-08-31,MONSOON,4.536666666666666,7.145,2.77125,4.1,4.25,2.525,4.45,4.4,1.505,6.699583333333334,6.629166666666666,6.056790486956572,7.788559551716622,4.2339002544795985,4.355738719999966,7.903680555555557,7.080166666666668,7.195931275001135,6.985726674787457,5.8033929941909195,5.818139936686709,3.9515625000000005,3.835312500000001,3.684882079570092,3.7891787973004427,3.145782439946801,2.914726702046321,3.91,3.702499999999999,4.01257506634275,4.209579991140472,2.4191833356077708,2.1492861473011353,5.1203125,4.805625000000003,4.684005580253785,4.674871936169803,3.1079766541526075,2.3826384488339816,4.178125,3.77375,3.683961597380935,3.583866987213763,1.8493663739786983,1.8442146806024486,5.204791666666667,4.958333333333332,4.85193425696426,4.811833319357219,3.043944685816859,2.160153778929595,5.92375,5.655,5.368836681793313,5.774159315550613,3.5946677865921015,2.4023741908173823,3.33875,3.37,2.944871102276104,3.0716643013541094,1.227004821596988,1.7718418878983053
2000-11-30,POMKH,8.226666666666668,8.0,3.61,2.72,4.96,3.735,4.616666666666666,5.24,3.255,7.045833333333333,6.678333333333333,6.92474095884061,7.795648977443843,8.453611638494804,7.549460611435309,8.313472222222222,7.765416666666667,7.517558765000681,7.299486382162459,7.188174693356669,7.510224823836607,4.1828125,3.9078125000000012,3.654929247742055,3.6719100000508393,3.8352642189581205,3.6973443470201675,3.9375,3.8449999999999984,3.49554503980565,3.7436524114830694,3.031380622725863,3.117220748871997,5.325,5.078125000000003,4.7944033481522705,4.842731600678952,4.542030689243683,4.770799213533012,4.423125,4.04875,3.7043769584285613,3.53345491053863,3.265377126436914,4.001525226036485,5.3957291666666665,5.134166666666665,4.757827220845222,4.751330756276419,4.2409574273876895,4.396971881357878,6.03,5.859999999999999,5.317302009075988,5.820598448390438,4.416778013501418,4.311069235366949,3.3268750000000002,3.36625,3.0689226613656624,3.1237068150754066,2.330420710036227,3.088436338712437
2001-02-28,POMRB,8.62,8.184999999999999,4.46,3.7,6.14,5.42,6.2,6.65,3.905,6.921250000000001,6.720833333333332,7.602844575304365,7.804292771546477,8.459290751831107,7.957195641994886,8.416041666666667,8.041944444444445,7.784535259000409,7.574876473665879,8.173046966469014,7.904205735127276,4.487656250000001,3.9953125000000016,3.976957548645233,4.10927333743585,4.190008633237265,4.075732735211989,4.29875,3.9749999999999988,3.57732702388339,3.8059134638798002,3.2374530685707796,3.6336563148321464,5.6812499999999995,5.162500000000003,5.332642008891362,5.58659496154378,5.592998917716886,5.779761220047699,4.81,4.307500000000001,4.390626175057137,3.9971362806470285,4.388392215463827,4.800918264478051,5.286041666666667,5.275416666666665,5.334696332507134,5.176873562230129,5.318020187583954,5.319222226972042,6.26,5.987499999999999,5.850381205445593,6.405692201814174,5.30876022595389,5.758763037719913,3.303125,3.3112500000000002,3.4033535968193975,3.3474934240498904,3.6473022433755453,4.09101252984111
2001-05-31,PREMON,8.1,11.010000000000002,6.6400000000000015,5.08,6.6,6.475,6.797499999999999,8.0,4.705,6.479583333333334,7.370833333333332,7.801706745182619,7.810840942546356,8.946613423723223,8.614234079383223,8.177458333333334,8.584999999999999,9.074721155400246,8.617933079246194,9.295098468692762,9.019635397354003,4.696250000000001,4.370312500000002,5.04217452918714,5.8911432791892535,5.90627578255366,5.503683413768991,4.859999999999999,3.8999999999999995,4.178396214330034,4.563518383478168,6.165296550727355,5.85795976284593,5.9125,5.487500000000003,5.839585205334817,6.411908564838589,7.009039659230477,6.348658489770124,5.203125,4.538750000000001,5.224375705034282,4.760611500955748,6.820174941841694,7.562158930440534,5.1431249999999995,5.5160416666666645,5.91981779950428,5.75388017607411,7.390551082571337,7.365509454306177,6.327500000000001,6.072499999999999,6.710228723267356,7.4568532089011095,7.561009427037095,7.5351378372919475,3.158125,3.3425000000000007,3.9240121580916387,3.7755962549436646,4.811456511321001,5.184912566948713
2001-08-31,MONSOON,0.94,5.793333333333332,3.71,7.29,5.8,4.695,2.61,5.9,1.19,6.47625,6.471666666666666,5.0570240471095715,7.788757369560163,4.40045723191575,4.900095945140235,8.103458333333332,8.247083333333332,7.76216602657348,7.778331405714978,7.686490854383498,7.893996054243002,4.719375,4.605000000000002,4.509304717512284,5.28951193755542,3.1525212531764812,3.0172277769162457,5.106249999999999,4.6975,5.42303772859802,6.425332695069192,2.794534322963878,2.817935974209449,5.883749999999999,5.8750000000000036,5.82375112320089,6.569385866748596,3.3416787257019114,3.4155736242842174,5.304375,5.081250000000002,5.01262542302057,4.928882356785864,2.347487516846668,2.404169118292575,4.968645833333333,5.0560416666666645,4.595890679702568,4.997777811207515,3.6893332824418605,3.2653902871842453,6.125625,6.4475,6.386137233960413,7.360840757656084,4.116373446066131,4.12340666772994,2.896875,3.263750000000001,2.830407294854983,3.2132523740664034,1.3425445965324077,1.771397556861479
2001-11-30,POMKH,8.29,7.443,4.34,4.02,5.26,4.71,5.3133333333333335,4.279999999999999,2.41,6.49,6.487499999999999,6.350214428265742,7.7960278333256525,8.298471605397973,7.079915430620856,7.67601515151515,8.107833333333332,7.634499615944088,7.686878550538328,7.612536692664952,8.012407877423069,4.65625,4.787500000000002,4.44158283050737,5.035649101283895,3.8521258719156264,3.7589346745839394,5.465,5.0225,4.861822637158812,6.067242120231811,4.001493051630969,3.8049589709485714,5.873749999999999,5.950000000000003,5.598250673920534,6.288869813273039,4.945265654802768,5.063439453915298,5.274375,5.325000000000002,4.891575253812341,5.05380182772786,4.218159541801692,4.937417135435018,4.7590625,5.230208333333331,4.8828677411548735,5.095189866576746,4.184056060132145,4.3887266606124395,6.15625,6.2075,5.543682340376248,6.469012334757065,5.08820909183351,4.7979127747891175,2.7350000000000003,3.052500000000001,2.66224437691299,3.0051420272168903,2.5711521766528413,2.987428523312198
2002-02-28,POMRB,8.53,8.149999999999999,3.915,4.37,5.61,5.255,4.1075,5.995,2.66,7.21,6.465,7.222128656959445,7.804240058491171,8.385751498981032,8.062880820295254,7.414155303030302,8.099083333333333,7.840699769566452,7.835616954925795,8.154858068449574,7.936404463934059,4.49625,4.651250000000002,4.230949698304422,4.514569423521185,4.237875632056991,4.262035721660238,5.313750000000001,5.19,4.665093582295287,5.734428452209877,4.368740539872443,5.035506355958419,5.405,5.817500000000003,5.60295040435232,6.147634002884236,5.982937712176765,5.915932193807916,4.809374999999999,5.283750000000001,5.036945152287405,5.297204478833187,5.347216620893461,5.35154410744488,4.940625000000001,4.707083333333331,4.572720644692924,4.822146593495436,5.474052631987326,5.629556009567148,6.098125,6.043749999999999,5.724209404225748,6.35275989260231,5.730504996778565,5.971397426807005,2.730625,2.7412500000000013,2.661346626147794,2.8826570153729034,3.537059467423525,3.694444337684208
2002-05-31,PREMON,8.3,7.625454545454545,6.68,7.28,7.05,6.4,7.213333333333334,8.9,4.654999999999999,7.91375,6.514999999999999,7.653277194175667,7.811515766141041,8.648585054475175,8.426636273612532,7.678738636363636,7.252946969696969,7.75460167992169,7.781904728186766,9.269328508848838,9.244702031178353,4.258125000000001,4.661250000000002,5.210569818982654,5.824252410734832,5.98180797427266,5.79325036742644,4.882499999999999,5.74,5.711056149377173,6.885673429160447,7.028932675562646,6.185727724761935,4.9725,5.930000000000003,6.1817702426113925,6.728348523580998,7.280494725374906,6.696035575705336,4.176875,5.265000000000001,5.582167091372444,5.83648103627331,7.473379456049616,7.300950140432052,4.9054166666666665,4.811041666666664,5.628965720149088,5.5153900561709674,6.911221406404728,6.76787082831285,5.83625,6.268749999999999,6.994525642535449,7.482716746026597,7.817961195248389,7.865544327256105,2.808125,2.728750000000001,3.4588079756886763,3.3146728577946805,4.393871937297169,4.554477814964588
2002-08-31,MONSOON,6.5,7.082999999999998,2.39,3.88,1.6,1.05,3.6466666666666665,4.535,1.205,7.928125,7.9049999999999985,7.1919663165054,7.811580537626981,3.568182724723962,4.1599585868702755,7.774792207792207,7.575363636363634,7.485961007953013,7.581035098259796,6.146061562208628,6.102312858152484,4.207916666666667,4.331250000000002,4.082341891389592,4.208070091987682,3.2172586882563032,3.256071167085015,4.92,4.8875,4.978633689626304,5.937678259530691,4.533129291663775,4.942247676756532,5.20625,4.8800000000000034,4.349062145566835,4.504544794565258,3.6361295276089742,4.158169528235296,4.041875,4.353750000000001,3.769300254823466,4.7242400654090355,2.8026595066588103,2.7571952637803525,4.8809375,5.070208333333332,4.836046098756119,5.071380520492144,3.462947551711057,2.9228938124575574,5.799375,5.927499999999998,6.010715385521269,6.580795612728368,4.471742083170621,4.653605104199573,3.2075,2.7325000000000013,2.5572847854132057,2.800753202741931,0.9476938921667519,1.6488196068715895
