Date,Season,Parbatta,Gogri,Khagaria,Chautham,Mansi,Beldaur,Parbatta_Trend,Parbatta_SMA,Parbatta_EWMA,Parbatta_DES,Parbatta_TES,Parbatta_ARIMA,Gogri_Trend,Gogri_SMA,Gogri_EWMA,Gogri_DES,Gogri_TES,Gogri_ARIMA,Khagaria_Trend,Khagaria_SMA,Khagaria_EWMA,Khagaria_DES,Khagaria_TES,Chautham_Trend,Chautham_SMA,Chautham_EWMA,Chautham_DES,Chautham_TES,Chautham_ARIMA,Mansi_Trend,Mansi_SMA,Mansi_EWMA,Mansi_DES,Mansi_TES,Mansi_ARIMA,Beldaur_Trend,Beldaur_SMA,Beldaur_EWMA,Beldaur_DES,Beldaur_TES,Beldaur_ARIMA
1999-11-30,POMKH,3.773333333333333,2.48,3.21,2.53,2.7060000000000004,3.1925,3.742083333333333,3.650833333333333,3.362050081342969,3.09738095602948,3.210674784080469,3.8918603752029455,3.1906250000000003,3.5962500000000004,2.9121809562907446,3.1034525968407545,2.308422917102958,2.4512973559873474,4.6049999999999995,4.575,3.625284845741998,4.402437133574779,4.222537910125583,3.2600000000000002,3.2166666666666637,2.711171866334986,2.4791247852372384,2.0511901302463644,2.8799918970195546,3.9527916666666667,3.952791666666668,3.37889655094544,3.3465417997109457,2.684608056749263,2.705999912902777,3.6842500000000005,3.6842500000000014,3.2987508738019824,3.2169626610996063,3.2898126095043905,3.1925000071436562
2000-02-29,POMRB,4.52,2.83,6.307499999999999,4.26,4.7125,4.292,3.997083333333333,3.5858333333333325,3.825230048805781,3.76828445485729,4.886456947769502,4.876051226115218,2.9537500000000003,3.3712500000000007,2.8793085737744466,3.030245448496991,4.079131941469319,4.411383063020263,4.687187499999999,4.47625,4.698170907445198,5.612888140283434,4.963531880067591,3.1224999999999996,3.2724999999999973,3.3307031198009915,2.9196866230176406,3.323971324967245,4.3479123984404175,3.9527916666666667,3.9527916666666676,3.912337930567264,3.7891297956324945,4.711488413601162,4.712499886465059,3.68425,3.684250000000001,3.6960505242811896,3.574613555338464,4.391424291664311,4.291999970660964
2000-05-31,PREMON,5.75,5.23,7.2475,4.8,5.8660000000000005,5.3900000000000015,4.065416666666667,3.8983333333333325,4.5951380292834685,5.01482820760834,5.230792983833299,4.354119713063121,2.9287500000000004,3.0100000000000007,3.8195851442646678,4.0119641508162625,5.358775900608464,5.674140902322831,4.8375,4.733750000000001,5.717902544467119,7.104535996052091,6.4190352590149,3.03375,3.2474999999999974,3.9184218718805948,3.4703913474072725,5.062684178258216,5.547485175116536,3.9527916666666667,3.952791666666668,4.693802758340359,4.701882458529114,5.927826797084362,5.865999861085876,3.68425,3.6842500000000014,4.3736303145687145,4.380222278027598,5.491149622075292,5.3899999631553115
2000-08-31,MONSOON,2.34,1.05,1.7975,0.4,2.526666666666667,1.8625,4.0024999999999995,4.095833333333332,3.693082817570081,4.16674646830147,1.4264150550677543,2.0639953978880317,3.02,2.897500000000001,2.7117510865588006,3.0697379420207045,1.1201739330859852,1.0138648535367643,4.9025,4.640625,4.1497415266802715,5.289394825030466,2.048315476371189,2.9575,2.9974999999999974,2.511053123128357,3.001742834466856,0.7796523297936901,1.2274957916922817,3.952791666666667,3.952791666666668,3.826948321670882,4.051084409303774,2.5295749092322626,2.5266666008322476,3.6842500000000005,3.6842500000000014,3.3691781887412287,3.5689493354993664,1.9650041520589365,1.8624999872684165
2000-11-30,POMKH,3.53,2.73,4.785,2.82,2.7060000000000004,3.1925,3.7821874999999996,4.034999999999999,3.6278496905420483,3.9818795006547676,3.774518367917266,3.469367758295827,3.29,2.960000000000001,2.71905065193528,2.923215431398416,1.8723683853167006,1.9844367413774466,4.9128125,5.034375,4.403844916008163,5.174547934600517,4.11752891657762,2.97375,3.0699999999999976,2.634631873877014,3.0570511039654145,2.021429843370975,2.792491190677026,3.9527916666666667,3.952791666666668,3.3785689930025296,3.53778600801121,2.686404452507575,2.705999924998064,3.6842500000000005,3.6842500000000014,3.2985069132447373,3.3983521404047394,3.2960036412355356,3.19249997817687
2001-02-28,POMRB,4.26,3.31,5.2525,3.36,4.7125,4.292,3.406875,3.9699999999999998,3.880709814325229,4.175204796725917,5.023234119600327,4.650689606088107,3.63125,3.080000000000001,2.955430391161168,3.0446737711575524,3.8796165554405753,4.056645131676922,5.1478125,4.770625000000001,4.743306949604898,5.286424054448886,5.202169669033711,3.1525000000000003,2.8449999999999975,2.9247791243262085,3.2159128411278908,3.468187011680773,4.3303289754412955,3.9527916666666667,3.9527916666666676,3.912141395801518,3.9395877182523877,4.713070438026958,4.712499900582319,3.68425,3.684250000000001,3.6959041479468424,3.7204539788156175,4.396163003335481,4.292000006481595
2001-05-31,PREMON,4.2475,6.91,8.385,5.83,5.8660000000000005,5.3900000000000015,3.219375,3.5943749999999994,4.027425888595137,4.305408710616269,5.4624786525748865,4.83390228476162,3.6237500000000002,3.500000000000001,4.537258234696701,4.804219624253746,5.393545083045058,5.795023978170859,5.185625,5.055000000000001,6.1999841697629385,7.050313360730339,6.538911841024368,3.13125,3.1024999999999974,4.086867474595725,3.9205051735820726,4.790860941811862,5.39798011948374,3.9527916666666667,3.952791666666668,4.693684837480911,4.807332955601656,5.929220031995,5.865999878692116,3.68425,3.6842500000000014,4.373542488768106,4.485870129176041,5.494499363594424,5.390000008139749
2001-08-31,MONSOON,0.84,2.1,2.54,0.8,2.526666666666667,1.8625,3.285208333333333,3.2193749999999994,2.752455533157082,2.764286610539556,1.2834288532894602,1.5912178420475573,3.4275,3.762500000000001,3.562354940818021,4.199612067614709,1.7221888308421747,1.6701953084211738,5.3171875,5.2406250000000005,4.7359905018577635,5.397090437761794,2.1145501491819703,3.1953125,3.2024999999999975,2.772120484757435,3.460653161795144,0.7224085222139016,1.0619877542204061,3.952791666666667,3.952791666666668,3.8268775691552133,4.115852966152415,2.5308018836610784,2.5266666091217753,3.6842500000000005,3.6842500000000014,3.369125493260863,3.6372724783231485,1.967028785135906,1.8625000028126677
2001-11-30,POMKH,3.53,1.62,4.3450000000000015,2.25,2.7060000000000004,3.1925,3.3563541666666663,3.219375,3.063473319894249,2.8849939654503696,3.0052777723458357,3.1256250027794064,3.341875,3.485000000000001,2.7854129644908125,3.378236658414909,2.6288404134081267,2.875003213312862,5.236875,5.130625000000001,4.579594301114659,4.884596737433452,4.324298963108438,3.199375,3.0599999999999974,2.563272290854461,3.3072532358348186,2.329481961354834,2.797993247714588,3.9527916666666667,3.952791666666668,3.378526541493128,3.57017111121705,2.6874850070052165,2.7059999341288314,3.6842500000000005,3.6842500000000014,3.298475295956518,3.435132397956792,3.296767335522137,3.1925000048211767
2002-02-28,POMRB,4.786666666666666,2.85,6.745,4.4425,4.7125,4.292,3.452916666666667,3.3510416666666667,3.7527506586032158,3.699454842997625,4.342120367452076,4.2480383598049265,3.2925,3.3700000000000014,2.8112477786944874,3.1550344956707264,3.992562915088434,3.8508092141053347,4.796250000000001,5.503750000000001,5.445756580668796,5.711929137957387,5.316426114180138,3.239375,3.3306249999999977,3.3149633745126765,3.629836946839128,3.469865275232009,4.168594211834069,3.9527916666666667,3.9527916666666676,3.912115924895877,3.9453116556141326,4.714022045489138,4.7124999115775275,3.68425,3.684250000000001,3.6958851775739108,3.7309056317680285,4.395730042547275,4.2920000065960116
2002-05-31,PREMON,4.29,6.6850000000000005,6.25,4.78,5.8660000000000005,5.3900000000000015,3.5872916666666663,3.3616666666666672,3.9676503951619297,4.128957188284442,5.0020943015457915,5.079035506255018,3.32625,3.3137500000000015,4.360748667216693,4.6628137717043145,5.30894994139549,5.565133388089207,4.7515624999999995,4.970000000000001,5.767453948401277,6.1382481879868225,6.9250415214591,3.475625,3.068124999999998,3.900978024707606,4.007814486791593,5.254845493402165,5.46998934008559,3.9527916666666667,3.952791666666668,4.693669554937527,4.790317934916416,5.9300580802045495,5.86599989233697,3.68425,3.6842500000000014,4.3735311065443465,4.473711228943964,5.492933961215002,5.390000008283437
2002-08-31,MONSOON,1.57,1.93,1.15,2.17,2.526666666666667,1.8625,3.6945833333333336,3.5441666666666674,3.008590237097158,3.0760427539791304,1.1328726008531076,1.3378091083587695,3.6087500000000006,3.2712500000000015,3.3884492003300153,3.9070831927886074,1.589184642565641,1.5637433325151182,4.899375000000001,4.6225000000000005,3.920472369040766,3.973767439282583,2.2217711415663475,3.6353125,3.410624999999998,3.2085868148245633,3.7732517206181773,0.7572749385658981,1.0183195462525312,3.952791666666667,3.952791666666668,3.826868399629183,4.086882973593083,2.5315399241130883,2.526666615557482,3.6842500000000005,3.6842500000000014,3.3691186639266077,3.6135117406901673,1.9643949103428318,1.8625000028623189
2002-11-30,POMKH,3.875,2.06,5.3775,2.77,2.7060000000000004,3.1925,3.52875,3.6304166666666675,3.3551541422582947,3.3686024119491504,3.3102955891088195,3.414486681475868,3.44125,3.3812500000000014,2.857069520198009,3.256498255041315,2.483080740152655,2.5595551025389502,4.745,4.880625,4.5032834214244595,4.348730565806463,4.309289508055633,3.77625,3.5406249999999977,3.033152088894738,3.6562398406798318,2.5877398565883576,2.7066535468289503,3.9527916666666667,3.952791666666668,3.37852103977751,3.537672019896796,2.688134974038845,2.705999941272951,3.6842500000000005,3.6842500000000014,3.2984711983559647,3.406553676460702,3.2931285488447752,3.1925000049062833
2003-02-28,POMRB,5.3,4.67,6.895,5.2,4.7125,4.292,3.29375,3.758750000000001,4.133092485354977,4.395363558321808,4.639634207829757,4.548398464343421,3.04,3.836250000000002,3.5822417121188055,3.7849315040636395,4.048762542080373,3.7992073763723524,4.738958333333333,4.918125,5.4599700528546755,5.526293550502098,5.506823361675855,3.73,3.7299999999999978,3.899891253336843,4.068108436621753,4.043123552855915,4.2077281647112486,3.9527916666666667,3.9527916666666676,3.912112623866506,3.9129686018359164,4.714594449269511,4.712499920382241,3.68425,3.684250000000001,3.6958827190135786,3.701304968123567,4.391149341410623,4.291999995945453
2003-05-31,PREMON,2.45,3.5250000000000004,4.865,5.15,5.8660000000000005,5.3900000000000015,3.336875,3.298750000000001,3.459855491212986,3.7247594587850794,5.094723074917595,4.5022662737739205,3.07625,3.046250000000002,3.5593450272712834,3.7589907074359195,5.973275915036083,6.406397947687476,4.480104166666667,4.571875,5.221982031712805,5.432244637320433,6.893844977509454,3.5662499999999997,3.822499999999998,4.399934752002105,4.445472373941294,5.60922960765154,5.371407961059352,3.9527916666666667,3.952791666666668,4.693667574319904,4.760404290149148,5.93056217667534,5.865999903222694,3.68425,3.6842500000000014,4.3735296314081475,4.445421344948182,5.487473634865936,5.389999994908201
2003-08-31,MONSOON,1.53,1.88,2.486666666666667,1.43,2.526666666666667,1.8625,3.3225000000000002,3.2887500000000007,2.6879132947277915,2.7165594200974237,0.9691231104785998,0.47871686786727574,3.145625,3.033750000000002,2.88760701636277,3.0534296411433846,0.9349524540933292,1.0831278596381824,3.751875,4.906041666666668,4.12785588569435,4.14112089084607,2.075776203661468,3.4637499999999997,3.637499999999998,3.211960851201263,3.9658334256133516,1.5686650252650978,1.1828644757639144,3.952791666666667,3.952791666666668,3.8268672112586093,4.06211593958107,2.5319838646679433,2.5266666206985873,3.6842500000000005,3.6842500000000014,3.3691177788448887,3.5897042714851453,1.9581164046998722,1.8624999982405421
2003-11-30,POMKH,4.26,2.4000000000000004,1.97,2.2,2.7060000000000004,3.1925,3.7125,3.3850000000000007,3.316747976836675,3.296340381438851,3.2086441607430887,3.725476059326592,3.55125,3.118750000000002,2.692564209817662,2.6875725442748664,2.0371768393270706,1.6871950139616012,3.8364583333333337,4.054166666666667,3.26471353141661,2.9564563900061795,4.468913144045576,3.4312500000000004,3.4949999999999983,2.8071765107207582,3.6548433374973444,2.913608084304705,2.7157040934783354,3.9527916666666667,3.952791666666668,3.3785203267551656,3.519042995753462,2.6885259373319066,2.7059999470163496,3.6842500000000005,3.6842500000000014,3.2984706673069333,3.388235527347796,3.286092340689475,3.192499996984124
2004-02-29,POMRB,4.8,4.885,4.476666666666667,4.95,4.7125,4.292,4.285,3.2600000000000007,3.9100487861020046,4.102589469169411,4.68997967350639,5.141712751820136,3.9175,3.1725000000000017,3.569538525890597,3.452311749042725,3.8738240379457003,4.002077169672227,4.17375,3.449583333333334,3.7494947855166325,3.3287387258449446,5.504825594503465,3.4837499999999997,3.4324999999999983,3.664305906432455,3.9507131275789007,4.42886633368345,4.3317815831954825,3.9527916666666667,3.9527916666666676,3.9121121960530996,3.900415562849967,4.714938757296449,4.712499927591954,3.68425,3.684250000000001,3.6958824003841597,3.688576662336607,4.38341482198849,4.291999999319735
2004-05-31,PREMON,6.07,6.555,7.96,5.14,5.8660000000000005,5.3900000000000015,4.4,4.165000000000001,4.7740292716612025,5.478526282892521,4.2472005604427965,3.269301804298236,4.395,3.930000000000001,4.763723115534358,4.93046550800747,5.9327811257340874,6.1857437718803805,4.445416666666667,4.2233333333333345,5.43369687130998,5.666168321543299,6.390733017137282,3.73875,3.4299999999999984,4.254583543859473,4.2740144204567425,5.534654604186055,5.343727628440575,3.9527916666666667,3.952791666666668,4.69366731763186,4.7538081034245465,5.930865397001942,5.865999912109388,3.68425,3.6842500000000014,4.373529440230497,4.438232734132126,5.47909900231301,5.389999999145708
2004-08-31,MONSOON,2.49,1.7799999999999998,2.09,1.86,2.526666666666667,1.8625,4.405,4.405000000000001,3.8604175629967212,4.600069302359674,2.0454785194815415,2.610891262837845,5.110624999999999,3.905000000000001,3.5702338693206146,4.0991313072563305,1.9531085224438063,2.184062837830296,4.882083333333333,4.124166666666667,4.096218122785988,4.474529433531968,2.0145677318228508,3.915,3.5374999999999983,3.296750126315684,3.8556172895742136,1.553678767040466,1.2137612577948769,3.952791666666667,3.952791666666668,3.826867057245783,4.059982951928735,2.532250900459354,2.526666624900033,3.6842500000000005,3.6842500000000014,3.3691176641382983,3.5866765158541054,1.9491585657614166,1.8624999997048013
2004-11-30,POMKH,4.22,6.32,4.54,3.81,2.7060000000000004,3.1925,4.2678125,4.395000000000001,4.004250537798033,4.634259084591848,4.36523358905699,4.322321861606575,5.585625,4.885000000000002,4.670140321592369,5.270091193036407,2.6698129963389885,2.502186035310713,4.942083333333333,4.7666666666666675,4.273730873671592,4.638083273034175,4.078539532067056,3.9525,3.9399999999999986,3.5020500757894104,3.8688939671298974,2.840841422004898,2.651230978907182,3.9527916666666667,3.952791666666668,3.37852023434747,3.519827070630213,2.688761106638305,2.7059999517348188,3.6842500000000005,3.6842500000000014,3.298470598482979,3.3882005830653354,3.2766068210800747,3.1924999994940015
2005-02-28,POMRB,4.88,6.69,5.4,4.75,4.7125,4.292,3.9906249999999996,4.415000000000001,4.354550322678819,4.944687490572892,5.312484501077107,5.011516044898904,5.687500000000001,5.3362500000000015,5.478084192955421,6.446603809736949,5.639883563532914,5.29549949711209,4.855416666666667,4.9975000000000005,4.724238524202955,5.184321027750142,5.428063505058633,3.8137499999999998,3.889999999999999,4.001230045473647,4.083536752210237,4.9166971856663855,4.400486464009883,3.9527916666666667,3.9527916666666676,3.9121121406084822,3.9032771578277075,4.7151458628772325,4.7124999336042,3.68425,3.684250000000001,3.6958823590897874,3.6907263368441683,4.373455685398094,4.292000001435673
2005-05-31,PREMON,4.8925,8.55,7.5166666666666675,5.64,5.8660000000000005,5.3900000000000015,3.870625,4.120625,4.569730193607292,5.147307309413884,5.113430992508328,4.0410699690758145,5.3812500000000005,5.835000000000002,6.706850515773253,8.277068238529594,7.71226662010049,7.7638904777371405,4.861666666666666,4.886666666666667,5.84120978118844,6.758832210952768,6.645777281856663,3.6925,4.014999999999999,4.656738027284188,4.482594202949414,5.738886799849585,5.321086629644455,3.9527916666666667,3.952791666666668,4.693667284365089,4.758202539531317,5.9310477878175085,5.865999919501427,3.68425,3.6842500000000014,4.3735294154538735,4.442033387294668,5.468718777417226,5.390000001802955
2005-08-31,MONSOON,1.45,0.6,1.84,0.25,2.526666666666667,1.8625,3.8831249999999997,3.860625,3.321838116164375,3.5699628086791875,2.0516261233497133,2.263244053651513,5.026875,5.540000000000002,4.264110309463952,6.182497992468462,3.806899505478724,3.2057322962094017,4.911666666666667,4.824166666666667,4.2407258687130645,4.985568746031164,2.0794314566386527,3.8225,3.612499999999999,2.8940428163705127,3.6855346012127614,1.9773624610397071,1.2855801401736109,3.952791666666667,3.952791666666668,3.8268670372857203,4.06478342198655,2.5324115258248114,2.526666628397874,3.6842500000000005,3.6842500000000014,3.369117649272324,3.5909368452041486,1.9384081816499052,1.8625000006230057
2005-11-30,POMKH,4.3,5.05,4.84,4.45,2.7060000000000004,3.1925,3.8865625,3.880625,3.7131028696986252,3.7211866794991924,3.9574083785090033,3.911005221289785,4.782500000000001,5.222500000000002,4.578466185678371,6.040665756616095,3.4776079320902564,3.0661029921156264,4.8583333333333325,4.899166666666667,4.480435521227839,4.951060425616977,4.170415765775561,3.7737499999999997,3.7724999999999986,3.5164256898223076,3.827949464062744,3.057438071260929,2.7800092315789637,3.9527916666666667,3.952791666666668,3.3785202223714323,3.5242728738186564,2.688902563914797,2.7059999556805967,3.6842500000000005,3.6842500000000014,3.2984705895633946,3.392286097441669,3.265535550405008,3.19250000106789
2006-02-28,POMRB,4.9,5.125,5.5,5.15,4.7125,4.292,4.2675,3.885625,4.187861721819175,4.201239722733081,4.970015833308848,4.758526813856204,5.04125,4.831250000000002,4.797079711407022,5.874426144674968,5.731292528405571,4.749169267892791,4.902083333333333,4.924166666666666,4.888261312736703,5.251135940457009,5.482891038609786,3.975,3.8724999999999987,4.1698554138933845,4.119536229038486,4.94605143130409,4.435446740189312,3.9527916666666667,3.9527916666666676,3.9121121334228595,3.9070881969123783,4.71527043947206,4.712499938694513,3.68425,3.684250000000001,3.6958823537380368,3.6943299692497464,4.362111095204896,4.291999999744344
