Date,Season,Ramnagar,Rampur Baghelan,Sohawal,Nagod,Amarpatan,Majhgawan,Maihar,Unchahara,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Rampur Baghelan_Trend,Rampur Baghelan_SMA,Rampur Baghelan_EWMA,Rampur Baghelan_DES,Rampur Baghelan_TES,Rampur Baghelan_ARIMA,Sohawal_Trend,Sohawal_SMA,Sohawal_EWMA,Sohawal_DES,Sohawal_TES,Sohawal_ARIMA,Nagod_Trend,Nagod_SMA,Nagod_EWMA,Nagod_DES,Nagod_TES,Nagod_ARIMA,Amarpatan_Trend,Amarpatan_SMA,Amarpatan_EWMA,Amarpatan_DES,Amarpatan_TES,Amarpatan_ARIMA,Majhgawan_Trend,Majhgawan_SMA,Majhgawan_EWMA,Majhgawan_DES,Majhgawan_TES,Majhgawan_ARIMA,Maihar_Trend,Maihar_SMA,Maihar_EWMA,Maihar_DES,Maihar_TES,Maihar_ARIMA,Unchahara_Trend,Unchahara_SMA,Unchahara_EWMA,Unchahara_DES,Unchahara_TES,Unchahara_ARIMA
1996-02-29,POMRB,5.3742105263157915,5.52,5.783333333333334,6.4575000000000005,6.15,7.571666666666667,6.616666666666667,6.380000000000001,,,5.3742105263157915,5.4654040098663375,4.952513165698652,0.0,,,5.52,5.715218634182048,6.001948153339989,0.0,,,5.783333333333334,7.311223671991012,5.722676513305459,0.0,,,6.4575000000000005,5.185767306105837,6.437276837468338,0.0,,,6.15,9.779255692775617,5.888277530121939,0.0,,,7.571666666666667,10.500689450910674,7.641832599387301,0.0,,,6.616666666666667,12.862563171090851,7.186103429569746,0.0,,,6.380000000000001,4.877952888834082,6.741222985133637,0.0
1996-05-31,PREMON,6.953684210526316,8.0,6.608,8.19,8.18,9.373333333333333,10.355,8.86,,,6.006000000000002,5.487766715906601,7.5624590947729455,-7.466963520186255e-11,,,6.5120000000000005,6.254304994397359,7.79777217891564,5.5199781410094255,,,6.113200000000001,8.10463126894719,7.514435387803487,5.783304528455802,,,7.1505,5.445591799073249,8.376598320417868,3.0027213320119848,,,6.962,11.8340082393934,9.132963386409038,6.149959660135121,,,8.292333333333334,11.982215095023218,9.774551139604062,7.5716474127881455,,,8.112,16.697059334652092,10.262365086908833,1.8422784759340503,,,7.372,5.782502609097603,8.669186901497786,4.9961786205424685
1996-08-31,MONSOON,3.804444444444445,4.34,4.01,4.025,1.71,6.3183333333333325,5.2683333333333335,4.7,5.180116959064329,,5.125377777777779,5.510220917498959,3.358391707875654,-1.6602868885238177e-10,5.9775,,5.6432,5.860124419071044,3.300616182761563,7.290215816629031,5.469916666666667,,5.271920000000001,8.01100560726908,3.2763127511319556,6.3270750073656234,6.0165625,,5.9003000000000005,4.678244416004398,3.440957033447345,4.154522502073547,4.969374999999999,,4.8612,10.080617028725209,1.4613929187134538,7.544059833373062,8.107083333333332,,7.502733333333333,11.002374679805266,5.605140358362922,8.704132230229307,7.134791666666667,,6.9745333333333335,14.768105551521822,4.23746589390241,2.5693840251805327,6.740500000000001,,6.3031999999999995,5.503236363377616,4.3334426583069625,6.809342856960888
1996-11-30,POMKH,4.5244444444444465,5.45,5.256,5.0175,3.59,8.471666666666666,5.786666666666666,6.376,5.168910818713451,5.1641959064327505,4.885004444444446,5.532766995801134,4.605277812577458,-2.2169403187019198e-10,6.1674999999999995,5.8275,5.56592,5.799208283153423,4.4896848168672845,4.935887626925625,5.76925,5.414333333333333,5.2655520000000005,8.094112904738383,4.700302367686208,4.920117412159995,6.21,5.922499999999999,5.547180000000001,4.363393243294101,5.13123096627294,3.5445686368242284,5.465,4.9075,4.35272,8.771470015533712,3.248104169093814,3.73519065669449,8.2975,7.93375,7.890306666666666,10.846818198541094,6.479215677625576,7.194000652252996,7.544166666666667,7.006666666666667,6.499386666666666,12.17972036756346,6.003492967320743,1.9387335795614344,7.088875,6.579000000000001,6.332319999999999,5.704465981192146,5.5492496586066995,4.860824518418189
1997-02-28,POMRB,5.5015789473684205,6.72,6.228,7.209999999999999,6.645,8.958333333333332,7.6416666666666675,7.6720000000000015,5.194463364293086,5.196038011695908,5.131634245614036,5.555405327194422,5.232990158674422,4.749910014153297,6.33125,6.1274999999999995,6.027552,6.034667034029822,7.118956672252562,5.528921449355958,6.01875,5.5255,5.6505312,8.302754247594057,6.000533767931472,5.671056064634204,6.298749999999999,6.110625,6.212308,4.762133479826051,6.511044976430495,6.1346654911539655,5.91375,5.03125,5.269632,8.632957480023098,5.9314233141646096,5.61185973743042,7.946666666666665,8.280416666666666,8.317517333333331,10.675727756225756,8.22679417707282,7.770663510126782,7.616875,7.262916666666667,6.956298666666667,10.632316476563947,7.22942576007663,6.350081658427046,7.407937500000001,6.902000000000001,6.8681920000000005,6.2565964846187585,7.239829920739387,6.212722688352244
1997-05-31,PREMON,6.736666666666667,8.32,8.558,8.985,11.65,9.51,12.605,10.355,5.307446922299622,5.141783625730996,5.773647214035089,5.5781362896015905,7.811855453354021,6.145902566554764,6.19125,6.2075,6.9445312,6.575539531939478,8.952759493386615,7.523237834919373,5.943125,6.013,6.813518719999999,9.021450650354144,7.623908474507596,6.651822542640356,6.12875,6.309374999999999,7.3213848,5.695862473373801,8.615100638492862,8.046431832645297,5.835000000000001,5.89875,7.8217792,10.572535816752001,9.330356973645461,7.982990151081863,7.336541666666666,8.314583333333331,8.7945104,10.616123436339038,10.550953396464882,9.430531829250667,7.2475000000000005,7.8254166666666665,9.2157792,12.25891276168854,10.431795394275765,10.047693222742495,7.301625000000001,7.275750000000002,8.2629152,7.542297555247985,9.543086696869874,9.003447699515664
1997-08-31,MONSOON,4.225882352941177,5.33,4.056,3.94,1.83,3.375,3.6,5.7575,5.365126902734778,5.247143102855179,5.154541269597524,5.600960255468625,3.513107280160587,3.3624973708074037,5.437499999999999,6.454999999999999,6.29871872,6.332114744046717,4.073494248253905,5.846664521311011,5.647312500000001,6.0245,5.710511231999999,8.400725989668807,4.14182575868637,5.302648809458817,5.615,6.288124999999999,5.9688308800000005,5.1722172174940635,3.81452622267217,4.285813024674419,5.2787500000000005,5.928749999999999,5.42506752,7.905449569328824,2.7759440582311816,4.461227257597815,6.742249999999999,7.5787499999999985,6.626706240000001,7.4728230850856905,6.228778940404487,6.917811700519925,6.785416666666667,7.408333333333332,6.96946752,8.057702774908945,4.67416970947664,5.699487827965768,6.7635000000000005,7.540125000000002,7.26074912,7.423616186427263,5.5011368948428006,5.780976010632228
1997-11-30,POMKH,5.006875,3.34,4.605,3.7425,2.8400000000000003,6.533999999999999,4.5,4.468,5.385713848039216,5.367750741744068,5.095474761758514,5.6238776111101965,4.814137312354958,3.998857854540487,4.6587499999999995,5.927499999999999,5.115231232,5.698070513894099,5.36192283417417,5.725009566654759,5.219125,5.86175,5.2683067392,7.8459898117197975,5.346449207961463,5.165185911008397,4.909999999999999,5.969374999999999,5.078298528,4.66456111312882,5.39350138893983,4.6784833706370375,4.250625,5.741249999999999,4.391040512,5.973719233695115,4.1548758023788475,3.500427349422419,6.023916666666667,7.094333333333331,6.589623744000001,6.586302676459394,6.251090268757702,7.0318535434010485,6.201041666666667,7.086666666666665,5.981680512,5.656401011498824,6.1697801437949185,4.7805621689483635,6.2454375,7.063125000000002,6.143649472,6.888859297558068,6.664819531693375,6.484731413269152
1998-02-28,POMRB,5.4805882352941175,2.8,4.5125,4.375,2.945,6.1416666666666675,5.2316666666666665,5.275,5.356861213235295,5.362503063725493,5.249520151172756,5.646888738108543,5.497383857868766,5.092841472214151,4.21625,4.9475,4.1891387392,5.081689839254629,6.626454520073609,4.906274384525661,5.001500000000001,5.432874999999999,4.96598404352,7.235007801999668,6.2895876815277205,5.713990373813058,4.46125,5.260624999999999,4.7969791168,4.413577681068178,6.400206376694413,6.269206601003437,3.735,4.816249999999999,3.8126243071999997,4.512717515094974,6.272628940090567,5.846709952492359,5.807875,6.390166666666665,6.410440913066667,5.880902911218737,7.590444166949616,7.722401767103527,6.104583333333333,6.484166666666665,5.6816749738666665,4.660387719198603,7.209064023854497,6.824486834209587,5.7363125,6.4638750000000025,5.7961896832,6.571736925910512,6.9251828804812,5.958210704116949
1998-05-31,PREMON,6.922352941176469,6.01,6.848000000000001,6.18,7.125,6.580000000000001,10.34,8.6075,5.330629595588235,5.408924632352943,5.918653267174241,5.669994021844277,8.018316873269852,6.404069055705357,4.27125,4.369999999999999,4.9174832435199995,5.315088943959938,6.891756112733819,5.518171887990787,5.091375000000001,5.005374999999999,5.718790426112,7.227281280815095,7.618865753325853,6.766584831933196,4.4475,4.559374999999999,5.35018747008,4.72425923369667,7.8430841601084405,7.346403111619778,3.901875,3.684999999999999,5.137574584319999,5.078005517395309,8.292031175409129,7.759529926910621,5.762166666666667,5.657666666666666,6.47826454784,5.711524179968078,9.393961434109865,8.42839409926508,6.419,5.917916666666664,7.54500498432,7.296066589762203,10.104456677486072,10.622225590309286,5.494375,6.027000000000002,6.92071380992,7.182520797974638,8.243439624524484,8.088980178939714
