Date,Season,Vijapur,Visnagar,Mahesana,Becharaji,Kheralu,Kadi,Vadnagar,Unjha,Satlasana,Vijapur_Trend,Vijapur_SMA,Vijapur_EWMA,Vijapur_DES,Vijapur_TES,Vijapur_ARIMA,Visnagar_Trend,Visnagar_SMA,Visnagar_EWMA,Visnagar_DES,Visnagar_TES,Visnagar_ARIMA,Mahesana_Trend,Mahesana_SMA,Mahesana_EWMA,Mahesana_DES,Mahesana_TES,Mahesana_ARIMA,Becharaji_Trend,Becharaji_SMA,Becharaji_EWMA,Becharaji_DES,Becharaji_TES,Becharaji_ARIMA,Kheralu_Trend,Kheralu_SMA,Kheralu_EWMA,Kheralu_DES,Kheralu_TES,Kheralu_ARIMA,Kadi_Trend,Kadi_SMA,Kadi_EWMA,Kadi_DES,Kadi_TES,Kadi_ARIMA,Vadnagar_Trend,Vadnagar_SMA,Vadnagar_EWMA,Vadnagar_DES,Vadnagar_TES,Vadnagar_ARIMA,Unjha_Trend,Unjha_SMA,Unjha_EWMA,Unjha_DES,Unjha_TES,Unjha_ARIMA,Satlasana_Trend,Satlasana_SMA,Satlasana_EWMA,Satlasana_DES,Satlasana_TES,Satlasana_ARIMA
1996-02-29,POMRB,25.236666666666668,32.176,16.862000000000002,12.1975,14.6125,6.8900000000000015,18.21,10.07,6.64,,,25.236666666666668,29.613239799316975,35.68329038009219,0.0,,,32.176,41.207078991734996,43.161281854058686,0.0,,,16.862000000000002,16.23580071937436,14.37736099144051,0.0,,,12.1975,12.238736043597225,12.35780439367414,0.0,,,14.6125,17.936443794654263,18.21071020403009,0.0,,,6.8900000000000015,44.669042960337,23.45579052316556,0.0,,,18.21,19.602144244593926,20.704942637610056,0.0,,,10.07,13.067866092060713,13.12012886251531,0.0,,,6.64,10.340243194123659,7.232731253101373,0.0
1996-05-31,PREMON,64.86,44.175,12.836000000000002,13.07,22.09800000000001,26.02333333333333,18.853333333333328,11.2725,11.2,,,41.086,51.52115965623056,32.229694696468684,25.234277263073935,,,36.9756,42.24638333471372,44.36496522181518,32.1661370886908,,,15.251600000000002,13.622393445174284,17.49104359991642,16.861997380798766,,,12.5465,12.317703998153354,14.000186586613871,12.197468426910945,,,17.606700000000004,18.851035952213994,19.402134309598157,14.612312897033403,,,14.543333333333333,68.34731316218934,27.60995012087293,6.889416203453647,,,18.467333333333332,19.307601496610943,19.104901128536145,16.91495929004568,,,10.551,12.851707421421004,14.518530702724991,10.068115331479133,,,8.463999999999999,9.51523028409494,11.469029326939397,3.5134810708074944e-06
1996-08-31,MONSOON,44.75,40.41666666666666,8.6,12.88,18.645,26.347999999999995,12.54,10.447500000000002,11.95,48.703583333333334,,42.5516,47.036679757627574,56.960153542942464,55.899169782461385,42.751107142857144,,38.35202666666666,42.52244594262123,42.15432529867501,37.22409895285273,12.714000000000002,,12.59096,9.918262444054756,13.468071502841507,12.838743665712336,12.976249999999999,,12.6799,12.335529770280491,9.561882936974383,12.817046610679975,19.30064583333334,,18.02202,18.75313998405326,16.67614705133615,18.498388160970634,23.99220833333333,,19.2652,65.17199656073785,18.830365968089694,18.320028033108642,22.646145833333332,,16.0964,17.080251533062555,18.40377661893765,17.82078112436536,11.951250000000002,,10.5096,12.550609182706486,7.940366380371522,10.564723034235007,10.2325,,9.8584,9.383911269738816,12.193078958709505,6.214189376355972e-06
1996-11-30,POMKH,47.456,47.521428571428565,13.935,13.175,19.04,26.676666666666666,32.93,10.63,10.0,49.893375000000006,45.57566666666666,44.513360000000006,47.072247238445755,51.494600277209386,41.97287116192799,45.85785714285714,41.07227380952381,42.01978742857142,43.96601607793509,41.63340785628739,40.840085110446,12.517333333333335,13.058250000000001,13.128576,12.566250422192411,7.316452344359705,11.063650474747817,13.208541666666667,12.830625000000001,12.877939999999999,12.415489026828837,12.986291750695067,12.663899088497324,19.807130952380952,18.598875,18.429212,18.769492182614194,19.29054893698592,18.55329473134032,27.5654375,21.484499999999997,22.22978666666667,48.47227912139341,25.21526610574628,20.310905963997218,25.153229166666666,20.633333333333333,22.829839999999997,22.125165939069717,17.618867636224202,15.58899547676836,13.345312500000002,10.605,10.557760000000002,12.315794121757252,13.894887099986931,10.65764070854836,10.7359375,9.9475,9.91504,8.826790264493033,11.27177237757543,4.656308115397146e-06
1997-02-28,POMRB,50.26000000000001,45.60666666666666,14.108,13.3625,20.226666666666674,26.951666666666664,34.3125,20.84,8.92,47.325562500000004,51.8315,46.812016000000014,48.83959910440797,42.03019510503789,43.28899193243933,47.48136904761904,44.42994047619047,43.45453912380951,44.954559016564296,45.00499587153551,41.994573831426216,13.926583333333333,12.369750000000002,13.5203456,13.450292863988274,14.709554013568862,16.510492515876262,12.530833333333334,13.121875000000001,13.071764,12.518911792483799,13.741370815523535,12.678878459079776,19.624791666666667,20.00241666666667,19.148193866666666,19.056447955719797,19.172578300606634,18.70528705515828,28.345999999999997,26.499916666666664,24.118538666666666,33.997050503521415,25.846796247514703,21.974379069048354,25.861250000000002,24.65895833333333,27.422904,25.979588109884965,23.13458000894148,21.732706906634615,13.154687500000001,13.297500000000001,14.670656000000001,13.528265118413131,12.930590429066788,10.638164401814528,11.14,10.5175,9.517024,8.179558252709858,8.178392557963914,6.639991713110043
1997-05-31,PREMON,49.355,55.598333333333336,14.016666666666666,13.76333333333333,20.535714285714285,34.5475,22.8075,11.655,12.9475,47.528875000000006,47.95524999999999,47.82920960000001,48.926583650113855,50.25778577104573,54.05381105941227,47.27464285714286,47.2857738095238,48.312056807619044,47.599401348525504,48.40873923410528,44.12127705233162,14.350958333333333,12.664916666666667,13.718874026666665,13.64158642198487,13.754470441863944,10.852585028796396,11.085833333333333,13.295208333333333,13.348391733333333,12.688261577020437,15.258604279728683,13.452792582601434,19.640238095238097,19.611845238095235,19.703202034285713,19.347747803625623,21.39011036939198,19.133629500855736,27.718958333333333,28.630958333333336,28.2901232,33.789097058237395,31.944307344114513,22.981319620705825,24.509687500000002,25.6475,25.5767424,24.888973501828584,25.909255493521094,25.902855863900335,12.796875,13.393125,13.464393600000001,13.302460659510835,15.751123241907791,11.009089570852755,11.7725,10.954374999999999,10.8892144,9.272247936673182,12.69434301927133,11.690650200489333
1997-08-31,MONSOON,39.71250000000001,41.98142857142857,18.693333333333328,6.765,18.74857142857143,24.06833333333333,14.25,8.54,13.435,47.595625,46.695874999999994,44.58252576000001,42.92629731020576,54.01494753087104,44.81827787798334,47.188630952380954,47.676964285714284,45.77980551314286,47.66009711241829,47.719531524923106,44.82451000169991,12.901729166666666,15.188249999999998,15.70865774933333,16.954251289135932,13.62068407318379,13.911267114175397,9.740833333333333,11.766458333333333,10.715035039999998,11.245294680220498,10.49673958586154,13.26173319851818,19.59261904761905,19.637738095238095,19.321349792,19.157610099677076,17.948453811803297,19.505635504400356,27.527166666666666,28.06104166666667,26.60140725333333,23.997534658476685,23.742499709246882,26.18854170998087,20.824895833333333,26.075000000000003,21.04604544,21.402523628280893,24.296195795398777,24.717853729274342,10.928749999999999,12.916249999999998,11.49463616,12.675586793632139,9.062649262179978,12.887472303768131,12.177708333333335,11.325624999999999,11.90752864,10.546342047930416,13.496812886477217,12.268790168758976
1997-11-30,POMKH,54.11999999999999,44.30285714285714,7.236666666666667,7.729999999999999,19.06,23.94,20.4075,9.675,13.575,46.855000000000004,48.36187499999998,48.397515456,49.7222297676351,47.24076741341587,41.4293506884582,52.92249255952381,46.872321428571425,45.18902616502858,47.99358173260445,46.565669926807374,47.84339515555042,11.94270833333333,13.513666666666666,12.319861316266666,9.929372587916225,18.15357384288598,18.7411009299892,8.800104166666666,10.40520833333333,9.521021024,10.356195759867989,9.884478120231414,9.358734102441888,19.428660714285716,19.642738095238094,19.2168098752,19.08397153281918,20.328563271655906,19.311478652989933,26.674229166666667,27.37687500000001,25.536844352,20.808312501303416,29.43462874446194,23.94495584450829,18.06072916666667,22.944375,20.790627264,21.023924118766683,22.17309592005668,21.113779210647692,17.9990625,12.677499999999997,10.766781696,12.29137672081898,14.624019476166634,13.025414981459885,11.917604166666667,12.219375,12.574517184000001,11.77549677159879,12.30956804900805,10.013782996016118
1998-02-28,POMRB,44.13,48.137142857142855,9.2125,8.0475,19.82571428571429,28.154000000000003,17.356666666666666,6.8500000000000005,8.586666666666666,47.0221875,46.82937499999998,46.6905092736,45.983971436342806,44.60492903472789,51.26509624089515,59.601324404761904,47.50494047619048,46.36827284187429,48.87536225922163,48.429543054996756,41.8123247412851,10.639958333333333,12.289791666666666,11.076916789759998,9.280023171399765,9.954996549927978,4.402721921004037,8.654791666666664,9.076458333333331,8.931612614399999,9.746095612071567,9.297874471676685,9.994675876658663,19.165833333333335,19.5425,19.460371639405714,19.204638163324564,19.99632290178353,19.248224801161086,26.055708333333335,27.677458333333345,26.5837066112,25.287579260980486,29.32181746463357,24.239514812711676,18.162916666666668,18.705416666666668,19.41704302506667,19.787875697982646,22.225003422633144,20.757891302929348,26.964375,9.179999999999996,9.2000690176,11.567859223053357,13.44118652028155,12.220605807908406,11.513541666666667,12.136041666666666,10.979376977066668,10.923861460856054,10.247867238985716,7.973897503513656
1998-05-31,PREMON,49.56,98.93874999999998,11.239999999999998,11.552499999999998,19.625,26.521666666666665,17.65,82.2075,11.2,45.54406250000001,46.88062499999998,47.83830556416,47.99947863388782,47.38813730361072,44.31732297497401,61.89724702380952,58.340044642857144,67.39646370512457,58.798664470803395,51.653522496672146,45.856423054905335,9.890541666666667,11.595624999999998,11.142150073855998,10.505028729685678,8.837413231148176,16.19935884635952,8.857708333333331,8.523749999999998,9.97996756864,10.066175798164647,10.316094525498038,10.331678306110286,19.116845238095237,19.314821428571427,19.52622298364343,19.250660536951646,21.943139772304274,19.391877744544853,27.508333333333333,25.67100000000001,26.558890633386667,26.386112759220957,35.14043956801674,25.370153122421186,18.312604166666667,17.416041666666665,18.71022581504,19.046565572524784,19.86557978092223,19.519732719804527,26.661666666666665,26.818124999999995,38.40304141056,21.388980642681705,14.38009384787441,11.649412352963768,10.881041666666665,11.699166666666665,11.06762618624,11.104193224595862,14.231439824569168,12.085286698487561
