Date,Season,Karanja,Mangrulpir,Washim,Risod,Malegaon,Manora,Karanja_Trend,Karanja_SMA,Karanja_EWMA,Karanja_DES,Karanja_TES,Karanja_ARIMA,Mangrulpir_Trend,Mangrulpir_SMA,Mangrulpir_EWMA,Mangrulpir_DES,Mangrulpir_TES,Mangrulpir_ARIMA,Washim_Trend,Washim_SMA,Washim_EWMA,Washim_DES,Washim_TES,Washim_ARIMA,Risod_Trend,Risod_SMA,Risod_EWMA,Risod_DES,Risod_TES,Risod_ARIMA,Malegaon_Trend,Malegaon_SMA,Malegaon_EWMA,Malegaon_DES,Malegaon_TES,Malegaon_ARIMA,Manora_Trend,Manora_SMA,Manora_EWMA,Manora_DES,Manora_TES,Manora_ARIMA
1996-02-29,POMRB,5.595,5.1575000000000015,6.65,5.366666666666667,5.1110000000000015,5.895,,,5.595,5.543328133604124,6.025881354021022,0.0,,,5.1575000000000015,4.428852041741604,6.571613636303729,0.0,,,6.65,9.97730548786176,6.648544136489016,0.0,,,5.366666666666667,2.3586282072211358,5.642457134774249,0.0,,,5.1110000000000015,4.372544617744582,5.314817727447433,0.0,,,5.895,7.822885206179185,5.758046706653825,0.0
1996-05-31,PREMON,7.84375,8.793333333333335,9.225,8.541666666666666,7.7974999999999985,7.47,,,6.4945,5.444139688375171,7.831790588043991,3.21246186762362,,,6.611833333333335,4.582932357636701,7.838593371902689,5.157482609769108,,,7.68,12.384535991516533,8.7547631844531,3.290407142590843e-06,,,6.636666666666667,2.8819103578635583,7.739573368312681,7.340612443935641e-06,,,6.185600000000001,4.408555866626451,7.2584749249344345,2.630279398625879,,,6.5249999999999995,9.195745468809129,7.351185794742628,5.89497844351066
1996-08-31,MONSOON,5.011,5.7,3.025,1.95,3.972,2.2133333333333334,5.596042297979798,,5.9011,4.901896203825619,3.671137292055573,4.68186631174259,6.085208333333334,,6.247100000000001,4.145432615753027,3.114755092093091,7.566056048009722,5.455416666666667,,5.818,10.534138542165485,2.5998239659807556,4.56451053588403e-06,4.542916666666667,,4.762,2.2861130153033415,2.2063044024199545,1.398337071747174e-05,5.257187500000001,,5.30016,4.421031210168079,4.341178661314613,4.172800652567949,4.805208333333334,,4.800333333333333,7.995902881098232,2.636491991121452,6.8432179956924815
1996-11-30,POMKH,3.8955555555555565,4.4475,2.8033333333333332,2.485,4.0175,3.9666666666666655,5.729508207070707,5.586326388888889,5.0988822222222225,4.288585598307722,4.674236369563015,4.031180560135903,6.1154166666666665,6.024583333333334,5.52726,3.6264351107554917,5.160127348809584,5.696150803167379,5.454791666666667,5.425833333333333,4.6121333333333325,8.240660130146047,3.7934878138494224,-1.4173543389643172e-07,4.497916666666667,4.585833333333333,3.8511999999999995,1.951267070849159,3.1023307605986616,4.802880033966358e-06,5.253381944444445,5.224500000000001,4.787096,4.433736654593295,4.220799626693788,3.247987848265862,4.627291666666666,4.8862499999999995,4.466866666666665,7.2903625967483725,4.018166112243086,4.503359068832369
1997-02-28,POMRB,5.672727272727273,5.6425,6.886666666666668,5.023333333333333,5.3725000000000005,5.246666666666667,5.900910984848486,5.605758207070707,5.328420242424242,4.1525486578353,6.109536745735673,5.0724241976122855,6.256874999999999,6.145833333333333,5.573356,3.610077655283665,7.2154718276899015,5.0721538368166685,5.772708333333334,5.484999999999999,5.521946666666667,8.014634079517089,6.683602584856313,6.649991181187009,4.823125,4.5,4.320053333333333,2.1710800665130208,5.5840691266133895,5.3666623181869575,5.483781746031747,5.289875000000001,5.0212576,4.454739260684965,5.322370035930008,4.772056600715066,5.00625,4.724166666666666,4.778786666666666,6.983224914016795,5.838210323755568,5.512781615979923
1997-05-31,PREMON,8.83375,8.549999999999999,8.983333333333333,8.524999999999999,7.505555555555558,6.695,6.105369318181818,5.8532582070707075,6.730552145454546,4.710604221621401,7.913619243181003,7.196007691205808,6.632187499999998,6.084999999999999,6.7640136,4.466219940312119,8.4250888674149,8.3131159459996,6.1975,5.424583333333333,6.906501333333333,8.748998730922596,8.81642117329972,9.273870359069814,5.2491666666666665,4.495833333333334,6.002032,3.089448223584017,7.536931991015591,8.38667058919247,5.808487103174604,5.2168888888888905,6.014976782222224,4.488859714761295,7.365995505644217,7.3065171033622915,5.608333333333333,4.5304166666666665,5.545272,7.168778413551116,7.4306903046666575,6.711777162087305
1997-08-31,MONSOON,5.392222222222222,7.0749999999999975,5.81,4.568333333333333,6.1071428571428585,6.02,6.163361742424243,5.9485637626262635,6.195220176161616,4.5926754902489115,4.032816913429048,5.411275940340938,7.089479166666665,6.428749999999998,6.888408159999999,4.921502081793963,3.4016046056034526,5.903691896139801,6.1362499999999995,6.120833333333333,6.4679008,7.751488799279065,2.621462274475218,2.962310903054795,5.41625,5.1504166666666675,5.428552533333333,3.2233370770600134,2.0978125906434,1.9687635115391282,5.802653769841271,5.7506746031746045,6.0518432121904775,4.514387175466384,4.291447060912645,3.8142069761406034,5.7325,5.482083333333333,5.7351632,7.0066030644859225,2.715215055908074,2.873656314849963
1997-11-30,POMKH,5.15,6.0749999999999975,3.4166666666666665,3.2750000000000004,4.48,4.976666666666668,5.890017361111111,6.262174873737375,5.777132105696969,4.475729892730422,5.041937999564274,4.017921857453851,7.176458333333333,6.8356249999999985,6.563044895999999,5.10605578364478,5.839901173628907,5.327147909978839,5.900416666666667,6.274166666666666,5.247407146666666,5.830262664371947,4.179715184200891,3.3744832084071668,5.264458333333333,5.347916666666668,4.56713152,3.1213235892880116,4.374292249213137,3.7817371200253143,5.707063492063493,5.866299603174605,5.423105927314287,4.5298826737468225,5.031159028607107,4.746535964576393,5.779375000000001,5.734583333333334,5.4317645866666675,6.418221741278134,4.1002638078736275,5.120289848875334
1998-02-28,POMRB,4.8822222222222225,7.673333333333333,5.783333333333334,5.57,4.863333333333333,5.23,5.385486111111112,6.064548611111112,5.419168152307071,4.350456410320088,6.750486188282899,5.854474076690978,6.586458333333332,7.343333333333332,7.0071602709333325,5.743562550137909,8.237463626348362,6.075494276630649,5.300416666666667,5.998333333333333,5.461777621333334,5.433512800594401,7.099793586189321,6.775734843969218,4.622875,5.484583333333335,4.968278912000001,3.490146705922179,6.612037952685455,5.471280179002164,5.404851190476191,5.739007936507939,5.199196889721906,4.5476967829736745,5.995792168705687,5.238083582967272,5.4852083333333335,5.730416666666668,5.351058752,5.9793621243636546,5.921140479992544,5.658393162728933
1998-05-31,PREMON,7.4375,7.215,8.200000000000001,6.7639999999999985,7.25,7.086666666666668,4.786736111111111,5.715486111111112,6.226500891384243,4.779461902714425,8.113469189277339,7.554232648849504,5.914375,7.009583333333332,7.09029616256,6.218342299460092,9.8113670126914,9.38385884645283,4.6920833333333345,5.8025,6.557066572800001,6.357079902042248,9.032131016722605,8.89150013202233,4.055583333333333,5.044333333333335,5.6865673472000005,4.098690571387116,8.32124193967108,8.733620347971959,4.939208333333333,5.675119047619049,6.019518133833143,4.58017841360217,7.57388334545178,7.1708208841310075,4.995,5.828333333333335,6.0453019178666665,6.2992103101565275,7.513530590160646,6.743304840421379
