Date,Season,Reodar,Pindwara,Sirohi,Sheoganj,Abu Road,Reodar_Trend,Reodar_SMA,Reodar_EWMA,Reodar_DES,Reodar_TES,Reodar_ARIMA,Pindwara_Trend,Pindwara_SMA,Pindwara_EWMA,Pindwara_DES,Pindwara_TES,Pindwara_ARIMA,Sirohi_Trend,Sirohi_SMA,Sirohi_EWMA,Sirohi_DES,Sirohi_TES,Sirohi_ARIMA,Sheoganj_Trend,Sheoganj_SMA,Sheoganj_EWMA,Sheoganj_DES,Sheoganj_TES,Sheoganj_ARIMA,Abu Road_Trend,Abu Road_SMA,Abu Road_EWMA,Abu Road_DES,Abu Road_TES,Abu Road_ARIMA
1996-02-29,POMRB,11.948,8.788,12.025,11.863333333333335,6.033333333333334,,,11.948,12.449477974598247,12.44923320101189,0.0,,,8.788,13.415242558093409,8.509521299030412,0.0,,,12.025,12.624690647211088,12.326478810530705,0.0,,,11.863333333333335,11.562472547368774,10.767795772326267,0.0,,,6.033333333333334,6.427035081072615,5.117881383988145,0.0
1996-05-31,PREMON,15.21,11.75,14.613333333333333,11.746666666666664,7.166666666666668,,,13.2528,13.427039715554871,14.38764038101052,10.656571642764364,,,9.9728,15.882280068168836,12.299321828416014,8.787750448824996,,,13.060333333333332,13.207216520610572,14.32593036167516,8.244358876804958,,,11.816666666666666,11.611083230752445,14.15278235865838,6.397231073937478,,,6.486666666666667,6.518122788824944,10.017218052611309,-3.364860577806395e-14
1996-08-31,MONSOON,10.169999999999998,6.254,10.588333333333336,8.860000000000003,3.4433333333333334,12.977250000000002,,12.01968,12.141797577988914,9.974288519244627,12.912685712740954,9.142999999999999,,8.48528,13.187698983674775,7.364846765155096,9.752092905574909,13.020208333333334,,12.071533333333335,12.272746526244298,10.385331252735742,10.414031924120783,10.622083333333332,,10.634,11.093481753791183,9.37670190443058,7.138367551884258,5.713333333333334,,5.269333333333334,6.026897300795715,3.745867272766679,-6.103934243632004e-14
1996-11-30,POMKH,14.325,9.998,13.916666666666664,10.433333333333332,5.866666666666667,12.938749999999999,12.913250000000001,12.941808,12.904150629855405,11.594890606232102,11.502488648000172,9.54275,9.1975,9.090368,12.639713448152156,8.232552386068578,9.85807330703595,13.509583333333333,12.785833333333334,12.809586666666668,12.743993372013994,12.154719112789683,9.385296691286898,10.776666666666666,10.725833333333332,10.553733333333334,10.978673367945499,8.574334751520261,7.420045974870848,6.359583333333333,5.627500000000001,5.5082666666666675,5.9820390244166255,4.547173928903982,-9.002971229999337e-14
1997-02-28,POMRB,12.46,8.352,13.9,11.033333333333333,6.72,12.764999999999999,13.04125,12.7490848,12.67695778117418,14.399734362572024,12.084925448301995,10.180875,9.0885,8.7950208,10.866280802632986,8.960560407059756,7.240388042667156,13.637916666666667,13.254583333333334,13.245752000000001,13.052300899855307,13.126251696872721,11.931955339848496,11.156666666666666,10.51833333333333,10.745573333333333,11.001634375349166,11.021428515178135,10.847589995144489,6.764583333333334,5.799166666666667,5.99296,6.074378823015264,5.064776214568907,4.81009875738003
1997-05-31,PREMON,14.39,15.384,16.653333333333332,13.813333333333333,11.65,12.305375000000002,12.836250000000001,13.40545088,13.260363397880102,15.500134731081975,14.214176913151729,10.12875,9.997,11.43061248,13.750001175209933,12.16482415931109,10.369901224301188,13.273333333333335,13.764583333333334,14.608784533333335,14.162153071190133,15.7385868775714,14.579151012939743,11.463750000000001,11.034999999999998,11.972677333333333,11.556503140857899,14.082920634976233,10.37661512803492,6.5575,6.920000000000001,8.255776000000001,6.904536562766467,10.102417969159895,5.713653220092301
1997-08-31,MONSOON,9.6,7.725,9.575,9.833333333333334,2.2,11.98925,12.693750000000001,11.883270527999999,11.8245470250911,9.960997592391422,10.711474508240162,9.925,10.36475,9.948367487999999,11.137088437366954,8.895702425405084,9.09886949256007,12.818124999999998,13.51125,12.59527072,12.575683507668225,12.023176709754846,11.47397769717918,11.814166666666665,11.278333333333332,11.116939733333332,11.237142694153432,9.944653237275045,9.487086910363887,6.305416666666667,6.609166666666667,5.8334656,6.163335504426137,4.6533264193026795,2.745211058769928
1997-11-30,POMKH,11.218,8.11,12.013333333333335,11.916666666666664,5.453333333333332,11.702333333333334,11.917000000000002,11.6171623168,11.541474384412808,11.257285728315793,12.632767551615732,9.493,9.892750000000001,9.213020492799998,9.323600031589626,10.315051912484245,12.490455558784234,12.388125,13.035416666666668,12.362495765333335,12.320396574155772,13.212833188029846,12.174665045559266,11.706666666666667,11.649166666666666,11.436830506666665,11.380943378186242,9.263303869085322,10.273025622613591,5.33,6.505833333333333,5.681412693333333,6.034130982630059,5.052528636859092,4.6772231010988135
1998-02-28,POMRB,13.038,8.61,12.161666666666667,12.353333333333332,5.116666666666666,11.640041666666665,12.0615,12.18549739008,12.04895249294164,12.448803032077045,10.52896492910853,9.213125,9.957250000000002,8.97181229568,8.414335653675517,8.690534495307624,8.3078703001894,12.673541666666669,12.600833333333336,12.282164125866668,12.199144469355677,12.692376716773465,11.929840763311237,12.059166666666666,11.979166666666666,11.803431637333333,11.58140574074904,11.947537410872613,11.509827287972419,5.208124999999999,6.105,5.455514282666666,5.873709422121456,5.3983763053162654,5.35754646125864
1998-05-31,PREMON,11.516666666666666,11.669999999999998,14.951666666666664,11.633333333333333,5.45,12.191666666666666,11.343166666666667,11.917965100714667,11.792695584329367,15.022446340789884,13.927246734473666,9.623249999999999,9.028750000000002,10.051087377407999,9.750851690018344,12.915717335058757,11.611144259479769,13.081666666666669,12.175416666666667,13.349965142186667,13.035017521183574,14.825795604494399,14.368558476890907,12.4025,11.434166666666666,11.735392315733332,11.604521274027615,15.126616963775087,12.40823221583921,5.715416666666667,4.555,5.4533085696,5.789168302673094,10.073895942432747,9.28800837405702
