Date,Season,Moman Badodia,Shajapur,Susner,Kalapipal,Badod,Shujalpur,Nalkheda,Agar,Moman Badodia_Trend,Moman Badodia_SMA,Moman Badodia_EWMA,Moman Badodia_DES,Moman Badodia_TES,Moman Badodia_ARIMA,Shajapur_Trend,Shajapur_SMA,Shajapur_EWMA,Shajapur_DES,Shajapur_TES,Shajapur_ARIMA,Susner_Trend,Susner_SMA,Susner_EWMA,Susner_DES,Susner_TES,Susner_ARIMA,Kalapipal_Trend,Kalapipal_SMA,Kalapipal_EWMA,Kalapipal_DES,Kalapipal_TES,Kalapipal_ARIMA,Badod_Trend,Badod_SMA,Badod_EWMA,Badod_DES,Badod_TES,Badod_ARIMA,Shujalpur_Trend,Shujalpur_SMA,Shujalpur_EWMA,Shujalpur_DES,Shujalpur_TES,Shujalpur_ARIMA,Nalkheda_Trend,Nalkheda_SMA,Nalkheda_EWMA,Nalkheda_DES,Nalkheda_TES,Nalkheda_ARIMA,Agar_Trend,Agar_SMA,Agar_EWMA,Agar_DES,Agar_TES,Agar_ARIMA
1996-02-29,POMRB,10.1,9.0675,10.776666666666666,7.093333333333334,9.05,10.614999999999998,6.34,9.315,,,10.1,6.902906811660366,10.11,0.0,,,9.0675,12.064272043637823,8.30841142603188,0.0,,,10.776666666666666,8.796257812590794,9.547653136974208,0.0,,,7.093333333333334,10.82865818035957,6.515724345512034,0.0,,,9.05,7.7589699161612735,8.357584767430215,0.0,,,10.614999999999998,12.02954561514348,10.624948582321464,0.0,,,6.34,6.1341930707108085,9.218828830311306,0.0,,,9.315,8.85829325027916,9.369272044010534,0.0
1996-05-31,PREMON,13.1,10.738,12.483333333333334,9.95,10.23,20.45,8.94,12.39,,,11.3,7.6626264750190245,13.118836565096952,10.09989843355949,,,9.735700000000001,13.61959721904451,12.007619069581674,3.1079636568563584,,,11.459333333333333,9.336349531057449,11.050192381737379,5.282743210068995,,,8.236,13.538626819502392,9.101124578856584,3.3886482424056426,,,9.522000000000002,8.14944046168661,10.236457985610596,7.222347897402374,,,14.549,11.919880954090907,20.469377765455544,10.614755440239762,,,7.38,6.154275124744271,9.082150155678285,0.0,,,10.545,9.44236660170486,10.768614366014534,9.314922755484888
1996-08-31,MONSOON,0.73,5.214,2.6366666666666667,0.5333333333333333,2.0966666666666662,8.9,1.84,5.3500000000000005,6.8325000000000005,,7.072,6.286701565544584,0.7565342500441208,12.333869379887007,7.809937500000001,,7.927020000000001,12.695113596019628,4.555248716135405,2.963412543882416,8.194583333333332,,7.930266666666666,6.910470810299967,7.183691588439779,6.7808874942029815,5.302499999999999,,5.154933333333333,10.227379864892587,2.2424484133087876,5.068288200627966,6.469166666666666,,6.551866666666668,7.168809011510864,2.8563544414295006,8.65466919083503,11.01875,,12.2894,11.810403175947181,8.928282035113448,16.53385602286788,5.632499999999999,,5.164,6.169918437965342,5.924784269362909,0.0,8.415625,,8.467,8.667351894601174,6.832416727840561,10.921585929178255
1996-11-30,POMKH,4.4,6.678,7.583333333333332,3.823333333333333,5.023333333333333,5.21,4.68,6.925,6.4325,7.0825,6.0032,5.677123145364017,4.433127644054535,3.9724106164742343,7.73425,7.924375,7.427412,11.959889962289541,6.267323431106374,2.921437295543914,7.94125,8.37,7.7914933333333325,6.49295499372282,7.639105627126098,4.622071068512332,5.373749999999999,5.3500000000000005,4.622293333333333,8.390163145167685,4.284823064006829,2.506389348910914,6.370833333333334,6.6000000000000005,5.940453333333334,6.817402232982745,6.400631176233806,7.023508581364767,10.676874999999999,11.29375,9.45764,11.701672760788236,5.246808817925624,11.607672337292703,5.7725,5.45,4.9704,6.187392956443484,6.237488592235857,0.0,8.234375,8.495,7.850200000000001,8.314222600336613,7.385511500463892,8.796385097211733
1997-02-28,POMRB,8.1,8.152000000000001,9.373333333333333,6.713333333333334,8.003333333333334,8.415,7.8,8.68,6.5287500000000005,6.5825,6.84192,5.788852491718875,10.137607299703138,9.475965989520036,7.891,7.695500000000001,7.717247200000001,11.534243534671383,8.47086095559776,8.612072216860836,8.24625,8.019166666666667,8.424229333333333,6.8370644655124755,9.076563441515063,10.272296996036182,5.73625,5.255000000000001,5.458709333333333,7.9938437541117695,6.392602875257848,6.564664568058151,6.574166666666666,6.338333333333334,6.765605333333334,7.002048039487122,8.030334855001168,7.002072381036914,10.613124999999998,10.743749999999999,9.040583999999999,11.594176020434846,10.657878237920436,9.919863192476793,5.97375,5.815,6.10224,6.206879901327339,9.218828830310672,0.0,8.24625,8.33625,8.182120000000001,8.337849242702896,9.268147771907183,8.356676267734208
1997-05-31,PREMON,11.9,11.048,11.86,10.9,10.49,19.915,8.6,11.575,6.500000000000001,6.282499999999999,8.865152,6.6031598064673815,12.908634197492615,11.311775579573606,8.064250000000001,7.7730000000000015,9.04954832,11.97125463884075,11.954119993445799,9.706121473314372,8.630416666666665,7.863333333333333,9.7985376,8.07194424913724,10.341821273430215,11.388717456722876,5.842083333333333,5.492500000000001,7.6352256,9.633886164968605,8.917563869029639,9.194251933158952,6.787083333333334,6.403333333333333,8.255363200000001,7.5567286265394245,9.698016107355972,8.684850023807536,10.84625,10.61,13.390350399999999,11.48849495864764,20.376849105070637,16.105710288782078,6.125,5.73,7.101343999999999,6.226918162161568,9.082150155677757,0.0,8.391874999999999,8.1325,9.539272,8.872120607311043,10.52383471354407,9.352196959448671
1997-08-31,MONSOON,2.7,6.158,5.7,2.483333333333333,3.4633333333333334,8.925,3.79,6.26,5.51,6.774999999999999,6.3990912,5.801157546598222,0.4069179333422639,2.547560436369082,7.931,8.009000000000002,7.892928992,10.590104524489394,4.574570413659433,5.314518093351891,8.34,8.629166666666666,8.15912256,7.239543663495838,6.496964911440477,2.6628303166751337,5.171250000000001,5.98,5.574468693333333,6.945385906152473,2.325595658174459,1.3298518897047535,6.548333333333334,6.745,6.338551253333335,6.8917220552317575,2.5523031425889453,3.3466501065985286,10.5925,10.616249999999999,11.604210239999999,11.383004039062426,8.803386171005089,10.682280133708424,5.8925,6.2175,5.776806399999999,6.243964469848325,5.924784269362356,0.0,8.203125,8.36,8.2275632,8.363255502097296,6.434202077977362,7.853372704718414
1997-11-30,POMKH,2.2,7.12,7.593333333333333,2.72,5.36,7.05,3.94,7.18,4.626250000000001,6.224999999999998,4.71945472,4.995754363233557,4.318275102321941,5.256987307458592,7.3693124999999995,8.119500000000002,7.583757395199999,9.591972203533189,6.471888486130023,6.7066315344560445,7.930833333333333,8.631666666666668,7.932806869333334,7.144284057527328,7.906871425456213,8.687784247625274,4.340416666666667,5.704166666666667,4.432681216000001,4.92873342470147,4.807209668775406,4.4614155467225585,6.187083333333334,6.8291666666666675,5.9471307520000005,6.639262672810809,6.587035804916584,5.821397303199464,9.143125,11.076249999999998,9.782526143999998,11.278353490950508,5.121197644281073,7.518954096872145,5.53875,6.032500000000001,5.042083839999999,6.261145661268174,6.237488592235446,0.0,7.885624999999999,8.42375,7.80853792,8.111094396971438,7.339311492409241,7.9000105957281015
1998-02-28,POMRB,2.38,6.644,7.039999999999999,2.45,5.756666666666668,4.545,6.68,6.915,4.31125,4.794999999999998,3.7836728319999997,4.31898580922734,9.560451244230244,7.859261909442752,7.030625,7.7425000000000015,7.20785443712,8.552804398649437,8.722992008718244,8.373281149013065,8.041666666666668,8.048333333333334,7.5756841216,6.928320513480712,9.278720819120869,9.528038096342168,3.922916666666667,4.638333333333333,3.6396087296000004,3.4369861574243434,6.532484655961692,6.2605475036356095,6.252083333333333,6.267500000000001,5.870945117866667,6.491417172426972,8.260850404098088,7.983156431145874,8.004375,10.108749999999999,7.687515686399999,11.17449047507156,10.285582402770771,9.946107373484036,5.24625,5.7525,5.697250304,6.28009849350632,9.218828830310207,0.0,7.904999999999999,7.9825,7.451122752,7.857906271203357,9.302994718157423,8.323223588446474
1998-05-31,PREMON,10.55,8.0625,10.92,8.516666666666667,9.846666666666666,12.19,6.89,10.8,4.15,4.457499999999998,6.4902036992,5.139321765725279,11.80963823643086,9.963054515137712,6.924125,6.996125000000001,7.549712662272,8.139671447077507,11.853639132695395,9.768864429307687,8.341666666666667,7.813333333333334,8.913410472959999,8.059935673731875,9.898627163815869,10.551135457085174,4.018645833333334,4.0425,5.5904319044266675,5.198245245400341,8.021442471595117,8.246210347849185,6.733749999999999,6.106666666666667,7.461233737386667,7.025211845752566,9.201330102175064,8.7984979743546,8.106666666666666,8.177499999999998,9.488509411839999,11.072133784771454,20.09017540878868,17.06815188816624,5.1475,5.325000000000001,6.1743501823999996,6.299228605248465,9.08215015567721,0.0,7.82625,7.788750000000001,8.790673651199999,8.342084666666167,10.074378508041011,9.290092486828796
