Date,Season,Khaknar,Burhanpur,Khaknar_Trend,Khaknar_SMA,Khaknar_EWMA,Khaknar_DES,Khaknar_TES,Khaknar_ARIMA,Burhanpur_Trend,Burhanpur_SMA,Burhanpur_EWMA,Burhanpur_DES,Burhanpur_TES,Burhanpur_ARIMA
1998-11-30,POMKH,5.266,11.25125,6.849875,6.896875000000002,6.21905315534848,7.423868295526054,6.151018626750371,7.192571367640101,13.215625000000001,13.3046875,12.630686702072685,12.823284250236405,13.36426660117954,13.026297109100176
1999-02-28,POMRB,7.072,13.00375,6.628375,6.9623750000000015,6.560231893209088,7.402332045537016,7.512634892463103,6.989051678048646,12.9171875,13.363125,12.77991202124361,12.851291291858628,13.66842702336682,14.39149250911384
1999-05-31,PREMON,8.5475,14.67,6.565874999999999,6.737375000000002,7.3551391359254525,7.4498388284203845,9.833295389492765,9.337853798926414,12.881272321428572,13.068125,13.535947212746166,13.138977007028636,14.636840619457306,14.048023668033618
1999-08-31,MONSOON,5.192000000000001,12.14,6.650625,6.519375000000002,6.489883481555272,7.341150356256343,3.7077792110136434,5.224403575814813,12.949575892857142,12.76625,12.977568327647699,12.980014330491885,10.715765634463624,11.753597951394921
1999-11-30,POMKH,5.638,12.171428571428573,6.835749999999999,6.612375000000002,6.149130088933163,7.253947886450446,6.015092489964539,5.259984496946672,13.512678571428573,12.996294642857142,12.655112425160048,12.851238236722379,13.108975481632005,11.560585286610968
2000-02-29,POMRB,7.377999999999999,12.63,7.226749999999999,6.688875000000002,6.640678053359897,7.248516051297146,7.495694010311128,7.391389659042003,14.637638888888889,12.902857142857144,12.64506745509603,12.815569361572468,13.716354316944221,13.100249414675297
2000-05-31,PREMON,9.7225,19.548571428571428,7.7517499999999995,6.982625000000002,7.873406832015938,7.352760095007976,9.892005670543792,8.786713394250471,16.112599206349206,14.122499999999999,15.406469044486188,13.882227654840063,14.575994100497628,14.604158483057484
2000-08-31,MONSOON,7.145,16.26111111111111,8.406208333333332,7.470875000000001,7.582044099209563,7.336966372943149,4.027988176388488,4.760605297125374,17.79795634920635,15.152777777777775,15.748325871136156,14.258659241913687,11.929067214181934,10.886621500067184
2000-11-30,POMKH,7.885,19.85,9.0440625,8.032625000000001,7.703226459525737,7.355967496096395,6.7177941897922615,6.509822142249835,18.671670634920634,17.072420634920633,17.388995522681697,15.14428395596213,15.072361388106392,15.964529734208902
2001-02-28,POMRB,10.366666666666667,18.434285714285714,9.316770833333333,8.779791666666668,8.768602542382109,7.490834145602746,8.560158401925936,8.056815693389645,18.548281746031748,18.523492063492064,17.807111599323303,15.665079132695345,17.15400153192179,16.17587365836077
2001-05-31,PREMON,11.836666666666668,20.734,9.500083333333334,9.308333333333334,9.995828192095932,7.694151219696244,11.407227920580162,10.3933031981864,17.64367857142857,18.81984920634921,18.97786695959398,16.467828727136453,18.62412780926557,19.733577451033977
2001-08-31,MONSOON,7.212499999999999,14.088571428571427,9.5344375,9.325208333333332,8.882496915257558,7.681132731507193,5.683517350704156,6.620146864229838,17.866714285714288,18.27671428571429,17.02214874718496,16.089920611754604,15.238751505111129,15.816036484039786
2001-11-30,POMKH,9.284,14.785714285714288,9.009333333333334,9.674958333333333,9.043098149154535,7.764420167867406,8.001316408786124,7.0993858064249515,18.449785714285717,17.010642857142862,16.127574962596693,15.88243784492259,16.967877992372628,15.259231395623555
2002-02-28,POMRB,9.2425,25.282857142857146,7.9094375,9.393916666666666,9.12285888949272,7.845229681190855,9.87073209989153,9.576916386911076,18.631964285714286,18.72278571428572,19.789687834700874,17.371768631637956,17.25420156537817,14.305272202151471
2002-05-31,PREMON,8.76,18.55,7.096125,8.624749999999999,8.977715333695633,7.902847976032073,12.14744663726769,10.473986509110015,18.796116071428575,18.17678571428572,19.293812700820524,17.557720371815634,20.465104726475264,18.417161002166427
2002-08-31,MONSOON,1.49,17.729999999999997,6.8721875,7.194125,5.98262920021738,7.620666213205857,5.529603936212484,5.307002812229486,17.14123214285714,19.08714285714286,18.668287620492315,17.58420873479198,16.041465059964608,17.22912315233384
2002-11-30,POMKH,8.5,12.4575,6.91125,6.998125,6.989577520130428,7.665585308697111,6.542922589008016,5.948017224340768,15.170124999999997,18.505089285714288,16.18397257229539,16.77074645495746,18.502852590830454,12.557098431730392
2003-02-28,POMRB,8.235,14.372,6.961249999999999,6.74625,7.487746512078257,7.697839174133801,8.570319755139352,8.5554234467672,14.320791666666667,15.777375000000001,15.459183543377232,16.38973494304761,17.792646851296617,17.641118659364775
2003-05-31,PREMON,10.08,13.691999999999998,6.616499999999999,7.07625,8.524647907246955,7.815874491459594,10.915651060413566,8.993685937558611,14.169177083333334,14.562875000000002,14.752310126026337,15.9613481767048,18.050143947999477,16.772873942998093
2003-08-31,MONSOON,0.5700000000000001,15.793333333333333,6.344375,6.84625,5.342788744348172,7.490069981177147,4.895584343757024,3.84056352828921,14.387104166666667,14.078708333333337,15.168719408949135,15.93397057534949,12.99630983101613,13.738581641200817
2003-11-30,POMKH,6.662000000000001,13.18125,6.365125,6.386750000000001,5.870473246608904,7.448950812472766,5.841910083570867,6.2329229475223595,14.758312499999999,14.259645833333337,14.373731645369482,15.496889249311266,15.743637650603805,12.71420033075411
2004-02-29,POMRB,7.895999999999999,15.391666666666666,6.6748125,6.302000000000001,6.680683947965342,7.4655999810608105,7.602959966485866,7.9173751129027945,14.035931547619048,14.514562500000004,14.780905653888356,15.47948661835945,15.93188051442629,14.753047527556982
2004-05-31,PREMON,10.585,15.642000000000001,7.0992500000000005,6.428250000000002,8.242410368779206,7.607728958361742,10.095488952690502,9.822858588163228,13.154394345238096,15.002062500000003,15.125343392333015,15.504523969342786,16.93240002263815,15.425220064604412
2004-08-31,MONSOON,2.5425,8.064285714285713,7.329125000000001,6.921375000000002,5.962446221267523,7.374853574724325,4.385850739882756,3.593439413742524,13.230208333333334,13.069800595238096,12.300920321114095,14.324438289611914,12.669906126557962,12.32900589455262
2004-11-30,POMKH,8.085,13.858,7.839875000000001,7.277125000000003,6.811467732760514,7.401024096978865,5.913657085055379,6.359829791297287,13.291535714285715,13.238988095238097,12.923752192668458,14.249833646573446,13.507684122834984,12.02401186530208
2005-02-28,POMRB,8.312000000000001,15.321428571428573,8.8330625,7.381125000000004,7.411680639656309,7.437949408924236,7.991247445865963,8.44383190874971,13.967982142857142,13.221428571428575,13.882822744172504,14.419028094431246,14.44727374478607,15.189686228309455
2005-05-31,PREMON,14.255,16.202857142857145,9.42125,8.298625000000005,10.149008383793786,7.752320775485121,10.490268284117253,9.982275655139894,14.747785714285714,13.36164285714286,14.81083650364636,14.701111780937092,15.812636879607725,18.431598204321485
2005-08-31,MONSOON,6.818,12.915,9.6369375,9.367500000000005,8.816605030276271,7.7189944678848255,5.54787344966629,5.207143245102074,14.600821428571429,14.57432142857143,14.052501902187815,14.41730641945777,11.983667573794756,12.587549682951703
2005-11-30,POMKH,8.515,15.245714285714286,9.877625,9.475000000000005,8.695963018165763,7.764502158648481,7.805033654412793,8.339698624313476,14.244535714285714,14.92125,14.529786855598402,14.547945155848117,14.24973084711404,12.994282764807156
2006-02-28,POMRB,9.6075,12.758,9.9913125,9.798875000000006,9.060577810899456,7.86054849611218,9.540286319590987,8.525826498472693,13.849928571428572,14.280392857142857,13.82107211335904,14.263539313711078,15.355873715726926,14.335202291720691
2006-05-31,PREMON,14.885,15.916000000000002,9.8321875,9.956375000000005,11.390346686539674,8.202888629455877,11.979913901301053,11.975306722216892,12.972964285714285,14.208678571428571,14.659043268015424,14.524806894463445,15.825609346901771,16.27206335347476
2006-08-31,MONSOON,7.0975,10.045,9.5528125,10.026250000000005,9.673208011923805,8.180273829122305,6.836141060731525,6.374292214180742,12.55375,13.491178571428572,12.813425960809255,13.814028716906892,11.919297461100761,11.949136377663367
2006-11-30,POMKH,6.9625,11.1,9.3990625,9.638125000000004,8.588924807154282,8.150139565578781,8.85699038805117,8.01929996134044,12.62325,12.45475,12.128055576485554,13.38317948258191,13.461634168966805,12.960494540454285
2007-02-28,POMRB,8.925,13.55,9.3290625,9.467500000000005,8.723354884292569,8.21062885368129,9.982130823988848,8.514239643632845,12.255875,12.652750000000001,12.696833345891333,13.40899745533961,13.701662419174385,14.433413530547297
2007-05-31,PREMON,14.3375,15.679999999999998,9.356875,9.330625000000005,10.969012930575541,8.523468640407515,12.158372831735083,11.761472541768356,11.9795625,12.593749999999998,13.890100007534798,13.768350800120437,14.802410753784386,15.869250728661958
2007-08-31,MONSOON,7.084999999999999,7.3420000000000005,9.4296875,9.327500000000004,9.415407758345324,8.495834221491963,6.844539027599049,6.047014179576735,11.504875,11.917999999999997,11.270860004520879,12.74905878924169,11.099160767453348,11.120970633436018
2007-11-30,POMKH,7.1975,11.5925,9.39625,9.386250000000004,8.528244655007194,8.471781853276957,8.860492859727705,7.526918841372066,10.928124999999998,12.041124999999997,11.399516002712527,12.565135831547833,12.155803264514898,11.883461717112619
2008-02-29,POMRB,9.2725,9.26,9.3365625,9.473125000000003,8.825946793004317,8.543258394407005,10.0398632129196,8.449965951744208,11.1855,10.968624999999996,10.543709601627516,12.040647774452701,12.859720160518721,11.48751857658845
2008-05-31,PREMON,13.722499999999998,15.356,9.41875,9.319375000000003,10.78456807580259,8.821821390016513,12.283985312986806,12.098675276154959,12.347645833333333,10.887624999999996,12.46862576097651,12.565606217967655,13.07102438209086,14.633958395368275
2008-08-31,MONSOON,7.2225,9.725,9.489374999999999,9.353750000000003,9.359740845481554,8.79467585733374,6.796657848414505,6.069360610268774,14.012229166666664,11.483374999999997,11.371175456585906,12.11475132060279,9.73081690170795,9.953810337193143
2008-11-30,POMKH,7.7175,18.506666666666664,9.498125,9.483750000000004,8.702844507288932,8.78866209756805,8.85603851992704,7.731706997746717,14.792541666666667,13.211916666666664,14.22537194061821,13.127376248987995,11.755137717308362,13.528036851767734
2009-02-28,POMRB,9.3175,15.6625,9.5659375,9.495000000000005,8.94870670437336,8.855671638541747,10.158265975082694,8.828303862828228,14.655666666666667,14.812541666666663,14.800223164370927,13.528608934144613,14.345952959728042,14.322921542977792
2009-05-31,PREMON,13.7475,15.196000000000002,9.525104166666667,9.501250000000006,10.868224022624016,9.128636287891375,12.385192964162284,12.033629227639905,13.776708333333334,14.772541666666664,14.958533898622555,13.792277467781252,15.825433426562638,19.754604172399098
2009-08-31,MONSOON,7.7399999999999975,8.790000000000001,9.214895833333333,9.630625000000006,9.616934413574409,9.118611951551463,6.880013323562529,6.246569103285219,12.432312500000002,14.538791666666663,12.491120339173532,12.998716020332049,11.73343924130284,11.620036960989621
2009-11-30,POMKH,6.873333333333332,12.410000000000002,8.276145833333333,9.419583333333339,8.519493981477979,9.06565027642097,9.041095390326209,7.981611211439343,11.721125,13.014624999999999,12.45867220350412,12.904790886037818,12.99998536393624,12.279309502041356
2010-02-28,POMRB,7.68,11.004,7.206666666666666,9.010208333333338,8.183696388886787,9.048208766839513,10.102220024139099,8.518861908703606,11.442666666666668,11.849999999999998,11.876803322102472,12.60289147689745,13.69701947605529,13.830107277210269
2010-05-31,PREMON,7.875,14.165,6.832916666666666,7.542083333333338,8.060217833332072,9.037872725635951,11.958680327171221,11.730546214948715,10.5535,11.592249999999996,12.792081993261483,12.849914769002787,14.142211772184444,14.61470268614159
2010-08-31,MONSOON,5.056666666666667,7.593333333333334,6.738333333333333,6.871250000000004,6.858797366665909,8.89382960629937,5.177740007715735,4.643288294026446,9.920916666666665,11.29308333333333,10.712582529290223,12.016087281092588,10.218461495350555,8.593224007856453
2010-11-30,POMKH,6.566666666666666,6.493333333333332,7.306958333333333,6.794583333333338,6.741945086666212,8.818715984745594,7.1090018946874585,6.688246094444892,10.121541666666667,9.813916666666662,9.024882850907467,11.140107386321052,11.567117587370818,11.17219879177022
2011-02-28,POMRB,7.23,11.86,7.4022499999999996,6.682083333333338,6.937167051999728,8.773261732132255,8.550894146211155,7.94754844073661,10.97225,10.027916666666663,10.15892971054448,11.253698268403092,11.107532864768089,10.44215004456755
2011-05-31,PREMON,12.874,14.914000000000001,6.8910833333333334,7.931833333333339,9.311900231199836,8.990586173994041,10.665347748765772,9.567642048350208,12.615416666666668,10.215166666666663,12.060957826326689,11.833371846740315,12.441506037799343,13.60736508908304
2011-08-31,MONSOON,0.82,13.65,7.563250000000001,6.872666666666673,5.915140138719901,8.643534047868522,5.358430402046358,5.970895778091622,13.805250000000001,11.72933333333333,12.696574695796013,12.120775304738974,9.149669872494787,11.627566344050095
2011-11-30,POMKH,6.714,13.582,8.102333333333334,6.909500000000006,6.234684083231941,8.570959529764375,6.254895462076204,5.608129413083484,14.35625,13.501499999999997,13.050744817477607,12.35182988617887,12.336374339494272,13.460967199565959
2012-02-29,POMRB,12.46,14.29,8.409932291666667,8.217000000000006,8.724810449939165,8.766167098581544,7.931381991934279,7.9517918751951395,14.200432291666669,14.108999999999998,13.546446890486564,12.65847490474373,13.506913694852612,16.16472872809851
2012-05-31,PREMON,11.956666666666665,16.892000000000003,8.657697916666667,7.987666666666671,10.017552936630166,8.93708711143971,11.416124781738556,13.638800479195023,14.020686011904763,14.6035,14.88466813429194,13.32894525029401,14.848785239219502,14.825294385961096
2012-08-31,MONSOON,4.198125,10.425458333333337,8.005072916666668,8.83219791666667,7.6897817619781,8.74443386933479,5.718440899409979,3.5334376169220953,14.009215773809524,13.797364583333335,13.1009842139085,12.868087407125985,11.446214310406194,11.60249069401449
2012-11-30,POMKH,5.318,15.36857142857143,7.315400333333333,8.48319791666667,6.741069057186859,8.603332707279181,7.321920418203986,7.149174627627589,13.407715773809525,14.244007440476194,14.008019099773673,13.26384141268203,13.208726405447688,14.444099656947511
2013-02-28,POMRB,8.635,12.411666666666667,7.087941291666666,7.5269479166666695,7.498641434312116,8.616585522479518,8.42142610338338,9.476490907536341,12.468137648809526,13.774424107142861,13.369478126530872,13.1281427189803,14.615093316811146,12.201921761391699
2013-05-31,PREMON,10.264285999999998,13.958333333333336,7.088529833333333,7.103852750000003,8.604899260587269,8.7053618504807,10.89533959103819,10.807489619772637,11.77526785714286,13.041007440476195,13.605020209251858,13.259124241696885,15.18657858407355,17.22216694224785
2013-08-31,MONSOON,4.070833333333333,5.8425,6.913076708333332,7.072029833333336,6.791272889685694,8.504518994982998,4.923201263500713,4.738942455587837,12.03434523809524,11.89526785714286,10.500012125551114,12.082886503780855,10.94011782899753,9.248807914895467
2013-11-30,POMKH,5.45,14.408571428571431,6.712775333333332,7.105029833333337,6.254763733811416,8.368087320865154,6.683152271775782,6.072349511539994,12.619880952380953,11.65526785714286,12.06343584675924,12.450969548393225,11.650982577655322,10.83584224477015
2014-02-28,POMRB,7.0993749999999975,15.444285714285714,7.051197916666666,6.721123583333336,6.592608240286848,8.308817452758435,7.963215793132933,7.887404950484414,13.923026785714287,12.413422619047621,13.41577579376983,12.924862484259771,13.211540563709521,12.863801454699212
2014-05-31,PREMON,10.1975,15.61,7.53515625,6.704427083333336,8.034564944172109,8.394174635303957,10.184737344368408,10.591047805768513,14.94067410714286,12.826339285714285,14.293465476261897,13.34988349952662,14.927359014626143,16.59146949170768
2014-08-31,MONSOON,6.8450000000000015,14.616000000000005,7.791640625,7.397968750000002,7.558738966503267,8.32309519175506,4.363417481315764,4.265609112756538,14.757526785714287,15.019714285714286,14.42247928575714,13.549953835879075,11.173821128276002,11.2954158322125
2014-11-30,POMKH,6.547499999999999,13.77625,7.955555555555556,7.672343750000002,7.15424337990196,8.238434727401355,6.904369730330236,7.242169399272566,14.437308531746034,14.861633928571429,14.163987571454284,13.585191581338561,14.087570071975744,13.533386045505488
2015-02-28,POMRB,8.05375,14.611428571428574,8.046909722222221,7.910937500000002,7.514046027941176,8.224390087145476,8.38970857377293,8.173637830220368,14.00183630952381,14.653419642857145,14.342963971444,13.747227322175327,14.85648732006143,15.785152899580225
2015-05-31,PREMON,10.554444444444442,13.881111111111107,8.346041666666666,8.000173611111114,8.730205394542482,8.3271560824334,10.73489023177697,10.897545763019052,13.775860615079365,14.221197420634923,14.158222827310842,13.7678074519766,15.93314359425793,16.87354277676674
2015-08-31,MONSOON,7.218888888888888,12.861111111111116,8.95234375,8.093645833333337,8.125678792281043,8.274346698605893,4.868309938017514,5.571367645111984,13.835004960317463,13.7824751984127,13.639378140830953,13.62344293679004,11.474182713248847,11.49565442845902
2015-11-30,POMKH,8.566666666666668,13.723333333333334,9.442569444444443,8.598437500000005,8.302073942035292,8.28459880567257,7.378573683718361,7.271210660056241,13.900125000000003,13.769246031746034,13.672960217831905,13.638640511008893,13.85776929543229,11.796919816994873
2016-02-29,POMRB,10.885,15.1375,9.50763888888889,9.306250000000004,9.335244365221175,8.403026673130325,9.225830862353645,8.996533627995627,13.826569444444445,13.90076388888889,14.258776130699143,13.875589751190446,14.67231470349146,15.199004257656265
2016-05-31,PREMON,11.645,13.876,9.284444444444444,9.578888888888894,10.259146619132705,8.556683447787522,12.038385158951817,11.77854423650915,13.316628968253967,13.899486111111113,14.105665678419486,13.875006825663114,15.93218205829026,14.522670789277454
2016-08-31,MONSOON,6.648888888888887,12.277777777777779,9.088680555555555,9.436388888888896,8.815043527035177,8.476755518472347,6.121922326295005,5.805167883556323,12.829362103174603,13.75365277777778,13.374510518162802,13.621180084167406,11.472150773169947,9.892162890860035
2016-11-30,POMKH,7.351111111111113,10.227142857142855,8.929652777777777,9.132500000000006,8.22947056066555,8.429465103912932,8.204992099003832,7.788767692353069,12.601181547619047,12.87960515873016,12.115563453754824,13.082550838886313,13.705787690667757,13.60102871309573
2017-02-28,POMRB,10.534444444444443,14.735555555555555,8.982083333333334,9.044861111111116,9.151460114177109,8.53057016435487,9.573902574774884,9.368786035163852,12.566021825396826,12.779119047619048,13.163560294475115,13.34395980373271,13.657677332324594,14.960714255148616
2017-05-31,PREMON,10.723333333333333,12.4525,9.254166666666666,8.814444444444451,9.780209401839599,8.640097683996778,12.222798541176468,11.712829774906163,12.968878968253968,12.423244047619049,12.87913617668507,13.202030244088114,15.075591958269193,14.55196481098703
2017-08-31,MONSOON,7.99,13.420000000000002,9.174583333333333,9.14972222222223,9.06412564110376,8.621484854335247,6.047228711072637,5.356689370386342,13.253732638888888,12.708799603174604,13.095481706011043,13.23596440710234,10.46932336769068,12.149830105927975
2017-11-30,POMKH,8.186666666666666,12.307777777777774,9.048159722222222,9.35861111111112,8.713142051328923,8.611600784901375,8.461960655940533,7.668930631915161,13.384444444444442,13.228958333333335,12.780400134717736,13.08821827458614,13.25628679728698,10.80002385439306
2018-02-28,POMRB,9.062222222222221,14.93375,8.914826388888889,8.990555555555563,8.852774119686242,8.642150574798604,9.96640918815158,9.530378048223845,12.936944444444443,13.278506944444446,13.64174008083064,13.380144676560102,13.860837900490697,15.095622279658096
2018-05-31,PREMON,11.184166666666664,13.3,9.200555555555555,9.105763888888895,9.78533113847841,8.771282990805526,12.178479365747323,10.900997700538454,13.513784722222223,13.490381944444447,13.505044048498384,13.366816023059474,15.277471489445457,13.486845968545799
2018-08-31,MONSOON,6.4625,8.9925,,8.723888888888894,8.456198683087047,8.679305873265372,6.121245048626691,6.267312209879149,,12.383506944444447,11.70002642909903,12.672813413329614,10.83774399774934,10.712447746231764
2018-11-30,POMKH,12.0,21.35,,9.677222222222227,9.87371920985223,,8.160810575672016,7.506871782710322,,14.644062500000004,15.560015857459419,,12.387575194942624,13.429595648189416
