Date,Season,Mathura,Raya,Farah,Nandgaon,Mat,Baldeo,Nohjhil,Chhata,Govardhan,Chaumuha,Mathura_Trend,Mathura_SMA,Mathura_EWMA,Mathura_DES,Mathura_TES,Mathura_ARIMA,Raya_Trend,Raya_SMA,Raya_EWMA,Raya_DES,Raya_TES,Raya_ARIMA,Farah_Trend,Farah_SMA,Farah_EWMA,Farah_DES,Farah_TES,Farah_ARIMA,Nandgaon_Trend,Nandgaon_SMA,Nandgaon_EWMA,Nandgaon_DES,Nandgaon_TES,Nandgaon_ARIMA,Mat_Trend,Mat_SMA,Mat_EWMA,Mat_DES,Mat_TES,Mat_ARIMA,Baldeo_Trend,Baldeo_SMA,Baldeo_EWMA,Baldeo_DES,Baldeo_TES,Baldeo_ARIMA,Nohjhil_Trend,Nohjhil_SMA,Nohjhil_EWMA,Nohjhil_DES,Nohjhil_TES,Nohjhil_ARIMA,Chhata_Trend,Chhata_SMA,Chhata_EWMA,Chhata_DES,Chhata_TES,Chhata_ARIMA,Govardhan_Trend,Govardhan_SMA,Govardhan_EWMA,Govardhan_DES,Govardhan_TES,Govardhan_ARIMA,Chaumuha_Trend,Chaumuha_SMA,Chaumuha_EWMA,Chaumuha_DES,Chaumuha_TES,Chaumuha_ARIMA
1998-08-31,MONSOON,4.385,5.95,5.48,3.8516666666666666,10.07,7.625,17.95,9.8,0.8500000000000001,2.685,5.043125,6.012499999999999,5.738311425536001,5.6946543915454315,5.6216230579907975,6.087325345689537,5.5562499999999995,5.9975000000000005,6.1614120755199995,5.856579110634484,4.914185594816332,7.35,6.069375000000001,6.876250000000002,6.794478460928,6.310120726569677,9.602793456466278,9.398946437818456,3.8875,4.183416666666665,4.319763649604266,3.4159971686498185,3.842501531175051,3.83827669929801,10.645,8.047499999999998,9.667685791232,9.078628708416415,9.321924490780402,8.99724475480131,8.328125,8.470000000000002,8.475229219328,8.065665747716682,8.14354042115426,8.473175469508273,16.18625,16.589166666666667,16.915878227968,15.417273731354232,14.83412575106976,14.904769984951376,9.639375,9.550000000000002,9.665080604672001,9.62131423067918,9.500155892975977,5.2420868717493505,1.884375,2.382291666666666,2.2191134799360004,2.324021541478569,2.146399200482529,1.6079080295643924,2.3400000000000003,2.1012500000000003,2.3734953123839997,2.342924567109943,1.840683168197574,2.3977054674519067
1998-11-30,POMKH,3.465,4.01,5.05,2.5983333333333336,10.55,7.91,13.45,9.575,1.01,2.5,4.54125,5.312499999999999,4.828986855321601,4.971584187426802,5.5299924854280516,5.829115100193694,5.1425,5.7825,5.300847245311999,3.947039030864585,5.317466074482455,5.95,5.585,6.203750000000001,6.096687076556799,6.058882324763771,5.549476430059089,5.697807140294138,3.706,3.958499999999998,3.631191523095893,3.17827514388758,3.527562699929185,3.439578332315672,10.817499999999999,10.509999999999998,10.020611474739201,9.47268964672599,8.502166271291252,8.916993326925127,7.79,8.503750000000002,8.2491375315968,7.82141683481418,8.3563211663546,8.108174659233784,16.075,16.21,15.529526936780801,14.806589872279394,15.142150142426079,17.4837369933902,9.6325,9.681250000000002,9.6290483628032,9.597335227481166,9.56759217318724,11.302897596952889,1.6797916666666668,1.9966666666666657,1.7354680879616002,1.9053190149514196,2.2324784544885565,2.185670340908846,2.5212499999999998,2.1837500000000003,2.4240971874304,2.4065606172975222,2.151803728876214,2.2898781420480194
1999-02-28,POMRB,3.955,4.01,5.13,3.042,11.05,6.65,17.35,9.565,1.395,2.3,4.187500000000001,4.77375,4.479392113192961,4.591879477320672,5.426068352250334,5.120881590630127,4.7837499999999995,5.33,4.7845083471872,3.947039030864585,5.485877986250251,4.01,5.10375,5.935000000000001,5.710012245934079,5.834538025796954,6.145857642272235,6.227772648107995,3.508625,3.816499999999998,3.395514913857536,3.0857777912198223,3.5301364888650215,3.093363924555347,10.977500000000001,10.779999999999998,10.432366884843521,9.95581826282992,10.17572937183949,10.221982509980359,7.327500000000001,8.152500000000002,7.60948251895808,7.11897649603802,8.633648832350572,8.05368779841895,15.787499999999998,16.1625,16.257716162068483,15.167412915358195,16.87005439415239,14.353599009446654,9.670625,9.597500000000002,9.60342901768192,9.574158027244376,9.54732934268801,6.139543369571044,1.7765625000000003,1.7720833333333323,1.5992808527769602,1.710455544134458,1.823664222830128,1.615300834392564,2.5668750000000005,2.49625,2.3744583124582395,2.3944298148049574,1.9804053570662195,1.5672908370516934
1999-05-31,PREMON,5.4300000000000015,5.85,5.28,4.89,11.75,7.524999999999999,15.2,9.73,3.095,2.7,4.166250000000001,4.30875,4.8596352679157775,4.748040866091021,5.923039731766416,5.167585670585357,4.77375,4.955,5.21070500831232,5.758149209615417,5.90970032618216,4.01,4.869999999999999,5.235000000000001,5.538007347560447,5.642865105574952,6.595583425491107,6.612855259251517,3.4837083333333334,3.595499999999998,3.9933089483145214,3.5109533089275575,5.5341582213365506,5.593185649376808,10.893749999999999,10.854999999999997,10.959420130906112,10.570410203452617,11.22608702698373,10.79718003318284,6.983124999999999,7.427500000000001,7.575689511374848,7.146409294122916,8.106348254154405,8.169931964705388,15.831250000000002,15.987500000000002,15.83462969724109,15.042085920363219,16.33062841087488,16.632688864081658,9.608125,9.6675,9.654057410609152,9.640951340597267,9.651514790967752,9.247774114348173,2.1574999999999998,1.587499999999999,2.1975685116661765,2.0496467223958903,2.5987071584778616,2.583018626372412,2.50625,2.5462499999999997,2.5046749874749437,2.511530882585121,2.860959241210838,2.702278328933941
1999-08-31,MONSOON,3.415,4.58,4.43,3.1566666666666667,11.05,6.825,16.35,9.825,2.3625,2.85,4.330625,4.06625,4.281781160749467,4.279587721231597,4.015227330063187,4.297628647019051,5.165,4.6125,4.958423004987392,4.508089466673266,3.632392463889783,5.85,4.673750000000001,4.972500000000001,5.094804408536269,5.392858803023589,6.655750563883371,6.314836462326961,3.6084166666666664,3.4217499999999985,3.65865203565538,3.443302644257754,3.455156448204219,3.5221187754646426,10.768749999999999,11.099999999999996,10.995652078543667,10.848673841271191,10.714806403884019,10.69127853447577,6.852499999999999,7.227500000000001,7.275413706824909,6.843280183811739,6.290397913894973,6.919414704301814,15.56875,15.587500000000002,16.040777818344655,15.213720666349017,16.031941078752297,17.123886661534705,9.584375000000001,9.673750000000002,9.72243444636549,9.743091639941767,9.633616395283752,8.323477243484012,2.47125,1.9656249999999988,2.263541106999706,2.0934693817034153,1.2165549615275362,0.5296791239573095,2.375,2.5874999999999995,2.642804992484966,2.6631318657514993,1.840683168198289,2.422770717031856
1999-11-30,POMKH,4.265,5.3,4.23,3.0940000000000003,8.899999999999997,5.955,15.4,9.05,2.545,1.85,4.153124999999999,4.26625,4.275068696449679,4.189512282531159,4.11773975681885,4.067838530285278,5.3775,4.9350000000000005,5.095053802992435,5.216784754010549,3.280518404350685,4.58,4.6,4.767500000000001,4.748882645121761,5.145552957041349,4.180282458519036,4.5816587167591845,3.7194166666666675,3.5456666666666656,3.432791221393228,3.3599275914309796,2.91038009981227,2.799876221476453,10.792499999999997,10.687499999999996,10.1573912471262,10.392271135142046,9.767527961051616,5.436174979570177,6.901249999999999,6.7387500000000005,6.747248224094946,6.287459950092257,7.056068540973598,6.923776624238125,15.217500000000001,16.075000000000003,15.784466691006793,15.174418284871068,13.636779717174202,13.742792242578858,9.59125,9.5425,9.453460667819295,9.431870853506455,9.583540907575951,8.179175367239205,2.6624999999999996,2.349374999999999,2.3761246641998235,2.1791339461187675,2.229100553870497,1.6956343770570022,2.3525,2.4249999999999994,2.32568299549098,2.459925817147691,2.1518037288770158,2.4083732920106917
2000-02-29,POMRB,4.47,5.85,4.38,3.5440000000000005,11.7,7.56,13.3,9.9,2.37,1.9,4.0925,4.395,4.353041217869808,4.186718580816224,4.6886997580491245,4.195853989559524,5.4725,5.395000000000001,5.397032281795461,5.758149209615417,5.91156217237247,5.299999999999999,4.6825,4.580000000000001,4.601329587073057,4.932741322636886,4.73092233250771,4.905999689672369,3.7420833333333343,3.671166666666666,3.477274732835937,3.4030031575939326,3.210011129005041,3.2700389937761276,10.747499999999999,10.849999999999998,10.77443474827572,10.874531926157715,10.540669992022162,11.434373587241254,6.010624999999999,6.9662500000000005,7.072348934456968,6.72544181352379,6.989660008893275,6.0451414019205165,15.4725,15.062500000000002,14.790680014604076,14.66747793397133,17.070102939652546,18.24146916331341,9.553125,9.62625,9.632076400691577,9.609313359635014,9.47551316202853,9.276388094863131,2.9815625,2.593124999999999,2.373674798519894,2.1941492656290538,2.40384670593321,2.0827526865959607,2.4112500000000003,2.3249999999999993,2.155409797294588,2.2863663875084588,1.9804053570666775,1.9555353090561394
2000-05-31,PREMON,3.495,5.71,5.44,5.276000000000002,11.29,7.005000000000001,16.44,9.45,3.65,2.92,4.46875,3.9112499999999994,4.009824730721885,3.905009744339372,5.56772680585637,4.777411523519094,5.6537500000000005,5.360000000000001,5.522219369077277,5.620347348188723,7.860554753475649,5.85,4.838750000000001,4.620000000000001,4.936797752243834,4.835011312589333,5.231585138846688,5.184037691561068,3.819000000000001,3.767666666666666,4.196764839701563,3.920407698707429,5.346302938063759,5.506369487905929,11.091249999999999,10.734999999999998,10.980660848965432,11.132571603385458,11.67906937199572,12.326392312472052,4.534375,6.8362500000000015,7.0454093606741806,6.7062015852100245,7.803179473327161,6.941463971747384,15.534999999999998,15.372500000000002,15.450408008762446,14.936129428867307,14.832831598083917,11.515928239382612,9.615625,9.556249999999999,9.559245840414945,9.535420747976056,9.670347337105172,8.39903595499839,3.3734375,2.7318749999999987,2.8842048791119366,2.572423068350668,3.3286576940165356,3.3543193449900923,2.38625,2.379999999999999,2.4612458783767526,2.466774025889471,2.8609592412110847,2.7375964422078
2000-08-31,MONSOON,4.865,5.48,4.93,2.9520000000000004,11.15,0.22,17.15,9.8,4.359999999999999,3.1,4.760937500000001,4.27375,4.351894838433131,4.101464427460051,3.1780048420829985,3.425490913351478,5.7696875,5.585000000000001,5.505331621446366,5.39395857584487,4.336977030076535,5.71,5.092499999999999,4.745000000000001,4.9340786513463,4.7065903886777685,5.349715637646783,5.048553048291515,3.9691250000000005,3.7165,3.6988589038209385,3.7632643514095907,3.441869968682367,3.539265864560314,11.55375,10.759999999999998,11.048396509379259,11.284992389373965,10.885810515290066,11.215267805171283,3.4765625,5.185000000000001,4.315245616404508,3.6150271101703177,5.873394789870672,6.689179134715523,15.750625000000001,15.572500000000003,16.13024480525747,15.374624587667288,15.716877082903546,17.81752381359146,9.641666666666666,9.549999999999997,9.655547504248968,9.65264574536165,9.643418113936956,9.39108611776552,3.6269531250000004,3.2312499999999984,3.4745229274671616,3.060466613401886,1.880140658378791,2.052152864049778,2.3258333333333336,2.442499999999999,2.716747527026052,2.6941691658083124,1.8406831681986522,2.5467066415509807
2000-11-30,POMKH,5.825,5.85,4.98,3.914,11.55,0.75,15.1,9.575,3.6825,1.4,5.301875000000001,4.663749999999999,4.941136903059878,4.5277056388226695,3.9782721632216305,3.9985764249700066,5.889375,5.722500000000001,5.64319897286782,5.758149209615417,4.448022549503321,5.48,5.2425,4.932500000000001,4.9524471908077805,4.598500494314657,4.011744512901326,4.242951028781717,4.074750000000001,3.9215,3.784915342292563,3.861494376295303,2.946956025352268,2.7656492128221837,11.88375,11.422499999999998,11.249037905627556,11.517582676374499,9.916602169844772,11.294168844083494,2.5675,3.8837500000000014,2.8891473698427044,2.2259448557339674,3.3904254248876233,3.572906730966035,15.92625,15.497500000000004,15.718146883154482,15.318585277027891,14.2107570765591,15.226750462908786,9.644166666666667,9.681249999999999,9.62332850254938,9.633973267132724,9.316461646218308,8.175979269741866,3.9064062500000003,3.5156249999999987,3.5577137564802968,3.231048490332001,3.398686461325714,3.3316083879016354,2.3091666666666666,2.329999999999999,2.190048516215631,2.3356361447889777,2.1518037288775105,2.1667774479932533
2001-02-28,POMRB,5.2475000000000005,6.2275,5.66,3.925,12.75,4.3025,15.325,9.583333333333334,3.260625,1.8666666666666665,5.799375,4.858124999999999,5.063682141835926,4.6727475219298436,5.067682746985385,4.618088182020247,6.079375,5.816875000000001,5.876919383720692,6.129722085962395,6.0893297755620495,5.85,5.089583333333334,5.252500000000001,5.2354683144846685,4.566331634785765,4.647631242813571,4.627992480726667,4.384791666666667,4.01675,3.840949205375538,3.9450081229257443,3.426734556490316,3.6832811041798905,12.151250000000001,11.684999999999999,11.849422743376534,12.067512257583198,11.46216509245398,11.791159333047995,2.169375,3.0693750000000017,3.454488421905623,3.1060736922991308,2.5158690507921513,2.8693694522454365,15.748750000000001,16.003750000000004,15.560888129892689,15.317466377691998,15.137330968607676,14.487958173367181,9.677916666666667,9.602083333333333,9.607330434862963,9.618393395965109,9.70189524616006,8.639497559161402,4.08234375,3.7382812499999982,3.438878253888178,3.2372837631587394,3.561261309669394,3.373643761916267,2.069166666666667,2.321666666666666,2.060695776396045,2.163213222792312,1.9804053570669342,1.8725692776136076
2001-05-31,PREMON,7.045,6.29,5.36,5.74,12.88,2.99,15.82,9.786666666666667,4.995,2.82,5.943125,5.7456249999999995,5.8562092851015555,5.309399665640661,6.068283973266455,5.020957065281639,6.304374999999999,5.961875000000001,6.042151630232414,6.191240774099311,7.656414170588009,6.2275,5.071666666666667,5.232500000000001,5.2852809886908005,4.51847515794701,5.643278785574672,5.425267233514197,4.827833333333333,4.13275,4.600569523225323,4.515827759220104,5.521951672350708,5.51487226765622,12.415000000000001,12.0825,12.261653646025922,12.542083935203932,12.640253722485255,12.394408692832219,2.3531250000000004,2.0656250000000016,3.268693053143374,2.976001843319067,3.9679297921611907,3.298691948051191,15.6675,15.848750000000003,15.664532877935613,15.431994819637731,16.179868951414043,16.448587784981775,9.669583333333334,9.686250000000001,9.679064927584445,9.705848117014687,9.575314393060872,8.778340719503536,4.222031250000001,4.074531249999999,4.061326952332907,3.7449038331415774,4.384869697809049,4.403902198626087,1.8891666666666667,2.296666666666666,2.3644174658376267,2.3274881759788824,2.8609592412113236,2.8103816133441444
2001-08-31,MONSOON,5.295,6.42,3.786666666666666,4.968333333333334,11.7,1.05,16.35,9.733333333333333,4.4225,1.28,6.1834375,5.853124999999999,5.631725571060933,5.264385377448464,4.608844775059097,5.1223608334906565,6.4896875000000005,6.196875000000001,6.193290978139448,6.319199645424098,5.628420572980611,6.29,5.305416666666667,4.946666666666667,4.685835259881147,4.339971631526963,5.451101992221551,4.898340957416627,5.327708333333333,4.636833333333333,4.747675047268527,4.825386978122946,3.5979026289617715,3.497850145035902,12.76,12.22,12.036992187615553,12.536212385187934,12.041207083662705,12.124195591828546,2.1140625,2.2731250000000016,2.381215831886024,2.02862271187572,1.9437778789819857,0.9235837403550851,15.433125,15.648750000000001,15.938719726761368,15.662755513400729,16.671817212362694,14.922716111152836,9.669583333333334,9.669583333333335,9.700772289884,9.745494014503675,9.768079518639228,8.68864648291553,4.525390625,4.090156249999999,4.205796171399744,3.9609711394419986,3.0459000204622946,3.84724418351383,1.8783333333333334,1.841666666666666,1.930650479502576,1.9871668494924355,1.8406831681988394,2.69275991294386
2001-11-30,POMKH,6.545,6.71,5.98,5.4419999999999975,13.11,1.39,15.25,9.575,4.737500000000002,1.78,6.383125,6.033124999999999,5.9970353426365595,5.600740777191309,5.103789389116342,5.417703304952613,6.72625,6.411875000000002,6.399974586883669,6.604646358379393,5.586089566870264,6.42,5.301041666666666,5.196666666666667,5.203501155928688,4.374901174806851,4.266935440076011,4.13080995196822,5.602833333333333,5.0188333333333315,5.025405028361115,5.218977937381913,3.7297500294711337,3.9972353685355384,13.12125,12.61,12.466195312569331,12.94398061371175,10.88501959682107,10.845470467405429,1.7725,2.4331250000000018,1.9847294991316144,1.6836520180096834,1.9595624990220912,1.142819366155835,15.2575,15.68625,15.66323183605682,15.618921818819764,14.584750956107902,17.07651408397325,9.669583333333332,9.669583333333335,9.6504633739304,9.689630628768128,9.456368903834276,8.29158340551722,4.7250000000000005,4.353906249999999,4.418477702839847,4.214979696246585,4.145941074100205,4.173477211085682,1.6774999999999998,1.9366666666666656,1.8703902877015457,1.856156197925505,2.1518037288767338,1.9446972762992492
2002-02-28,POMRB,6.45,6.85,6.53,6.396000000000001,13.95,1.75,13.3,9.583333333333334,4.6325,1.4,6.526249999999999,6.333749999999998,6.178221205581936,5.821747818201029,6.069490263565518,5.726367402597664,7.088749999999999,6.567500000000003,6.579984752130201,6.742448219806086,6.71657665359603,6.71,5.085833333333333,5.4141666666666675,5.734100693557213,4.467789788136751,5.089900752971108,5.198930631367103,5.406041666666666,5.6365833333333315,5.5736430170166695,5.825945776679039,4.270197627398435,4.3936069618334574,13.469999999999999,12.91,13.059717187541597,13.51819790834751,12.613295153343204,13.056012557046941,1.775,1.7950000000000017,1.8908376994789688,1.6652171783853886,2.1721896329712336,2.407492577268745,15.355312500000002,15.18,14.717939101634093,15.117826349370816,15.17635793443634,12.100741214739013,9.669583333333334,9.669583333333335,9.623611357691573,9.643042953340803,9.68518485364229,9.15789200986087,4.734375000000001,4.696874999999999,4.504086621703909,4.3752048292032235,4.42525447917126,4.184009959479574,1.58296875,1.8199999999999992,1.6822341726209271,1.6405261986237216,1.9804053570663593,1.8653057964428204
