Date,Season,Agamoni,Agamoni_Trend,Agamoni_SMA,Agamoni_EWMA,Agamoni_DES,Agamoni_TES,Agamoni_ARIMA
2001-05-31,PREMON,16.5,15.68375,15.406249999999995,15.820970567939082,15.97637111691599,16.299078223768042,16.00154452175834
2001-08-31,MONSOON,15.22,15.684999999999999,15.669999999999996,15.58058234076345,15.833693555778185,15.955443479110155,13.907532074506522
2001-11-30,POMKH,15.275,15.566875,15.697499999999996,15.458349404458069,15.705162073961969,15.706997834303666,14.658147907633552
2002-02-28,POMRB,15.695,15.295625,15.672499999999996,15.55300964267484,15.715124030430506,16.589457923082747,15.304708776770749
2002-05-31,PREMON,15.655,15.068749999999998,15.461249999999996,15.593805785604905,15.708545982172032,16.553974207191537,16.23454049253356
2002-08-31,MONSOON,13.895,14.973124999999998,15.129999999999995,14.914283471362943,15.143712082998302,15.657676970639846,14.542092736664381
2002-11-30,POMKH,14.785,14.91875,15.007499999999995,14.862570082817765,14.926486071525158,15.202644574943305,14.92368254028263
2003-02-28,POMRB,15.419999999999998,14.903125,14.938749999999994,15.085542049690657,14.95716677591218,15.833625179941306,15.407897727909567
2003-05-31,PREMON,15.495,14.85625,14.898749999999993,15.249325229814394,15.03349958892134,15.775874149754763,15.627077051893561
2003-08-31,MONSOON,13.93,14.870625,14.907499999999995,14.721595137888634,14.625506559507302,14.64704332858133,14.069620492434037
2003-11-30,POMKH,14.375,14.98125,14.804999999999996,14.58295708273318,14.419648090459585,14.712911287261802,14.651803151368073
2004-02-29,POMRB,15.945,15.084375,14.936249999999998,15.127774249639907,14.761567910792822,15.306806325278597,15.199224232799757
2004-05-31,PREMON,15.855,15.103749999999998,15.02625,15.418664549783944,15.06462222029874,15.448661534316805,15.232805614824024
2004-08-31,MONSOON,14.395,14.954374999999999,15.1425,15.009198729870366,14.877583756072436,14.30992884671242,13.632267261557995
2004-11-30,POMKH,14.065,14.82125,15.065000000000001,14.63151923792222,14.603082267919191,14.648980308542438,14.222465762162052
2005-02-28,POMRB,15.06,14.627500000000001,14.843750000000002,14.802911542753332,14.679846198118048,15.503315296313495,15.436027861584904
2005-05-31,PREMON,15.675,13.37984375,14.798750000000002,15.151746925651999,14.957475088420164,15.37466681203291,15.405093558078336
2005-08-31,MONSOON,13.025,11.802604166666669,14.456250000000004,14.3010481553912,14.371339028153578,14.1042265449993,13.938613661333694
2005-11-30,POMKH,5.453750000000001,10.144583333333335,12.303437500000005,10.76212889323472,11.549157246836694,13.992342014220622,13.884142338729378
2006-02-28,POMRB,11.053333333333335,9.197395833333335,11.301770833333338,10.878610669274167,10.864868069163505,13.226175699549415,15.058147472620618
2006-05-31,PREMON,6.4175,9.457395833333335,8.987395833333338,9.0941664015645,9.01700457359777,12.676062836592687,15.416051044907263
2006-08-31,MONSOON,14.704999999999998,8.973854166666666,9.407395833333338,11.338499840938699,10.079422895207923,9.3329184701891,13.233062961131523
2006-11-30,POMKH,5.85375,9.676874999999999,9.507395833333337,9.144599904563218,8.446042573424906,7.7980514102946294,8.328239693867069
2007-02-28,POMRB,6.7849999999999975,9.700781249999999,8.440312500000003,8.20075994273793,7.429328766059146,9.889557176884205,12.216191782436194
2007-05-31,PREMON,16.31,9.55515625,10.9134375,11.444455965642758,9.652471451934915,7.802492406848765,9.496344373452873
2007-08-31,MONSOON,5.00375,11.0096875,8.488125,8.868173579385655,8.185929032225213,10.683500342746994,13.820907020945839
2007-11-30,POMKH,14.39,10.778906249999999,10.6221875,11.076904147631392,9.888045911451218,5.0283822580775075,5.595019125403715
2008-02-29,POMRB,9.885,10.108191964285714,11.397187500000001,10.600142488578836,10.017171703992823,8.998735969128777,8.126112116893907
2008-05-31,PREMON,11.36375,9.288571428571428,10.160625,10.905585493147301,10.585531071206919,11.398612054002637,12.544980602300264
2008-08-31,MONSOON,4.5842857142857145,8.716592261904761,10.055758928571429,8.377065581602666,8.92414040484218,8.775161768315115,8.26546777094445
2008-11-30,POMKH,8.2525,9.530081845238096,8.521383928571428,8.3272393489616,8.577682311951857,7.972927844385085,11.134679934394631
2009-02-28,POMRB,11.446666666666667,10.212688492063492,8.911800595238095,9.575010276043628,9.3142975311275,7.797391330971552,8.607284310101669
2009-05-31,PREMON,16.31,9.916451388888888,10.148363095238096,12.269006165626177,11.635328137008193,10.394361442608988,12.846083209120152
2009-08-31,MONSOON,5.098888888888889,8.881805555555555,10.27701388888889,9.400959254931262,10.09096432285284,7.744568078470561,4.635764372668072
2009-11-30,POMKH,5.367999999999999,7.996880787037036,9.55588888888889,7.787775552958757,8.723610323882326,8.735613822419435,10.211735234216631
2010-02-28,POMRB,6.053999999999999,7.672115740740741,8.207722222222225,7.0942653317752535,7.737930161162392,9.026354075377476,10.670413477200375
2010-05-31,PREMON,14.62326851851852,8.186775462962963,7.786039351851856,10.10586660647256,9.642548555396804,11.055837458646296,14.260295205473112
2010-08-31,MONSOON,4.1875,8.803733796296298,7.558192129629632,7.738519963883536,8.091137574015864,5.325900458014894,4.815890955094329
2010-11-30,POMKH,10.396666666666668,8.897325231481483,8.8153587962963,8.801778644996789,8.655481322135008,6.248559374886917,6.258262835266811
2011-02-28,POMRB,5.961,9.7361875,8.792108796296299,7.6654671869980735,7.794030856402399,8.058476598585388,7.800007788630667
2011-05-31,PREMON,15.465,9.9418125,9.002541666666668,10.785280312198843,10.124896377464763,12.292502539692611,14.90840312933257
2011-08-31,MONSOON,10.056666666666667,9.881791666666667,10.469833333333334,10.493834853985973,10.5026562060178,5.233979423624478,4.417708608861504
2011-11-30,POMKH,6.172500000000001,10.362291666666666,9.413791666666667,8.765300912391584,9.512849365836585,9.0356387414341,8.439616612498055
2012-02-29,POMRB,9.705,10.274213541666667,10.349791666666667,9.141180547434951,9.684528510169237,7.892733752722075,5.871038194062525
2012-05-31,PREMON,15.565,11.194572916666669,10.374791666666667,11.71070832846097,11.761735130350717,14.554980790622848,14.856029294435022
2012-08-31,MONSOON,9.252041666666667,12.413218749999999,10.173635416666668,10.72724166374325,11.547442495179794,7.75035772185339,7.815109575270999
2012-11-30,POMKH,14.34,12.598427083333334,12.215510416666667,12.17234499824595,12.918795564954273,8.765761655612653,7.51085308935593
2013-02-28,POMRB,11.286666666666667,12.346171875,12.610927083333335,11.818073665614236,13.074209958754572,10.74499314478122,8.207641344030593
2013-05-31,PREMON,15.465,12.188291666666668,12.585927083333335,13.27684419936854,14.471761212688856,17.209075807238634,15.211204823793238
2013-08-31,MONSOON,7.334,12.348361111111112,12.106416666666668,10.899706519621123,12.968697506117405,10.248581391863963,9.341391496250566
2013-11-30,POMKH,14.995,12.451555555555554,12.270166666666668,12.537823911772673,13.948824313213278,11.741783787350375,11.213584195154812
2014-02-28,POMRB,11.912222222222221,13.488555555555553,12.426555555555556,12.287583235952493,13.76618410777747,11.817238940727158,10.506758003964038
2014-05-31,PREMON,15.665,14.301258680555556,12.476555555555557,13.638549941571496,14.731550629022175,17.49409453363599,15.18261322417023
2014-08-31,MONSOON,15.43,14.456059027777778,14.500555555555557,14.355129964942897,15.461860384830091,10.133715013204203,7.848796615803743
2014-11-30,POMKH,13.400625,14.72640625,14.10196180555556,13.973327978965738,15.360498181136501,15.056601728132424,14.460422091359742
2015-02-28,POMRB,14.745,14.48328125,14.810156250000004,14.281996787379443,15.593069433122755,13.414785130899286,11.451058975665285
2015-05-31,PREMON,14.995,14.522578124999999,14.642656250000003,14.567198072427665,15.797071186417654,18.83299757048028,15.274475515721988
2015-08-31,MONSOON,14.155,14.992083333333333,14.323906250000002,14.402318843456598,15.629702165641973,13.25236576035537,12.306032394309403
2015-11-30,POMKH,14.99,15.575416666666666,14.721250000000003,14.637391306073958,15.676638923441148,15.279071515657439,13.678798051523355
2016-02-29,POMRB,16.911666666666665,16.077916666666667,15.262916666666671,15.547101450311041,16.288260347169356,14.693567861283313,13.46031406500398
2016-05-31,PREMON,17.495,15.553854166666667,15.887916666666671,16.326260870186626,16.984498116927778,18.717238236607916,14.919920064410848
2016-08-31,MONSOON,15.675,14.787083333333332,16.26791666666667,16.065756522111975,16.959358828133105,15.027643304129644,14.306950385290849
2016-11-30,POMKH,9.277499999999998,14.39125,14.839791666666672,13.350453913267184,14.8423856713714,16.700631632189427,14.131491833416227
2017-02-28,POMRB,16.490000000000002,13.509166666666667,14.734375000000007,14.60627234796031,15.196774947191175,15.449429734401635,15.813560677165718
2017-05-31,PREMON,14.75,13.749895833333332,14.048125000000006,14.663763408776186,14.992256125686053,18.05289995387724,16.269337444181122
2017-08-31,MONSOON,11.363333333333333,14.905833333333334,12.97020833333334,13.343591378599045,13.76902873620846,14.284853783542326,14.826506475709621
2017-11-30,POMKH,15.515,15.225833333333332,14.52958333333334,14.212154827159427,14.01952627270775,12.597624630911548,11.068334380320783
2018-02-28,POMRB,19.5,15.4390625,15.282083333333341,16.327292896295656,15.583122279925927,15.547524043365168,16.298149592823936
2018-05-31,PREMON,14.3,15.829166666666667,15.169583333333343,15.516375737777395,15.347702878736197,17.39675897272575,15.39953425838052
2018-08-31,MONSOON,13.519166666666667,,15.708541666666676,14.717492109333104,14.857053616639284,13.801573621829116,12.625607345095645
2018-11-30,POMKH,16.48,,15.949791666666677,15.422495265599864,,14.38786217439148,13.03380064141097
