Date,Season,Mulbagal,Bangarapet,Kolar,Malur,Srinivasapura,Mulbagal_Trend,Mulbagal_SMA,Mulbagal_EWMA,Mulbagal_DES,Mulbagal_TES,Mulbagal_ARIMA,Bangarapet_Trend,Bangarapet_SMA,Bangarapet_EWMA,Bangarapet_DES,Bangarapet_TES,Bangarapet_ARIMA,Kolar_Trend,Kolar_SMA,Kolar_EWMA,Kolar_DES,Kolar_TES,Kolar_ARIMA,Malur_Trend,Malur_SMA,Malur_EWMA,Malur_DES,Malur_TES,Malur_ARIMA,Srinivasapura_Trend,Srinivasapura_SMA,Srinivasapura_EWMA,Srinivasapura_DES,Srinivasapura_TES,Srinivasapura_ARIMA
1996-02-29,POMRB,4.5094474711915655,14.847284878863828,15.782106098579785,23.344999999999995,21.5984375,,,4.5094474711915655,4.39955179431037,4.050653993520721,0.0,,,14.847284878863828,13.912239377355938,14.161783541763842,0.0,,,15.782106098579785,17.748637057328846,14.17269381268275,0.0,,,23.344999999999995,23.488140425096525,24.25304962520252,0.0,,,21.5984375,12.705723383913451,21.6084375,0.0
1996-05-31,PREMON,5.6861192412979165,14.375133040935669,14.484142857142857,18.291718750000005,23.30755555555556,,,4.9801161792341055,4.468877721529648,5.440363738052337,4.509442602913051,,,14.658424143692564,13.97273232681321,13.750929596080983,13.623513787189351,,,15.262920802005013,17.13295799706122,18.773218603231772,7.7028738987708225,,,21.3236875,22.104912442752685,19.2545716738584,23.341588950257233,,,22.282084722222223,12.853724150200588,23.32572730070791,21.59821978951758
1996-08-31,MONSOON,4.760379191659829,17.55223655202822,18.159,22.418822222222218,23.288823529411758,4.4453055421383825,,4.892221384204396,4.224405830209229,4.817192507202108,5.360644200619014,12.64150300809895,,15.815949107026825,15.114964376217785,17.68121398359208,13.736563129025543,16.537298976608188,,16.42135248120301,17.264178453300037,19.340961976139468,8.22340080601654,22.11392200776144,,21.761741388888886,21.94626941629098,23.06985772737122,20.728792908180083,19.190149458741832,,22.68478024509804,13.003448881834657,23.313423708968383,22.857442349514766
1996-11-30,POMKH,4.57,7.55,21.02,24.40014705882353,13.45,3.435859703077197,4.8814864760373275,4.7633328305226375,4.017072992587677,3.8956950829832557,4.769323870016671,11.036200768124012,13.581163617956928,12.509569464216094,12.379293403648063,13.443205056656081,15.592791828283746,16.684017857142855,17.36131223893066,18.260811488721806,17.869166591568376,17.075132229913844,11.873490208535664,22.11392200776144,22.11392200776144,22.81710365686274,22.25930328830087,25.11907768182123,21.355675604406077,16.580650326797382,20.41120414624183,18.990868147058823,13.154917660174641,13.479400297126958,22.778061232808394
1997-02-28,POMRB,1.02,7.33,9.19,23.344999999999995,11.83,2.4737973989574784,4.009124608239436,3.2659996983135824,2.7701685737371102,4.590190492019943,4.621361915714065,9.580279569003528,11.70184239824097,10.437741678529656,10.536844560082951,11.782701174758488,11.136424110634255,18.522375,15.71328571428571,14.632486893233084,16.31269805193154,14.502058268004934,15.56889006876671,22.11392200776144,22.11392200776144,23.028262194117644,22.26859348761494,23.499995334202232,22.290589105020068,15.19220588235294,17.969094771241828,16.126520888235294,13.308150800494305,21.62746281947388,17.058446878758765
1997-05-31,PREMON,1.1,9.05,22.25,18.291718750000005,12.2,1.8556249999999999,2.862594797914957,2.3995998189881496,2.0263213950298686,4.364258535547421,2.9331860392098266,8.8575,10.370559138007053,9.882645007117794,9.944652992154007,8.75533423395863,10.504673028405183,19.4825,17.654749999999996,17.679492135939853,17.2991908453017,16.50772363500393,10.798478268811813,22.11392200776144,22.11392200776144,21.13364481647059,21.165795254076002,18.676498482580598,22.580565982970892,15.305955882352938,15.192205882352939,14.555912532941175,13.463168854706915,21.550295727696852,16.393400518655067
1997-08-31,MONSOON,1.65,11.23,25.1,22.418822222222218,23.288823529411758,1.5928125,2.085,2.09975989139289,1.7419839101779495,2.333555009810713,2.418569763498726,9.017499999999998,8.79,10.421587004270677,10.319311099869168,12.517809038837305,10.376012350777017,20.404374999999998,19.39,20.647695281563912,18.60664524553731,19.879959914296386,20.367394768176794,23.09829700776144,22.11392200776144,21.647715778771243,21.223098321384832,22.626106701093654,21.475096851377888,15.477205882352937,15.192205882352937,18.049076931529406,13.619992614121706,19.583416291094462,15.411529526899923
1997-11-30,POMKH,2.7350000000000003,8.09,21.76,24.40014705882353,14.36,1.633125,1.6262499999999998,2.353855934835734,1.910967497266706,1.1607311901880035,2.85415027652581,9.3275,8.925,9.488952202562405,9.470881556410633,7.689691420664262,10.91637595578222,21.543125,19.575000000000003,21.092617168938347,19.10331072914709,19.95643125847902,23.27669274710263,25.88870716401144,22.11392200776144,22.74868829079216,21.702422380557415,24.778437471734474,21.709256469284703,15.76095588235294,15.419705882352936,16.57344615891764,13.778643112232446,9.950850615342056,20.83568287378999
1998-02-28,POMRB,0.7525,8.07,15.825,31.22,12.29,1.6278124999999999,1.5593749999999997,1.7133135609014403,1.3940463320731402,2.216116392851523,2.6050014136931177,9.82375,9.110000000000001,8.921371321537443,8.916218956974237,9.234016498994333,9.514549261781458,21.600625000000004,21.233750000000004,18.98557030136301,18.481516509798908,15.274532809908393,12.059273291329374,29.047389542483664,24.08267200776144,26.137212974475297,23.569507164582806,23.23850691872447,22.36216848886955,15.017352941176469,15.534705882352934,14.860067695350585,13.939141627538488,14.925910919051413,15.215731775512994
1998-05-31,PREMON,1.69,10.79,24.725,32.74,14.01,1.7781250000000002,1.7068749999999997,1.7039881365408642,1.371384013094657,2.8349306516714723,2.26297122971994,10.035,9.545000000000002,9.668822792922466,9.502607730667789,7.8813375782014745,9.285865478813331,21.25625,21.852500000000006,21.281342180817806,19.515240770447434,20.542686676503312,19.304739563353134,31.00376838235294,27.69474232026144,28.77832778468518,25.341131251955,20.305619692244758,24.483430812496096,13.93375,15.987205882352935,14.520040617210352,14.101509686398684,16.04773781984078,15.40544019452776
1998-08-31,MONSOON,1.0175,13.46,23.085,33.24,15.53,2.0409375,1.5487499999999996,1.4293928819245185,1.1477114184411568,1.654087669548621,2.2993435169777054,9.875,10.102500000000003,11.18529367575348,10.808260102196117,12.974930843902936,10.103885872227028,20.334375,21.34875000000001,22.002805308490682,20.08173838602934,23.47193696248892,23.60355344798502,31.176562500000003,30.400036764705888,30.56299667081111,26.81520264225514,27.233911849198662,26.445580604619714,13.762500000000001,14.047499999999996,14.92402437032621,14.265769065918535,20.13125302640854,15.459886413406107
1998-11-30,POMKH,4.57,7.55,21.02,29.23,13.45,2.0006250000000003,2.0074999999999994,2.6856357291547113,2.146520326913899,0.5000979762862933,2.1487000705465364,9.565,9.967500000000001,9.731176205452087,9.59902764570645,9.049611203252114,11.245836724006402,19.195625,21.163750000000007,21.609683185094408,20.189625023972077,21.685663521128184,21.34292919723316,30.396875000000005,31.6075,30.029798002486665,27.06952176629145,30.829993473820508,28.053011879975355,13.47875,13.819999999999997,14.334414622195727,14.431941796870982,9.325075990401698,15.879380295773595
1999-02-28,POMRB,1.02,7.33,9.19,27.7725,11.83,2.0059375,2.0743749999999994,2.019381437492827,1.6426812688290564,2.5562439466666813,2.4035299563835095,9.06875,9.7825,8.770705723271252,8.741996993833789,9.626445259313588,9.098950726266686,19.138125,19.505000000000006,16.641809911056644,18.223758496100185,16.227628898643232,13.264025474281443,29.6159375,30.745625000000004,29.126878801492,26.945221688853138,29.006185718745403,28.330733207696532,13.335,13.704999999999997,13.332648773317437,14.600050166651213,11.531317273133032,14.571915837103422
1999-05-31,PREMON,1.1,9.05,22.25,29.950000000000006,12.2,1.62625,1.9268749999999994,1.6516288624956963,1.3546074905321002,3.145934211617319,1.5558441618379433,8.925,9.347500000000002,8.882423433962751,8.785958800108286,7.697102697766798,8.878416318765913,19.575000000000003,18.886250000000004,18.885085946633986,18.873083301320786,20.425612873579105,18.449096574380178,28.9090625,30.048125000000006,29.456127280895203,27.327791325922004,23.932042357299466,28.19921559179377,13.645,13.252499999999996,12.87958926399046,14.77011672226589,13.281649445457875,13.788052851424636
1999-08-31,MONSOON,1.65,11.23,25.1,29.7825,16.19,1.100625,2.0849999999999995,1.6509773174974178,1.351205407699503,1.6037845241153135,1.5152294444468795,9.245000000000001,8.790000000000001,9.82145406037765,9.571296474044333,11.998457891244012,9.182081581141386,21.41875,19.39,21.37105156798039,19.902856189922908,22.021036619950593,22.169375186952447,29.0653125,29.183750000000003,29.58667636853712,27.585599324584116,29.36940257530353,28.611322125829545,13.9875,13.417499999999997,14.203753558394277,14.942164273357191,16.54027781891678,13.702614124177947
1999-11-30,POMKH,0.9,8.63,22.5,27.0325,15.27,1.18125,1.1674999999999995,1.3505863904984508,1.1119821820270919,0.7236021340475812,2.852449922020261,9.865,9.060000000000002,9.344872436226591,9.17549127381933,7.434808056030196,9.977118667423216,23.69625,19.76,21.822630940788237,20.299359928283288,20.966101380512235,21.977424420815645,29.845,28.634375000000002,28.56500582112227,27.180088509644804,31.66588644225039,28.886853237234273,14.555,13.872499999999995,14.630252135036567,15.11621589526209,9.694799530457736,15.454839047882613
2000-02-29,POMRB,0.485,8.81,22.46,31.22,12.75,1.170625,1.0337499999999995,1.0043518342990705,0.8324211633592427,1.2184344512145164,0.4528247533209972,10.8575,9.430000000000003,9.130923461735955,8.982473603519766,9.38390944443508,9.037344205151893,23.811249999999998,23.0775,22.077578564472944,20.6189611111197,14.883528546670952,12.315655267762839,30.6259375,29.496249999999996,29.62700349267336,27.787606737101907,29.137233838869232,28.450733008672877,14.925,14.102499999999996,13.878151281021939,15.292294932107257,10.831105275798071,14.671906086036687
2000-05-31,PREMON,2.28,12.53,27.2,32.74,15.82,0.9224999999999999,1.3287499999999994,1.514611100579442,1.2329294572778706,2.1300551353431607,1.2745619692881616,12.081875,10.300000000000004,10.490554077041573,10.149556534586047,8.33172914610825,9.105597337284863,22.831249999999997,24.315,24.12654713868377,21.705452121891557,23.92908820144404,25.36734155963495,31.3328125,30.193749999999998,30.872202095604017,28.589296361764305,24.833707422380346,29.101911692997284,14.458124999999999,15.007499999999997,14.654890768613164,15.470424999940015,12.479851343671982,13.707574394030956
2000-08-31,MONSOON,0.385,15.69,21.07,33.24,15.53,0.92875,1.0124999999999993,1.0627666603476653,0.8807148522542387,1.4684633831247855,1.9492393240218506,13.807500000000001,11.415000000000003,12.570332446224942,12.000227635168166,14.082026232532348,10.545958815292272,21.59,23.307500000000005,22.903928283210263,21.53555164688839,26.07065303086032,25.18216646423989,30.745625,31.058124999999997,31.81932125736241,29.316465687186426,30.709844668157046,29.957298801596007,14.127500000000001,14.842499999999998,15.004934461167897,15.650629989895775,16.96748418364657,15.352999193911243
2000-11-30,POMKH,0.18,13.965,18.69,29.23,12.195,1.16125,0.8324999999999992,0.7096599962085991,0.5965355786356572,0.13527440697278237,2.0168428155720854,15.8625,12.748750000000003,13.128199467734966,12.595991079333876,10.72852027597574,12.13850491512671,20.006875,22.355000000000004,21.21835696992616,20.982251306931516,22.92514257907663,20.21708122590231,29.18625,31.607499999999995,30.783592754417445,28.995629771406442,33.49825205933828,30.729079605014302,14.122499999999999,14.07375,13.880960676700738,15.832934071402354,12.36768092724649,14.864176629721879
